"Time","56 FLl Sw of","55 FLl Sw on","52 HLl Sw of","v3 R COP","70 RDS cle","34 FRx (cm)","29 HRx (cm)","v5 L COP","71 LDS cle","37a CoMy (cm)","32 FLx (cm)","57 FLr Sw on","58 FLr Sw of","53 HLr Sw on","51 HLl Sw on","27 HLx (cm)","54 HLr Sw of","67 xCoM","v7 xCoM","3 Platform","2 Trdml","37b CoMy (cm)","37 CoMy (cm)","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","50 Sinus rmp","49 St rmp dw","48 Sw rmp dw","47 St rmp up","46 Sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Rump up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","36 CoMx (cm)","60 Right DS","59 Left DS","v6 L Mos","v4 R Mos","34a FRx (cm)","31 Keyboard","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","1 Synch","29a HRx (cm)","69 L marks","68 R marks","28 HLy (cm)","33 FLy (cm)","35 FRy (cm)","30 HRy (cm)","v2 Virtual","v1 Virtual","32a FLx (cm)","27a HLx (cm)"
1.665,0,0,0,0.000000,0,16.163528,14.490981,6.559120,1,-1.280429,18.564133,0,0,0,0,13.326056,0,5.297132,5.297132,-0.49071,0.09689,5.358501,-1.143960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.908356,36.651985,80.651100,61.637310,15.995729,0,0,1.262493,5.296628,-7.401475,0,8.017490,15.962087,8.213906,14.353312,8.191742,13.754518,8.243878,13.114277,9.053957,14.465794,10.198517,13.527350,10.449624,14.765501,0,-0.01735,0.00221,-0.01632,-0.01295,0.00741,-0.01297,0.00752,0.00242,3.27735,-0.401078,0,0,7.157094,5.969855,4.453879,3.493005,-0.180925,217.818466,18.564133,13.312339
1.666,0,0,0,0.000000,0,16.157793,14.490981,6.555501,1,-1.398865,18.552486,0,0,0,0,13.326003,0,5.303680,5.303680,-0.45517,0.09646,5.363688,-1.003198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.967072,37.159744,80.781067,61.462265,15.977820,0,0,1.252251,5.303250,-7.315217,0,8.019560,15.938378,8.209077,14.367753,8.188751,13.759694,8.239659,13.114736,9.060536,14.462091,10.197598,13.515500,10.452830,14.756638,0,-0.02439,0.00422,-0.02122,-0.01432,0.00804,-0.01224,0.00402,0.00331,3.27706,-0.653290,0,0,7.156606,5.951780,4.455767,3.493380,-0.040767,217.673965,18.552486,13.312461
1.667,0,0,0,0.000000,0,16.152058,14.490981,6.550035,1,-1.517302,18.540842,0,0,0,0,13.325951,0,5.310228,5.310228,-0.42868,0.09624,5.368874,-0.862436,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,172.025803,37.667503,80.911034,61.287220,15.959912,0,0,1.239953,5.310081,-7.228959,0,8.021629,15.914669,8.204247,14.382194,8.185761,13.764871,8.235439,13.115193,9.067116,14.458389,10.196678,13.503651,10.456037,14.747775,0,-0.01634,0.00414,-0.01865,-0.01453,0.00872,-0.01267,0.00742,0.00451,3.27668,-0.905502,0,0,7.156117,5.933705,4.457654,3.493754,0.099391,217.529465,18.540842,13.312583
1.668,0,0,0,0.000000,0,16.145788,14.490981,6.548187,1,-1.448136,18.522943,0,0,0,0,13.324608,0,5.317277,5.317277,-0.40654,0.09631,5.363111,-0.720021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.720078,38.532181,81.192444,61.293819,15.969109,0,0,1.230897,5.317290,-7.166866,0,8.024590,15.903662,8.196951,14.389814,8.182193,13.765968,8.235232,13.114028,9.072543,14.455185,10.202342,13.499304,10.458445,14.739067,0,-0.01963,0.00249,-0.02003,-0.01451,0.00831,-0.01149,0.00161,0.00003,3.27674,-1.138922,0,0,7.155712,5.915653,4.459584,3.494415,0.240862,217.340820,18.522644,13.314562
1.669,0,0,0,0.000000,0,16.139132,14.490981,6.548187,1,-1.243118,18.500517,0,0,0,0,13.322330,0,5.324689,5.324689,-0.38218,0.09636,5.349420,-0.576410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.150436,39.655319,81.583511,61.431953,15.997932,0,0,1.223495,5.324692,-7.122272,0,8.028197,15.901852,8.187867,14.392496,8.178206,13.764112,8.237931,13.111687,9.077136,14.452342,10.212772,13.500390,10.460275,14.730470,0,-0.01649,0.00486,-0.02063,-0.01484,0.00897,-0.01146,0.01173,0.00140,3.27712,-1.358734,0,0,7.155367,5.897616,4.461543,3.495282,0.383283,217.120209,18.499702,13.317885
1.670,0,0,0,0.000000,0,16.132475,14.490981,6.548187,1,-1.038100,18.478090,0,0,0,0,13.320051,0,5.332100,5.332100,-0.35677,0.09620,5.335728,-0.432798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.580795,40.778454,81.974579,61.570087,16.026756,0,0,1.216081,5.332107,-7.077678,0,8.031804,15.900042,8.178784,14.395177,8.174219,13.762256,8.240630,13.109344,9.081729,14.449498,10.223204,13.501477,10.462105,14.721873,0,-0.02112,0.00306,-0.02136,-0.01322,0.00775,-0.01123,0.00340,0.00317,3.27733,-1.578546,0,0,7.155022,5.879580,4.463502,3.496150,0.525704,216.899612,18.476759,13.321209
1.671,0,0,0,0.000000,0,16.125820,14.490981,6.548187,1,-0.833083,18.455664,0,0,0,0,13.317773,0,5.339511,5.339511,-0.33087,0.09591,5.322037,-0.289187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.011154,41.901588,82.365654,61.708221,16.055580,0,0,1.208660,5.339527,-7.033084,0,8.035411,15.898232,8.169701,14.397859,8.170233,13.760400,8.243329,13.107003,9.086322,14.446655,10.233634,13.502563,10.463935,14.713277,0,-0.01376,0.00334,-0.02058,-0.01395,0.00846,-0.01046,0.00649,0.00207,3.27740,-1.798358,0,0,7.154676,5.861544,4.465461,3.497018,0.668126,216.679001,18.453815,13.324533
1.672,0,0,0,0.000000,0,16.118389,14.490981,6.548187,1,-0.613210,18.445946,0,0,0,0,13.316210,0,5.346721,5.346721,-0.29159,0.09592,5.321904,-0.143650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.697937,43.032429,82.685211,61.864120,16.051203,0,0,1.201533,5.346654,-7.002572,0,8.038867,15.895764,8.156205,14.380566,8.160158,13.747788,8.244843,13.101434,9.090422,14.441883,10.242348,13.502357,10.468924,14.707076,0,-0.01727,0.00314,-0.02163,-0.01312,0.00860,-0.01187,0.00815,0.00233,3.27744,-2.020383,0,0,7.154311,5.867317,4.467484,3.498511,0.813178,216.573120,18.444479,13.325959
1.673,0,0,0,0.000000,0,16.110395,14.490981,6.548187,1,-0.382580,18.445429,0,0,0,0,13.315165,0,5.353786,5.353786,-0.25469,0.09622,5.331589,0.003280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.570404,44.168846,82.952995,62.032887,16.022783,0,0,1.194555,5.353632,-6.982256,0,8.042213,15.892821,8.139515,14.348809,8.145675,13.727390,8.245497,13.093526,9.094163,14.435714,10.249818,13.501214,10.476199,14.702610,0,-0.01756,0.00341,-0.02165,-0.01339,0.00851,-0.01308,0.00552,0.00852,3.27744,-2.244009,0,0,7.153930,5.890330,4.469553,3.500459,0.960135,216.550323,18.444996,13.326012
1.674,0,0,0,0.000000,0,16.102404,14.490981,6.548187,1,-0.151949,18.444912,0,0,0,0,13.314119,0,5.360849,5.360849,-0.22831,0.09627,5.341274,0.150211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.442871,45.305260,83.220772,62.201649,15.994363,0,0,1.187473,5.360714,-6.961941,0,8.045561,15.889878,8.122824,14.317053,8.131191,13.706992,8.246152,13.085618,9.097905,14.429543,10.257287,13.500072,10.483475,14.698144,0,-0.01672,0.00334,-0.02090,-0.01270,0.00815,-0.01255,0.01714,0.01040,3.27726,-2.467636,0,0,7.153550,5.913344,4.471622,3.502406,1.107092,216.527512,18.445513,13.326064
1.675,0,0,0,0.000000,0,16.094410,14.490981,6.548187,1,0.078681,18.444397,0,0,0,0,13.313073,0,5.367913,5.367913,-0.20500,0.09610,5.350960,0.297141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.315323,46.441677,83.488556,62.370415,15.965943,0,0,1.180337,5.367850,-6.941626,0,8.048907,15.886935,8.106133,14.285296,8.116708,13.686594,8.246806,13.077710,9.101646,14.423374,10.264757,13.498928,10.490750,14.693678,0,-0.01899,0.00433,-0.02075,-0.01384,0.00805,-0.01229,0.01865,0.00344,3.27696,-2.691263,0,0,7.153169,5.936357,4.473692,3.504354,1.254049,216.504715,18.446028,13.326117
1.676,0,0,0,0.000000,0,16.086123,14.480256,6.558868,1,0.210096,18.443167,0,0,0,0,13.312564,0,5.375701,5.375701,-0.18024,0.09622,5.351969,0.448365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.749039,46.991238,83.660614,62.488770,15.972404,0,0,1.183319,5.375549,-6.930223,0,8.051997,15.886401,8.088372,14.274000,8.108046,13.674200,8.245626,13.071118,9.105552,14.416342,10.269670,13.491314,10.497506,14.686185,0,-0.01820,0.00355,-0.01967,-0.01314,0.00910,-0.01260,0.00667,0.00275,3.27696,-2.914547,0,0,7.152954,5.966307,4.475554,3.506311,1.405147,216.484634,18.443588,13.323823
1.677,0,0,0,0.000000,0,16.077623,14.461763,6.575003,1,0.269666,18.441418,0,0,0,0,13.312442,0,5.384015,5.384015,-0.15244,0.09658,5.346695,0.602698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.589188,47.115837,83.763367,62.570625,16.004124,0,0,1.191467,5.383536,-6.925277,0,8.054901,15.887610,8.069836,14.277521,8.103600,13.667602,8.243120,13.065480,9.109574,14.408685,10.272729,13.479014,10.503886,14.676499,0,-0.01540,0.00345,-0.02075,-0.01389,0.00795,-0.01266,-0.00537,0.00989,3.27718,-3.137582,0,0,7.152859,6.001279,4.477265,3.508277,1.559242,216.466537,18.439005,13.319830
1.678,0,0,0,0.000000,0,16.069124,14.443272,6.592729,1,0.329236,18.439671,0,0,0,0,13.312320,0,5.392327,5.392327,-0.12724,0.09664,5.341421,0.757032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.429321,47.240433,83.866119,62.652481,16.035843,0,0,1.200806,5.391922,-6.920329,0,8.057804,15.888821,8.051299,14.281041,8.099153,13.661002,8.240613,13.059843,9.113598,14.401028,10.275788,13.466714,10.510266,14.666814,0,-0.01760,0.00285,-0.01835,-0.01313,0.00771,-0.01174,-0.00124,0.00298,3.27737,-3.360618,0,0,7.152763,6.036251,4.478977,3.510242,1.713338,216.448441,18.434423,13.315837
1.679,0,0,0,0.000000,0,16.060625,14.424780,6.611267,1,0.388806,18.437923,0,0,0,0,13.312198,0,5.400640,5.400640,-0.08478,0.09659,5.336147,0.911365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.269455,47.365032,83.968872,62.734337,16.067562,0,0,1.210754,5.400513,-6.915382,0,8.060708,15.890030,8.032763,14.284562,8.094707,13.654404,8.238106,13.054205,9.117620,14.393370,10.278848,13.454413,10.516645,14.657128,0,-0.01783,0.00408,-0.02090,-0.01223,0.00792,-0.01271,0.00624,0.00146,3.27752,-3.583653,0,0,7.152668,6.071223,4.480689,3.512208,1.867434,216.430344,18.429842,13.311844
1.680,0,0,0,0.000000,0,16.052858,14.412351,6.629521,1,0.601940,18.435844,0,0,0,0,13.311859,0,5.409116,5.409116,-0.04997,0.09682,5.336910,1.066455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.751419,47.291397,84.068565,62.874081,16.063904,0,0,1.220338,5.409184,-6.907482,0,8.065374,15.884550,8.024336,14.284723,8.094942,13.647121,8.241893,13.050571,9.119001,14.385821,10.277965,13.443720,10.522879,14.651642,0,-0.01819,0.00374,-0.01937,-0.01312,0.00814,-0.01266,0.00452,0.00541,3.27772,-3.801135,0,0,7.152721,6.106147,4.482832,3.514447,2.022493,216.420380,18.429262,13.311131
1.681,0,0,0,0.000000,0,16.045624,14.404311,6.647632,1,0.926276,18.433527,0,0,0,0,13.311364,0,5.417710,5.417710,-0.02380,0.09706,5.342043,1.222093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.973999,47.074211,84.166054,63.055744,16.034624,0,0,1.229736,5.417896,-6.897444,0,8.071317,15.874226,8.023230,14.282454,8.098567,13.639344,8.250237,13.048389,9.118469,14.378352,10.274227,13.434190,10.529006,14.649196,0,-0.01631,0.00358,-0.01984,-0.01389,0.00863,-0.01322,0.00876,0.00958,3.27795,-4.014594,0,0,7.152882,6.141037,4.485289,3.516884,2.178251,216.416306,18.431580,13.312794
1.682,0,0,0,0.000000,0,16.038389,14.396272,6.654975,1,1.250612,18.431210,0,0,0,0,13.310870,0,5.426305,5.426305,0.00381,0.09699,5.347177,1.377730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.196579,46.857029,84.263542,63.237408,16.005346,0,0,1.228511,5.426464,-6.887405,0,8.077259,15.863901,8.022124,14.280184,8.102193,13.631567,8.258583,13.046208,9.117937,14.370883,10.270491,13.424660,10.535133,14.646750,0,-0.01849,0.00426,-0.02030,-0.01328,0.00708,-0.01224,0.00303,0.00324,3.27783,-4.228053,0,0,7.153042,6.175928,4.487746,3.519322,2.334009,216.412216,18.433897,13.314456
1.683,0,0,0,0.000000,0,16.031155,14.388232,6.656822,1,1.574949,18.428890,0,0,0,0,13.310375,0,5.434899,5.434899,0.02730,0.09692,5.352310,1.533368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.419159,46.639847,84.361023,63.419071,15.976068,0,0,1.221863,5.434959,-6.877367,0,8.083201,15.853577,8.021019,14.277914,8.105818,13.623790,8.266928,13.044026,9.117405,14.363414,10.266753,13.415130,10.541261,14.644304,0,-0.01754,0.00368,-0.02048,-0.01339,0.00872,-0.01165,0.00747,0.00560,3.27745,-4.441512,0,0,7.153203,6.210818,4.490202,3.521759,2.489767,216.408142,18.436216,13.316118
1.684,0,0,0,0.000000,0,16.024544,14.382576,6.658654,1,1.677945,18.075003,0,0,0,0,13.302823,0,5.443432,5.443432,0.05359,0.09711,5.354931,1.686267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.353302,46.525330,84.384499,63.540268,15.971169,0,0,1.215404,5.443251,-6.870578,0,8.086906,15.849494,8.022585,14.270383,8.107528,13.614447,8.269751,13.035577,9.116111,14.356531,10.267535,13.411864,10.542864,14.636497,0,-0.01849,0.00250,-0.01941,-0.01360,0.00833,-0.01146,0.00934,0.00208,3.27720,-4.647781,0,0,7.153620,6.215691,4.492602,3.524384,2.624339,212.562454,18.082930,13.308508
1.685,0,0,0,0.000000,0,16.018387,14.378647,6.660479,1,1.620659,17.466530,0,0,0,0,13.290160,0,5.451921,5.451921,0.07953,0.09736,5.355733,1.837183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.078568,46.485161,84.354378,63.617683,15.983925,0,0,1.209041,5.451438,-6.866142,0,8.088991,15.849931,8.026087,14.259043,8.107850,13.603969,8.268576,13.022589,9.114264,14.350075,10.271591,13.413136,10.541192,14.624808,0,-0.01833,0.00301,-0.01724,-0.01561,0.00761,-0.01242,0.00822,0.00389,3.27704,-4.848842,0,0,7.154224,6.198828,4.494959,3.527145,2.743570,205.934906,17.472139,13.294183
1.686,0,0,0,0.000000,0,16.012228,14.374718,6.661258,1,1.563375,16.858057,0,0,0,0,13.277497,0,5.460411,5.460411,0.11977,0.09736,5.356534,1.988099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.803833,46.444992,84.324257,63.695099,15.996680,0,0,1.201264,5.459994,-6.861707,0,8.091076,15.850368,8.029588,14.247703,8.108173,13.593491,8.267401,13.009601,9.112416,14.343617,10.275646,13.414406,10.539520,14.613120,0,-0.01770,0.00296,-0.02046,-0.01344,0.00863,-0.01119,0.01218,0.00211,3.27706,-5.049903,0,0,7.154829,6.181965,4.497317,3.529906,2.862800,199.307358,16.861349,13.279858
1.687,0,0,0,0.000000,0,16.006069,14.370789,6.661502,1,1.506089,16.249584,0,0,0,0,13.264835,0,5.468900,5.468900,0.15812,0.09727,5.357336,2.139015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.529099,46.404823,84.294128,63.772514,16.009436,0,0,1.192765,5.468737,-6.857271,0,8.093161,15.850805,8.033089,14.236362,8.108496,13.583013,8.266226,12.996613,9.110569,14.337161,10.279702,13.415677,10.537848,14.601431,0,-0.01748,0.00316,-0.02063,-0.01243,0.00815,-0.01262,0.00702,0.00362,3.27722,-5.250965,0,0,7.155433,6.165102,4.499675,3.532667,2.982031,192.679810,16.250557,13.265533
1.688,0,0,0,0.000000,0,16.000467,14.366496,6.662782,1,1.650401,15.994025,0,0,0,0,13.231949,0,5.478481,5.478481,0.18219,0.09742,5.356573,2.284398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.300903,46.472042,84.339455,63.813576,16.008890,0,0,1.184417,5.478365,-6.865186,0,8.096766,15.849174,8.036968,14.230434,8.109941,13.575110,8.266144,12.988441,9.112302,14.331630,10.281898,13.412225,10.537117,14.588498,0,-0.01655,0.00338,-0.02106,-0.01402,0.00811,-0.01140,0.00684,0.00136,3.27706,-5.433882,0,0,7.155616,6.159402,4.502325,3.535177,3.113721,189.809738,15.986611,13.226422
1.689,0,0,0,0.000000,0,15.995266,14.361940,6.664590,1,1.940695,15.994025,0,0,0,0,13.184419,0,5.488852,5.488852,0.20876,0.09756,5.354678,2.425774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.106430,46.617027,84.439407,63.828312,15.998713,0,0,1.176145,5.488445,-6.882044,0,8.101470,15.846042,8.041121,14.228424,8.112197,13.569076,8.266854,12.983759,9.116627,14.326768,10.282748,13.405352,10.537065,14.574664,0,-0.01801,0.00313,-0.01984,-0.01407,0.00792,-0.01113,0.00537,0.00250,3.27668,-5.603661,0,0,7.155494,6.161787,4.505186,3.537506,3.254434,189.660583,15.973829,13.169362
1.690,0,0,0,0.000000,0,15.990066,14.357385,6.665677,1,2.230990,15.994025,0,0,0,0,13.136889,0,5.499223,5.499223,0.23253,0.09741,5.352782,2.567150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.911942,46.762012,84.539360,63.843048,15.988535,0,0,1.166795,5.498883,-6.898902,0,8.106175,15.842911,8.045274,14.226414,8.114454,13.563040,8.267564,12.979076,9.120952,14.321907,10.283598,13.398478,10.537013,14.560830,0,-0.01582,0.00363,-0.01941,-0.01280,0.00899,-0.01304,0.00961,-0.00078,3.27691,-5.773440,0,0,7.155372,6.164172,4.508046,3.539835,3.395147,189.511444,15.961047,13.112303
1.691,0,0,0,0.000000,0,15.984864,14.352829,6.666396,1,2.521284,15.994025,0,0,0,0,13.089358,0,5.509594,5.509594,0.26054,0.09713,5.350887,2.708527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.717453,46.906998,84.639313,63.857784,15.978357,0,0,1.156893,5.509502,-6.915761,0,8.110881,15.839780,8.049426,14.224403,8.116711,13.557005,8.268274,12.974394,9.125276,14.317046,10.284448,13.391604,10.536962,14.546996,0,-0.01812,0.00366,-0.02074,-0.01353,0.00794,-0.01133,0.00529,0.00289,3.27760,-5.943219,0,0,7.155250,6.166556,4.510907,3.542164,3.535861,189.362289,15.948264,13.055243
1.692,0,0,0,0.000000,0,15.979894,14.350733,6.666638,1,2.754076,15.994025,0,0,0,0,13.063869,0,5.519656,5.519656,0.28427,0.09716,5.354373,2.847296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.620819,46.977554,84.824821,63.945889,15.972568,0,0,1.146839,5.519799,-6.944278,0,8.114857,15.829906,8.053201,14.220442,8.119201,13.550227,8.267720,12.971034,9.128703,14.310549,10.288319,13.385065,10.540015,14.537059,0,-0.01743,0.00300,-0.01926,-0.01226,0.00829,-0.01229,0.00135,0.00111,3.27750,-6.083615,0,0,7.155551,6.168751,4.513961,3.544255,3.674227,189.271942,15.940486,13.036805
1.693,0,0,0,0.000000,0,15.975089,14.350416,6.666638,1,2.945228,15.994025,0,0,0,0,13.054339,0,5.529493,5.529493,0.32589,0.09732,5.361754,2.984178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.595016,46.994217,85.072266,64.087120,15.969954,0,0,1.136708,5.529931,-6.981238,0,8.118304,15.815148,8.056701,14.215067,8.121860,13.542912,8.266251,12.968632,9.131480,14.302866,10.294378,13.378768,10.545319,14.529943,0,-0.01783,0.00324,-0.01955,-0.01371,0.00868,-0.01369,0.00660,0.00306,3.27681,-6.202735,0,0,7.156160,6.170808,4.517154,3.546174,3.810893,189.224152,15.936331,13.046334
1.694,0,0,0,0.000000,0,15.970285,14.350101,6.666638,1,3.136380,15.994025,0,0,0,0,13.044809,0,5.539331,5.539331,0.36174,0.09716,5.369137,3.121060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.569229,47.010880,85.319717,64.228355,15.967340,0,0,1.126936,5.539702,-7.018198,0,8.121752,15.800392,8.060201,14.209692,8.124518,13.535598,8.264781,12.966228,9.134258,14.295184,10.300437,13.372471,10.550621,14.522827,0,-0.01676,0.00294,-0.01953,-0.01291,0.00862,-0.01243,-0.00206,0.00260,3.27678,-6.321855,0,0,7.156769,6.172864,4.520348,3.548093,3.947560,189.176376,15.932177,13.055864
1.695,0,0,0,0.000000,0,15.965481,14.349784,6.666638,1,3.327532,15.994025,0,0,0,0,13.035280,0,5.549169,5.549169,0.38505,0.09694,5.376519,3.257942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.543442,47.027542,85.567169,64.369591,15.964727,0,0,1.117348,5.549290,-7.055158,0,8.125199,15.785635,8.063701,14.204317,8.127177,13.528283,8.263310,12.963826,9.137035,14.287501,10.306497,13.366173,10.555924,14.515712,0,-0.01609,0.00337,-0.01985,-0.01385,0.00853,-0.01205,0.00703,0.00265,3.27724,-6.440975,0,0,7.157379,6.174922,4.523540,3.550012,4.084227,189.128586,15.928021,13.065393
1.696,0,0,0,0.000000,0,15.960153,14.348228,6.667510,1,3.577715,15.994025,0,0,0,0,12.997655,0,5.558643,5.558643,0.41094,0.09701,5.380378,3.386562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.627502,46.984322,85.676758,64.390327,15.949904,0,0,1.108846,5.558664,-7.101155,0,8.127164,15.775970,8.066759,14.196875,8.128540,13.521950,8.260522,12.957094,9.139488,14.278391,10.310332,13.360254,10.559364,14.506135,0,-0.01702,0.00259,-0.02534,-0.01456,0.00921,-0.01149,0.00485,0.00222,3.27748,-6.524697,0,0,7.158038,6.177217,4.526561,3.551893,4.212425,189.025467,15.919899,13.028657
1.697,0,0,0,0.000000,0,15.954444,14.345774,6.668827,1,3.870645,15.994025,0,0,0,0,12.939686,0,5.567854,5.567854,0.43528,0.09718,5.381687,3.509199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.791107,46.897743,85.686508,64.323799,15.926241,0,0,1.100898,5.567929,-7.153696,0,8.128054,15.769994,8.069496,14.187934,8.128964,13.516328,8.256778,12.947227,9.141706,14.268246,10.312559,13.354610,10.561455,14.494776,0,-0.01678,0.00363,-0.01696,-0.01341,0.00859,-0.01334,0.00981,0.00193,3.27756,-6.582787,0,0,7.158733,6.179686,4.529456,3.553748,4.334491,188.882263,15.908903,12.958418
1.698,0,0,0,0.000000,0,15.948736,14.343319,6.670469,1,4.163574,15.994025,0,0,0,0,12.881716,0,5.577066,5.577066,0.46064,0.09711,5.382996,3.631835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.954712,46.811165,85.696266,64.257271,15.902577,0,0,1.093341,5.577128,-7.206238,0,8.128944,15.764016,8.072233,14.178994,8.129390,13.510707,8.253035,12.937361,9.143925,14.258101,10.314786,13.348967,10.563545,14.483417,0,-0.01476,0.00374,-0.02076,-0.01407,0.00933,-0.01190,0.00562,0.00212,3.27737,-6.640877,0,0,7.159428,6.182154,4.532351,3.555603,4.456557,188.739059,15.897907,12.888179
1.699,0,0,0,0.000000,0,15.943028,14.340865,6.672277,1,4.456504,15.994025,0,0,0,0,12.823747,0,5.586277,5.586277,0.48616,0.09693,5.384304,3.754472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.118317,46.724583,85.706024,64.190742,15.878914,0,0,1.085983,5.586294,-7.258779,0,8.129835,15.758039,8.074970,14.170053,8.129814,13.505085,8.249290,12.927493,9.146143,14.247955,10.317012,13.343323,10.565636,14.472058,0,-0.01894,0.00421,-0.02061,-0.01393,0.00790,-0.01328,0.00553,0.00482,3.27699,-6.698967,0,0,7.160123,6.184622,4.535247,3.557458,4.578623,188.595856,15.886911,12.817940
1.700,0,0,0,0.000000,0,15.936662,14.334440,6.674037,1,4.595690,15.994025,0,0,0,0,12.797828,0,5.595565,5.595565,0.52378,0.09698,5.388278,3.869456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.397614,46.517841,85.725739,64.191910,15.872270,0,0,1.078514,5.595523,-7.302663,0,8.130826,15.750501,8.076255,14.162279,8.131855,13.495772,8.247249,12.918718,9.147943,14.238637,10.318623,13.331472,10.567650,14.465435,0,-0.01973,0.00413,-0.02015,-0.01412,0.00834,-0.01328,-0.00025,0.00357,3.27700,-6.733041,0,0,7.160902,6.187129,4.538220,3.559629,4.677363,185.184891,15.573774,12.777355
1.701,0,0,0,0.000000,0,15.929818,14.325139,6.675772,1,4.623545,15.994025,0,0,0,0,12.795119,0,5.604908,5.604908,0.55826,0.09716,5.394183,3.978899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.760681,46.224083,85.752670,64.242096,15.877950,0,0,1.070988,5.604784,-7.340279,0,8.131890,15.741832,8.076488,14.155349,8.135067,13.483788,8.246440,12.910732,9.149440,14.229918,10.319786,13.315129,10.569608,14.462241,0,-0.01295,0.00267,-0.02014,-0.01316,0.00807,-0.01027,0.00593,0.00235,3.27730,-6.749725,0,0,7.161742,6.189665,4.541251,3.562029,4.759212,179.407623,15.041845,12.758245
1.702,0,0,0,0.000000,0,15.922975,14.315839,6.676358,1,4.651401,15.994025,0,0,0,0,12.792410,0,5.614252,5.614252,0.58300,0.09713,5.400087,4.088342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.123749,45.930321,85.779602,64.292282,15.883630,0,0,1.062213,5.614145,-7.377894,0,8.132955,15.733162,8.076720,14.148417,8.138278,13.471802,8.245631,12.902747,9.150936,14.221199,10.320950,13.298785,10.571566,14.459048,0,-0.01877,0.00413,-0.02075,-0.01328,0.00955,-0.01351,0.00570,0.00227,3.27730,-6.766410,0,0,7.162581,6.192200,4.544282,3.564430,4.841060,173.630341,14.509915,12.739134
1.703,0,0,0,0.000000,0,15.916131,14.306538,6.676358,1,4.679256,15.994025,0,0,0,0,12.789701,0,5.623595,5.623595,0.60676,0.09687,5.405992,4.197785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.486816,45.636562,85.806534,64.342461,15.889310,0,0,1.052800,5.623559,-7.415510,0,8.134018,15.724492,8.076953,14.141487,8.141490,13.459817,8.244823,12.894762,9.152433,14.212481,10.322113,13.282442,10.573524,14.455854,0,-0.01998,0.00420,-0.02045,-0.01310,0.00809,-0.01157,0.00380,-0.00936,3.27708,-6.783094,0,0,7.163421,6.194736,4.547313,3.566830,4.922909,167.853073,13.977986,12.720023
