"Time","69 L mark","68 R mark","67 sinus","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","60 right DS","59 left DS","58 rFLswoff","57 rFLswon","56 lFLswoff","55 lFLswon","54 rHLswoff","53 rHLswon","52 lHLswoff","51 lHLswon","50 sinus rmp","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","v1 xCoM","37a CoMy (cm)","v2 R COP","37 CoMy (cm)","36 CoMx (cm)","70 RDS cle","35 FRy (cm)","34 FRx (cm)","29 HRx (cm)","30 HRy (cm)","v3 L COP","71 LDS cle","33 FLy (cm)","31 Keyboard","32 FLx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
1.780,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.389511,46.408997,85.595352,46.660591,6.302094,4.125501,0.000000,6.114610,13.673051,0,4.824872,15.267543,11.995814,4.544631,6.851409,1,6.147627,0,15.875960,7.555050,10.341329,8.356858,15.372398,8.250253,12.374125,8.306660,11.771701,8.698629,11.036147,9.174589,12.441319,10.462945,11.885877,10.098540,12.867186,0,-0.01491,0.00847,-0.01935,-0.01479,0.00663,-0.01038,0.00562,0.00184,1.47116,0.09789,3.27761
1.781,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,157.548630,46.253353,85.629036,46.787571,6.296711,3.904550,0.000000,6.117544,13.666145,0,4.843797,15.284160,11.986756,4.546576,6.854965,1,6.148513,0,15.859388,7.561521,10.382955,8.359004,15.385342,8.251350,12.361245,8.309394,11.759552,8.698517,11.027431,9.170122,12.434127,10.461164,11.884665,10.095504,12.863128,0,-0.01816,0.00250,-0.01996,-0.01136,0.00847,-0.01057,0.00886,0.00245,1.47352,0.09775,3.27748
1.782,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.631851,46.170010,85.623405,46.903442,6.291004,3.681810,0.000000,6.119848,13.658907,0,4.863559,15.305452,11.980533,4.548442,6.858393,1,6.149193,0,15.842524,7.567835,10.452692,8.359377,15.397531,8.251789,12.350637,8.310228,11.748663,8.699012,11.018648,9.165587,12.427008,10.459394,11.884660,10.092949,12.858766,0,-0.01974,0.00198,-0.01950,-0.01411,0.00905,-0.01187,0.00584,0.00315,1.47280,0.09792,3.27702
1.783,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.715073,46.086670,85.617775,47.019318,6.285234,3.459070,0.000000,6.122152,13.651668,0,4.883320,15.326745,11.974310,4.550307,6.861904,1,6.149872,0,15.825659,7.574149,10.522429,8.359750,15.409720,8.252228,12.340030,8.311064,11.737774,8.699506,11.009867,9.161053,12.419889,10.457623,11.884654,10.090394,12.854403,0,-0.01703,0.00244,-0.02248,-0.01469,0.00787,-0.01239,0.00511,0.00270,1.47963,0.09820,3.27708
1.784,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.798294,46.003330,85.612137,47.135193,6.279433,3.236330,0.000000,6.124456,13.644429,0,4.903081,15.348038,11.968087,4.552173,6.865458,1,6.150552,0,15.808794,7.580463,10.592165,8.360123,15.421909,8.252666,12.329422,8.311898,11.726885,8.700001,11.001084,9.156518,12.412771,10.455853,11.884648,10.087839,12.850040,0,-0.01484,0.00609,-0.01840,-0.01294,0.00692,-0.01282,0.00512,0.00272,1.48219,0.09813,3.27754
1.785,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.834991,45.995495,85.550507,47.168583,6.274034,3.036168,0.000000,6.128805,13.636701,0,4.919089,15.367762,11.958162,4.553293,6.869327,1,6.151240,0,15.793941,7.587006,10.622564,8.368525,15.432992,8.252224,12.313561,8.314052,11.712275,8.701804,10.991923,9.152892,12.406427,10.453748,11.883240,10.084443,12.846709,0,-0.01722,0.00364,-0.01854,-0.01410,0.00818,-0.01186,0.00562,0.00237,1.48315,0.09799,3.27752
1.786,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.837158,46.043697,85.447311,47.140755,6.268846,2.852762,0.000000,6.134673,13.628609,0,4.932311,15.386322,11.945489,4.553858,6.873360,1,6.151936,0,15.780582,7.593719,10.623769,8.382886,15.443253,8.251128,12.293802,8.317183,11.694901,8.704579,10.982482,9.149940,12.400658,10.451393,11.880790,10.080422,12.844144,0,-0.02313,0.00190,-0.01951,-0.01400,0.00826,-0.01115,0.00394,0.00297,1.48417,0.09825,3.27714
1.787,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.839325,46.091904,85.344109,47.112926,6.264038,2.669356,0.000000,6.140540,13.620518,0,4.945533,15.404882,11.932817,4.554423,6.876996,1,6.152632,0,15.767223,7.600431,10.624972,8.397247,15.453513,8.250032,12.274042,8.320314,11.677528,8.707354,10.973041,9.146989,12.394889,10.449039,11.878340,10.076401,12.841578,0,-0.01631,0.00407,-0.02059,-0.01304,0.00865,-0.01038,0.00764,0.00251,1.48538,0.09848,3.27706
1.788,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.841492,46.140106,85.240913,47.085098,6.259429,2.485950,0.000000,6.146408,13.612426,0,4.958755,15.423443,11.920144,4.554989,6.880423,1,6.153327,0,15.753864,7.607144,10.626177,8.411609,15.463775,8.248937,12.254283,8.323446,11.660155,8.710129,10.963599,9.144037,12.389120,10.446684,11.875890,10.072380,12.839012,0,-0.01747,0.00499,-0.02181,-0.01364,0.00757,-0.01218,0.00593,0.00189,1.48425,0.09831,3.27722
1.789,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.690796,46.196419,85.196732,47.092670,6.255166,2.329903,0.000000,6.149343,13.606866,0,4.969743,15.446969,11.904696,4.554771,6.882762,1,6.153907,0,15.738688,7.611305,10.624145,8.430435,15.486556,8.248769,12.241304,8.326070,11.645882,8.713162,10.956293,9.141904,12.384080,10.445237,11.873585,10.068439,12.835501,0,-0.01704,0.00283,-0.02044,-0.01432,0.00883,-0.01335,0.00428,0.00183,1.48380,0.09836,3.27737
1.790,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.426651,46.258747,85.196342,47.126518,6.251084,2.194161,0.000000,6.150101,13.603185,0,4.979074,15.474180,11.887190,4.553972,6.884531,1,6.154401,0,15.722166,7.613574,10.619710,8.452576,15.518629,8.249290,12.233358,8.328317,11.633907,8.716388,10.950572,9.140376,12.379581,10.444465,11.871387,10.064559,12.831286,0,-0.01703,0.00264,-0.02153,-0.01330,0.00825,-0.01124,0.00487,0.00241,1.48368,0.09878,3.27752
1.791,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.162506,46.321075,85.195953,47.160366,6.247545,2.058419,0.000000,6.150860,13.599504,0,4.988404,15.501390,11.869684,4.553173,6.885829,1,6.154895,0,15.705644,7.615842,10.615276,8.474717,15.550703,8.249810,12.225413,8.330563,11.621933,8.719614,10.944851,9.138848,12.375083,10.443691,11.869188,10.060678,12.827072,0,-0.01817,0.00423,-0.01964,-0.01478,0.00709,-0.01210,0.00661,0.00240,1.48145,0.09882,3.27724
1.792,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.898361,46.383404,85.195564,47.194214,6.244291,1.922677,0.000000,6.151618,13.595821,0,4.997735,15.528602,11.852178,4.552373,6.886878,1,6.155389,0,15.689121,7.618110,10.610842,8.496858,15.582777,8.250331,12.217467,8.332809,11.609959,8.722839,10.939130,9.137321,12.370584,10.442919,11.866990,10.056798,12.822858,0,-0.01769,0.00229,-0.01954,-0.01434,0.00854,-0.01229,0.00661,0.00184,1.48000,0.09878,3.27663
1.793,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.736313,46.403606,85.237640,47.323921,6.241605,1.824595,0.000000,6.152697,13.589944,0,5.008542,15.549479,11.839772,4.551062,6.888231,1,6.155790,0,15.678412,7.620749,10.603915,8.509356,15.604700,8.252630,12.206332,8.334386,11.599566,8.725039,10.933530,9.135005,12.364481,10.442319,11.864798,10.054511,12.819056,0,-0.01690,0.00272,-0.01982,-0.01458,0.00949,-0.01289,0.00596,0.00237,1.47964,0.09912,3.27637
1.794,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.650055,46.392548,85.311226,47.524769,6.239217,1.754462,0.000000,6.154014,13.582436,0,5.020446,15.565657,11.831154,4.549370,6.889742,1,6.156123,0,15.672017,7.623665,10.595139,8.514698,15.619091,8.256250,12.192830,8.335465,11.590346,8.726476,10.928019,9.132103,12.357185,10.441846,11.862608,10.053406,12.815558,0,-0.01885,0.00416,-0.02020,-0.01343,0.00888,-0.01153,0.00568,0.00275,1.47241,0.09938,3.27637
1.795,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.563797,46.381489,85.384819,47.725620,6.237134,1.684330,0.000000,6.155330,13.574927,0,5.032349,15.581834,11.822535,4.547678,6.891390,1,6.156456,0,15.665622,7.626580,10.586363,8.520040,15.633481,8.259871,12.179328,8.336545,11.581126,8.727914,10.922507,9.129202,12.349890,10.441374,11.860419,10.052300,12.812060,0,-0.01835,0.00407,-0.02087,-0.01414,0.00786,-0.01207,0.00354,0.00219,1.46724,0.09925,3.27689
1.796,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.477524,46.370430,85.458412,47.926468,6.235210,1.614198,0.000000,6.156647,13.567419,0,5.044253,15.598012,11.813916,4.545986,6.893111,1,6.156788,0,15.659227,7.629496,10.577586,8.525382,15.647872,8.263491,12.165825,8.337626,11.571907,8.729351,10.916997,9.126300,12.342594,10.440901,11.858231,10.051195,12.808563,0,-0.01890,0.00331,-0.01950,-0.01431,0.00814,-0.01130,0.00620,0.00164,1.46268,0.09933,3.27780
1.797,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.414917,46.386292,85.533890,48.153111,6.233545,1.570697,0.000000,6.157204,13.561161,0,5.051648,15.608425,11.800501,4.544209,6.894578,1,6.156913,0,15.649299,7.631859,10.567426,8.527626,15.661443,8.264460,12.151429,8.339015,11.558417,8.729282,10.908466,9.123054,12.333612,10.438949,11.853596,10.049656,12.803873,0,-0.01675,0.00284,-0.01968,-0.01302,0.00891,-0.01309,-0.00935,0.00249,1.45773,0.09968,3.27790
1.798,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.369858,46.422138,85.610771,48.398895,6.232016,1.546962,0.000000,6.157196,13.555830,0,5.055698,15.614562,11.783526,4.542369,6.895914,1,6.156883,0,15.636748,7.633812,10.556238,8.527571,15.674404,8.263460,12.136371,8.340634,11.541757,8.728096,10.897696,9.119553,12.323380,10.435900,11.847146,10.047794,12.798298,0,-0.02842,0.00471,-0.02101,-0.01391,0.00862,-0.01194,0.00975,0.00256,1.45093,0.09971,3.27736
1.799,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.324799,46.457981,85.687653,48.644680,6.231091,1.523227,0.000000,6.157188,13.550500,0,5.059748,15.620698,11.766551,4.540530,6.896797,1,6.156854,0,15.624198,7.635766,10.545051,8.527515,15.687366,8.262461,12.121312,8.342254,11.525097,8.726910,10.886925,9.116051,12.313148,10.432850,11.840697,10.045933,12.792722,0,-0.01470,0.00419,-0.02219,-0.01431,0.00775,-0.01233,0.00502,0.00197,1.44556,0.09957,3.27717
1.800,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.279739,46.493824,85.764526,48.890465,6.230481,1.499492,0.000000,6.157180,13.545169,0,5.063797,15.626835,11.749577,4.538690,6.897442,1,6.156824,0,15.611648,7.637719,10.533863,8.527461,15.700329,8.261461,12.106254,8.343874,11.508436,8.725723,10.876153,9.112549,12.302917,10.429800,11.834248,10.044071,12.787147,0,-0.01497,0.00324,-0.01682,-0.01256,0.00863,-0.01317,0.00544,0.00201,1.44346,0.09960,3.27725
1.801,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.181549,46.583092,85.772667,49.117561,6.230704,1.504515,0.000000,6.156974,13.539653,0,5.069253,15.632397,11.741033,4.536657,6.897562,1,6.156613,0,15.599569,7.638306,10.526992,8.523869,15.717244,8.261641,12.090240,8.345619,11.490225,8.726213,10.864834,9.109278,12.292432,10.428302,11.829056,10.042697,12.782569,0,-0.01827,0.00320,-0.01909,-0.01390,0.00824,-0.01168,0.00642,0.00188,1.43573,0.09981,3.27715
1.802,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.043915,46.712009,85.729782,49.330791,6.231362,1.530880,0.000000,6.156621,13.533998,0,5.075754,15.637532,11.738746,4.534480,6.897405,1,6.156267,0,15.587841,7.637879,10.523323,8.517651,15.737093,8.262693,12.073517,8.347458,11.470861,8.727946,10.853107,9.106177,12.281761,10.427955,11.824799,10.041684,12.778732,0,-0.01744,0.00432,-0.02314,-0.01354,0.00783,-0.01259,0.00358,0.00298,1.42312,0.09983,3.27692
1.803,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.906281,46.840927,85.686897,49.544025,6.232591,1.557245,0.000000,6.156267,13.528344,0,5.082253,15.642669,11.736459,4.532303,6.896969,1,6.155921,0,15.576113,7.637452,10.519654,8.511433,15.756943,8.263747,12.056793,8.349297,11.451498,8.729680,10.841382,9.103077,12.271090,10.427608,11.820540,10.040670,12.774896,0,-0.01755,0.00384,-0.02107,-0.01473,0.00803,-0.01335,0.00603,0.00323,1.41312,0.09973,3.27682
1.804,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.768646,46.969845,85.644012,49.757256,6.234119,1.583610,0.000000,6.155914,13.522690,0,5.088754,15.647804,11.734172,4.530127,6.896386,1,6.155574,0,15.564384,7.637025,10.515986,8.505215,15.776792,8.264800,12.040071,8.351136,11.432135,8.731414,10.829656,9.099977,12.260419,10.427261,11.816283,10.039658,12.771060,0,-0.02290,0.00298,-0.01862,-0.01317,0.00835,-0.01292,-0.00010,0.00271,1.40629,0.09992,3.27682
1.805,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.584579,47.042343,85.563881,50.012299,6.235765,1.602740,0.000000,6.156776,13.513599,0,5.097755,15.660197,11.725946,4.528120,6.895722,1,6.155086,0,15.551651,7.635883,10.494858,8.503442,15.793196,8.262613,12.020835,8.352577,11.412954,8.735236,10.817202,9.095675,12.249912,10.426135,11.811445,10.037498,12.766160,0,-0.01414,0.00390,-0.02407,-0.01442,0.00789,-0.01261,-0.00009,0.00277,1.39538,0.10013,3.27687
1.806,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.366058,47.072964,85.456108,50.298378,6.237471,1.616502,0.000000,6.158540,13.501959,0,5.108613,15.677977,11.713314,4.526239,6.895016,1,6.154490,0,15.538171,7.634211,10.460772,8.504968,15.807042,8.258021,11.999736,8.353724,11.393909,8.740610,10.804207,9.090485,12.239530,10.424430,11.806178,10.034489,12.760470,0,-0.01947,0.00233,-0.01866,-0.01382,0.00898,-0.01246,0.00725,0.00190,1.38939,0.10006,3.27694
1.807,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.147537,47.103588,85.348328,50.584454,6.238931,1.630263,0.000000,6.160305,13.490318,0,5.119472,15.695757,11.700682,4.524359,6.893793,1,6.153896,0,15.524691,7.632538,10.426686,8.506494,15.820889,8.253429,11.978636,8.354870,11.374863,8.745984,10.791212,9.085293,12.229146,10.422725,11.800910,10.031480,12.754781,0,-0.01821,0.00263,-0.02241,-0.01424,0.00888,-0.01292,0.00508,0.00445,1.37726,0.10016,3.27680
1.808,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.929016,47.134209,85.240555,50.870533,6.240262,1.644024,0.000000,6.162069,13.478679,0,5.130330,15.713536,11.688050,4.522478,6.892298,1,6.153301,0,15.511210,7.630866,10.392600,8.508019,15.834735,8.248837,11.957536,8.356016,11.355818,8.751358,10.778217,9.080102,12.218762,10.421020,11.795642,10.028470,12.749091,0,-0.01684,0.00388,-0.01913,-0.01295,0.00795,-0.01133,0.00643,0.00176,1.36729,0.10049,3.27650
1.809,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.591095,47.074379,85.236549,51.193768,6.241008,1.639289,0.000000,6.166378,13.467796,0,5.138191,15.724521,11.675240,4.520550,6.889841,1,6.152511,0,15.498764,7.626682,10.367103,8.507409,15.843768,8.247055,11.943615,8.355058,11.341766,8.753944,10.766049,9.074949,12.208647,10.417319,11.790543,10.026816,12.743282,0,-0.01849,0.00432,-0.01889,-0.01415,0.00921,-0.01205,0.00273,0.00383,1.35203,0.10040,3.27654
1.810,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.164566,46.947414,85.309555,51.544586,6.241448,1.620826,0.000000,6.172577,13.457476,0,5.143826,15.730462,11.662296,4.518586,6.886879,1,6.151575,0,15.487085,7.620635,10.347979,8.505214,15.849230,8.247357,11.935022,8.352537,11.331421,8.754462,10.754496,9.069826,12.198729,10.412139,11.785567,10.026170,12.737386,0,-0.01688,0.00257,-0.01933,-0.01500,0.00737,-0.01288,0.00613,0.00078,1.33531,0.10029,3.27684
1.811,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.738037,46.820450,85.382568,51.895401,6.241196,1.602364,0.000000,6.178775,13.447156,0,5.149463,15.736403,11.649353,4.516622,6.883274,1,6.150640,0,15.475407,7.614587,10.328856,8.503019,15.854692,8.247660,11.926430,8.350017,11.321076,8.754980,10.742943,9.064703,12.188811,10.406958,11.780592,10.025522,12.731489,0,-0.01800,0.00152,-0.02119,-0.01237,0.00921,-0.01184,0.00608,0.00186,1.32216,0.10057,3.27698
1.812,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.311508,46.693485,85.455574,52.246216,6.240579,1.583901,0.000000,6.184974,13.436836,0,5.155098,15.742344,11.636410,4.514658,6.879332,1,6.149704,0,15.463728,7.608540,10.309731,8.500824,15.860152,8.247962,11.917836,8.347496,11.310731,8.755499,10.731389,9.059580,12.178893,10.401777,11.775617,10.024875,12.725593,0,-0.01909,0.00351,-0.02112,-0.01259,0.00911,-0.01164,0.00339,0.00266,1.31284,0.10061,3.27698
1.813,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.080200,46.528885,85.571716,52.521748,6.239430,1.522672,0.000000,6.188726,13.431011,0,5.160887,15.750717,11.624986,4.512619,6.875216,1,6.148732,0,15.455053,7.601712,10.234132,8.503860,15.865577,8.248993,11.908823,8.344419,11.303735,8.756466,10.720244,9.055286,12.168741,10.399038,11.772569,10.023190,12.722119,0,-0.01637,0.00325,-0.01839,-0.01275,0.00847,-0.01172,0.00555,0.00238,1.30056,0.10021,3.27706
1.814,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.993790,46.336349,85.719856,52.741409,6.238002,1.429704,0.000000,6.190662,13.428521,0,5.166789,15.760896,11.614689,4.510525,6.871010,1,6.147733,0,15.448608,7.594305,10.116618,8.510776,15.870974,8.250565,11.899496,8.340931,11.299225,8.757768,10.709405,9.051608,12.158415,10.398111,11.770951,10.020733,12.720445,0,-0.01711,0.00322,-0.01794,-0.01360,0.00803,-0.01191,0.00714,0.00357,1.28757,0.10010,3.27722
1.815,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.907364,46.143810,85.867996,52.961071,6.235883,1.336736,0.000000,6.192599,13.426032,0,5.172690,15.771074,11.604393,4.508430,6.866808,1,6.146733,0,15.442163,7.586899,9.999104,8.517692,15.876370,8.252137,11.890170,8.337441,11.294714,8.759069,10.698565,9.047930,12.148088,10.397183,11.769333,10.018277,12.718771,0,-0.01675,0.00251,-0.02010,-0.01414,0.00658,-0.01136,0.00328,0.00245,1.27250,0.10031,3.27728
1.816,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.820953,45.951275,86.016136,53.180733,6.233401,1.243767,0.000000,6.194535,13.423542,0,5.178592,15.781252,11.594096,4.506336,6.862607,1,6.145734,0,15.435719,7.579492,9.881590,8.524609,15.881766,8.253709,11.880844,8.333953,11.290204,8.760371,10.687724,9.044251,12.137763,10.396256,11.767715,10.015821,12.717096,0,-0.01546,0.00240,-0.02017,-0.01387,0.00780,-0.01259,0.00660,0.00188,1.26038,0.10014,3.27728
1.817,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.958115,45.799465,86.159203,53.337158,6.229611,1.113722,0.000000,6.194298,13.419375,0,5.183614,15.792310,11.581103,4.504555,6.858486,1,6.144734,0,15.424776,7.572289,9.831015,8.535288,15.892113,8.255066,11.865734,8.333778,11.280431,8.760571,10.676561,9.040497,12.127433,10.394586,11.764426,10.012471,12.713617,0,-0.01707,0.00506,-0.02008,-0.01306,0.00799,-0.01209,0.00544,0.00249,1.23916,0.09976,3.27733
1.818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.261200,45.677883,86.298492,53.446651,6.225137,0.956160,0.000000,6.192448,13.413963,0,5.187981,15.804021,11.566110,4.503006,6.854406,1,6.143733,0,15.410497,7.565238,9.830120,8.548760,15.906133,8.256263,11.846333,8.336065,11.266753,8.759955,10.665158,9.036686,12.117099,10.392364,11.759897,10.008458,12.708800,0,-0.01700,0.00194,-0.01868,-0.01341,0.00867,-0.01301,0.00309,0.00283,1.21567,0.09968,3.27740
1.819,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.564285,45.556301,86.437782,53.556145,6.219069,0.798597,0.000000,6.190598,13.408551,0,5.192349,15.815731,11.551116,4.501458,6.850391,1,6.142732,0,15.396217,7.558187,9.829226,8.562232,15.920153,8.257460,11.826930,8.338352,11.253075,8.759339,10.653755,9.032875,12.106766,10.390141,11.755367,10.004446,12.703982,0,-0.01694,0.00388,-0.01995,-0.01389,0.00856,-0.01205,0.00574,0.00217,1.20286,0.09975,3.27705
1.820,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.867371,45.434719,86.577072,53.665638,6.212167,0.641035,0.000000,6.188747,13.403139,0,5.196717,15.827442,11.536122,4.499909,6.846411,1,6.141731,0,15.381938,7.551136,9.828331,8.575705,15.934173,8.258657,11.807528,8.340639,11.239397,8.758722,10.642352,9.029064,12.096433,10.387918,11.750838,10.000433,12.699165,0,-0.01595,0.00364,-0.01982,-0.01196,0.00867,-0.01239,0.00538,0.00209,1.18783,0.09956,3.27636
1.821,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.852798,45.541832,86.615364,53.734924,6.204072,0.454485,0.000000,6.189304,13.396083,0,5.202280,15.834154,11.520812,4.498148,6.842429,1,6.140716,0,15.367805,7.543951,9.819815,8.586052,15.942936,8.258892,11.789106,8.343694,11.222682,8.757485,10.631603,9.025209,12.085921,10.385611,11.746099,9.995667,12.693810,0,-0.01774,0.00286,-0.01901,-0.01371,0.00875,-0.01100,0.00510,0.00169,1.17067,0.09928,3.27628
1.822,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.602448,45.818672,86.578712,53.774364,6.195351,0.246423,0.000000,6.191647,13.387806,0,5.208729,15.837155,11.505267,4.496230,6.838444,1,6.139689,0,15.353781,7.536666,9.805642,8.594079,15.947798,8.258414,11.771412,8.347318,11.203714,8.755789,10.621340,9.021320,12.075277,10.383240,11.741201,9.990343,12.688055,0,-0.01729,0.00381,-0.02086,-0.01430,0.00862,-0.01294,0.00560,0.00365,1.15562,0.09915,3.27666
1.823,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.352112,46.095516,86.542061,53.813805,6.185789,0.038361,0.000000,6.193990,13.379529,0,5.215179,15.840157,11.489722,4.494312,6.834253,1,6.138663,0,15.339757,7.529381,9.791470,8.602106,15.952660,8.257936,11.753716,8.350943,11.184746,8.754091,10.611076,9.017432,12.064633,10.380868,11.736305,9.985018,12.682301,0,-0.02040,0.00318,-0.01898,-0.01241,0.00786,-0.01257,0.00602,0.00197,1.13955,0.09922,3.27687
1.824,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.101761,46.372356,86.505409,53.853245,6.175785,-0.169702,0.000000,6.196333,13.371252,0,5.221629,15.843158,11.474178,4.492394,6.829952,1,6.137637,0,15.325732,7.522096,9.777298,8.610133,15.957520,8.257459,11.736022,8.354568,11.165778,8.752394,10.600813,9.013544,12.053989,10.378497,11.731408,9.979693,12.676546,0,-0.01611,0.00375,-0.01949,-0.01246,0.00914,-0.01432,0.00463,0.00266,1.10597,0.09920,3.27694
1.825,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.742401,46.653172,86.382088,53.853348,6.164900,-0.410491,0.000000,6.195360,13.362141,0,5.227087,15.847570,11.460397,4.490292,6.825257,1,6.136496,0,15.311349,7.513755,9.761732,8.614132,15.968919,8.256339,11.718739,8.356372,11.144203,8.755363,10.588849,9.010774,12.043093,10.375568,11.724576,9.974785,12.668618,0,-0.01788,0.00349,-0.02015,-0.01210,0.00814,-0.00963,0.00586,0.00212,1.08716,0.09893,3.27693
