"Time","60 right DS","59 left DS","37a CoMy (cm)","37 CoMy (cm)","35 FRy (cm)","30 HRy (cm)","v1 xCoM","v3 L COP","v2 R COP","3 Platform","2 Trdml"
0.706,1,0,-6.947604,4.857342,3.589234,3.858429,4.568036,0.000000,3.724345,-1.22673,0.10008
0.707,1,0,-6.820216,4.850332,3.583892,3.857257,4.567051,0.000000,3.720605,-1.24248,0.09998
0.708,1,0,-6.654935,4.843266,3.580160,3.856987,4.566846,0.000000,3.717890,-1.25496,0.09966
0.709,1,0,-6.489654,4.836200,3.576428,3.856718,4.566641,0.000000,3.715346,-1.26881,0.09978
0.710,1,0,-6.324372,4.829134,3.572696,3.856449,4.566437,0.000000,3.713953,-1.29343,0.09985
0.711,1,0,-6.157633,4.822118,3.569167,3.856158,4.566263,0.000000,3.712674,-1.30838,0.09977
0.712,1,0,-5.961976,4.816090,3.569671,3.855439,4.566701,0.000000,3.712165,-1.31892,0.09948
0.713,1,0,-5.766318,4.810061,3.570176,3.854720,4.567140,0.000000,3.711753,-1.32893,0.09963
0.714,1,0,-5.570661,4.804032,3.570681,3.854001,4.567579,0.000000,3.711986,-1.34395,0.09978
0.715,1,0,-5.373824,4.798064,3.571208,3.853321,4.568044,0.000000,3.712288,-1.35358,0.09953
0.716,1,0,-5.153585,4.793299,3.572179,3.853406,4.569027,0.000000,3.713045,-1.36430,0.09932
0.717,1,0,-4.933346,4.788533,3.573150,3.853491,4.570010,0.000000,3.713748,-1.38394,0.09951
0.718,1,0,-4.713107,4.783767,3.574121,3.853577,4.570993,0.000000,3.714083,-1.39125,0.09966
0.719,1,0,-4.494153,4.779051,3.574926,3.853634,4.572002,0.000000,3.714250,-1.39868,0.09930
0.720,1,0,-4.300694,4.775323,3.572436,3.853139,4.573511,0.000000,3.713283,-1.40845,0.09927
0.721,1,0,-4.107234,4.771595,3.569945,3.852644,4.575020,0.394447,3.712189,-1.41626,0.09962
0.722,1,1,-3.913775,4.767866,3.567454,3.852149,4.576530,3.428656,3.710249,-1.42513,0.09955
0.723,1,1,-3.722898,4.764143,3.564890,3.851624,4.578061,6.068677,3.708255,-1.43777,0.09906
0.724,1,1,-3.583242,4.760508,3.560881,3.850499,4.580031,6.070671,3.705899,-1.44585,0.09935
0.725,1,1,-3.443586,4.756874,3.556872,3.849373,4.582001,6.072573,3.703493,-1.44885,0.09951
0.726,1,1,-3.303930,4.753239,3.552864,3.848248,4.583971,6.073873,3.700747,-1.45201,0.09920
0.727,1,1,-3.166565,4.749675,3.548802,3.847149,4.585948,6.075429,3.697955,-1.45898,0.09895
0.728,1,1,-3.074639,4.747508,3.543695,3.846585,4.588089,6.078713,3.694864,-1.46400,0.09920
0.729,1,1,-2.982714,4.745341,3.538589,3.846022,4.590231,6.081976,3.691834,-1.47040,0.09930
0.730,1,1,-2.890789,4.743174,3.533482,3.845458,4.592372,6.085099,3.689214,-1.47163,0.09902
0.731,1,1,-2.800071,4.740978,3.528587,3.844914,4.594509,6.087862,3.686771,-1.47511,0.09900
0.732,1,1,-2.733291,4.738205,3.527892,3.844772,4.596560,6.088231,3.685508,-1.47829,0.09923
0.733,1,1,-2.666512,4.735433,3.527197,3.844629,4.598609,6.088443,3.684448,-1.47830,0.09930
0.734,1,1,-2.599732,4.732660,3.526502,3.844486,4.600659,6.087615,3.684746,-1.47758,0.09910
0.735,1,1,-2.533308,4.729882,3.525954,3.844384,4.602687,6.086945,3.685213,-1.48106,0.09923
0.736,1,1,-2.473939,4.727002,3.528323,3.845083,4.604262,6.087339,3.686818,-1.48134,0.09942
0.737,1,1,-2.414571,4.724123,3.530692,3.845782,4.605837,6.088021,3.688407,-1.47873,0.09943
0.738,1,1,-2.355202,4.721243,3.533062,3.846480,4.607413,6.090634,3.689883,-1.47914,0.09900
0.739,1,1,-2.295627,4.718403,3.535233,3.847223,4.608948,6.093511,3.691179,-1.47729,0.09920
0.740,1,1,-2.231962,4.716339,3.533469,3.848843,4.609684,6.098155,3.691269,-1.47591,0.09936
0.741,1,1,-2.168297,4.714275,3.531706,3.850463,4.610419,6.102576,3.691320,-1.46736,0.09914
0.742,1,1,-2.104631,4.712211,3.529942,3.852082,4.611155,6.105510,3.691108,-1.46561,0.09872
0.743,1,1,-2.040489,4.710180,3.528332,3.853703,4.611850,6.107811,3.691043,-1.46364,0.09907
0.744,1,1,-1.966877,4.708799,3.529767,3.855327,4.611731,6.105869,3.691958,-1.45729,0.09918
0.745,1,1,-1.893265,4.707418,3.531201,3.856952,4.611612,6.103808,3.693021,-1.45428,0.09884
0.746,1,1,-1.819654,4.706038,3.532635,3.858577,4.611494,6.100951,3.695072,-1.44714,0.09853
0.747,1,1,-1.746470,4.704614,3.534190,3.860153,4.611362,6.098504,3.697200,-1.43622,0.09877
0.748,1,1,-1.681774,4.702334,3.538149,3.860767,4.610986,6.098801,3.699840,-1.43340,0.09870
0.749,1,1,-1.617078,4.700054,3.542107,3.861381,4.610609,6.098917,3.702395,-1.42273,0.09826
0.750,1,1,-1.552382,4.697774,3.546066,3.861995,4.610232,6.097820,3.704384,-1.41383,0.09809
0.751,1,1,-1.490019,4.695551,3.549782,3.862640,4.609849,6.095826,3.706160,-1.40677,0.09811
0.752,1,1,-1.473926,4.694448,3.548682,3.863894,4.609348,6.087836,3.706519,-1.40057,0.09820
0.753,1,1,-1.457833,4.693346,3.547583,3.865149,4.608847,6.079112,3.706810,-1.38881,0.09800
0.754,1,1,-1.441739,4.692243,3.546484,3.866404,4.608346,6.065470,3.706647,-1.37250,0.09756
0.755,1,1,-1.427766,4.691155,3.545477,3.867615,4.607852,6.051489,3.706579,-1.36186,0.09782
0.756,1,1,-1.455835,4.690355,3.546317,3.867945,4.607485,6.035243,3.707152,-1.35301,0.09801
0.757,1,1,-1.483904,4.689554,3.547157,3.868277,4.607120,6.018994,3.707729,-1.34160,0.09788
0.758,1,1,-1.511972,4.688754,3.547996,3.868608,4.606753,6.002734,3.708326,-1.33066,0.09732
0.759,1,1,-1.541159,4.687929,3.548715,3.868924,4.606389,5.986762,3.708795,-1.31619,0.09752
0.760,1,1,-1.592516,4.686613,3.547038,3.868951,4.606048,5.972709,3.708408,-1.29405,0.09779
0.761,1,1,-1.643873,4.685297,3.545362,3.868977,4.605708,5.959087,3.707916,-1.28156,0.09761
0.762,1,1,-1.695230,4.683981,3.543685,3.869004,4.605367,5.948352,3.706719,-1.26543,0.09716
0.763,1,1,-1.745412,4.682592,3.542024,3.869062,4.605010,5.938048,3.705512,-1.25566,0.09754
0.764,1,1,-1.772306,4.679757,3.540668,3.869744,4.604325,5.930626,3.704245,-1.24211,0.09765
0.765,1,1,-1.799201,4.676921,3.539313,3.870426,4.603640,5.923161,3.703201,-1.22926,0.09760
0.766,1,1,-1.826095,4.674085,3.537957,3.871108,4.602955,5.915403,3.703650,-1.20462,0.09739
0.767,1,1,-1.849634,4.671291,3.536976,3.871827,4.602253,5.907179,3.704494,-1.18367,0.09755
0.768,1,1,-1.806642,4.669333,3.543441,3.873284,4.601207,5.895832,3.707976,-1.16623,0.09785
0.769,1,1,-1.763649,4.667373,3.549905,3.874740,4.600161,5.884431,3.711574,-1.14977,0.09787
0.770,1,1,-1.720657,4.665414,3.556369,3.876197,4.599114,5.872674,3.715945,-1.13336,0.09753
0.771,1,1,-1.677044,4.663460,3.562647,3.877633,4.598062,5.861412,3.720099,-1.11734,0.09770
0.772,1,1,-1.621112,4.661607,3.565218,3.878644,4.596886,5.853455,3.722800,-1.09398,0.09798
0.773,1,1,-1.565181,4.659754,3.567789,3.879654,4.595710,5.846076,3.725281,-1.06450,0.09791
0.774,1,1,-1.509249,4.657901,3.570360,3.880665,4.594534,5.842561,3.726300,-1.04628,0.09747
0.775,1,1,-1.453402,4.656103,3.572778,3.881697,4.593364,5.839480,3.727206,-1.02789,0.09767
0.776,1,1,-1.399237,4.655406,3.572149,3.883153,4.592303,5.839299,3.727363,-1.00938,0.09789
0.777,1,1,-1.345071,4.654708,3.571520,3.884610,4.591242,5.838972,3.727581,-0.98985,0.09764
0.778,1,1,-1.290905,4.654010,3.570892,3.886066,4.590181,5.837663,3.728211,-0.97086,0.09722
0.779,1,1,-1.238813,4.653330,3.570455,3.887547,4.589144,5.835708,3.729043,-0.94748,0.09740
0.780,1,1,-1.227854,4.652992,3.573824,3.889513,4.588585,5.829427,3.731232,-0.91023,0.09750
0.781,1,1,-1.216894,4.652655,3.577193,3.891479,4.588026,5.822919,3.733536,-0.88974,0.09742
0.782,1,1,-1.205934,4.652317,3.580562,3.893445,4.587466,5.814899,3.736612,-0.86938,0.09713
0.783,1,1,-1.196003,4.651881,3.583909,3.895446,4.586961,5.807188,3.739672,-0.84946,0.09693
0.784,1,1,-1.206471,4.649490,3.586812,3.898116,4.587521,5.801545,3.742635,-0.82950,0.09721
0.785,1,1,-1.216939,4.647099,3.589715,3.900786,4.588080,5.796089,3.745555,-0.80547,0.09732
0.786,1,1,-1.227407,4.644709,3.592618,3.903456,4.588639,5.791884,3.748193,-0.76875,0.09712
0.787,1,1,-1.237986,4.642370,3.595487,3.906136,4.589273,5.787637,3.750800,-0.73880,0.09699
0.788,1,1,-1.250764,4.641050,3.597665,3.909006,4.591382,5.783116,3.753204,-0.71825,0.09742
0.789,1,1,-1.263541,4.639730,3.599843,3.911875,4.593491,5.778689,3.755636,-0.69482,0.09761
0.790,1,1,-1.276319,4.638411,3.602021,3.914746,4.595600,5.774885,3.758261,-0.67236,0.09731
0.791,1,1,-1.288905,4.637141,3.604235,3.917621,4.597767,5.771348,3.760954,-0.64793,0.09746
0.792,1,1,-1.297695,4.636868,3.607182,3.920605,4.601095,5.769608,3.764102,-0.62398,0.09785
0.793,1,1,-1.306484,4.636594,3.610129,3.923589,4.604423,5.768032,3.767206,-0.57695,0.09787
0.794,1,1,-1.315273,4.636321,3.613076,3.926573,4.607750,5.767562,3.770019,-0.55238,0.09753
0.795,1,1,-1.320855,4.635974,3.615881,3.929567,4.611142,5.767107,3.772684,-0.53046,0.09782
0.796,1,1,-1.262833,4.634177,3.615868,3.932778,4.615801,5.766746,3.774365,-0.50697,0.09795
0.797,1,1,-1.204810,4.632379,3.615855,3.935988,4.620461,5.766387,3.776026,-0.47829,0.09788
0.798,1,1,-1.146787,4.630581,3.615842,3.939199,4.625121,5.766034,3.777553,-0.45540,0.09755
0.799,1,1,-1.086025,4.628775,3.615909,3.942430,4.629840,5.765714,3.779202,-0.43144,0.09753
0.800,1,1,-0.970918,4.626807,3.617574,3.946054,4.635727,5.765606,3.781672,-0.38419,0.09776
0.801,1,1,-0.855812,4.624839,3.619239,3.949678,4.641614,5.765584,3.784184,-0.35867,0.09778
0.802,1,1,-0.740705,4.622871,3.620904,3.953302,4.647502,5.766129,3.786978,-0.33043,0.09749
0.803,1,1,-0.621572,4.620964,3.622554,3.956920,4.653461,5.766828,3.789712,-0.30733,0.09739
0.804,1,1,-0.422580,4.620260,3.623907,3.960434,4.660849,5.768554,3.792046,-0.27995,0.09775
0.805,1,1,-0.223587,4.619555,3.625260,3.963948,4.668236,5.770544,3.794403,-0.25528,0.09786
0.806,1,1,-0.024594,4.618852,3.626613,3.967462,4.675623,5.774296,3.796920,-0.22845,0.09753
0.807,1,1,0.176644,4.618252,3.628068,3.970994,4.683093,5.778393,3.799560,-0.17653,0.09785
0.808,1,1,0.422419,4.619725,3.631556,3.974875,4.692183,5.784795,3.803023,-0.15215,0.09821
0.809,1,1,0.668193,4.621199,3.635043,3.978757,4.701274,5.791437,3.806540,-0.12706,0.09806
0.810,1,1,0.913968,4.622672,3.638530,3.982639,4.710365,5.799691,3.810414,-0.10011,0.09782
0.811,1,1,1.160371,4.624140,3.641982,3.986545,4.719530,5.808020,3.814250,-0.07428,0.09821
0.812,1,1,1.419226,4.625505,3.644738,3.990924,4.730158,5.816857,3.817838,-0.04948,0.09829
0.813,1,1,1.678082,4.626870,3.647494,3.995303,4.740786,5.825565,3.821421,-0.02034,0.09818
0.814,1,1,1.936937,4.628235,3.650249,3.999683,4.751414,5.833404,3.824970,0.02469,0.09803
0.815,1,1,2.196460,4.629663,3.652998,4.004067,4.762110,5.840964,3.828552,0.06259,0.09822
0.816,1,1,2.469213,4.632337,3.655608,4.008557,4.774149,5.846654,3.832353,0.07672,0.09838
0.817,1,1,2.741967,4.635011,3.658219,4.013048,4.786189,5.852222,3.836095,0.10709,0.09825
0.818,1,1,3.014720,4.637685,3.660829,4.017538,4.798229,5.856969,3.839434,0.13213,0.09809
0.819,1,1,3.286762,4.640389,3.663300,4.022047,4.810337,5.861759,3.842632,0.15831,0.09837
0.820,1,1,3.544704,4.643677,3.662994,4.026927,4.823788,5.866832,3.844894,0.18686,0.09847
0.821,1,1,3.802646,4.646966,3.662688,4.031807,4.837239,5.871758,3.847162,0.23351,0.09825
0.822,1,1,4.060587,4.650254,3.662382,4.036688,4.850689,5.875703,3.849468,0.26030,0.09804
0.823,1,1,4.317874,4.653637,3.662206,4.041570,4.864197,5.879352,3.851930,0.28430,0.09840
0.824,1,1,4.562184,4.658901,3.664593,4.046485,4.878822,5.881021,3.855435,0.31033,0.09848
0.825,1,1,4.806493,4.664165,3.666981,4.051401,4.893447,5.882878,3.858976,0.33519,0.09811
0.826,1,1,5.050803,4.669429,3.669368,4.056316,4.908072,5.885998,3.862754,0.36084,0.09823
0.827,1,1,5.292823,4.674760,3.671775,4.061226,4.922707,5.889740,3.866449,0.38564,0.09858
0.828,1,1,5.489452,4.681435,3.674589,4.066030,4.937547,5.897643,3.869596,0.41978,0.09852
0.829,1,1,5.686080,4.688108,3.677402,4.070834,4.952387,5.905555,3.872901,0.46005,0.09825
0.830,1,1,5.882709,4.694783,3.680215,4.075638,4.967228,5.913531,3.877267,0.48381,0.09867
0.831,1,1,6.079186,4.701423,3.683345,4.080491,4.982049,5.920879,3.882016,0.51010,0.09875
0.832,1,1,6.272675,4.707378,3.692747,4.086307,4.996478,5.924021,3.889325,0.53407,0.09864
0.833,1,1,6.466164,4.713334,3.702149,4.092124,5.010908,5.927114,3.896707,0.55833,0.09858
0.834,1,1,6.659653,4.719289,3.711551,4.097941,5.025338,5.929878,3.904577,0.58073,0.09874
0.835,1,1,6.852509,4.725267,3.720679,4.103772,5.039735,5.933284,3.912161,0.61292,0.09896
0.836,1,1,7.032806,4.731692,3.724379,4.109881,5.053470,5.940990,3.917833,0.65169,0.09883
0.837,1,1,7.213102,4.738116,3.728079,4.115991,5.067204,5.948978,3.923320,0.67543,0.09876
0.838,1,1,7.393399,4.744541,3.731779,4.122101,5.080939,5.958855,3.927571,0.69823,0.09904
0.839,1,1,7.573419,4.751054,3.735429,4.128224,5.094625,5.968452,3.931833,0.72041,0.09917
0.840,1,1,7.747941,4.759339,3.738085,4.134611,5.107337,5.976182,3.936168,0.74324,0.09892
0.841,1,1,7.922463,4.767623,3.740741,4.140997,5.120048,5.983505,3.940547,0.76678,0.09925
0.842,1,1,8.096986,4.775908,3.743398,4.147384,5.132759,5.988100,3.945227,0.78809,0.09965
0.843,1,1,8.269827,4.784266,3.746114,4.153767,5.145422,5.992331,3.949943,0.82744,0.09961
0.844,1,1,8.409327,4.794070,3.750010,4.160062,5.157137,5.994119,3.954896,0.85240,0.09970
0.845,1,1,8.548826,4.803875,3.753906,4.166358,5.168852,5.995804,3.959883,0.87491,0.10010
0.846,1,1,8.688326,4.813680,3.757802,4.172653,5.180567,5.996794,3.965100,0.89560,0.10016
0.847,1,1,8.823700,4.823420,3.761770,4.178921,5.192233,5.997932,3.970351,0.91620,0.09999
0.848,1,1,8.877255,4.831879,3.767171,4.184640,5.202922,6.000060,3.975824,0.93750,0.10052
0.849,1,1,8.930810,4.840337,3.772573,4.190360,5.213612,6.002264,3.981318,0.95653,0.10064
0.850,1,1,8.984365,4.848796,3.777974,4.196079,5.224301,6.004978,3.986952,0.98157,0.10025
0.851,1,1,9.034600,4.857288,3.783461,4.201728,5.234959,6.007654,3.992595,1.01552,0.10065
0.852,1,1,9.018996,4.866456,3.790641,4.205982,5.244969,6.010075,3.998291,1.03583,0.10091
0.853,1,1,9.003392,4.875624,3.797821,4.210236,5.254981,6.012562,4.003992,1.05138,0.10058
0.854,1,1,8.987788,4.884792,3.805000,4.214490,5.264992,6.015495,4.009727,1.06882,0.10073
0.855,1,1,8.968900,4.893987,3.812126,4.218700,5.274970,6.018616,4.015435,1.08717,0.10108
0.856,1,1,8.884877,4.903721,3.818186,4.222025,5.284302,6.022999,4.020965,1.10512,0.10088
0.857,1,1,8.800854,4.913455,3.824245,4.225350,5.293633,6.027492,4.026295,1.12181,0.10075
0.858,1,1,8.716831,4.923190,3.830305,4.228676,5.302965,6.032717,4.030279,1.14330,0.10105
0.859,1,1,8.632701,4.932849,3.836121,4.231905,5.312260,6.037910,4.033933,1.16791,0.10096
0.860,1,1,8.546431,4.941031,3.837104,4.233224,5.320830,6.042888,4.035377,1.18700,0.10061
0.861,1,1,8.460160,4.949214,3.838087,4.234543,5.329401,6.047668,4.036751,1.20256,0.10059
0.862,1,1,8.373891,4.957397,3.839071,4.235863,5.337971,6.051118,4.037649,1.21654,0.10061
0.863,1,1,8.288157,4.965564,3.840201,4.237085,5.346485,6.054267,4.038722,1.23329,0.10047
0.864,1,1,8.213049,4.973447,3.844260,4.236380,5.353887,6.055401,4.040965,1.24751,0.10012
0.865,1,1,8.137942,4.981329,3.848320,4.235675,5.361290,6.056454,4.043072,1.26440,0.10013
0.866,1,1,8.062836,4.989212,3.852379,4.234970,5.368691,6.056962,4.044275,1.28818,0.10027
0.867,1,1,7.989344,4.997067,3.856079,4.234263,5.376026,6.057642,4.045041,1.29959,0.10008
0.868,1,1,7.947886,5.004401,3.852670,4.233508,5.382016,6.059483,4.042889,1.31175,0.09981
0.869,1,1,7.906429,5.011734,3.849262,4.232752,5.388005,6.061496,4.040752,1.32423,0.10005
0.870,1,1,7.864971,5.019068,3.845853,4.231997,5.393995,6.064670,4.038722,1.33754,0.10015
0.871,1,1,7.825906,5.026433,3.842858,4.231345,5.399937,6.067923,4.037214,1.34572,0.09981
0.872,1,1,7.834278,5.034437,3.848066,4.232745,5.404924,6.071698,4.039206,1.35880,0.09979
0.873,1,1,7.842649,5.042441,3.853274,4.234145,5.409911,6.075348,4.041514,1.37068,0.10025
0.874,1,1,7.851021,5.050445,3.858483,4.235545,5.414898,6.078168,4.045937,1.38837,0.10014
0.875,1,1,7.858349,5.058455,3.863640,4.237015,5.419837,6.080764,4.050321,1.39391,0.09987
0.876,1,1,7.844965,5.066597,3.867790,4.239889,5.423825,6.081860,4.054448,1.40495,0.10037
0.877,1,1,7.831582,5.074739,3.871939,4.242763,5.427813,6.083234,4.058426,1.41354,0.10049
0.878,1,1,7.818198,5.082881,3.876089,4.245637,5.431801,6.086460,4.061417,1.42072,0.10004
0.879,1,1,7.804234,5.091001,3.880069,4.248536,5.435764,6.090442,4.064260,1.42882,0.10038
0.880,1,1,7.778748,5.098664,3.880702,4.251933,5.439212,6.099482,4.066118,1.43585,0.10063
0.881,1,1,7.753262,5.106327,3.881334,4.255330,5.442661,6.108889,4.068013,1.44614,0.10039
0.882,1,1,7.727776,5.113990,3.881966,4.258727,5.446109,6.120750,4.070158,1.45361,0.10031
0.883,1,1,7.698980,5.121669,3.882750,4.262193,5.449545,6.132463,4.072517,1.45697,0.10057
0.884,1,1,7.604549,5.129663,3.886534,4.267020,5.452720,6.143180,4.076311,1.46381,0.10044
0.885,1,1,7.510118,5.137659,3.890318,4.271847,5.455895,6.153770,4.080228,1.46730,0.10018
0.886,1,1,7.415687,5.145653,3.894101,4.276674,5.459071,6.163511,4.084969,1.47202,0.10027
0.887,1,1,7.319487,5.153597,3.897869,4.281505,5.462239,6.173177,4.089685,1.47433,0.10031
0.888,1,1,7.188197,5.160516,3.901312,4.286427,5.465273,6.182347,4.094235,1.47618,0.10020
0.889,1,1,7.056908,5.167435,3.904756,4.291349,5.468306,6.190952,4.098698,1.47983,0.09996
0.890,1,1,6.925619,5.174355,3.908199,4.296271,5.471339,6.195769,4.102569,1.48262,0.10003
0.891,1,1,6.793011,5.181294,3.911554,4.301102,5.474361,6.199594,4.106317,1.48543,0.10007
0.892,1,1,6.634239,5.188636,3.913142,4.304124,5.477157,6.196780,4.109232,1.48615,0.09987
0.893,1,1,6.475467,5.195978,3.914730,4.307146,5.479953,6.193542,4.112001,1.48610,0.09962
0.894,1,1,6.316695,5.203320,3.916318,4.310167,5.482749,6.187466,4.113789,1.48299,0.09978
0.895,1,1,6.157773,5.210550,3.917782,4.313111,5.485516,6.181670,4.115423,1.48509,0.09988
0.896,1,1,5.995887,5.215565,3.916790,4.314511,5.487694,6.177744,4.116038,1.48331,0.09957
0.897,1,1,5.834001,5.220580,3.915798,4.315911,5.489872,6.174141,4.116554,1.48048,0.09961
0.898,1,1,5.672115,5.225595,3.914805,4.317311,5.492051,6.172704,4.116408,1.47658,0.09992
0.899,1,1,5.512584,5.230617,3.913800,4.318709,5.494193,6.171467,4.116240,1.47501,0.09992
0.900,1,1,5.399765,5.235757,3.912532,4.320082,5.495621,6.171564,4.115926,1.47063,0.09969
0.901,1,1,5.286946,5.240899,3.911264,4.321455,5.497050,6.171816,4.115701,1.46719,0.10016
0.902,1,1,5.174127,5.246040,3.909996,4.322827,5.498479,6.173112,4.116062,1.46181,0.10028
0.903,1,1,5.062971,5.251164,3.908795,4.324203,5.499869,6.174513,4.116558,1.45737,0.09979
0.904,1,1,4.984815,5.255964,3.908938,4.325627,5.500491,6.176606,4.117952,1.45117,0.09996
0.905,1,1,4.906658,5.260764,3.909081,4.327052,5.501113,6.178606,4.119200,1.44667,0.10029
0.906,1,1,4.828501,5.265564,3.909225,4.328476,5.501735,6.179984,4.119470,1.43585,0.10002
0.907,1,1,4.752314,5.270351,3.909173,4.329720,5.502325,6.181173,4.119345,1.42841,0.09978
0.908,1,1,4.715188,5.274896,3.905254,4.327378,5.502263,6.181106,4.116573,1.42230,0.10016
0.909,1,1,4.678061,5.279440,3.901336,4.325037,5.502201,6.181402,3.846741,1.41394,0.10010
0.910,0,1,4.640935,5.283985,3.897417,4.322696,5.502140,6.184129,1.789660,1.40407,0.09987
0.911,0,1,4.603817,5.288528,3.893908,4.320139,5.502058,6.187643,0.000000,1.39474,0.09980
0.912,0,1,4.566854,5.293045,3.898508,4.313315,5.501583,6.196421,0.000000,1.38741,0.09991
0.913,0,1,4.529892,5.297562,3.903108,4.306492,5.501107,6.205005,0.000000,1.36575,0.09986
0.914,0,1,4.492930,5.302078,3.907708,4.299668,5.500632,6.212293,0.000000,1.35603,0.09960
0.915,0,1,4.454565,5.306603,3.912363,4.292526,5.500141,6.218446,0.000000,1.35037,0.09989
0.916,0,1,4.388381,5.311288,3.918106,4.279064,5.499348,6.217007,0.000000,1.33781,0.10009
0.917,0,1,4.322198,5.315974,3.923848,4.265603,5.498554,6.215465,0.000000,1.32224,0.09990
0.918,0,1,4.256015,5.320659,3.929591,4.252141,5.497760,6.213243,0.000000,1.31209,0.09943
0.919,0,1,4.188183,5.325311,3.935081,4.238304,5.496965,6.212069,0.000000,1.30054,0.09960
0.920,0,1,4.087662,5.329283,3.935540,4.217030,5.496154,6.217909,0.000000,1.28325,0.09972
0.921,0,1,3.987142,5.333254,3.936000,4.195755,5.495343,5.818496,0.000000,1.25905,0.09953
0.922,0,1,3.886621,5.337226,3.936460,4.174480,5.494532,2.707001,0.000000,1.24825,0.09906
0.923,0,0,3.784290,5.341202,3.936598,4.152824,5.493701,0.000000,0.000000,1.23643,0.09923
0.924,0,0,3.646054,5.345256,3.930363,4.123611,5.492467,0.000000,0.000000,1.21680,0.09930
0.925,0,0,3.507818,5.349310,3.924127,4.094398,5.491234,0.000000,0.000000,1.20253,0.09893
0.926,0,0,3.369583,5.353364,3.917892,4.065185,5.490001,0.000000,0.000000,1.18721,0.09876
0.927,0,0,3.231205,5.357351,3.911959,4.036077,5.488733,0.000000,0.000000,1.16649,0.09896
0.928,0,0,3.090001,5.360009,3.912039,4.009058,5.486784,0.000000,0.000000,1.13918,0.09885
0.929,0,0,2.948798,5.362668,3.912119,3.982039,5.484834,0.000000,0.000000,1.11765,0.09859
0.930,0,0,2.807595,5.365326,3.912199,3.955019,5.482885,0.000000,0.000000,1.10464,0.09860
0.931,0,0,2.667029,5.367962,3.912347,3.928156,5.480885,0.000000,0.000000,1.08801,0.09880
0.932,0,0,2.539123,5.370172,3.913852,3.904377,5.477878,0.000000,0.000000,1.07149,0.09884
0.933,0,0,2.411216,5.372381,3.915357,3.880599,5.474871,0.000000,0.000000,1.05223,0.09859
0.934,0,0,2.283310,5.374591,3.916862,3.856820,5.471864,0.000000,0.000000,1.02945,0.09903
0.935,0,0,2.156153,5.376774,3.918265,3.833764,5.468800,0.000000,0.000000,0.99542,0.09926
0.936,0,0,2.043870,5.378445,3.917646,3.825030,5.464606,0.000000,0.000000,0.97519,0.09936
0.937,0,0,1.931588,5.380116,3.917027,3.816297,5.460413,0.000000,0.000000,0.95706,0.09942
0.938,0,0,1.819305,5.381787,3.916407,3.807564,5.456220,0.000000,0.000000,0.93613,0.09983
0.939,0,0,1.707487,5.383477,3.915628,3.799117,5.451969,0.000000,0.000000,0.91440,0.09994
0.940,0,0,1.604895,5.385530,3.911676,3.796353,5.446572,0.000000,0.000000,0.89799,0.09972
0.941,0,0,1.502303,5.387583,3.907723,3.793589,5.441175,0.000000,0.000000,0.85371,0.10010
0.942,0,0,1.399711,5.389636,3.903771,3.790825,5.435778,0.000000,0.000000,0.83318,0.10024
0.943,0,0,1.296294,5.391630,3.899418,3.788379,5.430343,0.000000,0.000000,0.81244,0.09996
0.944,0,0,1.176511,5.392450,3.887123,3.792241,5.424140,0.000000,0.000000,0.78857,0.09983
0.945,0,0,1.056728,5.393271,3.874828,3.796103,5.417939,0.000000,0.000000,0.76689,0.10020
0.946,0,0,0.936945,5.394092,3.862533,3.799964,5.411737,0.000000,0.000000,0.74155,0.10013
0.947,0,0,0.815324,5.394904,3.851037,3.803202,5.405507,0.000000,0.000000,0.71608,0.09976
0.948,0,0,0.657255,5.395563,3.855390,3.794062,5.398708,0.000000,0.000000,0.67462,0.10013
0.949,0,0,0.499186,5.396221,3.859742,3.784922,5.391911,0.000000,0.000000,0.65157,0.10033
0.950,0,0,0.341117,5.396880,3.864094,3.775783,5.385113,0.000000,0.000000,0.63098,0.09997
0.951,0,0,0.181425,5.397513,3.868014,3.766580,5.378296,0.000000,0.000000,0.60574,0.10006
0.952,0,0,-0.010457,5.397648,3.863360,3.756131,5.371102,0.000000,0.000000,0.58075,0.10050
0.953,0,0,-0.202339,5.397784,3.858707,3.745681,5.363908,0.000000,0.000000,0.55759,0.10035
0.954,0,0,-0.394222,5.397919,3.854053,3.735232,5.356714,0.000000,0.000000,0.52730,0.10017
0.955,0,0,-0.586806,5.398019,3.849643,3.724257,5.349494,0.000000,0.000000,0.48526,0.10065
0.956,0,0,-0.793324,5.397409,3.850053,3.702867,5.341747,0.000000,0.000000,0.46187,0.10056
0.957,0,0,-0.999842,5.396799,3.850462,3.681477,5.334000,0.000000,0.000000,0.43498,0.10024
0.958,0,0,-1.206359,5.396189,3.850872,3.660087,5.326253,0.000000,0.000000,0.41190,0.10048
0.959,0,0,-1.412295,5.395485,3.850682,3.639562,5.318468,0.000000,0.000000,0.38611,0.10058
0.960,0,0,-1.606680,5.392917,3.838610,3.636198,5.309918,0.000000,0.000000,0.36172,0.10044
0.961,0,0,-1.801066,5.390348,3.826538,3.632834,5.301369,0.000000,0.000000,0.32758,0.10006
0.962,0,0,-1.995452,5.387780,3.814465,3.629470,5.292819,0.000000,0.000000,0.28300,0.10007
0.963,0,0,-2.187779,5.385215,3.802863,3.626143,5.284217,0.000000,0.000000,0.26273,0.10015
