"Time","60 right DS","59 left DS","37a CoMy (cm)","37 CoMy (cm)","35 FRy (cm)","30 HRy (cm)","v1 xCoM","v3 L COP","v2 R COP","3 Platform","2 Trdml"
1.786,0,0,7.464075,4.469659,3.661337,2.979882,4.807204,0.000000,0.000000,0.85655,0.09919
1.787,0,0,7.565860,4.477338,3.664767,2.983139,4.818611,0.000000,0.000000,0.87463,0.09895
1.788,0,0,7.652878,4.484513,3.672345,2.986487,4.829542,0.000000,0.000000,0.89502,0.09925
1.789,0,0,7.739896,4.491687,3.679923,2.989835,4.840472,0.000000,0.000000,0.91570,0.09945
1.790,0,0,7.826914,4.498862,3.687501,2.993183,4.851402,0.000000,0.000000,0.95024,0.09940
1.791,0,0,7.913155,4.506087,3.694796,2.996474,4.862320,0.000000,0.000000,0.97476,0.09937
1.792,0,0,7.983993,4.514298,3.696472,2.998636,4.873002,0.000000,0.000000,0.99355,0.09965
1.793,0,0,8.054831,4.522510,3.698148,3.000798,4.883684,0.000000,0.000000,1.01447,0.09981
1.794,0,0,8.125669,4.530721,3.699824,3.002961,4.894365,0.000000,0.000000,1.03040,0.09956
1.795,0,0,8.193926,4.538974,3.701311,3.005105,4.905044,0.000000,0.000000,1.05179,0.09966
1.796,0,0,8.211002,4.548043,3.699049,3.006902,4.915667,0.000000,0.000000,1.07053,0.10001
1.797,0,0,8.228079,4.557112,3.696788,3.008698,4.926290,0.000000,0.000000,1.09418,0.09995
1.798,0,0,8.245155,4.566182,3.694527,3.010495,4.936913,0.000000,0.000000,1.12070,0.09957
1.799,0,0,8.260567,4.575225,3.692604,3.012314,4.947518,0.000000,0.000000,1.14017,0.09986
1.800,0,0,8.242949,4.583758,3.697391,3.014590,4.957769,0.000000,0.000000,1.15524,0.10000
1.801,0,0,8.225330,4.592291,3.702178,3.016866,4.968020,0.000000,0.000000,1.17043,0.09972
1.802,0,0,8.207712,4.600824,3.706966,3.019142,4.978272,0.000000,0.000000,1.18839,0.09950
1.803,0,0,8.190211,4.609300,3.711636,3.021389,4.988503,0.000000,0.000000,1.20186,0.09980
1.804,0,0,8.175037,4.616655,3.713970,3.023066,4.998339,0.000000,0.000000,1.21680,0.09974
1.805,0,0,8.159863,4.624011,3.716304,3.024742,5.008174,0.000000,0.000000,1.23550,0.09922
1.806,0,0,8.144689,4.631366,3.718639,3.026419,5.018010,0.000000,0.000000,1.26080,0.09930
1.807,0,0,8.131225,4.638753,3.721030,3.028149,5.027801,0.000000,0.000000,1.27327,0.09965
1.808,0,0,8.151697,4.646775,3.724556,3.030932,5.036702,0.000000,0.000000,1.28656,0.09930
1.809,0,0,8.172169,4.654798,3.728081,3.033715,5.045603,0.000000,0.000000,1.30011,0.09893
1.810,0,0,8.192640,4.662820,3.731606,3.036499,5.054504,0.000000,0.000000,1.31006,0.09905
1.811,0,0,8.215678,4.670852,3.735083,3.039316,5.063364,0.000000,0.000000,1.32283,0.09906
1.812,0,0,8.289608,4.679084,3.737600,3.042822,5.071408,0.000000,0.000000,1.33560,0.09892
1.813,0,0,8.363537,4.687317,3.740116,3.046327,5.079452,0.000000,0.000000,1.35817,0.09845
1.814,0,0,8.437467,4.695549,3.742633,3.049832,5.087495,0.000000,0.000000,1.36884,0.09839
1.815,0,0,8.511422,4.703811,3.745083,3.053362,5.095511,0.000000,0.000000,1.37639,0.09853
1.816,0,0,8.585891,4.712641,3.746226,3.057374,5.102966,0.000000,0.000000,1.38826,0.09851
1.817,0,0,8.660359,4.721472,3.747369,3.061387,5.110422,0.000000,0.000000,1.39568,0.09828
1.818,0,0,8.734828,4.730303,3.748512,3.065399,5.117877,0.000000,0.000000,1.40575,0.09855
1.819,0,0,8.806006,4.739136,3.749783,3.069378,5.125327,0.000000,0.000000,1.41161,0.09889
1.820,0,0,8.811933,4.748013,3.753596,3.072692,5.132662,0.000000,0.000000,1.42317,0.09871
1.821,0,0,8.817858,4.756889,3.757408,3.076007,5.139997,0.000000,0.000000,1.43633,0.09867
1.822,0,0,8.823784,4.765766,3.761221,3.079321,5.147333,0.000000,0.000000,1.44321,0.09912
1.823,0,0,8.826177,4.774685,3.764821,3.082694,5.154683,0.000000,0.000000,1.44986,0.09924
1.824,0,0,8.758497,4.784437,3.764211,3.087213,5.162316,0.000000,0.000000,1.44887,0.09890
1.825,0,0,8.690819,4.794188,3.763601,3.091732,5.169950,0.000000,0.000000,1.45738,0.09911
1.826,0,0,8.623140,4.803939,3.762991,3.096251,5.177584,0.000000,0.000000,1.46178,0.09941
1.827,0,0,8.552191,4.813633,3.762566,3.100766,5.185230,0.000000,0.000000,1.46721,0.09923
1.828,0,0,8.416377,4.822189,3.765817,3.105195,5.193125,0.000000,0.000000,1.47192,0.09890
1.829,0,0,8.280562,4.830745,3.769069,3.109623,5.201020,0.000000,0.000000,1.47672,0.09925
1.830,0,0,8.144749,4.839302,3.772320,3.114052,5.208916,0.000000,0.000000,1.47861,0.09933
1.831,0,0,8.010056,4.847786,3.775440,3.118264,5.216798,0.000000,0.000000,1.48238,0.09908
1.832,0,0,7.897591,4.854848,3.775965,3.118170,5.224424,0.000000,0.000000,1.48238,0.09897
1.833,0,0,7.785127,4.861910,3.776489,3.118075,5.232049,0.000000,0.000000,1.48354,0.09917
1.834,0,0,7.672663,4.868973,3.777014,3.117981,5.239675,0.000000,0.000000,1.48418,0.09927
1.835,0,0,7.563515,4.876036,3.777682,3.118039,5.247261,0.000000,0.224322,1.48576,0.09899
1.836,0,0,7.520135,4.883109,3.781192,3.121119,5.254063,0.000000,1.949878,1.48418,0.09894
1.837,1,0,7.476756,4.890182,3.784702,3.124199,5.260866,0.000000,3.451713,1.48228,0.09920
1.838,1,0,7.433376,4.897255,3.788213,3.127280,5.267668,0.000000,3.456341,1.48314,0.09924
1.839,1,0,7.393869,4.904315,3.791645,3.130862,5.274425,0.000000,3.461336,1.48045,0.09884
