"Time","56 FLl Sw of","55 FLl Sw on","54 HLr Sw of","53 HLr Sw on","52 HLl Sw of","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","50 Sinus rmp","49 St rmp dw","48 Sw rmp dw","47 St rmp up","46 Sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Rump up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","36 CoMx (cm)","59 Left DS","60 Right DS","v6 L Mos","37a CoMy (cm)","v4 R Mos","32 FLx (cm)","58 FLr Sw of","57 FLr Sw on","34 FRx (cm)","31 Keyboard","29 HRx (cm)","51 HLl Sw on","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","v7 xCoM","v5 L COP","28 HLy (cm)","33 FLy (cm)","67 xCoM","v3 R COP","35 FRy (cm)","30 HRy (cm)","v2 Virtual","v1 Virtual","34a FRx (cm)","37b CoMy (cm)","37 CoMy (cm)","32a FLx (cm)","29a HRx (cm)","27a HLx (cm)"
6.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.845116,99.570869,72.053673,99.680290,17.598906,1,0,0.693070,3.843380,5.939866,20.160570,0,0,18.982450,0,14.093418,0,15.885416,8.071704,19.039871,8.124206,13.987400,8.552792,13.772956,9.227001,14.133688,8.734971,15.651095,10.226789,15.652061,10.410067,16.783556,0,-0.01739,0.00230,-0.01906,-0.01344,0.00823,-0.01289,0.00441,0.01404,0.28519,0.09702,3.27681,5.939820,6.632936,7.269055,5.996839,5.939820,0.000000,4.743392,4.598697,4.222245,237.329926,18.982450,5.771173,3.173757,20.211378,14.093418,15.885416
6.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.409958,99.944939,72.263145,99.807686,17.603876,1,0,0.684223,4.069806,5.954664,20.160570,0,0,18.982450,0,14.089018,0,15.873448,8.072685,19.034643,8.129061,13.983974,8.560199,13.774323,9.238288,14.134454,8.738927,15.653250,10.230861,15.659146,10.414997,16.790436,0,-0.01571,0.00230,-0.02031,-0.01356,0.00743,-0.01201,0.00513,0.01295,0.31155,0.09675,3.27673,5.955449,6.638887,7.271991,6.006269,5.955449,0.000000,4.746063,4.602936,4.378421,237.593872,18.982450,5.778568,3.328697,20.235199,14.089018,15.873448
6.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.974808,100.319008,72.472618,99.935089,17.608849,1,0,0.675029,4.296231,5.969944,20.160570,0,0,18.982450,0,14.084618,0,15.861481,8.073667,19.029415,8.133916,13.980548,8.567606,13.775689,9.249575,14.135220,8.742883,15.655403,10.234931,15.666231,10.419928,16.797316,0,-0.01795,0.00760,-0.01962,-0.01373,0.00702,-0.01272,0.00576,-0.00123,0.33289,0.09644,3.27669,5.971076,6.644972,7.274927,6.015699,5.971076,0.000000,4.748735,4.607174,4.534597,237.857834,18.982450,5.785963,3.483638,20.259022,14.084618,15.861481
6.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.539642,100.693077,72.682091,100.062492,17.613821,1,0,0.665067,4.522657,5.986287,20.160570,0,0,18.982450,0,14.080217,0,15.849514,8.074648,19.024187,8.138772,13.977121,8.575013,13.777056,9.260861,14.135985,8.746839,15.657557,10.239002,15.673317,10.424858,16.804195,0,-0.01241,0.00359,-0.02007,-0.01356,0.00916,-0.01306,0.00426,0.00350,0.36228,0.09673,3.27677,5.986705,6.651354,7.277863,6.025129,5.986705,0.000000,4.751407,4.611413,4.690773,238.121780,18.982450,5.793358,3.638578,20.282843,14.080217,15.849514
6.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.932526,101.091431,72.841682,100.125465,17.618807,1,0,0.656131,4.755439,6.001525,20.160570,0,0,18.982288,0,14.076495,0,15.838539,8.076480,19.018999,8.143216,13.973593,8.581623,13.778955,9.269540,14.137650,8.751283,15.661127,10.242994,15.679911,10.430260,16.810915,0,-0.01384,0.00204,-0.02089,-0.01353,0.00732,-0.01178,0.00416,0.00139,0.39091,0.09686,3.27691,6.001605,6.657656,7.280794,6.034650,6.001605,0.000000,4.754004,4.615603,4.845486,238.342773,18.982288,5.800091,3.792260,20.302711,14.076495,15.837897
6.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.749680,101.571083,72.834305,99.972755,17.623844,1,0,0.649458,5.009501,6.014327,20.160570,0,0,18.981583,0,14.075046,0,15.830891,8.081162,19.013935,8.146284,13.969722,8.585562,13.782632,9.269486,14.142323,8.757362,15.669441,10.246724,15.684859,10.437239,16.817091,0,-0.02219,0.00836,-0.02039,-0.01363,0.00909,-0.01208,0.00663,-0.00219,0.43449,0.09660,3.27729,6.014066,6.663785,7.283709,6.044472,6.014066,0.000000,4.756354,4.619631,4.995298,238.419922,18.981583,5.804611,3.941728,20.309345,14.075046,15.827458
6.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.566833,102.050735,72.826920,99.820045,17.628880,1,0,0.643122,5.263564,6.026930,20.160570,0,0,18.980877,0,14.073596,0,15.823241,8.085845,19.008873,8.149351,13.965850,8.589499,13.786309,9.269434,14.146997,8.763441,15.677754,10.250453,15.689808,10.444218,16.823267,0,-0.01602,0.00554,-0.02057,-0.01412,0.00862,-0.01146,0.00446,0.00729,0.46237,0.09630,3.27749,6.026528,6.670052,7.286624,6.054294,6.026528,0.000000,4.758704,4.623660,5.145111,238.497086,18.980877,5.809130,4.091197,20.315979,14.073596,15.817019
6.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.383987,102.530388,72.819534,99.667336,17.633915,1,0,0.637527,5.517626,6.039095,20.160570,0,0,18.980173,0,14.072146,0,15.815593,8.090527,19.003811,8.152419,13.961979,8.593438,13.789987,9.269381,14.151670,8.769521,15.686069,10.254183,15.694757,10.451197,16.829445,0,-0.01782,0.00129,-0.01998,-0.01376,0.00834,-0.01147,0.00441,0.00393,0.48409,0.09644,3.27703,6.038990,6.676622,7.289539,6.064116,6.038990,0.000000,4.761054,4.627688,5.294924,238.574234,18.980173,5.813650,4.240665,20.322613,14.072146,15.806581
6.180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.045242,103.028160,72.818916,99.488014,17.638943,1,0,0.631314,5.773683,6.052242,20.160570,0,0,18.977390,0,14.070355,0,15.809061,8.094789,18.998852,8.155404,13.958772,8.595051,13.791991,9.268970,14.156960,8.776057,15.694202,10.259016,15.699719,10.458608,16.835587,0,-0.01636,0.00181,-0.02032,-0.01306,0.00850,-0.01239,0.00710,0.00822,0.50958,0.09643,3.27662,6.052189,6.683556,7.292475,6.074614,6.052189,0.000000,4.763387,4.631639,5.444851,238.677628,18.977390,5.818907,4.390124,20.331659,14.070355,15.799184
6.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.184563,103.586594,72.840927,99.219582,17.643944,1,0,0.623740,6.036415,6.067553,20.160570,0,0,18.967655,0,14.067422,0,15.806271,8.097643,18.994238,8.158111,13.957791,8.588879,13.788395,9.267366,14.164310,8.784125,15.701735,10.267547,15.704731,10.467466,16.841616,0,-0.01323,0.00476,-0.02067,-0.01429,0.00825,-0.01215,0.00526,-0.00405,0.53309,0.09638,3.27639,6.067856,6.691293,7.295480,6.087378,6.067856,0.000000,4.765662,4.635334,5.595165,238.868790,18.967655,5.826634,4.539549,20.348783,14.067422,15.801974
6.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.323891,104.145035,72.862946,98.951157,17.648945,1,0,0.616044,6.299147,6.083071,20.160570,0,0,18.957920,0,14.064487,0,15.803481,8.100497,18.989624,8.160818,13.956810,8.582706,13.784799,9.265762,14.171660,8.792194,15.709269,10.276077,15.709743,10.476324,16.847647,0,-0.01604,-0.00386,-0.02152,-0.01223,0.00793,-0.01193,0.00363,0.01457,0.55546,0.09612,3.27642,6.083523,6.699115,7.298484,6.100141,6.083523,0.000000,4.767938,4.639030,5.745478,239.059967,18.957920,5.834361,4.688974,20.365908,14.064487,15.804764
6.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.463219,104.703468,72.884956,98.682724,17.653946,1,0,0.608078,6.561880,6.099048,20.160570,0,0,18.948185,0,14.061554,0,15.800691,8.103352,18.985010,8.163525,13.955830,8.576534,13.781202,9.264157,14.179010,8.800262,15.716803,10.284608,15.714755,10.485182,16.853676,0,-0.01790,0.00534,-0.02106,-0.01400,0.00813,-0.01191,0.00782,0.01159,0.58805,0.09587,3.27733,6.099191,6.707126,7.301488,6.112904,6.099191,0.000000,4.770213,4.642725,5.895792,239.251144,18.948185,5.842088,4.838399,20.383034,14.061554,15.807554
6.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.688103,105.292915,72.934402,98.435913,17.658350,1,0,0.600694,6.799610,6.114212,20.160570,0,0,18.938618,0,14.058544,0,15.797480,8.105355,18.977968,8.165096,13.954943,8.572008,13.777371,9.261968,14.184897,8.808014,15.723284,10.292934,15.718670,10.493374,16.858837,0,-0.01585,0.00403,-0.01940,-0.01351,0.00839,-0.01053,0.00251,-0.01779,0.61004,0.09603,3.27803,6.114151,6.714906,7.304342,6.125477,6.114151,0.000000,4.772562,4.645635,6.042736,239.417618,18.938618,5.849281,4.984570,20.397942,14.058544,15.807999
6.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.199432,105.986153,73.075699,98.261467,17.660751,1,0,0.594594,6.953635,6.127584,20.160570,0,0,18.929607,0,14.055279,0,15.792862,8.104509,18.962805,8.162866,13.954370,8.572990,13.772758,9.257818,14.185885,8.814704,15.726247,10.300583,15.718910,10.499336,16.861090,0,-0.01404,-0.00928,-0.02170,-0.01404,0.00790,-0.01239,0.00480,0.00363,0.65311,0.09618,3.27795,6.126747,6.722178,7.306694,6.137414,6.126747,0.000000,4.775153,4.645920,6.178400,239.501419,18.929607,5.854688,5.119845,20.405430,14.055279,15.800591
6.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.710754,106.679390,73.216988,98.087021,17.663153,1,0,0.588868,7.107661,6.140508,20.160570,0,0,18.920599,0,14.052014,0,15.788244,8.103662,18.947641,8.160634,13.953797,8.573973,13.768144,9.253669,14.186872,8.821394,15.729209,10.308230,15.719150,10.505298,16.863344,0,-0.01633,0.01012,-0.02021,-0.01479,0.00842,-0.01404,0.00422,0.01483,0.67472,0.09604,3.27781,6.139342,6.729376,7.309045,6.149351,6.139342,0.000000,4.777745,4.646204,6.314064,239.585236,18.920599,5.860096,5.255121,20.412916,14.052014,15.793183
6.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.222084,107.372627,73.358284,97.912575,17.665554,1,0,0.583970,7.261687,6.152440,20.160570,0,0,18.911591,0,14.048750,0,15.783627,8.102817,18.932478,8.158403,13.953224,8.574956,13.763530,9.249518,14.187860,8.828084,15.732172,10.315879,15.719390,10.511260,16.865597,0,-0.01035,0.00266,-0.02028,-0.01396,0.00816,-0.01312,0.00558,0.01192,0.69760,0.09565,3.27743,6.151938,6.736410,7.311396,6.161288,6.151938,0.000000,4.780336,4.646489,6.449728,239.669037,18.911591,5.865503,5.390397,20.420404,14.048750,15.785775
6.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.781044,108.062416,73.493896,97.743713,17.667606,1,0,0.578971,7.411238,6.164598,20.160570,0,0,18.902576,0,14.046236,0,15.777707,8.102274,18.918419,8.157101,13.951702,8.577126,13.758778,9.247202,14.188867,8.835000,15.735299,10.323072,15.719109,10.517146,16.867079,0,-0.01674,0.00834,-0.02017,-0.01347,0.00835,-0.01193,0.00159,-0.00450,0.72071,0.09577,3.27715,6.164765,6.743569,7.313685,6.173350,6.164765,0.000000,4.782839,4.645923,6.582000,239.733398,18.902576,5.871317,5.522372,20.426136,14.045274,15.777707
6.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.499496,108.740662,73.610504,97.593552,17.668482,1,0,0.573749,7.545811,6.177253,20.160570,0,0,18.893551,0,14.046236,0,15.767429,8.102745,18.908062,8.158902,13.946998,8.583269,13.753562,9.251022,14.189937,8.842676,15.738977,10.328747,15.717079,10.522777,16.865978,0,-0.01995,0.00826,-0.02054,-0.01361,0.00895,-0.01286,0.00769,0.02365,0.74292,0.09601,3.27722,6.178369,6.751002,7.315764,6.185830,6.178369,0.000000,4.785043,4.642508,6.702918,239.732651,18.893551,5.878495,5.643297,20.425987,14.041089,15.767429
6.190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.217949,109.418915,73.727104,97.443390,17.669359,1,0,0.567892,7.680383,6.190455,20.160570,0,0,18.884523,0,14.046236,0,15.757152,8.103217,18.897707,8.160705,13.942294,8.589414,13.748345,9.254842,14.191007,8.850352,15.742656,10.334420,15.715051,10.528407,16.864876,0,-0.01025,0.01313,-0.02027,-0.01396,0.00703,-0.01280,0.00258,-0.04691,0.76633,0.09602,3.27728,6.191972,6.758347,7.317843,6.198309,6.191972,0.000000,4.787247,4.639092,6.823834,239.731903,18.884523,5.885673,5.764222,20.425838,14.036905,15.757152
6.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.936401,110.097160,73.843712,97.293221,17.670235,1,0,0.560635,7.814956,6.204862,20.160570,0,0,18.875496,0,14.046236,0,15.746873,8.103688,18.887350,8.162507,13.937591,8.595557,13.743130,9.258662,14.192077,8.858027,15.746334,10.340095,15.713021,10.534039,16.863775,0,-0.01546,0.00221,-0.01832,-0.01274,0.00801,-0.01096,0.00689,0.01062,0.78990,0.09586,3.27728,6.205575,6.765497,7.319922,6.210788,6.205575,0.000000,4.789451,4.635677,6.944752,239.731171,18.875496,5.892850,5.885147,20.425688,14.032721,15.746873
6.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.630417,110.750832,73.974152,97.188377,17.671709,1,0,0.552419,7.922472,6.219902,20.160570,0,0,18.865389,0,14.046236,0,15.736035,8.104590,18.877539,8.164710,13.933295,8.601680,13.738511,9.260985,14.193487,8.865450,15.749800,10.346664,15.712140,10.540448,16.863924,0,-0.01438,0.00687,-0.02571,-0.01498,0.00798,-0.01144,0.00571,-0.00033,0.83100,0.09592,3.27735,6.219877,6.772321,7.322025,6.222581,6.219877,0.000000,4.791642,4.631771,7.062368,239.732117,18.865389,5.900902,6.002765,20.425640,14.028965,15.736035
6.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.242622,111.322205,74.150940,97.235245,17.675188,1,0,0.542085,7.939406,6.236339,20.160570,0,0,18.851667,0,14.046236,0,15.723324,8.106932,18.869556,8.168254,13.930370,8.607731,13.735892,9.258298,14.196038,8.872020,15.752553,10.356234,15.715101,10.549467,16.868263,0,-0.01921,0.01332,-0.01818,-0.01469,0.00763,-0.01415,0.00258,-0.01775,0.85192,0.09615,3.27766,6.236517,6.778425,7.324206,6.232073,6.236517,0.000000,4.793790,4.626219,7.168932,239.738724,18.851667,5.911881,6.109314,20.425926,14.026644,15.723324
6.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.854820,111.893578,74.327721,97.282104,17.678665,1,0,0.531480,7.956342,6.252894,20.160570,0,0,18.837946,0,14.046236,0,15.710612,8.109274,18.861572,8.171799,13.927444,8.613781,13.733274,9.255610,14.198589,8.878590,15.755305,10.365803,15.718062,10.558486,16.872601,0,-0.01926,0.00219,-0.02040,-0.01270,0.00975,-0.01004,0.00844,0.04212,0.87506,0.09631,3.27777,6.253158,6.784374,7.326387,6.241566,6.253158,0.000000,4.795938,4.620668,7.275496,239.745331,18.837946,5.922859,6.215863,20.426214,14.024323,15.710612
6.195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.467026,112.464951,74.504501,97.328972,17.682144,1,0,0.520273,7.973277,6.269710,20.160570,0,0,18.824224,0,14.046236,0,15.697901,8.111615,18.853590,8.175343,13.924520,8.619832,13.730657,9.252923,14.201140,8.885159,15.758059,10.375372,15.721023,10.567505,16.876940,0,-0.01757,0.00464,-0.01945,-0.01418,0.00886,-0.01436,-0.00102,-0.00201,0.89652,0.09623,3.27724,6.269798,6.789983,7.328568,6.251058,6.269798,0.000000,4.798086,4.615117,7.382060,239.751938,18.824224,5.933837,6.322412,20.426502,14.022002,15.697901
6.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120.088081,112.992149,74.719307,97.402092,17.683838,1,0,0.509683,7.990526,6.285996,20.160570,0,0,18.813009,0,14.046236,0,15.685855,8.113867,18.844553,8.178518,13.922019,8.625383,13.727768,9.252142,14.203206,8.891760,15.759909,10.383512,15.722028,10.576100,16.879292,0,-0.02247,0.00085,-0.01922,-0.01340,0.00830,-0.01042,0.00386,0.00542,0.91545,0.09615,3.27691,6.285687,6.795680,7.330748,6.260673,6.285687,0.000000,4.800202,4.609362,7.483562,239.752762,18.813009,5.944333,6.423919,20.426422,14.018072,15.685855
6.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.738785,113.371452,75.061417,97.563095,17.679562,1,0,0.500455,8.008824,6.301116,20.160570,0,0,18.810192,0,14.046236,0,15.676043,8.115815,18.831993,8.180457,13.920938,8.629264,13.723976,9.257745,14.203647,8.898458,15.758735,10.386868,15.716482,10.583277,16.874998,0,-0.01452,-0.00481,-0.01520,-0.01490,0.00727,-0.01150,0.00413,0.00119,0.93728,0.09653,3.27729,6.299062,6.801570,7.332922,6.270696,6.299062,0.000000,4.802208,4.602924,7.568120,239.734222,18.810192,5.953211,6.508544,20.425110,14.008754,15.676043
6.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.389481,113.750755,75.403526,97.724106,17.675285,1,0,0.492351,8.027122,6.315229,20.160570,0,0,18.807375,0,14.046236,0,15.666230,8.117764,18.819433,8.182397,13.919859,8.633143,13.720183,9.263348,14.204087,8.905157,15.757562,10.390224,15.710937,10.590453,16.870705,0,-0.02483,0.00744,-0.02328,-0.01309,0.00920,-0.01029,0.00707,0.00613,0.95452,0.09672,3.27745,6.312438,6.807581,7.335096,6.280718,6.312438,0.000000,4.804214,4.596488,7.652676,239.715683,18.807375,5.962090,6.593169,20.423800,13.999435,15.666230
6.199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.040184,114.130058,75.745636,97.885109,17.671009,1,0,0.486728,8.045422,6.327127,20.160570,0,0,18.804556,0,14.046236,0,15.656418,8.119713,18.806873,8.184336,13.918778,8.637024,13.716392,9.268950,14.204528,8.911856,15.756388,10.393579,15.705391,10.597631,16.866409,0,-0.00882,0.00545,-0.01619,-0.01335,0.00900,-0.01129,0.00498,0.01783,0.98016,0.09655,3.27684,6.325813,6.813856,7.337270,6.290741,6.325813,0.000000,4.806220,4.590050,7.737233,239.697144,18.804556,5.970968,6.677794,20.422487,13.990117,15.656418
6.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.851021,114.380836,76.084648,98.011284,17.667006,1,0,0.482414,8.062554,6.337812,20.160570,0,0,18.799582,0,14.046236,0,15.646214,8.121629,18.795794,8.185382,13.918386,8.639763,13.713428,9.272560,14.203648,8.918827,15.754247,10.398442,15.700980,10.604579,16.862225,0,-0.01649,0.00222,-0.02238,-0.01319,0.00781,-0.01268,0.00779,-0.00064,1.01210,0.09638,3.27642,6.337781,6.820226,7.339569,6.300931,6.337781,0.000000,4.808237,4.583965,7.815280,239.669403,18.799582,5.978783,6.755954,20.420307,13.982197,15.645810
6.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.197952,114.201363,76.413315,98.020844,17.663912,1,0,0.480987,8.075787,6.345821,20.160570,0,0,18.787384,0,14.046236,0,15.634702,8.123437,18.789663,8.183439,13.920296,8.638680,13.713240,9.269498,14.198346,8.926715,15.748866,10.408353,15.700369,10.610767,16.858400,0,-0.01754,0.00956,-0.02408,-0.01434,0.00909,-0.01323,-0.00389,-0.07066,1.03234,0.09693,3.27665,6.345041,6.826808,7.342286,6.311682,6.345041,0.000000,4.810289,4.579058,7.871537,239.610916,18.787384,5.983040,6.812475,20.415211,13.978960,15.632544
6.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.544884,114.021881,76.741982,98.030403,17.660816,1,0,0.480081,8.089019,6.353396,20.160570,0,0,18.775185,0,14.046236,0,15.623190,8.125246,18.783533,8.181497,13.922206,8.637599,13.713052,9.266437,14.193045,8.934602,15.743485,10.418262,15.699757,10.616955,16.854576,0,-0.01589,-0.00143,-0.01924,-0.01370,0.00933,-0.00921,0.00626,0.04962,1.05059,0.09715,3.27688,6.352301,6.833477,7.345003,6.322432,6.352301,0.000000,4.812341,4.574151,7.927794,239.552429,18.775185,5.987296,6.868996,20.410116,13.975723,15.619276
6.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.891823,113.842407,77.070648,98.039963,17.657722,1,0,0.480324,8.102251,6.360015,20.160570,0,0,18.762987,0,14.046236,0,15.611677,8.127054,18.777403,8.179554,13.924116,8.636517,13.712864,9.263374,14.187743,8.942490,15.738105,10.428173,15.699144,10.623143,16.850754,0,-0.01857,0.01100,-0.01637,-0.01268,0.00817,-0.01357,0.00333,-0.00122,1.06209,0.09700,3.27710,6.359561,6.840340,7.347720,6.333182,6.359561,0.000000,4.814393,4.569244,7.984051,239.493942,18.762987,5.991553,6.925517,20.405020,13.972486,15.606009
6.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.700348,113.340828,77.364349,98.034271,17.651560,1,0,0.480188,8.107200,6.367121,20.160570,0,0,18.750214,0,14.046236,0,15.602409,8.127945,18.770254,8.179477,13.927758,8.637566,13.714915,9.262901,14.181873,8.949819,15.732395,10.437187,15.697369,10.628808,16.846045,0,0.02701,-0.00176,-0.02504,-0.01129,0.00867,-0.01179,0.00530,0.00481,1.08707,0.09698,3.27720,6.367345,6.847310,7.350159,6.344612,6.367345,0.000000,4.816532,4.564648,8.033603,239.346832,18.750214,5.996668,6.975742,20.392056,13.969601,15.596196
6.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.054237,111.760895,77.541008,97.977524,17.635126,1,0,0.479214,8.084414,6.375301,20.160570,0,0,18.735523,0,14.046236,0,15.600654,8.125765,18.759701,8.185640,13.937199,8.645752,13.724464,9.271092,14.174101,8.955281,15.725587,10.443204,15.691694,10.632721,16.838369,0,-0.01188,0.02355,-0.01639,-0.01436,0.00835,-0.01329,0.00649,-0.00208,1.10428,0.09742,3.27682,6.376884,6.854515,7.351669,6.358321,6.376884,0.000000,4.818959,4.561092,8.060709,238.903015,18.735523,6.004658,7.004888,20.352743,13.967886,15.597952
6.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.408119,110.180969,77.717659,97.920776,17.618692,1,0,0.477689,8.061627,6.384264,20.160570,0,0,18.720833,0,14.046236,0,15.598899,8.123585,18.749147,8.191805,13.946639,8.653937,13.734014,9.279284,14.166329,8.960744,15.718779,10.449222,15.686021,10.636634,16.830696,0,-0.01577,0.00582,-0.01601,-0.01383,0.00691,-0.01186,0.00465,0.01529,1.12197,0.09749,3.27649,6.386422,6.861953,7.353179,6.372029,6.386422,0.000000,4.821386,4.557536,8.087815,238.459198,18.720833,6.012648,7.034033,20.313431,13.966172,15.599707
6.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.762001,108.601036,77.894310,97.864021,17.602259,1,0,0.474949,8.038841,6.394955,20.160570,0,0,18.706142,0,14.046236,0,15.597144,8.121405,18.738594,8.197968,13.956079,8.662124,13.743563,9.287477,14.158558,8.966207,15.711970,10.455238,15.680347,10.640547,16.823021,0,-0.02134,-0.00709,-0.02262,-0.01224,0.00822,-0.01148,0.00929,0.00122,1.15295,0.09738,3.27633,6.395961,6.869905,7.354689,6.385738,6.395961,0.000000,4.823814,4.553980,8.114922,238.015366,18.706142,6.020638,7.063179,20.274118,13.964458,15.601461
6.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.340561,106.881790,78.020813,97.733910,17.587709,1,0,0.471766,8.016258,6.406369,20.160570,0,0,18.691765,0,14.046914,0,15.592823,8.120710,18.727757,8.203959,13.969695,8.669508,13.759723,9.295054,14.151365,8.971581,15.705860,10.461019,15.674781,10.644448,16.814754,0,-0.01316,0.00978,-0.02003,-0.01329,0.00814,-0.01172,0.00568,0.00303,1.16881,0.09767,3.27628,6.406234,6.878135,7.356166,6.399917,6.406234,0.000000,4.826254,4.550670,8.137955,237.638641,18.691765,6.029595,7.087940,20.240805,13.968594,15.599440
6.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.671295,104.696152,77.979431,97.358177,17.579470,1,0,0.467605,7.994359,6.419376,20.160570,0,0,18.678438,0,14.049860,0,15.579911,8.124988,18.715969,8.209363,13.997289,8.674210,13.798013,9.300578,14.146112,8.976659,15.702087,10.466006,15.669571,10.648314,16.804508,0,-0.01708,0.00757,-0.02002,-0.01514,0.00831,-0.01317,0.00493,0.00926,1.18844,0.09797,3.27659,6.418965,6.886981,7.357532,6.415668,6.418965,0.000000,4.828734,4.548183,8.147350,237.486526,18.678438,6.041790,7.098022,20.227571,13.992314,15.584772
6.210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.002029,102.510506,77.938049,96.982452,17.571230,1,0,0.463437,7.972459,6.432225,20.160570,0,0,18.665110,0,14.052807,0,15.566998,8.129265,18.704180,8.214768,14.024882,8.678910,13.836304,9.306102,14.140859,8.981737,15.698315,10.470993,15.664361,10.652180,16.794262,0,-0.01758,0.00235,-0.01999,-0.01447,0.00833,-0.01128,0.00276,0.03267,1.20057,0.09800,3.27669,6.431696,6.895662,7.358897,6.431419,6.431696,0.000000,4.831215,4.545696,8.156746,237.334412,18.665110,6.053986,7.108105,20.214336,14.016035,15.570106
6.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.332748,100.324867,77.896667,96.606720,17.562990,1,0,0.459251,7.950559,6.444728,20.160570,0,0,18.651783,0,14.055753,0,15.554087,8.133542,18.692390,8.220173,14.052476,8.683612,13.874595,9.311625,14.135606,8.986815,15.694542,10.475981,15.659151,10.656045,16.784016,0,-0.01644,0.00472,-0.01702,-0.01455,0.00807,-0.01304,0.00449,-0.00107,1.21679,0.09787,3.27608,6.444427,6.903979,7.360262,6.447170,6.444427,0.000000,4.833695,4.543209,8.166142,237.182297,18.651783,6.066181,7.118186,20.201103,14.039757,15.555438
