"Time","38 FLy (cm)","52 LDS cle","v2 L COP","v3 xCoM","v1 R COP","51 RDS cle","40 FRy (cm)","36 HRy (cm)","34 HLy (cm)","42a CoMy (cm)","42 CoMy (cm)","3 Platform","2 Trdml","50 L marks","49 R marks","48 lHL swon","47 lFL swoff","46 rHL swon","45 rFL swoff","44 miry (cm)","43 mirx (cm)","41 CoMx (cm)","39 FRx (cm)","35 HRx (cm)","37 FLx (cm)","33a HLx (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","1 Synch"
1.011,5.330775,0,0.000000,4.871596,0.000000,0,3.699146,3.466295,5.752304,0.592316,4.840366,-1.48796,0.10079,0,0,0,0,0,0,7.521013,0.923817,17.078465,18.214994,14.152020,18.245241,-9.738854,15.822889,150.529968,0,48.933872,79.875381,85.328331,8.588043,19.260363,8.593301,15.291079,9.203069,15.264634,10.173285,14.191191,10.278286,15.988046,11.834259,15.615381,11.999910,16.685772,0,0.00134,0.00333,0.00318,0.00339,0.00051,0.00087,0.00164,0.00109,3.21615
1.012,5.329911,0,0.000000,4.864288,0.000000,0,3.699882,3.472728,5.753592,0.444504,4.840685,-1.48796,0.09906,0,0,0,0,0,0,7.518785,0.933809,17.073711,18.205153,14.178602,18.269936,-9.754585,15.813291,154.305511,0,51.695683,79.446198,85.259422,8.578579,19.226414,8.592637,15.313009,9.455774,14.899861,10.185876,14.196498,10.282206,15.993877,11.837191,15.617065,12.004351,16.686850,0,0.00132,0.00334,0.00331,0.00339,0.00051,0.00087,0.00162,0.00109,3.21554
1.013,5.329084,0,0.000000,4.857157,0.000000,0,3.700566,3.479836,5.753455,0.312054,4.840792,-1.48712,0.09771,0,0,0,0,0,0,7.519331,0.936881,17.070366,18.195335,14.205391,18.294193,-9.771123,15.803585,157.115814,0,53.040035,79.346046,85.089088,8.580122,19.191166,8.653244,15.331170,9.600884,14.699568,10.186380,14.205498,10.287071,16.002472,11.840431,15.619172,12.008830,16.688410,0,0.00137,0.00336,0.00339,0.00328,0.00053,0.00087,0.00164,0.00107,3.21508
1.014,5.328308,0,0.000000,4.850554,0.000000,0,3.701179,3.487870,5.751368,0.200645,4.840607,-1.48880,0.09854,0,0,0,0,0,0,7.523678,0.930475,17.068949,18.185549,14.232465,18.317854,-9.788766,15.793734,158.604080,0,52.442940,79.696571,84.779839,8.596742,19.154137,8.797774,15.344168,9.598626,14.724558,10.170332,14.219558,10.293230,16.014851,11.844097,15.621857,12.013363,16.690626,0,0.00157,0.00331,0.00330,0.00329,0.00053,0.00086,0.00170,0.00115,3.21538
1.015,5.327532,0,0.000000,4.844239,0.000000,0,3.701791,3.495903,5.749280,0.089237,4.840422,-1.48758,0.09896,0,0,0,0,0,0,7.528026,0.924069,17.067532,18.175762,14.259539,18.341516,-9.806409,15.783882,160.092331,0,51.845844,80.047089,84.470581,8.613361,19.117107,8.942304,15.357164,9.596367,14.749547,10.154283,14.233618,10.299390,16.027231,11.847763,15.624541,12.017896,16.692844,0,0.00167,0.00323,0.00334,0.00325,0.00053,0.00085,0.00166,0.00136,3.21556
1.016,5.326756,0,0.000000,4.838781,0.000000,0,3.702404,3.503937,5.747193,-0.022172,4.840237,-1.48811,0.09850,0,0,0,0,0,0,7.532372,0.917663,17.066114,18.165977,14.286613,18.365177,-9.824052,15.774031,161.580582,0,51.248749,80.397614,84.161331,8.629980,19.080076,9.086834,15.370162,9.594108,14.774537,10.138233,14.247678,10.305550,16.039610,11.851428,15.627226,12.022429,16.695063,0,0.00177,0.00315,0.00335,0.00332,0.00053,0.00085,0.00169,0.00145,3.21511
1.017,5.325985,0,0.000000,4.833686,0.000000,0,3.701946,3.512294,5.746067,-0.111789,4.839999,-1.48598,0.09986,0,0,0,0,0,0,7.531436,0.917320,17.063751,18.156191,14.314079,18.388462,-9.841595,15.764199,161.979355,0,50.688984,80.848358,83.731529,8.638410,19.067110,9.157044,15.387512,9.582918,14.808716,10.115263,14.264614,10.311750,16.053213,11.853993,15.627796,12.026022,16.695509,0,0.00197,0.00313,0.00339,0.00311,0.00053,0.00085,0.00171,0.00142,3.21476
1.018,5.325222,0,0.000000,4.829678,0.000000,0,3.700021,3.521096,5.746258,-0.171560,4.839688,-1.48849,0.10179,0,0,0,0,0,0,7.523264,0.925279,17.060097,18.146402,14.342084,18.411234,-9.858999,15.754396,160.885880,0,50.180351,81.436386,83.136604,8.635620,19.087103,9.125462,15.410827,9.559495,14.855481,10.082813,14.285491,10.318007,16.068487,11.855051,15.625469,12.028330,16.693527,0,0.00215,0.00302,0.00316,0.00307,0.00053,0.00083,0.00154,0.00138,3.21499
1.019,5.324459,0,0.000000,4.825978,0.000000,0,3.698096,3.529898,5.746449,-0.231331,4.839377,-1.48582,0.10141,0,0,0,0,0,0,7.515092,0.933239,17.056442,18.136616,14.370088,18.434004,-9.876404,15.744594,159.792404,0,49.671715,82.024406,82.541687,8.632832,19.107094,9.093880,15.434140,9.536073,14.902246,10.050364,14.306367,10.324265,16.083763,11.856108,15.623143,12.030637,16.691547,0,0.00228,0.00293,0.00310,0.00309,0.00053,0.00084,0.00148,0.00137,3.21519
1.020,5.323696,0,0.000000,4.823204,0.000000,0,3.696171,3.538700,5.746640,-0.291102,4.839066,-1.48758,0.10002,0,0,0,0,0,0,7.506920,0.941199,17.052788,18.126829,14.398092,18.456776,-9.893808,15.734790,158.698929,0,49.163082,82.612434,81.946770,8.630042,19.127087,9.062297,15.457454,9.512650,14.949011,10.017915,14.327244,10.330523,16.099037,11.857165,15.620817,12.032945,16.689566,0,0.00232,0.00273,0.00309,0.00312,0.00053,0.00079,0.00155,0.00131,3.21527
1.021,5.322939,0,0.000000,4.820668,0.000000,0,3.695184,3.547035,5.746503,-0.333795,4.838683,-1.48796,0.10082,0,0,0,0,0,0,7.502900,0.945309,17.047901,18.117090,14.426236,18.478725,-9.912734,15.724901,158.417526,0,49.018723,82.992950,81.408218,8.626902,19.145735,9.042956,15.483705,9.495257,14.982154,9.993408,14.345510,10.336159,16.112425,11.857889,15.618423,12.034773,16.687649,0,0.00232,0.00276,0.00297,0.00307,0.00053,0.00076,0.00160,0.00134,3.21531
1.022,5.322189,0,0.000000,4.818844,0.000000,0,3.695483,3.554732,5.745920,-0.353097,4.838200,-1.48773,0.10201,0,0,0,0,0,0,7.504566,0.944146,17.041330,18.107420,14.454572,18.499554,-9.933744,15.714893,159.248398,0,49.373295,83.089256,80.946869,8.623279,19.162546,9.040382,15.513979,9.486122,14.996640,9.979782,14.360203,10.340946,16.123230,11.858157,15.615934,12.035946,16.685822,0,0.00230,0.00292,0.00282,0.00289,0.00055,0.00076,0.00158,0.00130,3.21516
1.023,5.321440,0,0.000000,4.817208,0.000000,0,3.695782,3.562429,5.745336,-0.372399,4.837717,-1.48758,0.10126,0,0,0,0,0,0,7.506232,0.942983,17.034760,18.097748,14.482906,18.520382,-9.954756,15.704885,160.079254,0,49.727867,83.185555,80.485519,8.619656,19.179356,9.037807,15.544252,9.476988,15.011127,9.966156,14.374895,10.345733,16.134033,11.858424,15.613446,12.037118,16.683992,0,0.00231,0.00271,0.00270,0.00284,0.00055,0.00076,0.00167,0.00128,3.21500
1.024,5.320690,0,0.000000,4.816139,0.000000,0,3.696081,3.570125,5.744752,-0.391701,4.837234,-1.48651,0.09981,0,0,0,0,0,0,7.507898,0.941820,17.028187,18.088078,14.511242,18.541208,-9.975766,15.694878,160.910110,0,50.082439,83.281860,80.024178,8.616033,19.196167,9.035233,15.574527,9.467853,15.025612,9.952530,14.389587,10.350520,16.144838,11.858692,15.610958,12.038291,16.682163,0,0.00228,0.00247,0.00259,0.00267,0.00053,0.00077,0.00169,0.00127,3.21485
1.025,5.319983,0,0.000000,4.815227,0.000000,0,3.696763,3.576203,5.744645,-0.399319,4.836697,-1.48773,0.10012,0,0,0,0,0,0,7.509239,0.941993,17.024181,18.078447,14.539268,18.561134,-9.991958,15.684855,161.381439,0,50.349422,83.352242,79.609680,8.615047,19.225370,9.036355,15.592025,9.458017,15.042980,9.939725,14.403911,10.354951,16.155252,11.858516,15.608422,12.039841,16.680941,0,0.00232,0.00256,0.00262,0.00264,0.00054,0.00074,0.00169,0.00126,3.21479
1.026,5.319335,0,0.000000,4.814787,0.000000,0,3.697970,3.580063,5.745191,-0.390932,4.836086,-1.48865,0.10091,0,0,0,0,0,0,7.510132,0.943995,17.023689,18.068876,14.566874,18.579824,-10.001549,15.674812,161.360352,0,50.496433,83.387108,79.259354,8.617671,19.271549,9.042537,15.592025,9.447223,15.064297,9.928047,14.417727,10.358893,16.165131,11.857732,15.605820,12.041906,16.680548,0,0.00230,0.00229,0.00270,0.00247,0.00054,0.00076,0.00162,0.00127,3.21525
1.027,5.318686,0,0.000000,4.814514,0.000000,0,3.699178,3.583923,5.745737,-0.382545,4.835474,-1.48743,0.10023,0,0,0,0,0,0,7.511026,0.945996,17.023197,18.059305,14.594478,18.598515,-10.011141,15.664768,161.339249,0,50.643444,83.421974,78.909027,8.620296,19.317726,9.048719,15.592025,9.436428,15.085612,9.916368,14.431543,10.362836,16.175011,11.856949,15.603218,12.043972,16.680155,0,0.00231,0.00214,0.00271,0.00245,0.00053,0.00076,0.00143,0.00126,3.21569
1.028,5.318037,0,0.000000,4.814740,0.000000,0,3.700385,3.587783,5.746283,-0.374158,4.834864,-1.48949,0.09906,0,0,0,0,0,0,7.511919,0.947998,17.022703,18.049734,14.622083,18.617203,-10.020732,15.654725,161.318146,0,50.790455,83.456841,78.558701,8.622921,19.363905,9.054902,15.592025,9.425633,15.106929,9.904691,14.445359,10.366778,16.184889,11.856165,15.600616,12.046038,16.679762,0,0.00228,0.00183,0.00265,0.00221,0.00053,0.00074,0.00138,0.00121,3.21599
1.029,5.317415,0,0.000000,4.815130,0.000000,0,3.702921,3.592522,5.745546,-0.358988,4.834404,-1.48773,0.09954,0,0,0,0,0,0,7.512418,0.947505,17.019152,18.040215,14.649055,18.634926,-10.026940,15.644690,160.630173,0,50.629974,83.535690,78.239807,8.621883,19.345188,9.056871,15.592025,9.418119,15.130563,9.891398,14.459714,10.370008,16.194769,11.854626,15.598388,12.047580,16.678827,0,0.00223,0.00167,0.00244,0.00217,0.00052,0.00073,0.00134,0.00119,3.21614
1.030,5.316828,0,0.000000,4.816012,0.000000,0,3.707277,3.598464,5.743053,-0.334528,4.834150,-1.48857,0.10028,0,0,0,0,0,0,7.512376,0.943595,17.011408,18.030766,14.675165,18.651325,-10.028515,15.634664,159.028809,0,50.048332,83.674782,77.963951,8.615830,19.237587,9.053072,15.592025,9.415099,15.157372,9.875896,14.474804,10.372259,16.204651,11.852051,15.596671,12.048405,16.677149,0,0.00224,0.00166,0.00223,0.00214,0.00054,0.00073,0.00136,0.00118,3.21545
1.031,5.316241,0,0.000000,4.816998,0.000000,0,3.711632,3.604407,5.740560,-0.310068,4.833898,-1.48674,0.09976,0,0,0,0,0,0,7.512333,0.939685,17.003664,18.021315,14.701274,18.667723,-10.030089,15.624639,157.427444,0,49.466686,83.813881,77.688103,8.609777,19.129986,9.049272,15.592025,9.412079,15.184181,9.860394,14.489895,10.374512,16.214533,11.849476,15.594954,12.049231,16.675470,0,0.00222,0.00166,0.00217,0.00212,0.00055,0.00073,0.00147,0.00117,3.21490
1.032,5.315655,0,0.000000,4.818291,0.000000,0,3.715988,3.610349,5.738067,-0.285607,4.833644,-1.48613,0.09876,0,0,0,0,0,0,7.512291,0.935775,16.995920,18.011866,14.727384,18.684122,-10.031665,15.614613,155.826080,0,48.885044,83.952972,77.412247,8.603724,19.022383,9.045471,15.592025,9.409059,15.210991,9.844893,14.504986,10.376764,16.224415,11.846901,15.593237,12.050056,16.673792,0,0.00222,0.00163,0.00204,0.00206,0.00056,0.00073,0.00156,0.00117,3.21505
1.033,5.315077,0,0.000000,4.819635,0.000000,0,3.718058,3.618114,5.736733,-0.256873,4.833397,-1.48697,0.09945,0,0,0,0,0,0,7.511242,0.934602,16.992903,18.002436,14.752614,18.699806,-10.027483,15.604516,155.435501,0,48.576717,84.164619,77.043343,8.602202,18.953350,9.045015,15.592025,9.403884,15.234684,9.826233,14.522463,10.380020,16.234777,11.844304,15.590250,12.050459,16.670855,0,0.00213,0.00155,0.00191,0.00200,0.00055,0.00071,0.00155,0.00116,3.21509
1.034,5.314511,0,0.000000,4.821133,0.000000,0,3.716998,3.628376,5.736989,-0.222285,4.833158,-1.48933,0.10022,0,0,0,0,0,0,7.508814,0.937176,16.996363,17.993032,14.776642,18.714512,-10.015418,15.594323,156.703262,0,48.642746,84.475639,76.546989,8.606887,18.937143,9.049139,15.592025,9.395760,15.254111,9.803249,14.543208,10.384651,16.245804,11.841679,15.585526,12.050286,16.666193,0,0.00191,0.00151,0.00191,0.00198,0.00054,0.00068,0.00150,0.00106,3.21456
1.035,5.313944,0,0.000000,4.822695,0.000000,0,3.715938,3.638637,5.737245,-0.187697,4.832919,-1.48727,0.09971,0,0,0,0,0,0,7.506386,0.939751,16.999823,17.983629,14.800670,18.729218,-10.003353,15.584129,157.971024,0,48.708775,84.786659,76.050629,8.611571,18.920937,9.053263,15.592025,9.387634,15.273539,9.780266,14.563953,10.389282,16.256828,11.839053,15.580801,12.050113,16.661531,0,0.00183,0.00150,0.00184,0.00196,0.00053,0.00068,0.00148,0.00088,3.21416
1.036,5.313378,0,0.000000,4.824452,0.000000,0,3.714878,3.648899,5.737501,-0.153109,4.832679,-1.48743,0.09897,0,0,0,0,0,0,7.503958,0.942325,17.003283,17.974226,14.824697,18.743923,-9.991287,15.573936,159.238785,0,48.774803,85.097679,75.554276,8.616257,18.904730,9.057387,15.592025,9.379510,15.292966,9.757282,14.584700,10.393912,16.267853,11.836428,15.576077,12.049940,16.656870,0,0.00176,0.00147,0.00184,0.00195,0.00052,0.00069,0.00145,0.00078,3.21447
1.037,5.312819,0,0.000000,4.826283,0.000000,0,3.714152,3.655648,5.737442,-0.115836,4.832506,-1.48758,0.09952,0,0,0,0,0,0,7.502348,0.943735,17.002359,17.964884,14.847963,18.758055,-9.976737,15.563866,160.948059,0,48.604015,85.312531,75.137016,8.620042,18.892305,9.069203,15.604393,9.376966,15.308890,9.738910,14.603223,10.397758,16.278194,11.833809,15.572826,12.049503,16.652626,0,0.00164,0.00144,0.00181,0.00220,0.00052,0.00067,0.00140,0.00076,3.21468
1.038,5.312268,0,0.000000,4.828335,0.000000,0,3.713882,3.657588,5.736954,-0.074885,4.832422,-1.48651,0.09999,0,0,0,0,0,0,7.501860,0.943551,16.995432,17.955627,14.870185,18.771399,-9.958781,15.553962,163.262070,0,48.108864,85.395653,74.828110,8.622595,18.885063,9.091558,15.633700,9.382063,15.320019,9.726853,14.618703,10.400529,16.287601,11.831198,15.571595,12.048705,16.648958,0,0.00142,0.00141,0.00183,0.00220,0.00055,0.00066,0.00140,0.00075,3.21446
1.039,5.311718,0,0.000000,4.830417,0.000000,0,3.713613,3.659527,5.736465,-0.033934,4.832338,-1.48735,0.09928,0,0,0,0,0,0,7.501372,0.943366,16.988506,17.946371,14.892406,18.784744,-9.940825,15.544058,165.576065,0,47.613708,85.478775,74.519196,8.625148,18.877819,9.113911,15.663009,9.387161,15.331147,9.714797,14.634184,10.403299,16.297007,11.828588,15.570364,12.047907,16.645290,0,0.00130,0.00139,0.00180,0.00228,0.00055,0.00063,0.00137,0.00071,3.21432
1.040,5.311167,0,0.000000,4.832586,0.000000,0,3.713343,3.661466,5.735976,0.007017,4.832254,-1.48827,0.09839,0,0,0,0,0,0,7.500884,0.943181,16.981581,17.937115,14.914628,18.798090,-9.922870,15.534154,167.890060,0,47.118557,85.561905,74.210289,8.627701,18.870575,9.136264,15.692316,9.392259,15.342275,9.702741,14.649664,10.406070,16.306414,11.825976,15.569132,12.047109,16.641623,0,0.00127,0.00140,0.00184,0.00221,0.00054,0.00063,0.00127,0.00070,3.21471
1.041,5.310634,0,0.000000,4.834754,0.000000,0,3.713462,3.660891,5.736003,0.047710,4.832244,-1.48857,0.09844,0,0,0,0,0,0,7.499193,0.942734,16.976904,17.927643,14.936428,18.810698,-9.904806,15.524281,168.952438,0,46.510139,85.673172,74.048668,8.628549,18.862814,9.150038,15.716053,9.393862,15.356718,9.690838,14.659799,10.405865,16.311657,11.822065,15.567101,12.045214,16.637024,0,0.00122,0.00132,0.00184,0.00217,0.00054,0.00064,0.00122,0.00068,3.21504
1.042,5.310124,0,0.000000,4.836920,0.000000,0,3.714111,3.656874,5.736740,0.088050,4.832336,-1.48964,0.09825,0,0,0,0,0,0,7.495854,0.941928,16.975309,17.917873,14.957649,18.822296,-9.886598,15.514448,168.300507,0,45.746586,85.822983,74.088783,8.627061,18.854347,9.152060,15.732159,9.390678,15.375700,9.679144,14.662613,10.401584,16.311199,11.816372,15.563975,12.041818,16.631153,0,0.00120,0.00109,0.00179,0.00212,0.00054,0.00064,0.00133,0.00067,3.21512
1.043,5.309615,0,0.000000,4.839132,0.000000,0,3.714761,3.652857,5.737475,0.128390,4.832429,-1.48697,0.09693,0,0,0,0,0,0,7.492516,0.941121,16.973715,17.908104,14.978871,18.833895,-9.868388,15.504616,167.648560,0,44.983028,85.972801,74.128899,8.625573,18.845879,9.154082,15.748264,9.387495,15.394683,9.667450,14.665426,10.397304,16.310741,11.810678,15.560849,12.038422,16.625284,0,0.00117,0.00106,0.00167,0.00209,0.00054,0.00064,0.00136,0.00068,3.21512
1.044,5.309105,0,0.000000,4.841484,0.000000,0,3.715410,3.648839,5.738211,0.168730,4.832521,-1.48880,0.09668,0,0,0,0,0,0,7.489178,0.940315,16.972120,17.898335,15.000093,18.845491,-9.850179,15.494782,166.996628,0,44.219475,86.122612,74.169022,8.624086,18.837410,9.156104,15.764371,9.384312,15.413665,9.655756,14.668241,10.393023,16.310286,11.804985,15.557724,12.035026,16.619413,0,0.00119,0.00106,0.00163,0.00204,0.00055,0.00065,0.00148,0.00068,3.21474
1.045,5.308661,0,0.000000,4.843919,0.000000,0,3.715340,3.646730,5.738883,0.211455,4.832703,-1.48628,0.09862,0,0,0,0,0,0,7.488220,0.937665,16.968597,17.888626,15.021217,18.856318,-9.832632,15.484981,167.065826,0,43.889751,86.203072,74.026558,8.624013,18.830545,9.155741,15.788893,9.379553,15.433584,9.644299,14.678744,10.392494,16.315739,11.800360,15.555779,12.032899,16.614668,0,0.00112,0.00094,0.00159,0.00196,0.00055,0.00066,0.00148,0.00069,3.21440
1.046,5.308306,0,0.000000,4.846606,0.000000,0,3.714283,3.647235,5.739467,0.257447,4.833008,-1.48880,0.09940,0,0,0,0,0,0,7.490521,0.932492,16.962433,17.879002,15.042209,18.866083,-9.815992,15.475219,168.122742,0,44.154228,86.188545,73.634010,8.625878,18.825878,9.152108,15.824942,9.372639,15.454786,9.633165,14.699781,10.397104,16.329287,11.797196,15.555454,12.032511,16.611464,0,0.00112,0.00088,0.00148,0.00196,0.00055,0.00065,0.00148,0.00068,3.21433
1.047,5.307951,0,0.000000,4.849337,0.000000,0,3.713226,3.647739,5.740051,0.303440,4.833313,-1.48613,0.09913,0,0,0,0,0,0,7.492823,0.927318,16.956268,17.869379,15.063201,18.875849,-9.799353,15.465458,169.179657,0,44.418705,86.174011,73.241470,8.627744,18.821211,9.148476,15.860991,9.365725,15.475989,9.622031,14.720819,10.401714,16.342834,11.794034,15.555128,12.032123,16.608259,0,0.00113,0.00077,0.00144,0.00191,0.00056,0.00065,0.00150,0.00066,3.21434
1.048,5.307596,0,0.000000,4.852196,0.000000,0,3.712170,3.648244,5.740635,0.349432,4.833618,-1.48758,0.10079,0,0,0,0,0,0,7.495124,0.922144,16.950104,17.859755,15.084192,18.885614,-9.782713,15.455697,170.236572,0,44.683186,86.159485,72.848930,8.629609,18.816544,9.144843,15.897040,9.358810,15.497191,9.610897,14.741857,10.406324,16.356382,11.790872,15.554803,12.031734,16.605055,0,0.00110,0.00075,0.00137,0.00187,0.00055,0.00065,0.00148,0.00066,3.21479
1.049,5.307323,0,0.000000,4.855052,0.000000,0,3.712233,3.649259,5.739627,0.394501,4.833990,-1.48743,0.10299,0,0,0,0,0,0,7.497905,0.920506,16.945929,17.850300,15.105030,18.894741,-9.770659,15.445917,170.246689,0,44.593742,86.322983,72.491760,8.631701,18.809814,9.140011,15.929840,9.353448,15.519514,9.596109,14.759794,10.409455,16.365292,11.787401,15.552196,12.030404,16.601763,0,0.00111,0.00075,0.00148,0.00192,0.00055,0.00066,0.00148,0.00066,3.21514
1.050,5.307163,0,0.000000,4.857895,0.000000,0,3.713828,3.650973,5.736437,0.438306,4.834455,-1.48788,0.10329,0,0,0,0,0,0,7.501340,0.923710,16.944479,17.841072,15.125656,18.902988,-9.764888,15.436110,168.823013,0,44.019547,86.730324,72.183052,8.634104,18.800261,9.133536,15.958188,9.350211,15.543373,9.576318,14.773486,10.410562,16.367846,11.783510,15.546464,12.027786,16.598351,0,0.00111,0.00075,0.00148,0.00196,0.00054,0.00065,0.00146,0.00068,3.21491
1.051,5.307003,0,0.000000,4.860713,0.000000,0,3.715424,3.652687,5.733248,0.482110,4.834920,-1.48582,0.10268,0,0,0,0,0,0,7.504776,0.926914,16.943029,17.831846,15.146281,18.911236,-9.759116,15.426304,167.399353,0,43.445351,87.137665,71.874336,8.636505,18.790707,9.127063,15.986536,9.346974,15.567232,9.556526,14.787178,10.411667,16.370399,11.779619,15.540731,12.025167,16.594940,0,0.00110,0.00076,0.00146,0.00191,0.00053,0.00066,0.00130,0.00067,3.21471
1.052,5.306844,0,0.000000,4.863455,0.000000,0,3.717020,3.654401,5.730059,0.525915,4.835385,-1.48796,0.10352,0,0,0,0,0,0,7.508212,0.930118,16.941580,17.822618,15.166907,18.919485,-9.753345,15.416497,165.975677,0,42.871155,87.545006,71.565628,8.638907,18.781151,9.120588,16.014883,9.343738,15.591091,9.536735,14.800870,10.412773,16.372953,11.775728,15.534999,12.022549,16.591528,0,0.00111,0.00077,0.00145,0.00193,0.00052,0.00067,0.00132,0.00067,3.21463
1.053,5.306700,0,0.000000,4.866170,0.000000,0,3.718620,3.654808,5.727174,0.567596,4.835903,-1.48849,0.10451,0,0,0,0,0,0,7.510859,0.932950,16.939390,17.813309,15.187201,18.926985,-9.749956,15.406743,162.829315,0,42.584873,87.857819,71.278038,8.639594,18.772499,9.082327,16.040401,9.337895,15.610093,9.518473,14.814002,10.413120,16.375769,11.770717,15.529156,12.019368,16.587097,0,0.00109,0.00078,0.00142,0.00196,0.00052,0.00066,0.00132,0.00066,3.21461
1.054,5.306579,0,0.000000,4.868804,0.000000,0,3.720225,3.653425,5.724706,0.606369,4.836493,-1.48773,0.10377,0,0,0,0,0,0,7.512426,0.935270,16.936184,17.803885,15.207041,18.933460,-9.749832,15.397062,157.323410,0,42.692940,88.041161,71.019386,8.637932,18.765083,9.000529,16.062042,9.328485,15.622445,9.502306,14.826368,10.412428,16.378944,11.764169,15.523161,12.015417,16.581274,0,0.00109,0.00079,0.00133,0.00197,0.00052,0.00066,0.00132,0.00064,3.21483
1.055,5.306458,0,0.000000,4.871451,0.000000,0,3.721830,3.652041,5.722238,0.645141,4.837083,-1.48720,0.10256,0,0,0,0,0,0,7.513994,0.937591,16.932978,17.794458,15.226880,18.939938,-9.749708,15.387382,151.817505,0,42.801006,88.224503,70.760735,8.636270,18.757668,8.918731,16.083685,9.319077,15.634796,9.486139,14.838735,10.411736,16.382118,11.757621,15.517166,12.011467,16.575449,0,0.00105,0.00078,0.00125,0.00189,0.00055,0.00066,0.00133,0.00063,3.21500
1.056,5.306336,0,0.000000,4.874142,0.000000,0,3.723435,3.650658,5.719770,0.683914,4.837674,-1.48720,0.10246,0,0,0,0,0,0,7.515561,0.939912,16.929771,17.785034,15.246719,18.946413,-9.749583,15.377701,146.311600,0,42.909073,88.407845,70.502083,8.634607,18.750252,8.836932,16.105326,9.309667,15.647147,9.469972,14.851101,10.411043,16.385292,11.751073,15.511170,12.007516,16.569624,0,0.00100,0.00078,0.00121,0.00177,0.00055,0.00066,0.00132,0.00061,3.21485
1.057,5.306166,0,0.000000,4.876861,0.000000,0,3.725102,3.649415,5.717784,0.720303,4.838404,-1.48880,0.10202,0,0,0,0,0,0,7.517437,0.939015,16.928123,17.775511,15.266199,18.952168,-9.750912,15.368036,142.702560,0,42.756371,88.543228,70.452133,8.634333,18.744501,8.789482,16.119028,9.304501,15.658465,9.458721,14.856888,10.408701,16.385788,11.745815,15.507085,12.004856,16.564638,0,0.00090,0.00078,0.00121,0.00157,0.00054,0.00067,0.00132,0.00061,3.21487
1.058,5.305929,0,0.000000,4.879663,0.000000,0,3.726854,3.648362,5.716457,0.753426,4.839325,-1.48727,0.10048,0,0,0,0,0,0,7.519737,0.933712,16.928606,17.765850,15.285187,18.956930,-9.754230,15.358393,141.691574,0,42.246502,88.612923,70.688042,8.635960,18.741030,8.789078,16.121859,9.305146,15.668369,9.454203,14.853663,10.404099,16.382616,11.742327,15.505615,12.003963,16.560804,0,0.00088,0.00077,0.00119,0.00148,0.00052,0.00066,0.00131,0.00062,3.21578
1.059,5.305691,0,0.000000,4.882398,0.000000,0,3.728606,3.647310,5.715130,0.786548,4.840247,-1.48712,0.09940,0,0,0,0,0,0,7.522037,0.928408,16.929090,17.756189,15.304175,18.961695,-9.757548,15.348749,140.680573,0,41.736629,88.682625,70.923950,8.637587,18.737558,8.788672,16.124687,9.305792,15.678272,9.449684,14.850439,10.399496,16.379444,11.738838,15.504145,12.003070,16.556969,0,0.00086,0.00078,0.00118,0.00130,0.00052,0.00066,0.00141,0.00062,3.21648
1.060,5.305454,0,0.000000,4.884927,0.000000,0,3.730359,3.646257,5.713803,0.819671,4.841168,-1.48613,0.10104,0,0,0,0,0,0,7.524336,0.923104,16.929573,17.746529,15.323163,18.966457,-9.760866,15.339106,139.669586,0,41.226761,88.752319,71.159859,8.639214,18.734087,8.788268,16.127518,9.306437,15.688176,9.445166,14.847214,10.394894,16.376270,11.735349,15.502674,12.002176,16.553133,0,0.00085,0.00075,0.00114,0.00132,0.00052,0.00068,0.00147,0.00060,3.21602
1.061,5.305233,0,0.000000,4.887311,0.000000,0,3.731684,3.644228,5.714723,0.845780,4.842082,-1.48636,0.10184,0,0,0,0,0,0,7.523759,0.923909,16.928362,17.736839,15.341798,18.970589,-9.763803,15.329355,138.392349,0,40.777210,89.067841,71.211853,8.639689,18.729731,8.786643,16.132427,9.305391,15.699484,9.432809,14.853725,10.392600,16.376076,11.731976,15.500868,12.000457,16.548510,0,0.00083,0.00074,0.00111,0.00130,0.00052,0.00065,0.00146,0.00058,3.21555
1.062,5.305037,0,0.000000,4.889256,0.000000,0,3.732426,3.640860,5.718719,0.862283,4.842986,-1.49002,0.10153,0,0,0,0,0,0,7.519243,0.933079,16.924828,17.727108,15.359950,18.973854,-9.766216,15.319459,136.750427,0,40.410282,89.720062,71.011963,8.638588,18.724161,8.783344,16.140190,9.302028,15.712714,9.409719,14.873571,10.393467,16.379957,11.728761,15.498600,11.997605,16.542807,0,0.00082,0.00074,0.00109,0.00136,0.00051,0.00064,0.00134,0.00059,3.21502
