"Time","v3 L COP","47 R marks","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42a CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","v2 R COP","49 RDS cle","39 FRx (cm)","38 FLy (cm)","36 HRy (cm)","35a HRx (cm)","35 HRx (cm)","50 LDS cle","48 L marks","37a FLx (cm)","37 FLx (cm)","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","42 CoMy (cm)","v1 xCoM","3 Platform","2 Trdml","1 Synch","24a toex (cm)"
1.359,0.000000,0,0,0,7.103255,0.933904,-0.313579,16.426779,3.564675,20.197075,0.000000,0,17.996305,5.306819,3.553668,-10.878370,14.334814,0,0,-9.719617,17.788422,6.237721,12.046882,12.856790,159.806183,0,47.130604,99.342087,79.510109,7.956296,18.469727,7.881565,14.934768,7.910108,14.292481,8.252885,13.474526,8.996249,15.113857,10.444796,14.724362,10.525778,15.739686,0,0.00074,0.00067,0.00066,0.00293,0.00082,0.00073,0.00071,0.00066,4.623567,4.606651,-1.48622,0.10801,3.27774,14.934768
1.360,0.000000,0,0,0,7.102656,0.930085,-0.278936,16.423721,3.564245,19.809568,0.000000,0,18.015888,5.306129,3.555369,-10.861860,14.323948,0,0,-9.732026,17.778614,6.243502,12.435193,12.869359,159.986252,0,47.106712,99.338104,79.570160,7.952956,18.483765,7.883019,14.926349,7.912319,14.285721,8.250596,13.474496,8.996295,15.112762,10.444256,14.721102,10.527862,15.736675,0,0.00075,0.00066,0.00065,0.00294,0.00083,0.00073,0.00071,0.00064,4.623119,4.607909,-1.48586,0.10913,3.27774,14.926349
1.361,0.000000,0,0,0,7.101913,0.926006,-0.243896,16.420788,3.563796,19.422077,0.000000,0,18.035353,5.305486,3.557371,-10.845309,14.313088,0,0,-9.743967,17.768806,6.250124,12.825181,12.882021,160.186737,0,47.052284,99.338097,79.643570,7.949306,18.496414,7.884772,14.918672,7.914742,14.279705,8.248397,13.474334,8.996357,15.111567,10.443774,14.717908,10.530127,15.733756,0,0.00073,0.00065,0.00066,0.00304,0.00084,0.00072,0.00071,0.00063,4.622684,4.609241,-1.48469,0.10856,3.27770,14.918672
1.362,0.000000,0,0,0,7.101170,0.921928,-0.208856,16.417854,3.563346,19.034588,0.000000,0,18.054815,5.304844,3.559373,-10.828759,14.302228,0,0,-9.755908,17.758997,6.256745,13.215169,12.894682,160.387222,0,46.997852,99.338089,79.716980,7.945657,18.509064,7.886525,14.910995,7.917164,14.273689,8.246199,13.474173,8.996419,15.110373,10.443293,14.714715,10.532392,15.730837,0,0.00074,0.00065,0.00066,0.00310,0.00085,0.00072,0.00070,0.00063,4.622248,4.610800,-1.48604,0.10922,3.27748,14.910995
1.363,0.000000,0,0,0,7.100427,0.917850,-0.173816,16.414921,3.562896,18.647099,0.000000,0,18.074280,5.304202,3.561374,-10.812209,14.291368,0,0,-9.767849,17.749189,6.263367,13.605158,12.907344,160.587708,0,46.943424,99.338081,79.790382,7.942008,18.521715,7.888278,14.903317,7.919587,14.267673,8.243999,13.474010,8.996481,15.109178,10.442810,14.711521,10.534657,15.727918,0,0.00075,0.00068,0.00067,0.00311,0.00086,0.00072,0.00069,0.00064,4.621813,4.612441,-1.48617,0.10914,3.27733,14.903317
1.364,0.000000,0,0,0,7.096787,0.919881,-0.132734,16.410664,3.558719,18.268616,0.000000,0,18.092007,5.303902,3.562115,-10.786494,14.280612,0,0,-9.766514,17.739439,6.259309,14.018284,12.921657,161.309891,0,46.706696,99.129875,80.178864,7.917607,18.639008,7.882358,14.878148,7.921568,14.254729,8.248250,13.459786,8.990867,15.099336,10.438118,14.705102,10.534476,15.721299,0,0.00076,0.00069,0.00070,0.00309,0.00082,0.00071,0.00067,0.00064,4.621616,4.614336,-1.48611,0.10716,3.27764,14.878148
1.365,0.000000,0,0,0,7.092930,0.922370,-0.091197,16.406309,3.554261,17.890812,0.000000,0,18.109606,5.303627,3.562760,-10.760089,14.269865,0,0,-9.764179,17.729694,6.254448,14.433152,12.936093,162.071350,0,46.456249,98.905998,80.591057,7.891644,18.764175,7.875861,14.851662,7.923516,14.241264,8.252985,13.444503,8.984825,15.088843,10.433108,14.698441,10.534112,15.714403,0,0.00077,0.00070,0.00068,0.00301,0.00078,0.00071,0.00064,0.00064,4.621437,4.616294,-1.48451,0.10487,3.27789,14.851662
1.366,0.000000,0,0,0,7.089073,0.924860,-0.049660,16.401953,3.549803,17.513008,0.000000,0,18.127203,5.303353,3.563406,-10.733685,14.259117,0,0,-9.761845,17.719948,6.249586,14.848021,12.950530,162.832794,0,46.205803,98.682121,81.003242,7.865682,18.889345,7.869363,14.825175,7.925464,14.227799,8.257721,13.429220,8.978784,15.078351,10.428099,14.691778,10.533747,15.707506,0,0.00077,0.00072,0.00067,0.00295,0.00077,0.00070,0.00063,0.00064,4.621258,4.618448,-1.48588,0.10613,3.27789,14.825175
1.367,0.000000,0,0,0,7.085215,0.927350,-0.008123,16.397598,3.545346,17.135204,0.000000,0,18.144800,5.303079,3.564051,-10.707279,14.248370,0,0,-9.759510,17.710203,6.244725,15.262889,12.964967,163.594254,0,45.955357,98.458244,81.415436,7.839718,19.014513,7.862866,14.798689,7.927412,14.214334,8.262456,13.413938,8.972742,15.067859,10.423089,14.685117,10.533382,15.700609,0,0.00074,0.00074,0.00066,0.00273,0.00077,0.00071,0.00062,0.00059,4.621078,4.620640,-1.48454,0.10757,3.27785,14.798689
1.368,0.000000,0,0,0,7.090668,0.925655,0.037243,16.395657,3.551957,16.753197,0.000000,0,18.161222,5.303090,3.564532,-10.683637,14.237723,0,0,-9.753009,17.700367,6.238182,15.691910,12.980816,163.673401,0,45.864052,97.996925,81.491821,7.845605,19.003914,7.862512,14.787681,7.930073,14.212038,8.273283,13.405261,8.971603,15.064136,10.421620,14.680152,10.534386,15.697533,0,0.00073,0.00072,0.00068,0.00269,0.00078,0.00069,0.00062,0.00058,4.621020,4.622949,-1.48615,0.10760,3.27754,14.787681
1.369,0.000000,0,0,0,7.096822,0.923645,0.082898,16.393898,3.559401,16.370872,0.000000,0,18.177555,5.303122,3.565001,-10.660203,14.227083,0,0,-9.746194,17.690525,6.231513,16.121998,12.996770,163.701187,0,45.784725,97.517731,81.542938,7.853889,18.983095,7.862620,14.777838,7.932787,14.210581,8.284569,13.397082,8.970834,15.060922,10.420418,14.675315,10.535493,15.694743,0,0.00073,0.00072,0.00068,0.00273,0.00081,0.00072,0.00061,0.00057,4.620970,4.625297,-1.48518,0.10919,3.27732,14.777838
1.370,0.000000,0,0,0,7.102975,0.921635,0.128553,16.392139,3.566845,15.988549,0.000000,0,18.193888,5.303154,3.565470,-10.636768,14.216444,0,0,-9.739379,17.680681,6.224844,16.552084,13.012725,163.728973,0,45.705399,97.038536,81.594048,7.862173,18.962276,7.862728,14.767995,7.935502,14.209125,8.295854,13.388904,8.970063,15.057709,10.419216,14.670478,10.536599,15.691954,0,0.00073,0.00072,0.00067,0.00277,0.00082,0.00073,0.00059,0.00058,4.620920,4.627766,-1.48474,0.11013,3.27755,14.767995
1.371,0.000000,0,0,0,7.109129,0.919625,0.174207,16.390381,3.574289,15.606225,0.000000,0,18.210222,5.303185,3.565938,-10.613334,14.205805,0,0,-9.732564,17.670839,6.218175,16.982172,13.028680,163.756775,0,45.626072,96.559349,81.645157,7.870457,18.941458,7.862835,14.758151,7.938216,14.207668,8.307139,13.380724,8.969294,15.054495,10.418014,14.665641,10.537706,15.689165,0,0.00074,0.00075,0.00067,0.00305,0.00082,0.00073,0.00059,0.00058,4.620870,4.630289,-1.48544,0.10883,3.27767,14.758151
1.372,0.000000,0,0,0,7.111259,0.922133,0.222010,16.383503,3.580072,15.222256,0.000000,0,18.225334,5.303001,3.563454,-10.589373,14.195159,0,0,-9.728207,17.661142,6.214399,17.410282,13.046524,163.041901,0,45.886433,96.369392,81.952370,7.870293,18.945105,7.861839,14.744645,7.936305,14.190289,8.312323,13.369261,8.965370,15.046542,10.414896,14.660744,10.537993,15.684466,0,0.00074,0.00074,0.00066,0.00319,0.00083,0.00074,0.00060,0.00059,4.621129,4.632974,-1.48477,0.10671,3.27721,14.744645
1.373,0.000000,0,0,0,7.113087,0.924981,0.269974,16.376242,3.585731,14.838163,0.000000,0,18.240356,5.302800,3.560748,-10.565372,14.184512,0,0,-9.724034,17.651457,6.210841,17.838243,13.064509,162.271133,0,46.172367,96.201210,82.278854,7.869492,18.950592,7.860760,14.730864,7.934046,14.171713,8.317046,13.357550,8.961209,15.038232,10.411633,14.655843,10.538219,15.679625,0,0.00071,0.00073,0.00064,0.00319,0.00082,0.00074,0.00059,0.00058,4.621411,4.635728,-1.48679,0.10553,3.27682,14.730864
1.374,0.000000,0,0,0,7.114915,0.927829,0.317939,16.368980,3.591388,14.454071,0.000000,0,18.255377,5.302600,3.558041,-10.541370,14.173866,0,0,-9.719862,17.641771,6.207283,18.266205,13.082496,161.500381,0,46.458298,96.033028,82.605347,7.868691,18.956079,7.859681,14.717081,7.931787,14.153136,8.321771,13.345839,8.957049,15.029922,10.408371,14.650942,10.538445,15.674783,0,0.00071,0.00074,0.00063,0.00322,0.00081,0.00074,0.00059,0.00058,4.621693,4.638695,-1.48503,0.10557,3.27682,14.717081
1.375,0.000000,0,0,0,7.116743,0.930676,0.365903,16.361719,3.597047,14.069979,0.000000,0,18.270399,5.302399,3.555335,-10.517370,14.163219,0,0,-9.715690,17.632086,6.203724,18.694166,13.100482,160.729614,0,46.744228,95.864845,82.931831,7.867891,18.961569,7.858601,14.703300,7.929528,14.134560,8.326494,13.334128,8.952888,15.021613,10.405108,14.646041,10.538671,15.669941,0,0.00071,0.00074,0.00064,0.00331,0.00080,0.00072,0.00059,0.00057,4.621975,4.641745,-1.48602,0.10579,3.27681,14.703300
1.376,0.000000,0,0,0,7.118546,0.926096,0.417390,16.359781,3.606888,13.680907,0.000000,0,18.283873,5.301542,3.557419,-10.494649,14.152843,0,0,-9.719454,17.622501,6.203760,19.093760,13.120044,160.294403,0,47.056805,95.937744,83.165764,7.864153,18.979248,7.858360,14.687533,7.929142,14.117857,8.328519,13.326505,8.952073,15.015043,10.405379,14.643768,10.540033,15.667057,0,0.00072,0.00074,0.00064,0.00331,0.00080,0.00071,0.00059,0.00056,4.622584,4.645043,-1.48686,0.10819,3.27674,14.687533
1.377,0.000000,0,0,0,7.120348,0.920956,0.469142,16.358246,3.617045,13.291461,0.000000,0,18.297232,5.300635,3.559864,-10.472024,14.142488,0,0,-9.723815,17.612925,6.204067,19.491219,13.139725,159.884445,0,47.371384,96.028786,83.392723,7.860195,18.997847,7.858182,14.671618,7.928898,14.101295,8.330339,13.319189,8.951509,15.008604,10.405915,14.641694,10.541481,15.664321,0,0.00073,0.00076,0.00064,0.00332,0.00082,0.00071,0.00060,0.00056,4.623217,4.648390,-1.48716,0.11030,3.27677,14.671618
1.378,0.000000,0,0,0,7.122150,0.915817,0.520893,16.356710,3.627201,12.902014,0.000000,0,18.310589,5.299727,3.562308,-10.449399,14.132132,0,0,-9.728176,17.603346,6.204374,19.888678,13.159406,159.474487,0,47.685963,96.119827,83.619682,7.856237,19.016445,7.858005,14.655703,7.928654,14.084734,8.332161,13.311873,8.950946,15.002165,10.406451,14.639620,10.542929,15.661584,0,0.00072,0.00076,0.00064,0.00330,0.00081,0.00072,0.00061,0.00055,4.623851,4.651889,-1.48745,0.10993,3.27738,14.655703
1.379,0.000000,0,0,0,7.123951,0.910677,0.572645,16.355175,3.637357,12.512568,0.000000,0,18.323948,5.298820,3.564753,-10.426774,14.121776,0,0,-9.732537,17.593769,6.204680,20.286137,13.179086,159.064545,0,48.000542,96.210876,83.846649,7.852279,19.035044,7.857827,14.639787,7.928410,14.068172,8.333982,13.304558,8.950381,14.995727,10.406988,14.637546,10.544376,15.658848,0,0.00070,0.00076,0.00065,0.00339,0.00073,0.00070,0.00059,0.00054,4.624485,4.655396,-1.48682,0.10850,3.27782,14.639787
1.380,0.000000,0,0,0,7.125429,0.909061,0.625845,16.350458,3.644886,12.117272,0.000000,0,18.335592,5.299453,3.563020,-10.409050,14.111364,0,0,-9.750331,17.584034,6.199674,20.643990,13.200392,158.272476,0,48.476490,96.025032,83.935158,7.853446,19.041557,7.857842,14.614176,7.925724,14.055094,8.337900,13.300098,8.948669,14.993276,10.405305,14.635208,10.543891,15.654166,0,0.00069,0.00078,0.00065,0.00336,0.00071,0.00069,0.00059,0.00055,4.625167,4.658926,-1.48622,0.10765,3.27736,14.614176
1.381,0.000000,0,0,0,7.126882,0.907710,0.679154,16.345501,3.652218,11.721537,0.000000,0,18.347107,5.300200,3.560972,-10.391695,14.100948,0,0,-9.769136,17.574287,6.194268,20.998859,13.221820,157.451660,0,48.964584,95.818352,84.013252,7.854999,19.047161,7.857872,14.587835,7.922854,14.042277,8.341976,13.295854,8.946872,14.991125,10.403456,14.632851,10.543261,15.649338,0,0.00068,0.00079,0.00065,0.00322,0.00072,0.00067,0.00059,0.00055,4.625854,4.662468,-1.48611,0.10624,3.27695,14.587835
1.382,0.000000,0,0,0,7.128335,0.906359,0.732463,16.340544,3.659549,11.325802,0.000000,0,18.358622,5.300949,3.558925,-10.374340,14.090532,0,0,-9.787942,17.564541,6.188861,21.353731,13.243248,156.630829,0,49.452679,95.611671,84.091347,7.856552,19.052765,7.857901,14.561495,7.919985,14.029461,8.346053,13.291609,8.945073,14.988975,10.401607,14.630492,10.542630,15.644510,0,0.00068,0.00078,0.00068,0.00309,0.00074,0.00067,0.00059,0.00054,4.626540,4.666049,-1.48484,0.10553,3.27680,14.561495
1.383,0.000000,0,0,0,7.129788,0.905007,0.785772,16.335587,3.666880,10.930066,0.000000,0,18.370136,5.301696,3.556877,-10.356985,14.080116,0,0,-9.806747,17.554796,6.183455,21.708601,13.264676,155.810013,0,49.940773,95.404991,84.169434,7.858105,19.058367,7.857931,14.535153,7.917116,14.016644,8.350129,13.287364,8.943274,14.986824,10.399757,14.628135,10.542000,15.639682,0,0.00066,0.00075,0.00068,0.00311,0.00075,0.00068,0.00060,0.00057,4.627226,4.669666,-1.48565,0.10821,3.27673,14.535153
1.384,0.000000,0,0,0,7.131332,0.903772,0.839499,16.328388,3.674411,10.544947,0.000000,0,18.380322,5.301689,3.557253,-10.339921,14.069786,0,0,-9.835280,17.544931,6.178380,22.018780,13.287088,154.924332,0,50.249069,95.365974,84.130371,7.858539,19.062803,7.861420,14.521083,7.915458,14.005056,8.350095,13.282879,8.942114,14.982734,10.398590,14.624019,10.540209,15.636003,0,0.00065,0.00074,0.00066,0.00297,0.00075,0.00070,0.00060,0.00057,4.628164,4.673389,-1.48421,0.11127,3.27711,14.521083
1.385,0.000000,0,0,0,7.132883,0.902546,0.893257,16.321020,3.681957,10.160625,0.000000,0,18.390406,5.301624,3.557812,-10.322879,14.059464,0,0,-9.864547,17.535059,6.173332,22.325596,13.309575,154.033768,0,50.543831,95.339584,84.082489,7.858889,19.067150,7.865170,14.507935,7.913891,13.993561,8.349751,13.278376,8.941002,14.978498,10.397474,14.619770,10.538331,15.632409,0,0.00067,0.00074,0.00067,0.00305,0.00075,0.00070,0.00062,0.00058,4.629121,4.677163,-1.48583,0.11129,3.27747,14.507935
1.386,0.000000,0,0,0,7.134434,0.901320,0.947015,16.313654,3.689503,9.776305,0.000000,0,18.400492,5.301559,3.558370,-10.305838,14.049140,0,0,-9.893812,17.525187,6.168283,22.632410,13.332062,153.143204,0,50.838589,95.313187,84.034607,7.859238,19.071499,7.868919,14.494787,7.912325,13.982066,8.349406,13.273872,8.939889,14.974262,10.396358,14.615521,10.536452,15.628816,0,0.00066,0.00073,0.00067,0.00311,0.00074,0.00069,0.00063,0.00057,4.630078,4.681092,-1.49342,0.10964,3.27770,14.494787
1.387,0.000000,0,0,0,7.135985,0.900093,1.000774,16.306286,3.697049,9.391984,0.000000,0,18.410576,5.301495,3.558928,-10.288795,14.038817,0,0,-9.923079,17.515314,6.163233,22.939226,13.354548,152.252640,0,51.133350,95.286789,83.986717,7.859588,19.075846,7.872669,14.481639,7.910758,13.970571,8.349062,13.269369,8.938777,14.970027,10.395243,14.611273,10.534575,15.625222,0,0.00065,0.00071,0.00066,0.00300,0.00075,0.00070,0.00068,0.00057,4.631035,4.685080,-1.48527,0.10880,3.27780,14.481639
1.388,0.000000,0,0,0,7.134147,0.899763,1.055798,16.304499,3.703417,9.031601,0.000000,0,18.419334,5.302676,3.560050,-10.270012,14.028601,0,0,-9.952945,17.505449,6.165888,23.194365,13.378016,151.947723,0,51.540833,95.220360,83.691681,7.860733,19.076448,7.873075,14.463725,7.911008,13.960959,8.351262,13.266335,8.942290,14.966536,10.398051,14.604970,10.534507,15.622484,0,0.00066,0.00072,0.00065,0.00298,0.00076,0.00072,0.00070,0.00060,4.632277,4.689245,-1.48585,0.10716,3.27719,14.463725
1.389,0.000000,0,0,0,7.132054,0.899500,1.110917,16.303131,3.709696,8.673019,0.000000,0,18.427994,5.303951,3.561214,-10.251098,14.018393,0,0,-9.982856,17.495586,6.169123,23.445612,13.401557,151.686890,0,51.956802,95.150909,83.378036,7.861938,19.076769,7.873230,14.445454,7.911395,13.951489,8.353654,13.263412,8.946153,14.963099,10.401156,14.598512,10.534575,15.619810,0,0.00066,0.00072,0.00066,0.00292,0.00074,0.00071,0.00070,0.00059,4.633542,4.693439,-1.48633,0.10490,3.27676,14.445454
1.390,0.000000,0,0,0,7.129961,0.899236,1.166037,16.301762,3.715975,8.314438,0.000000,0,18.436651,5.305226,3.562378,-10.232183,14.008184,0,0,-10.012768,17.485722,6.172358,23.696861,13.425097,151.426041,0,52.372768,95.081467,83.064392,7.863143,19.077089,7.873385,14.427181,7.911782,13.942020,8.356046,13.260489,8.950014,14.959664,10.404261,14.592054,10.534643,15.617137,0,0.00066,0.00072,0.00067,0.00281,0.00074,0.00069,0.00074,0.00058,4.634807,4.697722,-1.48519,0.10625,3.27729,14.427181
1.391,0.000000,0,0,0,7.127867,0.898973,1.221156,16.300394,3.722255,7.955856,0.000000,0,18.445311,5.306502,3.563543,-10.213268,13.997976,0,0,-10.042679,17.475857,6.175593,23.948109,13.448639,151.165207,0,52.788738,95.012016,82.750755,7.864348,19.077410,7.873539,14.408909,7.912169,13.932550,8.358438,13.257566,8.953876,14.956228,10.407365,14.585597,10.534712,15.614463,0,0.00065,0.00070,0.00067,0.00246,0.00075,0.00068,0.00074,0.00057,4.636071,4.701997,-1.48510,0.10920,3.27772,14.408909
1.392,0.000000,0,0,0,7.127223,0.900587,1.273795,16.292583,3.727766,7.624372,0.000000,0,18.452402,5.305194,3.565140,-10.191638,13.987704,0,0,-10.068535,17.465614,6.176528,24.126894,13.473190,151.599136,0,52.677013,95.006752,82.675941,7.865375,19.082901,7.873981,14.402344,7.914951,13.927827,8.358764,13.253176,8.954855,14.951609,10.408168,14.580285,10.534582,15.608572,0,0.00064,0.00069,0.00065,0.00233,0.00074,0.00070,0.00074,0.00058,4.637474,4.706247,-1.48560,0.10982,3.27756,14.402344
1.393,0.000000,0,0,0,7.126689,0.902343,1.326247,16.284286,3.733220,7.294927,0.000000,0,18.459377,5.303693,3.566771,-10.169803,13.977427,0,0,-10.094086,17.455341,6.177290,24.300224,13.497818,152.085373,0,52.525566,95.006325,82.619110,7.866388,19.088781,7.874444,14.396661,7.917915,13.923460,8.358934,13.248675,8.955618,14.946900,10.408797,14.575059,10.534438,15.602439,0,0.00065,0.00069,0.00067,0.00250,0.00075,0.00070,0.00072,0.00057,4.638887,4.710495,-1.48430,0.10907,3.27736,14.396661
1.394,0.000000,0,0,0,7.126154,0.904099,1.378699,16.275991,3.738674,6.965482,0.000000,0,18.466351,5.302191,3.568401,-10.147967,13.967149,0,0,-10.119637,17.445070,6.178053,24.473555,13.522446,152.571609,0,52.374123,95.005890,82.562279,7.867402,19.094660,7.874907,14.390977,7.920878,13.919093,8.359105,13.244175,8.956380,14.942191,10.409428,14.569833,10.534294,15.596305,0,0.00064,0.00070,0.00068,0.00259,0.00074,0.00072,0.00073,0.00057,4.640300,4.714736,-1.48669,0.10952,3.27691,14.390977
1.395,0.000000,0,0,0,7.125619,0.905855,1.431151,16.267694,3.744128,6.636038,0.000000,0,18.473324,5.300689,3.570031,-10.126133,13.956871,0,0,-10.145187,17.434799,6.178815,24.646885,13.547073,153.057831,0,52.222675,95.005463,82.505440,7.868415,19.100540,7.875369,14.385293,7.923841,13.914726,8.359275,13.239674,8.957142,14.937483,10.410057,14.564607,10.534150,15.590172,0,0.00063,0.00071,0.00068,0.00254,0.00073,0.00072,0.00072,0.00056,4.641713,4.718990,-1.48576,0.10881,3.27657,14.385293
1.396,0.000000,0,0,0,7.125173,0.906882,1.479102,16.263351,3.752326,6.338577,0.000000,0,18.479219,5.301143,3.570209,-10.101770,13.946745,0,0,-10.158728,17.424520,6.176758,24.726835,13.572655,151.845856,0,52.673176,94.978554,82.715210,7.869960,19.101503,7.875864,14.373273,7.918805,13.903897,8.361172,13.232406,8.956076,14.931245,10.409460,14.560220,10.535783,15.583821,0,0.00063,0.00073,0.00070,0.00247,0.00073,0.00072,0.00073,0.00057,4.643363,4.723286,-1.48506,0.10643,3.27687,14.373273
1.397,0.000000,0,0,0,7.124732,0.907855,1.526713,16.259304,3.760731,6.043524,0.000000,0,18.485035,5.301744,3.570277,-10.077219,13.936630,0,0,-10.171364,17.414244,6.174489,24.799755,13.598309,150.506058,0,53.168983,94.949646,82.945045,7.871546,19.102097,7.876361,14.360776,7.913167,13.892583,8.363199,13.224928,8.954872,14.924891,10.408772,14.555896,10.537550,15.577454,0,0.00064,0.00073,0.00068,0.00247,0.00070,0.00072,0.00072,0.00056,4.645032,4.727561,-1.48664,0.10536,3.27713,14.360776
1.398,0.000000,0,0,0,7.124291,0.908828,1.574325,16.255257,3.769135,5.748471,0.000000,0,18.490849,5.302345,3.570345,-10.052667,13.926516,0,0,-10.184000,17.403965,6.172219,24.872677,13.623961,149.166260,0,53.664795,94.920746,83.174881,7.873131,19.102688,7.876859,14.348279,7.907530,13.881269,8.365226,13.217451,8.953669,14.918538,10.408083,14.551572,10.539317,15.571087,0,0.00062,0.00073,0.00070,0.00249,0.00069,0.00072,0.00071,0.00056,4.646700,4.731775,-1.48509,0.10820,3.27713,14.348279
1.399,0.000000,0,0,0,7.123851,0.909801,1.621937,16.251209,3.777540,5.453418,0.000000,0,18.496664,5.302946,3.570413,-10.028114,13.916401,0,0,-10.196636,17.393686,6.169950,24.945599,13.649614,147.826447,0,54.160603,94.891838,83.404709,7.874717,19.103281,7.877357,14.335781,7.901892,13.869953,8.367252,13.209974,8.952464,14.912185,10.407394,14.547248,10.541084,15.564719,0,0.00062,0.00072,0.00069,0.00236,0.00069,0.00073,0.00072,0.00056,4.648369,4.735920,-1.48615,0.10939,3.27709,14.335781
1.400,0.000000,0,0,0,7.126889,0.912260,1.657804,16.250177,3.784155,5.191578,0.000000,0,18.501680,5.301601,3.571813,-10.005794,13.906584,0,0,-10.204828,17.383591,6.164498,24.926811,13.675009,147.851288,0,54.005928,94.911385,83.574684,7.873972,19.109993,7.880630,14.325848,7.905706,13.860082,8.372925,13.198505,8.952263,14.902691,10.408531,14.543269,10.541456,15.561362,0,0.00064,0.00072,0.00067,0.00241,0.00069,0.00075,0.00072,0.00057,4.650166,4.739856,-1.48375,0.10909,3.27687,14.325848
1.401,0.000000,0,0,0,7.130190,0.914831,1.692787,16.249372,3.790635,4.932239,0.000000,0,18.506639,5.300110,3.573314,-9.983641,13.896789,0,0,-10.212686,17.373508,6.158807,24.901121,13.700383,147.978851,0,53.802292,94.934578,83.740150,7.873052,19.117167,7.884111,14.316107,7.910232,13.850319,8.378872,13.186736,8.952138,14.892960,10.409805,14.539316,10.541723,15.558231,0,0.00066,0.00071,0.00067,0.00257,0.00069,0.00076,0.00073,0.00058,4.651973,4.743702,-1.48566,0.10992,3.27680,14.316107
1.402,0.000000,0,0,0,7.133491,0.917401,1.727770,16.248568,3.797115,4.672899,0.000000,0,18.511597,5.298618,3.574814,-9.961487,13.886994,0,0,-10.220544,17.363426,6.153116,24.875433,13.725758,148.106400,0,53.598656,94.957771,83.905617,7.872131,19.124340,7.887594,14.306366,7.914757,13.840556,8.384818,13.174967,8.952012,14.883229,10.411079,14.535363,10.541990,15.555100,0,0.00067,0.00072,0.00064,0.00259,0.00069,0.00077,0.00072,0.00058,4.653780,4.747273,-1.48477,0.10975,3.27764,14.306366
1.403,0.000000,0,0,0,7.136791,0.919972,1.762753,16.247765,3.803595,4.413559,0.000000,0,18.516554,5.297127,3.576315,-9.939334,13.877199,0,0,-10.228401,17.353344,6.147425,24.849743,13.751132,148.233963,0,53.395023,94.980965,84.071083,7.871211,19.131514,7.891076,14.296625,7.919283,13.830793,8.390765,13.163198,8.951886,14.873498,10.412354,14.531410,10.542256,15.551970,0,0.00069,0.00072,0.00064,0.00257,0.00067,0.00075,0.00074,0.00056,4.655587,4.750748,-1.48565,0.10769,3.27827,14.296625
1.404,0.000000,0,0,0,7.125662,0.940642,1.782007,16.242622,3.807797,4.194768,0.000000,0,18.520317,5.298539,3.576504,-9.920789,13.867223,0,0,-10.232702,17.343014,6.150432,24.792130,13.775924,147.892471,0,53.322769,95.040062,84.453621,7.872534,19.137873,7.892973,14.292779,7.920805,13.819140,8.400713,13.145968,8.952332,14.859274,10.414923,14.526807,10.545093,15.548578,0,0.00070,0.00073,0.00065,0.00273,0.00068,0.00073,0.00074,0.00057,4.657520,4.753923,-1.48543,0.10515,3.27773,14.292779
1.405,0.000000,0,0,0,7.113446,0.962675,1.800077,16.237156,3.811828,3.979029,0.000000,0,18.523991,5.300169,3.576595,-9.902514,13.857234,0,0,-10.236735,17.332664,6.154093,24.732113,13.800672,147.515686,0,53.260403,95.101860,84.852493,7.874026,19.144169,7.894751,14.289376,7.922101,13.807346,8.410962,13.128329,8.952820,14.844712,10.417588,14.522155,10.548121,15.545167,0,0.00066,0.00073,0.00065,0.00281,0.00069,0.00073,0.00074,0.00056,4.659462,4.757003,-1.48758,0.10656,3.27725,14.289376
1.406,0.000000,0,0,0,7.101230,0.984708,1.818147,16.231689,3.815858,3.763290,0.000000,0,18.527662,5.301799,3.576685,-9.884241,13.847244,0,0,-10.240769,17.322317,6.157753,24.672096,13.825419,147.138901,0,53.198036,95.163666,85.251366,7.875518,19.150467,7.896529,14.285974,7.923397,13.795551,8.421211,13.110690,8.953308,14.830150,10.420254,14.517503,10.551150,15.541757,0,0.00067,0.00071,0.00065,0.00271,0.00068,0.00074,0.00073,0.00057,4.661406,4.759787,-1.48485,0.10805,3.27702,14.285974
1.407,0.000000,0,0,0,7.089014,1.006740,1.836217,16.226223,3.819889,3.547551,0.000000,0,18.531336,5.303430,3.576776,-9.865967,13.837255,0,0,-10.244802,17.311968,6.161415,24.612080,13.850167,146.762115,0,53.135670,95.225464,85.650238,7.877010,19.156765,7.898306,14.282572,7.924693,13.783757,8.431461,13.093051,8.953796,14.815588,10.422919,14.512851,10.554180,15.538345,0,0.00067,0.00073,0.00065,0.00269,0.00068,0.00075,0.00068,0.00058,4.663348,4.762480,-1.48689,0.10800,3.27682,14.282572
