"Time","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39 FRx (cm)","38 FLy (cm)","37 FLx (cm)","36 HRy (cm)","35 HRx (cm)","34 HLy (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","24a toex (cm)"
1.568,0,0,7.110564,0.944881,5.441253,15.477204,4.051120,16.963097,5.604030,16.661037,4.562595,13.553432,6.557260,14.781646,142.990280,0,70.331085,91.397987,75.492226,7.987352,17.454329,7.954134,14.003909,8.018900,13.303423,8.537996,12.732197,9.384320,14.320778,10.724976,13.648004,10.909843,14.507550,0,0.00081,0.00079,0.00062,0.00259,0.00070,0.00075,0.00072,0.00059,-1.48670,0.10763,3.27750,14.003909
1.569,0,0,7.108973,0.946831,5.439873,15.470462,4.053370,16.965967,5.603858,16.654568,4.565931,13.541009,6.558000,14.801414,142.524368,0,70.775238,91.276039,75.796921,7.992781,17.463013,7.953553,13.990294,8.021346,13.281266,8.541892,12.721696,9.382484,14.313353,10.724142,13.642569,10.911608,14.498070,0,0.00081,0.00079,0.00065,0.00244,0.00067,0.00074,0.00071,0.00058,-1.48629,0.11051,3.27713,13.990294
1.570,0,0,7.110264,0.948872,5.442284,15.465638,4.058356,16.967598,5.603473,16.646320,4.566521,13.530731,6.561132,14.815300,142.243851,0,70.918739,91.152184,75.774025,7.997501,17.465235,7.954543,13.979581,8.022905,13.268548,8.545447,12.713029,9.381341,14.307148,10.723525,13.637417,10.909239,14.489602,0,0.00080,0.00077,0.00066,0.00244,0.00065,0.00069,0.00070,0.00058,-1.48685,0.11100,3.27713,13.979581
1.571,0,0,7.112249,0.950936,5.445608,15.461276,4.064001,16.968929,5.603037,16.637644,4.566450,13.520968,6.564840,14.827769,142.007980,0,70.989876,91.027878,75.672272,8.002052,17.465902,7.955911,13.969566,8.024251,13.258101,8.548920,12.704803,9.380363,14.301237,10.722960,13.632334,10.905875,14.481378,0,0.00081,0.00077,0.00068,0.00247,0.00064,0.00071,0.00073,0.00059,-1.48626,0.10989,3.27713,13.969566
1.572,0,0,7.114234,0.953000,5.448932,15.456914,4.069645,16.970261,5.602601,16.628967,4.566380,13.511207,6.568549,14.840239,141.772095,0,71.061005,90.903564,75.570518,8.006603,17.466570,7.957279,13.959551,8.025597,13.247655,8.552392,12.696577,9.379386,14.295325,10.722395,13.627250,10.902512,14.473153,0,0.00082,0.00077,0.00067,0.00251,0.00064,0.00071,0.00074,0.00060,-1.48592,0.10952,3.27705,13.959551
1.573,0,0,7.116219,0.955064,5.452256,15.452552,4.075289,16.971592,5.602164,16.620291,4.566308,13.501445,6.572257,14.852708,141.536224,0,71.132141,90.779259,75.468765,8.011153,17.467237,7.958647,13.949536,8.026942,13.237208,8.555864,12.688351,9.378408,14.289414,10.721830,13.622167,10.899147,14.464929,0,0.00084,0.00075,0.00066,0.00240,0.00067,0.00072,0.00074,0.00058,-1.48665,0.10853,3.27698,13.949536
1.574,0,0,7.120129,0.956280,5.453002,15.447796,4.080828,16.976273,5.601894,16.608900,4.567310,13.492837,6.575633,14.856408,141.101059,0,71.251678,90.661209,75.589081,8.012513,17.469503,7.959196,13.940944,8.025630,13.224926,8.557002,12.678562,9.375538,14.281668,10.719253,13.615011,10.897986,14.457556,0,0.00084,0.00075,0.00068,0.00239,0.00064,0.00073,0.00076,0.00058,-1.48617,0.10593,3.27698,13.940944
1.575,0,0,7.124501,0.957291,5.453128,15.442945,4.086341,16.981762,5.601665,16.596859,4.568569,13.484507,6.578929,14.857998,140.617920,0,71.382866,90.544662,75.762848,8.013103,17.472153,7.959547,13.932693,8.023678,13.212201,8.557578,12.668396,9.372212,14.273480,10.716190,13.607357,10.897355,14.450388,0,0.00081,0.00075,0.00068,0.00240,0.00065,0.00075,0.00072,0.00058,-1.48545,0.10643,3.27699,13.932693
1.576,0,0,7.128873,0.958302,5.453254,15.438095,4.091854,16.987249,5.601436,16.584816,4.569829,13.476176,6.582225,14.859587,140.134781,0,71.514046,90.428123,75.936615,8.013695,17.474804,7.959898,13.924441,8.021725,13.199476,8.558154,12.658231,9.368886,14.265293,10.713129,13.599702,10.896724,14.443220,0,0.00084,0.00075,0.00069,0.00236,0.00066,0.00075,0.00069,0.00058,-1.48675,0.10972,3.27737,13.924441
1.577,0,0,7.133245,0.959314,5.453380,15.433245,4.097367,16.992739,5.601206,16.572775,4.571088,13.467847,6.585521,14.861176,139.651642,0,71.645233,90.311577,76.110382,8.014286,17.477453,7.960249,13.916190,8.019773,13.186751,8.558730,12.648066,9.365561,14.257106,10.710067,13.592048,10.896092,14.436052,0,0.00083,0.00074,0.00068,0.00240,0.00066,0.00076,0.00070,0.00058,-1.48770,0.11089,3.27774,13.916190
1.578,0,0,7.135099,0.956172,5.456262,15.427491,4.103207,16.989845,5.603100,16.559683,4.571812,13.455551,6.595653,14.856861,139.624939,0,71.633430,90.256920,76.142868,8.015468,17.480125,7.958268,13.905873,8.016979,13.181359,8.557475,12.641004,9.364151,14.250126,10.708084,13.583917,10.895523,14.428599,0,0.00082,0.00074,0.00068,0.00214,0.00065,0.00075,0.00067,0.00057,-1.48696,0.11019,3.27782,13.905873
1.579,0,0,7.136347,0.952031,5.459806,15.421521,4.109126,16.984934,5.605505,16.546341,4.572407,13.442301,6.607430,14.851126,139.708099,0,71.587204,90.217155,76.141350,8.016792,17.482800,7.955726,13.895060,8.013983,13.177732,8.555779,12.634689,9.363202,14.243436,10.706362,13.575670,10.894967,14.421078,0,0.00081,0.00076,0.00070,0.00205,0.00066,0.00074,0.00068,0.00057,-1.49078,0.11005,3.27788,13.895060
1.580,0,0,7.137595,0.947889,5.463351,15.415551,4.115045,16.980022,5.607910,16.532997,4.573002,13.429051,6.619208,14.845389,139.791260,0,71.540985,90.177383,76.139832,8.018116,17.485476,7.953183,13.884245,8.010986,13.174103,8.554083,12.628375,9.362254,14.236747,10.704639,13.567424,10.894412,14.413556,0,0.00081,0.00075,0.00070,0.00197,0.00066,0.00074,0.00066,0.00057,-1.48593,0.10936,3.27734,13.884245
1.581,0,0,7.138843,0.943748,5.466896,15.409580,4.120963,16.975113,5.610315,16.519653,4.573597,13.415801,6.630985,14.839654,139.874435,0,71.494759,90.137619,76.138313,8.019441,17.488152,7.950641,13.873431,8.007990,13.170475,8.552387,12.622061,9.361306,14.230057,10.702916,13.559177,10.893856,14.406034,0,0.00081,0.00074,0.00071,0.00196,0.00065,0.00074,0.00064,0.00060,-1.48507,0.10673,3.27684,13.873431
1.582,0,0,7.137417,0.944690,5.468260,15.401409,4.128995,16.975302,5.607394,16.510874,4.570275,13.403839,6.641160,14.830335,140.153229,0,71.244797,90.234924,76.202621,8.016411,17.488300,7.948834,13.860845,8.005505,13.167730,8.550415,12.613541,9.359846,14.221278,10.702374,13.552254,10.893767,14.402165,0,0.00080,0.00072,0.00072,0.00196,0.00064,0.00073,0.00064,0.00059,-1.48461,0.10588,3.27730,13.860845
1.583,0,0,7.135347,0.946856,5.469100,15.392707,4.137535,16.976721,5.603190,16.503191,4.566011,13.392187,6.650947,14.820154,140.479111,0,70.945793,90.365227,76.282784,8.012333,17.487841,7.947204,13.847832,8.003142,13.165199,8.548376,12.604489,9.358263,14.211997,10.702117,13.545649,10.893790,14.399175,0,0.00079,0.00070,0.00073,0.00197,0.00064,0.00074,0.00062,0.00058,-1.48611,0.10888,3.27774,13.847832
1.584,0,0,7.133278,0.949022,5.469940,15.384006,4.146075,16.978138,5.598987,16.495510,4.561746,13.380535,6.660735,14.809973,140.804993,0,70.646782,90.495529,76.362938,8.008256,17.487381,7.945574,13.834819,8.000780,13.162667,8.546337,12.595438,9.356681,14.202715,10.701859,13.539042,10.893813,14.396185,0,0.00082,0.00073,0.00074,0.00211,0.00065,0.00078,0.00063,0.00058,-1.48761,0.11018,3.27766,13.834819
1.585,0,0,7.131209,0.951188,5.470780,15.375303,4.154615,16.979557,5.594783,16.487827,4.557481,13.368883,6.670523,14.799791,141.130890,0,70.347778,90.625832,76.443100,8.004178,17.486921,7.943944,13.821806,7.998417,13.160135,8.544298,12.586386,9.355098,14.193434,10.701602,13.532437,10.893836,14.393194,0,0.00082,0.00073,0.00075,0.00217,0.00065,0.00080,0.00063,0.00058,-1.48590,0.10992,3.27757,13.821806
1.586,0,0,7.129908,0.951781,5.473213,15.369863,4.161909,16.979914,5.593932,16.479626,4.556872,13.361675,6.673098,14.786101,141.425186,0,70.074005,90.803024,76.486038,8.003568,17.487104,7.943123,13.817088,7.997403,13.156097,8.540981,12.578643,9.352691,14.185231,10.700850,13.527643,10.891477,14.388347,0,0.00082,0.00071,0.00074,0.00220,0.00067,0.00080,0.00062,0.00059,-1.49248,0.11035,3.27704,13.817088
1.587,0,0,7.128792,0.951996,5.476029,15.365206,4.168901,16.980015,5.593888,16.471300,4.557142,13.355537,6.673936,14.771566,141.711884,0,69.806305,90.991501,76.520012,8.003791,17.487444,7.942498,13.814367,7.996712,13.151697,8.537357,12.571216,9.350085,14.177288,10.699980,13.523285,10.888543,14.383053,0,0.00080,0.00071,0.00072,0.00214,0.00070,0.00080,0.00063,0.00061,-1.48668,0.11007,3.27653,13.814367
1.588,0,0,7.127677,0.952211,5.478845,15.360550,4.175894,16.980116,5.593844,16.462973,4.557413,13.349399,6.674775,14.757031,141.998596,0,69.538605,91.179985,76.553993,8.004014,17.487783,7.941872,13.811646,7.996022,13.147296,8.533733,12.563787,9.347479,14.169345,10.699109,13.518928,10.885610,14.377758,0,0.00077,0.00069,0.00073,0.00223,0.00070,0.00082,0.00065,0.00062,-1.48573,0.10777,3.27683,13.811646
1.589,0,0,7.126561,0.952426,5.481661,15.355893,4.182886,16.980219,5.593800,16.454647,4.557683,13.343261,6.675613,14.742496,142.285294,0,69.270905,91.368462,76.587967,8.004238,17.488123,7.941246,13.808926,7.995331,13.142896,8.530109,12.556360,9.344873,14.161402,10.698238,13.514569,10.882676,14.372463,0,0.00076,0.00068,0.00071,0.00230,0.00070,0.00081,0.00065,0.00062,-1.48297,0.10610,3.27713,13.808926
1.590,0,0,7.124784,0.959229,5.485825,15.353258,4.186490,16.980022,5.594402,16.442234,4.558639,13.331973,6.674187,14.728843,142.296188,0,69.134262,91.457840,76.620049,8.006233,17.486780,7.941508,13.797526,7.994905,13.134503,8.530039,12.546557,9.342362,14.152824,10.697698,13.510166,10.879745,14.367412,0,0.00076,0.00068,0.00071,0.00236,0.00069,0.00081,0.00066,0.00062,-1.48675,0.10920,3.27697,13.797526
1.591,0,0,7.122846,0.967617,5.490314,15.351110,4.189277,16.979755,5.595160,16.428839,4.559760,13.319447,6.672216,14.715402,142.240692,0,69.029160,91.523369,76.651672,8.008656,17.485033,7.941984,13.784038,7.994544,13.125151,8.530823,12.536182,9.339875,14.144094,10.697235,13.505751,10.876815,14.362419,0,0.00075,0.00066,0.00071,0.00230,0.00072,0.00080,0.00062,0.00061,-1.48513,0.11083,3.27683,13.784038
1.592,0,0,7.120909,0.976005,5.494802,15.348961,4.192064,16.979488,5.595919,16.415443,4.560882,13.306919,6.670245,14.701961,142.185196,0,68.924057,91.588890,76.683304,8.011078,17.483286,7.942461,13.770550,7.994182,13.115797,8.531607,12.525807,9.337387,14.135364,10.696774,13.501336,10.873884,14.357427,0,0.00072,0.00068,0.00071,0.00216,0.00072,0.00080,0.00061,0.00061,-1.48580,0.11065,3.27690,13.770550
1.593,0,0,7.118972,0.984394,5.499291,15.346812,4.194852,16.979221,5.596677,16.402048,4.562003,13.294393,6.668273,14.688519,142.129700,0,68.818954,91.654419,76.714928,8.013500,17.481541,7.942936,13.757061,7.993819,13.106444,8.532391,12.515432,9.334899,14.126634,10.696312,13.496921,10.870954,14.352434,0,0.00072,0.00069,0.00071,0.00222,0.00070,0.00079,0.00060,0.00062,-1.48602,0.11105,3.27698,13.757061
1.594,0,0,7.116436,0.989135,5.504741,15.340533,4.198722,16.974634,5.597430,16.390924,4.562693,13.284145,6.670246,14.677398,141.942719,0,69.070229,91.707420,76.770035,8.014638,17.480095,7.943656,13.742311,7.996171,13.089669,8.531748,12.508065,9.332514,14.120134,10.695188,13.493154,10.868702,14.347701,0,0.00073,0.00071,0.00070,0.00240,0.00069,0.00079,0.00060,0.00062,-1.48724,0.11074,3.27721,13.742311
1.595,0,0,7.113758,0.992998,5.510423,15.333260,4.202852,16.969006,5.598183,16.380346,4.563281,13.274446,6.673169,14.666835,141.724106,0,69.407288,91.757408,76.830788,8.015467,17.478722,7.944436,13.727256,7.999175,13.071108,8.530762,12.501422,9.330154,14.114171,10.693904,13.489543,10.866614,14.343030,0,0.00073,0.00070,0.00070,0.00254,0.00070,0.00079,0.00061,0.00061,-1.48578,0.10836,3.27743,13.727256
1.596,0,0,7.111078,0.996861,5.516104,15.325986,4.206983,16.963379,5.598936,16.369770,4.563868,13.264747,6.676091,14.656272,141.505493,0,69.744347,91.807396,76.891548,8.016295,17.477348,7.945214,13.712201,8.002179,13.052547,8.529776,12.494779,9.327794,14.108209,10.692619,13.485932,10.864527,14.338360,0,0.00071,0.00070,0.00070,0.00248,0.00072,0.00077,0.00062,0.00060,-1.48505,0.10784,3.27720,13.712201
1.597,0,0,7.108399,1.000724,5.521786,15.318713,4.211113,16.957750,5.599689,16.359192,4.564455,13.255047,6.679013,14.645709,141.286880,0,70.081406,91.857384,76.952301,8.017124,17.475975,7.945993,13.697146,8.005183,13.033985,8.528790,12.488134,9.325434,14.102246,10.691336,13.482322,10.862439,14.333689,0,0.00070,0.00070,0.00069,0.00227,0.00073,0.00077,0.00061,0.00059,-1.48640,0.11137,3.27698,13.697146
1.598,0,0,7.106846,0.997326,5.524800,15.309703,4.213113,16.951723,5.600496,16.350937,4.565355,13.247886,6.676887,14.634302,141.236816,0,70.213913,91.909241,77.075302,8.015317,17.474260,7.946485,13.686395,8.007165,13.021482,8.527561,12.482120,9.323313,14.096672,10.690115,13.478741,10.861608,14.329031,0,0.00069,0.00070,0.00069,0.00222,0.00073,0.00075,0.00062,0.00059,-1.48447,0.11263,3.27721,13.686395
1.599,0,0,7.105564,0.992182,5.527173,15.300276,4.214600,16.945599,5.601316,16.343241,4.566331,13.241336,6.673545,14.622693,141.227310,0,70.297188,91.961540,77.213280,8.012876,17.472466,7.946907,13.676679,8.008900,13.010436,8.526274,12.476256,9.321249,14.091190,10.688910,13.475166,10.861079,14.324376,0,0.00069,0.00068,0.00067,0.00233,0.00074,0.00075,0.00062,0.00059,-1.48539,0.11185,3.27742,13.676679
1.600,0,0,7.104281,0.987038,5.529546,15.290848,4.216087,16.939476,5.602137,16.335545,4.567307,13.234786,6.670204,14.611084,141.217819,0,70.380463,92.013847,77.351257,8.010433,17.470671,7.947329,13.666963,8.010635,12.999392,8.524987,12.470392,9.319185,14.085710,10.687704,13.471592,10.860551,14.319721,0,0.00068,0.00069,0.00067,0.00236,0.00073,0.00076,0.00062,0.00059,-1.49078,0.11139,3.27704,13.666963
1.601,0,0,7.103000,0.981893,5.531919,15.281421,4.217575,16.933352,5.602957,16.327848,4.568283,13.228236,6.666862,14.599475,141.208313,0,70.463737,92.066147,77.489235,8.007992,17.468876,7.947752,13.657247,8.012371,12.988346,8.523701,12.464529,9.317122,14.080228,10.686499,13.468018,10.860023,14.315066,0,0.00066,0.00067,0.00067,0.00235,0.00073,0.00078,0.00061,0.00056,-1.48618,0.11016,3.27667,13.657247
1.602,0,0,7.103201,0.974627,5.535754,15.274098,4.220294,16.930582,5.604187,16.317215,4.569624,13.221864,6.665798,14.585818,140.016434,0,71.126595,91.964157,77.406647,7.999372,17.463104,7.947715,13.640018,8.007271,12.973639,8.525022,12.457406,9.315335,14.074615,10.684798,13.462595,10.857429,14.312196,0,0.00066,0.00069,0.00066,0.00235,0.00074,0.00079,0.00063,0.00055,-1.48654,0.10757,3.27667,13.640018
