"Time","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39 FRx (cm)","38 FLy (cm)","37 FLx (cm)","36 HRy (cm)","35 HRx (cm)","34 HLy (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","24a toex (cm)"
3.254,0,0,7.127839,0.941818,5.984425,16.820465,4.891363,19.121624,6.729263,17.024412,4.814764,14.628964,6.730736,16.135902,140.931290,0,63.708538,87.624039,77.864700,4.768125,19.296656,7.964469,15.235089,8.028358,14.560122,8.624344,13.953281,9.217244,15.652707,10.611770,15.100322,10.761344,15.996745,0,0.00066,0.00070,0.00066,0.00189,0.00061,0.00070,0.00063,0.00066,-1.48515,0.11034,3.27745,15.235089
3.255,0,0,7.130353,0.936637,5.985864,16.822048,4.883135,19.128283,6.728154,17.014063,4.816190,14.616459,6.730455,16.128159,140.610809,0,63.592739,87.524521,78.024445,4.761064,19.296160,7.963853,15.222834,8.027144,14.550719,8.632209,13.940983,9.212956,15.644532,10.610414,15.099688,10.757923,15.998189,0,0.00065,0.00068,0.00066,0.00189,0.00060,0.00070,0.00068,0.00067,-1.48370,0.11153,3.27802,15.222834
3.256,0,0,7.132868,0.931456,5.987303,16.823633,4.874908,19.134941,6.727045,17.003714,4.817616,14.603954,6.730175,16.120415,140.290314,0,63.476944,87.425003,78.184181,4.754003,19.295664,7.963236,15.210579,8.025931,14.541317,8.640075,13.928685,9.208669,15.636358,10.609056,15.099054,10.754501,15.999634,0,0.00068,0.00069,0.00066,0.00197,0.00061,0.00069,0.00069,0.00066,-1.48539,0.11092,3.27734,15.210579
3.257,0,0,7.135383,0.926274,5.988742,16.825218,4.866681,19.141600,6.725936,16.993366,4.819042,14.591449,6.729896,16.112673,139.969833,0,63.361149,87.325485,78.343918,4.746942,19.295168,7.962620,15.198324,8.024718,14.531916,8.647941,13.916387,9.204381,15.628184,10.607699,15.098420,10.751081,16.001078,0,0.00070,0.00070,0.00065,0.00200,0.00060,0.00068,0.00075,0.00065,-1.48515,0.11053,3.27668,15.198324
3.258,0,0,7.133827,0.923252,5.990019,16.823460,4.859385,19.134657,6.726889,16.984039,4.819319,14.583709,6.731406,16.104212,139.457153,0,63.333775,87.211754,78.502464,5.406776,19.389500,7.964749,15.186192,8.024330,14.521278,8.653286,13.906734,9.199679,15.621726,10.605032,15.097404,10.747543,16.001020,0,0.00070,0.00072,0.00064,0.00196,0.00059,0.00068,0.00077,0.00064,-1.48749,0.10917,3.27707,15.186192
3.259,0,0,7.131292,0.920750,5.991257,16.820894,4.852315,19.124441,6.728338,16.974958,4.819319,14.577117,6.733348,16.095581,138.898209,0,63.327682,87.094597,78.660728,6.227130,19.506653,7.967539,15.174089,8.024141,14.510345,8.658026,13.897719,9.194879,15.615682,10.602049,15.096294,10.743979,16.000599,0,0.00070,0.00072,0.00064,0.00182,0.00059,0.00068,0.00078,0.00063,-1.48574,0.10711,3.27744,15.174089
3.260,0,0,7.128757,0.918247,5.992495,16.818331,4.845244,19.114225,6.729787,16.965878,4.819319,14.570524,6.735290,16.086948,138.339264,0,63.321594,86.977448,78.818993,7.047484,19.623808,7.970329,15.161986,8.023952,14.499411,8.662765,13.888704,9.190078,15.609636,10.599066,15.095185,10.740414,16.000179,0,0.00070,0.00073,0.00062,0.00165,0.00058,0.00069,0.00083,0.00062,-1.48689,0.10839,3.27744,15.161986
3.261,0,0,7.126221,0.915744,5.993733,16.815767,4.838174,19.104010,6.731236,16.956799,4.819320,14.563931,6.737232,16.078318,137.780319,0,63.315502,86.860298,78.977257,7.867837,19.740963,7.973119,15.149884,8.023763,14.488477,8.667504,13.879689,9.185277,15.603592,10.596083,15.094076,10.736849,15.999760,0,0.00072,0.00074,0.00063,0.00161,0.00057,0.00068,0.00085,0.00063,-1.48743,0.11145,3.27745,15.149884
3.262,0,0,7.126408,0.918132,5.993967,16.817186,4.836548,19.095957,6.732265,16.950455,4.820873,14.553744,6.738574,16.072720,137.391510,0,63.331379,86.663445,78.878853,8.020959,19.752661,7.976165,15.138512,8.025886,14.479415,8.672594,13.874683,9.181062,15.601306,10.592860,15.094542,10.730249,16.000326,0,0.00073,0.00073,0.00063,0.00160,0.00058,0.00066,0.00087,0.00071,-1.48553,0.11209,3.27791,15.138512
3.263,0,0,7.127250,0.921697,5.993958,16.819565,4.836233,19.088423,6.733194,16.944771,4.822800,14.542691,6.739770,16.067852,137.043655,0,63.352543,86.447403,78.718674,8.013480,19.738976,7.979273,15.127314,8.028564,14.470802,8.677768,13.870643,9.176988,15.599924,10.589581,15.095386,10.722919,16.001127,0,0.00074,0.00074,0.00063,0.00153,0.00056,0.00067,0.00088,0.00079,-1.48745,0.11101,3.27833,15.127314
3.264,0,0,7.128092,0.925262,5.993948,16.821943,4.835917,19.080889,6.734122,16.939085,4.824727,14.531639,6.740967,16.062983,136.695801,0,63.373707,86.231369,78.558487,8.006001,19.725290,7.982380,15.116117,8.031243,14.462191,8.682941,13.866603,9.172914,15.598543,10.586300,15.096231,10.715589,16.001930,0,0.00072,0.00072,0.00065,0.00149,0.00056,0.00066,0.00090,0.00120,-1.48803,0.11028,3.27772,15.116117
3.265,0,0,7.128934,0.928826,5.993940,16.824322,4.835602,19.073355,6.735051,16.933401,4.826653,14.520586,6.742164,16.058115,136.347946,0,63.394875,86.015327,78.398308,7.998523,19.711605,7.985488,15.104919,8.033922,14.453579,8.688115,13.862562,9.168839,15.597162,10.583020,15.097075,10.708259,16.002731,0,0.00073,0.00070,0.00064,0.00146,0.00057,0.00065,0.00091,0.00142,-1.48520,0.10889,3.27714,15.104919
3.266,0,0,7.127934,0.932165,5.996474,16.821514,4.834553,19.061745,6.735038,16.924984,4.827270,14.508862,6.743146,16.047956,135.940903,0,63.359829,85.743065,78.350571,7.996016,19.700535,7.987894,15.096518,8.035529,14.444166,8.692646,13.857369,9.162250,15.594927,10.577246,15.097163,10.700391,16.004301,0,0.00073,0.00070,0.00064,0.00142,0.00057,0.00066,0.00093,0.00176,-1.48445,0.10811,3.27737,15.096518
3.267,0,0,7.126490,0.935448,5.999620,16.817457,4.833328,19.049152,6.734799,16.915907,4.827570,14.496978,6.744077,16.036526,135.519623,0,63.311256,85.457260,78.329895,7.994706,19.690092,7.990131,15.088790,8.036878,14.434561,8.697023,13.851899,9.155053,15.592486,10.570870,15.097071,10.692393,16.006054,0,0.00077,0.00069,0.00063,0.00141,0.00058,0.00064,0.00093,0.00188,-1.48457,0.11008,3.27757,15.088790
3.268,0,0,7.125046,0.938732,6.002767,16.813400,4.832103,19.036560,6.734560,16.906832,4.827871,14.485092,6.745008,16.025093,135.098343,0,63.262684,85.171463,78.309219,7.993395,19.679651,7.992369,15.081061,8.038226,14.424954,8.701401,13.846429,9.147858,15.590045,10.564496,15.096977,10.684397,16.007807,0,0.00077,0.00071,0.00063,0.00140,0.00059,0.00063,0.00093,0.00194,-1.48898,0.11279,3.27712,15.081061
3.269,0,0,7.123601,0.942016,6.005914,16.809345,4.830877,19.023970,6.734322,16.897755,4.828172,14.473207,6.745939,16.013662,134.677063,0,63.214111,84.885658,78.288551,7.992085,19.669209,7.994606,15.073333,8.039575,14.415349,8.705778,13.840959,9.140662,15.587605,10.558121,15.096885,10.676399,16.009562,0,0.00079,0.00072,0.00062,0.00135,0.00060,0.00063,0.00092,0.00195,-1.48699,0.11258,3.27669,15.073333
3.270,0,0,7.120905,0.940424,6.005138,16.807196,4.829692,19.012613,6.735344,16.892380,4.828978,14.463660,6.748933,16.009060,134.290466,0,63.246113,84.648087,78.484406,7.990556,19.658257,7.993867,15.064031,8.039706,14.404596,8.711789,13.834397,9.133818,15.584089,10.552815,15.097908,10.671574,16.012629,0,0.00080,0.00071,0.00063,0.00127,0.00059,0.00064,0.00091,0.00217,-1.48374,0.11098,3.27722,15.064031
3.271,0,0,7.117906,0.937658,6.003418,16.805508,4.828516,19.001556,6.736670,16.887897,4.829905,14.454677,6.752424,16.006104,133.912201,0,63.297504,84.422127,78.732384,7.988975,19.647181,7.992412,15.054351,8.039546,14.393567,8.718195,13.827575,9.127059,15.580317,10.547767,15.099199,10.667512,16.016010,0,0.00079,0.00072,0.00064,0.00120,0.00060,0.00062,0.00092,0.00238,-1.49112,0.10953,3.27775,15.054351
3.272,0,0,7.114908,0.934892,6.001698,16.803820,4.827339,18.990498,6.737996,16.883413,4.830832,14.445693,6.755914,16.003147,133.533951,0,63.348896,84.196159,78.980354,7.987394,19.636106,7.990957,15.044670,8.039385,14.382538,8.724600,13.820751,9.120299,15.576544,10.542719,15.100491,10.663450,16.019394,0,0.00077,0.00072,0.00064,0.00116,0.00058,0.00062,0.00091,0.00241,-1.48761,0.10836,3.27798,15.044670
3.273,0,0,7.111909,0.932126,5.999979,16.802132,4.826163,18.979441,6.739322,16.878931,4.831760,14.436709,6.759405,16.000191,133.155685,0,63.400288,83.970200,79.228333,7.985813,19.625031,7.989502,15.034989,8.039225,14.371509,8.731005,13.813928,9.113540,15.572771,10.537671,15.101782,10.659389,16.022778,0,0.00078,0.00072,0.00064,0.00104,0.00058,0.00062,0.00090,0.00240,-1.48665,0.10808,3.27818,15.034989
3.274,0,0,7.105062,0.935723,6.000579,16.801382,4.826884,18.970165,6.737863,16.874155,4.833408,14.427091,6.761217,16.002205,132.924545,0,63.592083,83.826157,79.454781,7.982620,19.613581,7.988932,15.012427,8.040534,14.360001,8.734318,13.810248,9.107895,15.571007,10.533231,15.103688,10.656319,16.025274,0,0.00078,0.00073,0.00063,0.00089,0.00057,0.00063,0.00090,0.00239,-1.48484,0.11000,3.27765,15.012427
3.275,0,0,7.097289,0.940852,6.001737,16.800861,4.828061,18.961321,6.735733,16.869308,4.835230,14.417320,6.762624,16.005417,132.728821,0,63.817673,83.701828,79.676056,7.979039,19.602037,7.988574,14.986765,8.042197,14.348377,8.736887,13.807326,9.102518,15.569726,10.528936,15.105742,10.653486,16.027559,0,0.00077,0.00072,0.00064,0.00082,0.00057,0.00063,0.00087,0.00238,-1.48734,0.11216,3.27713,14.986765
3.276,0,0,7.089515,0.945982,6.002895,16.800339,4.829239,18.952475,6.733603,16.864464,4.837052,14.407550,6.764031,16.008629,132.533096,0,64.043259,83.577507,79.897324,7.975458,19.590496,7.988216,14.961102,8.043860,14.336755,8.739456,13.804403,9.097141,15.568445,10.524643,15.107797,10.650655,16.029842,0,0.00074,0.00072,0.00064,0.00070,0.00055,0.00064,0.00084,0.00240,-1.48400,0.11182,3.27697,14.961102
3.277,0,0,7.081742,0.951111,6.004053,16.799816,4.830416,18.943630,6.731473,16.859617,4.838875,14.397779,6.765438,16.011841,132.337357,0,64.268852,83.453178,80.118599,7.971877,19.578955,7.987859,14.935439,8.045524,14.325131,8.742025,13.801481,9.091764,15.567164,10.520349,15.109851,10.647822,16.032127,0,0.00077,0.00071,0.00063,0.00064,0.00054,0.00063,0.00083,0.00258,-1.48700,0.11008,3.27684,14.935439
3.278,0,0,7.079680,0.951537,6.003528,16.802731,4.829801,18.934341,6.731298,16.860039,4.839258,14.389205,6.767446,16.009117,131.781113,0,64.519615,83.316902,80.377129,7.969128,19.568729,7.988734,14.922115,8.046228,14.314291,8.746399,13.798475,9.086667,15.565948,10.516592,15.112894,10.645481,16.034979,0,0.00078,0.00070,0.00063,0.00062,0.00054,0.00065,0.00082,0.00280,-1.48539,0.10870,3.27722,14.922115
3.279,0,0,7.078994,0.950831,6.002597,16.806471,4.828755,18.924948,6.731595,16.861727,4.839295,14.380919,6.769598,16.004963,131.138077,0,64.776436,83.177742,80.644630,7.966580,19.558819,7.989907,14.911760,8.046703,14.303639,8.751206,13.795449,9.081637,15.564750,10.512963,15.116176,10.643259,16.037968,0,0.00080,0.00071,0.00062,0.00060,0.00056,0.00066,0.00086,0.00285,-1.48476,0.10864,3.27758,14.911760
3.280,0,0,7.078308,0.950125,6.001666,16.810211,4.827708,18.915554,6.731891,16.863415,4.839332,14.372633,6.771749,16.000811,130.495041,0,65.033257,83.038589,80.912132,7.964032,19.548910,7.991079,14.901406,8.047178,14.292987,8.756014,13.792424,9.076608,15.563550,10.509336,15.119456,10.641036,16.040956,0,0.00080,0.00071,0.00064,0.00058,0.00056,0.00066,0.00080,0.00331,-1.48915,0.10915,3.27719,14.901406
3.281,0,0,7.077621,0.949419,6.000735,16.813953,4.826662,18.906160,6.732187,16.865103,4.839369,14.364347,6.773901,15.996657,129.852005,0,65.290077,82.899429,81.179634,7.961484,19.539001,7.992251,14.891051,8.047653,14.282335,8.760821,13.789398,9.071578,15.562350,10.505707,15.122738,10.638813,16.043945,0,0.00079,0.00072,0.00064,0.00061,0.00056,0.00065,0.00079,0.00342,-1.48753,0.11124,3.27684,14.891051
3.282,0,0,7.077471,0.952786,5.998218,16.815538,4.826841,18.893812,6.730606,16.864483,4.839543,14.354017,6.773875,15.988991,129.309250,0,65.416710,82.822403,81.450691,7.957479,19.529352,7.993953,14.875356,8.048609,14.270293,8.766927,13.783110,9.066012,15.557979,10.502363,15.125885,10.634789,16.045578,0,0.00080,0.00075,0.00064,0.00062,0.00056,0.00066,0.00077,0.00338,-1.48852,0.11315,3.27730,14.875356
3.283,0,0,7.077449,0.957132,5.995318,16.816607,4.827314,18.880753,6.728573,16.863306,4.839750,14.343195,6.773325,15.980479,128.790634,0,65.512001,82.760330,81.722610,7.953123,19.519764,7.995782,14.858374,8.049679,14.257916,8.773344,13.776035,9.060317,15.552844,10.499088,15.129002,10.630333,16.046883,0,0.00081,0.00074,0.00063,0.00062,0.00056,0.00068,0.00077,0.00330,-1.48583,0.11214,3.27773,14.858374
3.284,0,0,7.077427,0.961479,5.992418,16.817675,4.827788,18.867693,6.726541,16.862129,4.839957,14.332374,6.772774,15.971968,128.272018,0,65.607300,82.698257,81.994530,7.948766,19.510178,7.997612,14.841392,8.050749,14.245540,8.779762,13.768961,9.054622,15.547709,10.495813,15.132117,10.625876,16.048187,0,0.00080,0.00074,0.00063,0.00063,0.00057,0.00067,0.00076,0.00293,-1.48512,0.10984,3.27750,14.841392
3.285,0,0,7.077405,0.965826,5.989519,16.818743,4.828262,18.854633,6.724508,16.860952,4.840164,14.321551,6.772224,15.963456,127.753387,0,65.702599,82.636185,82.266449,7.944410,19.500589,7.999441,14.824409,8.051819,14.233164,8.786180,13.761887,9.048926,15.542575,10.492538,15.135233,10.621420,16.049492,0,0.00080,0.00075,0.00062,0.00062,0.00055,0.00067,0.00075,0.00277,-1.48622,0.10834,3.27728,14.824409
3.286,0,0,7.081892,0.960859,5.988276,16.820412,4.831192,18.844889,6.722038,16.873428,4.841887,14.310678,6.772090,15.956373,127.239250,0,65.926285,82.557953,82.321907,7.942727,19.491936,8.001905,14.813767,8.053757,14.223843,8.792356,13.758434,9.047297,15.540255,10.492139,15.137265,10.619143,16.051779,0,0.00082,0.00076,0.00062,0.00061,0.00054,0.00067,0.00074,0.00246,-1.48573,0.10938,3.27713,14.813767
3.287,0,0,7.087465,0.953649,5.987431,16.822224,4.834713,18.835943,6.719463,16.889191,4.843977,14.299793,6.772056,15.949634,126.726181,0,66.180885,82.475822,82.325272,7.941687,19.483507,8.004522,14.804651,8.055902,14.215258,8.798472,13.755854,9.046647,15.538610,10.492432,15.139036,10.617390,16.054302,0,0.00078,0.00076,0.00064,0.00063,0.00054,0.00066,0.00072,0.00232,-1.48092,0.10995,3.27699,14.804651
3.288,0,0,7.093038,0.946440,5.986587,16.824036,4.838234,18.826996,6.716887,16.904953,4.846066,14.288908,6.772022,15.942895,126.213112,0,66.435478,82.393700,82.328636,7.940648,19.475079,8.007139,14.795536,8.058048,14.206673,8.804589,13.753272,9.045998,15.536966,10.492723,15.140807,10.615637,16.056826,0,0.00077,0.00075,0.00064,0.00062,0.00054,0.00066,0.00073,0.00227,-1.48506,0.11161,3.27753,14.795536
3.289,0,0,7.098610,0.939230,5.985743,16.825848,4.841755,18.818050,6.714313,16.920715,4.848155,14.278022,6.771988,15.936155,125.700043,0,66.690071,82.311569,82.331993,7.939608,19.466650,8.009757,14.786420,8.060194,14.198088,8.810706,13.750691,9.045347,15.535322,10.493016,15.142579,10.613884,16.059349,0,0.00078,0.00075,0.00064,0.00076,0.00053,0.00065,0.00073,0.00230,-1.48590,0.11281,3.27803,14.786420
3.290,0,0,7.100735,0.938476,5.983737,16.826050,4.844297,18.806541,6.708816,16.934996,4.847805,14.266845,6.770192,15.921797,125.388756,0,66.814148,82.339218,82.445869,7.936749,19.455669,8.011011,14.772721,8.061473,14.186771,8.813830,13.744181,9.041927,15.529639,10.491176,15.142913,10.609982,16.059269,0,0.00076,0.00075,0.00063,0.00087,0.00054,0.00064,0.00072,0.00211,-1.48670,0.11138,3.27749,14.772721
3.291,0,0,7.102029,0.939276,5.981451,16.825867,4.846605,18.794416,6.702617,16.948921,4.846867,14.255597,6.767972,15.905603,125.126030,0,66.906815,82.393288,82.586349,7.933453,19.444075,8.011938,14.757919,8.062545,14.174798,8.816235,13.736725,9.037841,15.522984,10.488823,15.142900,10.605563,16.058561,0,0.00073,0.00080,0.00061,0.00091,0.00053,0.00064,0.00072,0.00186,-1.48701,0.10891,3.27699,14.757919
3.292,0,0,7.103323,0.940076,5.979166,16.825682,4.848912,18.782291,6.696418,16.962845,4.845929,14.244350,6.765753,15.889411,124.863304,0,66.999481,82.447357,82.726822,7.930157,19.432480,8.012864,14.743117,8.063616,14.162825,8.818640,13.729268,9.033754,15.516329,10.486470,15.142888,10.601145,16.057856,0,0.00074,0.00083,0.00061,0.00091,0.00056,0.00064,0.00073,0.00181,-1.48641,0.10947,3.27745,14.743117
3.293,0,0,7.104617,0.940875,5.976880,16.825499,4.851220,18.770166,6.690218,16.976770,4.844991,14.233103,6.763533,15.873218,124.600586,0,67.092148,82.501427,82.867294,7.926860,19.420883,8.013791,14.728315,8.064687,14.150851,8.821044,13.721812,9.029667,15.509673,10.484118,15.142876,10.596726,16.057148,0,0.00074,0.00084,0.00061,0.00090,0.00055,0.00063,0.00071,0.00184,-1.48622,0.11132,3.27788,14.728315
3.294,0,0,7.107255,0.940577,5.977072,16.826338,4.851505,18.762753,6.681323,17.002975,4.844710,14.220345,6.764771,15.861381,124.290642,0,67.351776,82.493988,83.001083,7.924680,19.410728,8.014299,14.715123,8.066907,14.139977,8.827307,13.717420,9.028389,15.506109,10.484306,15.145261,10.595377,16.060286,0,0.00073,0.00084,0.00060,0.00091,0.00054,0.00062,0.00072,0.00187,-1.48534,0.11151,3.27758,14.715123
3.295,0,0,7.110218,0.940014,5.977859,16.827425,4.851303,18.756472,6.671779,17.032137,4.844588,14.207225,6.766840,15.850592,123.969330,0,67.651588,82.471741,83.133255,7.922768,19.400917,8.014708,14.702319,8.069405,14.129367,8.834498,13.713764,9.027786,15.503289,10.485107,15.148223,10.594768,16.064348,0,0.00073,0.00084,0.00059,0.00097,0.00054,0.00063,0.00070,0.00187,-1.48495,0.11236,3.27728,14.702319
3.296,0,0,7.113179,0.939451,5.978647,16.828512,4.851101,18.750191,6.662234,17.061300,4.844466,14.194103,6.768910,15.839803,123.648018,0,67.951408,82.449493,83.265434,7.920856,19.391108,8.015117,14.689515,8.071901,14.118757,8.841690,13.710109,9.027184,15.500469,10.485909,15.151185,10.594157,16.068411,0,0.00073,0.00084,0.00058,0.00104,0.00053,0.00063,0.00071,0.00186,-1.48648,0.11243,3.27720,14.689515
3.297,0,0,7.116141,0.938888,5.979435,16.829597,4.850899,18.743910,6.652690,17.090462,4.844344,14.180983,6.770980,15.829015,123.326706,0,68.251221,82.427246,83.397606,7.918945,19.381298,8.015525,14.676711,8.074398,14.108148,8.848882,13.706454,9.026581,15.497649,10.486711,15.154146,10.593547,16.072474,0,0.00073,0.00084,0.00059,0.00113,0.00054,0.00062,0.00068,0.00172,-1.48595,0.11009,3.27715,14.676711
3.298,0,0,7.110399,0.938182,5.980313,16.827391,4.851399,18.731302,6.638971,17.121952,4.842922,14.169389,6.771541,15.819066,123.083603,0,68.504227,82.494408,83.589828,7.914047,19.366602,8.014246,14.662581,8.074994,14.095242,8.852488,13.699574,9.024240,15.491340,10.485867,15.154405,10.591607,16.072363,0,0.00071,0.00084,0.00059,0.00128,0.00054,0.00063,0.00065,0.00148,-1.48661,0.10734,3.27792,14.662581
3.299,0,0,7.102562,0.937441,5.981213,16.824390,4.852068,18.717173,6.624247,17.154005,4.841187,14.158162,6.771739,15.809320,122.859322,0,68.745956,82.583084,83.796501,7.908432,19.350731,8.012561,14.648133,8.075132,14.081782,8.855229,13.691918,9.021482,15.484191,10.484627,15.154013,10.589348,16.071249,0,0.00070,0.00081,0.00060,0.00156,0.00052,0.00063,0.00062,0.00143,-1.48493,0.10917,3.27863,14.648133
3.300,0,0,7.094725,0.936700,5.982113,16.821388,4.852737,18.703041,6.609522,17.186056,4.839451,14.146935,6.771936,15.799574,122.635040,0,68.987694,82.671768,84.003174,7.902815,19.334860,8.010876,14.633684,8.075272,14.068323,8.857972,13.684263,9.018723,15.477042,10.483387,15.153620,10.587088,16.070135,0,0.00067,0.00081,0.00060,0.00190,0.00051,0.00063,0.00060,0.00103,-1.49066,0.11079,3.27795,14.633684
3.301,0,0,7.086888,0.935959,5.983014,16.818388,4.853406,18.688911,6.594798,17.218109,4.837716,14.135709,6.772134,15.789828,122.410759,0,69.229424,82.760452,84.209846,7.897200,19.318987,8.009192,14.619236,8.075410,14.054864,8.860714,13.676607,9.015965,15.469893,10.482147,15.153228,10.584828,16.069019,0,0.00068,0.00080,0.00060,0.00193,0.00052,0.00065,0.00062,0.00085,-1.48668,0.11076,3.27729,14.619236
3.302,0,0,7.089120,0.939828,5.983708,16.817087,4.853438,18.681856,6.592854,17.245024,4.837479,14.128501,6.772125,15.785337,122.031540,0,69.573128,82.780693,84.370644,7.896919,19.314520,8.009651,14.609820,8.077134,14.046409,8.867470,13.674552,9.017277,15.468286,10.484516,15.156590,10.586763,16.073345,0,0.00067,0.00076,0.00059,0.00196,0.00052,0.00066,0.00063,0.00083,-1.48546,0.11140,3.27736,14.609820
3.303,0,0,7.093776,0.944806,5.984354,16.816196,4.853317,18.676504,6.593988,17.270702,4.837604,14.122261,6.772067,15.782112,121.615028,0,69.941376,82.784462,84.520409,7.897923,19.312796,8.010628,14.601617,8.079241,14.039157,8.875191,13.673843,9.019567,15.468012,10.487754,15.160857,10.589707,16.078978,0,0.00064,0.00076,0.00061,0.00201,0.00053,0.00066,0.00062,0.00082,-1.48482,0.11136,3.27743,14.601617
3.304,0,0,7.098433,0.949784,5.984999,16.815304,4.853196,18.671152,6.595121,17.296379,4.837728,14.116021,6.772008,15.778887,121.198517,0,70.309624,82.788231,84.670166,7.898927,19.311071,8.011604,14.593412,8.081347,14.031906,8.882912,13.673136,9.021858,15.467737,10.490992,15.165123,10.592652,16.084612,0,0.00065,0.00076,0.00062,0.00200,0.00053,0.00066,0.00060,0.00083,-1.48510,0.10908,3.27736,14.593412
3.305,0,0,7.103089,0.954762,5.985644,16.814413,4.853074,18.665798,6.596254,17.322058,4.837852,14.109781,6.771950,15.775661,120.782005,0,70.677872,82.792000,84.819931,7.899931,19.309347,8.012581,14.585209,8.083454,14.024654,8.890633,13.672428,9.024149,15.467463,10.494229,15.169390,10.595596,16.090246,0,0.00066,0.00075,0.00062,0.00201,0.00054,0.00066,0.00063,0.00076,-1.48575,0.10633,3.27729,14.585209
3.306,0,0,7.102826,0.952002,5.986803,16.810404,4.852582,18.654425,6.599101,17.341923,4.838408,14.099758,6.771368,15.768118,120.228806,0,70.873589,82.867828,85.047562,7.899815,19.299641,8.013421,14.574697,8.082375,14.015865,8.896155,13.667214,9.023931,15.462648,10.495304,15.171232,10.596101,16.091526,0,0.00064,0.00074,0.00063,0.00206,0.00055,0.00066,0.00063,0.00071,-1.48751,0.10830,3.27744,14.574697
3.307,0,0,7.101379,0.947380,5.988085,16.805647,4.852001,18.641602,6.602360,17.360390,4.839067,14.088825,6.770660,15.759534,119.642715,0,71.027779,82.961006,85.293945,7.899429,19.288013,8.014227,14.563629,8.080529,14.006707,8.901150,13.660915,9.023108,15.456741,10.495858,15.172490,10.596018,16.091757,0,0.00064,0.00075,0.00063,0.00212,0.00055,0.00067,0.00063,0.00067,-1.48498,0.10957,3.27759,14.563629
3.308,0,0,7.099933,0.942758,5.989367,16.800888,4.851419,18.628778,6.605620,17.378855,4.839727,14.077891,6.769953,15.750951,119.056618,0,71.181969,83.054184,85.540321,7.899043,19.276384,8.015034,14.552562,8.078684,13.997548,8.906143,13.654617,9.022286,15.450834,10.496412,15.173749,10.595936,16.091988,0,0.00066,0.00076,0.00062,0.00222,0.00053,0.00067,0.00062,0.00066,-1.48522,0.10922,3.27759,14.552562
3.309,0,0,7.098486,0.938135,5.990648,16.796131,4.850838,18.615953,6.608879,17.397322,4.840387,14.066957,6.769246,15.742367,118.470520,0,71.336151,83.147362,85.786697,7.898657,19.264757,8.015841,14.541493,8.076838,13.988389,8.911137,13.648318,9.021464,15.444927,10.496965,15.175008,10.595853,16.092218,0,0.00065,0.00075,0.00062,0.00225,0.00053,0.00068,0.00062,0.00073,-1.48704,0.10996,3.27758,14.541493
3.310,0,0,7.098721,0.934857,5.992134,16.794792,4.852146,18.605528,6.616988,17.415892,4.839720,14.055707,6.768842,15.731731,117.968231,0,71.703117,83.093262,85.900284,7.898232,19.256042,8.015845,14.529676,8.076812,13.976952,8.915145,13.643787,9.021175,15.440651,10.497078,15.172866,10.596555,16.090925,0,0.00065,0.00074,0.00064,0.00222,0.00053,0.00070,0.00063,0.00074,-1.48643,0.11027,3.27727,14.529676
3.311,0,0,7.099360,0.931902,5.993669,16.794275,4.853907,18.595680,6.626265,17.434488,4.838735,14.044381,6.768512,15.720602,117.486107,0,72.121300,83.003716,85.981911,7.897797,19.248030,8.015657,14.517679,8.077223,13.964965,8.918916,13.639683,9.021013,15.436768,10.497083,15.169905,10.597446,16.089266,0,0.00067,0.00070,0.00064,0.00224,0.00053,0.00071,0.00063,0.00073,-1.48502,0.10884,3.27700,14.517679
3.312,0,0,7.099998,0.928947,5.995203,16.793758,4.855669,18.585831,6.635541,17.453083,4.837749,14.033054,6.768182,15.709472,117.003990,0,72.539482,82.914162,86.063538,7.897361,19.240017,8.015470,14.505681,8.077634,13.952978,8.922687,13.635577,9.020852,15.432883,10.497088,15.166945,10.598338,16.087605,0,0.00066,0.00066,0.00064,0.00224,0.00052,0.00071,0.00061,0.00073,-1.48609,0.10640,3.27776,14.505681
3.313,0,0,7.100637,0.925991,5.996738,16.793242,4.857430,18.575983,6.644818,17.471680,4.836763,14.021728,6.767852,15.698342,116.521866,0,72.957664,82.824615,86.145164,7.896926,19.232004,8.015282,14.493684,8.078044,13.940991,8.926457,13.631472,9.020691,15.429000,10.497094,15.163983,10.599230,16.085945,0,0.00067,0.00066,0.00064,0.00225,0.00053,0.00072,0.00063,0.00071,-1.48577,0.10723,3.27849,14.493684
3.314,0,0,7.100528,0.924583,5.997663,16.793587,4.858757,18.566465,6.655780,17.487625,4.838476,14.013059,6.766046,15.688567,116.451485,0,73.218475,82.829819,86.178368,7.898158,19.227951,8.015798,14.484645,8.081125,13.932007,8.929781,13.627944,9.021749,15.425591,10.498506,15.162569,10.599956,16.084854,0,0.00067,0.00065,0.00065,0.00224,0.00052,0.00073,0.00062,0.00068,-1.48681,0.10932,3.27803,14.484645
