"Time","v1 xCoM","47 R marks","44 miry (cm)","43 mirx (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","m1 R marks","39 FRx (cm)","38 FLy (cm)","35a HRx (cm)","35 HRx (cm)","37a FLx (cm)","42a CoMy (cm)","42 CoMy (cm)","m2 L marks","48 L marks","37 FLx (cm)","36 HRy (cm)","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
1.488,,0,7.055072,0.330390,16.647667,4.381612,-11.555866,0,18.464655,6.388937,-11.294443,13.946613,11.612787,1.468742,5.616550,0,0,16.980051,4.550222,7.211769,16.778564,16.295671,119.384987,0,74.908653,44.712559,95.369675,8.080721,19.065229,7.976078,14.506413,8.237102,14.036291,9.081330,14.030342,8.624345,15.771364,10.001808,14.957378,10.625933,15.817995,0,-0.02034,-0.01236,-0.01984,0.00290,0.00974,-0.01123,0.00580,0.00168,-0.00008,0.12018,3.27795
1.489,,0,7.056653,0.329265,16.643314,4.380675,-11.559483,0,18.452997,6.394130,-11.284172,13.935242,12.116158,1.429999,5.618363,0,0,16.992214,4.554875,7.209134,15.483823,16.315569,119.852104,0,75.533928,44.767532,95.432167,8.082169,19.055574,7.973121,14.491568,8.246764,14.021291,9.082385,14.025087,8.623985,15.765737,10.002886,14.954195,10.626290,15.815052,0,-0.02063,-0.01263,-0.02229,0.00320,0.00766,-0.01306,0.00410,0.00305,0.00008,0.12138,3.27834
1.490,,0,7.058235,0.328140,16.638962,4.379737,-11.563099,0,18.441339,6.399322,-11.273900,13.923870,12.619530,1.391256,5.620175,0,0,17.004379,4.559529,7.206499,14.189081,16.335464,120.319221,0,76.159203,44.822510,95.494659,8.083615,19.045919,7.970164,14.476721,8.256427,14.006290,9.083439,14.019833,8.623625,15.760110,10.003963,14.951012,10.626648,15.812110,0,-0.01718,-0.01312,-0.01974,0.00290,0.00882,-0.01181,0.00633,0.00204,-0.00008,0.12118,3.27776
1.491,,0,7.059816,0.327015,16.634609,4.378800,-11.566715,0,18.429682,6.404514,-11.263628,13.912499,13.122901,1.352513,5.621987,0,0,17.016542,4.564182,7.203864,12.894340,16.355362,120.786339,0,76.784470,44.877483,95.557152,8.085062,19.036264,7.967207,14.461875,8.266089,13.991290,9.084493,14.014579,8.623264,15.754482,10.005041,14.947828,10.627006,15.809167,0,-0.01810,-0.01266,-0.02023,0.00198,0.00879,-0.01328,0.00565,0.00269,-0.00015,0.11556,3.27715
1.492,,0,7.060739,0.328542,16.631279,4.379830,-11.574861,0,18.418247,6.409791,-11.246885,13.901228,13.577883,1.309472,5.623704,0,0,17.030903,4.567922,7.200048,11.036704,16.374939,120.622925,0,77.122200,44.895878,95.331589,8.085301,19.030697,7.966920,14.449221,8.266122,13.980332,9.084685,14.007786,8.624950,15.748082,10.006293,14.940686,10.626961,15.806470,0,-0.01830,-0.01303,-0.01997,0.00351,0.00827,-0.01340,0.00574,0.00259,0.00008,0.11300,3.27757
1.493,,0,7.061623,0.330226,16.628008,4.380977,-11.583274,0,18.406824,6.415072,-11.229759,13.889963,14.029993,1.266177,5.625415,0,0,17.045393,4.571607,7.196163,9.145678,16.394499,120.422104,0,77.442871,44.912102,95.088943,8.085468,19.025370,7.966791,14.436697,8.265584,13.969615,9.084826,14.000901,8.626757,15.741636,10.007555,14.933311,10.626892,15.803787,0,-0.01801,-0.01242,-0.02049,0.00290,0.00841,-0.01352,0.00464,0.00372,0.00015,0.11814,3.27803
1.494,,0,7.062507,0.331911,16.624739,4.382124,-11.591688,0,18.395401,6.420354,-11.212632,13.878698,14.482104,1.222882,5.627127,0,0,17.059883,4.575293,7.192277,7.254650,16.414057,120.221283,0,77.763542,44.928326,94.846291,8.085636,19.020042,7.966662,14.424173,8.265046,13.958898,9.084968,13.994017,8.628564,15.735190,10.008818,14.925934,10.626823,15.801105,0,-0.01790,-0.01349,-0.02130,0.00214,0.00923,-0.01236,0.00626,0.00302,0.00015,0.11841,3.27768
1.495,,0,7.063390,0.333595,16.621469,4.383270,-11.600102,0,18.383978,6.425635,-11.195506,13.867434,14.934216,1.179586,5.628838,0,0,17.074375,4.578978,7.188392,5.363623,16.433617,120.020462,0,78.084206,44.944550,94.603638,8.085803,19.014715,7.966533,14.411649,8.264508,13.948180,9.085110,13.987132,8.630371,15.728745,10.010080,14.918557,10.626755,15.798423,0,-0.02592,-0.01382,-0.01665,-0.01251,0.00769,0.03244,0.00793,0.01407,-0.08064,0.04664,3.27730
1.496,,0,7.063569,0.334250,16.617308,4.380661,-11.612803,0,18.372324,6.427143,-11.168223,13.856122,15.365724,1.132362,5.630457,0,0,17.090076,4.576140,7.184813,3.485931,16.426176,121.216057,0,78.494789,44.959667,94.340706,8.082250,19.005938,7.962347,14.399611,8.275324,13.939872,9.081852,13.981681,8.631581,15.724434,10.009414,14.911086,10.625714,15.794745,0,-0.01816,-0.01303,-0.01671,0.00702,0.00958,-0.01071,0.01088,0.00296,-0.00122,0.03392,3.27662
1.497,,0,7.063706,0.334843,16.613094,4.377829,-11.625756,0,18.360655,6.428427,-11.140338,13.844808,15.796009,1.084904,5.632070,0,0,17.105848,4.572915,7.181252,1.609031,16.417133,122.494492,0,78.910706,44.974720,94.076576,8.078476,18.996956,7.957920,14.387602,8.286813,13.931705,9.078393,13.976314,8.632756,15.720251,10.008633,14.903608,10.624617,15.791010,0,-0.01904,-0.01242,-0.02240,0.00244,0.00594,-0.01825,0.00290,0.00278,0.00023,0.06761,3.27594
1.498,,0,7.063843,0.335437,16.608881,4.374997,-11.638711,0,18.348986,6.429711,-11.112453,13.833493,16.226295,1.037446,5.633683,0,0,17.121622,4.569690,7.177692,-0.267870,16.408092,123.772926,0,79.326614,44.989773,93.812447,8.074701,18.987972,7.953493,14.375592,8.298302,13.923539,9.074933,13.970947,8.633930,15.716067,10.007852,14.896132,10.623519,15.787274,0,-0.01639,-0.01419,-0.02055,0.00504,0.00676,-0.01416,0.00447,0.00250,0.00015,0.09713,3.27693
1.499,,0,7.063980,0.336031,16.604668,4.372165,-11.651665,0,18.337317,6.430995,-11.084568,13.822179,16.656582,0.989989,5.635296,0,0,17.137396,4.566464,7.174131,-2.144771,16.399050,125.051361,0,79.742531,45.004826,93.548317,8.070928,18.978991,7.949066,14.363583,8.309791,13.915374,9.071474,13.965580,8.635105,15.711884,10.007071,14.888654,10.622420,15.783539,0,-0.01781,-0.01358,-0.02049,0.00412,0.00859,-0.01318,0.00516,0.00116,-0.00008,0.11070,3.27800
1.500,,0,7.063245,0.336632,16.602188,4.371539,-11.674973,0,18.325743,6.434615,-11.058249,13.811294,17.090235,0.930101,5.636770,0,0,17.154903,4.561199,7.171486,-3.436459,16.389486,123.794991,0,79.919571,44.993599,93.669731,8.072400,18.966713,7.946377,14.348946,8.295821,13.901561,9.073556,13.958417,8.630943,15.703108,10.005662,14.884545,10.620099,15.780533,0,-0.01985,-0.01236,-0.02115,0.00244,0.00896,-0.01331,0.00511,0.00244,0.00000,0.12380,3.27797
1.501,,0,7.062458,0.337233,16.599812,4.371043,-11.698894,0,18.314175,6.438373,-11.032023,13.800434,17.524086,0.869475,5.638235,0,0,17.172512,4.555812,7.168896,-4.693431,16.379892,122.388245,0,80.082443,44.980816,93.814018,8.074183,18.954241,7.943791,14.334153,8.280340,13.887413,9.075966,13.951146,8.626464,15.694059,10.004215,14.880636,10.617705,15.777570,0,-0.01935,-0.01404,-0.01959,0.00305,0.00812,-0.01328,0.00694,0.00269,0.00000,0.12879,3.27790
1.502,,0,7.061671,0.337834,16.597437,4.370547,-11.722815,0,18.302607,6.442131,-11.005797,13.789575,17.957939,0.808850,5.639700,0,0,17.190123,4.550425,7.166305,-5.950404,16.370296,120.981499,0,80.245316,44.968033,93.958305,8.075968,18.941769,7.941206,14.319360,8.264860,13.873265,9.078377,13.943876,8.621985,15.685011,10.002769,14.876727,10.615312,15.774608,0,-0.01881,-0.01358,-0.02180,0.00473,0.00970,-0.01221,0.00589,0.00241,0.00015,0.12899,3.27789
1.503,,0,7.060884,0.338435,16.595060,4.370051,-11.746736,0,18.291040,6.445889,-10.979571,13.778715,18.391790,0.748225,5.641165,0,0,17.207733,4.545039,7.163714,-7.207376,16.360703,119.574753,0,80.408188,44.955250,94.102592,8.077751,18.929296,7.938620,14.304567,8.249379,13.859118,9.080787,13.936606,8.617507,15.675962,10.001324,14.872818,10.612918,15.771645,0,-0.01848,-0.01395,-0.02094,0.00320,0.00890,-0.01147,0.00513,0.00272,0.00008,0.13300,3.27789
1.504,,0,7.060411,0.335256,16.593689,4.371656,-11.769307,0,18.279238,6.469063,-10.956323,13.767871,18.848055,0.668243,5.642144,0,0,17.226604,4.545757,7.160050,-7.882138,16.350653,121.178635,0,80.590538,45.070312,94.387589,8.077040,18.914259,7.934372,14.282661,8.260864,13.848094,9.080963,13.929956,8.611238,15.667550,9.999560,14.872372,10.610520,15.771708,0,-0.02037,-0.01260,-0.02068,0.00504,0.00883,-0.01349,0.00510,0.00366,0.00008,0.13057,3.27753
1.505,,0,7.059957,0.331854,16.592377,4.373384,-11.791798,0,18.267424,6.493389,-10.933250,13.757028,19.305651,0.587114,5.643094,0,0,17.245550,4.546838,7.156321,-8.522361,16.340576,122.961113,0,80.774048,45.192963,94.680923,8.076180,18.899069,7.930025,14.260335,8.273949,13.837255,9.081006,13.923344,8.604863,15.659176,9.997778,14.872130,10.608122,15.771952,0,-0.02049,-0.01273,-0.02208,0.00351,0.00990,-0.01297,0.00497,0.00397,0.00015,0.13526,3.27715
1.506,,0,7.059503,0.328452,16.591066,4.375113,-11.814288,0,18.255608,6.517715,-10.910179,13.746184,19.763245,0.505985,5.644044,0,0,17.264496,4.547919,7.152593,-9.162584,16.330502,124.743591,0,80.957550,45.315613,94.974266,8.075321,18.883879,7.925678,14.238008,8.287033,13.826415,9.081050,13.916731,8.598489,15.650801,9.995996,14.871890,10.605724,15.772195,0,-0.01917,-0.01331,-0.01991,0.00381,0.00966,-0.01160,0.00716,0.00241,-0.00008,0.13582,3.27706
1.507,,0,7.059048,0.325049,16.589756,4.376842,-11.836779,0,18.243793,6.542042,-10.887107,13.735341,20.220840,0.424855,5.644994,0,0,17.283443,4.549000,7.148864,-9.802808,16.320425,126.526077,0,81.141060,45.438263,95.267609,8.074461,18.868689,7.921331,14.215680,8.300117,13.815576,9.081093,13.910118,8.592113,15.642426,9.994214,14.871649,10.603327,15.772439,0,-0.01711,-0.01358,-0.02171,0.00320,0.00916,-0.01248,0.00539,0.00275,0.00000,0.13281,3.27698
1.508,,0,7.058853,0.324334,16.592562,4.377338,-11.845663,0,18.231817,6.671491,-10.854239,13.724457,20.725981,0.320764,5.645555,0,0,17.304310,4.549603,7.154481,-10.046378,16.310467,125.584663,0,81.204514,45.611012,95.859062,8.070583,18.858265,7.917930,14.199315,8.286140,13.803071,9.080019,13.904673,8.581825,15.634276,9.990170,14.875309,10.599526,15.772669,0,-0.01840,-0.01309,-0.02299,0.00397,0.00912,-0.01303,0.00575,0.00204,0.00000,0.13684,3.27712
1.509,,0,7.058673,0.323779,16.595613,4.377761,-11.853739,0,18.219831,6.807177,-10.820791,13.713571,21.233942,0.215311,5.646093,0,0,17.325291,4.550176,7.160653,-10.266419,16.300516,124.481674,0,81.260841,45.786732,96.468193,8.066525,18.848125,7.914584,14.183304,8.270558,13.790467,9.078877,13.899297,8.571304,15.626141,9.985992,14.879200,10.595642,15.772898,0,-0.01787,-0.01340,-0.02110,0.00214,0.00890,-0.01260,0.00546,0.00296,0.00008,0.13175,3.27728
1.510,,0,7.058494,0.323223,16.598665,4.378183,-11.861815,0,18.207846,6.942862,-10.787343,13.702684,21.741901,0.109858,5.646630,0,0,17.346272,4.550750,7.166824,-10.486460,16.290565,123.378677,0,81.317169,45.962452,97.077332,8.062468,18.837984,7.911239,14.167292,8.254976,13.777863,9.077737,13.893921,8.560784,15.618004,9.981815,14.883092,10.591759,15.773127,0,-0.01730,-0.01486,-0.01996,0.00397,0.00745,-0.01315,0.00598,0.00290,0.00000,0.13371,3.27772
1.511,,0,7.058314,0.322667,16.601717,4.378606,-11.869892,0,18.195860,7.078547,-10.753895,13.691798,22.249863,0.004405,5.647168,0,0,17.367252,4.551323,7.172996,-10.706500,16.280615,122.275681,0,81.373505,46.138172,97.686470,8.058410,18.827845,7.907893,14.151280,8.239394,13.765259,9.076596,13.888545,8.550263,15.609868,9.977637,14.886983,10.587874,15.773356,0,-0.01825,-0.01373,-0.02039,0.00366,0.00883,-0.01395,0.00578,0.00327,0.00031,0.13455,3.27818
1.512,,0,7.056587,0.322517,16.605404,4.377714,-11.858228,0,18.183769,6.960751,-10.703243,13.680840,22.767117,-0.111781,5.647126,0,0,17.390446,4.551196,7.167335,-11.104935,16.270718,122.525749,0,81.511375,46.254086,98.121780,8.059605,18.819778,7.905337,14.139157,8.241686,13.756851,9.076561,13.886199,8.541337,15.604712,9.973787,14.892174,10.582933,15.776216,0,-0.01982,-0.01260,-0.02179,0.00580,0.01056,-0.01279,0.00850,0.00198,0.00008,0.13047,3.27798
1.513,,0,7.054768,0.322390,16.609127,4.376744,-11.845393,0,18.171673,6.827916,-10.651571,13.669878,23.284924,-0.228603,5.647050,0,0,17.413773,4.551026,7.160972,-11.513951,16.260822,122.856079,0,81.654091,46.366447,98.546783,8.061110,18.811834,7.902827,14.127265,8.245039,13.748693,9.076591,13.884033,8.532506,15.599733,9.969957,14.897441,10.577929,15.779231,0,-0.01837,-0.01245,-0.02205,0.00397,0.00818,-0.01401,0.00497,0.00375,0.00008,0.13147,3.27775
1.514,,0,7.052948,0.322263,16.612850,4.375773,-11.832559,0,18.159576,6.695082,-10.599898,13.658916,23.802729,-0.345426,5.646974,0,0,17.437098,4.550858,7.154609,-11.922969,16.250929,123.186417,0,81.796806,46.478813,98.971786,8.062616,18.803892,7.900318,14.115373,8.248391,13.740535,9.076621,13.881867,8.523675,15.594754,9.966126,14.902708,10.572926,15.782248,0,-0.02092,-0.01236,-0.02222,0.00458,0.00871,-0.01193,0.00552,0.00278,0.00015,0.12983,3.27774
1.515,,0,7.051130,0.322136,16.616573,4.374804,-11.819724,0,18.147480,6.562248,-10.548226,13.647954,24.320534,-0.462248,5.646898,0,0,17.460423,4.550688,7.148246,-12.331985,16.241035,123.516747,0,81.939514,46.591175,99.396782,8.064122,18.795948,7.897809,14.103480,8.251743,13.732376,9.076651,13.879702,8.514844,15.589775,9.962296,14.907976,10.567922,15.785263,0,-0.01610,-0.01495,-0.01761,0.00275,0.00937,-0.01306,0.00566,0.00287,-0.00008,0.12642,3.27774
1.516,,0,7.051013,0.321998,16.616884,4.373596,-11.792307,0,18.135799,6.553967,-10.465453,13.637444,24.816151,-0.577737,5.646004,0,0,17.485832,4.543221,7.145403,-12.741556,16.231075,123.711159,0,82.547676,46.665695,99.691467,8.062221,18.784401,7.892855,14.084232,8.253607,13.719313,9.076262,13.878596,8.507825,15.586443,9.958749,14.912181,10.562853,15.787345,0,-0.01826,-0.01273,-0.02252,0.00336,0.00868,-0.01492,0.00618,0.00354,-0.00015,0.12817,3.27715
1.517,,0,7.050998,0.321859,16.616995,4.372375,-11.764024,0,18.124142,6.553073,-10.380835,13.626961,25.310453,-0.693147,5.645061,0,0,17.511364,4.535322,7.142768,-13.151159,16.221111,123.897507,0,83.183449,46.737972,99.978416,8.060117,18.772638,7.887757,14.064548,8.255382,13.705958,9.075850,13.877554,8.500914,15.583209,9.955217,14.916324,10.557780,15.789372,0,-0.01854,-0.01367,-0.02266,0.00320,0.00876,-0.01224,0.00543,0.00345,-0.00015,0.12728,3.27654
1.518,,0,7.050982,0.321719,16.617104,4.371154,-11.735742,0,18.112486,6.552181,-10.296216,13.616478,25.804754,-0.808556,5.644119,0,0,17.536896,4.527422,7.140133,-13.560762,16.211147,124.083847,0,83.819221,46.810246,100.265373,8.058013,18.760876,7.882659,14.044863,8.257156,13.692603,9.075437,13.876511,8.494002,15.579974,9.951687,14.920465,10.552709,15.791399,0,-0.01994,-0.01309,-0.02229,0.00290,0.00894,-0.01196,0.00644,0.00250,0.00023,0.12138,3.27725
1.519,,0,7.050967,0.321580,16.617214,4.369933,-11.707459,0,18.100828,6.551288,-10.211597,13.605995,26.299055,-0.923966,5.643177,0,0,17.562428,4.519523,7.137498,-13.970366,16.201185,124.270195,0,84.454987,46.882523,100.552322,8.055910,18.749113,7.877561,14.025178,8.258931,13.679249,9.075024,13.875468,8.487091,15.576740,9.948155,14.924608,10.547636,15.793427,0,-0.01755,-0.01462,-0.02100,0.00351,0.00798,-0.01227,0.00415,0.00272,0.00015,0.12211,3.27802
1.520,,0,7.050604,0.320255,16.621408,4.369709,-11.681287,0,18.089144,6.536977,-10.104444,13.595999,26.736866,-1.029315,5.641772,0,0,17.590153,4.517072,7.138466,-14.209105,16.182297,123.910805,0,84.870750,47.057449,101.147369,8.053601,18.742079,7.878648,14.015126,8.263922,13.669971,9.074094,13.875273,8.477475,15.573446,9.943679,14.933344,10.543871,15.799122,0,-0.01965,-0.01172,-0.01752,0.00275,0.00917,-0.01257,0.00517,0.00363,0.00015,0.12463,3.27768
1.521,,0,7.050221,0.318860,16.625843,4.369545,-11.655239,0,18.077457,6.521871,-9.995954,13.586033,27.171324,-1.134068,5.640340,0,0,17.618006,4.514943,7.139648,-14.437709,16.162880,123.519035,0,85.273453,47.238464,101.760689,8.051281,18.735325,7.880103,14.005646,8.269104,13.660933,9.073133,13.875127,8.467698,15.570148,9.939146,14.942352,10.540184,15.805035,0,-0.01947,-0.01215,-0.02260,0.00549,0.00935,-0.01248,0.00522,0.00244,0.00000,0.12054,3.27730
1.522,,0,7.049838,0.317464,16.630280,4.369381,-11.629192,0,18.065771,6.506763,-9.887463,13.576066,27.605782,-1.238820,5.638908,0,0,17.645861,4.512815,7.140830,-14.666312,16.143463,123.127266,0,85.676163,47.419479,102.374016,8.048961,18.728571,7.881557,13.996165,8.274286,13.651896,9.072173,13.874981,8.457922,15.566851,9.934612,14.951361,10.536497,15.810948,0,-0.02061,-0.01257,-0.02277,0.00305,0.00882,-0.01288,0.00575,0.00339,0.00023,0.11509,3.27728
1.523,,0,7.049455,0.316069,16.634716,4.369216,-11.603146,0,18.054085,6.491657,-9.778973,13.566099,28.040239,-1.343573,5.637475,0,0,17.673714,4.510687,7.142012,-14.894916,16.124046,122.735504,0,86.078865,47.600498,102.987335,8.046640,18.721815,7.883012,13.986685,8.279469,13.642860,9.071212,13.874835,8.448145,15.563553,9.930079,14.960369,10.532810,15.816861,0,-0.01703,-0.01486,-0.02087,0.00473,0.00919,-0.01343,0.00539,0.00412,-0.00015,0.11949,3.27728
1.524,,0,7.050204,0.317106,16.635134,4.371067,-11.579236,0,18.042660,6.470424,-9.625309,13.556423,28.396824,-1.439806,5.635734,0,0,17.702656,4.510092,7.145157,-14.758620,16.104198,122.846931,0,86.245132,47.614822,103.259743,8.045710,18.714344,7.881626,13.978047,8.280241,13.639208,9.074024,13.878867,8.442271,15.564286,9.927402,14.969151,10.527913,15.823670,0,-0.01813,-0.01324,-0.02069,0.00076,0.00887,-0.01163,0.00554,0.00327,-0.00008,0.12041,3.27750
1.525,,0,7.051020,0.318287,16.635313,4.373036,-11.555454,0,18.031250,6.448827,-9.468966,13.546763,28.748791,-1.535534,5.633975,0,0,17.731661,4.509589,7.148419,-14.600677,16.084324,122.988205,0,86.397377,47.619259,103.511917,8.044862,18.706829,7.880071,13.969460,8.280751,13.635875,9.077061,13.883147,8.436628,15.565259,9.924832,14.977919,10.522945,15.830534,0,-0.01759,-0.01294,-0.02176,0.00351,0.00941,-0.01196,0.00536,0.00266,0.00000,0.11796,3.27773
1.526,,0,7.051836,0.319469,16.635492,4.375005,-11.531672,0,18.019842,6.427231,-9.312623,13.537105,29.100756,-1.631261,5.632215,0,0,17.760666,4.509086,7.151681,-14.442736,16.064449,123.129486,0,86.549622,47.623699,103.764099,8.044013,18.699314,7.878517,13.960874,8.281262,13.632542,9.080097,13.887427,8.430986,15.566233,9.922264,14.986687,10.517978,15.837397,0,-0.01845,-0.01337,-0.02084,0.00336,0.00630,-0.01373,0.00623,0.00262,0.00008,0.11380,3.27708
1.527,,0,7.052652,0.320650,16.635674,4.376975,-11.507889,0,18.008432,6.405634,-9.156281,13.527445,29.452721,-1.726989,5.630455,0,0,17.789671,4.508582,7.154943,-14.284793,16.044577,123.270760,0,86.701866,47.628136,104.016281,8.043165,18.691801,7.876962,13.952287,8.281774,13.629210,9.083134,13.891707,8.425344,15.567205,9.919696,14.995455,10.513010,15.844260,0,-0.01747,-0.01404,-0.02142,0.00839,0.00818,-0.02197,0.00665,0.00320,-0.00008,0.11458,3.27639
1.528,,0,7.052798,0.320875,16.635868,4.376219,-11.493813,0,17.996990,6.387838,-8.931920,13.518404,29.730743,-1.815057,5.628194,0,0,17.819729,4.508913,7.151202,-13.947453,16.033749,123.324600,0,86.771988,47.797596,104.389061,8.039825,18.683159,7.875785,13.943939,8.280682,13.624448,9.080352,13.890501,8.416825,15.563711,9.914714,15.001551,10.507379,15.849217,0,-0.01883,-0.01321,-0.02113,0.00366,0.00890,-0.01266,0.00523,0.00281,0.00000,0.11693,3.27695
1.529,,0,7.052905,0.321043,16.636063,4.375302,-11.480312,0,17.985546,6.370267,-8.703525,13.509400,30.004377,-1.902671,5.625904,0,0,17.849848,4.509293,7.147045,-13.599472,16.023457,123.373253,0,86.837242,47.976845,104.768990,8.036338,18.674450,7.874630,13.935606,8.279494,13.619602,9.077225,13.888970,8.408136,15.559952,9.909589,15.007488,10.501708,15.854062,0,-0.01862,-0.01187,-0.02264,-0.00259,0.00949,-0.00989,0.00537,0.00238,0.00015,0.11767,3.27756
1.530,,0,7.053012,0.321211,16.636259,4.374385,-11.466812,0,17.974102,6.352696,-8.475130,13.500396,30.278013,-1.990285,5.623613,0,0,17.879967,4.509673,7.142889,-13.251490,16.013166,123.421913,0,86.902496,48.156094,105.148918,8.032850,18.665741,7.873475,13.927273,8.278307,13.614756,9.074098,13.887439,8.399447,15.556192,9.904464,15.013426,10.496037,15.858906,0,-0.01917,-0.01154,-0.02028,0.00702,0.00572,-0.01071,0.00746,0.00336,0.00008,0.11687,3.27744
1.531,,0,7.053119,0.321379,16.636454,4.373468,-11.453312,0,17.962658,6.335126,-8.246735,13.491392,30.551647,-2.077899,5.621323,0,0,17.910088,4.510052,7.138732,-12.903508,16.002874,123.470566,0,86.967751,48.335342,105.528847,8.029363,18.657034,7.872320,13.918939,8.277121,13.609910,9.070971,13.885908,8.390759,15.552433,9.899339,15.019363,10.490367,15.863750,0,-0.01901,-0.01453,-0.02007,0.00168,0.00768,-0.01190,0.00758,0.00168,0.00000,0.11211,3.27729
1.532,,0,7.054505,0.320834,16.641531,4.372850,-11.426270,0,17.951033,6.313725,-7.891069,13.482901,30.734571,-2.155541,5.618621,0,0,17.941574,4.509975,7.137945,-12.567403,15.992276,121.877922,0,88.255760,48.383575,105.433266,8.023402,18.649561,7.873146,13.911256,8.280055,13.596933,9.067742,13.890679,8.387858,15.557340,9.896789,15.025241,10.486771,15.872318,0,-0.01807,-0.01428,-0.01952,0.00473,0.00948,-0.01364,0.00792,0.00406,0.00015,0.11312,3.27714
1.533,,0,7.055967,0.320247,16.646898,4.372250,-11.398424,0,17.939398,6.292098,-7.527853,13.474441,30.912113,-2.232593,5.615895,0,0,17.973141,4.509870,7.137357,-12.232002,15.981660,120.187920,0,89.616302,48.424038,105.309479,8.017295,18.642160,7.874088,13.903612,8.283235,13.583475,9.064507,13.895823,8.385301,15.562760,9.894391,15.031115,10.483296,15.881108,0,-0.01881,-0.01257,-0.02374,0.00153,0.00958,-0.01892,0.00343,0.00626,0.00008,0.11852,3.27698
1.534,,0,7.057429,0.319660,16.652266,4.371650,-11.370579,0,17.927763,6.270471,-7.164637,13.465980,31.089655,-2.309644,5.613169,0,0,18.004709,4.509765,7.136768,-11.896603,15.971044,118.497917,0,90.976845,48.464500,105.185684,8.011188,18.634762,7.875031,13.895967,8.286414,13.570017,9.061274,13.900969,8.382744,15.568181,9.891994,15.036988,10.479823,15.889897,0,-0.01897,-0.01205,-0.02287,0.00107,0.00404,-0.00952,0.00348,0.00195,0.00015,0.11815,3.27712
1.535,,0,7.058890,0.319072,16.657633,4.371050,-11.342733,0,17.916128,6.248844,-6.801421,13.457520,31.267197,-2.386696,5.610443,0,0,18.036276,4.509660,7.136180,-11.561202,15.960427,116.807915,0,92.337387,48.504963,105.061897,8.005080,18.627361,7.875974,13.888324,8.289594,13.556559,9.058040,13.906114,8.380186,15.573602,9.889596,15.042862,10.476350,15.898687,0,-0.01859,-0.01407,-0.02502,0.00992,0.01324,-0.01648,0.00639,0.00311,0.00031,0.11459,3.27728
1.536,,0,7.058122,0.318899,16.655437,4.368933,-11.309768,0,17.904886,6.231043,-6.253017,13.450964,31.343140,-2.447139,5.607488,0,0,18.068176,4.509349,7.136238,-11.406633,15.949651,115.392593,0,92.850151,48.494675,105.153557,8.001966,18.609070,7.874470,13.882407,8.287143,13.542978,9.056747,13.905146,8.372717,15.570065,9.883964,15.044678,10.469323,15.902026,0,-0.01938,-0.01273,-0.01869,0.00244,0.00859,-0.01315,0.00931,0.00366,0.00015,0.11530,3.27699
1.537,,0,7.057220,0.318751,16.652792,4.366726,-11.276499,0,17.893667,6.213470,-5.693628,13.444521,31.413057,-2.506597,5.604519,0,0,18.100094,4.509026,7.136333,-11.262793,15.938865,113.993568,0,93.312622,48.481377,105.258003,7.999030,18.590132,7.872821,13.876593,8.284357,13.529390,9.055570,13.903815,8.364957,15.565998,9.878140,15.046253,10.462086,15.905043,0,-0.01886,-0.01303,-0.01889,0.00046,0.00870,-0.01050,0.00256,0.00375,-0.00015,0.11895,3.27668
1.538,,0,7.056319,0.318602,16.650146,4.364519,-11.243230,0,17.882448,6.195897,-5.134238,13.438078,31.482973,-2.566055,5.601551,0,0,18.132013,4.508702,7.136429,-11.118952,15.928079,112.594551,0,93.775101,48.468075,105.362450,7.996094,18.571194,7.871171,13.870778,8.281571,13.515802,9.054393,13.902485,8.357197,15.561931,9.872316,15.047829,10.454849,15.908058,0,-0.02065,-0.01163,-0.01457,0.00137,0.00688,-0.01328,0.00734,0.00394,0.00000,0.11956,3.27748
1.539,,0,7.055418,0.318453,16.647503,4.362312,-11.209961,0,17.871229,6.178323,-4.574849,13.431635,31.552889,-2.625513,5.598582,0,0,18.163933,4.508379,7.136524,-10.975111,15.917293,111.195526,0,94.237572,48.454777,105.466896,7.993158,18.552256,7.869523,13.864964,8.278787,13.502214,9.053215,13.901155,8.349437,15.557863,9.866493,15.049404,10.447612,15.911075,0,-0.02034,-0.01224,-0.02180,0.00305,0.01186,-0.01309,0.00661,0.00229,0.00008,0.11713,3.27832
1.540,,0,7.054366,0.319591,16.649256,4.360506,-11.174394,0,17.859982,6.176305,-3.796872,13.427269,31.666656,-2.667149,5.595507,0,0,18.195965,4.504792,7.138055,-11.022132,15.906164,111.455910,0,94.401680,48.513203,105.501007,7.996492,18.548302,7.870262,13.866564,8.283282,13.507014,9.053819,13.908121,8.347614,15.563796,9.865919,15.059111,10.446055,15.922853,0,-0.01689,-0.01419,-0.01741,0.00641,0.00703,-0.01370,0.00517,0.00296,0.00000,0.11497,3.27791
