"Time","17 Hipy (cm)","25 toey (cm)"
0.589,9.813122,7.934488
0.590,9.812387,7.932529
0.591,9.811651,7.930570
0.592,9.810915,7.928611
0.593,9.811049,7.927429
0.594,9.813033,7.927901
0.595,9.815016,7.928372
0.596,9.816999,7.928844
0.597,9.818906,7.929070
0.598,9.820649,7.928773
0.599,9.822393,7.928477
0.600,9.824137,7.928181
0.601,9.826575,7.928718
0.602,9.830492,7.931024
0.603,9.834408,7.933330
0.604,9.838325,7.935636
0.605,9.842120,7.936974
0.606,9.845659,7.936255
0.607,9.849199,7.935536
0.608,9.852738,7.934818
0.609,9.856883,7.935758
0.610,9.862312,7.940221
0.611,9.867742,7.944685
0.612,9.873171,7.949149
0.613,9.878633,7.951709
0.614,9.884167,7.950226
0.615,9.889700,7.948744
0.616,9.895233,7.947261
0.617,9.900932,7.945334
0.618,9.906984,7.942463
0.619,9.913036,7.939592
0.620,9.919088,7.936721
0.621,9.924587,7.934695
0.622,9.928910,7.934462
0.623,9.933233,7.934229
0.624,9.937556,7.933996
0.625,9.941514,7.934267
0.626,9.944694,7.935607
0.627,9.947873,7.936947
0.628,9.951053,7.938288
0.629,9.954193,7.939017
0.630,9.957251,7.938448
0.631,9.960307,7.937880
0.632,9.963365,7.937311
0.633,9.966458,7.935928
0.634,9.969631,7.932813
0.635,9.972803,7.929698
0.636,9.975975,7.926584
0.637,9.980096,7.923331
0.638,9.986234,7.919785
0.639,9.992371,7.916239
0.640,9.998508,7.912693
0.641,10.004257,7.909749
0.642,10.009182,7.908084
0.643,10.014106,7.906419
0.644,10.019031,7.904755
0.645,10.024073,7.903239
0.646,10.029366,7.902040
0.647,10.034657,7.900841
0.648,10.039950,7.899641
0.649,10.046078,7.900707
0.650,10.053980,7.906585
0.651,10.061881,7.912464
0.652,10.069783,7.918343
0.653,10.077840,7.925948
0.654,10.086226,7.937223
0.655,10.094612,7.948499
0.656,10.102998,7.959774
0.657,10.110566,7.980810
0.658,10.116394,8.022585
0.659,10.122222,8.064361
0.660,10.128050,8.106136
0.661,10.135063,8.140389
0.662,10.144594,8.158660
0.663,10.154125,8.176929
0.664,10.163655,8.195199
0.665,10.169923,8.210504
0.666,10.169254,8.219508
0.667,10.168587,8.228513
0.668,10.167918,8.237517
0.669,10.167407,8.251648
0.670,10.167229,8.276671
0.671,10.167050,8.301695
0.672,10.166872,8.326718
0.673,10.165251,8.351231
0.674,10.160563,8.374655
0.675,10.155874,8.398079
0.676,10.151186,8.421503
0.677,10.150754,8.438406
0.678,10.159369,8.441452
0.679,10.167983,8.444498
0.680,10.176598,8.447544
0.681,10.185984,8.456312
0.682,10.197010,8.477241
0.683,10.208035,8.498169
0.684,10.219062,8.519097
0.685,10.225672,8.535551
0.686,10.222896,8.542497
0.687,10.220119,8.549441
0.688,10.217343,8.556387
0.689,10.216907,8.562434
0.690,10.221437,8.566572
0.691,10.225969,8.570710
0.692,10.230501,8.574848
0.693,10.236170,8.577355
0.694,10.244254,8.576395
0.695,10.252339,8.575435
0.696,10.260424,8.574474
0.697,10.265224,8.573051
0.698,10.263046,8.570645
0.699,10.260868,8.568240
0.700,10.258689,8.565834
0.701,10.255447,8.561987
0.702,10.249945,8.555075
0.703,10.244443,8.548163
0.704,10.238940,8.541251
0.705,10.234204,8.531329
0.706,10.231094,8.515009
0.707,10.227985,8.498688
0.708,10.224875,8.482368
0.709,10.221925,8.460687
0.710,10.219311,8.427616
0.711,10.216697,8.394546
0.712,10.214084,8.361475
0.713,10.207880,8.326776
0.714,10.194049,8.288615
0.715,10.180219,8.250456
0.716,10.166388,8.212296
0.717,10.151336,8.177964
0.718,10.133689,8.151768
0.719,10.116043,8.125570
0.720,10.098396,8.099374
0.721,10.084793,8.082507
0.722,10.079779,8.085468
0.723,10.074764,8.088428
0.724,10.069750,8.091389
0.725,10.063136,8.091963
0.726,10.053123,8.087467
0.727,10.043109,8.082972
0.728,10.033095,8.078476
0.729,10.023260,8.074662
0.730,10.013803,8.072300
0.731,10.004346,8.069938
0.732,9.994889,8.067575
0.733,9.985687,8.065770
0.734,9.977029,8.065150
0.735,9.968369,8.064530
0.736,9.959710,8.063910
0.737,9.951463,8.062905
0.738,9.944088,8.061080
0.739,9.936714,8.059255
0.740,9.929339,8.057429
0.741,9.922527,8.057307
0.742,9.916911,8.060803
0.743,9.911294,8.064300
0.744,9.905677,8.067796
0.745,9.899969,8.070576
0.746,9.894068,8.071834
0.747,9.888165,8.073092
0.748,9.882264,8.074348
0.749,9.876698,8.075518
0.750,9.871844,8.076497
0.751,9.866990,8.077477
0.752,9.862136,8.078457
0.753,9.857717,8.078680
0.754,9.854219,8.077295
0.755,9.850722,8.075911
0.756,9.847225,8.074526
0.757,9.842472,8.073608
0.758,9.835050,8.073684
0.759,9.827627,8.073759
0.760,9.820205,8.073833
0.761,9.814425,8.073357
0.762,9.812134,8.071707
0.763,9.809843,8.070057
0.764,9.807552,8.068407
0.765,9.805050,8.065018
0.766,9.802097,8.057929
0.767,9.799144,8.050841
0.768,9.796191,8.043753
0.769,9.793410,8.040195
0.770,9.790998,8.044140
0.771,9.788584,8.048085
0.772,9.786171,8.052030
0.773,9.783422,8.054952
0.774,9.779962,8.055701
0.775,9.776501,8.056451
0.776,9.773040,8.057200
0.777,9.770002,8.056774
0.778,9.767865,8.053850
0.779,9.765727,8.050926
0.780,9.763590,8.048003
0.781,9.761886,8.046587
0.782,9.761103,8.048374
0.783,9.760320,8.050161
0.784,9.759537,8.051950
0.785,9.758423,8.054547
0.786,9.756606,8.058870
0.787,9.754789,8.063192
0.788,9.752973,8.067515
0.789,9.751536,8.070572
0.790,9.750907,8.070940
0.791,9.750278,8.071307
0.792,9.749648,8.071674
0.793,9.748094,8.071253
0.794,9.744575,8.069155
0.795,9.741055,8.067056
0.796,9.737535,8.064958
0.797,9.734701,8.062850
0.798,9.733325,8.060723
0.799,9.731949,8.058597
0.800,9.730572,8.056470
0.801,9.729928,8.055780
0.802,9.730842,8.058147
0.803,9.731754,8.060513
0.804,9.732668,8.062881
0.805,9.733422,8.064724
0.806,9.733839,8.065456
0.807,9.734255,8.066190
0.808,9.734672,8.066922
0.809,9.735473,8.068254
0.810,9.737090,8.070855
0.811,9.738708,8.073458
0.812,9.740325,8.076059
0.813,9.741996,8.079199
0.814,9.743783,8.083483
0.815,9.745569,8.087767
0.816,9.747355,8.092051
0.817,9.748849,8.095213
0.818,9.749720,8.095989
0.819,9.750590,8.096766
0.820,9.751460,8.097543
0.821,9.751978,8.098804
0.822,9.751744,8.101093
0.823,9.751511,8.103382
0.824,9.751277,8.105672
0.825,9.750977,8.108332
0.826,9.750536,8.111780
