"Time","48 L marks","47 R marks","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","39 FRx (cm)","35a HRx (cm)","35 HRx (cm)","37a FLx (cm)","37 FLx (cm)","33a HLx (cm)","33 HLx (cm)","38 FLy (cm)","36 HRy (cm)","34 HLy (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.475,0,0,0,0,7.039188,0.343155,5.529731,16.818726,4.615568,-5.649419,17.212158,22.883747,15.686360,-9.784458,18.719774,12.103803,16.071230,6.543966,3.897711,6.997161,170.161026,0,23.550098,61.671200,52.535366,8.071133,17.701181,8.559258,16.587965,8.331508,16.057230,8.176451,15.406460,9.198281,16.765011,9.783794,15.493341,10.332063,16.532669,0,-0.01978,-0.01344,-0.01924,0.00333,0.00998,-0.01002,0.00417,0.00043,-1.49786,0.10407,3.27637
0.476,0,0,0,0,7.039411,0.339583,5.532307,16.817751,4.616763,-5.446390,17.206461,21.973476,15.708295,-9.780121,18.709732,11.209610,16.083952,6.542657,3.902583,7.000366,169.641907,0,23.481030,61.987801,52.816830,8.071694,17.697559,8.566309,16.598989,8.328645,16.062328,8.170685,15.404614,9.193382,16.762587,9.785110,15.493863,10.332698,16.531900,0,-0.01736,-0.01348,-0.02013,0.00477,0.00776,-0.01191,-0.00172,0.00102,-1.49724,0.10088,3.27658
0.477,0,0,0,0,7.039672,0.335259,5.535051,16.817020,4.618316,-5.237336,17.200817,21.051577,15.729963,-9.771776,18.699677,10.266024,16.096577,6.541382,3.907695,7.004624,169.229858,0,23.370560,62.291389,53.157974,8.072394,17.694487,8.572711,16.609631,8.325860,16.065006,8.165474,15.401002,9.187303,16.759626,9.786542,15.494465,10.333414,16.531107,0,-0.01700,-0.01318,-0.02076,0.00381,0.00968,-0.01187,0.00909,0.00103,-1.49798,0.09839,3.27681
0.478,0,0,0,0,7.039933,0.330936,5.537796,16.816288,4.619869,-5.028283,17.195171,20.129677,15.751632,-9.763432,18.689621,9.322437,16.109200,6.540107,3.912807,7.008883,168.817810,0,23.260090,62.594982,53.499119,8.073095,17.691416,8.579113,16.620272,8.323075,16.067682,8.160263,15.397388,9.181223,16.756666,9.787973,15.495067,10.334131,16.530313,0,-0.01930,-0.01349,-0.01873,0.00198,0.00822,-0.01166,0.00389,0.00327,-1.49908,0.09866,3.27732
0.479,0,0,0,0,7.040193,0.326613,5.540540,16.815557,4.621422,-4.819229,17.189528,19.207777,15.773300,-9.755087,18.679565,8.378851,16.121824,6.538832,3.917918,7.013142,168.405762,0,23.149618,62.898571,53.840267,8.073795,17.688345,8.585514,16.630913,8.320291,16.070360,8.155052,15.393775,9.175143,16.753706,9.789405,15.495668,10.334847,16.529518,0,-0.01803,-0.01310,-0.02061,0.00248,0.01552,-0.01252,0.00620,0.02156,-1.49684,0.09802,3.27786
0.480,0,0,0,0,7.040395,0.330670,5.542622,16.813362,4.621893,-4.511653,17.184935,18.233833,15.790990,-9.699117,18.669712,6.943059,16.134073,6.537891,3.922149,7.004334,167.563080,0,23.479223,63.373241,53.967064,8.075228,17.678080,8.587487,16.645819,8.313728,16.087626,8.145185,15.395252,9.172105,16.749941,9.790409,15.493896,10.335067,16.528786,0,-0.01762,-0.01279,-0.01973,0.00258,0.00554,-0.01278,0.00576,-0.00283,-1.49747,0.09473,3.27782
0.481,0,0,0,0,7.040592,0.335455,5.544646,16.811039,4.622270,-4.195510,17.180431,17.255363,15.808333,-9.639006,18.659878,5.464467,16.146292,6.536979,3.926303,6.994390,166.682938,0,23.847094,63.862785,54.075226,8.076724,17.667191,8.589075,16.661097,8.306838,16.106159,8.134912,15.397171,9.169332,16.746103,9.791376,15.491916,10.335243,16.528057,0,-0.01811,-0.01365,-0.02005,0.00308,0.01005,-0.01223,0.00306,0.00537,-1.49802,0.09230,3.27775
0.482,0,0,0,0,7.040789,0.340241,5.546670,16.808718,4.622646,-3.879368,17.175930,16.276894,15.825676,-9.578895,18.650043,3.985874,16.158508,6.536067,3.930456,6.984446,165.802811,0,24.214964,64.352325,54.183384,8.078219,17.656301,8.590664,16.676374,8.299949,16.124693,8.124639,15.399091,9.166557,16.742268,9.792344,15.489935,10.335420,16.527328,0,-0.01731,-0.01380,-0.02026,0.00260,0.00933,-0.01163,0.00840,0.00339,-1.49857,0.09256,3.27717
0.483,0,0,0,0,7.040985,0.345026,5.548694,16.806395,4.623023,-3.563225,17.171429,15.298423,15.843019,-9.518784,18.640209,2.507282,16.170727,6.535155,3.934610,6.974501,164.922668,0,24.582834,64.841873,54.291546,8.079716,17.645412,8.592252,16.691652,8.293058,16.143229,8.114367,15.401011,9.163784,16.738432,9.793311,15.487955,10.335596,16.526600,0,-0.01745,-0.01309,-0.02258,0.00329,0.00852,-0.01177,0.00558,0.00125,-1.49628,0.09199,3.27656
0.484,0,0,0,0,7.042786,0.341534,5.549150,16.805147,4.625094,-3.109141,17.168030,14.328791,15.856365,-9.405536,18.630623,0.994343,16.171638,6.534385,3.947862,6.966040,164.309372,0,25.696991,65.065689,53.459305,8.078829,17.640457,8.584792,16.704130,8.285903,16.163786,8.110781,15.421321,9.179477,16.742649,9.795252,15.485662,10.334659,16.528116,0,-0.01812,-0.01326,-0.02141,0.00217,0.00739,-0.01197,0.00769,0.00198,-1.49687,0.08900,3.27666
0.485,0,0,0,0,7.044725,0.337322,5.549469,16.803991,4.627314,-2.643062,17.164728,13.359927,15.869364,-9.287667,18.621059,-0.521582,16.171566,6.533628,3.961905,6.957707,163.719254,0,26.876041,65.266396,52.545288,8.077736,17.636017,8.576546,16.716366,8.278725,16.184519,8.107778,15.443232,9.196775,16.747564,9.797277,15.483342,10.333623,16.529831,0,-0.01778,-0.01252,-0.02126,0.00349,0.00789,-0.01387,0.00335,0.00269,-1.49788,0.08696,3.27682
0.486,0,0,0,0,7.046665,0.333110,5.549789,16.802837,4.629533,-2.176984,17.161427,12.391064,15.882361,-9.169799,18.611494,-2.037507,16.171494,6.532869,3.975948,6.949374,163.129150,0,28.055092,65.467110,51.631271,8.076643,17.631578,8.568299,16.728600,8.271546,16.205252,8.104774,15.465141,9.214074,16.752481,9.799303,15.481022,10.332588,16.531544,0,-0.01788,-0.01350,-0.01999,0.00213,0.00835,-0.01285,0.00603,0.00309,-1.49749,0.08772,3.27718
0.487,0,0,0,0,7.048605,0.328898,5.550108,16.801682,4.631752,-1.710905,17.158123,11.422200,15.895360,-9.051931,18.601929,-3.553432,16.171423,6.532112,3.989990,6.941041,162.539047,0,29.234142,65.667816,50.717255,8.075550,17.627138,8.560053,16.740835,8.264368,16.225985,8.101770,15.487051,9.231373,16.757399,9.801329,15.478703,10.331553,16.533257,0,-0.01669,-0.01289,-0.02126,0.00490,0.00745,-0.01323,0.00096,0.00206,-1.49654,0.08744,3.27756
0.488,0,0,0,0,7.047499,0.331198,5.551191,16.798325,4.632657,-1.081862,17.156473,10.539480,15.904408,-8.917621,18.593077,-5.118654,16.156384,6.534991,4.002073,6.940797,162.595078,0,30.205475,65.706345,50.280861,8.075190,17.621519,8.545447,16.755114,8.257820,16.240528,8.102322,15.494125,9.239573,16.757627,9.802654,15.475904,10.330625,16.531885,0,-0.01714,-0.01359,-0.01974,0.00275,0.00924,-0.01229,0.00494,0.00249,-1.49819,0.08487,3.27730
0.489,0,0,0,0,7.046128,0.334063,5.552341,16.794777,4.633447,-0.438649,17.154966,9.664250,15.913113,-8.781881,18.584288,-6.688164,16.140041,6.538187,4.013986,6.941256,162.707306,0,31.158743,65.730766,49.885998,8.074893,17.615797,8.530290,16.769569,8.251327,16.254532,8.103182,15.499908,9.246982,16.757450,9.803918,15.473065,10.329705,16.530245,0,-0.01802,-0.01338,-0.01979,0.00250,0.00844,-0.01165,0.00854,0.00200,-1.49579,0.08323,3.27700
0.490,0,0,0,0,7.044757,0.336929,5.553490,16.791227,4.634237,0.204565,17.153458,8.789021,15.921818,-8.646142,18.575499,-8.257673,16.123701,6.541383,4.025899,6.941715,162.819519,0,32.112015,65.755188,49.491135,8.074596,17.610075,8.515131,16.784025,8.244833,16.268536,8.104042,15.505692,9.254391,16.757273,9.805182,15.470226,10.328785,16.528606,0,-0.01851,-0.01316,-0.02019,0.00363,0.00767,-0.01195,0.00340,0.00220,-1.49938,0.08444,3.27691
0.491,0,0,0,0,7.043386,0.339794,5.554639,16.787680,4.635027,0.847778,17.151951,7.913791,15.930523,-8.510403,18.566710,-9.827183,16.107359,6.544579,4.037812,6.942174,162.931747,0,33.065281,65.779610,49.096272,8.074300,17.604353,8.499973,16.798481,8.238339,16.282541,8.104902,15.511477,9.261799,16.757093,9.806447,15.467387,10.327866,16.526966,0,-0.01755,-0.01409,-0.02171,0.00288,0.00652,-0.01328,0.00729,0.00260,-1.49848,0.08454,3.27683
0.492,0,0,0,0,7.043168,0.339853,5.556033,16.782124,4.634937,1.639141,17.153265,7.171114,15.936628,-8.388783,18.558294,-11.451542,16.093010,6.547154,4.047731,6.946227,164.520645,0,33.470222,66.119003,48.592262,8.075133,17.598061,8.481535,16.802374,8.236332,16.290890,8.100011,15.521704,9.270472,16.754147,9.808385,15.461669,10.326337,16.523848,0,-0.01741,-0.01299,-0.01862,0.00394,0.00931,-0.01326,0.00463,0.00262,-1.49561,0.08249,3.27718
0.493,0,0,0,0,7.043050,0.339667,5.557448,16.776394,4.634770,2.443387,17.154825,6.439964,15.942507,-8.268392,18.549911,-13.080671,16.078835,6.549676,4.057477,6.950591,166.237961,0,33.827480,66.485786,48.078766,8.076065,17.591717,8.462812,16.805351,8.234715,16.298746,8.094619,15.532318,9.279253,16.750956,9.810382,15.455700,10.324756,16.520601,0,-0.02050,-0.01241,-0.01619,0.00402,0.00892,-0.01264,0.00605,0.00215,-1.49567,0.08122,3.27756
0.494,0,0,0,0,7.042933,0.339482,5.558863,16.770664,4.634604,3.247632,17.156384,5.708814,15.948386,-8.148000,18.541529,-14.709800,16.064659,6.552198,4.067223,6.954955,167.955276,0,34.184738,66.852570,47.565266,8.076997,17.585375,8.444090,16.808327,8.233097,16.306604,8.089228,15.542933,9.288035,16.747766,9.812378,15.449731,10.323174,16.517353,0,-0.01790,-0.01304,-0.02086,0.00287,0.00885,-0.01339,0.00797,0.00193,-1.49843,0.08259,3.27766
0.495,0,0,0,0,7.042815,0.339296,5.560278,16.764935,4.634437,4.051877,17.157944,4.977664,15.954266,-8.027608,18.533146,-16.338928,16.050484,6.554720,4.076968,6.959320,169.672592,0,34.541996,67.219353,47.051769,8.077929,17.579031,8.425367,16.811302,8.231480,16.314461,8.083836,15.553547,9.296817,16.744577,9.814375,15.443763,10.321592,16.514107,0,-0.01759,-0.01370,-0.01934,0.00258,0.01044,-0.01163,0.00218,0.00214,-1.49734,0.08273,3.27774
0.496,0,0,0,0,7.045903,0.342049,5.561038,16.762680,4.634333,4.927182,17.163473,4.376187,15.957417,-7.948591,18.526073,-17.602066,16.046068,6.554646,4.081116,7.500006,170.685638,0,35.513702,67.151978,46.250484,8.080523,17.576853,8.409250,16.820711,8.229172,16.321074,8.087795,15.557855,9.310781,16.738426,9.815639,15.432840,10.319669,16.508472,0,-0.01678,-0.01343,-0.02091,0.00275,0.00816,-0.01268,0.00631,0.00114,-1.49754,0.08053,3.27717
0.497,0,0,0,0,7.049269,0.345058,5.561742,16.760725,4.634235,5.808665,17.169348,3.785987,15.960330,-7.873171,18.519117,-18.833380,16.042503,6.554345,4.084777,8.087330,171.637451,0,36.538841,67.046844,45.424175,8.083262,17.575035,8.393360,16.830679,8.226805,16.327579,8.092567,15.561615,9.325195,16.732018,9.816840,15.421487,10.317716,16.502628,0,-0.01791,-0.01376,-0.02039,0.00311,0.00821,-0.01266,0.00515,0.00148,-1.49803,0.07939,3.27656
0.498,0,0,0,0,7.052635,0.348067,5.562446,16.758772,4.634138,6.690148,17.175222,3.195787,15.963243,-7.797751,18.512159,-20.064693,16.038939,6.554044,4.088439,8.674653,172.589249,0,37.563980,66.941719,44.597870,8.086001,17.573219,8.377471,16.840647,8.224437,16.334084,8.097340,15.565375,9.339609,16.725611,9.818041,15.410134,10.315763,16.496786,0,-0.01817,-0.01384,-0.01876,0.00319,0.00968,-0.01035,0.00496,0.00277,-1.49791,0.08089,3.27702
0.499,0,0,0,0,7.056002,0.351075,5.563150,16.756819,4.634039,7.571631,17.181097,2.605586,15.966158,-7.722332,18.505203,-21.296005,16.035374,6.553743,4.092100,9.261976,173.541061,0,38.589115,66.836586,43.771561,8.088740,17.571402,8.361581,16.850615,8.222070,16.340588,8.102112,15.569136,9.354024,16.719202,9.819242,15.398781,10.313810,16.490942,0,-0.01789,-0.01315,-0.02065,0.00297,0.00878,-0.01251,0.00642,0.00324,-1.49680,0.08159,3.27755
0.500,0,0,0,0,7.053795,0.349508,5.565129,16.749372,4.632601,8.414775,17.190758,2.125351,15.967501,-7.702425,18.497654,-22.010605,16.004889,6.551840,4.103374,9.311065,174.403854,0,40.290539,67.113808,42.544533,8.090294,17.567120,8.341858,16.875193,8.215653,16.359589,8.104216,15.583493,9.376194,16.710035,9.823629,15.383849,10.310709,16.483158,0,-0.01755,-0.01365,-0.02100,0.00255,0.00898,-0.01395,0.00511,0.00311,-1.49840,0.07983,3.27752
0.501,0,0,1,0,7.051105,0.347542,5.567219,16.741447,4.631046,9.254584,17.200750,1.654678,15.968706,-7.687345,18.490055,-22.680273,15.972063,6.549798,4.115309,9.313352,175.258896,0,42.050770,67.424278,41.282661,8.091743,17.562622,8.321802,16.901041,8.208885,16.379675,8.106088,15.598774,9.399039,16.700630,9.828295,15.368607,10.307508,16.475204,0,-0.01776,-0.01358,-0.01952,0.00388,0.00859,-0.01132,0.00489,0.00277,-1.49507,0.07909,3.27744
0.502,0,0,0,0,7.048414,0.345577,5.569310,16.733524,4.629491,10.094394,17.210741,1.184005,15.969913,-7.672265,18.482456,-23.349941,15.939238,6.547755,4.127245,9.315638,176.113953,0,43.811001,67.734749,40.020790,8.093194,17.558125,8.301746,16.926891,8.202117,16.399763,8.107961,15.614054,9.421885,16.691223,9.832959,15.353363,10.304307,16.467251,0,-0.01704,-0.01282,-0.01811,0.00405,0.00686,-0.01377,0.00585,0.00295,-1.49664,0.08082,3.27701
0.503,0,0,0,0,7.045723,0.343611,5.571400,16.725599,4.627936,10.934204,17.220734,0.713332,15.971119,-7.657185,18.474857,-24.019609,15.906412,6.545713,4.139181,9.317924,176.968994,0,45.571228,68.045212,38.758919,8.094644,17.553627,8.281691,16.952740,8.195350,16.419849,8.109833,15.629333,9.444730,16.681818,9.837625,15.338120,10.301106,16.459299,0,-0.01739,-0.01263,-0.01994,0.00248,0.00944,-0.01337,0.00343,0.00219,-1.49750,0.08156,3.27655
0.504,0,0,0,0,7.046814,0.344778,5.569933,16.721514,4.624031,11.645596,17.233885,0.308595,15.971060,-7.670098,18.467024,-23.649075,15.861464,6.545260,4.146669,9.326116,177.479080,0,47.626118,68.415787,38.394260,8.095402,17.538956,8.238413,17.071301,8.170763,16.423414,8.107235,15.632426,9.450589,16.674051,9.841304,15.329677,10.299771,16.453760,0,-0.01666,-0.01313,-0.02019,0.00486,0.00861,-0.01262,0.00518,0.00262,-1.49755,0.08000,3.27688
0.505,0,0,0,0,7.048235,0.346218,5.568157,16.717760,4.619921,12.345821,17.247311,-0.090408,15.970891,-7.685447,18.459169,-23.188087,15.815460,6.544947,4.153771,9.334821,177.959183,0,49.706631,68.791588,38.107616,8.096100,17.523399,8.193115,17.197926,8.144627,16.425543,8.104248,15.634459,9.454971,16.666428,9.844897,15.321824,10.298598,16.448431,0,-0.02213,-0.01270,-0.02003,0.00248,0.00771,-0.01278,0.00555,0.00208,-1.49831,0.07930,3.27726
0.506,0,0,0,0,7.049655,0.347657,5.566380,16.714008,4.615810,13.046046,17.260738,-0.489412,15.970722,-7.700795,18.451317,-22.727100,15.769458,6.544632,4.160872,9.343526,178.439270,0,51.787144,69.167389,37.820976,8.096798,17.507843,8.147819,17.324549,8.118491,16.427671,8.101261,15.636493,9.459354,16.658804,9.848491,15.313972,10.297426,16.443104,0,-0.01711,-0.01293,-0.01943,0.00298,0.00846,-0.01204,0.00537,0.00259,-1.49767,0.08114,3.27714
0.507,0,0,0,0,7.051075,0.349097,5.564604,16.710255,4.611701,13.746272,17.274164,-0.888415,15.970553,-7.716143,18.443462,-22.266113,15.723455,6.544319,4.167974,9.352232,178.919373,0,53.867657,69.543190,37.534332,8.097495,17.492287,8.102521,17.451172,8.092355,16.429800,8.098275,15.638526,9.463737,16.651180,9.852084,15.306119,10.296253,16.437775,0,-0.02520,-0.01254,-0.02222,0.00407,0.00843,-0.01329,0.00052,0.00375,-1.49760,0.08177,3.27699
0.508,0,0,0,0,7.048911,0.351406,5.561413,16.704849,4.610485,14.285142,17.289629,-1.237906,15.968898,-7.753161,18.435783,-21.164183,15.709781,6.543511,4.163683,9.352035,178.862259,0,54.290176,69.615898,37.508083,8.092535,17.483301,8.087859,17.327595,8.087774,16.415445,8.099027,15.631243,9.464879,16.643393,9.854428,15.298681,10.295957,16.428064,0,-0.01957,-0.01159,-0.02081,0.00067,0.00990,-0.01356,0.00660,0.00223,-1.49828,0.07996,3.27691
0.509,0,0,0,0,7.046435,0.353791,5.558099,16.699301,4.609522,14.809980,17.305273,-1.583091,15.967113,-7.792063,18.428120,-20.006516,15.698917,6.542662,4.158401,9.351063,178.758438,0,54.568520,69.662239,37.504475,8.087082,17.474888,8.075862,17.182261,8.085069,16.399658,8.100104,15.623149,9.465740,16.635592,9.856664,15.291280,10.295735,16.417973,0,-0.01989,-0.01251,-0.01995,0.00380,0.00780,-0.01172,0.00349,0.00499,-1.49897,0.07890,3.27683
0.510,0,0,0,0,7.043960,0.356176,5.554785,16.693750,4.608558,15.334819,17.320915,-1.928277,15.965328,-7.830965,18.420456,-18.848850,15.688054,6.541811,4.153120,9.350091,178.654617,0,54.846863,69.708588,37.500866,8.081629,17.466473,8.063865,17.036926,8.082363,16.383869,8.101182,15.615055,9.466600,16.627789,9.858900,15.283878,10.295514,16.407881,0,-0.02921,-0.01606,-0.02102,0.00251,0.01057,-0.01318,0.00685,-0.00013,-1.49610,0.08025,3.27697
0.511,0,0,0,0,7.041484,0.358561,5.551472,16.688202,4.607595,15.859657,17.336559,-2.273462,15.963544,-7.869866,18.412790,-17.691183,15.677190,6.540962,4.147838,9.349119,178.550781,0,55.125206,69.754929,37.497261,8.076176,17.458059,8.051867,16.891592,8.079657,16.368082,8.102260,15.606961,9.467462,16.619987,9.861135,15.276477,10.295293,16.397789,0,-0.02592,-0.01384,-0.02030,0.00396,0.00896,-0.01274,0.00471,0.00131,-1.49792,0.08056,3.27712
0.512,0,0,0,0,7.042716,0.359083,5.548660,16.680038,4.606492,16.252825,17.353605,-2.583452,15.960511,-7.904747,18.404921,-16.395960,15.667709,6.538581,4.143563,9.349400,178.488937,0,54.631763,69.461861,38.271542,8.078882,17.439640,8.048671,16.855221,8.074994,16.362129,8.107845,15.571069,9.452649,16.609329,9.864924,15.271881,10.296083,16.386965,0,-0.01845,-0.01135,-0.02044,0.00266,0.01048,-0.01213,0.00309,0.00270,-1.49944,0.07853,3.27677
0.513,0,0,0,0,7.044269,0.359443,5.545892,16.671650,4.605376,16.634542,17.370773,-2.890381,15.957370,-7.939278,18.397034,-15.088776,15.658349,6.536067,4.139376,9.349788,178.430740,0,54.071209,69.139282,39.113468,8.082297,17.420351,8.046240,16.828325,8.070162,16.357029,8.113823,15.532760,9.436475,16.598421,9.868848,15.267530,10.296963,16.376076,0,-0.01973,-0.01557,-0.02198,0.00358,0.00743,-0.01208,0.00522,0.00186,-1.49575,0.07726,3.27639
0.514,0,0,0,0,7.045823,0.359804,5.543124,16.663260,4.604260,17.016260,17.387941,-3.197310,15.954229,-7.973809,18.389145,-13.781590,15.648989,6.533553,4.135188,9.350176,178.372543,0,53.510654,68.816704,39.955395,8.085712,17.401062,8.043809,16.801430,8.065330,16.351931,8.119801,15.494451,9.420300,16.587513,9.872772,15.263179,10.297842,16.365187,0,-0.02049,-0.01124,-0.02024,0.00260,0.00890,-0.01328,0.00611,0.00204,-1.49839,0.07839,3.27701
0.515,0,0,0,0,7.047377,0.360164,5.540355,16.654871,4.603145,17.397980,17.405109,-3.504239,15.951088,-8.008340,18.381258,-12.474406,15.639628,6.531039,4.131001,9.350564,178.314346,0,52.950100,68.494125,40.797321,8.089128,17.381773,8.041378,16.774534,8.060497,16.346832,8.125778,15.456141,9.404125,16.576605,9.876696,15.258827,10.298720,16.354298,0,-0.02423,-0.01364,-0.02051,0.00226,0.00865,-0.01165,0.00582,0.00202,-1.49713,0.07813,3.27770
0.516,0,0,0,0,7.047496,0.358205,5.538615,16.648550,4.601031,17.695076,17.423250,-3.780391,15.946948,-8.047414,18.373152,-11.629843,15.631322,6.524792,4.128696,9.347544,177.888763,0,53.303059,68.303314,40.696228,8.091834,17.370090,8.040565,16.765495,8.059421,16.339819,8.131907,15.447899,9.408184,16.570892,9.878910,15.252419,10.299959,16.346519,0,-0.01725,-0.01205,-0.01943,0.00450,0.00880,-0.01322,0.00658,0.00197,-1.49833,0.07551,3.27753
0.517,0,0,0,0,7.047491,0.356045,5.536965,16.642410,4.598830,17.984814,17.441475,-4.053868,15.942720,-8.086882,18.365028,-10.825508,15.623106,6.518220,4.126555,9.344226,177.431213,0,53.735455,68.123962,40.513138,8.094479,17.359072,8.039892,16.758011,8.058670,16.332640,8.138047,15.442271,9.414002,16.565632,9.880977,15.245832,10.301229,16.339014,0,-0.01173,-0.01512,-0.02273,0.00231,0.00835,-0.01108,0.00589,0.00317,-1.49748,0.07363,3.27730
0.518,0,0,0,0,7.047485,0.353885,5.535314,16.636271,4.596629,18.274553,17.459700,-4.327343,15.938493,-8.126350,18.356905,-10.021173,15.614891,6.511649,4.124414,9.340909,176.973679,0,54.167847,67.944611,40.330048,8.097122,17.348051,8.039220,16.750525,8.057920,16.325460,8.144189,15.436644,9.419821,16.560371,9.883042,15.239245,10.302500,16.331507,0,-0.01196,-0.01178,-0.01969,0.00401,0.00806,-0.01163,0.00478,0.00256,-1.49838,0.07385,3.27750
0.519,0,0,0,0,7.047480,0.351725,5.533664,16.630131,4.594428,18.564291,17.477926,-4.600820,15.934266,-8.165818,18.348782,-9.216839,15.606675,6.505078,4.122274,9.337591,176.516144,0,54.600243,67.765259,40.146957,8.099767,17.337030,8.038547,16.743040,8.057169,16.318281,8.150331,15.431016,9.425639,16.555111,9.885109,15.232658,10.303769,16.324001,0,-0.01076,-0.01487,-0.01914,0.00381,0.00754,-0.01307,0.00535,0.00056,-1.49736,0.07354,3.27773
0.520,0,0,0,0,7.047091,0.352238,5.528728,16.626760,4.596449,18.824701,17.496948,-4.846882,15.929098,-8.204318,18.340527,-9.122602,15.597508,6.500679,4.122674,9.350870,175.905334,0,55.055687,67.858231,40.222881,8.114476,17.335695,8.041382,16.735722,8.056818,16.302526,8.150642,15.432528,9.431485,16.550203,9.886498,15.226234,10.310728,16.316719,0,-0.03141,-0.01298,-0.02162,0.00468,0.00848,-0.01413,0.00533,-0.00675,-1.49893,0.07193,3.27731
0.521,0,0,0,0,7.046669,0.352985,5.523507,16.623631,4.598837,19.082561,17.516039,-5.090561,15.923848,-8.242733,18.332262,-9.090112,15.588259,6.496468,4.123295,9.365592,175.281204,0,55.513134,67.974876,40.321327,8.130235,17.335203,8.044521,16.728418,8.056502,16.286026,8.150448,15.434663,9.437334,16.545328,9.887830,15.219825,10.318180,16.309456,0,-0.02358,-0.01442,-0.02009,0.00313,0.00887,-0.01177,0.00478,0.00239,-1.49636,0.06946,3.27685
0.522,0,0,0,0,7.046247,0.353731,5.518286,16.620501,4.601225,19.340420,17.535131,-5.334239,15.918599,-8.281148,18.323996,-9.057622,15.579009,6.492258,4.123916,9.380313,174.657074,0,55.970581,68.091530,40.419773,8.145992,17.334709,8.047661,16.721115,8.056187,16.269526,8.150253,15.436796,9.443183,16.540453,9.889161,15.213415,10.325633,16.302193,0,-0.01454,-0.01400,-0.01873,0.00208,0.00861,-0.01222,0.00609,0.00732,-1.49907,0.07528,3.27690
0.523,0,0,0,0,7.045825,0.354478,5.513065,16.617371,4.603612,19.598280,17.554222,-5.577918,15.913349,-8.319563,18.315731,-9.025132,15.569759,6.488047,4.124537,9.395035,174.032944,0,56.428028,68.208183,40.518219,8.161751,17.334217,8.050801,16.713812,8.055871,16.253025,8.150058,15.438930,9.449032,16.535578,9.890491,15.207006,10.333086,16.294931,0,-0.01589,-0.01217,-0.02166,0.00488,0.00981,-0.01321,0.00377,-0.00237,-1.49578,0.08944,3.27697
0.524,0,0,0,0,7.045899,0.355741,5.509656,16.619711,4.607114,19.857189,17.574211,-5.807952,15.907407,-8.352687,18.307354,-9.009295,15.560296,6.485247,4.125971,8.839573,175.361633,0,56.326782,68.110390,40.754066,8.197369,17.378632,8.047160,16.684494,8.061198,16.236086,8.153540,15.432880,9.451427,16.530819,9.891937,15.201927,10.339746,16.287628,0,-0.01417,-0.01544,-0.01917,-0.00190,0.00815,-0.01164,0.00592,0.00385,-1.49432,0.09420,3.27726
0.525,0,0,0,0,7.046017,0.357049,5.506404,16.622528,4.610712,20.116192,17.594278,-6.036799,15.901403,-8.385350,18.298969,-8.994905,15.550815,6.482570,4.127476,8.234529,176.860123,0,56.176956,67.993950,41.001858,8.234714,17.426950,8.042931,16.653261,8.067015,16.219107,8.157340,15.426119,9.453522,16.526068,9.893392,15.196965,10.346339,16.280323,0,-0.01100,-0.01345,-0.02084,0.00557,0.00866,-0.01309,0.00472,0.00215,-1.49731,0.09287,3.27757
0.526,0,0,0,0,7.046134,0.358357,5.503153,16.625343,4.614310,20.375195,17.614346,-6.265646,15.895400,-8.418014,18.290585,-8.980516,15.541333,6.479893,4.128982,7.629486,178.358612,0,56.027130,67.877518,41.249653,8.272058,17.475271,8.038700,16.622028,8.072832,16.202129,8.161141,15.419358,9.455616,16.521317,9.894847,15.192003,10.352931,16.273018,0,-0.01581,-0.01214,-0.02157,0.00428,0.00894,-0.01209,0.00342,0.00269,-1.49617,0.10281,3.27716
0.527,0,0,0,0,7.046252,0.359665,5.499901,16.628160,4.617908,20.634197,17.634411,-6.494493,15.889398,-8.450677,18.282200,-8.966126,15.531851,6.477216,4.130486,7.024442,179.857117,0,55.877304,67.761078,41.497444,8.309402,17.523590,8.034471,16.590796,8.078649,16.185150,8.164942,15.412597,9.457710,16.516565,9.896302,15.187040,10.359523,16.265711,0,-0.02385,-0.01359,-0.02171,0.00323,0.01123,-0.01304,0.00747,-0.00229,-1.49699,0.11440,3.27670
0.528,0,0,0,0,7.046929,0.356869,5.497838,16.626537,4.642900,20.919703,17.655325,-6.710490,15.882505,-8.476376,18.273571,-9.200763,15.522917,6.475315,4.128284,6.976464,179.266266,0,55.817120,67.592087,41.974705,8.325842,17.565788,8.031065,16.583517,8.075471,16.160839,8.166762,15.391893,9.450466,16.506119,9.895816,15.178907,10.362959,16.257072,0,-0.02837,-0.01238,-0.02041,0.00394,0.00652,-0.01275,0.00755,0.00230,-1.49720,0.11653,3.27717
