"Time","48 L marks","47 R marks","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","39 FRx (cm)","35a HRx (cm)","35 HRx (cm)","37a FLx (cm)","37 FLx (cm)","33a HLx (cm)","33 HLx (cm)","38 FLy (cm)","36 HRy (cm)","34 HLy (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
3.244,0,0,0,0,7.048202,0.338065,5.952863,17.049129,4.979105,-8.737029,18.748901,0.659991,14.243317,19.266926,17.835974,3.168457,16.407389,5.341731,4.245211,6.713061,120.719452,0,116.220245,50.981182,82.685760,8.094102,19.247786,7.930959,14.550932,8.265085,14.344195,8.763132,14.604033,8.723818,16.303572,9.831624,15.447557,10.410326,16.434746,0,-0.01756,-0.01376,-0.02115,0.00289,0.00898,-0.01274,0.00550,0.00164,-1.49779,0.11738,3.27675
3.245,0,0,0,0,7.047973,0.336222,5.955120,17.044954,4.979919,-8.761845,18.740164,1.351608,14.245073,19.326748,17.855413,2.831035,16.409769,5.756259,4.247134,6.714674,119.501518,0,117.313782,51.030514,82.555214,8.095418,19.242884,7.932011,14.542968,8.271388,14.331125,8.765888,14.600183,8.729465,16.299784,9.836552,15.442840,10.414084,16.431292,0,-0.01754,-0.01320,-0.01969,0.00392,0.00984,-0.01326,0.00522,0.00245,-1.49827,0.11937,3.27668
3.246,0,0,0,0,7.047744,0.334378,5.957377,17.040777,4.980732,-8.786660,18.731426,2.043226,14.246829,19.386572,17.874851,2.493613,16.412149,6.170787,4.249057,6.716286,118.283577,0,118.407326,51.079849,82.424675,8.096734,19.237982,7.933064,14.535005,8.277691,14.318055,8.768645,14.596334,8.735112,16.295996,9.841479,15.438122,10.417843,16.427839,0,-0.01878,-0.01265,-0.02049,0.00434,0.00723,-0.01308,0.00594,0.00232,-1.49964,0.11825,3.27696
3.247,0,0,0,0,7.047515,0.332535,5.959634,17.036602,4.981546,-8.811475,18.722689,2.734843,14.248586,19.446396,17.894291,2.156191,16.414530,6.585316,4.250980,6.717898,117.065636,0,119.500862,51.129181,82.294128,8.098050,19.233080,7.934116,14.527040,8.283994,14.304985,8.771401,14.592485,8.740759,16.292208,9.846407,15.433405,10.421601,16.424385,0,-0.01957,-0.01343,-0.02061,0.00168,0.00822,-0.01312,0.00463,0.00196,-1.50075,0.11566,3.27726
3.248,0,0,0,0,7.049542,0.338780,5.958679,17.030327,4.981181,-8.841747,18.713785,3.399710,14.252677,19.430471,17.913734,1.844195,16.416410,6.622351,4.251267,6.720221,117.747353,0,119.315598,51.220219,82.416771,8.095872,19.229551,7.928947,14.513995,8.278607,14.296235,8.775146,14.586823,8.744411,16.286543,9.851463,15.429563,10.426638,16.419378,0,-0.01712,-0.01297,-0.02071,0.00317,0.01175,-0.01342,0.00581,0.00771,-1.49691,0.11885,3.27743
3.249,0,0,0,0,7.051765,0.345727,5.957445,17.023869,4.980714,-8.872493,18.704865,4.062250,14.256970,19.407961,17.933180,1.534410,16.418247,6.626561,4.251411,6.722606,118.594261,0,119.019135,51.314877,82.561432,8.093391,19.226143,7.923238,14.500507,8.272203,14.287860,8.778976,14.581002,8.747890,16.280716,9.856530,15.425797,10.431787,16.414238,0,-0.01852,-0.01313,-0.02141,0.00287,0.00621,-0.01375,0.00479,0.00345,-1.49679,0.12018,3.27758
3.250,0,0,0,0,7.053988,0.352675,5.956210,17.017410,4.980247,-8.903239,18.695946,4.724791,14.261265,19.385448,17.952625,1.224624,16.420086,6.630771,4.251556,6.724991,119.441162,0,118.722664,51.409538,82.706093,8.090910,19.222736,7.917529,14.487020,8.265800,14.279485,8.782806,14.575182,8.751369,16.274889,9.861598,15.422031,10.436934,16.409098,0,-0.01827,-0.01468,-0.01934,0.00217,0.00811,-0.01242,0.00581,0.00261,-1.49751,0.11877,3.27716
3.251,0,0,0,0,7.056211,0.359622,5.954976,17.010952,4.979781,-8.933986,18.687025,5.387331,14.265559,19.362938,17.972071,0.914839,16.421923,6.634981,4.251701,6.727376,120.288071,0,118.426201,51.504200,82.850754,8.088428,19.219328,7.911819,14.473532,8.259397,14.271110,8.786637,14.569361,8.754848,16.269062,9.866666,15.418265,10.442082,16.403957,0,-0.01660,-0.01297,-0.02091,0.00278,0.01135,-0.01122,0.00471,0.00566,-1.49663,0.11750,3.27670
3.252,0,0,0,0,7.056113,0.355265,5.953771,17.006729,4.981357,-8.967583,18.678045,5.999582,14.272190,19.350281,17.991756,0.593995,16.422398,6.253133,4.253027,6.726605,119.142662,0,119.470551,51.657116,82.591599,8.090261,19.214283,7.915647,14.466814,8.261657,14.262140,8.788073,14.569326,8.764880,16.269094,9.874652,15.415652,10.448000,16.402636,0,-0.01779,-0.01382,-0.02141,0.00319,0.00776,-0.01395,0.00525,-0.00023,-1.49875,0.11910,3.27717
3.253,0,0,0,0,7.055812,0.349924,5.952569,17.002699,4.983111,-9.001429,18.669060,6.607460,14.279025,19.338478,18.011461,0.272190,16.422754,5.837716,4.254456,6.725559,117.824005,0,120.631493,51.815094,82.297325,8.092468,19.209095,7.920304,14.460686,8.264670,14.253120,8.789299,14.569795,8.775482,16.269634,9.882891,15.413138,10.453984,16.401648,0,-0.01654,-0.01166,-0.02065,0.00349,0.00811,-0.01207,0.00538,0.00193,-1.49900,0.11804,3.27771
