"Time","v3 L COP","67 LDS cle","65 L mark","64 R mark","37a CoMy (cm)","v2 R COP","37 CoMy (cm)","v1 xCoM","32 FLx (cm)","27 HLx (cm)","66 RDS cle","34 FRx (cm)","33 FLy (cm)","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","3 Platform","2 Trdml","1 Synch"
0.655,0.000000,0,0,0,-5.236053,2.939029,3.971891,3.747977,10.272594,7.865564,1,11.543219,4.339156,3.246053,7.313801,4.642468,-1.47946,0.07857,3.27681
0.656,0.000000,0,0,0,-5.321630,2.938730,3.966377,3.738581,10.260962,7.885853,1,11.532383,4.339375,3.246799,7.301241,4.687424,-1.47955,0.11522,3.27727
0.657,0.000000,0,0,0,-5.412022,2.938544,3.960868,3.729097,10.249366,7.907030,1,11.521439,4.339571,3.247827,7.288712,4.732340,-1.47817,0.09648,3.27749
0.658,0.000000,0,0,0,-5.512840,2.938528,3.955371,3.719480,10.237851,7.930128,1,11.510258,4.339721,3.249466,7.276252,4.777168,-1.48120,0.09674,3.27719
0.659,0.000000,0,0,0,-5.613657,2.938525,3.949875,3.709718,10.226336,7.953226,1,11.499076,4.339871,3.251105,7.263792,4.821997,-1.48107,0.10648,3.27698
0.660,0.000000,0,0,0,-5.714475,2.938541,3.944379,3.699735,10.214820,7.976324,1,11.487895,4.340021,3.252744,7.251331,4.866825,-1.47767,0.12025,3.27698
0.661,0.000000,0,0,0,-5.818736,2.938464,3.938765,3.689543,10.203170,7.998339,1,11.476646,4.340103,3.254059,7.239041,4.896369,-1.47663,0.09349,3.27691
0.662,0.000000,0,0,0,-5.930449,2.938246,3.932898,3.679033,10.191226,8.018008,1,11.465255,4.340038,3.254673,7.227121,4.892829,-1.47316,0.09418,3.27668
0.663,0.000000,0,0,0,-6.042163,2.938009,3.927031,3.668418,10.179283,8.037679,1,11.453863,4.339973,3.255287,7.215200,4.889290,-1.47191,0.11732,3.27657
0.664,0.000000,0,0,0,-6.153878,2.937743,3.921164,3.657644,10.167340,8.057348,1,11.442472,4.339909,3.255901,7.203279,4.885750,-1.46776,0.08827,3.27672
0.665,0.000000,0,0,0,-6.265187,2.937556,3.915185,3.646868,10.155760,8.076570,1,11.431266,4.339815,3.256617,7.191303,4.882562,-1.46561,0.08387,3.27685
0.666,0.000000,0,0,0,-6.375622,2.937487,3.908967,3.636088,10.144964,8.094821,1,11.420463,4.339660,3.257556,7.179204,4.880134,-1.46097,0.10683,3.27692
0.667,0.000000,0,0,0,-6.486057,2.937466,3.902749,3.625184,10.134169,8.113071,1,11.409660,4.339504,3.258495,7.167106,4.877707,-1.45493,0.11142,3.27695
0.668,0.000000,0,0,0,-6.596492,2.937519,3.896531,3.614092,10.123374,8.131322,1,11.398857,4.339349,3.259434,7.155008,4.875278,-1.44997,0.09517,3.27688
0.669,0.000000,0,0,0,-6.703657,2.937558,3.889965,3.602775,10.112642,8.149255,1,11.388166,4.339353,3.260188,7.142900,4.872731,-1.44505,0.10705,3.27699
0.670,0.000000,0,0,0,-6.803743,2.937577,3.882647,3.591112,10.102048,8.166498,1,11.377719,4.339704,3.260542,7.130768,4.869927,-1.43909,0.11138,3.27752
0.671,0.000000,0,0,0,-6.903829,2.937541,3.875328,3.579491,10.091454,8.183742,1,11.367271,4.340055,3.260896,7.118638,4.867122,-1.43223,0.09408,3.27778
0.672,0.000000,0,0,0,-7.003915,2.937420,3.868010,3.567932,10.080859,8.200985,1,11.356823,4.340405,3.261250,7.106506,4.864317,-1.42245,0.08259,3.27739
0.673,0.000000,0,0,0,-7.094437,2.937227,3.860677,3.556706,10.070363,8.218032,1,11.346528,4.341038,3.261329,7.094374,4.861570,-1.41654,0.11249,3.27720
0.674,0.000000,0,0,0,-7.164255,2.936925,3.853314,3.545987,10.060079,8.234653,1,11.336564,4.342282,3.260815,7.082237,4.858948,-1.40081,0.09879,3.27743
0.675,0.000000,0,0,0,-7.234073,2.936628,3.845950,3.535537,10.049793,8.251272,1,11.326599,4.343526,3.260300,7.070101,4.856326,-1.39260,0.08976,3.27745
0.676,0.000000,0,0,0,-7.303891,2.936339,3.838587,3.525494,10.039509,8.267893,1,11.316635,4.344770,3.259785,7.057964,4.853704,-1.38395,0.11775,3.27699
0.677,0.000000,0,0,0,-7.367022,2.936137,3.831182,3.515578,10.029146,8.284036,1,11.306430,4.346017,3.259395,7.045764,4.850662,-1.37236,0.11658,3.27667
0.678,0.000000,0,0,0,-7.415675,2.936066,3.823684,3.505857,10.018615,8.299149,1,11.295705,4.347269,3.259273,7.033427,4.846710,-1.36325,0.09279,3.27667
0.679,0.000000,0,0,0,-7.464328,2.936059,3.816188,3.496238,10.008084,8.314260,1,11.284979,4.348520,3.259151,7.021089,4.842758,-1.35308,0.07241,3.27684
0.680,0.000000,0,0,0,-7.512982,2.936151,3.808691,3.486777,9.997553,8.329372,1,11.274254,4.349772,3.259029,7.008751,4.838806,-1.33189,0.10825,3.27737
0.681,0.000000,0,0,0,-7.557937,2.936264,3.801185,3.477418,9.987277,8.344350,1,11.263186,4.350895,3.258974,6.996729,4.834321,-1.32000,0.09889,3.27755
0.682,0.000000,0,0,0,-7.594885,2.936410,3.793659,3.468217,9.977554,8.359035,1,11.251375,4.351741,3.259061,6.985390,4.828679,-1.30826,0.09599,3.27694
0.683,0.000000,0,0,0,-7.631834,2.936567,3.786133,3.459085,9.967832,8.373721,1,11.239566,4.352586,3.259148,6.974051,4.823038,-1.29314,0.11629,3.27673
0.684,0.000000,0,0,0,-7.668783,2.936743,3.778608,3.450055,9.958109,8.388406,1,11.227756,4.353431,3.259235,6.962712,4.817397,-1.28472,0.11432,3.27742
0.685,0.000000,0,0,0,-7.701661,2.936929,3.771017,3.441070,9.948800,8.403159,1,11.215820,4.354422,3.259145,6.951756,4.811449,-1.26992,0.09529,3.27796
0.686,0.000000,0,0,0,-7.725727,2.937130,3.763284,3.432151,9.940387,8.418060,1,11.203612,4.355728,3.258670,6.941631,4.804834,-1.25207,0.08396,3.27819
0.687,0.000000,0,0,0,-7.749794,2.937331,3.755552,3.423346,9.931973,8.432961,1,11.191404,4.357034,3.258194,6.931506,4.798220,-1.22877,0.11865,3.27816
0.688,0.000000,0,0,0,-7.773860,2.937532,3.747819,3.414715,9.923559,8.447861,1,11.179197,4.358339,3.257720,6.921381,4.791606,-1.21087,0.09125,3.27755
0.689,0.000000,0,0,0,-7.789982,2.937755,3.740009,3.406271,9.915257,8.462749,1,11.166862,4.359732,3.257417,6.911525,4.784144,-1.19722,0.08946,3.27706
0.690,0.000000,0,0,0,-7.788907,2.938011,3.732032,3.398116,9.907195,8.477614,1,11.154252,4.361313,3.257488,6.902252,4.774848,-1.18284,0.10714,3.27683
0.691,0.000000,0,0,0,-7.787832,2.938463,3.724055,3.390125,9.899134,8.492478,1,11.141643,4.362895,3.257559,6.892979,4.765553,-1.16310,0.11244,3.27684
0.692,0.000000,0,0,0,-7.786757,2.939214,3.716078,3.382385,9.891073,8.507342,1,11.129032,4.364476,3.257630,6.883706,4.756257,-1.15437,0.10172,3.27737
0.693,0.000000,0,0,0,-7.775148,2.940300,3.708016,3.374811,9.883522,8.522237,1,11.116441,4.366379,3.258175,6.874541,4.746521,-1.12149,0.12226,3.27783
0.694,0.000000,0,0,0,-7.740740,2.941896,3.699774,3.367489,9.877076,8.537195,1,11.103890,4.368979,3.259745,6.865607,4.735831,-1.09684,0.11230,3.27814
0.695,0.000000,0,0,0,-7.706332,2.943608,3.691531,3.360572,9.870630,8.552155,1,11.091340,4.371579,3.261315,6.856673,4.725141,-1.08469,0.08225,3.27814
0.696,0.000000,0,0,0,-7.671924,2.945498,3.683289,3.354274,9.864184,8.567114,1,11.078790,4.374179,3.262885,6.847739,4.714452,-1.06230,0.09065,3.27745
0.697,0.000000,0,0,0,-7.622989,2.947257,3.675337,3.348620,9.858796,8.582105,1,11.066253,4.376810,3.264405,6.838883,4.703355,-1.04838,0.11235,3.27707
0.698,0.000000,0,0,0,-7.542611,2.948817,3.668016,3.343951,9.855698,8.597165,1,11.053744,4.379507,3.265818,6.830195,4.691379,-1.02736,0.10214,3.27738
0.699,0.000000,0,0,0,-7.462233,2.950323,3.660695,3.339862,9.852598,8.612226,1,11.041237,4.382204,3.267231,6.821508,4.679401,-1.00719,0.09008,3.27766
0.700,0.000000,0,0,0,-7.381855,2.951748,3.653373,3.336658,9.849500,8.627286,1,11.028728,4.384901,3.268644,6.812820,4.667425,-0.97260,0.12349,3.27789
0.701,0.000000,0,0,0,-7.284124,2.953265,3.646110,3.333919,9.847071,8.641938,1,11.016010,4.387627,3.270187,6.804452,4.655122,-0.95043,0.10293,3.27779
0.702,0.000000,0,0,0,-7.148833,2.954921,3.638970,3.331887,9.846095,8.655704,1,11.002835,4.390415,3.272011,6.796777,4.642114,-0.93157,0.09348,3.27695
0.703,0.000000,0,0,0,-7.013541,2.956710,3.631830,3.330359,9.845119,8.669472,1,10.989660,4.393203,3.273835,6.789101,4.629106,-0.91191,0.10497,3.27648
0.704,0.000000,0,0,0,-6.878250,2.958698,3.624691,3.329600,9.844142,8.683238,1,10.976485,4.395991,3.275660,6.781425,4.616097,-0.89210,0.10557,3.27687
0.705,0.000000,0,0,0,-6.722076,2.960826,3.617556,3.329416,9.844722,8.696365,1,10.963428,4.397408,3.277792,6.773895,4.602946,-0.87008,0.08127,3.27701
0.706,0.000000,0,0,0,-6.520702,2.963166,3.610434,3.330109,9.848671,8.708110,1,10.950621,4.395856,3.280592,6.766680,4.589487,-0.84827,0.08060,3.27663
0.707,0.000000,0,0,0,-6.319328,2.965641,3.603311,3.331396,9.852619,8.719853,1,10.937814,4.394304,3.283392,6.759465,4.576027,-0.80850,0.12365,3.27627
0.708,0.000000,0,0,0,-6.117954,2.968325,3.596188,3.333589,9.856568,8.731597,1,10.925007,4.392753,3.286192,6.752250,4.562567,-0.78365,0.11402,3.27597
0.709,0.000000,0,0,0,-5.903552,2.971119,3.589473,3.336383,9.862776,8.741647,1,10.912247,4.390574,3.289082,6.745162,4.548890,-0.76460,0.09868,3.27592
0.710,0.000000,0,0,0,-5.660953,2.974084,3.583641,3.340094,9.873874,8.748031,1,10.899586,4.387035,3.292167,6.738350,4.534741,-0.73789,0.10321,3.27645
0.711,0.000000,0,0,0,-5.418353,2.977056,3.577810,3.344428,9.884972,8.754415,1,10.886925,4.383498,3.295251,6.731539,4.520593,-0.71663,0.11373,3.27685
0.712,0.000000,0,0,0,-5.175753,2.980037,3.571978,3.349711,9.896070,8.760798,1,10.874264,4.379960,3.298336,6.724727,4.506444,-0.69410,0.09535,3.27692
0.713,0.000000,0,0,0,-4.925117,2.982934,3.566696,3.355603,9.909797,8.766170,1,10.862120,4.375653,3.301283,6.718026,4.492330,-0.65998,0.07874,3.27693
0.714,0.000000,0,0,0,-4.657085,2.985699,3.562603,3.362425,9.929215,8.769348,1,10.851094,4.369681,3.303932,6.711563,4.478288,-0.62577,0.10795,3.27678
0.715,0.000000,0,0,0,-4.389053,2.988451,3.558511,3.369663,9.948634,8.772527,1,10.840069,4.363710,3.306580,6.705100,4.464246,-0.60180,0.10337,3.27649
0.716,0.000000,0,0,0,-4.121020,2.991179,3.554418,3.377536,9.968053,8.775704,1,10.829043,4.357738,3.309229,6.698637,4.450205,-0.57621,0.09909,3.27588
0.717,0.000000,0,0,0,-3.852375,2.993981,3.550635,3.385602,9.989841,8.778165,1,10.818204,4.351338,3.312083,6.692201,4.436503,-0.55466,0.10986,3.27555
0.718,0.000000,0,0,0,-3.582400,2.996894,3.547522,3.393964,10.016762,8.779071,1,10.807768,4.344009,3.315381,6.685824,4.423538,-0.52933,0.11664,3.27585
0.719,0.000000,0,0,0,-3.312426,2.999835,3.544409,3.402392,10.043683,8.779977,1,10.797331,4.336681,3.318680,6.679447,4.410573,-0.50417,0.08420,3.27618
0.720,0.000000,0,0,0,-3.042452,3.002820,3.541295,3.410919,10.070603,8.780883,1,10.786895,4.329353,3.321978,6.673070,4.397608,-0.46653,0.08459,3.27656
0.721,0.000000,0,0,0,-2.772141,3.005772,3.538302,3.419465,10.099915,8.780751,1,10.776600,4.321456,3.325366,6.666767,4.384880,-0.43066,0.10889,3.27694
0.722,0.000000,0,0,0,-2.501100,3.008676,3.535569,3.428039,10.134401,8.778375,1,10.766612,4.312328,3.328946,6.660622,4.372664,-0.40840,0.10711,3.27732
0.723,0.000000,0,0,0,-2.230059,3.011582,3.532836,3.436835,10.168887,8.775997,1,10.756624,4.303201,3.332526,6.654477,4.360450,-0.38265,0.09748,3.27752
0.724,0.000000,0,0,0,-1.959018,3.014492,3.530102,3.445969,10.203374,8.773620,1,10.746636,4.294074,3.336107,6.648332,4.348235,-0.35941,0.12450,3.27729
0.725,0.000000,0,0,0,-1.682556,3.017440,3.527796,3.455557,10.239767,8.770533,1,10.736542,4.284232,3.339520,6.642247,4.336853,-0.32917,0.11302,3.27713
0.726,0.000000,0,0,0,-1.394361,3.020447,3.526414,3.465837,10.280289,8.765909,1,10.726218,4.272844,3.342571,6.636291,4.327273,-0.30672,0.08868,3.27713
0.727,0.000000,0,0,0,-1.106167,3.023413,3.525032,3.476617,10.320811,8.761285,1,10.715894,4.261456,3.345623,6.630335,4.317694,-0.26194,0.11192,3.27727
0.728,0.000000,0,0,0,-0.817972,3.026316,3.523650,3.488162,10.361333,8.756661,1,10.705570,4.250069,3.348675,6.624380,4.308115,-0.22820,0.10226,3.27773
0.729,0.000000,0,0,0,-0.523373,3.029094,3.522713,3.500182,10.403222,8.751170,1,10.695584,4.238003,3.351510,6.618299,4.299193,-0.20470,0.08744,3.27781
0.730,0.000000,0,0,0,-0.214910,3.031679,3.522740,3.512928,10.448069,8.743800,1,10.686333,4.224468,3.353879,6.611946,4.291695,-0.17954,0.07663,3.27705
0.731,0.000000,0,0,0,0.093553,3.034178,3.522767,3.526036,10.492914,8.736430,1,10.677080,4.210934,3.356248,6.605594,4.284196,-0.15220,0.12095,3.27661
0.732,0.000000,0,0,0,0.402016,3.036547,3.522794,3.539698,10.537761,8.729060,1,10.667829,4.197399,3.358616,6.599241,4.276698,-0.12731,0.10732,3.27692
0.733,0.000000,0,0,0,0.710111,3.038889,3.523232,3.553597,10.583287,8.721064,1,10.658822,4.183399,3.360837,6.592714,4.269799,-0.10261,0.10109,3.27713
0.734,0.000000,0,0,0,1.017413,3.041191,3.524559,3.567858,10.630284,8.711711,1,10.650350,4.168390,3.362738,6.585810,4.264197,-0.07581,0.11835,3.27713
0.735,0.000000,0,0,0,1.324715,3.043461,3.525887,3.582288,10.677282,8.702358,1,10.641876,4.153381,3.364639,6.578906,4.258595,-0.02185,0.09796,3.27701
0.736,0.000000,0,0,0,1.632016,3.045681,3.527215,3.596975,10.724280,8.693006,1,10.633404,4.138372,3.366540,6.572002,4.252992,0.00369,0.08378,3.27663
0.737,0.000000,0,0,0,1.933837,3.047849,3.528925,3.611768,10.771826,8.683365,1,10.625055,4.123294,3.368424,6.565036,4.248113,0.02787,0.07552,3.27637
0.738,0.000000,0,0,0,2.223794,3.049937,3.531465,3.626725,10.820557,8.673101,1,10.616977,4.108067,3.370272,6.557939,4.244797,0.05096,0.12037,3.27637
0.739,0.000000,0,0,0,2.513750,3.051965,3.534005,3.641685,10.869287,8.662838,1,10.608899,4.092839,3.372120,6.550841,4.241481,0.07784,0.10750,3.27641
0.740,0.000000,0,0,0,2.803707,3.053906,3.536545,3.656648,10.918018,8.652574,1,10.600821,4.077612,3.373968,6.543743,4.238165,0.11139,0.09518,3.27657
0.741,0.000000,0,0,0,3.080700,3.055795,3.539454,3.671499,10.966654,8.642181,1,10.592778,4.063531,3.375697,6.536647,4.235351,0.13137,0.10175,3.27674
0.742,0.000000,0,0,0,3.329631,3.057608,3.543164,3.686177,11.015081,8.631512,1,10.584814,4.051934,3.377168,6.529553,4.233623,0.18126,0.11949,3.27697
0.743,0.000000,0,0,0,3.578562,3.059412,3.546875,3.700632,11.063510,8.620841,1,10.576850,4.040337,3.378639,6.522460,4.231895,0.21044,0.10171,3.27715
0.744,0.000000,0,0,0,3.827494,3.061205,3.550585,3.714746,11.111938,8.610170,1,10.568885,4.028739,3.380110,6.515366,4.230167,0.23315,0.07881,3.27723
0.745,0.000000,0,0,0,4.060681,3.063035,3.554517,3.728550,11.159493,8.600440,1,10.560985,4.017535,3.381756,6.508330,4.229108,0.25915,0.10591,3.27724
0.746,0.000000,0,0,0,4.259789,3.064925,3.558929,3.741882,11.205162,8.592745,1,10.553223,4.007183,3.383781,6.501420,4.229496,0.28267,0.10753,3.27708
0.747,0.000000,0,0,0,4.458897,3.066869,3.563341,3.754927,11.250831,8.585050,1,10.545460,3.996830,3.385806,6.494509,4.229883,0.31214,0.10020,3.27698
0.748,0.000000,0,0,0,4.658005,3.068897,3.567754,3.767535,11.296499,8.577354,1,10.537698,3.986478,3.387831,6.487598,4.230270,0.32416,0.09060,3.27698
0.749,0.000000,0,0,0,4.835115,3.070990,3.572594,3.779869,11.340659,8.569838,1,10.529831,3.977067,3.389903,6.480641,4.231075,0.38553,0.12315,3.27700
0.750,0.000000,0,0,0,4.964611,3.073183,3.578362,3.791787,11.381552,8.562707,1,10.521735,3.969692,3.392075,6.473583,4.232782,0.40648,0.10753,3.27708
0.751,0.000000,0,0,0,5.094105,3.075461,3.584130,3.803263,11.422444,8.555576,1,10.513640,3.962317,3.394247,6.466525,4.234490,0.43316,0.07910,3.27711
0.752,0.000000,0,0,0,5.223600,3.077871,3.589898,3.814065,11.463338,8.548445,1,10.505545,3.954942,3.396419,6.459467,4.236198,0.46109,0.09132,3.27703
0.753,0.000000,0,0,0,5.333810,3.080368,3.595633,3.824265,11.502403,8.540997,1,10.497562,3.948235,3.398658,6.452356,4.238096,0.48399,0.10771,3.27693
0.754,0.000000,0,0,0,5.402277,3.082998,3.601296,3.833544,11.537516,8.532860,1,10.489825,3.942972,3.401040,6.445130,4.240404,0.50956,0.10438,3.27678
0.755,0.000000,0,0,0,5.470745,3.085612,3.606959,3.842323,11.572627,8.524723,1,10.482088,3.937710,3.403422,6.437903,4.242712,0.53391,0.09017,3.27665
0.756,0.000000,0,0,0,5.539211,3.088204,3.612622,3.850335,11.607739,8.516587,1,10.474351,3.932447,3.405803,6.430677,4.245019,0.57819,0.11795,3.27657
0.757,0.000000,0,0,0,5.591939,3.090686,3.618297,3.857978,11.640841,8.508221,1,10.466573,3.927864,3.408032,6.423368,4.247546,0.60641,0.11232,3.27657
0.758,0.000000,0,0,0,5.610598,3.093003,3.624001,3.865058,11.669595,8.499356,1,10.458703,3.924749,3.409928,6.415880,4.250546,0.62944,0.09560,3.27672
0.759,0.000000,0,0,0,5.629257,3.095287,3.629705,3.871716,11.698348,8.490492,1,10.450834,3.921635,3.411824,6.408392,4.253547,0.65073,0.08289,3.27690
0.760,0.000000,0,0,0,5.647915,3.097523,3.635409,3.877727,11.727101,8.481628,1,10.442965,3.918521,3.413721,6.400905,4.256546,0.67473,0.10130,3.27712
0.761,0.000000,0,0,0,5.652863,3.099820,3.641052,3.883266,11.754123,8.472689,1,10.435334,3.916540,3.415651,6.393180,4.259610,0.69900,0.09565,3.27717
0.762,0.000000,0,0,0,5.628130,3.102210,3.646563,3.888082,11.777395,8.463585,1,10.428222,3.917012,3.417654,6.384942,4.262810,0.72017,0.08324,3.27678
0.763,0.000000,0,0,0,5.603398,3.104607,3.652074,3.892631,11.800669,8.454481,1,10.421108,3.917484,3.419658,6.376703,4.266010,0.74377,0.10684,3.27685
0.764,0.000000,0,0,0,5.578666,3.107015,3.657585,3.896770,11.823941,8.445377,1,10.413996,3.917956,3.421661,6.368464,4.269210,0.78670,0.11862,3.27791
0.765,0.000000,0,0,0,5.543465,3.109368,3.663239,3.900826,11.845984,8.436343,1,10.406612,3.919367,3.423685,6.360198,4.272562,0.80994,0.09804,3.27842
0.766,0.000000,0,0,0,5.485602,3.111638,3.669201,3.904753,11.865367,8.427457,1,10.398643,3.922811,3.425752,6.351871,4.276241,0.83470,0.08263,3.27766
0.767,0.000000,0,0,0,5.427740,3.113941,3.675162,3.908356,11.884749,8.418571,1,10.390676,3.926255,3.427819,6.343544,4.279921,0.85375,0.11228,3.27713
0.768,0.000000,0,0,0,5.369877,3.116297,3.681124,3.911462,11.904132,8.409685,1,10.382708,3.929699,3.429885,6.335217,4.283601,0.87434,0.10039,3.27713
0.769,0.000000,0,0,0,5.297489,3.118793,3.686866,3.913959,11.922638,8.400656,1,10.374664,3.934398,3.432186,6.327137,4.287296,0.89584,0.07882,3.27706
0.770,0.000000,0,0,0,5.193659,3.121504,3.692132,3.915527,11.939247,8.391316,1,10.366457,3.941814,3.434993,6.319593,4.291025,0.91328,0.09542,3.27683
0.771,0.000000,0,0,0,5.089829,3.124357,3.697398,3.916545,11.955857,8.381976,1,10.358250,3.949229,3.437799,6.312049,4.294754,0.95403,0.10217,3.27672
0.772,0.000000,0,0,0,4.985999,3.127427,3.702663,3.916724,11.972467,8.372637,1,10.350042,3.956645,3.440606,6.304505,4.298482,0.97632,0.09859,3.27687
0.773,0.000000,0,0,0,4.869497,3.130599,3.707757,3.916482,11.988399,8.363166,1,10.341861,3.965104,3.443595,6.297193,4.302086,0.97302,0.09224,3.27705
0.774,0.000000,0,0,0,4.725565,3.133926,3.712477,3.915599,12.002862,8.353411,1,10.333733,3.975821,3.446977,6.290380,4.305420,0.99433,0.12478,3.27728
0.775,0.000000,0,0,0,4.581634,3.137259,3.717197,3.914304,12.017324,8.343656,1,10.325604,3.986539,3.450359,6.283569,4.308754,1.01424,0.09433,3.27739
0.776,0.000000,0,0,0,4.437702,3.140599,3.721917,3.912380,12.031788,8.333900,1,10.317476,3.997257,3.453741,6.276757,4.312088,1.03259,0.07918,3.27724
0.777,0.000000,0,0,0,4.284349,3.143856,3.726446,3.910047,12.045106,8.324032,1,10.309429,4.009081,3.457181,6.270418,4.315220,1.04995,0.11526,3.27713
0.778,0.000000,0,0,0,4.110603,3.146988,3.730560,3.907091,12.055945,8.313916,1,10.301559,4.023302,3.460744,6.265102,4.317918,1.06753,0.10278,3.27713
0.779,0.000000,0,0,0,3.936857,3.150062,3.734675,3.903862,12.066785,8.303801,1,10.293689,4.037523,3.464308,6.259786,4.320615,1.10480,0.09567,3.27708
0.780,0.000000,0,0,0,3.763110,3.153048,3.738790,3.900217,12.077624,8.293685,1,10.285819,4.051744,3.467871,6.254470,4.323313,1.12167,0.09473,3.27693
0.781,0.000000,0,0,0,3.589269,3.156004,3.742665,3.896446,12.086731,8.283270,1,10.277882,4.066677,3.471343,6.249435,4.325676,1.13801,0.11956,3.27694
0.782,0.000000,0,0,0,3.415220,3.158918,3.746024,3.892481,12.092090,8.272208,1,10.269800,4.083154,3.474615,6.245007,4.327314,1.15527,0.10225,3.27732
0.783,0.000000,0,0,0,3.241173,3.161720,3.749382,3.888419,12.097447,8.261146,1,10.261718,4.099631,3.477887,6.240578,4.328952,1.17137,0.09186,3.27752
0.784,0.000000,0,0,0,3.067124,3.164351,3.752740,3.884209,12.102806,8.250083,1,10.253636,4.116108,3.481159,6.236150,4.330591,1.18715,0.11188,3.27729
0.785,0.000000,0,0,0,2.898655,3.166780,3.755782,3.879921,12.106806,8.239068,1,10.245494,4.132831,3.484059,6.232229,4.332106,1.20273,0.09622,3.27706
0.786,0.000000,0,0,0,2.742260,3.168903,3.758139,3.875515,12.107863,8.228154,1,10.237223,4.150084,3.486153,6.229404,4.333353,1.22992,0.08055,3.27683
0.787,0.000000,0,0,0,2.585864,3.170858,3.760496,3.871156,12.108922,8.217241,1,10.228951,4.167337,3.488248,6.226581,4.334600,1.24789,0.10432,3.27691
0.788,0.000000,0,0,0,2.429469,3.172556,3.762853,3.866868,12.109980,8.206327,1,10.220680,4.184591,3.490342,6.223757,4.335847,1.26060,0.12005,3.27767
0.789,0.000000,0,0,0,2.282182,3.174129,3.765063,3.862755,12.110129,8.195437,1,10.212192,4.201695,3.492018,6.221910,4.336992,1.27189,0.09975,3.27806
0.790,0.000000,0,0,0,2.154608,3.175511,3.766956,3.858911,12.108311,8.184595,1,10.203233,4.218477,3.492791,6.222180,4.337913,1.28842,0.09392,3.27760
0.791,0.851646,0,1,1,2.027034,2.547429,3.768848,3.855266,12.106493,8.173754,1,10.194273,4.235259,3.493564,6.222450,4.338834,1.29998,0.11811,3.27717
0.792,3.002269,1,0,0,1.899460,0.959256,3.770741,3.851926,12.104675,8.162912,0,10.185313,4.252040,3.494337,6.222719,4.339756,1.31086,0.10925,3.27678
0.793,4.304755,1,0,0,1.781672,0.000000,3.772508,3.848775,12.102306,8.152020,0,10.176354,4.268709,3.494134,6.224856,4.340703,1.32358,0.09377,3.27666
0.794,4.313618,1,0,0,1.685067,0.000000,3.774005,3.845912,12.098743,8.141020,0,10.167397,4.285137,3.491818,6.231034,4.341704,1.34647,0.10154,3.27712
0.795,4.322373,1,0,0,1.588462,0.000000,3.775501,3.843212,12.095181,8.130019,0,10.158441,4.301564,3.489503,6.237213,4.342706,1.35258,0.10337,3.27730
0.796,4.330961,1,0,0,1.491856,0.000000,3.776998,3.840759,12.091619,8.119019,0,10.149483,4.317991,3.487187,6.243391,4.343709,1.36474,0.08642,3.27684
0.797,4.339293,1,0,0,1.400449,0.000000,3.778432,3.838423,12.087445,8.107692,0,10.140403,4.333966,3.483017,6.252536,4.344501,1.37681,0.09391,3.27664
0.798,4.347234,1,0,0,1.320294,0.000000,3.779728,3.836266,12.081946,8.095659,0,10.131055,4.348959,3.474831,6.268102,4.344842,1.38585,0.12416,3.27702
0.799,4.354975,1,0,0,1.240140,0.000000,3.781025,3.834124,12.076447,8.083626,0,10.121708,4.363954,3.466646,6.283668,4.345184,1.39464,0.10978,3.27712
0.800,4.362409,1,0,0,1.159985,0.000000,3.782322,3.832005,12.070948,8.071593,0,10.112360,4.378948,3.458460,6.299233,4.345525,1.40518,0.09892,3.27659
0.801,4.369715,1,0,0,1.081536,0.000000,3.783498,3.829818,12.064718,8.059465,0,10.103082,4.393461,3.446733,6.317286,4.345791,1.41412,0.11063,3.27638
0.802,4.376826,1,0,0,1.006777,0.000000,3.784410,3.827525,12.056910,8.047131,0,10.093953,4.406933,3.427340,6.340721,4.345896,1.42777,0.11572,3.27691
0.803,4.383700,1,0,0,0.932017,0.000000,3.785324,3.825235,12.049100,8.034795,0,10.084825,4.420405,3.407947,6.364155,4.346000,1.43714,0.08400,3.27735
0.804,4.390214,1,0,0,0.857258,0.000000,3.786237,3.822948,12.041290,8.022460,0,10.075695,4.433877,3.388554,6.387590,4.346105,1.44251,0.08296,3.27758
0.805,4.396365,1,0,0,0.785695,0.000000,3.787102,3.820748,12.032619,8.010475,0,10.066396,4.446509,3.366583,6.413022,4.345992,1.44575,0.10636,3.27758
0.806,4.401960,1,0,0,0.721049,0.000000,3.787862,3.818681,12.022081,7.999248,0,10.056726,4.457322,3.339035,6.442774,4.345407,1.45234,0.10514,3.27704
0.807,4.407203,1,0,0,0.656402,0.000000,3.788623,3.816657,12.011543,7.988021,0,10.047056,4.468135,3.311486,6.472526,4.344821,1.45887,0.09533,3.27679
0.808,4.411906,1,0,0,0.591756,0.000000,3.789384,3.814699,12.001005,7.976794,0,10.037386,4.478948,3.283938,6.502278,4.344236,1.46230,0.08926,3.27717
0.809,4.416296,1,0,0,0.532934,0.000000,3.789976,3.812744,11.989845,7.965501,0,10.027452,4.488809,3.254777,6.533494,4.343564,1.46779,0.12002,3.27725
0.810,4.420207,1,0,0,0.486716,0.000000,3.790201,3.810793,11.977338,7.954067,0,10.016945,4.496609,3.222126,6.567880,4.342704,1.47475,0.09326,3.27664
0.811,4.423795,1,0,0,0.440499,0.000000,3.790426,3.808985,11.964830,7.942634,0,10.006438,4.504409,3.189476,6.602265,4.341844,1.47696,0.08868,3.27628
