"Time","v2 R COP","49 RDS cle","47 R marks","42a CoMy (cm)","42 CoMy (cm)","v1 xCoM","39 FRx (cm)","35 HRx (cm)","v3 L COP","50 LDS cle","48 L marks","37 FLx (cm)","40 FRy (cm)","38 FLy (cm)","36 HRy (cm)","34 HLy (cm)","33 HLx (cm)","3 Platform"
1.009,0.000000,0,0,-1.641372,6.300320,6.229018,14.665204,10.950569,6.692494,1,0,14.916562,5.739625,6.642282,4.717826,6.742729,10.448102,-1.49069
1.010,0.000000,0,0,-1.648435,6.298546,6.226833,14.703504,10.941524,6.692025,1,0,14.907341,5.731330,6.642222,4.717165,6.741857,10.438581,-1.49093
1.011,0.000000,0,0,-1.655498,6.296772,6.224914,14.741804,10.932479,6.691563,1,0,14.898119,5.723036,6.642162,4.716506,6.740985,10.429060,-1.49067
1.012,0.000000,0,0,-1.660097,6.295002,6.223100,14.780474,10.923390,6.691136,1,0,14.888887,5.714851,6.642119,4.715886,6.740144,10.419530,-1.49141
1.013,0.000000,0,0,-1.651365,6.293258,6.221568,14.821143,10.914065,6.690808,1,0,14.879601,5.707265,6.642172,4.715488,6.739472,10.409950,-1.49011
1.014,0.000000,0,0,-1.642633,6.291515,6.220117,14.861814,10.904741,6.690488,1,0,14.870313,5.699678,6.642225,4.715090,6.738800,10.400371,-1.49089
1.015,0.000000,0,0,-1.633901,6.289771,6.218884,14.902483,10.895416,6.690195,1,0,14.861026,5.692092,6.642278,4.714692,6.738127,10.390791,-1.49058
1.016,0.000000,0,0,-1.624975,6.288061,6.217695,14.943428,10.886042,6.689879,1,0,14.851742,5.684597,6.642307,4.714327,6.737468,10.381182,-1.48892
1.017,0.000000,0,0,-1.614996,6.286529,6.216624,14.985858,10.876391,6.689505,1,0,14.842472,5.677598,6.642202,4.714140,6.736881,10.371410,-1.49267
1.018,0.000000,0,0,-1.605017,6.284997,6.215539,15.028288,10.866742,6.689145,1,0,14.833202,5.670600,6.642098,4.713953,6.736293,10.361639,-1.48975
1.019,0.000000,0,0,-1.595038,6.283464,6.214417,15.070718,10.857092,6.688820,1,0,14.823933,5.663601,6.641994,4.713766,6.735705,10.351868,-1.49217
1.020,0.000000,0,0,-1.586551,6.281934,6.213229,15.113400,10.847405,6.688547,1,0,14.814691,5.656730,6.641914,4.713583,6.735166,10.342124,-1.49052
1.021,0.000000,0,0,-1.586137,6.280411,6.211862,15.157452,10.837521,6.688411,1,0,14.805600,5.650543,6.641962,4.713416,6.734883,10.332529,-1.49130
1.022,0.000000,0,0,-1.585722,6.278888,6.210428,15.201502,10.827637,6.688285,1,0,14.796509,5.644356,6.642009,4.713250,6.734601,10.322934,-1.48948
1.023,0.000000,0,0,-1.585307,6.277366,6.208814,15.245553,10.817752,6.688183,1,0,14.787418,5.638169,6.642057,4.713083,6.734319,10.313339,-1.49116
1.024,0.000000,0,0,-1.587152,6.275853,6.207137,15.289785,10.807870,6.688042,1,0,14.778300,5.632168,6.642087,4.712923,6.734012,10.303773,-1.48983
1.025,0.000000,0,0,-1.601224,6.274395,6.205290,15.334996,10.798005,6.687796,1,0,14.769030,5.627174,6.642015,4.712793,6.733566,10.294356,-1.49080
1.026,0.000000,0,0,-1.615296,6.272936,6.203336,15.380208,10.788139,6.687543,1,0,14.759759,5.622181,6.641944,4.712663,6.733119,10.284940,-1.49227
1.027,0.000000,0,0,-1.629367,6.271478,6.201093,15.425419,10.778275,6.687274,1,0,14.750488,5.617188,6.641872,4.712533,6.732674,10.275523,-1.49128
1.028,0.000000,0,0,-1.646078,6.269982,6.198699,15.470739,10.768391,6.687045,1,0,14.741201,5.612556,6.641839,4.712439,6.732248,10.266144,-1.49089
1.029,0.000000,0,0,-1.677070,6.268285,6.195901,15.516650,10.758407,6.686920,1,0,14.731824,5.609880,6.642009,4.712544,6.731937,10.256965,-1.48995
1.030,0.000000,0,0,-1.708062,6.266588,6.192986,15.562561,10.748422,6.686822,1,0,14.722447,5.607204,6.642179,4.712649,6.731626,10.247786,-1.49075
1.031,0.000000,0,0,-1.739054,6.264892,6.189755,15.608472,10.738438,6.686794,1,0,14.713070,5.604529,6.642349,4.712754,6.731314,10.238606,-1.49133
1.032,0.000000,0,0,-1.771146,6.263167,6.186460,15.654563,10.728467,6.686767,1,0,14.703641,5.602573,6.642543,4.712836,6.730992,10.229424,-1.49192
1.033,0.000000,0,0,-1.809189,6.261292,6.182991,15.701629,10.718572,6.686742,1,0,14.693931,5.604512,6.642866,4.712793,6.730617,10.220218,-1.49175
1.034,0.000000,0,0,-1.847231,6.259418,6.179496,15.748694,10.708676,6.686716,1,0,14.684221,5.606450,6.643188,4.712750,6.730241,10.211012,-1.49276
1.035,0.000000,0,0,-1.885274,6.257543,6.175931,15.795761,10.698781,6.686688,1,0,14.674512,5.608388,6.643511,4.712708,6.729865,10.201806,-1.49120
1.036,0.000000,0,0,-1.923425,6.255664,6.172367,15.842507,10.688957,6.686665,1,0,14.664775,5.610837,6.643830,4.712677,6.729501,10.192639,-1.49037
1.037,0.000000,0,0,-1.962160,6.253761,6.168804,15.887524,10.679521,6.686653,1,0,14.654887,5.616048,6.644125,4.712715,6.729204,10.183686,-1.49007
1.038,0.000000,0,0,-2.000896,6.251859,6.165233,15.932540,10.670083,6.686646,1,0,14.645000,5.621258,6.644419,4.712753,6.728907,10.174733,-1.49015
1.039,0.000000,0,0,-2.039631,6.249957,6.161640,15.977556,10.660646,6.686653,1,0,14.635113,5.626469,6.644713,4.712791,6.728609,10.165780,-1.48502
1.040,0.000000,0,0,-2.077335,6.248004,6.158029,16.022053,10.651268,6.686662,1,0,14.625234,5.632123,6.645003,4.712818,6.728314,10.156945,-1.49315
1.041,0.000000,0,0,-2.109454,6.245781,6.154370,16.063728,10.642206,6.686678,1,0,14.615400,5.640182,6.645268,4.712784,6.728028,10.148746,-1.49228
1.042,0.000000,0,0,-2.141574,6.243557,6.150733,16.105406,10.633144,6.686681,1,0,14.605566,5.648242,6.645533,4.712750,6.727743,10.140547,-1.49078
1.043,0.000000,0,0,-2.173693,6.241333,6.147151,16.147083,10.624083,6.686651,1,0,14.595733,5.656301,6.645798,4.712717,6.727458,10.132348,-1.49113
1.044,0.000000,0,0,-2.203459,6.239085,6.143641,16.188103,10.615048,6.686599,1,0,14.585929,5.664745,6.646003,4.712677,6.727215,10.124434,-1.49000
1.045,0.000000,0,0,-2.220491,6.236707,6.140318,16.225563,10.606157,6.686493,1,0,14.576288,5.675277,6.645881,4.712606,6.727206,10.118056,-1.49130
1.046,0.000000,0,0,-2.237523,6.234330,6.137097,16.263023,10.597267,6.686406,1,0,14.566648,5.685810,6.645759,4.712535,6.727197,10.111678,-1.49212
1.047,0.000000,0,0,-2.254555,6.231952,6.134145,16.300486,10.588376,6.686372,1,0,14.557007,5.696342,6.645636,4.712463,6.727187,10.105301,-1.49009
1.048,0.000000,0,0,-2.269114,6.229588,6.131310,16.337152,10.579499,6.686396,1,0,14.547436,5.707106,6.645492,4.712391,6.727288,10.099216,-1.48996
1.049,0.000000,0,0,-2.270291,6.227300,6.128787,16.369524,10.570698,6.686575,1,0,14.538244,5.719121,6.645229,4.712310,6.727983,10.094710,-1.48943
1.050,0.000000,0,0,-2.271468,6.225013,6.126354,16.401896,10.561896,6.686772,1,0,14.529052,5.731136,6.644966,4.712230,6.728678,10.090205,-1.49074
1.051,0.000000,0,0,-2.272645,6.222725,6.124162,16.434267,10.553094,6.687018,1,0,14.519860,5.743151,6.644703,4.712149,6.729373,10.085699,-1.48983
1.052,0.000000,0,0,-2.271972,6.220428,6.122026,16.465879,10.544317,5.777739,1,1,14.510675,5.755280,6.644401,4.712032,6.730080,10.081906,-1.49089
1.053,0.000000,0,0,-2.261288,6.218078,6.120041,16.493370,10.535671,2.434140,0,0,14.501527,5.768026,6.643890,4.711718,6.730854,10.081965,-1.49052
1.054,0.000000,0,0,-2.250604,6.215728,6.118104,16.520863,10.527025,0.000000,0,0,14.492378,5.780772,6.643379,4.711404,6.731628,10.082026,-1.48985
1.055,0.000000,0,0,-2.239920,6.213377,6.116294,16.548355,10.518379,0.000000,0,0,14.483230,5.793518,6.642869,4.711090,6.732402,10.082085,-1.49062
1.056,0.000000,0,0,-2.228985,6.211054,6.114524,16.575207,10.509779,0.000000,0,0,14.474068,5.806148,6.642384,4.710768,6.733198,10.082984,-1.48902
1.057,0.000000,0,0,-2.216691,6.208873,6.112863,16.598597,10.501431,0.000000,0,0,14.464832,5.818151,6.642039,4.710407,6.734116,10.088423,-1.49083
1.058,0.000000,0,0,-2.204398,6.206693,6.111208,16.621986,10.493081,0.000000,0,0,14.455597,5.830154,6.641694,4.710047,6.735034,10.093863,-1.48976
1.059,0.000000,0,0,-2.192104,6.204512,6.109571,16.645376,10.484733,0.000000,0,0,14.446362,5.842157,6.641349,4.709686,6.735952,10.099301,-1.49202
1.060,0.000000,0,0,-2.181134,6.202354,6.107901,16.668226,10.476425,0.000000,0,0,14.437123,5.854067,6.641013,4.709360,6.736813,10.105509,-1.48972
1.061,0.000000,0,0,-2.177325,6.200325,6.106144,16.688150,10.468346,0.000000,0,0,14.427872,5.865468,6.640721,4.709223,6.737362,10.115868,-1.49224
1.062,0.000000,0,0,-2.173515,6.198295,6.104335,16.708075,10.460266,0.000000,0,0,14.418620,5.876869,6.640430,4.709086,6.737912,10.126227,-1.49139
1.063,0.000000,0,0,-2.169705,6.196265,6.102385,16.727999,10.452187,0.000000,0,0,14.409369,5.888270,6.640139,4.708949,6.738462,10.136586,-1.49020
1.064,0.000000,0,0,-2.166826,6.194214,6.100373,16.747494,10.444158,0.000000,0,0,14.400125,5.899650,6.639863,4.708819,6.738833,10.147606,-1.48953
1.065,0.000000,0,0,-2.168982,6.192049,6.098196,16.764673,10.436405,0.000000,0,0,14.390919,5.910917,6.639667,4.708725,6.738235,10.162197,-1.49168
1.066,0.000000,0,0,-2.171137,6.189882,6.095978,16.781853,10.428654,0.000000,0,0,14.381714,5.922184,6.639471,4.708632,6.737637,10.176787,-1.49188
1.067,0.000000,0,0,-2.173293,6.187716,6.093653,16.799030,10.420901,0.000000,0,0,14.372508,5.933451,6.639274,4.708538,6.737039,10.191379,-1.49052
1.068,0.000000,0,0,-2.175722,6.185541,6.091314,16.815779,10.413190,0.000000,0,0,14.363317,5.944701,6.639105,4.708446,6.736370,10.206737,-1.48965
1.069,0.000000,0,0,-2.179631,6.183311,6.088938,16.830200,10.405694,0.000000,0,0,14.354202,5.955857,6.639085,4.708360,6.735316,10.226244,-1.49147
1.070,0.000000,0,0,-2.183541,6.181081,6.086551,16.844622,10.398198,0.000000,0,0,14.345088,5.967012,6.639064,4.708274,6.734262,10.245751,-1.49127
1.071,0.000000,0,0,-2.187450,6.178852,6.084134,16.859043,10.390703,0.000000,0,0,14.335974,5.978168,6.639043,4.708188,6.733209,10.265259,-1.48964
1.072,0.000000,0,0,-2.191488,6.176620,6.081706,16.873066,10.383237,0.000000,0,0,14.326902,5.989249,6.638996,4.708113,6.732092,10.285703,-1.48964
1.073,0.000000,0,0,-2.196227,6.174380,6.079249,16.884943,10.375933,0.000000,0,0,14.318064,5.999926,6.638805,4.708095,6.730637,10.311213,-1.49122
1.074,0.000000,0,0,-2.200965,6.172141,6.076797,16.896820,10.368629,0.000000,0,0,14.309225,6.010602,6.638614,4.708077,6.729181,10.336725,-1.48980
1.075,0.000000,0,0,-2.205704,6.169900,6.074362,16.908697,10.361324,0.000000,0,0,14.300386,6.021279,6.638422,4.708059,6.727726,10.362236,-1.49150
1.076,0.000000,0,0,-2.210049,6.167668,6.071950,16.920223,10.354037,0.000000,0,0,14.291593,6.031879,6.638245,4.708026,6.726185,10.388416,-1.49095
1.077,0.000000,0,0,-2.212264,6.165473,6.069605,16.929848,10.346845,0.000000,0,0,14.283039,6.042065,6.638139,4.707907,6.724181,10.418220,-1.49077
1.078,0.000000,0,0,-2.214479,6.163279,6.067287,16.939472,10.339651,0.000000,0,0,14.274486,6.052251,6.638034,4.707788,6.722177,10.448022,-1.49267
1.079,0.000000,0,0,-2.216695,6.161085,6.065041,16.949095,10.332458,0.000000,0,0,14.265933,6.062438,6.637928,4.707670,6.720173,10.477825,-1.49044
1.080,0.000000,0,0,-2.218799,6.158900,6.062813,16.958330,10.325315,0.000000,0,0,14.257402,6.072525,6.637818,4.707584,6.718125,10.508145,-1.49047
1.081,0.000000,0,0,-2.220307,6.156770,6.060638,16.965452,10.318444,0.000000,0,0,14.249000,6.082077,6.637684,4.707678,6.715839,10.541265,-1.49075
1.082,0.000000,0,0,-2.221814,6.154641,6.058454,16.972574,10.311573,0.000000,0,0,14.240597,6.091628,6.637551,4.707771,6.713552,10.574384,-1.49034
1.083,0.000000,0,0,-2.223322,6.152511,6.056242,16.979696,10.304703,0.000000,0,0,14.232194,6.101180,6.637417,4.707865,6.711266,10.607503,-1.49056
1.084,0.000000,0,0,-2.224578,6.150350,6.053998,16.986509,10.297907,0.000000,0,0,14.223840,6.110597,6.637281,4.708033,6.709033,10.641072,-1.49070
1.085,0.000000,0,0,-2.224471,6.148021,6.051666,16.991661,10.291518,0.000000,0,0,14.215747,6.119286,6.637133,4.708603,6.707091,10.677073,-1.49102
1.086,0.000000,0,0,-2.224364,6.145693,6.049337,16.996813,10.285129,0.000000,0,0,14.207653,6.127975,6.636984,4.709174,6.705149,10.713075,-1.49122
1.087,0.000000,0,0,-2.224257,6.143364,6.047020,17.001965,10.278740,0.000000,0,0,14.199560,6.136664,6.636836,4.709744,6.703207,10.749076,-1.49077
1.088,0.000000,0,0,-2.223116,6.141043,6.044755,17.006796,10.272428,0.000000,0,0,14.191563,6.145142,6.636668,4.710330,6.701306,10.785493,-1.49160
1.089,0.000000,0,0,-2.216381,6.138759,6.042628,17.009892,10.266531,0.000000,0,0,14.184085,6.152473,6.636395,4.711004,6.699636,10.824162,-1.48980
1.090,0.000000,0,0,-2.209646,6.136476,6.040568,17.012989,10.260633,0.000000,0,0,14.176606,6.159806,6.636121,4.711678,6.697965,10.862832,-1.48983
1.091,0.000000,0,0,-2.202910,6.134192,6.038682,17.016085,10.254737,0.000000,0,0,14.169128,6.167138,6.635848,4.712351,6.696294,10.901502,-1.49234
1.092,0.000000,0,0,-2.195189,6.131934,6.036861,17.018856,10.248863,0.000000,0,0,14.161732,6.174201,6.635528,4.713075,6.694647,10.940402,-1.49205
1.093,0.000000,0,0,-2.182136,6.129809,6.035213,17.019873,10.243118,0.000000,0,0,14.154774,6.179811,6.634958,4.714069,6.693127,10.980551,-1.49241
1.094,0.000000,0,0,-2.169083,6.127685,6.033608,17.020889,10.237373,0.000000,0,0,14.147817,6.185421,6.634388,4.715064,6.691607,11.020699,-1.49011
1.095,0.000000,0,1,-2.156029,6.125561,6.032120,17.021906,10.231628,0.000000,0,0,14.140859,6.191032,6.633819,4.716059,6.690086,11.060846,-1.48322
1.096,0.742752,1,0,-2.141908,6.123432,6.030658,17.022659,10.225940,0.000000,0,0,14.133959,6.196413,6.633263,4.717036,6.688643,11.101233,-1.48898
1.097,3.473458,1,0,-2.122007,6.121281,6.029266,17.021982,10.220551,0.000000,0,0,14.127372,6.200552,6.632783,4.717924,6.687620,11.142904,-1.49119
1.098,5.462053,1,0,-2.102107,6.119130,6.027924,17.021307,10.215164,0.000000,0,0,14.120785,6.204691,6.632304,4.718811,6.686597,11.184577,-1.49221
1.099,5.464411,1,0,-2.082206,6.116979,6.026715,17.020630,10.209776,0.000000,0,0,14.114198,6.208830,6.631824,4.719698,6.685574,11.226249,-1.49040
1.100,5.466703,1,0,-2.060732,6.114842,6.025588,17.019547,10.204430,0.000000,0,0,14.107720,6.212824,6.631353,4.720573,6.684636,11.268039,-1.49148
1.101,5.468815,1,0,-2.030743,6.112789,6.024673,17.016258,10.199303,0.000000,0,0,14.101838,6.216033,6.630928,4.721380,6.684159,11.310462,-1.49261
1.102,5.470876,1,0,-2.000755,6.110734,6.023837,17.012970,10.194178,0.000000,0,0,14.095957,6.219243,6.630503,4.722188,6.683683,11.352885,-1.49109
1.103,5.472802,1,0,-1.970766,6.108681,6.023208,17.009680,10.189051,0.000000,0,0,14.090075,6.222452,6.630077,4.722994,6.683207,11.395308,-1.49062
1.104,5.474683,1,0,-1.939007,6.106649,6.022653,17.006126,10.183942,0.000000,0,0,14.084301,6.225508,6.629719,4.723830,6.682703,11.437686,-1.48986
1.105,5.476443,1,0,-1.897666,6.104739,6.022297,17.001143,10.178921,0.000000,0,0,14.079108,6.227730,6.629723,4.724817,6.682054,11.479821,-1.49125
1.106,5.478128,1,0,-1.856325,6.102829,6.022057,16.996157,10.173901,0.000000,0,0,14.073915,6.229953,6.629726,4.725805,6.681404,11.521956,-1.49037
1.107,5.479611,1,0,-1.814984,6.100919,6.022123,16.991171,10.168880,0.000000,0,0,14.068723,6.232175,6.629729,4.726793,6.680754,11.564092,-1.49225
1.108,5.480985,1,0,-1.769455,6.099023,6.022357,16.985973,10.163934,0.000000,0,0,14.064153,6.234216,6.629777,4.727733,6.679911,11.606064,-1.49161
1.109,5.482068,1,0,-1.701262,6.097206,6.023041,16.979630,10.159395,0.000000,0,0,14.062951,6.235273,6.630072,4.728417,6.678026,11.647153,-1.48850
1.110,5.483047,1,0,-1.633069,6.095389,6.023945,16.973286,10.154856,0.000000,0,0,14.061749,6.236331,6.630366,4.729101,6.676140,11.688241,-1.49005
1.111,5.483749,1,0,-1.564877,6.093572,6.025440,16.966942,10.150316,0.000000,0,0,14.060548,6.237389,6.630660,4.729784,6.674254,11.729330,-1.48983
1.112,5.484365,1,0,-1.491915,6.091821,6.027191,16.960371,10.145820,0.000000,0,0,14.056013,6.238247,6.629591,4.730473,6.672329,11.770214,-1.48993
1.113,5.484751,1,0,-1.393153,6.090429,6.029629,16.952570,10.141550,0.000000,0,0,14.033445,6.238027,6.621153,4.731185,6.670189,11.809997,-1.48947
1.114,5.485068,1,0,-1.294390,6.089036,6.032285,16.944769,10.137281,0.000000,0,0,14.010879,6.237808,6.612715,4.731898,6.668050,11.849778,-1.49138
1.115,5.485205,1,0,-1.195628,6.087644,6.035524,16.936968,10.133012,0.000000,0,0,13.988312,6.237588,6.604277,4.732611,6.665910,11.889561,-1.48997
1.116,5.485289,1,0,-1.092831,6.086291,6.038934,16.928946,10.128736,0.000000,0,0,13.965713,6.237322,6.597050,4.733243,6.663803,11.929094,-1.49193
1.117,5.485235,1,0,-0.968205,6.085156,6.042802,16.919720,10.124421,0.000000,0,0,13.942941,6.236806,6.596377,4.733437,6.661871,11.967283,-1.48873
1.118,5.485129,1,0,-0.843579,6.084020,6.046862,16.910496,10.120107,0.000000,0,0,13.920169,6.236290,6.595705,4.733631,6.659941,12.005471,-1.48948
1.119,5.484884,1,0,-0.718953,6.082884,6.051435,16.901272,10.115792,0.000000,0,0,13.897397,6.235775,6.595033,4.733825,6.658010,12.043660,-1.48878
1.120,5.484581,1,0,-0.592351,6.081877,6.056221,16.892035,10.111595,0.000000,0,0,13.874651,6.235270,6.594415,4.733877,6.656140,12.081181,-1.49062
1.121,5.484128,1,0,-0.455057,6.081563,6.061576,16.882725,10.108031,0.000000,0,0,13.852041,6.234825,6.594096,4.733162,6.654607,12.115084,-1.49086
1.122,5.483612,1,0,-0.317762,6.081249,6.067066,16.873417,10.104467,0.000000,0,0,13.829432,6.234380,6.593776,4.732448,6.653073,12.148986,-1.49200
1.123,5.482933,1,0,-0.180468,6.080935,6.072919,16.864109,10.100904,0.000000,0,0,13.806822,6.233935,6.593457,4.731733,6.651539,12.182889,-1.49040
1.124,4.736826,1,0,-0.044620,6.080734,6.078810,16.854864,10.097557,0.000000,0,0,13.789916,6.233438,6.593111,4.730922,6.650226,12.215996,-1.48950
1.125,1.995607,1,1,0.083403,6.081143,6.084801,16.845959,10.095387,0.000000,0,0,13.803870,6.232665,6.592626,4.729587,6.650104,12.244796,-1.48912
1.126,0.000000,0,0,0.211427,6.081553,6.090775,16.837053,10.093218,0.000000,0,0,13.817825,6.231891,6.592141,4.728252,6.649982,12.273596,-1.49109
1.127,0.000000,0,0,0.339450,6.081962,6.096699,16.828148,10.091047,0.000000,0,0,13.831780,6.231117,6.591656,4.726918,6.649860,12.302396,-1.49407
1.128,0.000000,0,0,0.464704,6.082427,6.102564,16.819237,10.089663,0.000000,0,0,13.846704,6.230357,6.591101,4.725414,6.649832,12.330417,-1.49019
1.129,0.000000,0,0,0.574975,6.083194,6.108273,16.810293,10.092522,0.000000,0,0,13.866873,6.229670,6.590163,4.722995,6.650308,12.354224,-1.49065
1.130,0.000000,0,0,0.685246,6.083961,6.113900,16.801348,10.095382,0.000000,0,0,13.887041,6.228983,6.589225,4.720576,6.650783,12.378031,-1.49150
1.131,0.000000,0,0,0.795517,6.084728,6.119312,16.792404,10.098241,0.000000,0,0,13.907208,6.228296,6.588287,4.718157,6.651258,12.401838,-1.48988
1.132,0.000000,0,0,0.902796,6.085543,6.124638,16.783472,10.102418,0.000000,0,0,13.928377,6.227636,6.587473,4.715450,6.651800,12.424976,-1.49360
1.133,0.000000,0,0,0.993884,6.086611,6.129733,16.774614,10.113721,0.000000,0,0,13.954960,6.227121,6.587330,4.711186,6.652698,12.444498,-1.49086
1.134,0.000000,0,0,1.084973,6.087680,6.134788,16.765757,10.125023,0.000000,0,0,13.981542,6.226607,6.587188,4.706921,6.653595,12.464020,-1.48678
1.135,0.000000,0,0,1.176061,6.088748,6.139736,16.756899,10.136326,0.000000,0,0,14.008124,6.226092,6.587045,4.702657,6.654492,12.483541,-1.48760
1.136,0.000000,0,0,1.265804,6.089879,6.144697,16.748014,10.148938,0.000000,0,0,14.036016,6.225608,6.587198,4.697783,6.655446,12.502318,-1.49165
1.137,0.000000,0,0,1.348269,6.091346,6.149693,16.738993,10.168636,0.000000,0,0,14.070993,6.225291,6.588948,4.689615,6.656699,12.517069,-1.49238
1.138,0.000000,0,0,1.430735,6.092813,6.154710,16.729971,10.188335,0.000000,0,0,14.105971,6.224973,6.590698,4.681447,6.657951,12.531819,-1.49068
1.139,0.000000,0,0,1.513200,6.094281,6.159783,16.720947,10.208034,0.000000,0,0,14.140949,6.224656,6.592448,4.673278,6.659204,12.546570,-1.48940
1.140,0.000000,0,0,1.595253,6.095787,6.164872,16.711941,10.228700,0.000000,0,0,14.175917,6.224277,6.592870,4.664736,6.660501,12.560399,-1.49122
1.141,0.000000,0,0,1.675068,6.097504,6.170008,16.703011,10.254604,0.000000,0,0,14.210828,6.223570,6.586110,4.654175,6.662027,12.569246,-1.49291
1.142,0.000000,0,0,1.754884,6.099220,6.175161,16.694080,10.280509,0.000000,0,0,14.245739,6.222864,6.579349,4.643613,6.663554,12.578094,-1.49116
1.143,0.000000,0,0,1.834699,6.100937,6.180365,16.685150,10.306414,0.000000,0,0,14.280650,6.222157,6.572588,4.633052,6.665081,12.586940,-1.49138
1.144,0.000000,0,0,1.913704,6.102706,6.185588,16.676174,10.332823,0.000000,0,0,14.316831,6.221475,6.565851,4.622622,6.666621,12.595119,-1.48952
1.145,0.000000,0,0,1.988325,6.104757,6.190862,16.666962,10.361961,0.000000,0,0,14.359881,6.220928,6.559239,4.612903,6.668237,12.599683,-1.48839
1.146,0.000000,0,0,2.062944,6.106807,6.196139,16.657749,10.391101,0.000000,0,0,14.402932,6.220381,6.552628,4.603184,6.669852,12.604247,-1.49094
1.147,0.000000,0,0,2.137565,6.108858,6.201429,16.648537,10.420240,0.000000,0,0,14.445983,6.219834,6.546016,4.593465,6.671468,12.608810,-1.49128
1.148,0.000000,0,0,2.210242,6.110969,6.206702,16.639362,10.449874,0.000000,0,0,14.489715,6.219368,6.541194,4.584349,6.673073,12.612858,-1.49036
1.149,0.000000,0,0,2.272407,6.113405,6.211929,16.630405,10.482183,0.000000,0,0,14.537128,6.219340,6.546052,4.578494,6.674626,12.614115,-1.48809
1.150,0.000000,0,0,2.334572,6.115840,6.217108,16.621447,10.514492,0.000000,0,0,14.584543,6.219312,6.550909,4.572639,6.676179,12.615371,-1.48602
1.151,0.000000,0,0,2.396737,6.118277,6.222158,16.612490,10.546802,0.000000,0,0,14.631957,6.219285,6.555766,4.566784,6.677732,12.616627,-1.49055
1.152,0.000000,0,0,2.456183,6.120745,6.227130,16.603558,10.579647,0.000000,0,0,14.679873,6.219259,6.560697,4.561133,6.679275,12.617492,-1.48982
1.153,0.000000,0,0,2.500919,6.123393,6.231894,16.594765,10.615396,0.000000,0,0,14.730497,6.219246,6.566021,4.556589,6.680765,12.616236,-1.48992
1.154,0.000000,0,0,2.545655,6.126040,6.236571,16.585972,10.651145,0.000000,0,0,14.781122,6.219234,6.571346,4.552045,6.682255,12.614980,-1.49006
1.155,0.000000,0,0,2.590391,6.128688,6.241014,16.577179,10.686894,0.000000,0,0,14.831746,6.219221,6.576670,4.547501,6.683745,12.613724,-1.48890
1.156,0.000000,0,0,2.632490,6.131352,6.245369,16.568396,10.723134,0.000000,0,0,14.882601,6.219242,6.582122,4.543099,6.685196,12.612017,-1.49018
1.157,0.000000,0,0,2.660328,6.134103,6.249488,16.559664,10.762029,0.000000,0,0,14.934697,6.219444,6.588264,4.539470,6.686436,12.607867,-1.49126
1.158,0.000000,0,0,2.688166,6.136854,6.253528,16.550930,10.800922,0.000000,0,0,14.986794,6.219646,6.594404,4.535841,6.687677,12.603718,-1.48804
1.159,0.000000,0,0,2.716004,6.139605,6.257356,16.542198,10.839817,0.000000,0,0,15.038891,6.219848,6.600545,4.532212,6.688917,12.599567,-1.49308
1.160,0.000000,0,0,2.741700,6.142366,6.261114,16.533491,10.879278,0.000000,0,0,15.091223,6.220022,6.606656,4.528725,6.690055,12.595139,-1.49208
1.161,0.000000,0,0,2.755809,6.145186,6.264687,16.524916,10.921809,0.000000,0,0,15.144828,6.220047,6.612604,4.526011,6.690639,12.589199,-1.49269
1.162,0.000000,0,0,2.769918,6.148006,6.268190,16.516342,10.964340,0.000000,0,0,15.198434,6.220073,6.618552,4.523297,6.691223,12.583259,-1.49078
1.163,0.000000,0,0,2.784027,6.150826,6.271510,16.507767,11.006871,0.000000,0,0,15.252039,6.220098,6.624501,4.520583,6.691807,12.577319,-1.49046
1.164,0.000000,0,0,2.796887,6.153640,6.274765,16.499191,11.049686,0.000000,0,0,15.305762,6.220085,6.630363,4.518060,6.692309,12.571141,-1.49005
1.165,0.000000,0,0,2.802994,6.156420,6.277850,16.490608,11.094038,0.000000,0,0,15.360123,6.219865,6.635758,4.516574,6.692373,12.563676,-1.48760
1.166,0.000000,0,0,2.809101,6.159200,6.280915,16.482027,11.138390,0.000000,0,0,15.414482,6.219646,6.641154,4.515088,6.692436,12.556211,-1.49404
1.167,0.000000,0,0,2.815208,6.161979,6.283926,16.473444,11.182741,0.000000,0,0,15.468843,6.219425,6.646549,4.513602,6.692500,12.548745,-1.49138
1.168,0.000000,0,0,2.821142,6.164773,6.286958,16.464905,11.227379,0.000000,0,0,15.523437,6.219193,6.651737,4.512155,6.692706,12.541245,-1.48951
1.169,0.000000,0,0,2.826142,6.167644,6.290048,16.456608,11.273563,0.000000,0,0,15.579296,6.218888,6.655800,4.510918,6.693682,12.533559,-1.48765
1.170,0.000000,0,0,2.831141,6.170515,6.293136,16.448309,11.319748,0.000000,0,0,15.635157,6.218584,6.659864,4.509681,6.694658,12.525872,-1.49171
1.171,0.000000,0,0,2.836140,6.173385,6.296222,16.440012,11.365932,0.000000,0,0,15.691017,6.218280,6.663928,4.508443,6.695634,12.518186,-1.48901
1.172,0.000000,0,0,2.840434,6.176254,6.299273,16.431738,11.412339,0.000000,0,0,15.746880,6.217989,6.669261,4.507306,6.696640,12.510448,-1.48878
1.173,0.000000,0,0,2.840905,6.179116,6.302230,16.423595,11.459950,0.000000,0,0,15.802758,6.217772,6.681462,4.506708,6.697810,12.502443,-1.48804
