"Time","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39 FRx (cm)","38 FLy (cm)","36 HRy (cm)","35 HRx (cm)","37 FLx (cm)","34 HLy (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
1.183,7.457733,1.231280,6.518955,16.681221,4.938877,17.906507,6.791727,5.266188,14.258970,18.327877,7.426393,15.614799,152.174164,0,52.438683,54.106613,71.349960,8.402979,18.887815,8.483955,14.544369,8.791138,14.287742,9.457319,14.145524,8.768229,15.589532,10.145307,15.337222,10.041185,16.053797,0,-0.01814,-0.01353,-0.02379,0.00220,0.00818,-0.01221,0.00840,0.00248,-0.00015,0.03346,3.27668
1.184,7.457854,1.232157,6.518347,16.681107,4.939611,17.902710,6.788654,5.259896,14.267524,18.358892,7.425263,15.611759,150.812653,0,53.365837,53.967564,71.327835,8.401734,18.882969,8.484843,14.545665,8.790463,14.287478,9.457185,14.157738,8.765091,15.600296,10.142081,15.347515,10.038504,16.060133,0,-0.01844,-0.01252,-0.01957,0.00253,0.00839,-0.01316,0.00569,0.00294,0.00000,0.07725,3.27645
1.185,7.457975,1.233014,6.517802,16.680901,4.940361,17.898911,6.785842,5.253469,14.276131,18.389904,7.424097,15.608727,149.435837,0,54.306011,53.825901,71.302887,8.400487,18.878159,8.485669,14.546958,8.789773,14.287162,9.457034,14.170060,8.761914,15.611158,10.138810,15.357865,10.035774,16.066452,0,-0.01814,-0.01395,-0.02169,0.00370,0.00932,-0.01440,0.01071,0.00203,0.00000,0.03735,3.27622
1.186,7.458095,1.233870,6.517258,16.680693,4.941113,17.895113,6.783031,5.247044,14.284738,18.420916,7.422930,15.605697,148.059036,0,55.246181,53.684242,71.277939,8.399240,18.873348,8.486494,14.548250,8.789083,14.286845,9.456883,14.182384,8.758738,15.622022,10.135539,15.368215,10.033044,16.072769,0,-0.01790,-0.01428,-0.02020,0.00665,0.00717,-0.01361,-0.00301,0.00480,-0.00015,0.07917,3.27682
1.187,7.458216,1.234727,6.516713,16.680485,4.941863,17.891315,6.780219,5.240617,14.293344,18.451927,7.421763,15.602666,146.682220,0,56.186356,53.542583,71.252991,8.397992,18.868538,8.487320,14.549542,8.788391,14.286528,9.456733,14.194706,8.755561,15.632884,10.132268,15.378565,10.030313,16.079088,0,-0.01801,-0.01354,-0.02139,0.00518,0.01003,-0.01365,0.00649,0.00304,-0.00027,0.03875,3.27743
1.188,7.457945,1.235714,6.516356,16.679409,4.941737,17.887470,6.780920,5.238921,14.303205,18.482534,7.419910,15.599182,145.898712,0,56.595333,53.421883,71.253502,8.396844,18.866068,8.488316,14.550867,8.788050,14.287656,9.459442,14.203060,8.752621,15.638429,10.129786,15.386641,10.026464,16.087542,0,-0.01636,-0.01323,-0.02235,0.00694,0.00874,-0.01365,0.00916,0.00388,0.00012,0.07899,3.27744
1.189,7.457664,1.236704,6.516005,16.678308,4.941585,17.883623,6.781722,5.237360,14.313101,18.513130,7.418038,15.595686,145.132294,0,56.989006,53.301788,71.254745,8.395699,18.863665,8.489316,14.552192,8.787718,14.288825,9.462234,14.211300,8.749688,15.643821,10.127326,15.394650,10.022581,16.096054,0,-0.01771,-0.01450,-0.02182,0.00151,0.00841,-0.01285,0.00619,0.00266,0.00000,0.03809,3.27744
1.190,7.457382,1.237695,6.515653,16.677206,4.941434,17.879778,6.782524,5.235799,14.322998,18.543728,7.416166,15.592190,144.365875,0,57.382683,53.181690,71.255997,8.394553,18.861263,8.490316,14.553517,8.787386,14.289994,9.465025,14.219540,8.746755,15.649212,10.124866,15.402659,10.018699,16.104568,0,-0.01771,-0.01281,-0.02124,0.00656,0.00852,-0.01293,0.00475,0.00164,0.00000,0.07764,3.27736
1.191,7.457101,1.238685,6.515302,16.676105,4.941282,17.875931,6.783326,5.234239,14.332894,18.574324,7.414293,15.588694,143.599457,0,57.776356,53.061596,71.257240,8.393409,18.858860,8.491318,14.554842,8.787054,14.291164,9.467816,14.227779,8.743821,15.654604,10.122406,15.410669,10.014816,16.113081,0,-0.01665,-0.01509,-0.02182,-0.00062,0.00891,-0.01471,0.00944,-0.00103,-0.00003,0.03974,3.27728
1.192,7.457458,1.238717,6.514661,16.673796,4.941406,17.872250,6.781569,5.230511,14.344023,18.604132,7.413703,15.585052,142.654465,0,58.737507,52.785542,70.831001,8.393510,18.851196,8.496485,14.555781,8.789383,14.294878,9.469481,14.243102,8.745202,15.669784,10.122599,15.419493,10.012817,16.122881,0,-0.02090,-0.01393,-0.02224,0.00738,0.00906,-0.01273,0.00496,0.00640,-0.00012,0.07158,3.27751
1.193,7.457835,1.238721,6.514011,16.671450,4.941537,17.868572,6.779737,5.226721,14.355187,18.633919,7.413151,15.581406,141.704330,0,59.715000,52.504993,70.392448,8.393646,18.843380,8.501772,14.556710,8.791788,14.298665,9.471114,14.258629,8.746707,15.685246,10.122868,15.428339,10.010872,16.132717,0,-0.01786,-0.01306,-0.02204,0.00547,0.00963,-0.01274,0.00718,-0.00050,-0.00003,0.04274,3.27774
1.194,7.458211,1.238726,6.513361,16.669106,4.941668,17.864895,6.777906,5.222931,14.366351,18.663706,7.412598,15.577760,140.754181,0,60.692497,52.224449,69.953888,8.393784,18.835564,8.507060,14.557639,8.794193,14.302453,9.472747,14.274156,8.748212,15.700707,10.123137,15.437186,10.008927,16.142553,0,-0.01818,-0.01310,-0.02099,0.01151,0.00879,-0.01387,0.00643,0.00394,0.00005,0.07228,3.27736
1.195,7.458587,1.238730,6.512712,16.666759,4.941799,17.861217,6.776075,5.219141,14.377515,18.693493,7.412045,15.574114,139.804047,0,61.669991,51.943901,69.515335,8.393921,18.827749,8.512347,14.558568,8.796598,14.306240,9.474380,14.289682,8.749717,15.716169,10.123405,15.446033,10.006982,16.152391,0,-0.01741,-0.01316,-0.02111,-0.00829,0.00927,-0.01215,0.00590,0.00715,0.00003,0.04350,3.27698
1.196,7.458313,1.238683,6.512093,16.663904,4.942011,17.857700,6.770918,5.212759,14.390551,18.722525,7.411928,15.570266,139.086411,0,62.239559,51.786076,69.222023,8.392782,18.819334,8.515438,14.560076,8.797928,14.308945,9.478241,14.300436,8.750953,15.725577,10.124395,15.454189,10.005118,16.159410,0,-0.01681,-0.01349,-0.02184,0.01226,0.00934,-0.01417,0.00580,-0.00221,0.00015,0.07581,3.27683
1.197,7.458021,1.238635,6.511475,16.661034,4.942226,17.854187,6.765666,5.206302,14.403640,18.751537,7.411822,15.566411,138.375473,0,62.797375,51.631786,68.932892,8.391607,18.810902,8.518467,14.561601,8.799226,14.311618,9.482165,14.311052,8.752181,15.734810,10.125406,15.462325,10.003257,16.166349,0,-0.01805,-0.01337,-0.02175,-0.00258,0.00840,-0.01321,0.00643,0.00504,0.00009,0.04277,3.27667
1.198,7.457729,1.238586,6.510857,16.658163,4.942441,17.850674,6.760413,5.199846,14.416729,18.780548,7.411717,15.562557,137.664536,0,63.355190,51.477493,68.643768,8.390432,18.802471,8.521495,14.563125,8.800525,14.314291,9.486091,14.321669,8.753410,15.744043,10.126417,15.470462,10.001395,16.173288,0,-0.01843,-0.01241,-0.02261,0.02228,0.00966,-0.01295,0.00697,0.00198,-0.00003,0.06737,3.27690
1.199,7.457437,1.238537,6.510238,16.655293,4.942655,17.847160,6.755160,5.193389,14.429818,18.809559,7.411612,15.558702,136.953598,0,63.913010,51.323204,68.354637,8.389257,18.794039,8.524523,14.564650,8.801823,14.316965,9.490016,14.332284,8.754639,15.753277,10.127428,15.478598,9.999535,16.180227,0,-0.01757,-0.01317,-0.02608,-0.03106,0.00949,-0.01345,0.00594,0.00416,0.00012,0.04341,3.27713
1.200,7.458921,1.237514,6.510187,16.652958,4.942956,17.843571,6.754927,5.186610,14.444285,18.837341,7.411631,15.554533,137.442871,0,63.672169,51.520554,68.442604,8.388483,18.785038,8.524705,14.568957,8.803633,14.323304,9.492690,14.337573,8.753540,15.756587,10.127901,15.490313,9.997494,16.187904,0,-0.01783,-0.01190,-0.01770,0.02916,0.00911,-0.01449,0.00543,0.00452,-0.00003,0.04515,3.27705
1.201,7.460456,1.236463,6.510152,16.650640,4.943260,17.839979,6.754838,5.179821,14.458792,18.865089,7.411654,15.550355,137.966736,0,63.408321,51.728031,68.541428,8.387719,18.776022,8.524804,14.573346,8.805458,14.329749,9.495329,14.342709,8.752374,15.759727,10.128358,15.502131,9.995448,16.195602,0,-0.01710,-0.01407,-0.01931,-0.00430,0.00739,-0.01257,0.00533,-0.00214,0.00012,0.04497,3.27698
1.202,7.461992,1.235411,6.510117,16.648321,4.943563,17.836388,6.754749,5.173032,14.473299,18.892836,7.411676,15.546177,138.490601,0,63.144474,51.935513,68.640259,8.386956,18.767006,8.524904,14.577734,8.807283,14.336194,9.497968,14.347843,8.751208,15.762867,10.128815,15.513948,9.993402,16.203300,0,-0.01847,-0.01422,-0.02526,0.00358,0.00818,-0.01304,0.00544,0.00522,0.00015,0.04118,3.27705
1.203,7.463527,1.234360,6.510082,16.646002,4.943867,17.832798,6.754660,5.166244,14.487805,18.920584,7.411698,15.541999,139.014465,0,62.880627,52.142990,68.739082,8.386192,18.757988,8.525003,14.582122,8.809108,14.342639,9.500607,14.352979,8.750042,15.766007,10.129272,15.525766,9.991356,16.210999,0,-0.01815,-0.01275,-0.02069,0.00181,0.00809,-0.01403,0.00657,-0.00180,0.00012,0.04575,3.27713
1.204,7.463585,1.232768,6.510095,16.644386,4.943845,17.829416,6.755299,5.165210,14.503742,18.946455,7.411487,15.537431,140.729309,0,61.821075,52.246342,69.037804,8.384999,18.753139,8.521226,14.599879,8.809942,14.362679,9.503038,14.360804,8.751104,15.773101,10.130983,15.536690,9.994890,16.221457,0,-0.01846,-0.01190,-0.02563,0.00662,0.00925,-0.01374,0.00740,0.01159,0.00003,0.04525,3.27698
1.205,7.463601,1.231161,6.510108,16.642792,4.943813,17.826040,6.755959,5.164343,14.519720,18.972271,7.411269,15.532851,142.478455,0,60.738602,52.346695,69.342278,8.383793,18.748409,8.517336,14.618022,8.810747,14.383113,9.505465,14.368705,8.752230,15.780309,10.132731,15.547587,9.998586,16.231995,0,-0.01786,-0.01263,-0.03742,-0.01614,0.00640,-0.01266,0.00388,-0.00026,0.00003,0.04559,3.27683
1.206,7.463617,1.229553,6.510122,16.641197,4.943782,17.822664,6.756618,5.163476,14.535698,18.998089,7.411050,15.528273,144.227600,0,59.656128,52.447048,69.646751,8.382587,18.743679,8.513447,14.636165,8.811552,14.403545,9.507892,14.376607,8.753356,15.787517,10.134480,15.558484,10.002281,16.242533,0,-0.01905,-0.01307,-0.04679,0.01295,0.00980,-0.01397,0.00254,0.00200,0.00000,0.02378,3.27645
1.207,7.463633,1.227946,6.510136,16.639603,4.943750,17.819288,6.757278,5.162609,14.551676,19.023905,7.410832,15.523693,145.976746,0,58.573654,52.547398,69.951233,8.381381,18.738949,8.509557,14.654307,8.812357,14.423978,9.510318,14.384508,8.754482,15.794724,10.136228,15.569382,10.005977,16.253071,0,-0.01920,-0.01309,-0.00540,0.00242,0.00803,-0.01326,0.00701,0.00500,-0.00012,0.04601,3.27607
1.208,7.463721,1.227927,6.508730,16.638363,4.943342,17.815746,6.757590,5.142357,14.569095,19.046673,7.410985,15.518575,148.806168,0,56.053486,52.649937,70.013878,8.379757,18.734493,8.502280,14.697307,8.815104,14.464240,9.517939,14.395105,8.756634,15.802335,10.139570,15.584861,10.006930,16.264383,0,-0.01754,-0.01255,-0.01313,0.00259,0.00871,-0.01312,0.00548,0.00117,-0.00012,0.02047,3.27674
1.209,7.463811,1.227954,6.507284,16.637135,4.942923,17.812202,6.757891,5.121547,14.586555,19.069353,7.411148,15.513441,151.666687,0,53.491901,52.752537,70.069557,8.378119,18.730045,8.494906,14.741022,8.817906,14.505073,9.525709,14.405780,8.758815,15.809956,10.142960,15.600471,10.007806,16.275719,0,-0.01682,-0.01311,-0.02979,0.00775,0.00863,-0.01315,0.00555,0.00252,-0.00012,0.05210,3.27743
1.210,7.463901,1.227981,6.505837,16.635904,4.942504,17.808657,6.758193,5.100737,14.604016,19.092031,7.411311,15.508307,154.527222,0,50.930313,52.855141,70.125237,8.376483,18.725597,8.487532,14.784738,8.820709,14.545906,9.533481,14.416454,8.760996,15.817577,10.146348,15.616082,10.008681,16.287054,0,-0.01772,-0.01448,-0.02257,-0.02365,0.00866,-0.01272,0.00569,0.00683,-0.00012,0.02346,3.27706
1.211,7.463991,1.228008,6.504391,16.634674,4.942085,17.805111,6.758494,5.079927,14.621476,19.114712,7.411474,15.503174,157.387756,0,48.368729,52.957741,70.180923,8.374846,18.721148,8.480158,14.828453,8.823512,14.586739,9.541251,14.427130,8.763177,15.825198,10.149737,15.631693,10.009557,16.298389,0,-0.01728,-0.01180,-0.00616,0.01183,0.00856,-0.01350,0.00638,0.00886,0.00003,0.05571,3.27668
1.212,7.464337,1.228879,6.502403,16.633429,4.942536,17.801682,6.759197,5.066541,14.640738,19.134359,7.411404,15.497390,158.261063,0,46.717400,52.964500,69.812386,8.374715,18.720606,8.472686,14.878700,8.821097,14.625737,9.546637,14.441160,8.768497,15.839195,10.155092,15.645915,10.010757,16.310646,0,-0.01832,-0.01364,-0.01878,0.01033,0.00782,-0.01245,0.00437,-0.00288,0.00003,0.02499,3.27667
1.213,7.464690,1.229774,6.500399,16.632183,4.943012,17.798256,6.759911,5.053369,14.660049,19.153921,7.411326,15.491588,159.077133,0,45.092289,52.968502,69.431625,8.374627,18.720175,8.465211,14.929135,8.818532,14.664683,9.551952,14.455288,8.773910,15.853375,10.160503,15.660098,10.011967,16.322931,0,-0.01785,-0.01196,-0.01047,0.00234,0.01016,-0.01210,0.00762,0.00294,0.00000,0.05639,3.27667
1.214,7.465043,1.230669,6.498395,16.630938,4.943489,17.794830,6.760625,5.040197,14.679362,19.173481,7.411248,15.485785,159.893188,0,43.467182,52.972504,69.050873,8.374539,18.719746,8.457737,14.979571,8.815967,14.703629,9.557269,14.469415,8.779321,15.867556,10.165915,15.674281,10.013177,16.335215,0,-0.01906,-0.01346,-0.02472,0.00332,0.00912,-0.01262,0.01617,0.00294,-0.00027,0.02520,3.27652
1.215,7.465396,1.231565,6.496391,16.629692,4.943964,17.791405,6.761339,5.027025,14.698675,19.193043,7.411171,15.479983,160.709259,0,41.842072,52.976505,68.670113,8.374452,18.719315,8.450262,15.030006,8.813401,14.742575,9.562586,14.483542,8.784732,15.881736,10.171327,15.688464,10.014386,16.347500,0,-0.01891,-0.01303,-0.02234,0.00319,0.00854,-0.01267,0.00593,0.00477,0.00015,0.06196,3.27637
1.216,7.466265,1.229740,6.493538,16.630114,4.945480,17.787943,6.768685,5.033392,14.719620,19.210083,7.410946,15.473678,161.877380,0,39.532040,52.798183,68.005127,8.376782,18.715435,8.450256,15.101598,8.813541,14.799685,9.569927,14.498052,8.795730,15.898252,10.181126,15.697064,10.018567,16.361773,0,-0.01786,-0.01391,-0.01896,0.00309,0.00862,-0.01329,0.00651,0.00291,-0.00032,0.02798,3.27674
1.217,7.467149,1.227838,6.490660,16.630581,4.947025,17.784479,6.776223,5.040321,14.740612,19.227051,7.410718,15.467358,163.055664,0,37.202274,52.614609,67.331947,8.379184,18.711454,8.450465,15.173798,8.813760,14.857321,9.577328,14.512571,8.806888,15.914837,10.191051,15.705504,10.022833,16.376104,0,-0.01907,-0.01378,-0.01895,0.00318,0.00844,-0.01290,0.00619,0.00289,-0.00012,0.07112,3.27713
1.218,7.468033,1.225935,6.487783,16.631050,4.948571,17.781017,6.783760,5.047250,14.761604,19.244020,7.410490,15.461038,164.233932,0,34.872509,52.431034,66.658768,8.381584,18.707474,8.450675,15.245998,8.813977,14.914955,9.584727,14.527091,8.818046,15.931421,10.200976,15.713944,10.027099,16.390434,0,-0.01862,-0.01329,-0.01712,0.00272,0.00764,-0.01388,0.00574,0.00243,-0.00012,0.03276,3.27713
1.219,7.468916,1.224032,6.484905,16.631517,4.950116,17.777554,6.791297,5.054180,14.782597,19.260988,7.410261,15.454718,165.412216,0,32.542744,52.247459,65.985588,8.383986,18.703493,8.450884,15.318198,8.814196,14.972590,9.592128,14.541612,8.829204,15.948006,10.210902,15.722384,10.031365,16.404766,0,-0.01814,-0.01304,-0.05748,0.00540,0.00862,-0.01240,0.00569,0.00197,0.00015,0.07543,3.27713
1.220,7.468207,1.224722,6.482652,16.633879,4.950298,17.773943,6.795362,5.066637,14.805210,19.275362,7.408445,15.448468,168.521515,0,29.864986,52.263958,65.771286,8.383945,18.698517,8.470269,15.357301,8.837956,15.023368,9.595957,14.555723,8.832800,15.961991,10.214602,15.736997,10.033512,16.413996,0,-0.01784,-0.01346,-0.00591,0.00477,0.00742,-0.01443,0.00670,0.00381,-0.00009,0.03515,3.27743
1.221,7.467452,1.225487,6.480417,16.636293,4.950440,17.770329,6.799326,5.079253,14.827870,19.289663,7.406583,15.442221,171.686432,0,27.177208,52.286221,65.570198,8.383836,18.693508,8.490208,15.395450,8.862395,15.073949,9.599683,14.569822,8.836178,15.975902,10.218122,15.751785,10.035597,16.423079,0,-0.01860,-0.01329,-0.02030,0.00626,0.00836,-0.01308,0.00769,0.00642,0.00024,0.07640,3.27774
1.222,7.466696,1.226252,6.478182,16.638708,4.950583,17.766712,6.803291,5.091869,14.850531,19.303963,7.404721,15.435973,174.851364,0,24.489428,52.308479,65.369118,8.383726,18.688503,8.510145,15.433599,8.886835,15.124529,9.603409,14.583922,8.839557,15.989812,10.221642,15.766575,10.037683,16.432161,0,-0.01877,-0.01335,-0.00995,-0.00822,0.00832,-0.01282,0.00156,0.00392,-0.00003,0.03562,3.27744
1.223,7.465941,1.227016,6.475947,16.641125,4.950726,17.763098,6.807255,5.104485,14.873191,19.318262,7.402859,15.429726,178.016281,0,21.801649,52.330742,65.168037,8.383616,18.683495,8.530084,15.471747,8.911274,15.175110,9.607135,14.598022,8.842935,16.003723,10.225163,15.781364,10.039768,16.441244,0,-0.01861,-0.01395,-0.01698,0.00883,0.00822,-0.01290,0.00555,0.00275,0.00015,0.07728,3.27713
1.224,7.466055,1.227293,6.472349,16.644194,4.951350,17.759548,6.807490,5.107023,14.897464,19.330154,7.401984,15.423094,174.080994,0,19.744862,52.294090,65.154152,8.383009,18.681820,8.551942,15.487814,8.940412,15.208840,9.614407,14.611907,8.845881,16.015221,10.228637,15.796249,10.042003,16.453783,0,-0.01798,-0.01387,-0.01706,0.00258,0.00883,-0.01292,0.01112,-0.00678,0.00000,0.03881,3.27705
1.225,7.466194,1.227555,6.468710,16.647282,4.951989,17.756001,6.807617,5.109272,14.921783,19.341976,7.401136,15.416450,169.941177,0,17.706251,52.255741,65.145660,8.382388,18.680243,8.573855,15.503244,8.969685,15.242085,9.621780,14.625787,8.848815,16.026649,10.232110,15.811137,10.044243,16.466421,0,-0.01861,-0.01343,-0.01216,0.00347,0.00578,-0.01465,-0.00327,0.01144,-0.00012,0.06838,3.27698
1.226,7.466333,1.227817,6.465072,16.650370,4.952627,17.752453,6.807744,5.111519,14.946104,19.353798,7.400289,15.409806,165.801346,0,15.667642,52.217392,65.137169,8.381766,18.678663,8.595769,15.518676,8.998957,15.275330,9.629155,14.639666,8.851748,16.038078,10.235582,15.826025,10.046482,16.479059,0,-0.01876,-0.01537,-0.05709,0.00244,0.01001,-0.01413,0.01098,-0.00596,-0.00015,0.04290,3.27653
1.227,7.466473,1.228079,6.461434,16.653460,4.953266,17.748905,6.807870,5.113768,14.970424,19.365620,7.399441,15.403162,161.661530,0,13.629032,52.179043,65.128677,8.381145,18.677084,8.617683,15.534106,9.028230,15.308575,9.636529,14.653545,8.854683,16.049507,10.239055,15.840913,10.048721,16.491697,0,-0.02039,-0.01399,-0.04269,0.00314,0.00775,-0.01310,0.00855,0.00031,0.00012,0.06040,3.27607
1.228,7.466606,1.230903,6.457408,16.661261,4.954059,17.745398,6.809510,5.115941,14.996280,19.375051,7.399728,15.396570,160.706635,0,13.050104,51.722885,65.138718,8.381249,18.671732,8.635125,15.557198,9.041519,15.339108,9.649671,14.675539,8.862743,16.068609,10.246163,15.854059,10.059676,16.502289,0,-0.01964,-0.01412,-0.01136,0.00350,0.00788,-0.01295,0.00141,0.00587,-0.00003,0.04460,3.27689
1.229,7.466740,1.233802,6.453372,16.669199,4.954856,17.741892,6.811193,5.118111,15.022180,19.384413,7.400047,15.389980,159.843475,0,12.513225,51.254688,65.149292,8.381375,18.666273,8.652439,15.580509,9.054349,15.369564,9.662977,14.697766,8.870953,16.087931,10.253377,15.867155,10.070883,16.512819,0,-0.01921,-0.01385,-0.02343,0.00411,0.00956,-0.01379,0.00508,0.00142,-0.00012,0.05839,3.27773
1.230,7.466873,1.236700,6.449335,16.677137,4.955654,17.738386,6.812876,5.120282,15.048079,19.393774,7.400366,15.383390,158.980331,0,11.976346,50.786491,65.159859,8.381501,18.660812,8.669753,15.603821,9.067179,15.400021,9.676285,14.719995,8.879161,16.107254,10.260591,15.880251,10.082088,16.523352,0,-0.01891,-0.01445,-0.02097,0.00143,0.00830,-0.01315,0.00990,0.00178,-0.00012,0.04471,3.27751
1.231,7.467006,1.239598,6.445298,16.685076,4.956452,17.734879,6.814559,5.122453,15.073980,19.403137,7.400685,15.376800,158.117188,0,11.439466,50.318298,65.170433,8.381626,18.655352,8.687067,15.627133,9.080009,15.430476,9.689591,14.742222,8.887370,16.126575,10.267804,15.893347,10.093295,16.533882,0,-0.01906,-0.01388,-0.02088,0.00790,0.00948,-0.01329,-0.00028,0.00006,-0.00027,0.03259,3.27729
1.232,7.468737,1.239433,6.443336,16.692022,4.956348,17.731316,6.819656,5.124437,15.101336,19.410620,7.400506,15.370375,157.605057,0,10.949110,50.359631,64.344543,8.380792,18.652813,8.701026,15.653981,9.094517,15.453734,9.691082,14.758958,8.898628,16.148783,10.277492,15.906908,10.099911,16.539091,0,-0.01876,-0.01351,-0.02125,-0.00004,0.00916,-0.01355,0.00627,0.01211,-0.00012,0.04516,3.27751
1.233,7.470514,1.239180,6.441434,16.698940,4.956218,17.727751,6.824851,5.126417,15.128735,19.418049,7.400312,15.363954,157.103043,0,10.460093,50.415642,63.494556,8.379929,18.650358,8.714889,15.680930,9.109073,15.476786,9.692232,14.775535,8.909974,16.171072,10.287251,15.920484,10.106394,16.544146,0,-0.01923,-0.01430,-0.01493,0.00683,0.00901,-0.01317,0.00576,-0.00576,-0.00003,0.01964,3.27774
1.234,7.472291,1.238927,6.439532,16.705858,4.956089,17.724186,6.830046,5.128397,15.156133,19.425480,7.400118,15.357533,156.601028,0,9.971077,50.471657,62.644569,8.379066,18.647903,8.728751,15.707880,9.123629,15.499836,9.693381,14.792111,8.921320,16.193363,10.297009,15.934059,10.112877,16.549202,0,-0.01802,-0.01361,-0.04359,-0.00174,0.00967,-0.01360,0.00548,0.00326,-0.00007,0.05027,3.27744
1.235,7.474069,1.238674,6.437630,16.712776,4.955959,17.720621,6.835241,5.130376,15.183531,19.432909,7.399924,15.351111,156.099014,0,9.482061,50.527668,61.794582,8.378203,18.645449,8.742614,15.734830,9.138186,15.522887,9.694531,14.808688,8.932666,16.215652,10.306767,15.947634,10.119360,16.554256,0,-0.01728,-0.01379,-0.02284,0.00386,0.00802,-0.01320,0.00882,0.00602,0.00012,0.02270,3.27713
1.236,7.474166,1.238937,6.435915,16.719751,4.955658,17.716904,6.841460,5.132275,15.212032,19.438314,7.398549,15.344831,156.474319,0,9.436161,50.381695,61.237213,8.378262,18.639912,8.745588,15.765195,9.140494,15.546755,9.693636,14.826805,8.939995,16.238108,10.311668,15.958641,10.152963,16.471024,0,-0.01847,-0.01473,-0.01913,0.00226,0.00878,-0.01126,0.00447,0.00279,0.00009,0.05353,3.27698
1.237,7.474216,1.239215,6.434206,16.726728,4.955352,17.713182,6.847707,5.134172,15.240566,19.443663,7.397140,15.338554,156.874878,0,9.403026,50.229904,60.688278,8.378346,18.634287,8.748249,15.795658,9.142451,15.570646,9.692682,14.844965,8.947208,16.260567,10.316430,15.969574,10.187346,16.385248,0,-0.01805,-0.01388,-0.02832,0.00693,0.00794,-0.01378,0.00817,0.00690,-0.00012,0.02399,3.27683
1.238,7.474265,1.239493,6.432498,16.733706,4.955047,17.709459,6.853955,5.136069,15.269100,19.449011,7.395730,15.332278,157.275452,0,9.369891,50.078110,60.139339,8.378430,18.628660,8.750911,15.826121,9.144407,15.594537,9.691728,14.863126,8.954422,16.283028,10.321191,15.980506,10.221731,16.299473,0,-0.01771,-0.01340,-0.01124,0.00205,0.00833,-0.01335,0.00132,-0.00034,0.00000,0.05329,3.27735
1.239,7.474315,1.239772,6.430789,16.740683,4.954741,17.705738,6.860203,5.137966,15.297634,19.454357,7.394321,15.326002,157.676025,0,9.336756,49.926319,59.590401,8.378515,18.623035,8.753572,15.856585,9.146364,15.618428,9.690773,14.881287,8.961636,16.305487,10.325952,15.991439,10.256115,16.213697,0,-0.01637,-0.01332,-0.00571,0.00282,0.00826,-0.01450,0.00604,-0.00016,0.00015,0.02384,3.27789
1.240,7.473380,1.240496,6.430476,16.748241,4.955973,17.702148,6.861264,5.140190,15.328035,19.458021,7.392630,15.320157,156.986816,0,9.146519,49.796135,60.929150,8.376736,18.614794,8.755666,15.888062,9.148631,15.649097,9.686325,14.899937,8.971602,16.331158,10.331653,16.000437,10.272312,16.211313,0,-0.01920,-0.01245,-0.00694,0.00748,0.00921,-0.01355,0.00565,0.00510,-0.00003,0.05729,3.27691
1.241,7.472417,1.241233,6.430203,16.755817,4.957249,17.698565,6.862175,5.142424,15.358490,19.461636,7.390931,15.314324,156.266220,0,8.951757,49.666569,62.322277,8.374903,18.606478,8.757743,15.919568,9.150908,15.679962,9.681777,14.918601,8.981649,16.356922,10.337380,16.009380,10.287986,16.211330,0,-0.01770,-0.01460,-0.02315,0.00088,0.00973,-0.01206,0.00643,-0.00261,-0.00003,0.02567,3.27592
1.242,7.471454,1.241970,6.429931,16.763393,4.958524,17.694979,6.863086,5.144657,15.388945,19.465250,7.389232,15.308492,155.545624,0,8.756995,49.537006,63.715405,8.373071,18.598162,8.759821,15.951075,9.153183,15.710827,9.677229,14.937264,8.991695,16.382685,10.343109,16.018324,10.303658,16.211348,0,-0.01700,-0.01352,-0.00640,0.00351,0.00918,-0.01181,0.00468,-0.00222,-0.00003,0.06531,3.27712
1.243,7.470490,1.242707,6.429659,16.770969,4.959800,17.691395,6.863997,5.146891,15.419399,19.468864,7.387533,15.302658,154.825027,0,8.562233,49.407440,65.108528,8.371238,18.589846,8.761899,15.982581,9.155459,15.741692,9.672681,14.955929,9.001741,16.408449,10.348837,16.027267,10.319332,16.211367,0,-0.01876,-0.01599,-0.05548,0.00320,0.00940,-0.01403,0.00551,0.01215,0.00000,0.02957,3.27834
1.244,7.468924,1.244030,6.428556,16.780005,4.959890,17.687811,6.865223,5.147097,15.451208,19.470901,7.385077,15.297075,155.003174,0,8.926208,49.407909,64.539658,8.370053,18.578526,8.765448,16.009722,9.152739,15.764179,9.656654,14.977017,9.014267,16.441412,10.353009,16.034506,10.325357,16.218307,0,-0.01806,-0.01456,-0.00332,0.00092,0.01038,-0.01312,0.00839,0.00001,-0.00003,0.06942,3.27782
