"Time","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39 FRx (cm)","38 FLy (cm)","36 HRy (cm)","35 HRx (cm)","37 FLx (cm)","34 HLy (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.263,7.476938,1.193188,6.755685,12.811232,5.096956,15.276744,5.076132,5.127743,11.029301,13.823896,7.003605,10.236708,171.839874,0,30.731724,66.043793,63.015461,8.390586,16.105631,8.457685,11.202838,8.804176,10.844485,9.470227,10.327794,8.884694,11.816802,10.283373,11.755988,9.978485,12.425159,0,-0.01663,-0.01630,-0.03295,-0.01187,0.00822,-0.01214,0.00215,-0.00380,-0.00019,0.06143,3.27683
0.264,7.476612,1.193382,6.755084,12.813238,5.096985,15.272409,5.064040,5.127186,11.032827,13.876474,7.012254,10.242660,171.528793,0,31.394489,65.856529,62.474621,8.388398,16.102203,8.466516,11.202209,8.815962,10.844277,9.478971,10.340310,8.895513,11.830127,10.293845,11.762799,9.984719,12.432682,0,-0.01818,-0.01158,-0.01484,0.01390,0.00862,-0.01465,0.00524,0.01855,0.00000,0.02755,3.27675
0.265,7.476303,1.193583,6.754501,12.815295,5.096950,15.268074,5.063993,5.126616,11.036376,13.929126,7.021236,10.248645,171.177460,0,32.063217,65.670425,61.925003,8.386234,16.098705,8.475444,11.202106,8.827701,10.844178,9.487636,10.352874,8.906481,11.843590,10.304458,11.769560,9.991029,12.440258,0,-0.01772,-0.01473,-0.02267,0.01039,0.00923,-0.01293,0.00773,-0.00890,-0.00012,0.06790,3.27667
0.266,7.475995,1.193783,6.753919,12.817352,5.096913,15.263739,5.063947,5.126047,11.039924,13.981778,7.030218,10.254630,170.826126,0,32.731945,65.484322,61.375389,8.384070,16.095207,8.484372,11.202003,8.839439,10.844080,9.496300,10.365438,8.917450,11.857053,10.315070,11.776320,9.997338,12.447834,0,-0.01980,-0.01419,-0.01793,-0.00073,0.00665,-0.01382,0.00292,0.01332,0.00003,0.03079,3.27690
0.267,7.475687,1.193984,6.753337,12.819409,5.096877,15.259403,5.063901,5.125477,11.043472,14.034430,7.039199,10.260614,170.474808,0,33.400673,65.298218,60.825771,8.381907,16.091707,8.493299,11.201901,8.851178,10.843981,9.504964,10.378002,8.928418,11.870516,10.325683,11.783081,10.003649,12.455410,0,-0.01682,-0.01383,-0.01764,0.00133,0.00803,-0.01232,0.00633,-0.00259,0.00024,0.06986,3.27713
0.268,7.477824,1.195268,6.749144,12.822777,5.097516,15.255184,6.119384,5.130113,11.047805,14.089875,7.061940,10.266697,171.229675,0,32.974846,64.700027,60.644951,8.380159,16.085283,8.496388,11.217658,8.861742,10.864040,9.526525,10.393330,8.934590,11.879514,10.331854,11.792024,10.008801,12.461174,0,-0.01846,-0.01354,-0.02198,0.00616,0.00857,-0.01152,0.00665,0.00225,-0.00020,0.03168,3.27705
0.269,7.480032,1.196582,6.744846,12.826183,5.098174,15.250967,7.205273,5.134899,11.052159,14.145402,7.085077,10.272782,172.016403,0,32.517487,64.089973,60.474754,8.378425,16.078775,8.499310,11.233871,8.872271,10.884681,9.548458,10.408736,8.940624,11.888384,10.337896,11.801029,10.013920,12.466887,0,-0.01818,-0.01376,-0.02015,0.00201,0.00792,-0.01381,0.00608,0.00468,-0.00009,0.06965,3.27698
0.270,7.482240,1.197897,6.740549,12.829589,5.098833,15.246751,8.291162,5.139685,11.056515,14.200928,7.108214,10.278868,172.803131,0,32.060131,63.479916,60.304558,8.376690,16.072268,8.502231,11.250085,8.882800,10.905321,9.570391,10.424143,8.946658,11.897254,10.343939,11.810035,10.019038,12.472599,0,-0.01783,-0.01470,-0.01379,0.00338,0.00811,-0.01248,0.00715,0.00325,-0.00009,0.03145,3.27751
0.271,7.484448,1.199212,6.736251,12.832995,5.099491,15.242535,9.377050,5.144470,11.060869,14.256454,7.131351,10.284952,173.589859,0,31.602772,62.869858,60.134357,8.374955,16.065760,8.505152,11.266298,8.893330,10.925961,9.592323,10.439550,8.952692,11.906124,10.349981,11.819041,10.024158,12.478312,0,-0.01951,-0.01467,-0.02339,0.00301,0.00788,-0.01323,0.00340,0.00188,0.00003,0.07247,3.27804
0.272,7.484634,1.199327,6.731318,12.841741,5.100293,15.238109,9.407455,5.154797,11.066358,14.313741,7.132144,10.292252,174.680420,0,31.071125,62.240292,59.550705,8.374630,16.056946,8.513187,11.286366,8.911824,10.948088,9.612972,10.456490,8.964865,11.919266,10.361625,11.824946,10.028618,12.490055,0,-0.01737,-0.01450,-0.03386,0.00198,0.00731,-0.01250,0.00687,0.00343,0.00003,0.03335,3.27789
0.273,7.484762,1.199408,6.726365,12.850640,5.101099,15.233678,9.407454,5.165282,11.071878,14.371078,7.132295,10.299585,175.779724,0,30.537338,61.610165,58.955143,8.374345,16.048065,8.521371,11.306546,8.930548,10.970257,9.633583,10.473473,8.977214,11.932530,10.373430,11.830762,10.033060,12.501972,0,-0.01847,-0.01384,-0.01832,0.00652,0.00845,-0.01386,0.00670,0.00171,-0.00015,0.07716,3.27774
0.274,7.484890,1.199489,6.721413,12.859539,5.101906,15.229246,9.407454,5.175768,11.077399,14.428414,7.132444,10.306919,176.879044,0,30.003550,60.980038,58.359581,8.374061,16.039185,8.529553,11.326726,8.949272,10.992426,9.654195,10.490456,8.989563,11.945795,10.385236,11.836578,10.037501,12.513889,0,-0.01803,-0.01464,-0.01854,-0.01869,0.00761,-0.01204,0.00425,0.00424,-0.00024,0.03723,3.27676
0.275,7.485018,1.199570,6.716461,12.868439,5.102712,15.224814,9.407454,5.186254,11.082920,14.485751,7.132594,10.314254,177.978348,0,29.469763,60.349911,57.764015,8.373775,16.030304,8.537737,11.346906,8.967996,11.014595,9.674807,10.507439,9.001912,11.959061,10.397040,11.842394,10.041944,12.525806,0,-0.01726,-0.01427,-0.00740,0.00410,0.00945,-0.01165,0.00684,-0.00064,0.00000,0.07904,3.27577
0.276,7.485239,1.199455,6.710565,12.880736,5.104378,15.220338,8.770473,5.197448,11.089554,14.518513,7.132689,10.321788,178.124130,0,28.278185,60.314972,58.057522,8.375589,16.012150,8.573473,11.349480,8.998417,11.024355,9.698362,10.510861,9.010831,11.955333,10.406808,11.852041,10.049669,12.532047,0,-0.01907,-0.01372,-0.01292,0.00210,0.00718,-0.01312,0.00283,0.00179,-0.00003,0.03822,3.27636
0.277,7.485462,1.199335,6.704640,12.893132,5.106069,15.215859,8.115142,5.208663,11.096219,14.550567,7.132782,10.329328,178.242447,0,27.067659,60.297180,58.376640,8.377462,15.993730,8.610003,11.351546,9.029176,11.033758,9.722004,10.513893,9.019650,11.951117,10.416516,11.861798,10.057489,12.538124,0,-0.01754,-0.01316,-0.02042,0.00149,0.01053,-0.01291,0.00768,0.00045,-0.00009,0.07858,3.27697
0.278,7.485685,1.199215,6.698717,12.905527,5.107759,15.211382,7.459812,5.219877,11.102885,14.582621,7.132874,10.336867,178.360779,0,25.857134,60.279385,58.695755,8.379336,15.975308,8.646533,11.353614,9.059934,11.043160,9.745645,10.516925,9.028469,11.946899,10.426226,11.871555,10.065310,12.544201,0,-0.01812,-0.01575,-0.01999,0.00179,0.00771,-0.01245,0.00682,0.00350,-0.00003,0.03753,3.27705
0.279,7.485909,1.199095,6.692793,12.917923,5.109450,15.206903,6.804481,5.231091,11.109550,14.614675,7.132967,10.344407,178.479095,0,24.646608,60.261593,59.014874,8.381210,15.956887,8.683063,11.355680,9.090693,11.052564,9.769286,10.519957,9.037288,11.942683,10.435934,11.881313,10.073130,12.550279,0,-0.01756,-0.01421,-0.01929,0.00508,0.00783,-0.01390,0.00596,0.00291,-0.00003,0.07820,3.27713
0.280,7.485420,1.197624,6.687900,12.931584,5.110574,15.202319,6.785888,5.247651,11.117774,14.630579,7.134126,10.351530,178.823151,0,24.127127,60.300499,59.245457,8.382437,15.947080,8.723166,11.347900,9.114471,11.053164,9.789051,10.522139,9.046299,11.939139,10.445273,11.889376,10.079515,12.556962,0,-0.01874,-0.01382,-0.02070,0.00225,0.00828,-0.01268,0.00359,0.00367,0.00015,0.03836,3.27690
0.281,7.484910,1.196114,6.683037,12.945283,5.111682,15.197732,6.785637,5.264365,11.126041,14.646019,7.135314,10.358641,179.173706,0,23.627552,60.341038,59.473488,8.383645,15.937521,8.763372,11.339836,9.138048,11.053511,9.808705,10.524296,9.055315,11.935615,10.454602,11.897390,10.085857,12.563663,0,-0.01802,-0.01367,-0.02062,0.00410,0.00898,-0.01275,0.00994,0.00447,0.00003,0.07779,3.27668
0.282,7.484401,1.194604,6.678174,12.958981,5.112790,15.193144,6.785386,5.281078,11.134309,14.661459,7.136504,10.365752,179.524261,0,23.127977,60.381580,59.701523,8.384852,15.927961,8.803578,11.331773,9.161626,11.053857,9.828359,10.526453,9.064331,11.932091,10.463931,11.905404,10.092200,12.570365,0,-0.01744,-0.01389,-0.02208,0.00217,0.00760,-0.01299,0.00087,0.00123,-0.00020,0.04065,3.27712
0.283,7.483892,1.193094,6.673312,12.972679,5.113898,15.188557,6.785135,5.297791,11.142576,14.676899,7.137692,10.372863,179.874817,0,22.628403,60.422119,59.929554,8.386061,15.918403,8.843785,11.323709,9.185204,11.054204,9.848013,10.528610,9.073347,11.928566,10.473260,11.913419,10.098543,12.577065,0,-0.01859,-0.01271,-0.02237,0.00491,0.01026,-0.01283,0.01046,0.00322,0.00019,0.08031,3.27758
0.284,7.483983,1.192044,6.670551,12.984057,5.114762,15.184083,6.782454,5.315110,11.152929,14.694543,7.145246,10.270563,177.087814,0,21.706152,60.255085,59.830231,8.386495,15.910345,8.861142,11.323641,9.208942,11.068629,9.864581,10.535377,9.084754,11.932435,10.484683,11.918386,10.105884,12.585262,0,-0.01875,-0.01331,-0.01661,0.00342,0.00782,-0.01244,0.00266,0.00269,-0.00007,0.03996,3.27721
0.285,7.484090,1.191007,6.667851,12.995369,5.115620,15.179613,6.779704,5.332446,11.163342,14.712252,7.152982,10.165112,174.210434,0,20.771727,60.082073,59.721474,8.386908,15.902331,8.877842,11.323805,9.232686,11.083460,9.881061,10.542275,9.096230,11.936517,10.496166,11.923265,10.113253,12.593501,0,-0.01769,-0.01328,-0.02033,0.00776,0.00918,-0.01418,0.00680,0.00478,-0.00012,0.07922,3.27683
0.286,7.484198,1.189971,6.665152,13.006680,5.116477,15.175142,6.776953,5.349782,11.173755,14.729959,7.160718,10.059660,171.333054,0,19.837301,59.909058,59.612720,8.387320,15.894318,8.894541,11.323968,9.256431,11.098290,9.897540,10.549174,9.107705,11.940598,10.507649,11.928144,10.120622,12.601741,0,-0.01833,-0.01332,-0.01776,0.00666,0.00758,-0.01297,0.00619,0.00135,0.00017,0.03758,3.27652
0.287,7.484306,1.188934,6.662452,13.017992,5.117334,15.170672,6.774203,5.367118,11.184167,14.747667,7.168455,9.954208,168.455673,0,18.902876,59.736046,59.503963,8.387733,15.886303,8.911241,11.324131,9.280174,11.113122,9.914020,10.556073,9.119181,11.944680,10.519133,11.933022,10.127992,12.609980,0,-0.01831,-0.01310,-0.01906,-0.00101,0.00790,-0.01365,0.00576,0.00948,0.00000,0.07774,3.27622
0.288,7.487928,1.185563,6.657741,13.029318,5.119927,15.166219,6.767416,5.376686,11.196280,14.766904,7.181369,9.848700,166.971069,0,18.310368,59.702835,59.480434,8.390036,15.881791,8.920462,11.336106,9.290119,11.133058,9.924906,10.565499,9.127259,11.952486,10.527222,11.942853,10.136157,12.616819,0,-0.01678,-0.01443,-0.02664,-0.00180,0.00717,-0.01226,0.00527,-0.00513,0.00012,0.03681,3.27637
0.289,7.491652,1.182125,6.652971,13.040644,5.122571,15.161765,6.760512,5.386031,11.208441,14.786184,7.194432,9.743189,165.526596,0,17.727709,59.673656,59.459358,8.392393,15.877379,8.929467,11.348422,9.299666,11.153141,9.935632,10.574999,9.135240,11.960399,10.535213,11.952826,10.144346,12.623618,0,-0.01672,-0.01296,-0.01186,0.00508,0.00832,-0.01321,0.00716,-0.00035,-0.00003,0.07856,3.27652
0.290,7.495376,1.178686,6.648201,13.051970,5.125214,15.157312,6.753609,5.395375,11.220603,14.805466,7.207496,9.637679,164.082123,0,17.145050,59.644474,59.438282,8.394751,15.872968,8.938473,11.360738,9.309214,11.173224,9.946357,10.584497,9.143220,11.968311,10.543205,11.962799,10.152534,12.630417,0,-0.01863,-0.01283,-0.02259,-0.00409,0.00860,-0.01364,0.00519,0.00485,0.00012,0.03787,3.27682
0.291,7.499099,1.175248,6.643432,13.063296,5.127858,15.152859,6.746706,5.404720,11.232764,14.824746,7.220559,9.532168,162.637650,0,16.562389,59.615292,59.417206,8.397108,15.868557,8.947478,11.373053,9.318761,11.193307,9.957082,10.593996,9.151201,11.976225,10.551196,11.972773,10.160724,12.637216,0,-0.01698,-0.01302,-0.03173,0.00862,0.00910,-0.01342,0.00568,0.00236,0.00015,0.07789,3.27713
0.292,7.500069,1.175156,6.640985,13.075389,5.129023,15.148766,6.744349,5.411164,11.246953,14.845801,7.224545,9.426435,160.633774,0,16.032713,59.832191,59.384193,8.397448,15.866334,8.953321,11.382823,9.331794,11.210204,9.964076,10.601215,9.162930,11.986159,10.562926,11.983232,10.169711,12.650863,0,-0.01821,-0.01248,-0.02339,-0.00003,0.00908,-0.01259,0.00589,0.00200,0.00000,0.03620,3.27713
0.293,7.500959,1.175160,6.638605,13.087503,5.130145,15.144683,6.742122,5.417524,11.261201,14.866908,7.228270,9.320695,158.613785,0,15.504563,60.056183,59.350838,8.397729,15.864174,8.959072,11.392520,9.344927,11.227010,9.970963,10.608370,9.174766,11.996152,10.574763,11.993706,10.178721,12.664706,0,-0.01785,-0.01334,-0.06794,0.01106,0.00870,-0.01403,0.00730,0.00462,0.00009,0.07344,3.27713
0.294,7.501850,1.175164,6.636225,13.099618,5.131267,15.140600,6.739896,5.423884,11.275449,14.888015,7.231994,9.214955,156.593796,0,14.976413,60.280170,59.317486,8.398010,15.862014,8.964823,11.402217,9.358061,11.243814,9.977850,10.615523,9.186602,12.006145,10.586600,12.004179,10.187732,12.678550,0,-0.01832,-0.01398,-0.03579,-0.00228,0.00910,-0.01310,0.00781,0.00153,-0.00007,0.03325,3.27721
0.295,7.502740,1.175169,6.633845,13.111732,5.132390,15.136518,6.737670,5.430244,11.289697,14.909121,7.235718,9.109216,154.573822,0,14.448262,60.504162,59.284130,8.398293,15.859854,8.970574,11.411913,9.371194,11.260620,9.984737,10.622678,9.198438,12.016138,10.598437,12.014652,10.196742,12.692393,0,-0.01847,-0.01387,-0.01447,0.00842,0.00739,-0.01235,0.00541,0.00281,0.00020,0.07180,3.27728
0.296,7.499644,1.180324,6.631182,13.125715,5.132456,15.132481,6.899582,5.443844,11.306057,14.931091,7.238114,9.003323,155.142776,0,14.506680,60.676003,59.064011,8.397233,15.858399,8.982529,11.421048,9.380198,11.267561,9.993553,10.633061,9.205091,12.025292,10.605038,12.030183,10.197760,12.704384,0,-0.01498,-0.01301,-0.02329,0.00386,0.00884,-0.01282,0.00627,0.00302,0.00009,0.03265,3.27668
0.297,7.496434,1.185627,6.628511,13.139753,5.132493,15.128445,7.066222,5.457654,11.322478,14.953088,7.240471,8.897426,155.786316,0,14.581994,60.846340,58.838509,8.396136,15.856966,8.994660,11.430166,9.389083,11.274218,10.002425,10.643538,9.211595,12.034422,10.611487,12.045858,10.198547,12.716321,0,-0.02321,-0.01310,-0.01518,0.00231,0.00869,-0.01295,0.00591,0.00263,-0.00003,0.07403,3.27607
0.298,7.493223,1.190931,6.625840,13.153790,5.132529,15.124409,7.232863,5.471462,11.338900,14.975083,7.242829,8.791529,156.429855,0,14.657309,61.016678,58.613010,8.395039,15.855532,9.006793,11.439285,9.397968,11.280874,10.011296,10.654016,9.218099,12.043552,10.617936,12.061535,10.199334,12.728258,0,-0.01636,-0.01348,-0.02055,0.00465,0.00831,-0.01277,0.00611,0.00469,0.00009,0.03416,3.27674
0.299,7.490012,1.196234,6.623169,13.167829,5.132566,15.120373,7.399503,5.485271,11.355321,14.997079,7.245186,8.685632,157.073395,0,14.732624,61.187016,58.387508,8.393941,15.854097,9.018926,11.448403,9.406853,11.287531,10.020168,10.664492,9.224602,12.052683,10.624386,12.077210,10.200122,12.740196,0,-0.01801,-0.01386,-0.03169,0.00518,0.00920,-0.01359,0.00506,-0.00112,0.00009,0.07269,3.27743
0.300,7.489261,1.195042,6.622063,13.180320,5.132581,15.116346,7.404271,5.498097,11.373355,15.019839,7.246471,8.579521,156.230469,0,13.864965,61.195011,58.210003,8.393074,15.850562,9.026192,11.466955,9.425082,11.303818,10.030541,10.676177,9.228147,12.060364,10.627736,12.092010,10.205478,12.740705,0,-0.01845,-0.01274,-0.03018,0.00070,0.00713,-0.01226,0.00526,0.01304,-0.00007,0.03305,3.27691
0.301,7.488581,1.193663,6.621001,13.192767,5.132596,15.112321,7.404376,5.510894,11.391436,15.042621,7.247725,8.473405,155.344727,0,12.970144,61.198330,58.033875,8.392213,15.846966,9.033318,11.485778,9.443580,11.320382,10.040957,10.687897,9.231606,12.068003,10.630997,12.106784,10.210966,12.740887,0,-0.01651,-0.01374,-0.01812,0.00395,0.00906,-0.01312,0.00824,-0.00448,0.00009,0.06913,3.27637
0.302,7.487901,1.192284,6.619940,13.205215,5.132610,15.108294,7.404481,5.523692,11.409516,15.065403,7.248979,8.367288,154.458984,0,12.075322,61.201649,57.857750,8.391352,15.843369,9.040444,11.504601,9.462078,11.336946,10.051374,10.699617,9.235066,12.075642,10.634258,12.121558,10.216454,12.741067,0,-0.01803,-0.01287,0.01084,0.00937,0.00858,-0.01426,0.00634,0.00777,0.00012,0.03115,3.27689
0.303,7.487221,1.190905,6.618878,13.217662,5.132624,15.104268,7.404586,5.536489,11.427597,15.088184,7.250233,8.261171,153.573227,0,11.180500,61.204971,57.681625,8.390491,15.839773,9.047570,11.523423,9.480577,11.353511,10.061790,10.711337,9.238526,12.083282,10.637519,12.136333,10.221942,12.741248,0,-0.01923,-0.01407,-0.00729,0.00055,0.00791,-0.01343,0.00594,0.00366,-0.00005,0.06943,3.27743
0.304,7.487117,1.187987,6.619102,13.234564,5.130445,15.100403,7.389017,5.546282,11.447191,15.110987,7.255805,8.154772,153.607529,0,11.395703,60.890343,54.965775,8.391308,15.831377,9.049279,11.534977,9.489399,11.365815,10.073189,10.730128,9.245027,12.099090,10.644111,12.149473,10.270579,12.665710,0,-0.01757,-0.01273,-0.01535,0.00397,0.00932,-0.01266,0.00599,0.00274,-0.00012,0.03140,3.27721
0.305,7.487030,1.185024,6.619361,13.251594,5.128203,15.096541,7.372995,5.555988,11.466829,15.133790,7.261503,8.048365,153.668335,0,11.642883,60.566559,52.176762,8.392174,15.822844,9.050832,11.546321,9.497942,11.377996,10.084615,10.749124,9.251615,12.115133,10.650798,12.162566,10.320459,12.587992,0,-0.01772,-0.01329,-0.02010,0.00262,0.00791,-0.01339,0.00609,0.00352,0.00000,0.07393,3.27698
0.306,7.486943,1.182062,6.619621,13.268624,5.125960,15.092681,7.356975,5.565695,11.486467,15.156593,7.267200,7.941957,153.729141,0,11.890062,60.242775,49.387749,8.393040,15.814309,9.052385,11.557666,9.506486,11.390178,10.096041,10.768119,9.258202,12.131177,10.657485,12.175659,10.370339,12.510273,0,-0.01908,-0.01184,-0.02835,0.00506,0.00922,-0.01337,0.00724,-0.00019,0.00015,0.03424,3.27751
0.307,7.486856,1.179099,6.619881,13.285655,5.123718,15.088820,7.340954,5.575401,11.506104,15.179396,7.272897,7.835550,153.789948,0,12.137242,59.918991,46.598736,8.393906,15.805776,9.053938,11.569010,9.515029,11.402359,10.107468,10.787113,9.264790,12.147221,10.664173,12.188753,10.420219,12.432554,0,-0.01721,-0.01235,-0.02366,0.00392,0.00822,-0.01343,0.00577,0.01086,0.00009,0.07443,3.27804
0.308,7.486959,1.179011,6.619285,13.299349,5.122012,15.085063,7.333197,5.585844,11.527696,15.202814,7.274129,7.729073,153.895432,0,12.301609,59.744102,48.501350,8.394604,15.798668,9.052317,11.591564,9.515231,11.423860,10.111377,10.806155,9.271100,12.167738,10.670618,12.202533,10.438476,12.451998,0,-0.01893,-0.01430,-0.03588,0.00419,0.00814,-0.01292,0.00820,-0.00718,0.00015,0.03416,3.27820
