"Time","59 Left DS","60 Right DS","58 FLr Sw of","53 HLr Sw on","34a FRx (cm)","34 FRx (cm)","v3 R COP","v5 L COP","v7 xCoM","3 Platform","2 Trdml"
0.577,0,0,0,0,17.772133,15.366590,0.000000,0.000000,6.219143,0.18655,0.09520
0.578,0,0,0,0,18.285572,15.389001,0.000000,0.000000,6.214147,0.15681,0.09510
0.579,0,0,0,0,18.780313,15.416798,0.000000,0.000000,6.208235,0.12964,0.09475
0.580,0,0,0,0,19.271706,15.445560,0.000000,0.000000,6.202160,0.10579,0.09439
0.581,0,0,0,0,19.763096,15.474323,0.000000,0.000000,6.196085,0.07939,0.09443
0.582,0,0,0,0,20.254486,15.503086,0.000000,0.000000,6.190011,0.05371,0.09453
0.583,0,0,0,0,20.723545,15.537614,0.000000,0.000000,6.183875,0.01711,0.09452
0.584,0,0,0,0,21.188599,15.573175,0.000000,0.000000,6.177729,-0.02313,0.09435
0.585,0,0,0,0,21.653654,15.608736,0.000000,0.000000,6.171583,-0.04079,0.09410
0.586,0,0,0,0,22.118710,15.644298,0.000000,0.000000,6.165437,-0.07455,0.09427
0.587,0,0,0,0,22.564150,15.685051,0.000000,0.000000,6.159251,-0.10112,0.09459
0.588,0,0,0,0,23.006073,15.726736,0.000000,0.000000,6.153057,-0.12480,0.09469
0.589,0,0,0,0,23.447998,15.768420,0.000000,0.000000,6.146863,-0.15982,0.09445
0.590,0,0,0,0,23.889921,15.810104,0.000000,0.000000,6.140669,-0.20518,0.09463
0.591,0,0,0,0,24.323456,15.855993,0.000000,0.000000,6.134286,-0.22957,0.09504
0.592,0,0,0,0,24.755484,15.902635,0.000000,0.000000,6.127869,-0.26071,0.09513
0.593,0,0,0,0,25.187513,15.949277,0.000000,0.000000,6.121451,-0.27907,0.09503
0.594,0,0,0,0,25.619543,15.995918,0.000000,0.000000,6.115034,-0.30589,0.09520
0.595,0,0,0,0,26.059086,16.046127,0.000000,0.000000,6.108180,-0.33086,0.09555
0.596,0,0,0,0,26.499977,16.096975,0.000000,0.000000,6.101247,-0.38100,0.09573
0.597,0,0,0,0,26.940866,16.147823,0.000000,0.000000,6.094315,-0.40657,0.09565
0.598,0,0,0,0,27.381758,16.198671,0.000000,0.000000,6.087382,-0.43242,0.09566
0.599,0,0,0,0,27.822601,16.248966,0.000000,0.000000,6.079736,-0.45665,0.09599
0.600,0,0,0,0,28.263437,16.299164,0.000000,0.000000,6.071962,-0.48433,0.09617
0.601,0,0,0,0,28.704273,16.349360,0.000000,0.000000,6.064188,-0.50676,0.09603
0.602,0,0,0,0,29.145109,16.399557,0.000000,0.000000,6.056415,-0.53569,0.09591
0.603,0,0,0,0,29.585886,16.447195,0.000000,0.000000,6.047268,-0.57759,0.09613
0.604,0,0,0,0,30.026653,16.494375,0.000000,0.000000,6.037876,-0.60333,0.09624
0.605,0,0,0,0,30.467421,16.541553,0.000000,0.000000,6.028483,-0.62596,0.09612
0.606,0,0,0,0,30.908188,16.588734,0.000000,0.000000,6.019090,-0.64838,0.09591
0.607,0,0,0,0,31.324726,16.631969,0.000000,0.000000,6.008418,-0.67267,0.09622
0.608,0,0,0,0,31.736921,16.674496,0.000000,0.000000,5.997517,-0.69876,0.09641
0.609,0,0,0,0,32.149117,16.717024,0.000000,0.000000,5.986615,-0.74184,0.09637
0.610,0,0,0,0,32.561314,16.759552,0.000000,0.000000,5.975714,-0.76340,0.09614
0.611,0,0,0,0,32.912663,16.797842,0.000000,0.000000,5.965556,-0.78439,0.09625
0.612,0,0,0,0,33.253101,16.835373,0.000000,0.000000,5.955532,-0.80850,0.09656
0.613,0,0,0,0,33.593544,16.872904,0.000000,0.000000,5.945507,-0.82770,0.09658
0.614,0,0,0,0,33.933987,16.910435,0.000000,0.000000,5.935483,-0.85611,0.09629
0.615,0,0,0,0,34.169952,16.944080,0.000000,0.000000,5.925335,-0.89104,0.09635
0.616,0,0,0,0,34.387192,16.977030,0.000000,0.000000,5.915166,-0.90923,0.09661
0.617,0,0,0,0,34.604431,17.009977,0.000000,0.000000,5.904996,-0.93207,0.09661
0.618,0,0,0,0,34.821671,17.042927,0.000000,0.000000,5.894827,-0.95039,0.09627
0.619,0,0,0,0,34.878605,17.072142,0.000000,0.000000,5.884704,-0.97147,0.09634
0.620,0,0,0,0,34.906811,17.100687,0.000000,0.000000,5.874588,-0.99509,0.09663
0.621,0,0,0,0,34.935013,17.129232,0.000000,0.000000,5.864473,-1.02980,0.09660
0.622,0,0,0,0,34.963215,17.157778,0.000000,0.000000,5.854358,-1.04657,0.09633
0.623,0,0,0,0,34.799232,17.184511,0.000000,0.000000,5.844841,-1.06757,0.09632
0.624,0,0,0,0,34.600796,17.210920,0.000000,0.000000,5.835430,-1.08365,0.09650
0.625,0,0,0,0,34.402363,17.237329,0.000000,0.000000,5.826019,-1.09833,0.09667
0.626,0,0,0,0,34.203930,17.263739,0.000000,0.000000,5.816609,-1.11755,0.09648
0.627,0,0,0,0,33.840221,17.290405,0.000000,0.000000,5.807616,-1.15154,0.09625
0.628,0,0,0,0,33.446892,17.317118,0.000000,0.000000,5.798699,-1.16541,0.09644
0.629,0,0,0,0,33.053558,17.343830,0.000000,0.000000,5.789781,-1.18369,0.09662
0.630,0,0,0,0,32.660229,17.370543,0.000000,0.000000,5.780864,-1.19597,0.09642
0.631,0,0,0,0,32.162243,17.396599,0.000000,0.000000,5.771652,-1.21181,0.09614
0.632,0,0,0,0,31.645502,17.422537,0.000000,0.000000,5.762387,-1.22606,0.09634
0.633,0,0,0,0,31.128759,17.448475,0.000000,0.000000,5.753122,-1.25468,0.09655
0.634,0,0,0,0,30.612017,17.474413,0.000000,0.000000,5.743857,-1.26857,0.09641
0.635,0,0,0,0,30.067879,17.499502,0.000000,0.000000,5.734547,-1.28342,0.09614
0.636,0,0,0,0,29.518831,17.524437,0.000000,0.000000,5.725228,-1.29890,0.09632
0.637,0,0,0,0,28.969784,17.549374,0.000000,0.000000,5.715909,-1.30891,0.09654
0.638,0,0,0,0,28.420736,17.574310,0.000000,0.000000,5.706591,-1.31934,0.09657
0.639,0,0,0,0,27.883970,17.599382,0.000000,0.000000,5.697779,-1.34239,0.09622
0.640,0,0,0,0,27.349405,17.624481,0.000000,0.000000,5.689058,-1.35178,0.09603
0.641,0,0,0,0,26.814840,17.649578,0.000000,0.000000,5.680337,-1.36359,0.09617
0.642,0,0,0,0,26.280275,17.674677,0.000000,0.000000,5.671616,-1.37238,0.09622
0.643,0,0,0,0,25.773149,17.699581,0.000000,0.000000,5.662699,-1.38295,0.09606
0.644,0,0,0,0,25.270941,17.724449,0.000000,0.000000,5.653747,-1.38858,0.09565
0.645,0,0,0,0,24.768732,17.749319,0.000000,0.000000,5.644795,-1.40791,0.09572
0.646,0,0,0,0,24.266523,17.774187,0.000000,0.000000,5.635843,-1.41399,0.09586
0.647,0,0,0,0,23.787792,17.797930,0.000000,0.000000,5.626116,-1.42322,0.09584
0.648,0,0,0,0,23.313271,17.821470,0.000000,0.000000,5.616251,-1.43146,0.09553
0.649,0,0,0,0,22.838747,17.845011,0.000000,0.000000,5.606385,-1.43605,0.09561
0.650,0,0,0,0,22.364225,17.868551,0.000000,0.000000,5.596520,-1.44344,0.09576
0.651,0,0,0,0,21.902910,17.893560,0.000000,0.000000,5.587041,-1.45076,0.09586
0.652,0,0,0,0,21.443966,17.918833,0.000000,0.000000,5.577631,-1.45857,0.09577
0.653,1,0,0,0,20.985020,17.944105,0.000000,3.114823,5.568222,-1.46271,0.09555
0.654,1,0,0,0,20.526073,17.969378,0.000000,6.464096,5.558812,-1.46724,0.09567
0.655,1,0,0,0,20.078526,17.994839,0.000000,6.698545,5.549067,-1.47105,0.09594
0.656,1,0,0,0,19.633020,18.020336,0.000000,6.698545,5.539262,-1.47417,0.09581
0.657,1,0,0,0,19.187515,18.045832,0.000000,6.698545,5.529456,-1.47282,0.09551
0.658,1,0,0,0,18.742010,18.071327,0.000000,6.698545,5.519651,-1.47997,0.09568
0.659,1,0,0,0,18.302605,18.095879,0.000000,6.698545,5.510451,-1.48123,0.09592
0.660,1,0,0,0,17.864292,18.120260,0.000000,6.698545,5.501359,-1.47954,0.09596
0.661,1,0,0,0,17.425980,18.144640,0.000000,6.698545,5.492268,-1.48004,0.09570
0.662,1,0,0,0,16.987667,18.169022,0.000000,6.698545,5.483176,-1.47919,0.09575
0.663,1,0,0,0,16.575426,18.190849,0.000000,6.698323,5.473838,-1.47791,0.09600
0.664,1,0,0,0,16.167860,18.212219,0.000000,6.698083,5.464456,-1.47478,0.09618
0.665,1,0,0,0,15.760294,18.233591,0.000000,6.697837,5.455073,-1.47609,0.09595
0.666,1,0,0,0,15.352727,18.254961,0.000000,6.697590,5.445691,-1.47954,0.09588
0.667,1,0,0,0,14.978992,18.274740,0.000000,6.697434,5.436088,-1.47017,0.09613
0.668,1,0,0,0,14.611320,18.294235,0.000000,6.697286,5.426445,-1.46751,0.09633
0.669,1,0,0,0,14.243649,18.313730,0.000000,6.697229,5.416802,-1.45944,0.09626
0.670,1,0,0,0,13.875978,18.333223,0.000000,6.697180,5.407159,-1.45236,0.09611
0.671,1,0,0,0,13.544581,18.351099,0.000000,6.697172,5.397295,-1.44856,0.09648
0.672,1,0,0,0,13.219686,18.368685,0.000000,6.697166,5.387391,-1.44370,0.09671
0.673,1,0,0,0,12.894791,18.386269,0.000000,6.697035,5.377487,-1.43817,0.09656
0.674,1,0,0,0,12.569896,18.403854,0.000000,6.696894,5.367583,-1.43234,0.09625
0.675,1,0,0,0,12.245085,18.418913,0.000000,6.696510,5.358295,-1.42195,0.09634
0.676,1,0,0,0,11.920290,18.433519,0.000000,6.696107,5.349118,-1.40933,0.09634
0.677,1,0,0,0,11.595494,18.448128,0.000000,6.695710,5.339940,-1.40074,0.09613
0.678,1,0,0,0,11.270699,18.462734,0.000000,6.695312,5.330763,-1.39186,0.09580
0.679,1,0,0,0,10.914464,18.475203,0.000000,6.695161,5.322365,-1.38301,0.09568
0.680,1,0,0,0,10.552594,18.487286,0.000000,6.695027,5.314107,-1.36864,0.09583
0.681,1,0,0,0,10.190724,18.499371,0.000000,6.694870,5.305849,-1.36284,0.09595
0.682,1,0,0,0,9.828855,18.511456,0.000000,6.694711,5.297591,-1.35089,0.09575
0.683,1,0,0,0,9.434030,18.520271,0.000000,6.694228,5.290596,-1.33136,0.09542
0.684,1,0,0,0,9.033298,18.528500,0.000000,6.693719,5.283827,-1.32008,0.09549
0.685,1,0,0,0,8.632565,18.536730,0.000000,6.693088,5.277058,-1.30701,0.09569
0.686,1,0,0,0,8.231833,18.544958,0.000000,6.692448,5.270289,-1.29568,0.09564
0.687,1,0,0,0,7.801752,18.550127,0.000000,6.691956,5.263872,-1.28270,0.09534
0.688,1,0,0,0,7.366410,18.554745,0.000000,6.691475,5.257519,-1.26535,0.09543
0.689,1,0,0,0,6.931067,18.559364,0.000000,6.691084,5.251165,-1.24385,0.09565
0.690,1,0,0,0,6.495725,18.563984,0.000000,6.690700,5.244812,-1.22704,0.09582
0.691,1,0,0,0,6.059119,18.566214,0.000000,6.690231,5.238370,-1.21255,0.09570
0.692,1,0,0,0,5.622286,18.568014,0.000000,6.689756,5.231913,-1.19653,0.09569
0.693,1,0,0,0,5.185454,18.569815,0.000000,6.688919,5.225455,-1.18323,0.09606
0.694,1,0,0,0,4.748621,18.571615,0.000000,6.688056,5.218997,-1.16525,0.09630
0.695,1,0,0,0,4.316835,18.571087,0.000000,6.686680,5.212311,-1.14619,0.09614
0.696,1,0,0,0,3.885953,18.570143,0.000000,6.685267,5.205583,-1.11690,0.09623
0.697,1,0,0,0,3.455071,18.569199,0.000000,6.683896,5.198854,-1.10101,0.09667
0.698,1,0,0,0,3.024189,18.568254,0.000000,6.682528,5.192126,-1.08420,0.09689
0.699,1,0,0,0,2.599128,18.566238,0.000000,6.681707,5.185965,-1.06549,0.09670
0.700,1,0,0,0,2.175111,18.564030,0.000000,6.680927,5.179906,-1.04669,0.09691
0.701,1,0,0,0,1.751093,18.561823,0.000000,6.680071,5.173846,-1.02272,0.09724
0.702,1,0,0,0,1.327076,18.559614,0.000000,6.679209,5.167787,-0.99043,0.09721
0.703,1,0,0,0,0.919477,18.555532,0.000000,6.677505,5.162667,-0.97327,0.09692
0.704,1,0,0,0,0.514821,18.551115,0.000000,6.675739,5.157715,-0.95001,0.09699
0.705,1,0,1,0,0.110165,18.546698,2.133509,6.673173,5.152764,-0.93214,0.09720
0.706,1,1,0,0,-0.294491,18.542280,4.427605,6.670548,5.147812,-0.91116,0.09717
0.707,1,1,0,0,-0.674515,18.536842,4.589592,6.667572,5.145226,-0.89204,0.09687
0.708,1,1,0,0,-1.050123,18.531219,4.591098,6.664569,5.143064,-0.86357,0.09682
0.709,1,1,0,0,-1.425732,18.525599,4.592681,6.662475,5.140902,-0.82782,0.09706
0.710,1,1,0,0,-1.801341,18.519976,4.594270,6.660449,5.138740,-0.80754,0.09716
0.711,1,1,0,0,-2.136791,18.513556,4.595684,6.659828,5.136651,-0.78305,0.09692
0.712,1,1,0,0,-2.465044,18.506992,4.597084,6.659313,5.134574,-0.76151,0.09695
0.713,1,1,0,0,-2.793297,18.500429,4.598498,6.656216,5.132498,-0.73868,0.09728
0.714,1,1,0,0,-3.121550,18.493866,4.599913,6.652925,5.130422,-0.71825,0.09743
0.715,1,1,0,0,-3.425903,18.486595,4.601548,6.643881,5.130079,-0.68567,0.09717
0.716,1,1,0,0,-3.725973,18.479197,4.603200,6.634404,5.130048,-0.64903,0.09742
0.717,1,1,0,0,-4.026042,18.471798,4.604789,6.629626,5.130017,-0.62506,0.09769
0.718,1,1,0,0,-4.326112,18.464401,4.606373,6.625201,5.129985,-0.60077,0.09759
0.719,1,1,0,0,-4.597557,18.457525,4.607593,6.624891,5.129437,-0.57784,0.09735
0.720,1,1,0,0,-4.863870,18.450743,4.608786,6.624891,5.128797,-0.55411,0.09752
0.721,1,1,0,0,-5.130184,18.443960,4.609875,6.624891,5.128156,-0.52882,0.09766
0.722,1,1,0,0,-5.396497,18.437178,4.610957,6.624891,5.127515,-0.49942,0.09753
0.723,1,1,0,0,-5.634270,18.429909,4.612269,6.624891,5.127499,-0.45671,0.09722
0.724,1,1,0,0,-5.866927,18.422556,4.613599,6.624891,5.127594,-0.42674,0.09725
0.725,1,1,0,0,-6.099583,18.415201,4.615108,6.624891,5.127689,-0.40294,0.09745
0.726,1,1,0,0,-6.332240,18.407846,4.616632,6.624891,5.127784,-0.38039,0.09744
0.727,1,1,0,0,-6.531453,18.399727,4.618229,6.625943,5.129272,-0.35878,0.09710
0.728,1,1,0,0,-6.724671,18.391468,4.619833,6.627073,5.131011,-0.33009,0.09703
0.729,1,1,0,0,-6.917890,18.383211,4.621642,6.628843,5.132749,-0.29836,0.09729
0.730,1,1,0,0,-7.111108,18.374952,4.623467,6.630661,5.134487,-0.25780,0.09734
0.731,1,1,0,0,-7.253057,18.366327,4.625643,6.632410,5.136492,-0.22829,0.09698
0.732,1,1,0,0,-7.385817,18.357637,4.627846,6.634152,5.138545,-0.20514,0.09716
0.733,1,1,0,0,-7.518576,18.348948,4.630297,6.634812,5.140598,-0.17897,0.09755
0.734,1,1,0,0,-7.651336,18.340258,4.632766,6.635389,5.142651,-0.15251,0.09754
0.735,1,1,0,0,-7.748579,18.330843,4.635382,6.635689,5.146376,-0.12772,0.09732
0.736,1,1,0,0,-7.839456,18.321299,4.638008,6.635967,5.150402,-0.09232,0.09755
0.737,1,1,0,0,-7.930333,18.311754,4.640992,6.636203,5.154428,-0.05205,0.09775
0.738,1,1,0,0,-8.021211,18.302210,4.644004,6.636435,5.158453,-0.02330,0.09769
0.739,1,1,0,0,-8.069723,18.293036,4.647560,6.637218,5.164232,0.00345,0.09750
0.740,1,1,0,0,-8.110641,18.283930,4.651156,6.638044,5.170326,0.02689,0.09762
0.741,1,1,0,0,-8.151560,18.274824,4.654949,6.639427,5.176420,0.05357,0.09778
0.742,1,1,0,0,-8.192478,18.265718,4.658757,6.640852,5.182514,0.07816,0.09765
0.743,1,1,0,0,-8.212783,18.256550,4.662376,6.643771,5.188800,0.11343,0.09730
0.744,1,1,0,0,-8.229393,18.247372,4.665981,6.646801,5.195121,0.15721,0.09736
0.745,1,1,0,0,-8.246003,18.238194,4.669536,6.649149,5.201441,0.18269,0.09757
0.746,1,1,0,0,-8.262613,18.229013,4.673088,6.651445,5.207762,0.20950,0.09747
0.747,1,1,0,0,-8.277706,18.220272,4.676795,6.652166,5.216170,0.23276,0.09701
0.748,1,1,0,0,-8.292528,18.211607,4.680515,6.652769,5.224952,0.26094,0.09702
0.749,1,1,0,0,-8.307350,18.202944,4.684249,6.652845,5.233734,0.28242,0.09714
0.750,1,1,0,0,-8.322172,18.194279,4.687984,6.652883,5.242517,0.31660,0.09701
0.751,1,1,0,0,-8.341037,18.184345,4.691546,6.653310,5.251682,0.36194,0.09666
0.752,1,1,0,0,-8.360627,18.174183,4.695096,6.653767,5.260918,0.38484,0.09656
0.753,1,1,0,0,-8.380217,18.164021,4.698536,6.654573,5.270153,0.41068,0.09665
0.754,1,1,0,0,-8.399807,18.153858,4.701969,6.655406,5.279387,0.43428,0.09666
0.755,1,1,0,0,-8.447331,18.144411,4.705393,6.656112,5.290646,0.45940,0.09649
0.756,1,1,0,0,-8.499863,18.135094,4.708816,6.656809,5.302268,0.48828,0.09621
0.757,1,1,0,0,-8.552395,18.125776,4.712173,6.657415,5.313889,0.51566,0.09629
0.758,1,1,0,0,-8.604926,18.116459,4.715525,6.658015,5.325510,0.55835,0.09646
0.759,1,1,0,0,-8.668073,18.107317,4.718742,6.658680,5.338418,0.58141,0.09638
0.760,1,1,0,0,-8.733121,18.098206,4.721949,6.659349,5.351558,0.60670,0.09601
0.761,1,1,0,0,-8.798169,18.089096,4.725106,6.660178,5.364697,0.62993,0.09613
0.762,1,1,0,0,-8.863217,18.079985,4.728259,6.661019,5.377836,0.65190,0.09645
0.763,1,1,0,0,-8.928005,18.071640,4.731436,6.662068,5.391977,0.67462,0.09644
0.764,1,1,0,0,-8.992745,18.063433,4.734614,6.663133,5.406298,0.69936,0.09613
0.765,1,1,0,0,-9.057487,18.055225,4.737650,6.664329,5.420619,0.72775,0.09606
0.766,1,1,0,0,-9.122227,18.047018,4.740676,6.665535,5.434940,0.76614,0.09625
0.767,1,1,0,0,-9.174189,18.039307,4.743418,6.666803,5.450744,0.78725,0.09631
0.768,1,1,0,0,-9.223859,18.031683,4.746139,6.668075,5.466813,0.81030,0.09618
0.769,1,1,0,0,-9.273529,18.024059,4.748866,6.669524,5.482882,0.83183,0.09590
0.770,1,1,0,0,-9.323199,18.016436,4.751594,6.670987,5.498952,0.85359,0.09610
0.771,1,1,0,0,-9.350950,18.008053,4.754609,6.672770,5.514801,0.87489,0.09628
0.772,1,1,0,0,-9.374773,17.999533,4.757646,6.674577,5.530611,0.90321,0.09620
0.773,1,1,0,0,-9.398595,17.991014,4.760668,6.676733,5.546421,0.93532,0.09600
0.774,1,1,0,0,-9.422417,17.982496,4.763690,6.678914,5.562231,0.95624,0.09622
0.775,1,1,0,0,-9.441597,17.973782,4.766322,6.681419,5.578253,0.97588,0.09652
0.776,1,1,0,0,-9.459946,17.965034,4.768924,6.683949,5.594312,0.99576,0.09641
0.777,1,1,0,0,-9.478293,17.956285,4.771166,6.686687,5.610371,1.01190,0.09612
0.778,1,1,0,0,-9.496642,17.947536,4.773381,6.689441,5.626431,1.03253,0.09635
0.779,1,1,0,0,-9.520558,17.939457,4.775391,6.692264,5.642048,1.05029,0.09653
0.780,1,1,0,0,-9.545473,17.931496,4.777385,6.695092,5.657587,1.07492,0.09651
0.781,1,1,0,0,-9.570388,17.923534,4.779382,6.697857,5.673125,1.10194,0.09627
0.782,1,1,0,0,-9.595303,17.915573,4.781378,6.700618,5.688663,1.12001,0.09633
0.783,1,1,0,0,-9.632280,17.906393,4.783519,6.703256,5.703309,1.14246,0.09651
0.784,1,1,0,0,-9.671421,17.896994,4.785671,6.705886,5.717794,1.15385,0.09658
0.785,1,1,0,0,-9.710562,17.887592,4.787759,6.708664,5.732279,1.16922,0.09634
0.786,1,1,0,0,-9.749702,17.878193,4.789843,6.711453,5.746765,1.18729,0.09625
0.787,1,1,0,0,-9.800880,17.869915,4.791604,6.714593,5.760374,1.20691,0.09643
0.788,1,1,0,0,-9.854217,17.861837,4.793341,6.717760,5.773825,1.23517,0.09652
0.789,1,1,0,0,-9.907553,17.853760,4.793462,6.720760,5.787277,1.24648,0.09623
0.790,1,1,0,0,-9.960889,17.845684,4.793462,6.723748,5.800729,1.26199,0.09595
0.791,1,1,0,0,-10.013273,17.835665,4.793462,6.726069,5.812929,1.27423,0.09616
0.792,1,1,0,0,-10.065487,17.825298,4.793462,6.728341,5.824905,1.28784,0.09628
0.793,1,1,0,0,-10.117701,17.814932,4.793462,6.730452,5.836880,1.29774,0.09619
0.794,1,1,0,0,-10.169914,17.804565,4.793462,6.732550,5.848856,1.31233,0.09589
0.795,1,1,0,0,-10.216854,17.794432,4.793462,6.735118,5.859708,1.32735,0.09595
0.796,1,1,0,0,-10.262850,17.784340,4.793462,6.737721,5.870358,1.34740,0.09621
0.797,1,1,0,1,-10.308845,17.774248,2.564502,6.740704,5.881009,1.35788,0.09631
0.798,1,0,0,0,-10.354839,17.764156,0.167771,6.743715,5.891659,1.36697,0.09609
0.799,1,0,0,0,-10.382571,17.754572,0.000000,6.746723,5.902117,1.37743,0.09614
0.800,1,0,0,0,-10.407028,17.745077,0.000000,6.749730,5.912540,1.38301,0.09646
0.801,1,0,0,0,-10.431486,17.735582,0.000000,6.751933,5.922963,1.39571,0.09658
0.802,1,0,0,0,-10.455944,17.726089,0.000000,6.754076,5.933386,1.40479,0.09638
0.803,1,0,0,0,-10.467395,17.716402,0.000000,6.755363,5.942195,1.41693,0.09663
0.804,1,0,0,0,-10.476515,17.706682,0.000000,6.756586,5.950714,1.42500,0.09697
0.805,1,0,0,0,-10.485634,17.696960,0.000000,6.760790,5.959233,1.43828,0.09693
0.806,1,0,0,0,-10.494753,17.687241,0.000000,6.765219,5.967752,1.44250,0.09671
0.807,1,0,0,0,-10.505617,17.676939,0.000000,6.775532,5.975274,1.44933,0.09692
0.808,1,0,0,0,-10.516792,17.666534,0.000000,6.786288,5.982617,1.45374,0.09715
0.809,1,0,0,0,-10.527968,17.656130,0.000000,6.796607,5.989960,1.45697,0.09713
0.810,1,0,0,0,-10.539145,17.645725,0.000000,6.806894,5.997302,1.46542,0.09693
0.811,1,0,0,0,-10.556857,17.634245,0.000000,6.807890,6.002439,1.47087,0.09700
0.812,1,0,0,0,-10.575742,17.622572,0.000000,6.808186,6.007181,1.47440,0.09723
0.813,1,0,0,0,-10.594626,17.610899,0.000000,6.808207,6.011922,1.47723,0.09722
0.814,1,0,0,0,-10.613511,17.599226,0.000000,6.808207,6.016664,1.47787,0.09688
0.815,1,0,0,0,-10.656413,17.585983,0.000000,6.808207,6.020161,1.48172,0.09686
0.816,1,0,0,0,-10.703620,17.572460,0.000000,6.808207,6.023437,1.48396,0.09707
0.817,1,0,0,0,-10.750827,17.558937,0.000000,6.808207,6.026711,1.48248,0.09705
0.818,1,0,0,0,-10.798034,17.545414,0.000000,6.808207,6.029987,1.48451,0.09670
0.819,1,0,0,0,-10.847692,17.532688,0.000000,6.808577,6.031953,1.48698,0.09661
0.820,1,0,0,0,-10.897790,17.520103,0.000000,6.808976,6.033685,1.48422,0.09684
0.821,1,0,0,0,-10.947887,17.507521,0.000000,6.809004,6.035418,1.48160,0.09690
0.822,1,0,0,0,-10.997985,17.494938,0.000000,6.809004,6.037149,1.48244,0.09669
0.823,1,0,0,0,-11.051857,17.481916,0.000000,6.809004,6.038473,1.47916,0.09682
0.824,1,0,0,0,-11.106405,17.468817,0.000000,6.809004,6.039724,1.47725,0.09707
0.825,1,0,0,0,-11.160954,17.455719,0.000000,6.809086,6.040975,1.47418,0.09718
0.826,1,0,0,0,-11.215502,17.442619,0.000000,6.809175,6.042225,1.47096,0.09700
0.827,1,0,0,0,-11.266394,17.430864,0.000000,6.810124,6.043101,1.46588,0.09701
0.828,1,0,0,0,-11.316630,17.419352,0.000000,6.811137,6.043911,1.45746,0.09729
0.829,1,0,0,0,-11.366867,17.407837,0.000000,6.811635,6.044720,1.45366,0.09738
0.830,1,0,0,0,-11.417104,17.396324,0.000000,6.812094,6.045529,1.44858,0.09713
0.831,1,0,0,0,-11.467593,17.384821,0.000000,6.812354,6.046333,1.44296,0.09709
0.832,1,0,0,0,-11.518128,17.373320,0.000000,6.812600,6.047136,1.43663,0.09738
0.833,1,0,0,0,-11.568664,17.361820,0.000000,6.813577,6.047940,1.42761,0.09750
0.834,1,0,0,0,-11.619199,17.350319,0.000000,6.814609,6.048743,1.42235,0.09716
0.835,1,0,0,0,-11.681890,17.338594,0.000000,6.814829,6.048757,1.40924,0.09723
0.836,1,0,0,0,-11.746758,17.326830,0.000000,6.814989,6.048629,1.39705,0.09749
0.837,1,0,0,0,-11.811628,17.315065,0.000000,6.815655,6.048501,1.38727,0.09745
0.838,1,0,0,0,-11.876498,17.303301,0.000000,6.816360,6.048373,1.37552,0.09707
0.839,1,0,0,0,-11.922043,17.291164,0.000000,6.816788,6.048929,1.36681,0.09711
0.840,1,0,0,0,-11.964124,17.278961,0.000000,6.817196,6.049606,1.35709,0.09724
0.841,1,0,0,0,-12.006205,17.266758,0.000000,6.817791,6.050284,1.34688,0.09724
0.842,1,0,0,0,-12.048285,17.254555,0.000000,6.818401,6.050962,1.33257,0.09703
0.843,1,0,0,0,-12.072103,17.242039,0.000000,6.819736,6.052022,1.31160,0.09682
0.844,1,0,0,0,-12.092647,17.229465,0.000000,6.821124,6.053149,1.29947,0.09693
0.845,1,0,0,0,-12.113191,17.216890,0.000000,6.822053,6.054277,1.28677,0.09708
0.846,1,0,0,0,-12.133735,17.204317,0.000000,6.822948,6.055405,1.27397,0.09690
0.847,1,0,0,0,-12.119883,17.193007,0.000000,6.823507,6.057803,1.25911,0.09663
0.848,1,0,0,0,-12.099865,17.181923,0.000000,6.824042,6.060430,1.24519,0.09683
0.849,1,0,0,0,-12.079847,17.170839,0.000000,6.824079,6.063057,1.23105,0.09697
0.850,1,0,0,0,-12.059830,17.159754,0.000000,6.824079,6.065684,1.20190,0.09680
0.851,1,0,0,0,-11.996125,17.149118,0.000000,6.824079,6.069134,1.18741,0.09651
0.852,1,0,0,0,-11.924590,17.138563,0.000000,6.824079,6.072731,1.17197,0.09664
0.853,1,0,0,0,-11.853055,17.128008,0.000000,6.824079,6.076329,1.15192,0.09673
0.854,1,0,0,0,-11.781520,17.117453,0.000000,6.824079,6.079926,1.13770,0.09663
0.855,1,0,0,0,-11.615179,17.106298,0.000000,6.824079,6.084195,1.12312,0.09623
0.856,1,0,0,0,-11.431845,17.095037,0.000000,6.824079,6.088583,1.10033,0.09605
0.857,1,0,0,0,-11.248510,17.083776,0.000000,6.823634,6.092972,1.06802,0.09615
0.858,1,0,0,0,-11.065176,17.072514,0.000000,6.823155,6.097361,1.05031,0.09617
0.859,1,0,0,0,-10.716974,17.061338,0.000000,6.822517,6.101557,1.03438,0.09594
0.860,1,0,0,0,-10.339220,17.050177,0.000000,6.821867,6.105718,1.01465,0.09554
0.861,1,0,0,0,-9.961466,17.039015,0.000000,6.820940,6.109879,0.99457,0.09559
0.862,1,0,0,0,-9.583712,17.027853,0.000000,6.819992,6.114041,0.97577,0.09580
0.863,1,0,0,0,-9.017476,17.016142,0.000000,6.818671,6.109406,0.95131,0.09572
0.864,1,0,0,0,-8.417456,17.004333,0.000000,6.817323,6.103193,0.91582,0.09547
0.865,1,0,0,0,-7.817435,16.992525,0.000000,6.815724,6.096982,0.89301,0.09562
