"Time","59 Left DS","60 Right DS","58 FLr Sw of","53 HLr Sw on","34a FRx (cm)","34 FRx (cm)","v3 R COP","v5 L COP","v7 xCoM","3 Platform","2 Trdml"
0.000,0,0,0,0,3.594547,14.911308,0.000000,0.000000,5.636099,-1.47838,0.09718
0.001,0,0,0,0,3.486846,14.915285,0.000000,0.000000,5.634165,-1.47917,0.09687
0.002,0,0,0,0,3.379145,14.919262,0.000000,0.000000,5.632231,-1.47986,0.09682
0.003,0,0,0,0,3.209763,14.923880,0.000000,0.000000,5.630913,-1.48094,0.09692
0.004,0,0,0,0,3.029325,14.928612,0.000000,0.000000,5.629705,-1.48021,0.09700
0.005,0,0,0,0,2.848887,14.933344,0.000000,0.000000,5.628498,-1.48193,0.09686
0.006,0,0,0,0,2.668449,14.938076,0.000000,0.000000,5.627290,-1.47951,0.09662
0.007,0,0,0,0,2.454053,14.942094,0.000000,0.000000,5.624784,-1.47810,0.09683
0.008,0,0,0,0,2.233570,14.945985,0.000000,0.000000,5.622046,-1.47974,0.09706
0.009,0,0,0,0,2.013088,14.949875,0.000000,0.000000,5.619308,-1.48058,0.09693
0.010,0,0,0,0,1.792605,14.953766,0.000000,0.000000,5.616569,-1.48033,0.09670
0.011,0,0,0,0,1.580151,14.957827,0.000000,0.000000,5.614467,-1.47992,0.09699
0.012,0,0,0,0,1.369136,14.961917,0.000000,0.000000,5.612480,-1.48047,0.09717
0.013,0,0,0,0,1.158120,14.966008,0.000000,0.000000,5.610492,-1.48108,0.09697
0.014,0,0,0,0,0.947105,14.970099,0.000000,0.000000,5.608505,-1.47986,0.09685
0.015,0,0,0,0,0.768661,14.973341,0.000000,0.000000,5.605954,-1.48067,0.09710
0.016,0,0,0,0,0.596056,14.976431,0.000000,0.000000,5.603303,-1.48030,0.09722
0.017,0,0,0,0,0.423451,14.979521,0.000000,0.000000,5.600651,-1.47971,0.09709
0.018,0,0,0,0,0.250846,14.982611,0.000000,0.000000,5.598000,-1.47960,0.09702
0.019,0,0,1,0,0.109499,14.985678,2.090636,0.000000,5.594691,-1.47958,0.09722
0.020,0,1,0,0,-0.026246,14.988741,4.338633,0.000000,5.591264,-1.47984,0.09749
0.021,0,1,0,0,-0.161991,14.991804,4.495993,0.000000,5.587838,-1.47943,0.09743
0.022,0,1,0,0,-0.297735,14.994868,4.495993,0.000000,5.584411,-1.48022,0.09740
0.023,0,1,0,0,-0.420637,14.998829,4.495993,0.000000,5.580575,-1.47946,0.09771
0.024,0,1,0,0,-0.541237,15.002950,4.495993,0.000000,5.576665,-1.48030,0.09781
0.025,0,1,0,0,-0.661837,15.007071,4.495993,0.000000,5.572756,-1.48129,0.09756
0.026,0,1,0,0,-0.782437,15.011192,4.495993,0.000000,5.568847,-1.48059,0.09756
0.027,0,1,0,0,-0.902224,15.014552,4.495993,0.000000,5.564829,-1.48006,0.09782
0.028,0,1,0,0,-1.021866,15.017776,4.495993,0.000000,5.560792,-1.47993,0.09792
0.029,0,1,0,0,-1.141507,15.021000,4.494791,0.000000,5.556755,-1.48123,0.09759
0.030,0,1,0,0,-1.261149,15.024223,4.493499,0.000000,5.552718,-1.48094,0.09777
0.031,0,1,0,0,-1.377121,15.024732,4.492080,0.000000,5.549201,-1.47841,0.09807
0.032,0,1,0,0,-1.492437,15.024754,4.490653,0.000000,5.545776,-1.47981,0.09803
0.033,0,1,0,0,-1.607752,15.024776,4.489141,0.000000,5.542351,-1.48090,0.09790
0.034,0,1,0,0,-1.723067,15.024797,4.487624,0.000000,5.538927,-1.47978,0.09825
0.035,0,1,0,0,-1.834869,15.022623,4.486063,0.000000,5.535342,-1.47610,0.09841
0.036,0,1,0,0,-1.946042,15.020055,4.484499,0.000000,5.531728,-1.47986,0.09828
0.037,0,1,0,0,-2.057214,15.017488,4.482903,0.000000,5.528114,-1.47951,0.09826
0.038,0,1,0,0,-2.168387,15.014919,4.481306,0.000000,5.524501,-1.47467,0.09845
0.039,0,1,0,0,-2.282727,15.011212,4.479706,0.000000,5.519778,-1.46992,0.09851
0.040,0,1,0,0,-2.397635,15.007301,4.478107,0.000000,5.514856,-1.46320,0.09828
0.041,0,1,0,0,-2.512542,15.003390,4.476662,0.000000,5.509934,-1.45810,0.09825
0.042,0,1,0,0,-2.627450,14.999478,4.475229,0.000000,5.505013,-1.44943,0.09854
0.043,0,1,0,0,-2.745366,14.995156,4.474058,0.000000,5.500381,-1.44981,0.09863
0.044,0,1,0,0,-2.863820,14.990760,4.472907,0.000000,5.495801,-1.44359,0.09847
0.045,0,1,0,0,-2.982274,14.986363,4.471747,0.000000,5.491221,-1.43793,0.09869
0.046,0,1,0,0,-3.100729,14.981968,4.470587,0.000000,5.486641,-1.43822,0.09897
0.047,0,1,0,0,-3.235736,14.976551,4.469153,0.000000,5.482543,-1.43225,0.09887
0.048,0,1,0,0,-3.373711,14.970951,4.467699,0.000000,5.478531,-1.42006,0.09850
0.049,0,1,0,0,-3.511686,14.965352,4.466219,0.000000,5.474519,-1.40749,0.09843
0.050,0,1,0,0,-3.649661,14.959752,4.464737,0.000000,5.470507,-1.39890,0.09843
0.051,0,1,0,0,-3.796321,14.952567,4.463521,0.000000,5.467582,-1.38306,0.09804
0.052,0,1,0,0,-3.944538,14.945098,4.462325,0.000000,5.464852,-1.36623,0.09767
0.053,0,1,0,0,-4.092754,14.937628,4.461242,0.000000,5.462122,-1.35139,0.09802
0.054,0,1,0,0,-4.240971,14.930159,4.460168,0.000000,5.459392,-1.34180,0.09836
0.055,0,1,0,0,-4.393467,14.921228,4.458996,0.000000,5.457323,-1.33195,0.09842
0.056,0,1,0,0,-4.546731,14.912037,4.457817,0.000000,5.455372,-1.31857,0.09878
0.057,0,1,0,0,-4.699995,14.902844,4.456648,0.000000,5.453421,-1.32010,0.09900
0.058,0,1,0,0,-4.853258,14.893653,4.455481,0.000000,5.451470,-1.30348,0.09883
0.059,0,1,0,0,-4.997524,14.883386,4.454473,0.000000,5.451185,-1.28526,0.09851
0.060,0,1,0,0,-5.140178,14.872927,4.453477,0.000000,5.451198,-1.26843,0.09858
0.061,0,1,0,0,-5.282832,14.862467,4.452573,0.000000,5.451211,-1.25528,0.09884
0.062,0,1,0,0,-5.425486,14.852007,4.451676,0.000000,5.451225,-1.22874,0.09888
0.063,0,1,0,0,-5.553318,14.841599,4.450789,0.000000,5.448737,-1.21138,0.09904
0.064,0,1,0,0,-5.678492,14.831200,4.449903,0.000000,5.445800,-1.19693,0.09950
0.065,0,1,0,0,-5.803667,14.820801,4.449152,0.000000,5.442864,-1.18289,0.09966
0.066,0,1,0,0,-5.928841,14.810402,4.448411,0.000000,5.439928,-1.16734,0.09944
0.067,0,1,0,0,-6.046283,14.802841,4.447935,0.000000,5.436323,-1.15070,0.09934
0.068,0,1,0,0,-6.162338,14.795788,4.447479,0.000000,5.432599,-1.13309,0.09927
0.069,0,1,0,0,-6.278393,14.788735,4.447447,0.000000,5.428874,-1.11540,0.09881
0.070,0,1,0,0,-6.394448,14.781682,4.447447,0.000000,5.425149,-1.08539,0.09832
0.071,0,1,0,0,-6.511380,14.775167,4.447447,0.000000,5.423338,-1.06546,0.09848
0.072,0,1,0,0,-6.628468,14.768747,4.447447,0.000000,5.421871,-1.04565,0.09893
0.073,0,1,0,0,-6.745556,14.762328,4.447447,0.000000,5.420403,-1.02777,0.09892
0.074,0,1,0,0,-6.862645,14.755909,4.447447,0.000000,5.418935,-1.00487,0.09951
0.075,0,1,0,0,-6.983136,14.749018,4.447447,0.000000,5.418614,-0.97168,0.10005
0.076,0,1,0,0,-7.104238,14.742041,4.447447,0.000000,5.418499,-0.95311,0.09973
0.077,0,1,0,0,-7.225340,14.735065,4.447628,0.000000,5.418383,-0.93159,0.09917
0.078,0,1,0,0,-7.346442,14.728088,4.447823,0.000000,5.418268,-0.91151,0.09905
0.079,0,1,0,0,-7.439078,14.720930,4.448580,0.000000,5.419287,-0.89124,0.09892
0.080,0,1,0,0,-7.526613,14.713739,4.449379,0.000000,5.420509,-0.86867,0.09863
0.081,0,1,0,0,-7.614147,14.706548,4.450230,0.000000,5.421732,-0.85065,0.09823
0.082,0,1,0,0,-7.701682,14.699357,4.451085,0.000000,5.422954,-0.82787,0.09848
0.083,0,1,0,0,-7.741641,14.692069,4.451877,0.000000,5.424539,-0.78429,0.09903
0.084,0,1,0,0,-7.773072,14.684763,4.452664,0.000000,5.426189,-0.76259,0.09925
0.085,0,1,0,0,-7.804504,14.677458,4.453655,0.000000,5.427839,-0.73799,0.09943
0.086,0,1,0,0,-7.835936,14.670152,4.454661,0.000000,5.429489,-0.71768,0.09958
0.087,0,1,0,0,-7.820373,14.663479,4.456124,0.000000,5.431876,-0.69353,0.09945
0.088,0,1,0,0,-7.796387,14.656919,4.457622,0.000000,5.434395,-0.65558,0.09897
0.089,0,1,0,0,-7.772401,14.650359,4.459288,0.000000,5.436913,-0.62575,0.09843
0.090,0,1,0,0,-7.748415,14.643800,4.460967,0.000000,5.439432,-0.60277,0.09805
0.091,0,1,0,0,-7.711991,14.637216,4.462490,0.000000,5.442537,-0.57619,0.09780
0.092,0,1,0,0,-7.673337,14.630628,4.464001,0.000000,5.445748,-0.55461,0.09748
0.093,0,1,0,0,-7.634684,14.624040,4.465560,0.000000,5.448958,-0.53114,0.09707
0.094,0,1,0,0,-7.596030,14.617452,4.467124,0.000000,5.452168,-0.50694,0.09720
0.095,0,1,0,0,-7.565657,14.610737,4.469016,0.000000,5.455850,-0.47527,0.09729
0.096,0,1,0,0,-7.536769,14.603999,4.470932,0.000000,5.459616,-0.43161,0.09718
0.097,0,1,0,0,-7.507881,14.597261,4.473128,0.000000,5.463382,-0.40715,0.09687
0.098,0,1,0,0,-7.478992,14.590524,4.475345,0.000000,5.467148,-0.38225,0.09668
0.099,0,1,0,0,-7.462378,14.582885,4.477720,0.000000,5.474467,-0.35742,0.09674
0.100,0,1,0,0,-7.447963,14.575085,4.480106,0.000000,5.482421,-0.33054,0.09673
0.101,0,1,0,0,-7.433549,14.567284,4.482631,0.000000,5.490376,-0.30447,0.09655
0.102,0,1,0,0,-7.419135,14.559484,4.485167,0.000000,5.498331,-0.27928,0.09629
0.103,0,1,0,0,-7.407736,14.551371,4.487850,0.000000,5.507021,-0.24727,0.09654
0.104,0,1,0,0,-7.396878,14.543200,4.490545,0.000000,5.515843,-0.20541,0.09672
0.105,0,1,0,0,-7.386020,14.535031,4.493411,0.000000,5.524665,-0.17804,0.09656
0.106,0,1,0,0,-7.375162,14.526861,4.496288,0.000000,5.533488,-0.15294,0.09636
0.107,0,1,0,0,-7.363988,14.519284,4.499355,3.118307,5.543957,-0.12637,0.09667
0.108,1,1,0,0,-7.352758,14.511812,4.502436,6.471324,5.554721,-0.10275,0.09694
0.109,1,1,0,0,-7.341527,14.504341,4.505699,6.706162,5.565486,-0.06541,0.09694
0.110,1,1,0,0,-7.330297,14.496870,4.508975,6.706299,5.576251,-0.02211,0.09710
0.111,1,1,0,0,-7.326939,14.489592,4.512414,6.709210,5.586152,0.00809,0.09744
0.112,1,1,0,0,-7.324992,14.482347,4.515866,6.712331,5.595898,0.02979,0.09756
0.113,1,1,0,0,-7.323044,14.475103,4.519443,6.716710,5.605644,0.05055,0.09734
0.114,1,1,0,0,-7.321097,14.467860,4.523029,6.721183,5.615390,0.07822,0.09706
0.115,1,1,0,0,-7.340800,14.461117,4.526694,6.725320,5.626131,0.10399,0.09710
0.116,1,1,0,0,-7.364384,14.454464,4.530365,6.729431,5.637049,0.13095,0.09721
0.117,1,1,0,0,-7.387968,14.447811,4.534060,6.733193,5.647967,0.18164,0.09703
0.118,1,1,0,0,-7.411551,14.441158,4.537756,6.736930,5.658885,0.20975,0.09664
0.119,1,1,0,0,-7.449283,14.434682,4.541430,6.740683,5.670195,0.23448,0.09675
0.120,1,1,0,0,-7.489551,14.428237,4.545101,6.744437,5.681574,0.26112,0.09690
0.121,1,1,0,0,-7.529819,14.421792,4.548747,6.748231,5.692953,0.28461,0.09672
0.122,1,1,0,0,-7.570086,14.415347,4.552392,6.752028,5.704333,0.31091,0.09627
0.123,1,1,0,0,-7.616795,14.407763,4.556017,6.755830,5.714941,0.33505,0.09590
0.124,1,1,0,0,-7.664657,14.399975,4.559641,6.759633,5.725411,0.36928,0.09564
0.125,1,1,0,0,-7.712520,14.392186,4.563220,6.763563,5.735882,0.41106,0.09554
0.126,1,1,0,0,-7.760382,14.384398,4.566795,6.767503,5.746352,0.43488,0.09534
0.127,1,1,0,0,-7.805246,14.376058,4.570304,6.771651,5.757295,0.46089,0.09498
0.128,1,1,0,0,-7.849572,14.367618,4.573808,6.775815,5.768322,0.48524,0.09461
0.129,1,1,0,0,-7.893898,14.359179,4.577272,6.779880,5.779348,0.51053,0.09474
0.130,1,1,0,0,-7.938224,14.350739,4.580733,6.783938,5.790375,0.53189,0.09493
0.131,1,1,0,0,-7.991374,14.343349,4.584195,6.787614,5.799870,0.57211,0.09477
0.132,1,1,0,0,-8.046106,14.336149,4.587657,6.791261,5.809091,0.60799,0.09443
0.133,1,1,0,0,-8.100838,14.328948,4.591142,6.794843,5.818311,0.62930,0.09401
0.134,1,1,0,0,-8.155570,14.321748,4.594628,6.798421,5.827532,0.65274,0.09390
0.135,1,1,0,0,-8.223026,14.314539,4.598141,6.802308,5.835660,0.67349,0.09402
0.136,1,1,0,0,-8.292764,14.307329,4.601655,6.806219,5.843592,0.69757,0.09410
0.137,1,1,0,0,-8.362501,14.300119,4.605118,6.810311,5.851524,0.72197,0.09396
0.138,1,1,0,0,-8.432239,14.292910,4.608578,6.814417,5.859456,0.74423,0.09374
0.139,1,1,0,0,-8.499411,14.284974,4.611920,6.818470,5.867236,0.78523,0.09405
0.140,1,1,0,0,-8.566124,14.276909,4.615254,6.822517,5.874989,0.81056,0.09443
0.141,1,1,0,0,-8.632836,14.268843,4.618544,6.826441,5.882741,0.83186,0.09442
0.142,1,1,0,0,-8.699549,14.260777,4.621830,6.830356,5.890494,0.85370,0.09428
0.143,1,1,0,0,-8.764189,14.251688,4.625146,6.834125,5.896713,0.87360,0.09455
0.144,1,1,0,0,-8.828458,14.242415,4.628465,6.837883,5.902658,0.89685,0.09494
0.145,1,1,0,0,-8.892726,14.233144,4.631709,6.841473,5.908602,0.91447,0.09521
0.146,1,1,0,0,-8.956995,14.223871,4.634947,6.845050,5.914546,0.94119,0.09523
0.147,1,1,0,0,-8.994390,14.215294,4.637993,6.848503,5.921464,0.97382,0.09558
0.148,1,1,0,0,-9.026969,14.206841,4.641024,6.851946,5.928556,0.99126,0.09602
0.149,1,1,0,0,-9.059548,14.198387,4.643910,6.855599,5.935649,1.01357,0.09620
0.150,1,1,0,0,-9.092127,14.189934,4.646785,6.859267,5.942741,1.03307,0.09624
0.151,1,1,0,0,-9.118763,14.181519,4.649591,6.863458,5.949141,1.05089,0.09659
0.152,1,1,0,0,-9.144333,14.173111,4.652392,6.867689,5.955416,1.06865,0.09691
0.153,1,1,0,0,-9.169904,14.164702,4.655123,6.872295,5.961691,1.09264,0.09687
0.154,1,1,0,0,-9.195475,14.156294,4.657849,6.876929,5.967967,1.12259,0.09697
0.155,1,1,0,0,-9.213438,14.148051,4.660484,6.881686,5.974627,1.13960,0.09747
0.156,1,1,0,0,-9.230038,14.139838,4.663113,6.886453,5.981356,1.14954,0.09769
0.157,1,1,0,0,-9.246637,14.131624,4.665638,6.891201,5.988085,1.17093,0.09760
0.158,1,1,0,0,-9.263237,14.123411,4.668156,6.895947,5.994815,1.18774,0.09797
0.159,1,1,0,0,-9.292107,14.114276,4.670585,6.900571,6.001357,1.20250,0.09836
0.160,1,1,0,0,-9.323176,14.104976,4.673007,6.905185,6.007866,1.21729,0.09825
0.161,1,1,0,0,-9.354245,14.095675,4.675453,6.909604,6.014375,1.23555,0.09840
0.162,1,1,0,0,-9.385314,14.086374,4.677901,6.914008,6.020884,1.26251,0.09886
0.163,1,1,0,0,-9.440130,14.078086,4.680457,6.918202,6.028632,1.27580,0.09898
0.164,1,1,0,0,-9.499204,14.069979,4.683022,6.922381,6.036602,1.28835,0.09895
0.165,1,1,0,0,-9.558277,14.061872,4.685518,6.926573,6.044571,1.29807,0.09934
0.166,1,1,0,0,-9.617351,14.053764,4.688010,6.930766,6.052541,1.31233,0.09956
0.167,1,1,0,0,-9.684590,14.042650,4.690252,6.935186,6.061194,1.32422,0.09940
0.168,1,1,0,0,-9.753295,14.030997,4.692476,6.939623,6.069970,1.33679,0.09956
0.169,1,1,0,0,-9.821999,14.019344,4.694569,6.944186,6.078745,1.35025,0.09975
0.170,1,1,0,0,-9.890703,14.007691,4.696652,6.948758,6.087521,1.36723,0.09972
0.171,1,1,0,0,-9.961324,13.995808,4.696798,6.953278,6.097712,1.37680,0.09959
0.172,1,1,0,0,-10.032288,13.983882,4.696798,6.957795,6.108156,1.38763,0.09971
0.173,1,1,0,0,-10.103252,13.971956,4.696798,6.962155,6.118601,1.39343,0.09983
0.174,1,1,0,0,-10.174216,13.960031,4.696798,6.966504,6.129045,1.40433,0.09958
0.175,1,1,0,0,-10.230784,13.948859,4.696798,6.970645,6.139969,1.41429,0.09958
0.176,1,1,0,0,-10.284771,13.937823,4.696798,6.974771,6.150978,1.42218,0.09979
0.177,1,1,0,0,-10.338758,13.926787,4.696798,6.978786,6.161987,1.43561,0.09976
0.178,1,1,0,0,-10.392745,13.915751,4.696798,6.982792,6.172997,1.44139,0.09957
0.179,1,1,0,1,-10.435355,13.905243,2.512787,6.986808,6.183651,1.44949,0.09970
0.180,1,0,0,0,-10.475926,13.894828,0.164388,6.990826,6.194242,1.45490,0.09987
0.181,1,0,0,0,-10.516497,13.884414,0.000000,6.994900,6.204833,1.45831,0.09967
0.182,1,0,0,0,-10.557068,13.874000,0.000000,6.998979,6.215423,1.46274,0.09956
0.183,1,0,0,0,-10.588338,13.862978,0.000000,7.003078,6.225395,1.46782,0.09980
0.184,1,0,0,0,-10.617942,13.851848,0.000000,7.007178,6.235255,1.47330,0.09984
0.185,1,0,0,0,-10.647546,13.840716,0.000000,7.010979,6.245116,1.47769,0.09944
0.186,1,0,0,0,-10.677150,13.829586,0.000000,7.014757,6.254976,1.48166,0.09953
0.187,1,0,0,0,-10.703716,13.817705,0.000000,7.018177,6.264243,1.48117,0.09974
0.188,1,0,0,0,-10.729738,13.805690,0.000000,7.021569,6.273404,1.48189,0.09954
0.189,1,0,0,0,-10.755761,13.793674,0.000000,7.026085,6.282565,1.48409,0.09937
0.190,1,0,0,0,-10.781783,13.781659,0.000000,7.030687,6.291725,1.48575,0.09949
0.191,1,0,0,0,-10.807679,13.769821,0.000000,7.037952,6.300531,1.48665,0.09946
0.192,1,0,0,0,-10.833553,13.758016,0.000000,7.045419,6.309274,1.48456,0.09916
0.193,1,0,0,0,-10.859426,13.746209,0.000000,7.055370,6.318017,1.48256,0.09895
0.194,1,0,0,0,-10.885300,13.734404,0.000000,7.065509,6.326759,1.48206,0.09902
0.195,1,0,0,0,-10.921181,13.723558,0.000000,7.077240,6.336664,1.48074,0.09904
0.196,1,0,0,0,-10.958856,13.712886,0.000000,7.089090,6.346776,1.48123,0.09878
0.197,1,0,0,0,-10.996531,13.702213,0.000000,7.100613,6.356889,1.47504,0.09867
0.198,1,0,0,0,-11.034205,13.691541,0.000000,7.112110,6.367002,1.47023,0.09887
0.199,1,0,0,0,-11.094331,13.679747,0.000000,7.121362,6.375981,1.46751,0.09892
0.200,1,0,0,0,-11.158481,13.667750,0.000000,7.130445,6.384756,1.46227,0.09870
0.201,1,0,0,0,-11.222631,13.655755,0.000000,7.136708,6.393531,1.45741,0.09884
0.202,1,0,0,0,-11.286780,13.643760,0.000000,7.142759,6.402307,1.44728,0.09907
0.203,1,0,0,0,-11.378451,13.633379,0.000000,7.146091,6.410699,1.44106,0.09896
0.204,1,0,0,0,-11.475055,13.623288,0.000000,7.149217,6.419024,1.43582,0.09893
0.205,1,0,0,0,-11.571659,13.613197,0.000000,7.151070,6.427348,1.42671,0.09928
0.206,1,0,0,0,-11.668263,13.603106,0.000000,7.152826,6.435672,1.42232,0.09942
0.207,1,0,0,0,-11.122019,13.592713,0.000000,7.154804,6.443692,1.41223,0.09909
0.208,1,0,0,0,-10.460546,13.582266,0.000000,7.156799,6.451657,1.40384,0.09919
0.209,1,0,0,0,-9.799074,13.571817,0.000000,7.159020,6.459622,1.39134,0.09941
0.210,1,0,0,0,-9.137602,13.561370,0.000000,7.161258,6.467588,1.37714,0.09921
0.211,1,0,0,0,-7.815732,13.549336,0.000000,7.163368,6.476087,1.36873,0.09890
0.212,1,0,0,0,-6.375491,13.537018,0.000000,7.165469,6.484682,1.35579,0.09915
0.213,1,0,0,0,-4.935248,13.524699,0.000000,7.167350,6.493277,1.34575,0.09925
0.214,1,0,0,0,-3.495007,13.512381,0.000000,7.169215,6.501872,1.33481,0.09911
0.215,1,0,0,0,-1.375056,13.501083,0.000000,7.170837,6.510910,1.32274,0.09926
0.216,1,0,0,0,0.866729,13.489968,0.000000,7.172441,6.520027,1.30460,0.09952
0.217,1,0,0,0,3.108515,13.478853,0.000000,7.173734,6.529144,1.28825,0.09956
0.218,1,0,0,0,5.350300,13.467739,0.000000,7.175003,6.538261,1.27440,0.09939
0.219,1,0,0,0,7.376091,13.456297,0.000000,7.175884,6.547518,1.26050,0.09945
0.220,1,0,0,0,9.363166,13.444797,0.000000,7.176736,6.556800,1.24612,0.09956
0.221,1,0,0,0,11.350241,13.433296,0.000000,7.177094,6.566082,1.23335,0.09940
0.222,1,0,0,0,13.337316,13.421796,0.000000,7.177415,6.575365,1.21680,0.09897
0.223,1,0,0,0,14.249573,13.410245,0.000000,7.177438,6.584279,1.19763,0.09894
0.224,1,0,0,0,14.969174,13.398685,0.000000,7.177438,6.593127,1.16849,0.09904
0.225,1,0,0,0,15.688776,13.387126,0.000000,7.177438,6.601975,1.15378,0.09877
0.226,1,0,0,0,16.408379,13.375566,0.000000,7.177438,6.610824,1.14095,0.09835
0.227,1,0,0,0,16.132805,13.363031,0.000000,7.177438,6.618222,1.12112,0.09835
0.228,1,0,0,0,15.678851,13.350322,0.000000,7.177438,6.625360,1.10597,0.09843
0.229,1,0,0,0,15.224897,13.337611,0.000000,7.177438,6.632498,1.08774,0.09813
0.230,1,0,0,0,14.770944,13.324902,0.000000,7.177438,6.639637,1.05942,0.09775
0.231,1,0,0,0,13.636017,13.312187,0.000000,7.177051,6.645394,1.03241,0.09788
0.232,1,0,0,0,12.379030,13.299473,0.000000,7.176634,6.650904,1.01418,0.09792
0.233,1,0,0,0,11.122043,13.286758,0.000000,7.174788,6.656414,0.99449,0.09774
0.234,1,0,0,0,9.865055,13.274044,0.000000,7.172834,6.661923,0.97626,0.09742
0.235,1,0,0,0,9.109366,13.260781,0.000000,7.170711,6.665943,0.95508,0.09748
0.236,1,0,0,0,8.443533,13.247420,0.000000,7.168576,6.669696,0.93564,0.09762
0.237,1,0,0,0,7.777699,13.234059,0.000000,7.166350,6.673450,0.90836,0.09759
0.238,1,0,0,0,7.111866,13.220698,0.000000,7.164118,6.677203,0.87524,0.09741
0.239,1,0,0,0,7.110990,13.206945,0.000000,7.161723,6.680106,0.85268,0.09758
0.240,1,0,0,0,7.229305,13.193123,0.000000,7.159316,6.682857,0.83183,0.09779
0.241,1,0,0,0,7.347620,13.179300,0.000000,7.156690,6.685608,0.80882,0.09768
0.242,1,0,0,0,7.465936,13.165478,0.000000,7.154048,6.688359,0.78676,0.09726
0.243,1,0,0,0,8.170182,13.224494,0.000000,7.151147,6.689375,0.76755,0.09734
0.244,1,0,0,0,8.979455,13.296567,0.000000,7.148227,6.690081,0.71877,0.09750
0.245,1,0,0,0,9.788727,13.368639,0.000000,7.145057,6.690786,0.69751,0.09738
0.246,1,0,0,0,10.597999,13.440712,0.000000,7.141869,6.691491,0.67389,0.09700
0.247,1,0,0,0,11.647826,13.512969,0.000000,7.138440,6.690086,0.65187,0.09710
0.248,1,0,0,0,12.740771,13.585258,0.000000,7.134994,6.688302,0.63037,0.09728
0.249,1,0,0,0,13.833717,13.657549,0.000000,7.131251,6.686518,0.60667,0.09732
0.250,1,0,0,0,14.926662,13.729838,0.000000,7.127486,6.684735,0.57571,0.09721
0.251,1,0,0,0,15.971216,13.799804,0.000000,7.123518,6.681418,0.53506,0.09742
0.252,1,0,0,0,17.007095,13.869351,0.000000,7.119535,6.677827,0.50983,0.09773
0.253,0,0,0,0,18.042974,13.938900,0.000000,3.808802,6.674235,0.48460,0.09779
0.254,0,0,0,0,19.078854,14.008448,0.000000,0.249174,6.670644,0.45842,0.09760
0.255,0,0,0,0,20.062157,14.050837,0.000000,0.000000,6.666155,0.43422,0.09781
0.256,0,0,0,0,21.036037,14.088357,0.000000,0.000000,6.661505,0.41107,0.09790
0.257,0,0,0,0,22.009918,14.125877,0.000000,0.000000,6.656855,0.37776,0.09781
0.258,0,0,0,0,22.983799,14.163398,0.000000,0.000000,6.652205,0.33458,0.09748
0.259,0,0,0,0,23.894918,14.179817,0.000000,0.000000,6.647515,0.31012,0.09756
0.260,0,0,0,0,24.794790,14.192454,0.000000,0.000000,6.642817,0.28485,0.09763
0.261,0,0,0,0,25.694660,14.205092,0.000000,0.000000,6.638120,0.26067,0.09735
0.262,0,0,0,0,26.594532,14.217730,0.000000,0.000000,6.633423,0.23225,0.09697
0.263,0,0,0,0,27.420115,14.240582,0.000000,0.000000,6.628731,0.20280,0.09698
0.264,0,0,0,0,28.232382,14.265265,0.000000,0.000000,6.624039,0.15771,0.09704
0.265,0,0,0,0,29.044649,14.289948,0.000000,0.000000,6.619348,0.13029,0.09705
0.266,0,0,0,0,29.856916,14.314631,0.000000,0.000000,6.614656,0.10564,0.09675
0.267,0,0,0,0,30.571604,14.349340,0.000000,0.000000,6.608869,0.07883,0.09672
0.268,0,0,0,0,31.268799,14.385848,0.000000,0.000000,6.602885,0.05452,0.09699
0.269,0,0,0,0,31.965996,14.422356,0.000000,0.000000,6.596902,0.02484,0.09708
0.270,0,0,0,0,32.663193,14.458863,0.000000,0.000000,6.590918,-0.00543,0.09683
0.271,0,0,0,0,33.252644,14.505884,0.000000,0.000000,6.584975,-0.04939,0.09690
0.272,0,0,0,0,33.822781,14.554789,0.000000,0.000000,6.579040,-0.07370,0.09720
0.273,0,0,0,0,34.392918,14.603694,0.000000,0.000000,6.573104,-0.10068,0.09729
0.274,0,0,0,0,34.963055,14.652598,0.000000,0.000000,6.567169,-0.12715,0.09700
0.275,0,0,0,0,35.444618,14.709239,0.000000,0.000000,6.560771,-0.15208,0.09712
0.276,0,0,0,0,35.910305,14.767265,0.000000,0.000000,6.554291,-0.18520,0.09738
0.277,0,0,0,0,36.375992,14.825293,0.000000,0.000000,6.547810,-0.23045,0.09737
0.278,0,0,0,0,36.841675,14.883319,0.000000,0.000000,6.541330,-0.25604,0.09715
0.279,0,0,0,0,37.245777,14.878016,0.000000,0.000000,6.534360,-0.28098,0.09728
0.280,0,0,0,0,37.638840,14.861360,0.000000,0.000000,6.527303,-0.30557,0.09749
0.281,0,0,0,0,38.031902,14.844704,0.000000,0.000000,6.520246,-0.33060,0.09744
0.282,0,0,0,0,38.424965,14.828048,0.000000,0.000000,6.513189,-0.36395,0.09716
0.283,0,0,0,0,38.788795,14.818449,0.000000,0.000000,6.505454,-0.40723,0.09719
0.284,0,0,0,0,39.147388,14.810116,0.000000,0.000000,6.497598,-0.43915,0.09730
0.285,0,0,0,0,39.505981,14.801783,0.000000,0.000000,6.489742,-0.45682,0.09730
0.286,0,0,0,0,39.864574,14.793449,0.000000,0.000000,6.481886,-0.48018,0.09695
0.287,0,0,0,0,40.215347,14.792882,0.000000,0.000000,6.473835,-0.50719,0.09667
