"Time","60 Right DS","59 Left DS","56 FLl Sw of","55 FLl Sw on","54 HLr Sw of","53 HLr Sw on","52 HLl Sw of","v6 L Mos","v4 R Mos","37 CoMy (cm)","v5 L COP","v3 R COP","v2 Virtual","v1 Virtual","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","50 Sinus rmp","49 St rmp dw","48 Sw rmp dw","47 St rmp up","46 Sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Rump up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","36 CoMx (cm)","35 FRy (cm)","32a FLx (cm)","32 FLx (cm)","34a FRx (cm)","58 FLr Sw of","57 FLr Sw on","34 FRx (cm)","33 FLy (cm)","31 Keyboard","30 HRy (cm)","29a HRx (cm)","29 HRx (cm)","28 HLy (cm)","51 HLl Sw on","27a HLx (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","67 xCoM","3 Platform","2 Trdml","1 Synch"
6.442,0,1,0,0,0,0,0,7.067154,6.737740,7.169355,13.804893,0.000000,6.440744,-135.383698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.921249,33.090809,81.962479,88.144676,17.310968,4.882686,-14.045216,19.878288,-11.966287,0,0,18.346649,6.420442,0,4.545976,22.120617,14.977751,7.378512,0,-14.699785,15.148256,8.167661,18.374893,8.540326,14.879438,8.804228,14.484583,9.117506,14.043493,9.105509,15.647223,10.587941,15.446771,10.714172,16.557199,0,-0.01526,0.00398,-0.01480,-0.01305,0.00708,-0.01346,0.00595,-0.07004,6.738487,1.47397,0.09965,3.27712
6.443,0,1,0,0,0,0,0,7.072205,6.721971,6.969412,13.794176,0.000000,6.268003,-129.695068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.144119,31.642988,82.013550,87.745705,17.298805,4.880910,-13.520844,19.864416,-11.501350,0,0,18.340515,6.418385,0,4.563397,22.132170,15.003475,7.372530,0,-13.580580,15.126393,8.169935,18.366566,8.541877,14.903005,8.803338,14.502567,9.105108,14.046007,9.107718,15.649080,10.590386,15.438484,10.716914,16.544760,0,-0.01678,0.00269,-0.02182,-0.01268,0.00903,-0.01224,0.00485,0.01610,6.722560,1.47748,0.09978,3.27713
6.444,0,1,0,0,0,0,0,7.076985,6.706218,6.769470,13.783203,0.000000,6.095263,-124.006454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.366989,30.195168,82.064613,87.346733,17.286640,4.879134,-12.996472,19.850542,-11.036415,0,0,18.334381,6.416328,0,4.580820,22.143723,15.029201,7.366547,0,-12.461373,15.104530,8.172210,18.358240,8.543427,14.926570,8.802449,14.520552,9.092711,14.048520,9.109925,15.650938,10.592831,15.430197,10.719655,16.532322,0,-0.01877,0.00314,-0.02075,-0.01346,0.00864,-0.01382,0.00296,-0.00069,6.706633,1.47513,0.09949,3.27713
6.445,0,1,0,0,0,0,0,7.075724,6.698862,6.555194,13.774586,0.000000,5.908409,-118.271568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.329529,29.260054,82.091537,86.710632,17.274841,4.880512,-12.467879,19.839437,-10.723854,0,0,18.323193,6.415044,0,4.598841,22.284700,15.053552,7.361415,0,-11.520875,15.101045,8.174915,18.347086,8.547375,14.953696,8.802664,14.534875,9.081079,14.050097,9.111380,15.651841,10.591699,15.418601,10.719583,16.521759,0,-0.01663,0.00327,-0.01953,-0.01372,0.00787,-0.01205,-0.00195,0.00237,6.696697,1.48288,0.09956,3.27706
6.446,0,1,0,0,0,0,0,7.074212,6.691855,6.338927,13.766067,0.000000,5.719594,-112.530266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.255875,28.396183,82.115105,86.041580,17.263092,4.882328,-11.938700,19.828718,-10.432467,0,0,18.311302,6.413867,0,4.616947,22.443661,15.077712,7.356402,0,-10.605208,15.100114,8.177682,18.335539,8.551655,14.981318,8.803032,14.548689,9.069553,14.051541,9.112729,15.652612,10.590069,15.406545,10.719119,16.511459,0,-0.01813,0.00432,-0.02136,-0.01389,0.00882,-0.01118,0.00931,0.00191,6.687593,1.47662,0.09977,3.27699
6.447,0,1,0,0,0,0,0,7.080526,6.681155,6.122660,13.761681,0.000000,5.530779,-106.788956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.182236,27.532310,82.138672,85.372528,17.251343,4.884143,-11.409519,19.817997,-10.141080,0,0,18.299412,6.412691,0,4.635052,22.602621,15.101872,7.351388,0,-9.689543,15.099182,8.180448,18.323992,8.555935,15.008939,8.803401,14.562503,9.058028,14.052987,9.114079,15.653382,10.588439,15.394488,10.718656,16.501158,0,-0.01764,0.00246,-0.01999,-0.01424,0.00861,-0.01257,0.00220,0.00221,6.678489,1.48203,0.09966,3.27665
6.448,0,1,0,0,0,0,0,7.087167,6.670300,5.906393,13.757467,0.000000,5.341964,-101.047646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.108597,26.668440,82.162239,84.703484,17.239594,4.885959,-10.880340,19.807278,-9.849692,0,0,18.287521,6.411514,0,4.653158,22.761581,15.126032,7.346375,0,-8.773876,15.098250,8.183213,18.312445,8.560215,15.036560,8.803769,14.576317,9.046502,14.054432,9.115428,15.654152,10.586809,15.382432,10.718191,16.490858,0,-0.01813,0.00391,-0.02045,-0.01308,0.00793,-0.01242,0.00726,-0.00969,6.669384,1.48138,0.09935,3.27626
6.449,0,1,0,0,0,0,0,7.112894,6.643995,5.696259,13.756888,0.000000,5.156568,-95.884438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.073303,26.114147,82.219292,84.059792,17.218494,4.890858,-10.403475,19.795897,-9.618462,0,0,18.279329,6.410907,0,4.670784,22.575878,15.148107,7.346546,0,-8.597555,15.093873,8.182988,18.298897,8.563313,15.059507,8.798000,14.585516,9.031520,14.055862,9.118743,15.658678,10.586590,15.372010,10.715434,16.482370,0,-0.01730,0.00470,-0.01968,-0.01445,0.00916,-0.01239,0.00836,0.00526,6.644640,1.48141,0.09951,3.27621
6.450,0,1,0,0,0,0,0,7.139415,6.617047,5.486977,13.756462,0.000000,4.971646,-90.801567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.043350,25.602869,82.280991,83.419632,17.196095,4.896184,-9.933880,19.784426,-9.395590,0,0,18.271654,6.410379,0,4.688344,22.342283,15.169892,7.347437,0,-8.523969,15.089016,8.182347,18.285070,8.566247,15.081805,8.791380,14.594073,9.016057,14.057290,9.122332,15.663726,10.586567,15.361815,10.712358,16.474136,0,-0.01822,0.00298,-0.02243,-0.01367,0.00876,-0.01254,0.00424,0.00252,6.617723,1.48224,0.09956,3.27621
6.451,0,1,0,0,0,0,0,7.167325,6.590117,5.277695,13.757442,0.000000,4.786725,-85.718689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.013397,25.091593,82.342697,82.779472,17.173695,4.901511,-9.464285,19.772955,-9.172718,0,0,18.263977,6.409852,0,4.705903,22.108686,15.191677,7.348328,0,-8.450381,15.084160,8.181705,18.271246,8.569180,15.104103,8.784759,14.602631,9.000593,14.058718,9.125919,15.668774,10.586543,15.351621,10.709283,16.465902,0,-0.01498,0.00293,-0.02380,-0.01508,0.00809,-0.01091,-0.00220,-0.02296,6.590805,1.48367,0.09927,3.27621
6.452,0,1,0,0,0,0,0,7.195293,6.563187,5.068413,13.758480,0.000000,4.601804,-80.635811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.983444,24.580317,82.404396,82.139313,17.151297,4.906837,-8.994690,19.761484,-8.949846,0,0,18.256302,6.409325,0,4.723463,21.875092,15.213462,7.349219,0,-8.376795,15.079303,8.181065,18.257420,8.572115,15.126401,8.778137,14.611188,8.985130,14.060145,9.129508,15.673821,10.586520,15.341426,10.706207,16.457668,0,-0.01642,0.00267,-0.01587,-0.01427,0.00946,-0.01315,0.01065,0.00687,6.563887,1.48645,0.09911,3.27621
6.453,0,1,0,0,0,0,0,7.205336,6.553600,4.859053,13.758936,0.000000,4.396954,-79.695457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.169739,24.500002,82.472778,81.665390,17.146500,4.909006,-8.907752,19.758955,-9.202724,0,0,18.249271,6.405870,0,4.741800,21.465565,15.239354,7.353457,0,-8.423416,15.071449,8.180603,18.251308,8.575150,15.154820,8.776596,14.633146,8.976690,14.070111,9.133837,15.680457,10.588563,15.338175,10.704085,16.453243,0,-0.01666,0.00365,-0.01953,-0.01404,0.00735,-0.01170,0.00754,-0.00824,6.556890,1.48532,0.09944,3.27675
6.454,0,1,0,0,0,0,0,7.214632,6.544735,4.649682,13.759367,0.000000,4.189333,-79.330719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.386063,24.479568,82.542091,81.214561,17.144148,4.910736,-8.873986,19.757671,-9.521708,0,0,18.242332,6.402009,0,4.760245,21.031593,15.265816,7.358161,0,-8.486741,15.063179,8.180167,18.246269,8.578201,15.184092,8.775761,14.656966,8.969226,14.081263,9.138268,15.687313,10.590893,15.335889,10.702096,16.449348,0,-0.01749,0.00316,-0.02213,-0.01334,0.00775,-0.01247,0.00336,0.00565,6.552661,1.48459,0.09945,3.27736
6.455,0,1,0,0,0,0,0,7.216402,6.544123,4.440310,13.760525,0.000000,3.981714,-78.965981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.602402,24.459137,82.611404,80.763741,17.141798,4.912467,-8.840220,19.756386,-9.840693,0,0,18.235392,6.398148,0,4.778690,20.597622,15.292278,7.362864,0,-8.550066,15.054909,8.179730,18.241230,8.581251,15.213363,8.774926,14.680786,8.961761,14.092414,9.142699,15.694169,10.593224,15.333603,10.700107,16.445454,0,-0.01645,0.00415,-0.01846,-0.01361,0.00757,-0.01237,0.00998,-0.00580,6.548432,1.48373,0.09921,3.27684
6.456,0,1,0,0,0,0,0,7.217858,6.543854,4.230938,13.761712,0.000000,3.774094,-78.601234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.818726,24.438705,82.680717,80.312912,17.139446,4.914196,-8.806455,19.755100,-10.159678,0,0,18.228453,6.394287,0,4.797135,20.163651,15.318741,7.367568,0,-8.613391,15.046638,8.179295,18.236189,8.584302,15.242634,8.774091,14.704606,8.954297,14.103565,9.147131,15.701025,10.595553,15.331316,10.698117,16.441559,0,-0.01614,0.00337,-0.02029,-0.01408,0.00742,-0.01286,0.00385,0.00519,6.544203,1.48422,0.09960,3.27615
6.457,0,1,0,0,0,0,0,7.226355,6.538657,4.009704,13.765011,0.000000,3.538656,-81.581573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.828720,24.759367,82.576431,79.657181,17.135805,4.913664,-9.080257,19.748140,-10.441557,0,0,18.217850,6.393242,0,4.800818,19.780912,15.338467,7.371499,0,-9.285347,15.035796,8.180854,18.224558,8.589345,15.272842,8.765142,14.717870,8.946039,14.109716,9.152099,15.706178,10.597179,15.327268,10.697486,16.439280,0,-0.01758,0.00365,-0.01770,-0.01273,0.00803,-0.01299,0.00577,0.00725,6.537540,1.48462,0.09980,3.27639
6.458,0,1,0,0,0,0,0,7.235144,6.533254,3.786822,13.768398,0.000000,3.299352,-85.026711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.671082,25.127426,82.448029,78.972977,17.131983,4.912817,-9.396797,19.740393,-10.718282,0,0,18.206736,6.392589,0,4.802450,19.405294,15.357258,7.375321,0,-10.041874,15.024597,8.182691,18.212011,8.594666,15.303182,8.755067,14.729668,8.937672,14.115172,9.157140,15.711094,10.598707,15.322973,10.697042,16.437223,0,-0.01804,0.00340,-0.01877,-0.01445,0.00830,-0.01274,0.00635,0.01030,6.530539,1.48425,0.09975,3.27678
6.459,0,1,0,0,0,0,0,7.246401,6.525004,3.563939,13.771406,0.000000,3.060049,-88.471848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.513443,25.495483,82.319626,78.288780,17.128160,4.911970,-9.713338,19.732645,-10.995007,0,0,18.195623,6.391935,0,4.804082,19.029676,15.376048,7.379145,0,-10.798401,15.013397,8.184528,18.199465,8.599986,15.333520,8.744992,14.741465,8.929304,14.120628,9.162182,15.716009,10.600236,15.318679,10.696599,16.435167,0,-0.01810,0.00327,-0.01984,-0.01279,0.00732,-0.01158,0.00464,-0.01228,6.523538,1.48462,0.09999,3.27676
6.460,0,1,0,0,0,0,0,7.257761,6.516636,3.341057,13.774398,0.000000,2.820745,-91.916985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.355820,25.863543,82.191216,77.604576,17.124338,4.911123,-10.029878,19.724897,-11.271731,0,0,18.184511,6.391282,0,4.805715,18.654058,15.394838,7.382968,0,-11.554928,15.002198,8.186365,18.186918,8.605307,15.363859,8.734917,14.753263,8.920936,14.126084,9.167223,15.720925,10.601764,15.314384,10.696157,16.433111,0,-0.01596,0.00308,-0.01984,-0.01305,0.00928,-0.01186,0.00851,0.00366,6.516536,1.48431,0.10026,3.27668
6.461,0,1,0,0,0,0,0,7.263280,6.510890,3.153771,13.774171,0.000000,2.621946,-94.332466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.075333,26.049860,81.960373,76.683273,17.121710,4.911959,-10.251818,19.707998,-11.328221,0,0,18.173424,6.389375,0,4.809285,18.664581,15.402215,7.383629,0,-11.897284,14.987742,8.187361,18.179470,8.605116,15.386185,8.727900,14.764415,8.913213,14.134025,9.172375,15.731121,10.604003,15.306630,10.693434,16.429073,0,-0.01633,0.00189,-0.02045,-0.01357,0.00711,-0.01285,0.00433,0.00183,6.512663,1.48389,0.10033,3.27681
6.462,0,1,0,0,0,0,0,7.268557,6.505254,2.971431,13.773810,0.000000,2.428775,-96.604874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.916748,26.210924,81.715302,75.729027,17.119247,4.913029,-10.460613,19.689829,-11.354110,0,0,18.162340,6.387294,0,4.813125,18.728762,15.408006,7.383850,0,-12.182090,14.972834,8.188240,18.172729,8.604159,15.407396,8.721308,14.775478,8.905579,14.142310,9.177542,15.742051,10.606340,15.298395,10.690394,16.424757,0,-0.01752,0.00316,-0.01984,-0.01445,0.00922,-0.01231,0.00629,0.00038,6.509224,1.48404,0.10037,3.27696
6.463,0,1,0,0,0,0,0,7.267270,6.503517,2.789091,13.770787,0.000000,2.235604,-98.877281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.758148,26.371988,81.470222,74.774780,17.116785,4.914099,-10.669408,19.671658,-11.379997,0,0,18.151258,6.385213,0,4.816965,18.792940,15.413796,7.384072,0,-12.466895,14.957926,8.189118,18.165991,8.603203,15.428609,8.714716,14.786542,8.897944,14.150595,9.182708,15.752980,10.608678,15.290159,10.687356,16.420443,0,-0.01831,0.00478,-0.01587,-0.01416,0.00830,-0.01230,0.00406,0.00404,6.505785,1.48358,0.10061,3.27718
6.464,0,1,0,0,0,0,0,7.265710,6.501943,2.606752,13.767653,0.000000,2.042433,-101.149689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.599548,26.533052,81.225151,73.820534,17.114323,4.915169,-10.878203,19.653488,-11.405886,0,0,18.140175,6.383132,0,4.820805,18.857121,15.419587,7.384293,0,-12.751701,14.943017,8.189998,18.159250,8.602245,15.449821,8.708123,14.797606,8.890311,14.158880,9.187875,15.763910,10.611015,15.281924,10.684317,16.416126,0,-0.01666,0.00327,-0.02457,-0.01259,0.00861,-0.01233,0.00818,0.00359,6.502347,1.48682,0.10068,3.27741
6.465,0,1,0,0,0,0,0,7.259739,6.503737,2.459646,13.763476,0.000000,1.886182,-103.081062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.994995,26.528078,81.354279,72.933586,17.099394,4.911897,-11.054482,19.643785,-11.213180,0,0,18.122303,6.383448,0,4.822238,19.069502,15.443349,7.380576,0,-12.972186,14.937175,8.190994,18.154085,8.602252,15.467251,8.700294,14.814707,8.872785,14.177991,9.194955,15.782976,10.608152,15.275796,10.684565,16.411108,0,-0.01669,0.00423,-0.01755,-0.01357,0.00894,-0.01286,-0.00137,0.00198,6.503624,1.48209,0.10044,3.27717
6.466,0,1,0,0,0,0,0,7.253584,6.505671,2.317436,13.759255,0.000000,1.735062,-104.965042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.467438,26.500031,81.535400,72.055984,17.082735,4.908022,-11.226243,19.635260,-10.990099,0,0,18.103487,6.384096,0,4.823338,19.302477,15.469607,7.376311,0,-13.183733,14.932591,8.192008,18.149139,8.602392,15.484155,8.692293,14.832646,8.853883,14.198606,9.202301,15.803172,10.604567,15.269960,10.685270,16.405991,0,-0.02014,0.00331,-0.02090,-0.01357,0.00787,-0.01228,0.00229,-0.01244,6.505557,1.48380,0.10058,3.27686
6.467,0,1,0,0,0,0,0,7.248495,6.507609,2.175226,13.756104,0.000000,1.583942,-106.849022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.939865,26.471985,81.716522,71.178391,17.066076,4.904147,-11.398004,19.626734,-10.767019,0,0,18.084671,6.384745,0,4.824437,19.535450,15.495866,7.372046,0,-13.395280,14.928009,8.193022,18.144194,8.602531,15.501059,8.684292,14.850587,8.834982,14.219220,9.209647,15.823368,10.600981,15.264125,10.685975,16.400875,0,-0.01700,0.00275,-0.01953,-0.01410,0.00858,-0.01288,0.00955,0.01740,6.507490,1.48334,0.10081,3.27676
6.468,0,1,0,0,0,0,0,7.243450,6.509547,2.033017,13.752996,0.000000,1.432822,-108.733009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.412308,26.443939,81.897652,70.300789,17.049417,4.900271,-11.569764,19.618208,-10.543939,0,0,18.065855,6.385394,0,4.825537,19.768425,15.522124,7.367782,0,-13.606827,14.923426,8.194036,18.139248,8.602672,15.517963,8.676291,14.868527,8.816081,14.239835,9.216993,15.843564,10.597395,15.258289,10.686681,16.395758,0,-0.01669,0.00240,-0.02075,-0.01274,0.00790,-0.01320,-0.00253,0.01167,6.509422,1.48407,0.10070,3.27668
6.469,0,1,0,0,0,0,0,7.243705,6.508536,1.920656,13.752242,0.000000,1.318854,-109.074554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.344376,26.205359,82.354347,69.721489,17.044828,4.899067,-11.600759,19.606655,-10.011108,0,0,18.056398,6.387191,0,4.832716,19.956547,15.544932,7.364587,0,-13.514489,14.895754,8.197235,18.129988,8.600419,15.548311,8.667785,14.892991,8.791458,14.272959,9.223657,15.858234,10.595545,15.253593,10.686033,16.390347,0,-0.01917,0.00237,-0.01755,-0.01495,0.00845,-0.01187,0.00861,0.01259,6.508456,1.48294,0.10065,3.27694
6.470,0,1,0,0,0,0,0,7.244182,6.507403,1.812444,13.751585,0.000000,1.210048,-109.201775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.340302,25.937523,82.849342,69.183624,17.041916,4.898235,-11.612192,19.594679,-9.435238,0,0,18.048243,6.389148,0,4.840740,20.138435,15.567261,7.361541,0,-13.379927,14.864873,8.200738,18.120129,8.597834,15.580527,8.659208,14.918361,8.766041,14.307820,9.230225,15.872137,10.593935,15.249055,10.685198,16.384895,0,-0.01746,0.00453,-0.01968,-0.01360,0.00842,-0.01282,0.01376,-0.00038,6.507088,1.48367,0.10100,3.27724
6.471,0,1,0,0,0,0,0,7.244321,6.505846,1.704231,13.750168,0.000000,1.101242,-109.328995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.336243,25.669687,83.344337,68.645767,17.039005,4.897403,-11.623627,19.582705,-8.859368,0,0,18.040087,6.391105,0,4.848765,20.320324,15.589589,7.358495,0,-13.245364,14.833993,8.204241,18.110268,8.595248,15.612743,8.650631,14.943730,8.740623,14.342682,9.236793,15.886040,10.592326,15.244516,10.684362,16.379444,0,-0.01596,0.00356,-0.02029,-0.01321,0.00800,-0.01265,-0.00620,-0.06126,6.505719,1.48083,0.10108,3.27662
6.472,0,1,0,0,0,0,0,7.244447,6.504272,1.596018,13.748719,0.000000,0.992436,-109.456215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.332169,25.401852,83.839333,68.107910,17.036093,4.896571,-11.635060,19.570730,-8.283498,0,0,18.031933,6.393062,0,4.856789,20.502213,15.611918,7.355448,0,-13.110802,14.803112,8.207744,18.100409,8.592664,15.644960,8.642055,14.969101,8.715205,14.377543,9.243361,15.899942,10.590717,15.239979,10.683527,16.373993,0,-0.01559,0.00241,-0.02289,-0.01379,0.00778,-0.01299,0.01285,-0.00534,6.504351,1.48477,0.10096,3.27586
6.473,0,1,0,0,0,0,0,7.238643,6.504877,1.478361,13.743520,0.000000,0.873927,-109.640541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.198273,25.103333,84.344688,67.707390,17.030313,4.898460,-11.651484,19.560467,-8.041249,0,0,18.029413,6.391393,0,4.863490,20.675753,15.633547,7.351988,0,-12.802184,14.797120,8.206619,18.091259,8.588572,15.670666,8.636687,14.995008,8.698324,14.391602,9.247609,15.904464,10.588496,15.235740,10.684014,16.370619,0,-0.01602,0.00351,-0.02075,-0.01396,0.00916,-0.01294,0.00809,0.00549,6.503864,1.48331,0.10125,3.27642
6.474,0,1,0,0,0,0,0,7.232591,6.505573,1.359391,13.738164,0.000000,0.754069,-109.832802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.907394,24.800552,84.851486,67.325951,17.024134,4.900729,-11.668600,19.550440,-7.845359,0,0,18.027678,6.389220,0,4.870006,20.848135,15.655078,7.348471,0,-12.469382,14.794587,8.204851,18.082207,8.584270,15.695466,8.631766,15.020989,8.682630,14.402769,9.251536,15.907683,10.586190,15.231543,10.684686,16.367533,0,-0.01791,0.00398,-0.01877,-0.01445,0.00842,-0.01122,0.00583,0.00168,6.503500,1.48456,0.10142,3.27718
6.475,0,1,0,0,0,0,0,7.227810,6.504397,1.240421,13.732207,0.000000,0.634212,-110.025063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.616516,24.497770,85.358292,66.944519,17.017956,4.902997,-11.685717,19.540415,-7.649468,0,0,18.025944,6.387048,0,4.876523,21.020515,15.676609,7.344954,0,-12.136580,14.792053,8.203084,18.073156,8.579968,15.720266,8.626845,15.046971,8.666935,14.413937,9.255464,15.910902,10.583885,15.227346,10.685357,16.364447,0,-0.01700,0.00334,-0.02167,-0.01306,0.00717,-0.01331,0.00589,0.00130,6.503136,1.48605,0.10118,3.27715
6.476,0,1,0,0,0,0,0,7.223083,6.503143,1.121451,13.726226,0.000000,0.514354,-110.217331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.325638,24.194990,85.865089,66.563080,17.011776,4.905265,-11.702833,19.530388,-7.453578,0,0,18.024208,6.384875,0,4.883039,21.192898,15.698141,7.341436,0,-11.803777,14.789519,8.201316,18.064106,8.575666,15.745067,8.621924,15.072953,8.651240,14.425103,9.259391,15.914121,10.581579,15.223149,10.686028,16.361361,0,-0.01822,0.00362,-0.02151,-0.01372,0.00656,-0.01187,0.00739,0.01366,6.502772,1.48376,0.10136,3.27700
6.477,0,1,0,0,0,0,0,7.227689,6.495784,1.038410,13.723474,0.000000,0.423400,-111.879562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.641281,24.317253,86.182724,65.971886,17.007864,4.905545,-11.855370,19.517359,-7.495837,0,0,18.016500,6.383970,0,4.883955,20.933258,15.716893,7.340466,0,-11.805338,14.779449,8.194669,18.057194,8.583146,15.762201,8.617272,15.093089,8.632482,14.437680,9.264882,15.915802,10.582441,15.216903,10.683656,16.353603,0,-0.02222,0.00352,-0.01984,-0.01355,0.00870,-0.01224,0.01047,-0.00710,6.494734,1.48349,0.10163,3.27718
6.478,0,1,0,0,0,0,0,7.232685,6.488171,0.960362,13.720856,0.000000,0.336462,-113.746056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.041214,24.498577,86.474068,65.351540,17.004267,4.905549,-12.026723,19.503912,-7.571187,0,0,18.007963,6.383242,0,4.884092,20.613588,15.735259,7.339849,0,-11.853359,14.768331,8.187344,18.050579,8.592263,15.778270,8.612659,15.112413,8.613297,14.450453,9.270591,15.917269,10.583744,15.210372,10.680860,16.345196,0,-0.00919,0.00365,-0.01785,-0.01276,0.00815,-0.01131,0.00555,0.00793,6.485629,1.48364,0.10150,3.27741
6.479,0,1,0,0,0,0,0,7.242598,6.477901,0.882313,13.720499,0.000000,0.249524,-115.612549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.441147,24.679901,86.765419,64.731194,17.000669,4.905553,-12.198076,19.490465,-7.646537,0,0,17.999426,6.382513,0,4.884230,20.293919,15.753626,7.339232,0,-11.901381,14.757213,8.180018,18.043962,8.601379,15.794338,8.608045,15.131737,8.594113,14.463224,9.276299,15.918736,10.585047,15.203841,10.678063,16.336788,0,-0.01712,0.00339,-0.02090,-0.01402,0.00885,-0.01277,0.01328,0.00275,6.476523,1.48611,0.10156,3.27717
6.480,0,1,0,0,0,0,0,7.252716,6.467522,0.804265,13.720238,0.000000,0.162587,-117.479034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.841080,24.861225,87.056763,64.110847,16.997072,4.905557,-12.369430,19.477018,-7.721887,0,0,17.990889,6.381784,0,4.884368,19.974249,15.771992,7.338616,0,-11.949403,14.746094,8.172693,18.037348,8.610497,15.810407,8.603431,15.151061,8.574929,14.475997,9.282009,15.920203,10.586349,15.197309,10.675268,16.328381,0,-0.01666,0.00409,-0.02014,-0.01381,0.00833,-0.01311,0.01035,0.00137,6.467419,1.48523,0.10190,3.27686
6.481,0,1,0,0,0,0,0,7.261279,6.459088,0.698290,13.720366,0.000000,0.050725,-118.714981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.434235,25.295315,87.104767,63.427315,16.994677,4.910810,-12.482895,19.465263,-8.201091,0,0,17.985603,6.378577,0,4.887151,19.621954,15.791506,7.342061,0,-11.898066,14.735449,8.171690,18.024271,8.613062,15.843761,8.593967,15.185428,8.561896,14.486936,9.288904,15.925304,10.585549,15.187013,10.673506,16.319862,0,-0.01840,0.00534,-0.02029,-0.01384,0.00888,-0.01247,0.00763,0.00458,6.459923,1.48511,0.10183,3.27676
6.482,0,1,0,0,0,0,0,7.269777,6.450735,0.588434,13.720511,0.000000,-0.064599,-119.863312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.915268,25.764526,87.118950,62.735004,16.992447,4.916794,-12.588315,19.453743,-8.736410,0,0,17.980772,6.375025,0,4.890302,19.265127,15.811178,7.346070,0,-11.832923,14.724869,8.171565,18.010298,8.614717,15.879519,8.583830,15.221885,8.549718,14.497619,9.295965,15.930911,10.584458,15.176191,10.671887,16.311329,0,-0.01968,0.00426,-0.02045,-0.01524,0.00851,-0.01271,0.00464,0.00229,6.452651,1.48422,0.10175,3.27668
6.483,0,1,0,0,0,0,0,7.276908,6.444302,0.478578,13.721210,0.000000,-0.179923,-121.011642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.396301,26.233738,87.133141,62.042694,16.990217,4.922777,-12.693736,19.442225,-9.271729,0,0,17.975939,6.371473,0,4.893454,18.908298,15.830851,7.350080,0,-11.767780,14.714289,8.171439,17.996323,8.616373,15.915275,8.573692,15.258341,8.537540,14.508303,9.303025,15.936517,10.583366,15.165371,10.670269,16.302795,0,-0.01816,0.00319,-0.02060,-0.01270,0.00861,-0.01198,-0.00052,0.00496,6.445378,1.48438,0.10205,3.27714
