"Time","51 right DS","50 left DS","v3 R COP","v2 L COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","33 FLy (cm)","35 FRy (cm)","30 HRy (cm)","28 HLy (cm)","3 Platform"
4.073,0,1,0.000000,6.909757,6.173916,-0.669102,6.209414,6.946925,5.379656,4.606610,6.872463,0.00013
4.074,0,1,0.000000,6.904991,6.172824,-0.669427,6.208665,6.942290,5.380634,4.604374,6.868445,0.00013
4.075,0,1,0.000000,6.900237,6.171746,-0.668034,6.207922,6.937678,5.381627,4.602117,6.864251,-0.00013
4.076,0,1,0.000000,6.896138,6.171436,-0.666640,6.207180,6.933066,5.382620,4.599859,6.860058,0.00003
4.077,0,1,0.000000,6.892083,6.171137,-0.665247,6.206437,6.928454,5.383614,4.597602,6.855864,-0.00010
4.078,0,1,0.000000,6.890365,6.171452,-0.641789,6.205780,6.924582,5.384860,4.594415,6.856668,0.00013
4.079,0,1,0.000000,6.888660,6.171779,-0.616822,6.205129,6.920760,5.386123,4.591164,6.857812,0.00028
4.080,0,1,0.000000,6.887648,6.172755,-0.591855,6.204479,6.916937,5.387386,4.587914,6.858958,0.00013
4.081,0,1,0.000000,6.886616,6.173743,-0.566888,6.203828,6.913115,5.388649,4.584662,6.860103,0.00018
4.082,0,1,0.000000,6.884588,6.175437,-0.517527,6.203159,6.908897,5.389594,4.580576,6.861778,0.00015
4.083,0,1,0.000000,6.882584,6.177142,-0.466498,6.202488,6.904653,5.390516,4.576434,6.863489,0.00005
4.084,0,1,0.000000,6.881958,6.179465,-0.415469,6.201818,6.900408,5.391438,4.572290,6.865201,0.00028
4.085,0,1,0.000000,6.881396,6.181797,-0.364440,6.201147,6.896163,5.392361,4.568147,6.866912,0.00013
4.086,0,1,0.000000,6.884290,6.184608,-0.304155,6.200858,6.895252,5.393486,4.563074,6.872037,0.00000
4.087,0,1,0.000000,6.887166,6.187423,-0.243236,6.200596,6.894569,5.394624,4.557936,6.877397,0.00015
4.088,0,1,0.000000,6.889042,6.190523,-0.182318,6.200334,6.893886,5.395763,4.552799,6.882756,0.00010
4.089,0,1,0.000000,6.890818,6.193624,-0.121399,6.200071,6.893203,5.396901,4.547662,6.888115,0.00025
4.090,0,1,0.000000,6.887123,6.196820,-0.061539,6.200080,6.892736,5.397898,4.542472,6.880268,-0.00005
4.091,0,1,0.000000,6.883397,6.200016,-0.001750,6.200108,6.892285,5.398885,4.537280,6.871518,0.00031
4.092,0,1,0.000000,6.878018,6.203213,0.058038,6.200135,6.891833,5.399872,4.532087,6.862768,0.00025
4.093,0,1,0.000000,6.872699,6.206408,0.117827,6.200162,6.891382,5.400859,4.526895,6.854017,0.00031
4.094,0,1,0.000000,6.870627,6.209515,0.165729,6.200590,6.891263,5.401054,4.522312,6.852198,0.00015
4.095,0,1,0.000000,6.868601,6.212617,0.212820,6.201044,6.891167,5.401195,4.517772,6.850852,0.00015
4.096,0,1,0.000000,6.869030,6.215434,0.259910,6.201498,6.891070,5.401335,4.513231,6.849507,0.00003
4.097,0,1,0.000000,6.869464,6.218244,0.307000,6.201952,6.890975,5.401476,4.508691,6.848161,0.00007
4.098,0,1,0.000000,6.870232,6.220630,0.343860,6.202335,6.891048,5.400974,4.504823,6.848892,-0.00013
4.099,0,1,0.000000,6.870989,6.223014,0.380020,6.202713,6.891134,5.400427,4.501000,6.849764,0.00015
4.100,0,1,0.000000,6.871225,6.225230,0.416180,6.203091,6.891220,5.399881,4.497178,6.850637,0.00040
4.101,0,1,0.000000,6.871448,6.227448,0.452340,6.203469,6.891305,5.399334,4.493355,6.851510,0.00031
4.102,0,1,0.000000,6.870931,6.229783,0.488052,6.203918,6.891507,5.399456,4.490526,6.850725,0.00005
4.103,0,1,0.000000,6.870420,6.232118,0.523732,6.204372,6.891716,5.399622,4.487765,6.849827,0.00028
4.104,0,1,0.000000,6.870219,6.234472,0.559413,6.204826,6.891925,5.399788,4.485004,6.848928,-0.00010
4.105,0,1,0.000000,6.870041,6.236825,0.595094,6.205280,6.892135,5.399955,4.482244,6.848030,0.00022
4.106,0,1,0.000000,6.871117,6.239058,0.628027,6.205799,6.892345,5.398378,4.480339,6.849907,0.00013
4.107,0,1,0.000000,6.872195,6.241293,0.660773,6.206321,6.892557,5.396683,4.478493,6.851975,0.00028
4.108,0,1,0.000000,6.873391,6.243572,0.693518,6.206844,6.892768,5.394988,4.476647,6.854043,0.00000
4.109,0,1,0.000000,6.874564,6.245853,0.726263,6.207367,6.892979,5.393293,4.474802,6.856110,0.00003
4.110,0,1,0.000000,6.874514,6.248299,0.751270,6.208316,6.893376,5.390666,4.473724,6.854905,0.00028
4.111,0,1,0.000000,6.874448,6.250739,0.775748,6.209294,6.893786,5.387975,4.472699,6.853476,0.00038
4.112,0,1,0.000000,6.873548,6.252872,0.800225,6.210273,6.894196,5.385283,4.471674,6.852046,0.00015
4.113,0,1,0.000000,6.872649,6.254989,0.824703,6.211251,6.894606,5.382593,4.470649,6.850617,0.00015
4.114,0,1,0.000000,6.871864,6.256260,0.820574,6.212317,6.895396,5.381006,4.470248,6.849714,0.00013
4.115,0,1,0.000000,6.871105,6.257514,0.814490,6.213388,6.896212,5.379495,4.469890,6.848847,-0.00010
4.116,0,1,0.000000,6.871721,6.257820,0.808405,6.214459,6.897028,5.377985,4.469532,6.847980,0.00000
4.117,0,1,0.000000,6.872374,6.258108,0.802320,6.215530,6.897844,5.376473,4.469174,6.847113,0.00005
4.118,0,1,0.000000,6.875010,6.257478,0.768183,6.216356,6.898868,5.376744,4.469465,6.850215,0.00003
4.119,0,1,0.000000,6.877631,6.256832,0.732127,6.217164,6.899905,5.377138,4.469800,6.853588,0.00013
4.120,0,1,0.000000,6.879478,6.255329,0.696071,6.217972,6.900943,5.377531,4.470136,6.856961,0.00003
4.121,0,1,0.000000,6.881262,6.253811,0.660015,6.218781,6.901980,5.377923,4.470471,6.860334,-0.00015
4.122,0,1,0.000000,6.879694,6.251531,0.600620,6.219441,6.902781,5.379214,4.470876,6.856047,0.00005
4.123,0,1,0.000000,6.878110,6.249242,0.539630,6.220091,6.903565,5.380567,4.471286,6.851235,-0.00013
4.124,0,1,0.000000,6.875712,6.246401,0.478639,6.220741,6.904349,5.381918,4.471695,6.846424,0.00003
4.125,0,1,0.000000,6.873361,6.243556,0.417649,6.221391,6.905134,5.383271,4.472105,6.841612,0.00005
4.126,0,1,0.000000,6.873513,6.240417,0.354934,6.221624,6.905488,5.384843,4.472796,6.844163,0.00021
4.127,0,1,0.000000,6.873715,6.237278,0.292100,6.221829,6.905812,5.386431,4.473506,6.847218,0.00015
4.128,0,1,0.000000,6.876710,6.234163,0.229267,6.222034,6.906137,5.388018,4.474217,6.850272,0.00015
4.129,0,1,0.000000,6.879740,6.231053,0.166434,6.222238,6.906461,5.389606,4.474927,6.853326,-0.00013
4.130,0,1,0.000000,6.884671,6.228242,0.115977,6.222239,6.907053,5.391909,4.476088,6.861698,0.00000
4.131,0,1,0.000000,6.889592,6.225438,0.066366,6.222226,6.907662,5.394261,4.477278,6.870434,-0.00010
4.132,0,1,0.000000,6.894051,6.222938,0.016755,6.222213,6.908272,5.396613,4.478469,6.879170,0.00015
4.133,0,1,0.000000,6.898468,6.220444,-0.032856,6.222200,6.908882,5.398965,4.479660,6.887906,-0.00007
4.134,0,1,0.000000,6.900619,6.218235,-0.065644,6.221955,6.909560,5.401317,4.481221,6.892218,-0.00013
4.135,0,1,0.000000,6.902777,6.216035,-0.097282,6.221694,6.910244,5.403668,4.482808,6.896227,0.00018
4.136,0,1,0.000000,6.905282,6.214326,-0.128919,6.221433,6.910927,5.406019,4.484394,6.900237,0.00013
4.137,0,1,0.000000,6.907845,6.212629,-0.160557,6.221171,6.911610,5.408370,4.485980,6.904246,0.00013
4.138,0,1,0.000000,6.913509,6.211582,-0.174284,6.220956,6.912235,5.410938,4.487572,6.915370,0.00043
4.139,0,1,0.000000,6.919188,6.210541,-0.186786,6.220744,6.912855,5.413520,4.489165,6.926981,-0.00003
4.140,0,1,0.000000,6.925694,6.209813,-0.199288,6.220531,6.913476,5.416103,4.490757,6.938592,0.00000
4.141,0,1,0.000000,6.932159,6.209083,-0.211790,6.220319,6.914096,5.418685,4.492350,6.950204,-0.00010
4.142,0,1,0.000000,6.936478,6.208261,-0.224571,6.220077,6.914861,5.421774,4.493958,6.956402,0.00015
4.143,0,1,0.000000,6.940763,6.207435,-0.237371,6.219831,6.915636,5.424899,4.495567,6.962230,0.00013
4.144,0,1,0.000000,6.943199,6.206426,-0.250171,6.219587,6.916410,5.428023,4.497177,6.968058,0.00005
4.145,0,1,0.000000,6.945621,6.205413,-0.262971,6.219342,6.917185,5.431147,4.498785,6.973886,0.00003
4.146,0,1,0.000000,6.947303,6.204221,-0.282564,6.219121,6.918344,5.433549,4.500254,6.976132,0.00013
4.147,0,1,0.000000,6.948981,6.203026,-0.302621,6.218901,6.919530,5.435903,4.501713,6.978132,0.00031
4.148,0,1,0.000000,6.950499,6.201666,-0.322678,6.218681,6.920715,5.438255,4.503172,6.980133,0.00000
4.149,0,1,0.000000,6.952020,6.200304,-0.342734,6.218461,6.921901,5.440609,4.504632,6.982133,0.00015
4.150,0,1,0.000000,6.953750,6.198784,-0.369224,6.218256,6.922601,5.443513,4.505884,6.985166,0.00022
4.151,0,1,0.000000,6.955484,6.197262,-0.396152,6.218050,6.923267,5.446456,4.507122,6.988268,0.00015
4.152,0,1,0.000000,6.957501,6.195534,-0.423081,6.217845,6.923934,5.449399,4.508360,6.991371,0.00000
4.153,0,1,0.000000,6.896845,6.193802,-0.450010,6.217641,6.924601,5.452341,4.509598,6.994474,0.00028
4.154,0,1,0.000000,3.417105,6.191855,-0.473936,6.216995,6.925468,5.456223,4.510652,6.998509,0.00013
4.155,0,0,0.000000,0.000000,6.189908,-0.497656,6.216319,6.926349,5.460169,4.511693,7.002608,0.00013
4.156,0,0,0.000000,0.000000,6.187986,-0.521376,6.215642,6.927230,5.464115,4.512735,7.006707,-0.00010
4.157,0,0,0.000000,0.000000,6.186070,-0.545096,6.214967,6.928111,5.468061,4.513776,7.010806,0.00031
4.158,0,0,0.000000,0.000000,6.184475,-0.555190,6.214174,6.928738,5.470330,4.514545,7.017825,0.00013
4.159,0,0,0.000000,0.000000,6.182890,-0.564351,6.213374,6.929348,5.472484,4.515295,7.025044,0.00015
4.160,0,0,0.000000,0.000000,6.181866,-0.573513,6.212574,6.929958,5.474638,4.516045,7.032263,0.00000
4.161,0,0,0.000000,0.000000,6.180856,-0.582675,6.211774,6.930568,5.476793,4.516795,7.039482,-0.00013
4.162,0,0,0.000000,0.000000,6.180562,-0.574128,6.211261,6.931261,5.476822,4.517623,7.049666,0.00015
4.163,0,0,0.000000,0.000000,6.180280,-0.564370,6.210768,6.931960,5.476707,4.518456,7.060052,0.00018
4.164,0,0,0.000000,0.000000,6.180573,-0.554612,6.210275,6.932658,5.476591,4.519289,7.070438,-0.00003
4.165,0,0,0.000000,0.000000,6.180873,-0.544855,6.209781,6.933357,5.476475,4.520122,7.080825,0.00013
4.166,0,0,0.000000,0.000000,6.181518,-0.522728,6.209268,6.933651,5.475208,4.520670,7.077976,0.00025
4.167,0,0,0.000000,0.000000,6.182165,-0.499755,6.208753,6.933919,5.473863,4.521199,7.074223,-0.00007
4.168,0,0,0.000000,0.000000,6.182918,-0.476783,6.208239,6.934186,5.472517,4.521727,7.070469,0.00015
4.169,0,0,0.000000,0.000000,6.183669,-0.453810,6.207724,6.934453,5.471172,4.522256,7.066716,0.00040
4.170,0,0,0.000000,0.000000,6.184363,-0.429150,6.207192,6.934804,5.469572,4.522647,7.055470,0.00013
4.171,0,0,0.000000,0.000000,6.185060,-0.404374,6.206660,6.935161,5.467954,4.523030,7.043713,0.00015
4.172,0,0,0.000000,0.000000,6.185914,-0.379598,6.206128,6.935518,5.466336,4.523412,7.031956,0.00007
4.173,0,0,0.000000,0.000000,6.186774,-0.354823,6.205595,6.935874,5.464718,4.523794,7.020198,0.00028
4.174,0,0,0.000000,0.000000,6.188008,-0.327237,6.205406,6.936347,5.462058,4.523546,7.031016,0.00005
4.175,0,0,0.000000,0.000000,6.189245,-0.299458,6.205241,6.936828,5.459326,4.523256,7.043377,-0.00010
4.176,0,0,0.000000,0.000000,6.190614,-0.271680,6.205075,6.937309,5.456594,4.522965,7.055738,0.00003
4.177,0,0,0.000000,0.000000,6.191980,-0.243902,6.204909,6.937790,5.453862,4.522674,7.068099,0.00021
4.178,0,0,0.000000,0.000000,6.193186,-0.218853,6.204741,6.938654,5.450552,4.522816,7.068807,0.00003
4.179,0,0,0.000000,0.000000,6.194391,-0.193990,6.204572,6.939544,5.447202,4.522986,7.068717,0.00015
4.180,0,0,0.000000,0.000000,6.195491,-0.169127,6.204403,6.940434,5.443852,4.523158,7.068628,0.00013
4.181,0,0,0.000000,0.000000,6.196592,-0.144265,6.204235,6.941324,5.440503,4.523328,7.068539,0.00003
4.182,0,0,0.000000,0.000000,6.197742,-0.115457,6.203957,6.941743,5.436853,4.523783,7.060421,0.00000
4.183,0,0,0.000000,0.000000,6.198895,-0.086380,6.203673,6.942130,5.433183,4.524257,7.051753,0.00003
4.184,0,0,0.000000,0.000000,6.200243,-0.057303,6.203388,6.942516,5.429513,4.524731,7.043086,0.00003
4.185,0,0,0.000000,0.000000,6.201595,-0.028226,6.203104,6.942903,5.425843,4.525204,7.034419,0.00003
4.186,0,0,0.000000,0.000000,6.203235,-0.000128,6.203316,6.943637,5.422387,4.526029,7.032399,0.00025
4.187,0,0,0.000000,0.000000,6.204877,0.027904,6.203562,6.944396,5.418946,4.526877,7.030834,0.00031
4.188,0,0,0.000000,0.000000,6.206688,0.055936,6.203808,6.945154,5.415505,4.527725,7.029268,0.00028
4.189,0,0,0.000000,0.000000,6.208499,0.083967,6.204055,6.945912,5.412064,4.528574,7.027703,0.00003
4.190,0,0,0.000000,0.000000,6.210341,0.118942,6.204088,6.946363,5.409119,4.529639,7.022793,-0.00013
4.191,0,0,0.000000,0.000000,6.212186,0.154392,6.204107,6.946794,5.406209,4.530719,7.017655,-0.00013
4.192,0,0,0.000000,0.000000,6.214131,0.189842,6.204126,6.947224,5.403297,4.531799,7.012516,0.00015
4.193,0,0,0.000000,0.000000,6.216079,0.225292,6.204145,6.947655,5.400387,4.532879,7.007378,0.00015
4.194,0,0,0.000000,0.000000,6.218213,0.261446,6.204393,6.947834,5.398646,4.533860,7.010351,0.00025
4.195,0,0,0.000000,0.000000,6.220348,0.297648,6.204657,6.947997,5.396985,4.534835,7.013878,0.00015
4.196,0,0,0.000000,0.000000,6.222572,0.333851,6.204921,6.948159,5.395325,4.535809,7.017405,0.00013
4.197,0,0,0.000000,0.000000,6.224797,0.370053,6.205184,6.948321,5.393664,4.536784,7.020932,0.00031
4.198,0,0,0.000000,0.000000,6.227014,0.405172,6.205616,6.947748,5.391888,4.537033,7.019181,0.00013
4.199,0,0,0.000000,0.000000,6.229235,0.440217,6.206060,6.947125,5.390104,4.537232,7.017069,0.00003
4.200,0,0,0.000000,0.000000,6.231607,0.475262,6.206504,6.946501,5.388320,4.537431,7.014957,-0.00003
4.201,0,0,0.000000,0.000000,6.233983,0.510307,6.206948,6.945878,5.386536,4.537631,7.012845,0.00003
4.202,0,0,0.000000,0.000000,6.236590,0.541152,6.207714,6.945611,5.385444,4.538497,7.019139,0.00038
4.203,0,0,0.000000,0.000000,6.239191,0.571709,6.208500,6.945368,5.384400,4.539409,7.026009,0.00007
4.204,0,0,0.000000,0.000000,6.241428,0.602267,6.209287,6.945126,5.383355,4.540321,7.032878,0.00003
4.205,0,0,0.000000,0.000000,6.243649,0.632824,6.210074,6.944883,5.382311,4.541234,7.039748,0.00003
4.206,0,0,0.000000,0.000000,6.244931,0.643390,6.210581,6.944481,5.381888,4.542002,7.042464,0.00003
4.207,0,0,0.000000,0.000000,6.246203,0.652589,6.211069,6.944068,5.381507,4.542761,7.044897,0.00000
4.208,0,0,0.000000,0.000000,6.246916,0.661788,6.211556,6.943655,5.381127,4.543520,7.047330,0.00013
4.209,0,0,0.000000,0.000000,6.247629,0.670987,6.212044,6.943242,5.380746,4.544279,7.049762,0.00010
4.210,0,0,0.000000,0.000000,6.248277,0.663839,6.212952,6.943225,5.381108,4.545879,7.050883,-0.00018
4.211,0,0,0.000000,0.000000,6.248920,0.655574,6.213888,6.943234,5.381521,4.547536,7.051914,0.00003
4.212,0,0,0.000000,0.000000,6.249293,0.647309,6.214825,6.943244,5.381934,4.549193,7.052944,0.00000
4.213,0,0,0.000000,0.000000,6.249654,0.639044,6.215761,6.943254,5.382347,4.550850,7.053975,0.00018
4.214,0,0,0.000000,0.000000,6.249414,0.615018,6.216541,6.943110,5.383364,4.552892,7.051464,-0.00003
4.215,0,0,0.000000,0.000000,6.249164,0.589914,6.217310,6.942955,5.384423,4.554961,7.048710,0.00029
4.216,0,0,0.000000,0.000000,6.248329,0.564811,6.218080,6.942800,5.385482,4.557030,7.045956,0.00022
4.217,0,0,0.000000,0.000000,6.247487,0.539707,6.218849,6.942645,5.386541,4.559098,7.043202,-0.00013
4.218,0,0,0.000000,0.000000,6.246225,0.511461,6.219113,6.942585,5.388143,4.561687,7.039068,0.00000
4.219,0,0,0.000000,0.000000,6.244963,0.483000,6.219344,6.942531,5.389782,4.564311,7.034839,-0.00025
4.220,0,0,0.000000,0.000000,6.243670,0.454539,6.219574,6.942476,5.391421,4.566936,7.030611,0.00003
4.221,0,0,0.000000,0.000000,6.242383,0.426077,6.219804,6.942422,5.393060,4.569560,7.026382,-0.00003
4.222,0,0,0.000000,0.000000,6.241461,0.407124,6.220121,6.942446,5.395491,4.571434,7.031522,0.00000
4.223,0,0,0.000000,0.000000,6.240547,0.388820,6.220443,6.942475,5.397976,4.573259,7.037303,0.00010
4.224,0,0,0.000000,0.000000,6.240132,0.370517,6.220765,6.942504,5.400462,4.575083,7.043084,0.00003
4.225,0,0,0.000000,0.000000,6.239727,0.352213,6.221087,6.942533,5.402946,4.576907,7.048865,0.00022
4.226,0,0,0.000000,0.000000,6.239858,0.349775,6.221532,6.942514,5.405768,4.578166,7.047544,0.00015
4.227,0,0,0.000000,0.000000,6.239997,0.348421,6.221986,6.942491,5.408614,4.579387,7.045738,0.00018
4.228,0,0,0.000000,0.000000,6.240592,0.347068,6.222440,6.942469,5.411458,4.580607,7.043931,-0.00010
4.229,0,0,0.000000,0.000000,6.241195,0.345714,6.222893,6.942446,5.414303,4.581828,7.042125,0.00013
4.230,0,0,0.000000,0.000000,6.242196,0.368185,6.222970,6.942485,5.417413,4.582755,7.043057,0.00015
4.231,0,0,0.000000,0.000000,6.243208,0.392285,6.223022,6.942529,5.420541,4.583662,7.044178,0.00025
4.232,0,0,0.000000,0.000000,6.244814,0.416386,6.223073,6.942573,5.423669,4.584569,7.045297,0.00013
4.233,0,0,0.000000,0.000000,6.246434,0.440486,6.223125,6.942616,5.426797,4.585476,7.046417,-0.00010
4.234,0,0,0.000000,0.000000,6.248809,0.478419,6.223645,6.943007,5.429923,4.586536,7.044336,0.00015
4.235,0,0,0.000000,0.000000,6.251192,0.517299,6.224197,6.943422,5.433048,4.587606,7.042036,0.00013
4.236,0,0,0.000000,0.000000,6.254008,0.556179,6.224750,6.943837,5.436173,4.588676,7.039736,-0.00010
4.237,0,0,0.000000,0.000000,6.256825,0.595058,6.225303,6.944251,5.439299,4.589746,7.037436,0.00013
4.238,0,0,0.000000,0.000000,6.259662,0.634273,6.225949,6.944479,5.442410,4.592027,7.040456,0.00013
4.239,0,0,0.000000,0.000000,6.262496,0.673510,6.226602,6.944694,5.445519,4.594390,7.043839,0.00000
4.240,0,0,0.000000,0.000000,6.265140,0.712747,6.227254,6.944909,5.448628,4.596754,7.047223,0.00013
4.241,0,0,0.045282,0.000000,6.267778,0.751984,6.227907,6.945124,5.451738,4.599117,7.050607,0.00015
4.242,0,0,2.560925,0.000000,6.270090,0.774661,6.228846,6.945367,5.455175,4.601499,7.052011,0.00015
4.243,1,0,5.031340,0.000000,6.272394,0.796206,6.229803,6.945612,5.458634,4.603883,7.053280,0.00013
4.244,1,0,5.034225,0.000000,6.274313,0.817750,6.230761,6.945857,5.462093,4.606267,7.054550,0.00000
4.245,1,0,5.037108,0.000000,6.276226,0.839295,6.231718,6.946102,5.465552,4.608651,7.055819,0.00013
4.246,1,0,5.039776,0.000000,6.277747,0.845825,6.232793,6.946454,5.468657,4.610672,7.057113,0.00028
4.247,1,0,5.042439,0.000000,6.279263,0.851329,6.233876,6.946813,5.471739,4.612668,7.058408,0.00022
4.248,1,0,5.044868,0.000000,6.280514,0.856832,6.234959,6.947172,5.474821,4.614664,7.059703,0.00028
4.249,1,0,5.047294,0.000000,6.281762,0.862336,6.236042,6.947531,5.477902,4.616660,7.060999,0.00003
4.250,1,0,5.049493,0.000000,6.282865,0.864194,6.236954,6.948234,5.480677,4.618079,7.062109,0.00013
4.251,1,0,5.051687,0.000000,6.283964,0.865803,6.237854,6.948961,5.483430,4.619459,7.063205,0.00000
4.252,1,0,5.053642,0.000000,6.284850,0.867413,6.238755,6.949687,5.486184,4.620838,7.064302,0.00000
4.253,1,0,5.055592,0.000000,6.285731,0.869022,6.239655,6.950414,5.488938,4.622218,7.065399,0.00010
4.254,1,0,5.057288,0.000000,6.286380,0.877259,6.240001,6.951154,5.491063,4.623290,7.071417,0.00040
4.255,1,0,5.058980,0.000000,6.287033,0.885949,6.240308,6.951895,5.493145,4.624341,7.077772,-0.00003
4.256,1,0,5.060436,0.000000,6.287901,0.894639,6.240616,6.952636,5.495226,4.625392,7.084126,0.00003
4.257,1,0,5.061888,0.000000,6.288781,0.903328,6.240923,6.953377,5.497308,4.626443,7.090481,0.00005
4.258,1,0,5.063126,0.000000,6.290259,0.909182,6.242084,6.954119,5.498771,4.627290,7.086941,-0.00013
4.259,1,0,5.064361,0.000000,6.291739,0.914842,6.243303,6.954861,5.500192,4.628123,7.082725,0.00025
4.260,1,0,5.065393,0.000000,6.293294,0.920502,6.244523,6.955603,5.501613,4.628957,7.078509,0.00015
4.261,1,0,5.066423,0.000000,6.294838,0.926162,6.245742,6.956345,5.503034,4.629790,7.074293,0.00028
4.262,1,0,5.067269,0.000000,6.295802,0.914804,6.246984,6.957020,5.504389,4.630033,7.075845,0.00015
4.263,1,0,5.068112,0.000000,6.296753,0.902282,6.248228,6.957689,5.505740,4.630235,7.077791,0.00013
4.264,1,0,5.068830,0.000000,6.297008,0.889760,6.249472,6.958359,5.507090,4.630437,7.079738,0.00010
4.265,1,0,5.069547,0.000000,6.297250,0.877238,6.250716,6.959029,5.508441,4.630640,7.081685,-0.00013
4.266,1,0,5.070218,0.000000,6.296803,0.844657,6.251633,6.959559,5.509492,4.631036,7.075407,-0.00013
4.267,1,0,5.070891,0.000000,6.296340,0.810705,6.252528,6.960080,5.510523,4.631444,7.068566,0.00018
4.268,1,0,5.071652,0.000000,6.295047,0.776753,6.253423,6.960601,5.511554,4.631854,7.061726,0.00010
4.269,1,0,5.072416,0.000000,6.293739,0.742800,6.254318,6.961122,5.512586,4.632262,7.054885,0.00028
4.270,1,0,5.073362,0.000000,6.291590,0.694324,6.254772,6.961235,5.513943,4.632791,7.051593,0.00003
4.271,1,0,5.074309,0.000000,6.289439,0.644855,6.255196,6.961321,5.515323,4.633327,7.048543,0.00013
4.272,1,0,5.075277,0.000000,6.287198,0.595385,6.255619,6.961406,5.516702,4.633863,7.045493,0.00015
4.273,1,0,5.076242,0.000000,6.284969,0.545916,6.256043,6.961492,5.518082,4.634399,7.042443,0.00003
4.274,1,0,5.077038,0.000000,6.283395,0.509778,6.256545,6.961384,5.519053,4.634840,7.039044,-0.00031
4.275,1,0,5.077830,0.000000,6.281828,0.474552,6.257052,6.961262,5.519996,4.635274,7.035620,0.00015
4.276,1,0,5.078428,0.000000,6.280651,0.439325,6.257560,6.961141,5.520938,4.635709,7.032197,0.00031
4.277,1,0,5.079022,0.000000,6.279474,0.404099,6.258067,6.961020,5.521881,4.636144,7.028773,0.00040
4.278,1,0,5.079392,0.000000,6.278305,0.381337,6.258296,6.960615,5.522049,4.636246,7.031045,0.00000
4.279,1,0,5.079754,0.000000,6.277143,0.359427,6.258506,6.960191,5.522165,4.636325,7.033707,0.00013
4.280,1,0,5.079620,0.000000,6.276375,0.337518,6.258716,6.959768,5.522280,4.636405,7.036368,-0.00007
4.281,1,0,5.079473,0.000000,6.275623,0.315608,6.258925,6.959344,5.522395,4.636485,7.039030,-0.00005
4.282,1,0,5.078627,0.000000,6.275733,0.318416,6.259188,6.958838,5.522126,4.634884,7.036155,0.00010
4.283,1,0,5.077775,0.000000,6.275855,0.322913,6.259454,6.958327,5.521831,4.633168,7.032902,0.00022
4.284,1,0,5.076633,0.000000,6.276695,0.327411,6.259721,6.957816,5.521536,4.631452,7.029648,0.00028
4.285,1,0,5.075495,0.000000,6.277544,0.331909,6.259987,6.957305,5.521241,4.629735,7.026395,0.00013
4.286,1,0,5.074513,0.000000,6.278821,0.350403,6.260374,6.956555,5.521061,4.627914,7.026113,0.00003
4.287,1,0,5.073530,0.000000,6.280104,0.369854,6.260770,6.955789,5.520889,4.626085,7.026033,0.00010
4.288,1,0,5.072515,0.000000,6.281657,0.389305,6.261165,6.955023,5.520718,4.624257,7.025954,-0.00003
4.289,1,0,5.071495,0.000000,6.283214,0.408756,6.261561,6.954257,5.520545,4.622427,7.025875,0.00003
4.290,1,0,5.070222,0.000000,6.284984,0.443684,6.261692,6.953711,5.520388,4.620271,7.020865,0.00025
4.291,1,0,5.068953,0.000000,6.286763,0.479670,6.261804,6.953181,5.520230,4.618092,7.015518,0.00040
4.292,1,0,5.067873,0.000000,6.288994,0.515656,6.261917,6.952650,5.520073,4.615913,7.010171,0.00015
4.293,1,0,5.066805,0.000000,6.291237,0.551643,6.262029,6.952120,5.519916,4.613734,7.004824,0.00015
4.294,1,0,5.066373,0.000000,6.294132,0.592827,6.262831,6.951564,5.519761,4.613201,7.001055,0.00003
4.295,1,0,5.065947,0.000000,6.297032,0.634366,6.263680,6.951005,5.519606,4.612780,6.997394,0.00007
4.296,1,0,5.065781,0.000000,6.300215,0.675906,6.264528,6.950448,5.519450,4.612358,6.993732,0.00031
4.297,1,0,5.065610,0.000000,6.303397,0.717445,6.265377,6.949890,5.519295,4.611937,6.990071,0.00015
4.298,1,0,5.065220,0.000000,6.306463,0.758076,6.266326,6.949390,5.518671,4.611663,6.973233,0.00022
4.299,1,0,5.064826,0.000000,6.309531,0.798644,6.267282,6.948895,5.518015,4.611399,6.955493,-0.00013
4.300,1,0,5.064307,0.000000,6.312670,0.839212,6.268238,6.948400,5.517358,4.611135,6.937754,0.00015
4.301,1,0,5.063790,0.000000,6.315816,0.879781,6.269194,6.947905,5.516702,4.610871,6.920015,0.00003
4.302,1,0,5.063373,0.000000,6.319307,0.932556,6.269998,6.947626,5.515836,4.611083,6.913835,0.00000
4.303,1,0,5.062958,0.000000,6.322803,0.986165,6.270792,6.947361,5.514956,4.611328,6.908445,0.00013
4.304,1,0,5.062725,0.000000,6.326562,1.039774,6.271587,6.947097,5.514075,4.611573,6.903056,0.00010
4.305,1,0,5.062495,0.000000,6.330323,1.093384,6.272381,6.946833,5.513194,4.611817,6.897666,0.00013
4.306,1,0,5.062487,0.000000,6.334225,1.150610,6.273385,6.946548,5.511971,4.613252,6.892786,0.00025
4.307,1,0,5.062483,0.000000,6.338131,1.208084,6.274403,6.946262,5.510725,4.614768,6.887939,0.00015
4.308,1,0,5.062739,0.000000,6.342334,1.265558,6.275421,6.945976,5.509478,4.616283,6.883093,0.00013
4.309,1,0,5.063001,0.000000,6.346544,1.323032,6.276439,6.945690,5.508232,4.617799,6.878246,0.00003
