"Time","61 right DS","60 left DS","37a CoMy (cm)","37 CoMy (cm)","v5 L COP","v4 R COP","v3 xCoM","35 FRy (cm)","30 HRy (cm)","3 Platform","2 Trdml"
0.548,1,1,-0.359147,4.932310,5.581281,3.835366,4.915597,4.059482,3.609893,-0.62168,0.09848
0.549,1,1,-0.398389,4.933098,5.531184,3.838638,4.914037,4.066902,3.609633,-0.64953,0.09887
0.550,1,1,-0.437631,4.933886,5.480453,3.841905,4.912472,4.074321,3.609373,-0.67092,0.09962
0.551,1,1,-0.525713,4.935205,5.460780,3.844478,4.909975,4.079475,3.609011,-0.69591,0.10031
0.552,1,1,-0.618507,4.936575,5.441294,3.847047,4.907473,4.084411,3.608640,-0.71577,0.10041
0.553,1,1,-0.711302,4.937945,5.449217,3.849089,4.904222,4.089346,3.608269,-0.73759,0.10116
0.554,1,1,-0.804096,4.939316,5.457305,3.851127,4.900966,4.094281,3.607898,-0.78244,0.10167
0.555,1,1,-0.935914,4.941398,5.457759,3.852801,4.897021,4.097963,3.607205,-0.80621,0.10179
0.556,1,1,-1.071497,4.943549,5.458168,3.854472,4.893071,4.101524,3.606482,-0.82747,0.10240
0.557,1,1,-1.207081,4.945699,5.452470,3.855680,4.888117,4.105086,3.605759,-0.84757,0.10271
0.558,1,1,-1.342664,4.947850,5.446736,3.856885,4.883156,4.108647,3.605036,-0.87107,0.10268
0.559,1,1,-1.522108,4.949079,5.444265,3.857504,4.876608,4.110373,3.604197,-0.89153,0.10315
0.560,1,1,-1.705785,4.950218,5.441814,3.858119,4.870049,4.111923,3.603347,-0.91238,0.10322
0.561,1,1,-1.889462,4.951358,5.440692,3.858246,4.861407,4.113473,3.602496,-0.95157,0.10299
0.562,1,1,-2.073138,4.952498,5.439579,3.858371,4.852753,4.115023,3.601646,-0.97075,0.10325
0.563,1,1,-2.298701,4.951398,5.436007,3.858086,4.841838,4.115050,3.600461,-0.99068,0.10331
0.564,1,1,-2.528306,4.950082,5.432419,3.857799,4.830909,4.114932,3.599243,-1.00939,0.10286
0.565,1,1,-2.757910,4.948766,5.428634,3.856812,4.817796,4.114812,3.598025,-1.03239,0.10305
0.566,1,1,-2.987515,4.947451,5.424849,3.855820,4.804670,4.114694,3.596807,-1.04803,0.10309
0.567,1,1,-3.254072,4.944270,5.423924,3.853868,4.789545,4.112103,3.595112,-1.08235,0.10265
0.568,1,1,-3.524196,4.940908,5.423018,3.851910,4.774407,4.109273,3.593371,-1.10044,0.10256
0.569,1,1,-3.794319,4.937548,5.423903,3.849350,4.757419,4.106444,3.591630,-1.11981,0.10264
0.570,1,1,-4.064442,4.934186,5.424798,3.846787,4.740419,4.103614,3.589890,-1.13588,0.10232
0.571,1,1,-4.356192,4.928907,5.425501,3.844054,4.721848,4.099698,3.588224,-1.15163,0.10174
0.572,1,1,-4.650027,4.923443,5.426202,3.841321,4.703267,4.095675,3.586566,-1.16870,0.10175
0.573,1,1,-4.943863,4.917978,5.425872,3.838392,4.683634,4.091654,3.584908,-1.19581,0.10160
0.574,1,1,-5.237700,4.912514,5.425536,3.835462,4.663994,4.087632,3.583249,-1.21100,0.10129
0.575,1,1,-5.517141,4.905667,5.424051,3.832175,4.643919,4.082081,3.581768,-1.22632,0.10074
0.576,1,1,-5.795195,4.898686,5.422560,3.828886,4.623840,4.076383,3.580303,-1.24124,0.10047
0.577,1,1,-6.073248,4.891706,5.421602,3.825060,4.603776,4.070684,3.578839,-1.25599,0.10041
0.578,1,1,-6.351301,4.884725,5.420648,3.821231,4.583711,4.064986,3.577375,-1.26839,0.10018
0.579,1,1,-6.594854,4.876443,5.421762,3.816775,4.563798,4.057479,3.575840,-1.29349,0.09961
0.580,1,1,-6.835078,4.868036,5.422890,3.812315,4.543887,4.049797,3.574298,-1.30573,0.09971
0.581,1,1,-7.075302,4.859628,5.424669,3.807575,4.524104,4.042115,3.572757,-1.32044,0.09988
0.582,1,1,-7.315526,4.851221,5.426452,3.802834,4.504323,4.034433,3.571216,-1.33155,0.09979
0.583,1,1,-7.504329,4.840825,5.427179,3.798197,4.484843,4.027203,3.569277,-1.34228,0.09961
0.584,1,1,-7.688169,4.830236,5.427899,3.793561,4.465366,4.020017,3.567300,-1.35429,0.10000
0.585,1,1,-7.872010,4.819648,5.428316,3.789025,4.446718,4.012831,3.565323,-1.37192,0.10017
0.586,1,1,-8.055850,4.809060,5.428730,3.784490,4.428075,4.005644,3.563346,-1.38439,0.09989
0.587,1,1,-8.183811,4.798661,5.429983,3.779969,4.410903,3.998997,3.560984,-1.39566,0.10022
0.588,1,1,-8.306381,4.788281,5.431242,3.775447,4.393742,3.992402,3.558585,-1.40017,0.10058
0.589,1,1,-8.428950,4.777901,5.433105,3.770971,4.378431,3.985807,3.556187,-1.40914,0.10038
0.590,1,1,-8.551520,4.767521,5.434971,3.766495,4.363131,3.979212,3.553788,-1.41680,0.10061
0.591,1,1,-8.618684,4.757832,5.436937,3.762108,4.349612,3.972718,3.551543,-1.43288,0.10097
0.592,1,1,-8.680501,4.748209,5.438903,3.757722,4.336105,3.966234,3.549312,-1.43728,0.10082
0.593,1,1,-8.742319,4.738587,5.441003,3.753389,4.324078,3.959750,3.547081,-1.44467,0.10072
0.594,1,1,-8.804136,4.728965,5.443103,3.749056,4.312059,3.953266,3.544851,-1.44913,0.10103
0.595,1,1,-8.818156,4.719293,5.445351,3.744736,4.301309,3.946673,3.542878,-1.45378,0.10101
0.596,1,1,-8.827563,4.709615,5.447599,3.740417,4.290566,3.940070,3.540931,-1.45786,0.10069
0.597,1,1,-8.836971,4.699937,5.449231,3.736179,4.281112,3.933467,3.538984,-1.46810,0.10081
0.598,1,1,-8.846379,4.690260,5.450859,3.731941,4.271665,3.926863,3.537036,-1.47010,0.10091
0.599,1,1,-8.828036,4.681638,5.451557,3.727846,4.263443,3.920048,3.535686,-1.47289,0.10082
0.600,1,1,-8.807015,4.673118,5.452249,3.723752,4.255229,3.913211,3.534394,-1.47483,0.10058
0.601,1,1,-8.785995,4.664598,2.742483,3.719713,4.247834,3.906375,3.533102,-1.47815,0.10067
0.602,1,0,-8.764975,4.656077,0.016357,3.715674,4.240443,3.899539,3.531810,-1.48106,0.10073
0.603,1,0,-8.738710,4.647763,0.000000,3.711590,4.233379,3.892677,3.530513,-1.48274,0.10047
0.604,1,0,-8.711941,4.639468,0.000000,3.707506,4.226317,3.885812,3.529216,-1.48265,0.10023
0.605,1,0,-8.685170,4.631174,0.000000,3.703427,4.219392,3.878947,3.527919,-1.47980,0.10039
0.606,1,0,-8.658401,4.622879,0.000000,3.699349,4.212468,3.872082,3.526622,-1.47988,0.10041
0.607,1,0,-8.629499,4.615058,0.000000,3.695358,4.205854,3.865399,3.525432,-1.47534,0.09999
0.608,1,0,-8.600392,4.607283,0.000000,3.691368,4.199241,3.858734,3.524252,-1.47910,0.09993
0.609,1,0,-8.571286,4.599507,0.000000,3.687502,4.193169,3.852069,3.523072,-1.47310,0.10017
0.610,1,0,-8.542179,4.591732,0.000000,3.683637,4.187100,3.845404,3.521892,-1.47003,0.10007
0.611,0,0,-8.506155,4.584639,0.000000,1.852858,4.181528,3.838645,3.521223,-1.46781,0.09964
0.612,0,0,-8.469463,4.577612,0.000000,0.011051,4.175959,3.831878,3.520604,-1.46387,0.09984
0.613,0,0,-8.432772,4.570585,0.000000,0.000000,4.170514,3.825111,3.519984,-1.45766,0.09999
0.614,0,0,-8.396080,4.563558,0.000000,0.000000,4.165070,3.818344,3.519365,-1.45519,0.09969
0.615,0,0,-8.358942,4.555824,0.000000,0.000000,4.159321,3.811595,3.518810,-1.44499,0.09946
0.616,0,0,-8.321761,4.548021,0.000000,0.000000,4.153570,3.804848,3.518262,-1.43807,0.09970
0.617,0,0,-8.284580,4.540219,0.000000,0.000000,4.147329,3.798100,3.517713,-1.43318,0.09964
0.618,0,0,-8.247399,4.532417,0.000000,0.000000,4.141085,3.791353,3.517165,-1.42231,0.09939
0.619,0,0,-8.217002,4.524087,0.000000,0.000000,4.134358,3.784762,3.516680,-1.41599,0.09938
0.620,0,0,-8.187260,4.515707,0.000000,0.000000,4.127630,3.778186,3.516200,-1.40829,0.09954
0.621,0,0,-8.157516,4.507327,0.000000,0.000000,4.120384,3.771609,3.515721,-1.39974,0.09960
0.622,0,0,-8.127773,4.498946,0.000000,0.000000,4.113135,3.765033,3.515242,-1.38572,0.09944
0.623,0,0,-8.125782,4.490692,0.000000,0.000000,4.105244,3.759217,3.514657,-1.37329,0.09962
0.624,0,0,-8.126467,4.482450,0.000000,0.000000,4.097350,3.753474,3.514062,-1.36271,0.09984
0.625,0,0,-8.127152,4.474208,0.000000,0.000000,4.088707,3.747731,3.513468,-1.35447,0.09976
0.626,0,0,-8.127838,4.465967,0.000000,0.000000,4.080061,3.741989,3.512873,-1.34179,0.09936
0.627,0,0,-8.148321,4.457399,0.000000,0.000000,4.070756,3.736410,3.512697,-1.33242,0.09952
0.628,0,0,-8.170715,4.448801,0.000000,0.000000,4.061447,3.730847,3.512561,-1.31121,0.09965
0.629,0,0,-8.193110,4.440202,0.000000,0.000000,4.051768,3.725284,3.512425,-1.29705,0.09938
0.630,0,0,-8.215504,4.431603,0.000000,0.000000,4.042087,3.719721,3.512289,-1.28313,0.09906
0.631,0,0,-8.243979,4.423218,0.000000,0.000000,4.032314,3.714844,3.511977,-1.26853,0.09927
0.632,0,0,-8.273041,4.414854,0.000000,0.000000,4.022540,3.710032,3.511648,-1.25790,0.09941
0.633,0,0,-8.302103,4.406489,0.000000,0.000000,4.012784,3.705220,3.511319,-1.24380,0.09903
0.634,0,0,-8.331165,4.398125,0.000000,0.000000,4.003028,3.700408,3.510990,-1.22790,0.09891
0.635,0,0,-8.343274,4.389197,0.000000,0.000000,3.993447,3.696280,3.510682,-1.20066,0.09915
0.636,0,0,-8.353747,4.380216,0.000000,0.000000,3.983868,3.692218,3.510375,-1.18732,0.09907
0.637,0,0,-8.364221,4.371234,0.000000,0.000000,3.974870,3.688156,3.510068,-1.16541,0.09876
0.638,0,0,-8.374694,4.362253,0.000000,0.000000,3.965877,3.684094,3.509761,-1.15018,0.09884
0.639,0,0,-8.341344,4.353254,0.000000,0.000000,3.957946,3.680207,3.509605,-1.13441,0.09898
0.640,0,0,-8.303765,4.344255,0.000000,0.000000,3.950022,3.676336,3.509464,-1.11643,0.09893
0.641,0,0,-8.266187,4.335255,0.000000,0.000000,3.943452,3.672466,3.509323,-1.08432,0.09869
0.642,0,0,-8.228609,4.326256,0.000000,0.000000,3.936891,3.668595,3.509182,-1.06448,0.09863
0.643,0,0,-8.145820,4.317780,0.000000,0.000000,3.931787,3.664706,3.509035,-1.04746,0.09888
0.644,0,0,-8.058667,4.309354,0.000000,0.000000,3.926691,3.660814,3.508888,-1.02932,0.09886
0.645,0,0,-7.971516,4.300929,0.000000,0.000000,3.923128,3.656923,3.508740,-1.01031,0.09850
0.646,0,0,-7.884364,4.292504,0.000000,0.000000,3.919574,3.653031,3.508593,-0.98932,0.09862
0.647,0,0,-7.742632,4.284310,0.000000,0.000000,3.917535,3.649670,3.508434,-0.97124,0.09884
0.648,0,0,-7.595635,4.276139,0.000000,0.000000,3.915504,3.646360,3.508273,-0.93238,0.09875
0.649,0,0,-7.448637,4.267968,0.000000,0.000000,3.914825,3.643050,3.508112,-0.91324,0.09843
0.650,0,0,-7.301640,4.259797,0.000000,0.000000,3.914155,3.639740,3.507951,-0.89077,0.09865
0.651,0,0,-7.124750,4.252183,0.000000,0.000000,3.914580,3.637018,3.508164,-0.87077,0.09887
0.652,0,0,-6.944974,4.244624,0.000000,0.000000,3.915012,3.634353,3.508413,-0.85064,0.09859
0.653,0,0,-6.765199,4.237064,0.000000,0.000000,3.916303,3.631688,3.508662,-0.83069,0.09824
0.654,0,0,-6.585424,4.229505,0.000000,0.000000,3.917600,3.629024,3.508911,-0.80482,0.09842
0.655,0,0,-6.391054,4.222439,0.000000,0.000000,3.919548,3.627181,3.509645,-0.76525,0.09850
0.656,0,0,-6.195275,4.215422,0.000000,0.000000,3.921500,3.625418,3.510427,-0.73798,0.09836
0.657,0,0,-5.999496,4.208404,0.000000,0.000000,3.923916,3.623655,3.511208,-0.71679,0.09818
0.658,0,0,-5.803717,4.201385,0.000000,0.000000,3.926334,3.621892,3.511989,-0.69412,0.09824
0.659,0,0,-5.601564,4.194797,0.000000,0.000000,3.929184,3.620720,3.512999,-0.66922,0.09844
0.660,0,0,-5.398797,4.188250,0.000000,0.000000,3.932036,3.619606,3.514031,-0.65166,0.09841
0.661,0,0,-5.196029,4.181703,0.000000,0.000000,3.935478,3.618491,3.515063,-0.62487,0.09812
0.662,0,0,-4.993262,4.175156,0.000000,0.000000,3.938923,3.617376,3.516095,-0.57699,0.09827
0.663,0,0,-4.787443,4.170039,0.000000,0.000000,3.943197,3.616824,3.517419,-0.55662,0.09845
0.664,0,0,-4.581330,4.165060,0.000000,0.000000,3.947476,3.616325,3.518770,-0.53020,0.09831
0.665,0,0,-4.375217,4.160081,0.000000,0.000000,3.952723,3.615827,3.520122,-0.50666,0.09775
0.666,0,0,-4.169105,4.155102,0.000000,0.000000,3.957976,3.615329,3.521473,-0.48355,0.09777
0.667,0,0,-3.953447,4.151363,0.000000,0.000000,3.964138,3.614996,3.522857,-0.45688,0.09791
0.668,0,0,-3.736869,4.147743,0.000000,0.000000,3.970305,3.614680,3.524245,-0.42994,0.09756
0.669,0,0,-3.520290,4.144124,0.000000,0.000000,3.977220,3.614363,3.525632,-0.38173,0.09728
0.670,0,0,-3.303712,4.140504,0.000000,0.000000,3.984140,3.614047,3.527019,-0.35670,0.09713
0.671,0,0,-3.080513,4.137758,0.000000,0.000000,3.991745,3.613766,3.528454,-0.33061,0.09711
0.672,0,0,-2.856675,4.135096,0.000000,0.000000,3.999355,3.613488,3.529894,-0.30532,0.09723
0.673,0,0,-2.632837,4.132434,0.000000,0.000000,4.007754,3.613211,3.531334,-0.28030,0.09709
0.674,0,0,-2.408999,4.129772,0.000000,0.000000,4.016158,3.612934,3.532773,-0.25665,0.09680
0.675,0,0,-2.184281,4.128637,0.000000,0.000000,4.025361,3.612855,3.534082,-0.22841,0.09708
0.676,0,0,-1.959477,4.127651,0.000000,0.000000,4.034569,3.612795,3.535378,-0.18087,0.09734
0.677,0,0,-1.734673,4.126664,0.000000,0.000000,4.044290,3.612736,3.536674,-0.15424,0.09723
0.678,0,0,-1.509869,4.125677,0.000000,0.000000,4.054013,3.612676,3.537971,-0.13189,0.09695
0.679,0,0,-1.300064,4.125459,0.000000,0.000000,4.063820,3.613121,3.539479,-0.10045,0.09726
0.680,0,0,-1.091706,4.125315,0.000000,0.000000,4.073627,3.613614,3.541009,-0.07365,0.09757
0.681,0,0,-0.883348,4.125171,0.000000,0.000000,4.083232,3.614108,3.542539,-0.04936,0.09738
0.682,0,0,-0.674990,4.125028,0.000000,0.000000,4.092835,3.614602,3.544069,-0.02166,0.09730
0.683,0,0,-0.489377,4.125380,0.000000,0.000000,4.102122,3.615093,3.545616,0.02362,0.09761
0.684,0,0,-0.305958,4.125781,0.000000,0.000000,4.111407,3.615583,3.547166,0.05383,0.09778
0.685,0,0,-0.122540,4.126182,0.000000,0.000000,4.120310,3.616074,3.548715,0.07939,0.09766
0.686,0,0,0.060878,4.126582,0.000000,0.000000,4.129211,3.616564,3.550265,0.10752,0.09755
0.687,0,0,0.222542,4.127346,0.000000,0.000000,4.137766,3.616929,3.551950,0.13130,0.09756
0.688,0,0,0.382106,4.128145,0.000000,0.000000,4.146320,3.617281,3.553648,0.15757,0.09764
0.689,0,0,0.541670,4.128944,0.000000,0.000000,4.154682,3.617633,3.555346,0.16031,0.09758
0.690,0,0,0.701234,4.129743,0.000000,0.000000,4.163043,3.617986,3.557044,0.20524,0.09722
0.691,0,0,0.847917,4.131136,0.000000,0.000000,4.171366,3.618472,3.558758,0.23275,0.09728
0.692,0,0,0.993357,4.132587,0.000000,0.000000,4.179689,3.618972,3.560475,0.25963,0.09761
0.693,0,0,1.138798,4.134038,0.000000,0.000000,4.188026,3.619472,3.562192,0.28255,0.09759
0.694,0,0,1.284238,4.135489,0.000000,0.000000,4.196363,3.619972,3.563908,0.31146,0.09725
0.695,0,0,1.427710,4.137089,0.000000,0.000000,4.204751,3.621056,3.565551,0.33547,0.09756
0.696,0,0,1.570992,4.138705,0.000000,0.000000,4.213138,3.622198,3.567186,0.36077,0.09788
0.697,0,0,1.714274,4.140320,0.000000,0.000000,4.221689,3.623339,3.568820,0.41074,0.09773
0.698,0,0,1.857556,4.141935,0.000000,0.000000,4.230240,3.624480,3.570456,0.43455,0.09764
0.699,0,0,2.003939,4.143862,0.000000,0.000000,4.239007,3.625912,3.572076,0.46014,0.09802
0.700,0,0,2.150621,4.145819,0.000000,0.000000,4.247775,3.627372,3.573694,0.48348,0.09819
0.701,0,0,2.297303,4.147776,0.000000,0.000000,4.256654,3.628831,3.575313,0.51075,0.09813
0.702,0,0,2.443985,4.149733,0.000000,0.000000,4.265534,3.630291,3.576932,0.53126,0.09831
0.703,0,0,2.592203,4.151577,0.000000,0.000000,4.274434,3.631763,3.578686,0.55378,0.09868
0.704,0,0,2.740569,4.153410,0.000000,0.000000,4.283333,3.633235,3.580452,0.59882,0.09883
0.705,0,0,2.888935,4.155244,0.000000,0.000000,4.292345,3.634708,3.582219,0.63001,0.09880
0.706,0,0,3.037301,4.157078,0.000000,0.000000,4.301357,3.636180,3.583986,0.65338,0.09913
0.707,0,0,3.183719,4.159659,0.000000,0.000000,4.310701,3.637219,3.586224,0.67509,0.09946
0.708,0,0,3.329949,4.162313,0.000000,0.000000,4.320048,3.638215,3.588507,0.69812,0.09937
0.709,0,0,3.476179,4.164966,0.000000,0.000000,4.329884,3.639211,3.590790,0.71987,0.09965
0.710,0,0,3.622409,4.167620,0.000000,0.000000,4.339722,3.640208,3.593074,0.74375,0.10007
0.711,0,0,3.766284,4.171329,0.000000,0.000000,4.350065,3.640927,3.595054,0.76915,0.10021
0.712,0,0,3.909931,4.175141,0.000000,0.000000,4.360411,3.641620,3.597004,0.80677,0.10034
0.713,0,0,4.053578,4.178953,0.000000,0.000000,4.371190,3.642313,3.598955,0.83185,0.10076
0.714,0,0,4.197225,4.182765,0.000000,0.000000,4.381972,3.643006,3.600906,0.85221,0.10086
0.715,0,0,4.339407,4.187220,0.000000,0.000000,4.393075,3.643842,3.602734,0.87350,0.10064
0.716,0,0,4.481447,4.191736,0.000000,0.000000,4.404181,3.644692,3.604551,0.89530,0.10093
0.717,0,0,4.623487,4.196253,0.000000,0.000000,4.415502,3.645542,3.606368,0.91779,0.10111
0.718,0,0,4.765528,4.200770,0.000000,0.000000,4.426824,3.646392,3.608185,0.93510,0.10087
0.719,0,0,4.900026,4.205831,0.000000,0.000000,4.438246,3.647436,3.610016,0.97393,0.10100
0.720,0,0,5.033796,4.210943,0.000000,0.000000,4.449668,3.648500,3.611848,0.99411,0.10126
0.721,0,0,5.167566,4.216056,0.000000,0.000000,4.461071,3.649563,3.613680,1.01408,0.10117
0.722,0,0,5.301337,4.221169,0.000000,0.000000,4.472475,3.650626,3.615512,1.03359,0.10091
0.723,0,0,5.419997,4.226909,0.000000,0.000000,4.483855,3.651964,3.617463,1.05117,0.10116
0.724,0,0,5.537199,4.232708,0.000000,0.000000,4.495236,3.653329,3.619426,1.06850,0.10120
0.725,0,0,5.654402,4.238508,0.000000,0.000000,4.506728,3.654694,3.621389,1.08314,0.10071
0.726,0,0,5.771605,4.244308,0.000000,0.000000,4.518220,3.656058,3.623352,1.10416,0.10090
0.727,0,0,5.871365,4.251308,0.000000,0.000000,4.529868,3.657363,3.625494,1.13839,0.10108
0.728,0,0,5.969442,4.258423,0.000000,0.000000,4.541517,3.658663,3.627654,1.15461,0.10074
0.729,0,0,6.067519,4.265539,0.000000,0.000000,4.553130,3.659962,3.629813,1.17142,0.10043
0.730,0,0,6.165596,4.272655,0.000000,0.000000,4.564742,3.661261,3.631973,1.18719,0.10059
0.731,0,0,6.244330,4.280015,0.000000,0.000000,4.576031,3.662559,3.634022,1.20187,0.10043
0.732,0,0,6.321198,4.287398,0.000000,0.000000,4.587318,3.663857,3.636061,1.21635,0.10003
0.733,0,0,6.398065,4.294781,0.000000,0.000000,4.598135,3.665155,3.638099,1.23398,0.09980
0.734,0,0,6.474933,4.302165,0.000000,0.000000,4.608950,3.666453,3.640138,1.24544,0.09991
0.735,0,0,6.530759,4.309690,0.000000,0.000000,4.619291,3.667610,3.641957,1.27282,0.09992
0.736,0,0,6.584555,4.317230,0.000000,0.000000,4.629630,3.668755,3.643755,1.28685,0.09964
0.737,0,0,6.638350,4.324770,0.000000,0.000000,4.639492,3.669899,3.645554,1.30355,0.09951
0.738,0,0,6.692146,4.332310,0.000000,0.000000,4.649351,3.671043,3.647352,1.31264,0.09973
0.739,0,0,6.730463,4.339616,0.000000,0.000000,4.658683,3.671995,3.648744,1.32418,0.09984
0.740,0,0,6.767286,4.346900,0.000000,0.000000,4.668011,3.672930,3.650098,1.33594,0.09956
0.741,0,0,6.804109,4.354184,0.000000,0.000000,4.676755,3.673863,3.651451,1.34559,0.09971
0.742,0,0,6.840932,4.361468,0.000000,0.000000,4.685495,3.674798,3.652804,1.36660,0.10001
0.743,0,0,6.861486,4.368484,0.000000,0.000000,4.693687,3.675709,3.653647,1.37534,0.09992
0.744,0,0,6.880470,4.375474,0.000000,0.000000,4.701876,3.676619,3.654441,1.38841,0.09986
0.745,0,0,6.899455,4.382465,0.000000,0.000000,4.709672,3.677529,3.655235,1.39673,0.10020
0.746,0,0,6.918439,4.389456,0.000000,0.000000,4.717466,3.678439,3.656028,1.40328,0.10033
0.747,0,0,6.936068,4.396189,0.000000,0.000000,4.725062,3.679173,3.655908,1.41263,0.09988
0.748,0,0,6.953567,4.402897,0.000000,0.000000,4.732656,3.679890,3.655699,1.41978,0.10006
0.749,0,0,6.971066,4.409605,0.000000,0.000000,4.740166,3.680608,3.655491,1.42759,0.10025
0.750,0,0,6.988565,4.416313,0.000000,0.000000,4.747676,3.681325,3.655282,1.44221,0.09994
0.751,0,0,7.000913,4.423050,0.000000,0.000000,4.755057,3.681998,3.653820,1.44747,0.09966
0.752,0,0,7.012764,4.429791,0.000000,0.000000,4.762437,3.682666,3.652236,1.45495,0.09985
0.753,0,0,7.024616,4.436532,0.000000,0.000000,4.769582,3.683335,3.650652,1.45984,0.09984
0.754,0,0,7.036468,4.443273,0.000000,0.000000,4.776725,3.684003,3.649068,1.46306,0.09958
0.755,0,0,7.050641,4.449539,0.000000,0.000000,4.783715,3.684827,3.646253,1.46940,0.09942
0.756,0,0,7.065038,4.455758,0.000000,0.000000,4.790704,3.685666,3.643320,1.47006,0.09947
0.757,0,0,7.079434,4.461978,0.000000,0.000000,4.797888,3.686504,3.640386,1.47410,0.09956
0.758,0,0,7.093832,4.468197,0.000000,0.000000,4.805073,3.687343,3.637452,1.47935,0.09926
0.759,0,0,7.121085,4.474905,0.000000,0.000000,4.812786,3.688558,3.634411,1.48216,0.09906
0.760,0,0,7.149578,4.481661,0.000000,0.000000,4.820502,3.689809,3.631358,1.48310,0.09927
0.761,0,0,7.178071,4.488416,0.000000,0.000000,4.828825,3.691061,3.628306,1.48415,0.09933
0.762,0,0,7.206565,4.495172,0.000000,0.000000,4.837152,3.692312,3.625254,1.48387,0.09902
0.763,0,0,7.257910,4.501932,0.000000,0.000000,4.846123,3.693249,3.622295,1.48734,0.09894
0.764,0,0,7.311460,4.508693,0.000000,0.000000,4.855097,3.694155,3.619345,1.48573,0.09931
0.765,0,0,7.365009,4.515454,0.000000,0.000000,4.864964,3.695062,3.616395,1.48423,0.09925
0.766,0,0,7.418559,4.522215,0.000000,0.000000,4.874835,3.695969,3.613445,1.48209,0.09902
0.767,0,0,7.510851,4.529321,0.000000,0.000000,4.885828,3.696980,3.610399,1.47928,0.09943
0.768,0,0,7.606882,4.536459,0.000000,0.000000,4.896829,3.698001,3.607343,1.47745,0.09974
0.769,0,0,7.702913,4.543598,0.000000,0.000000,4.908877,3.699022,3.604288,1.47524,0.09955
0.770,0,0,7.798944,4.550736,0.000000,0.000000,4.920932,3.700043,3.601232,1.47092,0.09990
0.771,0,0,7.912738,4.558252,0.000000,0.000000,4.933675,3.700869,3.598286,1.46640,0.10035
0.772,0,0,8.028247,4.565804,0.000000,0.000000,4.946423,3.701676,3.595351,1.46487,0.10029
0.773,0,0,8.143756,4.573356,0.000000,0.000000,4.959479,3.702482,3.592416,1.45728,0.10035
0.774,0,0,8.259264,4.580907,0.000000,0.000000,4.972538,3.703289,3.589480,1.44909,0.10074
0.775,0,0,8.365494,4.588896,0.000000,0.000000,4.985615,3.703990,3.587030,1.44445,0.10063
0.776,0,0,8.470827,4.596926,0.000000,0.000000,4.998693,3.704681,3.584627,1.43645,0.10041
0.777,0,0,8.576161,4.604957,0.000000,0.000000,5.011576,3.705372,3.582224,1.42791,0.10084
0.778,0,0,8.681495,4.612987,0.000000,0.000000,5.024458,3.706063,3.579821,1.41863,0.10093
0.779,1,0,8.753011,4.621995,0.000000,1.810007,5.037007,3.706818,3.578264,1.41161,0.10077
0.780,1,0,8.821263,4.631097,0.000000,3.630939,5.049555,3.707578,3.576787,1.40512,0.10086
0.781,1,0,8.889515,4.640199,0.000000,3.641653,5.061665,3.708339,3.575311,1.39750,0.10101
0.782,1,0,8.957767,4.649302,0.000000,3.641439,5.073772,3.709100,3.573834,1.37705,0.10097
0.783,1,0,8.982161,4.659479,0.000000,3.641570,5.085332,3.709991,3.573330,1.36634,0.10100
0.784,1,0,9.002322,4.669760,0.000000,3.641703,5.096888,3.710895,3.572919,1.35446,0.10116
0.785,1,0,9.022483,4.680041,0.000000,3.642045,5.107768,3.711798,3.572509,1.34932,0.10120
0.786,1,0,9.042645,4.690322,0.000000,3.642388,5.118643,3.712702,3.572098,1.33711,0.10093
0.787,1,0,9.032020,4.700639,0.000000,3.642781,5.128760,3.713765,3.571785,1.32130,0.10074
0.788,1,0,9.018425,4.710958,0.000000,3.643174,5.138872,3.714843,3.571482,1.31004,0.10081
0.789,1,0,9.004830,4.721279,0.000000,3.643556,5.148222,3.715921,3.571179,1.28671,0.10061
0.790,1,0,8.991236,4.731598,0.000000,3.643939,5.157567,3.716999,3.570875,1.27268,0.10009
0.791,1,0,8.954860,4.741704,0.000000,3.644306,5.166199,3.718646,3.570063,1.24598,0.09998
0.792,1,0,8.916286,4.751787,0.000000,3.644673,5.174827,3.720348,3.569202,1.24682,0.10005
0.793,1,0,8.877711,4.761871,0.000000,3.645138,5.182808,3.722050,3.568341,1.23504,0.09990
0.794,1,0,8.839137,4.771955,0.000000,3.645604,5.190786,3.723752,3.567480,1.22086,0.09934
0.795,1,1,8.798303,4.781331,2.919285,3.646260,5.198343,3.726341,3.566198,1.20197,0.09931
0.796,1,1,8.757250,4.790637,5.856191,3.646918,5.205897,3.729015,3.564876,1.17136,0.09946
0.797,1,1,8.716197,4.799943,5.876434,3.647610,5.213413,3.731690,3.563554,1.15463,0.09914
0.798,1,1,8.675144,4.809250,5.879072,3.648302,5.220929,3.734364,3.562232,1.13969,0.09877
0.799,1,1,8.635562,4.818951,5.876637,3.648859,5.228623,3.737459,3.560224,1.12138,0.09887
0.800,1,1,8.596121,4.828690,5.874173,3.649415,5.236318,3.740595,3.558150,1.10432,0.09891
0.801,1,1,8.556680,4.838428,5.868457,3.649925,5.243998,3.743731,3.556076,1.08846,0.09888
0.802,1,1,8.517239,4.848167,5.862722,3.650434,5.251677,3.746867,3.554002,1.07023,0.09866
0.803,1,1,8.467164,4.857227,5.856744,3.651021,5.258734,3.750327,3.551738,1.03291,0.09880
0.804,1,1,8.416063,4.866221,5.850764,3.651609,5.265787,3.753818,3.549454,1.01230,0.09904
