"Time"	"1 Synch"	"2 Trdml"	"3 Platform"	"4 GM"	"5 Ip"	"6 BF"	"7 VL"	"8 St"	"9 TA"	"10 Gs"	"11 Gr"	"12 Synch"	"13 Crx (cm)"	"14 Cry (cm)"	"15 Hipx (cm)"	"16 Hipy (cm)"	"17 Knee x"	"18 Knee y"	"19 ankx (cm)"	"20 anky (cm)"	"21 MTPx (cm)"	"22 MTPy (cm)"	"23 toex (cm)"	"24 toey (cm)"	"25 FLtx (cm)"	"26 FLty (cm)"	"27 HLx (cm)"	"28 HLy (cm)"	"29 HRx (cm)"	"30 HRy (cm)"	"31 Keyboard"	"32 FLx (cm)"	"33 FLy (cm)"	"34 FRx (cm)"	"35 FRy (cm)"	"36 CoMx (cm)"	"37 CoMy (cm)"	"38 Hip (deg)"	"39 Knee (deg"	"40 Ankle (de"	"41 MTP (deg)"	"42 Ramp up"	"43 Ramp down"	"44 sw onset"	"45 sw offset"	"46 sw rmp up"	"47 st rmp up"	"48 sw rmp dw"	"49 st rmp dw"	"50 sinus rmp"	"51 rFL swon"	"52 rFL swoff"	"53 lFL swon"	"54 lFL swoff"	"55 rHL swon"	"56 rHL swoff"	"57 lHL swon"	"58 lHL swoff"	"59 left DS"	"60 right DS"	"61 Ramp up"	"62 Ramp down"	"63 sinus"
5.854	3.27728	0.09541	0.00026	0.00347	0.00523	-0.01279	0.00781	-0.01470	-0.02011	0.00638	-0.01806	0	12.865666	10.572806	11.841362	10.402725	11.772803	9.105290	10.302902	9.266855	10.535618	8.504072	11.143869	8.288146	16.021763	8.217035	12.660019	6.343738	11.322242	3.671093	0	13.987804	6.185190	16.098740	4.727526	13.653961	5.104029	102.450797	86.941443	67.107100	127.076334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.855	3.27684	0.09581	0.00002	0.00267	0.00579	-0.01195	0.00811	-0.01525	-0.02014	-0.00285	-0.01901	0	12.860995	10.573257	11.833668	10.402937	11.762245	9.106233	10.293954	9.268812	10.524516	8.505041	11.123018	8.285355	16.007089	8.218417	12.649314	6.349495	11.317818	3.673181	0	13.979328	6.188160	16.086951	4.727290	13.643837	5.105585	102.459926	87.035592	67.257463	127.406260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.856	3.27702	0.09589	0.00004	0.00435	0.00509	-0.01306	0.00870	-0.01388	-0.01996	0.00615	-0.01755	0	12.854097	10.572532	11.825108	10.403563	11.751187	9.107456	10.283779	9.270405	10.511872	8.505857	11.102467	8.283190	15.991527	8.218365	12.635975	6.356351	11.312132	3.672318	0	13.966942	6.187893	16.072896	4.727473	13.634769	5.105286	102.436069	87.135332	67.405829	127.716282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.857	3.27741	0.09543	0.00028	0.00100	0.00500	-0.01343	0.00797	-0.01401	-0.02050	0.00359	-0.01728	0	12.845318	10.570967	11.815882	10.404557	11.739879	9.108772	10.272584	9.271537	10.497912	8.506818	11.082496	8.281653	15.975562	8.217143	12.621104	6.363774	11.305044	3.669449	0	13.952060	6.185167	16.057284	4.728162	13.626902	5.103691	102.392036	87.231842	67.563422	127.991415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.858	3.27745	0.09578	0.00011	0.00229	0.00499	-0.01275	0.00954	-0.01340	-0.02026	0.00282	-0.01814	0	12.835460	10.569142	11.806373	10.405848	11.728634	9.109944	10.260722	9.272068	10.483299	8.508018	11.063256	8.280490	15.959763	8.215283	12.606287	6.371010	11.296934	3.666095	0	13.937174	6.181528	16.041210	4.729399	13.620192	5.101800	102.345676	87.316973	67.742276	128.216763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.859	3.27742	0.09624	0.00024	0.00023	0.00594	-0.01301	0.00944	-0.01344	-0.02000	0.00306	-0.01883	0	12.825329	10.567636	11.796959	10.407364	11.717764	9.110737	10.248544	9.271859	10.468700	8.509548	11.044897	8.279445	15.944701	8.213319	12.593115	6.377307	11.288176	3.663776	0	13.924782	6.178520	16.025771	4.731226	13.614595	5.100616	102.314842	87.382572	67.954422	128.377427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.860	3.27771	0.09608	0.00015	0.00247	0.00493	-0.01256	0.00878	-0.01475	-0.02085	0.00441	-0.01672	0	12.815617	10.566882	11.787991	10.408992	11.707529	9.110956	10.236409	9.270880	10.454631	8.511497	11.027492	8.278322	15.930814	8.211731	12.582655	6.381950	11.278944	3.663726	0	13.916764	6.177433	16.011898	4.733609	13.610018	5.100878	102.316278	87.421549	68.205468	128.462544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.861	3.27791	0.09584	0.00011	0.00229	0.00555	-0.01428	0.00887	-0.01221	-0.02053	0.00320	-0.01878	0	12.806419	10.566521	11.779640	10.410408	11.697894	9.110623	10.224697	9.269678	10.440817	8.513922	11.010697	8.277232	15.917843	8.210717	12.573199	6.384436	11.268304	3.665637	0	13.911725	6.178203	15.999634	4.736105	13.606107	5.101936	102.360816	87.432462	68.466680	128.482787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.862	3.27751	0.09612	0.00002	0.00306	0.00437	-0.01267	0.00994	-0.01375	-0.02049	0.00402	-0.01771	0	12.797633	10.565933	11.772023	10.411217	11.688727	9.109828	10.213797	9.268994	10.426719	8.516869	10.994031	8.276390	15.905295	8.210381	12.562113	6.384330	11.254960	3.668690	0	13.907181	6.180313	15.988729	4.738134	13.602426	5.102674	102.457321	87.415752	68.697905	128.455998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.863	3.27713	0.09632	0.00002	0.00226	0.00579	-0.01425	0.00869	-0.01461	-0.02065	0.00290	-0.01893	0	12.789155	10.564498	11.765256	10.411022	11.679896	9.108666	10.204095	9.269569	10.411797	8.520386	10.977013	8.276013	15.892678	8.210825	12.546763	6.381198	11.237612	3.672062	0	13.900643	6.183247	15.978930	4.739118	13.598536	5.101978	102.614655	87.371861	68.858981	128.400022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.864	3.27747	0.09643	0.00015	0.00298	0.00590	-0.01227	0.00925	-0.01266	-0.02083	0.00429	-0.01640	0	12.780909	10.561823	11.759378	10.409550	11.671262	9.107224	10.195853	9.271965	10.395773	8.524443	10.959451	8.276245	15.879629	8.212088	12.525349	6.374897	11.215469	3.674934	0	13.890190	6.186522	15.969924	4.738618	13.594086	5.099107	102.838817	87.304041	68.917124	128.335275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.865	3.27789	0.09635	0.00000	0.00125	0.00397	-0.01326	0.00856	-0.01385	-0.02029	0.00663	-0.01808	0	12.772957	10.558741	11.754026	10.407175	11.662647	9.105564	10.188645	9.275801	10.379772	8.528585	10.942716	8.276851	15.866476	8.213859	12.500524	6.366826	11.190448	3.676486	0	13.876906	6.189835	15.961075	4.736946	13.589205	5.095319	103.120491	87.230559	68.878970	128.295914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.866	3.27753	0.09627	0.00000	0.00286	0.00524	-0.01312	0.00869	-0.01414	-0.02068	0.00219	-0.01785	0	12.765408	10.556488	11.748704	10.404485	11.653862	9.103740	10.181815	9.280378	10.365382	8.532220	10.928695	8.277471	15.853776	8.215711	12.476425	6.358900	11.165365	3.675897	0	13.862881	6.192944	15.951638	4.734664	13.584177	5.092536	103.445268	87.174677	68.764268	128.320667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.867	3.27687	0.09666	-0.00009	0.00328	0.00569	-0.01030	0.00890	-0.01427	-0.01930	0.00272	-0.02008	0	12.758370	10.556305	11.742914	10.402072	11.644716	9.101805	10.174709	9.284998	10.354193	8.534756	10.919276	8.277744	15.842085	8.217218	12.457189	6.353035	11.143039	3.672347	0	13.850201	6.195607	15.940868	4.732335	13.579287	5.092683	103.798736	87.159661	68.592776	128.448263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.868	3.27671	0.09682	0.00000	0.00236	0.00570	-0.01270	0.00891	-0.01417	-0.02057	0.00348	-0.01565	0	12.751893	10.559070	11.736286	10.400389	11.635078	9.099820	10.166770	9.289007	10.347318	8.535759	10.915658	8.277374	15.831805	8.218049	12.446006	6.350756	11.125728	3.665337	0	13.840585	6.197599	15.928237	4.730432	13.574746	5.097155	104.165225	87.202389	68.387506	128.703532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.869	3.27694	0.09668	0.00000	0.00294	0.00428	-0.01144	0.00833	-0.01222	-0.02137	0.00433	-0.01860	0	12.745720	10.563735	11.729130	10.399166	11.625132	9.097872	10.157957	9.291984	10.343315	8.535652	10.915361	8.276416	15.822509	8.218382	12.441004	6.351503	11.112696	3.656081	0	13.833769	6.198787	15.914387	4.728959	13.570358	5.104539	104.522337	87.285608	68.188874	129.037028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.870	3.27722	0.09659	-0.00026	0.00271	0.00469	-0.01199	0.00851	-0.01316	-0.02102	0.00423	-0.01723	0	12.739487	10.568614	11.721981	10.397890	11.615166	9.096060	10.148402	9.293583	10.339893	8.535144	10.914680	8.275040	15.813491	8.218561	12.438633	6.354021	11.102214	3.646364	0	13.828834	6.199069	15.900344	4.727765	13.565798	5.112486	104.845439	87.380713	68.043080	129.374601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.871	3.27717	0.09693	0.00000	0.00406	0.00499	-0.01215	0.00862	-0.01382	-0.02009	0.00381	-0.01694	0	12.732831	10.572017	11.715374	10.396051	11.605469	9.094482	10.138238	9.293460	10.334761	8.534941	10.909911	8.273414	15.804047	8.218935	12.435336	6.357056	11.092551	3.637971	0	13.824856	6.198343	15.887137	4.726695	13.560736	5.118644	105.109897	87.459091	67.996328	129.642082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.872	3.27663	0.09717	-0.00002	0.00267	0.00443	-0.01176	0.00884	-0.01444	-0.02116	0.00465	-0.01768	0	12.725492	10.572620	11.709718	10.393289	11.596296	9.093216	10.127648	9.291502	10.326058	8.535657	10.898184	8.271739	15.793585	8.219778	12.428158	6.359533	11.082263	3.632423	0	13.821017	6.196589	15.875587	4.725618	13.554944	5.121161	105.296293	87.495623	68.085488	129.776104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.873	3.27634	0.09683	-0.00015	0.00248	0.00602	-0.01192	0.00822	-0.01345	-0.01962	-0.00256	-0.01914	0	12.717748	10.571023	11.704749	10.390074	11.587721	9.092237	10.117103	9.288815	10.314231	8.537402	10.881100	8.270367	15.782112	8.220982	12.417336	6.361333	11.071428	3.629839	0	13.817046	6.194225	15.865406	4.724505	13.548714	5.120831	105.413098	87.483851	68.297544	129.771008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.874	3.27706	0.09682	0.00002	0.00250	0.00412	-0.01273	0.00827	-0.01332	-0.02010	0.00636	-0.01863	0	12.710061	10.568474	11.699976	10.387150	11.579755	9.091484	10.107164	9.286917	10.300494	8.540115	10.861749	8.269702	15.769836	8.222311	12.404169	6.362653	11.060634	3.629868	0	13.812853	6.191817	15.855939	4.723361	13.542514	5.119330	105.478054	87.423529	68.602887	129.640331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.875	3.27787	0.09726	-0.00002	0.00277	0.00580	-0.01307	0.00797	-0.01351	-0.02003	0.00486	-0.01820	0	12.702889	10.566217	11.694908	10.385259	11.572414	9.090896	10.098396	9.287324	10.286061	8.543739	10.843220	8.270147	15.756964	8.223530	12.389958	6.363691	11.050468	3.632161	0	13.808350	6.189929	15.846530	4.722194	13.536814	5.118337	105.508913	87.314412	68.971897	129.397623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.876	3.27759	0.09731	0.00026	0.00191	0.00458	-0.01271	0.00894	-0.01385	-0.02031	-0.00219	-0.01840	0	12.696562	10.565259	11.689148	10.384952	11.565670	9.090405	10.091226	9.291156	10.271971	8.548106	10.827965	8.271931	15.743730	8.224453	12.375879	6.364702	11.041350	3.636308	0	13.803426	6.189062	15.836596	4.720993	13.531924	5.119228	105.522781	87.160442	69.376126	129.059443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.877	3.27700	0.09705	0.00000	0.00182	0.00554	-0.01054	0.00812	-0.01366	-0.02056	0.00328	-0.01730	0	12.690709	10.565328	11.682783	10.385740	11.559295	9.089909	10.085363	9.297431	10.258335	8.552480	10.815045	8.274346	15.730499	8.225158	12.362443	6.366233	11.032809	3.641592	0	13.797861	6.189371	15.825945	4.719663	13.527324	5.121784	105.533317	86.987925	69.793385	128.658439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.878	3.27719	0.09703	0.00004	0.00311	0.00686	-0.01202	0.00853	-0.01505	-0.02059	0.00363	-0.01715	0	12.684725	10.565724	11.676065	10.386790	11.552991	9.089291	10.080274	9.304463	10.244952	8.555933	10.802388	8.276372	15.717680	8.225814	12.349936	6.368932	11.024077	3.647191	0	13.791401	6.190894	15.814513	4.718079	13.522212	5.125256	105.553034	86.830607	70.203568	128.232610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.879	3.27758	0.09714	0.00000	0.00262	0.00610	-0.01089	0.00919	-0.01266	-0.02048	0.00366	-0.01669	0	12.678006	10.565752	11.669244	10.387266	11.546460	9.088437	10.075429	9.310567	10.231622	8.557536	10.787923	8.276990	15.705684	8.226586	12.338650	6.373445	11.014384	3.652283	0	13.783787	6.193671	15.802238	4.716118	13.515791	5.128892	105.594445	86.722240	70.586571	127.819957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.880	3.27725	0.09731	-0.00015	0.00452	0.00508	-0.01309	0.00980	-0.01475	-0.02060	0.00286	-0.01779	0	12.670121	10.564846	11.662551	10.386503	11.539459	9.087259	10.070336	9.314338	10.218213	8.556607	10.770064	8.275479	15.694776	8.227603	12.328757	6.380080	11.003149	3.656196	0	13.774940	6.197644	15.789148	4.713704	13.507524	5.132029	105.667616	86.688578	70.925648	127.456744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.881	3.27658	0.09718	0.00013	0.00342	0.00621	-0.01230	0.00836	-0.01218	-0.02041	0.00328	-0.01853	0	12.661557	10.563168	11.656099	10.384727	11.532022	9.085825	10.064728	9.315876	10.204951	8.553760	10.749821	8.272720	15.684449	8.228786	12.319822	6.387338	10.990790	3.659053	0	13.765726	6.202231	15.775758	4.711031	13.498296	5.134479	105.769547	86.712651	71.222014	127.169947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.882	3.27629	0.09679	0.00004	0.00313	0.00514	-0.01185	0.00924	-0.01395	-0.02124	0.00437	-0.01766	0	12.653110	10.561117	11.649964	10.382463	11.524278	9.084251	10.058409	9.315779	10.192183	8.550045	10.729067	8.270128	15.673941	8.229985	12.311208	6.393114	10.978056	3.661243	0	13.757323	6.206675	15.762747	4.708378	13.489463	5.136208	105.892889	86.763279	71.482856	126.983451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.883	3.27660	0.09700	0.00015	0.00341	0.00488	-0.01202	0.00845	-0.01313	-0.02093	0.00395	-0.01696	0	12.645576	10.559094	11.644223	10.380236	11.516358	9.082655	10.051184	9.314646	10.180256	8.546511	10.709676	8.269116	15.662487	8.231053	12.302277	6.395305	10.965699	3.663155	0	13.750911	6.210223	15.750791	4.706026	13.482379	5.137185	106.030293	86.809269	71.715363	126.921140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.884	3.27746	0.09722	0.00013	0.00263	0.00509	-0.01184	0.00668	-0.01514	-0.01999	0.00318	-0.01868	0	12.639560	10.557454	11.638909	10.378473	11.508389	9.081137	10.042956	9.313071	10.169391	8.544096	10.693118	8.270699	15.649507	8.231887	12.292490	6.392409	10.954323	3.665131	0	13.747413	6.212338	15.740292	4.704273	13.478081	5.137414	106.173770	86.823144	71.925922	126.999503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.885	3.27817	0.09717	0.00013	0.00186	0.00601	-0.01103	0.00893	-0.01307	-0.02086	0.00883	-0.01668	0	12.634658	10.556310	11.633818	10.377092	11.500506	9.079705	10.034142	9.311625	10.159143	8.543139	10.678711	8.273762	15.635403	8.232641	12.281845	6.386124	10.943755	3.667274	0	13.746387	6.213669	15.730174	4.703500	13.475886	5.137090	106.311934	86.797256	72.116606	127.195517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.886	3.27800	0.09672	0.00011	0.00189	0.00383	-0.01152	0.00943	-0.01376	-0.01957	-0.00149	-0.01752	0	12.630130	10.555696	11.628669	10.375840	11.492841	9.078337	10.025332	9.310872	10.148842	8.543782	10.665056	8.276479	15.620902	8.233550	12.270518	6.379216	10.933562	3.669604	0	13.746935	6.215257	15.718873	4.704117	13.474546	5.136473	106.432265	86.730556	72.288059	127.473015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.887	3.27735	0.09697	0.00015	0.00251	0.00554	-0.01203	0.00760	-0.01252	-0.02023	0.00372	-0.01763	0	12.625235	10.555647	11.623182	10.374462	11.485529	9.077012	10.017117	9.311377	10.137819	8.546168	10.650753	8.277023	15.606733	8.234850	12.258684	6.374451	10.923312	3.672143	0	13.748160	6.218141	15.704822	4.706534	13.472809	5.135823	106.522243	86.621999	72.440923	127.795822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.888	3.27688	0.09732	0.00013	0.00309	0.00477	-0.01236	0.00836	-0.01359	-0.02025	0.00341	-0.01692	0	12.619406	10.556128	11.617130	10.372769	11.478646	9.075713	10.009977	9.313568	10.125612	8.550314	10.634752	8.274042	15.593525	8.236691	12.246543	6.373991	10.912606	3.674928	0	13.749277	6.223064	15.686954	4.710919	13.469634	5.135338	106.572845	86.474084	72.576150	128.124253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.889	3.27681	0.09710	0.00002	0.00316	0.00493	-0.01252	0.00813	-0.01367	-0.01931	0.00486	-0.01750	0	12.612993	10.556733	11.610576	10.370899	11.471976	9.074452	10.003810	9.317161	10.112848	8.555591	10.617856	8.268713	15.581384	8.238748	12.234414	6.376767	10.901227	3.678097	0	13.750102	6.229176	15.666876	4.716153	13.465106	5.134881	106.593736	86.308253	72.696361	128.399865	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
5.890	3.27710	0.09676	-0.00002	0.00200	0.00453	-0.01157	0.00807	-0.01301	-0.01745	0.00353	-0.01755	0	12.606655	10.556937	11.603677	10.369104	11.465203	9.073250	9.998319	9.321632	10.100521	8.561151	10.601487	8.263055	15.570241	8.240539	12.222658	6.380638	10.889015	3.681819	0	13.750652	6.235097	15.647081	4.720688	13.459685	5.134203	106.600793	86.152249	72.804728	128.557975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.891	3.27742	0.09685	0.00000	0.00209	0.00575	-0.01290	0.00795	-0.01383	-0.02185	0.00425	-0.02123	0	12.601050	10.556213	11.596592	10.367636	11.458012	9.072131	9.993208	9.326458	10.089625	8.566147	10.587068	8.259087	15.560026	8.241584	12.211636	6.383461	10.875812	3.686262	0	13.750941	6.239444	15.630064	4.722973	13.453829	5.133058	106.609900	86.033817	72.904426	128.533896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.892	3.27744	0.09695	-0.00009	0.00225	0.00508	-0.01269	0.00919	-0.01272	-0.02075	0.00433	-0.01046	0	12.596658	10.554162	11.589492	10.366675	11.450152	9.071126	9.988162	9.331171	10.080854	8.569897	10.575667	8.258485	15.550636	8.241524	12.201630	6.383493	10.861614	3.691498	0	13.751003	6.241224	15.617706	4.721882	13.447924	5.131260	106.633129	85.975054	72.999596	128.285434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.893	3.27742	0.09692	-0.00002	0.00201	0.00564	-0.01163	0.00844	-0.01439	-0.02018	0.00182	-0.01407	0	12.593012	10.551071	11.582615	10.366035	11.441730	9.070336	9.982772	9.335603	10.073307	8.572608	10.566462	8.261089	15.541785	8.240654	12.192508	6.381126	10.847245	3.697074	0	13.750961	6.241510	15.608609	4.718535	13.441968	5.128954	106.662194	85.967863	73.099537	127.890565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.894	3.27770	0.09671	-0.00011	0.00429	0.00489	-0.01143	0.00879	-0.01299	-0.02027	0.00179	-0.02157	0	12.589332	10.547455	11.576219	10.365403	11.432968	9.069879	9.976600	9.339681	10.065554	8.574782	10.558005	8.266128	15.533122	8.239487	12.184001	6.377461	10.833803	3.702363	0	13.750967	6.242066	15.600283	4.714800	13.435829	5.126396	106.682035	85.994105	73.215268	127.467240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.895	3.27790	0.09640	0.00000	0.00206	0.00620	-0.01146	0.00830	-0.01455	-0.02025	0.00903	-0.01516	0	12.584837	10.543830	11.570566	10.364467	11.424092	9.069877	9.969206	9.343335	10.056164	8.576922	10.548843	8.272831	15.524299	8.238536	12.175838	6.373599	10.822389	3.706740	0	13.751172	6.244654	15.590240	4.712548	13.429373	5.123842	106.677589	86.035633	73.357807	127.133435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.896	3.27758	0.09650	0.00000	0.00328	0.00498	-0.01196	0.00930	-0.01357	-0.02085	0.00155	-0.01808	0	12.578913	10.540636	11.565799	10.363034	11.415305	9.070413	9.960307	9.346514	10.044058	8.579451	10.537844	8.280303	15.515037	8.238238	12.167681	6.370510	10.813788	3.709749	0	13.751785	6.250529	15.576572	4.713239	13.422529	5.121520	106.636117	86.075934	73.534841	126.986167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.897	3.27728	0.09672	-0.00002	0.00334	0.00534	-0.01092	0.00878	-0.01486	-0.01938	0.00400	-0.01642	0	12.571849	10.537906	11.561443	10.361531	11.406694	9.071374	9.950458	9.349281	10.030058	8.582365	10.525565	8.286985	15.505430	8.238618	12.158830	6.368452	10.807121	3.711854	0	13.753318	6.258232	15.560485	4.716150	13.415540	5.119507	106.557298	86.107219	73.736247	127.010458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.898	3.27762	0.09665	-0.00015	0.00309	0.00564	-0.01388	0.00945	-0.01292	-0.01996	0.00314	-0.01649	0	12.564235	10.535542	11.556813	10.360592	11.398314	9.072583	9.940494	9.351734	10.015612	8.585518	10.513128	8.291095	15.495693	8.239565	12.148465	6.367445	10.800954	3.713829	0	13.756383	6.265405	15.544219	4.719833	13.408757	5.117830	106.444946	86.124599	73.945978	127.154078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.899	3.27791	0.09608	0.00000	0.00281	0.00452	-0.00975	0.00799	-0.01457	-0.02090	0.00463	-0.01783	0	12.556659	10.533444	11.551230	10.360851	11.390216	9.073862	9.931247	9.353972	10.002172	8.588765	10.501653	8.290852	15.486045	8.240969	12.135766	6.367511	10.793853	3.716442	0	13.761593	6.269686	15.530016	4.722840	13.402531	5.116518	106.302873	86.123190	74.147985	127.364770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.900	3.27733	0.09614	-0.00013	0.00309	0.00453	-0.01191	0.00844	-0.01376	-0.02009	0.00603	-0.01917	0	12.549621	10.531517	11.544181	10.362745	11.382442	9.075055	9.923369	9.356079	9.990897	8.591910	10.491981	8.285054	15.476617	8.242711	12.120258	6.368659	10.784716	3.720302	0	13.769414	6.269563	15.519629	4.723971	13.397123	5.115626	106.136566	86.100373	74.331284	127.587161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.901	3.27669	0.09645	-0.00026	0.00297	0.00645	-0.01043	0.00770	-0.01360	-0.02102	0.00352	-0.01784	0	12.543136	10.529696	11.536078	10.365652	11.374986	9.076123	9.916535	9.358057	9.981392	8.594496	10.483454	8.275594	15.467085	8.244627	12.103316	6.370832	10.774217	3.725142	0	13.779539	6.268048	15.512187	4.723359	13.392314	5.115362	105.960425	86.065638	74.511956	127.749216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.902	3.27705	0.09637	0.00022	0.00237	0.00332	-0.01163	0.00829	-0.01326	-0.02018	0.00313	-0.01831	0	12.537060	10.527922	11.527638	10.368597	11.367826	9.077062	9.910096	9.359879	9.972743	8.595976	10.474917	8.265393	15.456976	8.246539	12.086931	6.373954	10.763619	3.730402	0	13.791401	6.269660	15.505949	4.721580	13.387725	5.115982	105.791820	86.032503	74.715086	127.773357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.903	3.27771	0.09606	0.00000	0.00328	0.00580	-0.01287	0.00873	-0.01313	-0.02088	0.00300	-0.01826	0	12.531248	10.526137	11.519579	10.370607	11.360937	9.077872	9.903402	9.361521	9.964039	8.595805	10.465214	8.257373	15.445813	8.248267	12.073093	6.377946	10.754187	3.735523	0	13.804435	6.278918	15.499175	4.719209	13.382978	5.117745	105.648122	86.014490	74.965767	127.582004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.904	3.27766	0.09587	-0.00026	0.00366	0.00503	-0.01191	0.00808	-0.01456	-0.02127	0.00330	-0.01853	0	12.525586	10.524304	11.512496	10.370939	11.354289	9.078545	9.895955	9.362948	9.954496	8.593630	10.453484	8.253897	15.433281	8.249671	12.063290	6.382642	10.746891	3.739981	0	13.818582	6.298986	15.490443	4.716789	13.377784	5.120782	105.545360	86.022315	75.282076	127.125389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.905	3.27743	0.09585	-0.00002	0.00317	0.00412	-0.01250	0.00749	-0.01384	-0.01972	0.00465	-0.01740	0	12.520117	10.522493	11.506341	10.370094	11.347820	9.079041	9.888064	9.364069	9.944020	8.590128	10.440458	8.254331	15.419914	8.250800	12.056319	6.387393	10.741119	3.743429	0	13.836508	6.325778	15.480051	4.714688	13.372341	5.124559	105.492386	86.051707	75.644623	126.502351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5.906	3.27782	0.09592	-0.00002	0.00326	0.00707	-0.01198	0.00737	-0.01288	-0.02127	0.00377	-0.01704	0	12.514941	10.520810	11.500849	10.368983	11.341453	9.079310	9.880307	9.364778	9.932747	8.586319	10.427392	8.257049	15.406527	8.251772	12.050082	6.391391	10.735737	3.745583	0	13.861780	6.352800	15.468865	4.713212	13.367003	5.128315	105.495667	86.093408	76.021553	125.861163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
