"Time","v2 Right CoP","v1 xCoMy","v3 Left CoP","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
5.418,5.332354,6.286547,6.977920,6.384467,-1.800963,11.547825,5.252076,11.675799,6.237194,13.634153,5.412631,10.394294,7.718646,8.218439,143.081619,89.669052,53.312305,42.913326,8.773065,11.723668,8.784673,10.549877,8.947784,10.132673,9.534012,9.766840,10.861666,11.921590,11.671644,9.883535,12.038506,10.827392
5.419,5.319704,6.283695,6.980638,6.381534,-1.799476,11.546307,5.225703,11.692668,6.240256,13.623706,5.413705,10.385692,7.721020,8.206861,142.745316,89.867500,53.159153,42.642910,8.773663,11.754667,8.785760,10.540579,8.947679,10.124682,9.539536,9.757787,10.870735,11.916338,11.672655,9.880194,12.037940,10.824578
5.420,5.307550,6.280759,6.980742,6.378506,-1.797780,11.544219,5.198551,11.714524,6.240394,13.614672,5.416551,10.374608,7.721088,8.197550,142.061798,90.175522,53.139454,42.623322,8.781869,11.763121,8.785760,10.532071,8.944578,10.112738,9.538229,9.748209,10.874262,11.909073,11.671743,9.875426,12.037706,10.818383
5.421,5.295397,6.277824,6.980844,6.375479,-1.796084,11.542131,5.171399,11.736381,6.240532,13.605637,5.419395,10.363523,7.721157,8.188239,141.378265,90.483536,53.119751,42.603729,8.790075,11.771574,8.785760,10.523563,8.941478,10.100792,9.536921,9.738632,10.877789,11.901808,11.670832,9.870659,12.037472,10.812188
5.422,5.283244,6.274889,6.980948,6.372451,-1.794387,11.540044,5.144247,11.758237,6.240671,13.596602,5.422240,10.352440,7.721225,8.178928,140.694748,90.791550,53.100052,42.584141,8.798283,11.780028,8.785760,10.515055,8.938377,10.088846,9.535613,9.729055,10.881317,11.894543,11.669919,9.865891,12.037238,10.805993
5.423,5.271091,6.271954,6.981051,6.369423,-1.792691,11.537956,5.117095,11.780093,6.240809,13.587568,5.425086,10.341356,7.721293,8.169618,140.011230,91.099571,53.080353,42.564552,8.806489,11.788482,8.785760,10.506547,8.935277,10.076901,9.534306,9.719478,10.884844,11.887278,11.669007,9.861123,12.037004,10.799798
5.424,5.262889,6.268904,6.981051,6.366263,-1.790663,11.536656,5.102023,11.792482,6.240809,13.578074,5.423756,10.331559,7.721293,8.161497,139.899170,91.544006,52.876808,42.365433,8.821100,11.794288,8.782860,10.493713,8.935222,10.063996,9.540044,9.709545,10.892773,11.880873,11.668128,9.856287,12.036551,10.795837
5.425,5.254688,6.265853,6.981051,6.363103,-1.788635,11.535357,5.086950,11.804872,6.240809,13.568580,5.422425,10.321762,7.721293,8.153378,139.787109,91.988441,52.673264,42.166313,8.835712,11.800094,8.779959,10.480881,8.935167,10.051092,9.545782,9.699614,10.900702,11.874468,11.667249,9.851452,12.036096,10.791878
5.426,5.246487,6.262803,6.981051,6.359942,-1.786608,11.534057,5.071878,11.817261,6.240809,13.559086,5.421095,10.311966,7.721293,8.145257,139.675064,92.432877,52.469715,41.967197,8.850324,11.805900,8.777059,10.468047,8.935112,10.038187,9.551519,9.689682,10.908630,11.868063,11.666369,9.846616,12.035641,10.787918
5.427,5.238286,6.259753,6.981051,6.356782,-1.784580,11.532757,5.056806,11.829650,6.240809,13.549591,5.419765,10.302169,7.721293,8.137136,139.563004,92.877312,52.266171,41.768078,8.864935,11.811706,8.774158,10.455214,8.935057,10.025282,9.557258,9.679749,10.916559,11.861658,11.665490,9.841780,12.035187,10.783957
5.428,5.225564,6.256714,6.981933,6.353600,-1.781947,11.532152,5.031028,11.836308,6.240790,13.539911,5.420101,10.293179,7.723075,8.129179,139.523346,93.025497,52.232986,41.604118,8.890163,11.817867,8.772773,10.448795,8.935016,10.015949,9.557350,9.671315,10.922649,11.856033,11.665915,9.839344,12.034281,10.780592
5.429,5.212843,6.253675,6.982814,6.350418,-1.779315,11.531547,5.005250,11.842968,6.240770,13.530231,5.420437,10.284188,7.724857,8.121222,139.483704,93.173676,52.199799,41.440155,8.915392,11.824028,8.771387,10.442378,8.934975,10.006618,9.557444,9.662881,10.928740,11.850410,11.666340,9.836909,12.033376,10.777225
5.430,5.200122,6.250637,6.983696,6.347236,-1.776682,11.530941,4.979472,11.849627,6.240751,13.520551,5.420773,10.275198,7.726640,8.113264,139.444046,93.321861,52.166611,41.276192,8.940621,11.830190,8.770002,10.435961,8.934934,9.997286,9.557536,9.654447,10.934831,11.844786,11.666764,9.834475,12.032471,10.773860
5.431,5.187401,6.247598,6.984577,6.344054,-1.774050,11.530336,4.953693,11.856285,6.240732,13.510871,5.421108,10.266208,7.728422,8.105307,139.404388,93.470047,52.133427,41.112232,8.965850,11.836351,8.768617,10.429543,8.934893,9.987953,9.557629,9.646012,10.940921,11.839161,11.667189,9.832039,12.031565,10.770494
5.432,5.181000,6.244685,6.984913,6.340961,-1.770717,11.529722,4.941445,11.862612,6.240723,13.503269,5.420554,10.258417,7.729104,8.101344,139.033386,93.654442,52.044189,40.994385,8.994612,11.858174,8.768080,10.426025,8.934425,9.978357,9.560063,9.636693,10.948056,11.832686,11.667707,9.828321,12.032616,10.766918
5.433,5.174599,6.241773,6.985250,6.337866,-1.767384,11.529108,4.929196,11.868938,6.240713,13.495667,5.420000,10.250626,7.729786,8.097382,138.662369,93.838837,51.954948,40.876537,9.023373,11.879997,8.767542,10.422508,8.933958,9.968760,9.562498,9.627374,10.955193,11.826212,11.668225,9.824603,12.033667,10.763341
5.434,5.168197,6.238860,6.985586,6.334772,-1.764051,11.528495,4.916948,11.875264,6.240703,13.488065,5.419446,10.242835,7.730468,8.093420,138.291351,94.023224,51.865707,40.758690,9.052135,11.901819,8.767004,10.418991,8.933490,9.959164,9.564934,9.618054,10.962328,11.819737,11.668743,9.820885,12.034717,10.759764
5.435,5.161796,6.235947,6.985922,6.331678,-1.760718,11.527881,4.904700,11.881591,6.240693,13.480463,5.418892,10.235044,7.731150,8.089458,137.920349,94.207619,51.776470,40.640842,9.080896,11.923642,8.766467,10.415474,8.933022,9.949568,9.567369,9.608735,10.969463,11.813263,11.669262,9.817167,12.035768,10.756187
5.436,5.156100,6.233091,6.985245,6.328621,-1.757008,11.527621,4.892670,11.894221,6.239279,13.469547,5.419530,10.225949,7.731211,8.084249,138.855682,93.997360,51.593616,40.441872,9.093359,11.956738,8.765203,10.408787,8.936716,9.943660,9.572136,9.598698,10.978275,11.806604,11.668643,9.813387,12.036020,10.753731
5.437,5.150404,6.230235,6.984568,6.325563,-1.753299,11.527362,4.880640,11.906851,6.237864,13.458632,5.420168,10.216854,7.731271,8.079040,139.791016,93.787109,51.410767,40.242897,9.105823,11.989835,8.763939,10.402100,8.940410,9.937752,9.576903,9.588659,10.987086,11.799946,11.668024,9.809608,12.036272,10.751274
5.438,5.144708,6.227379,6.983891,6.322505,-1.749589,11.527102,4.868610,11.919481,6.236449,13.447718,5.420806,10.207758,7.731331,8.073831,140.726349,93.576851,51.227913,40.043922,9.118286,12.022931,8.762674,10.395413,8.944103,9.931844,9.581671,9.578621,10.995897,11.793287,11.667405,9.805828,12.036525,10.748818
5.439,5.139012,6.224524,6.983213,6.319448,-1.745879,11.526843,4.856580,11.932112,6.235035,13.436802,5.421444,10.198663,7.731391,8.068622,141.661682,93.366592,51.045059,39.844952,9.130749,12.056027,8.761411,10.388726,8.947797,9.925936,9.586438,9.568583,11.004709,11.786629,11.666786,9.802048,12.036777,10.746362
5.440,5.134212,6.221754,6.983213,6.316437,-1.741436,11.525671,4.848744,11.954615,6.235035,13.427257,5.419681,10.188169,7.731391,8.062991,141.550064,93.629135,50.817596,39.710243,9.136098,12.079516,8.760243,10.378006,8.950333,9.915257,9.592562,9.559715,11.012737,11.780316,11.665182,9.798062,12.036977,10.742229
5.441,5.129413,6.218984,6.983213,6.313425,-1.736994,11.524498,4.840908,11.977118,6.235035,13.417711,5.417917,10.177677,7.731391,8.057360,141.438446,93.891678,50.590137,39.575539,9.141447,12.103005,8.759076,10.367286,8.952868,9.904579,9.598684,9.550846,11.020765,11.774004,11.663577,9.794077,12.037176,10.738098
5.442,5.124613,6.216214,6.983213,6.310414,-1.732552,11.523325,4.833072,11.999622,6.235035,13.408165,5.416154,10.167184,7.731391,8.051729,141.326828,94.154221,50.362679,39.440834,9.146795,12.126494,8.757909,10.356565,8.955403,9.893901,9.604808,9.541977,11.028793,11.767691,11.661972,9.790091,12.037374,10.733966
5.443,5.119813,6.213444,6.983213,6.307403,-1.728109,11.522153,4.825236,12.022125,6.235035,13.398620,5.414391,10.156691,7.731391,8.046099,141.215210,94.416763,50.135216,39.306126,9.152144,12.149983,8.756742,10.345845,8.957939,9.883223,9.610931,9.533109,11.036821,11.761378,11.660368,9.786105,12.037574,10.729834
5.444,5.118614,6.210648,6.982815,6.304312,-1.722700,11.520185,4.822766,12.039305,6.235163,13.387882,5.414462,10.148182,7.730466,8.038748,141.264999,94.488617,50.031715,39.091816,9.165237,12.164122,8.755710,10.336464,8.955319,9.876945,9.612526,9.525275,11.040812,11.755134,11.658896,9.781828,12.034725,10.726210
5.445,5.117414,6.207851,6.982417,6.301221,-1.717291,11.518217,4.820296,12.056485,6.235291,13.377145,5.414533,10.139674,7.729542,8.031397,141.314789,94.560463,49.928215,38.877502,9.178329,12.178260,8.754679,10.327083,8.952700,9.870668,9.614120,9.517443,11.044803,11.748890,11.657425,9.777552,12.031876,10.722586
5.446,5.116215,6.205055,6.982018,6.298131,-1.711882,11.516250,4.817826,12.073666,6.235419,13.366407,5.414604,10.131166,7.728617,8.024045,141.364594,94.632309,49.824718,38.663193,9.191422,12.192398,8.753647,10.317701,8.950081,9.864392,9.615713,9.509609,11.048794,11.742645,11.655953,9.773274,12.029026,10.718961
5.447,5.115016,6.202258,6.981620,6.295040,-1.706473,11.514282,4.815356,12.090845,6.235548,13.355670,5.414676,10.122658,7.727692,8.016694,141.414383,94.704163,49.721218,38.448883,9.204515,12.206536,8.752615,10.308320,8.947461,9.858115,9.617308,9.501776,11.052784,11.736401,11.654482,9.768997,12.026177,10.715337
5.448,5.111895,6.199644,6.981111,6.292083,-1.700165,11.511927,4.807483,12.111991,6.235548,13.347413,5.416307,10.114241,7.726674,8.011562,141.034103,95.187393,49.636009,38.346741,9.226977,12.218422,8.752615,10.297531,8.947987,9.846072,9.620595,9.494705,11.060457,11.731487,11.656094,9.766949,12.028482,10.713247
5.449,5.108774,6.197030,6.980602,6.289126,-1.693857,11.509570,4.799611,12.133137,6.235548,13.339157,5.417938,10.105824,7.725657,8.006430,140.653809,95.670624,49.550804,38.244602,9.249440,12.230309,8.752615,10.286743,8.948511,9.834028,9.623882,9.487635,11.068130,11.726574,11.657705,9.764899,12.030788,10.711157
5.450,5.105654,6.194417,6.980093,6.286170,-1.687549,11.507214,4.791738,12.154282,6.235548,13.330900,5.419569,10.097408,7.724638,8.001297,140.273529,96.153847,49.465595,38.142464,9.271903,12.242194,8.752615,10.275954,8.949036,9.821985,9.627171,9.480564,11.075805,11.721662,11.659318,9.762850,12.033093,10.709066
5.451,5.102533,6.191803,6.979584,6.283213,-1.681241,11.504858,4.783865,12.175427,6.235548,13.322643,5.421200,10.088991,7.723621,7.996165,139.893250,96.637077,49.380386,38.040321,9.294366,12.254080,8.752615,10.265165,8.949561,9.809942,9.630458,9.473494,11.083478,11.716748,11.660930,9.760801,12.035398,10.706977
5.452,5.099379,6.189348,6.980093,6.280375,-1.674174,11.501446,4.778625,12.191982,6.235548,13.309612,5.420133,10.078115,7.724638,7.988450,139.498383,96.907318,49.384476,37.915199,9.320970,12.281136,8.754000,10.244972,8.946258,9.798122,9.628559,9.464260,11.085144,11.708834,11.660429,9.754662,12.034104,10.702747
5.453,5.096225,6.186894,6.980602,6.277536,-1.667107,11.498034,4.773384,12.208536,6.235548,13.296581,5.419065,10.067240,7.725657,7.980735,139.103500,97.177551,49.388569,37.790077,9.347573,12.308191,8.755384,10.224780,8.942954,9.786303,9.626659,9.455027,11.086809,11.700920,11.659929,9.748522,12.032810,10.698519
5.454,5.093071,6.184441,6.981111,6.274698,-1.660040,11.494622,4.768143,12.225090,6.235548,13.283549,5.417997,10.056363,7.726674,7.973020,138.708618,97.447792,49.392662,37.664951,9.374177,12.335247,8.756769,10.204588,8.939651,9.774483,9.624760,9.445792,11.088475,11.693007,11.659430,9.742381,12.031517,10.694289
5.455,5.089916,6.181986,6.981620,6.271860,-1.652973,11.491210,4.762902,12.241645,6.235548,13.270518,5.416930,10.045487,7.727692,7.965304,138.313751,97.718033,49.396751,37.539829,9.400781,12.362303,8.758154,10.184395,8.936347,9.762663,9.622861,9.436559,11.090141,11.685092,11.658929,9.736241,12.030223,10.690060
5.456,5.086801,6.179624,6.983139,6.269091,-1.645512,11.490034,4.756202,12.265482,6.235481,13.262810,5.417400,10.040480,7.730796,7.962164,138.540314,97.839981,49.341469,37.347332,9.423216,12.396870,8.758180,10.175581,8.938657,9.757361,9.627989,9.431252,11.097919,11.681064,11.662968,9.734003,12.032863,10.689414
5.457,5.083686,6.177260,6.984658,6.266323,-1.638051,11.488857,4.749501,12.289319,6.235415,13.255100,5.417871,10.035473,7.733901,7.959023,138.766876,97.961937,49.286186,37.154835,9.445652,12.431437,8.758205,10.166767,8.940967,9.752060,9.633116,9.425945,11.105696,11.677034,11.667006,9.731764,12.035503,10.688768
5.458,5.080571,6.174898,6.986177,6.263554,-1.630589,11.487680,4.742800,12.313156,6.235349,13.247392,5.418341,10.030466,7.737005,7.955883,138.993439,98.083893,49.230900,36.962337,9.468087,12.466004,8.758230,10.157954,8.943276,9.746758,9.638244,9.420639,11.113474,11.673006,11.671043,9.729526,12.038143,10.688123
5.459,5.077456,6.172535,6.987696,6.260786,-1.623128,11.486505,4.736100,12.336993,6.235282,13.239683,5.418811,10.025458,7.740110,7.952742,139.220001,98.205841,49.175617,36.769840,9.490522,12.500571,8.758256,10.149140,8.945586,9.741456,9.643372,9.415333,11.121251,11.668978,11.675082,9.727287,12.040783,10.687477
5.460,5.074676,6.170070,6.988250,6.257900,-1.615389,11.483232,4.731566,12.353668,6.235282,13.228917,5.417784,10.016684,7.741219,7.944773,139.183746,98.249489,49.065434,36.554920,9.507179,12.516256,8.758256,10.140828,8.945058,9.730235,9.644125,9.402788,11.129333,11.659637,11.674515,9.722644,12.040596,10.684478
5.461,5.071895,6.167605,6.988805,6.255014,-1.607650,11.479961,4.727033,12.370344,6.235282,13.218151,5.416757,10.007910,7.742327,7.936804,139.147476,98.293137,48.955250,36.339996,9.523836,12.531940,8.758256,10.132516,8.944530,9.719013,9.644877,9.390244,11.137415,11.650296,11.673946,9.718000,12.040409,10.681479
5.462,5.069115,6.165141,6.989359,6.252129,-1.599910,11.476690,4.722499,12.387020,6.235282,13.207385,5.415730,9.999136,7.743435,7.928835,139.111206,98.336792,48.845066,36.125076,9.540494,12.547625,8.758256,10.124204,8.944001,9.707792,9.645630,9.377701,11.145496,11.640955,11.673379,9.713358,12.040222,10.678478
5.463,5.066335,6.162676,6.989913,6.249244,-1.592171,11.473418,4.717966,12.403695,6.235282,13.196619,5.414703,9.990361,7.744544,7.920866,139.074951,98.380440,48.734882,35.910156,9.557151,12.563310,8.758256,10.115891,8.943473,9.696571,9.646383,9.365156,11.153578,11.631615,11.672812,9.708714,12.040035,10.675479
5.464,5.065764,6.160329,6.989840,6.246458,-1.584107,11.470654,4.716506,12.413426,6.235136,13.190210,5.415022,9.982098,7.744544,7.916386,139.491882,98.381653,48.705723,35.812843,9.565158,12.585118,8.758256,10.113296,8.945377,9.690956,9.648951,9.358504,11.159960,11.626452,11.675774,9.705828,12.043085,10.673788
5.465,5.065193,6.157981,6.989767,6.243671,-1.576042,11.467890,4.715045,12.423158,6.234990,13.183802,5.415340,9.973835,7.744544,7.911906,139.908813,98.382874,48.676559,35.715530,9.573166,12.606926,8.758256,10.110701,8.947283,9.685342,9.651519,9.351852,11.166342,11.621290,11.678735,9.702940,12.046134,10.672096
5.466,5.064622,6.155633,6.989694,6.240885,-1.567978,11.465126,4.713585,12.432889,6.234844,13.177394,5.415659,9.965572,7.744544,7.907427,140.325745,98.384094,48.647400,35.618221,9.581173,12.628735,8.758256,10.108105,8.949187,9.679728,9.654087,9.345201,11.172725,11.616128,11.681696,9.700053,12.049183,10.670404
5.467,5.064052,6.153286,6.989620,6.238099,-1.559914,11.462361,4.712125,12.442620,6.234697,13.170985,5.415978,9.957309,7.744544,7.902947,140.742676,98.385307,48.618240,35.520908,9.589180,12.650543,8.758256,10.105509,8.951092,9.674112,9.656654,9.338549,11.179107,11.610966,11.684658,9.697166,12.052233,10.668714
5.468,5.060586,6.151015,6.990157,6.235399,-1.552017,11.461951,4.706113,12.457621,6.234697,13.160947,5.415060,9.947692,7.745618,7.898255,140.264694,98.734024,48.538883,35.310913,9.587402,12.668696,8.758813,10.093481,8.951307,9.665526,9.659157,9.333549,11.184926,11.607469,11.685606,9.696079,12.051171,10.666934
5.469,5.057121,6.148745,6.990695,6.232699,-1.544120,11.461542,4.700101,12.472621,6.234697,13.150908,5.414141,9.938074,7.746692,7.893564,139.786713,99.082748,48.459526,35.100922,9.585625,12.686850,8.759371,10.081453,8.951523,9.656940,9.661660,9.328550,11.190746,11.603971,11.686554,9.694993,12.050110,10.665155
5.470,5.053656,6.146474,6.991232,6.230000,-1.536222,11.461132,4.694090,12.487621,6.234697,13.140870,5.413221,9.928457,7.747766,7.888872,139.308731,99.431465,48.380173,34.890930,9.583846,12.705003,8.759928,10.069425,8.951738,9.648355,9.664164,9.323551,11.196566,11.600475,11.687502,9.693907,12.049048,10.663376
5.471,5.050190,6.144204,6.991769,6.227300,-1.528325,11.460722,4.688078,12.502622,6.234697,13.130832,5.412302,9.918840,7.748841,7.884181,138.830750,99.780182,48.300816,34.680935,9.582068,12.723156,8.760485,10.057397,8.951954,9.639769,9.666666,9.318552,11.202385,11.596978,11.688450,9.692820,12.047987,10.661596
5.472,5.049022,6.142084,6.992768,6.224757,-1.520546,11.460263,4.685247,12.523612,6.236534,13.125322,5.412797,9.913235,7.749003,7.882452,138.981461,99.974121,48.243755,34.604851,9.571836,12.745980,8.760485,10.048480,8.955091,9.632305,9.669697,9.313353,11.209050,11.593263,11.690892,9.691547,12.051400,10.661570
5.473,5.047854,6.139964,6.993768,6.222214,-1.512767,11.459805,4.682416,12.544603,6.238371,13.119812,5.413292,9.907629,7.749165,7.880723,139.132172,100.168060,48.186691,34.528770,9.561604,12.768805,8.760485,10.039562,8.958228,9.624842,9.672728,9.308153,11.215715,11.589548,11.693335,9.690274,12.054813,10.661542
5.474,5.046686,6.137843,6.994767,6.219670,-1.504988,11.459346,4.679585,12.565594,6.240208,13.114303,5.413787,9.902023,7.749327,7.878994,139.282898,100.362000,48.129631,34.452686,9.551371,12.791629,8.760485,10.030645,8.961365,9.617378,9.675759,9.302955,11.222381,11.585833,11.695777,9.689001,12.058228,10.661514
5.475,5.045518,6.135723,6.995767,6.217127,-1.497209,11.458887,4.676754,12.586584,6.242044,13.108793,5.414282,9.896418,7.749489,7.877266,139.433609,100.555939,48.072571,34.376602,9.541138,12.814453,8.760485,10.021729,8.964502,9.609915,9.678790,9.297755,11.229046,11.582117,11.698219,9.687729,12.061641,10.661488
5.476,5.046807,6.133646,6.996120,6.214616,-1.489227,11.458457,4.680601,12.603932,6.242608,13.098349,5.413013,9.886429,7.749632,7.873765,139.355042,100.886040,48.034592,34.301373,9.526833,12.823617,8.761097,10.009675,8.963397,9.599789,9.679290,9.291636,11.230650,11.576516,11.697819,9.683033,12.061356,10.658372
5.477,5.048096,6.131568,6.996473,6.212105,-1.481244,11.458027,4.684448,12.621281,6.243172,13.087904,5.411745,9.876440,7.749774,7.870264,139.276474,101.216141,47.996616,34.226143,9.512527,12.832781,8.761709,9.997622,8.962292,9.589663,9.679790,9.285515,11.232253,11.570915,11.697418,9.678337,12.061069,10.655256
5.478,5.049385,6.129491,6.996827,6.209593,-1.473261,11.457596,4.688294,12.638630,6.243736,13.077459,5.410476,9.866451,7.749917,7.866763,139.197906,101.546234,47.958641,34.150917,9.498223,12.841945,8.762322,9.985569,8.961186,9.579537,9.680289,9.279395,11.233856,11.565313,11.697017,9.673641,12.060784,10.652141
5.479,5.050674,6.127414,6.997180,6.207082,-1.465279,11.457166,4.692142,12.655978,6.244300,13.067015,5.409207,9.856462,7.750060,7.863262,139.119339,101.876335,47.920662,34.075687,9.483918,12.851109,8.762935,9.973516,8.960081,9.569411,9.680789,9.273275,11.235460,11.559712,11.696616,9.668945,12.060499,10.649025
