"Time","v2 Right CoP","v1 xCoMy","v3 Left CoP","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
1.607,5.418473,6.359003,7.042811,6.356585,0.044472,12.335210,4.800352,14.151045,6.348024,12.663307,6.036595,10.902647,7.737599,11.451208,143.469681,92.632553,48.037823,34.857483,9.456676,14.458199,8.836533,11.077178,8.972584,10.718217,9.616306,10.304761,11.256558,12.617540,11.670611,10.779207,12.051716,11.714738
1.608,5.420862,6.357771,7.040321,6.354971,0.051490,12.333700,4.806026,14.158099,6.348024,12.655960,6.035699,10.890166,7.732619,11.492959,144.378036,92.950012,47.827595,34.693966,9.456363,14.462845,8.827690,11.069510,8.974556,10.706260,9.618299,10.297096,11.262716,12.612059,11.667496,10.777466,12.050423,11.713267
1.609,5.423251,6.356539,7.037832,6.353358,0.058507,12.332191,4.811699,14.165154,6.348024,12.648613,6.034803,10.877686,7.727640,11.534710,145.286392,93.267471,47.617371,34.530449,9.456049,14.467491,8.818848,11.061840,8.976528,10.694304,9.620293,10.289432,11.268875,12.606577,11.664381,10.775725,12.049129,11.711798
1.610,5.425640,6.355307,7.035342,6.351744,0.065525,12.330681,4.817373,14.172209,6.348024,12.641265,6.033908,10.865206,7.722661,11.576461,146.194748,93.584938,47.407143,34.366928,9.455735,14.472136,8.810004,11.054171,8.978499,10.682346,9.622285,10.281767,11.275033,12.601094,11.661265,10.773985,12.047836,11.710327
1.611,5.428029,6.354075,7.032852,6.350131,0.072543,12.329171,4.823047,14.179263,6.348024,12.633918,6.033012,10.852725,7.717681,11.618212,147.103104,93.902397,47.196915,34.203411,9.455421,14.476783,8.801162,11.046502,8.980472,10.670389,9.624278,10.274102,11.281191,12.595613,11.658150,10.772243,12.046543,11.708857
1.612,5.428293,6.353033,7.033842,6.348702,0.079653,12.322874,4.826236,14.185812,6.350003,12.626958,6.030349,10.843227,7.717681,11.662767,147.073685,93.982803,47.069942,34.122669,9.453490,14.479544,8.800200,11.044237,8.979324,10.659835,9.621860,10.264420,11.284966,12.588165,11.654318,10.769670,12.044283,11.704513
1.613,5.428556,6.351992,7.034831,6.347274,0.086763,12.316578,4.829426,14.192361,6.351981,12.619998,6.027687,10.833730,7.717681,11.707323,147.044266,94.063217,46.942970,34.041931,9.451559,14.482304,8.799236,11.041971,8.978176,10.649281,9.619440,10.254736,11.288739,12.580717,11.650485,10.767096,12.042023,11.700169
1.614,5.428820,6.350950,7.035820,6.345846,0.093872,12.310282,4.832615,14.198910,6.353960,12.613038,6.025024,10.824232,7.717681,11.751878,147.014847,94.143623,46.816002,33.961189,9.449627,14.485065,8.798273,11.039705,8.977029,10.638725,9.617022,10.245053,11.292513,12.573269,11.646652,10.764522,12.039762,11.695825
1.615,5.429083,6.349908,7.036810,6.344418,0.100982,12.303985,4.835805,14.205459,6.355939,12.606078,6.022362,10.814734,7.717681,11.796433,146.985428,94.224030,46.689030,33.880447,9.447696,14.487825,8.797311,11.037440,8.975882,10.628171,9.614603,10.235371,11.296288,12.565822,11.642820,10.761948,12.037501,11.691481
1.616,5.431368,6.349072,7.035044,6.343166,0.108621,12.302534,4.842263,14.210423,6.356397,12.600124,6.020474,10.810092,7.713692,11.837943,146.371185,94.370583,46.443203,33.651360,9.447621,14.492355,8.796156,11.036298,8.977764,10.621282,9.619150,10.228227,11.306005,12.560872,11.641842,10.761869,12.037810,11.691080
1.617,5.433654,6.348236,7.033278,6.341915,0.116260,12.301083,4.848721,14.215385,6.356854,12.594170,6.018586,10.805449,7.709702,11.879453,145.756958,94.517136,46.197376,33.422272,9.447547,14.496885,8.795002,11.035154,8.979647,10.614391,9.623697,10.221083,11.315723,12.555922,11.640863,10.761792,12.038119,11.690680
1.618,5.435939,6.347399,7.031513,6.340663,0.123899,12.299631,4.855179,14.220348,6.357312,12.588216,6.016698,10.800807,7.705713,11.920962,145.142731,94.663689,45.951550,33.193188,9.447473,14.501414,8.793847,11.034012,8.981529,10.607502,9.628245,10.213938,11.325440,12.550972,11.639884,10.761715,12.038428,11.690278
1.619,5.438224,6.346563,7.029747,6.339411,0.131538,12.298181,4.861637,14.225312,6.357770,12.582262,6.014811,10.796165,7.701724,11.962472,144.528488,94.810242,45.705723,32.964100,9.447398,14.505944,8.792692,11.032869,8.983412,10.600613,9.632792,10.206794,11.335158,12.546022,11.638906,10.761637,12.038737,11.689878
1.620,5.441755,6.345860,7.032527,6.338236,0.140222,12.297152,4.868442,14.226769,6.358223,12.568123,6.015068,10.782234,7.706830,11.994216,144.046448,95.082947,45.553104,32.785278,9.441526,14.506094,8.792692,11.025354,8.980621,10.592033,9.632307,10.200682,11.336866,12.540839,11.634576,10.758883,12.034329,11.687030
1.621,5.445286,6.345156,7.035306,6.337060,0.148905,12.296122,4.875246,14.228226,6.358676,12.553983,6.015326,10.768303,7.711937,12.025960,143.564392,95.355652,45.400490,32.606457,9.435654,14.506245,8.792692,11.017838,8.977830,10.583453,9.631822,10.194570,11.338575,12.535656,11.630245,10.756127,12.029921,11.684181
1.622,5.448817,6.344453,7.038086,6.335885,0.157589,12.295092,4.882051,14.229683,6.359129,12.539843,6.015584,10.754373,7.717043,12.057704,143.082352,95.628349,45.247871,32.427635,9.429782,14.506395,8.792692,11.010323,8.975039,10.574873,9.631336,10.188457,11.340283,12.530473,11.625916,10.753372,12.025513,11.681334
1.623,5.452348,6.343750,7.040866,6.334709,0.166273,12.294063,4.888855,14.231140,6.359582,12.525703,6.015841,10.740442,7.722150,12.089448,142.600311,95.901054,45.095253,32.248814,9.423910,14.506545,8.792692,11.002808,8.972248,10.566294,9.630851,10.182345,11.341991,12.525290,11.621586,10.750618,12.021105,11.678486
1.624,5.454727,6.343095,7.041840,6.333553,0.175497,12.287781,4.894757,14.239053,6.362264,12.518005,6.014698,10.733566,7.721416,12.117972,142.768585,95.917030,44.911472,32.123611,9.419252,14.515818,8.791518,11.000281,8.973926,10.559841,9.632157,10.175632,11.347252,12.519936,11.618986,10.749180,12.021235,11.678635
1.625,5.457107,6.342441,7.042813,6.332397,0.184721,12.281500,4.900659,14.246965,6.364945,12.510306,6.013556,10.726691,7.720681,12.146498,142.936859,95.933014,44.727692,31.998413,9.414595,14.525091,8.790344,10.997755,8.975603,10.553389,9.633465,10.168919,11.352512,12.514582,11.616386,10.747743,12.021366,11.678783
1.626,5.459487,6.341786,7.043786,6.331242,0.193945,12.275218,4.906561,14.254877,6.367627,12.502607,6.012413,10.719816,7.719946,12.175022,143.105148,95.948990,44.543907,31.873213,9.409936,14.534364,8.789169,10.995228,8.977280,10.546936,9.634771,10.162205,11.357772,12.509229,11.613787,10.746305,12.021497,11.678933
1.627,5.461866,6.341132,7.044760,6.330086,0.203169,12.268936,4.912463,14.262790,6.370308,12.494909,6.011270,10.712940,7.719212,12.203547,143.273422,95.964966,44.360126,31.748013,9.405278,14.543636,8.787995,10.992702,8.978957,10.540483,9.636078,10.155492,11.363032,12.503875,11.611187,10.744867,12.021627,11.679082
1.628,5.465249,6.340626,7.046156,6.329070,0.212548,12.260969,4.917659,14.263474,6.371940,12.486205,6.012840,10.705636,7.720372,12.230152,143.273178,96.050568,44.448116,31.706978,9.402948,14.545935,8.787995,10.982443,8.978316,10.533939,9.630123,10.153535,11.355902,12.501493,11.607451,10.741085,12.016729,11.679047
1.629,5.468632,6.340120,7.047552,6.328054,0.221927,12.253003,4.922854,14.264158,6.373572,12.477501,6.014410,10.698332,7.721532,12.256758,143.272949,96.136169,44.536102,31.665943,9.400620,14.548232,8.787995,10.972185,8.977675,10.527395,9.624169,10.151578,11.348772,12.499111,11.603716,10.737303,12.011831,11.679012
1.630,5.472014,6.339615,7.048948,6.327038,0.231305,12.245037,4.928050,14.264843,6.375204,12.468796,6.015979,10.691028,7.722692,12.283363,143.272705,96.221779,44.624092,31.624907,9.398290,14.550529,8.787995,10.961926,8.977035,10.520852,9.618216,10.149621,11.341641,12.496729,11.599980,10.733521,12.006934,11.678977
1.631,5.475397,6.339109,7.050344,6.326023,0.240684,12.237070,4.933245,14.265527,6.376836,12.460092,6.017549,10.683723,7.723853,12.309969,143.272461,96.307381,44.712082,31.583872,9.395960,14.552828,8.787995,10.951668,8.976394,10.514308,9.612261,10.147664,11.334511,12.494347,11.596245,10.729738,12.002036,11.678942
1.632,5.477386,6.338527,7.049984,6.324935,0.249969,12.235149,4.939410,14.274879,6.377274,12.453842,6.015360,10.680673,7.722692,12.346045,144.190857,96.162186,44.783382,31.676741,9.392406,14.560440,8.789158,10.940433,8.979646,10.513820,9.610055,10.148662,11.329871,12.494545,11.595108,10.727813,12.001488,11.678754
1.633,5.479373,6.337944,7.049623,6.323848,0.259255,12.233228,4.945576,14.284232,6.377712,12.447593,6.013171,10.677622,7.721532,12.382122,145.109253,96.016991,44.854683,31.769611,9.388851,14.568052,8.790319,10.929197,8.982897,10.513331,9.607849,10.149659,11.325232,12.494743,11.593972,10.725887,12.000939,11.678566
1.634,5.481361,6.337361,7.049261,6.322761,0.268540,12.231306,4.951741,14.293585,6.378150,12.441343,6.010983,10.674572,7.720372,12.418198,146.027664,95.871796,44.925987,31.862480,9.385297,14.575665,8.791481,10.917963,8.986149,10.512843,9.605644,10.150657,11.320591,12.494943,11.592836,10.723963,12.000391,11.678378
1.635,5.483350,6.336779,7.048900,6.321673,0.277826,12.229385,4.957906,14.302938,6.378588,12.435094,6.008793,10.671521,7.719212,12.454274,146.946060,95.726601,44.997288,31.955349,9.381742,14.583278,8.792644,10.906728,8.989401,10.512355,9.603438,10.151654,11.315951,12.495141,11.591700,10.722037,11.999843,11.678190
1.636,5.486967,6.335361,7.041325,6.319771,0.286753,12.225712,4.962192,14.311320,6.378588,12.425722,6.011741,10.658945,7.704062,12.475416,146.317871,96.195343,44.919910,31.923008,9.380855,14.585157,8.794395,10.894271,8.988150,10.503748,9.600910,10.150269,11.314118,12.494049,11.587026,10.721940,11.995253,11.675875
1.637,5.490584,6.333944,7.033750,6.317868,0.295680,12.222037,4.966478,14.319703,6.378588,12.416351,6.014689,10.646368,7.688910,12.496559,145.689667,96.664078,44.842529,31.890669,9.379967,14.587037,8.796147,10.881814,8.986898,10.495140,9.598382,10.148882,11.312285,12.492958,11.582352,10.721843,11.990664,11.673559
1.638,5.494201,6.332527,7.026174,6.315965,0.304607,12.218363,4.970765,14.328086,6.378588,12.406981,6.017637,10.633791,7.673760,12.517701,145.061462,97.132820,44.765152,31.858330,9.379078,14.588917,8.797899,10.869357,8.985646,10.486532,9.595854,10.147495,11.310452,12.491867,11.577679,10.721745,11.986074,11.671243
1.639,5.497818,6.331109,7.018599,6.314062,0.313534,12.214689,4.975051,14.336469,6.378588,12.397609,6.020585,10.621215,7.658609,12.538843,144.433273,97.601562,44.687775,31.825989,9.378190,14.590796,8.799651,10.856900,8.984395,10.477925,9.593326,10.146110,11.308619,12.490775,11.573005,10.721648,11.981484,11.668927
1.640,5.498332,6.329480,7.017351,6.311949,0.322437,12.205257,4.978879,14.346737,6.378784,12.390630,6.017784,10.613508,7.655920,12.567492,144.429260,97.747261,44.342159,31.692646,9.372763,14.597272,8.799941,10.848202,8.983646,10.471678,9.596124,10.139269,11.315508,12.485177,11.566786,10.721453,11.981043,11.670025
1.641,5.498845,6.327851,7.016104,6.309836,0.331339,12.195827,4.982708,14.357004,6.378979,12.383650,6.014983,10.605803,7.653230,12.596142,144.425247,97.892960,43.996544,31.559303,9.367334,14.603748,8.800231,10.839503,8.982897,10.465430,9.598921,10.132427,11.322397,12.479580,11.560566,10.721258,11.980602,11.671123
1.642,5.499359,6.326222,7.014857,6.307723,0.340241,12.186396,4.986536,14.367271,6.379175,12.376671,6.012182,10.598096,7.650540,12.624790,144.421234,98.038651,43.650928,31.425961,9.361907,14.610224,8.800521,10.830805,8.982148,10.459183,9.601719,10.125587,11.329287,12.473982,11.554346,10.721063,11.980161,11.672220
1.643,5.499872,6.324593,7.013610,6.305610,0.349144,12.176964,4.990364,14.377540,6.379370,12.369692,6.009381,10.590389,7.647850,12.653440,144.417221,98.184349,43.305313,31.292618,9.356480,14.616699,8.800811,10.822106,8.981400,10.452935,9.604517,10.118746,11.336175,12.468384,11.548127,10.720867,11.979719,11.673318
1.644,5.501716,6.322916,7.009192,6.303469,0.357666,12.169412,4.994295,14.390509,6.379910,12.364734,6.009136,10.582240,7.638474,12.671309,144.669861,98.510521,43.187313,31.089745,9.355547,14.622131,8.800521,10.803420,8.981543,10.443584,9.602900,10.113631,11.341625,12.465391,11.546673,10.723424,11.977125,11.673296
1.645,5.503559,6.321239,7.004773,6.301329,0.366187,12.161860,4.998226,14.403478,6.380448,12.359776,6.008892,10.574091,7.629098,12.689178,144.922501,98.836693,43.069313,30.886871,9.354613,14.627564,8.800231,10.784733,8.981686,10.434233,9.601281,10.108517,11.347076,12.462398,11.545219,10.725981,11.974530,11.673274
1.646,5.505402,6.319561,7.000354,6.299188,0.374709,12.154307,5.002157,14.416447,6.380987,12.354818,6.008647,10.565941,7.619721,12.707048,145.175140,99.162865,42.951309,30.683998,9.353680,14.632998,8.799941,10.766047,8.981828,10.424882,9.599663,10.103402,11.352528,12.459404,11.543765,10.728537,11.971935,11.673252
1.647,5.507246,6.317883,6.995936,6.297047,0.383230,12.146755,5.006088,14.429416,6.381526,12.349860,6.008403,10.557792,7.610345,12.724917,145.427780,99.489037,42.833309,30.481125,9.352747,14.638430,8.799651,10.747360,8.981971,10.415531,9.598045,10.098288,11.357978,12.456411,11.542311,10.731093,11.969341,11.673230
1.648,5.509370,6.316298,6.993836,6.294986,0.391978,12.143069,5.010850,14.440907,6.383035,12.341205,6.007890,10.553585,7.604637,12.734648,145.544418,99.930405,42.531685,30.030891,9.352310,14.656137,8.799309,10.740794,8.984186,10.409157,9.605818,10.094388,11.370144,12.453424,11.543113,10.733607,11.968937,11.677070
1.649,5.511495,6.314713,6.991736,6.292925,0.400726,12.139383,5.015613,14.452396,6.384543,12.332549,6.007378,10.549379,7.598929,12.744377,145.661072,100.371773,42.230057,29.580656,9.351873,14.673843,8.798967,10.734228,8.986403,10.402783,9.613591,10.090488,11.382311,12.450438,11.543915,10.736120,11.968533,11.680910
1.650,5.513619,6.313128,6.989636,6.290864,0.409474,12.135696,5.020374,14.463887,6.386051,12.323894,6.006865,10.545174,7.593222,12.754107,145.777710,100.813141,41.928429,29.130421,9.351436,14.691550,8.798625,10.727662,8.988619,10.396410,9.621365,10.086588,11.394477,12.447452,11.544717,10.738634,11.968128,11.684750
1.651,5.515744,6.311543,6.987536,6.288804,0.418222,12.132010,5.025136,14.475378,6.387559,12.315238,6.006352,10.540967,7.587513,12.763838,145.894348,101.254509,41.626804,28.680187,9.350999,14.709257,8.798283,10.721096,8.990834,10.390036,9.629137,10.082688,11.406643,12.444465,11.545519,10.741148,11.967724,11.688589
1.652,5.521082,6.309984,6.987534,6.286743,0.427457,12.124635,5.033895,14.487051,6.390995,12.303826,6.008269,10.530437,7.584073,12.751586,146.090744,101.660858,41.385796,28.289795,9.347908,14.736883,8.793739,10.708419,8.988564,10.380291,9.627865,10.076910,11.411749,12.440180,11.540636,10.743210,11.960724,11.688923
1.653,5.526420,6.308425,6.987532,6.284682,0.436691,12.117258,5.042654,14.498723,6.394431,12.292415,6.010185,10.519907,7.580632,12.739334,146.287140,102.067215,41.144783,27.899405,9.344817,14.764510,8.789196,10.695742,8.986294,10.370546,9.626594,10.071133,11.416855,12.435895,11.535752,10.745272,11.953725,11.689257
1.654,5.531757,6.306866,6.987529,6.282621,0.445926,12.109882,5.051412,14.510395,6.397866,12.281003,6.012102,10.509377,7.577191,12.727081,146.483536,102.473572,40.903770,27.509014,9.341726,14.792137,8.784653,10.683064,8.984024,10.360802,9.625322,10.065355,11.421961,12.431610,11.530869,10.747333,11.946726,11.689590
1.655,5.537095,6.305307,6.987526,6.280560,0.455161,12.102507,5.060171,14.522068,6.401302,12.269591,6.014019,10.498847,7.573751,12.714829,146.679932,102.879921,40.662762,27.118622,9.338635,14.819763,8.780109,10.670386,8.981754,10.351057,9.624050,10.059577,11.427067,12.427325,11.525986,10.749394,11.939726,11.689924
1.656,5.542251,6.305551,6.988096,6.280295,0.464518,12.096318,5.068658,14.539984,6.403398,12.267753,6.015844,10.493293,7.572793,12.703420,146.190979,103.297279,40.346886,26.729889,9.330135,14.831038,8.780109,10.665516,8.980111,10.344340,9.628735,10.054883,11.436421,12.423145,11.523958,10.751320,11.938218,11.693373
1.657,5.547408,6.305795,6.988665,6.280030,0.473876,12.090130,5.077145,14.557899,6.405494,12.265914,6.017671,10.487740,7.571836,12.692010,145.702026,103.714630,40.031013,26.341158,9.321636,14.842314,8.780109,10.660645,8.978468,10.337624,9.633420,10.050188,11.445776,12.418965,11.521931,10.753244,11.936710,11.696820
1.658,5.552564,6.306039,6.989234,6.279765,0.483233,12.083942,5.085631,14.575815,6.407589,12.264075,6.019497,10.482185,7.570879,12.680600,145.213074,104.131989,39.715137,25.952427,9.313137,14.853588,8.780109,10.655774,8.976826,10.330907,9.638105,10.045494,11.455131,12.414785,11.519903,10.755170,11.935203,11.700268
1.659,5.557721,6.306283,6.989803,6.279500,0.492591,12.077754,5.094119,14.593731,6.409685,12.262237,6.021323,10.476631,7.569921,12.669190,144.724121,104.549347,39.399261,25.563694,9.304637,14.864863,8.780109,10.650904,8.975183,10.324190,9.642790,10.040800,11.464485,12.410605,11.517876,10.757095,11.933695,11.703716
1.660,5.564916,6.306917,6.990752,6.279624,0.501969,12.072962,5.107724,14.617317,6.410625,12.254268,6.022108,10.467833,7.570879,12.651735,144.006500,104.964233,39.148632,25.142248,9.299253,14.866332,8.783884,10.645028,8.978513,10.316879,9.647505,10.037439,11.475806,12.408556,11.519461,10.761776,11.932430,11.705728
1.661,5.572111,6.307550,6.991700,6.279748,0.511348,12.068170,5.121330,14.640903,6.411565,12.246300,6.022892,10.459034,7.571836,12.634279,143.288879,105.379120,38.898003,24.720802,9.293867,14.867801,8.787659,10.639153,8.981844,10.309568,9.652221,10.034079,11.487127,12.406507,11.521047,10.766457,11.931166,11.707739
1.662,5.579307,6.308185,6.992649,6.279873,0.520726,12.063377,5.134936,14.664490,6.412504,12.238331,6.023677,10.450236,7.572793,12.616824,142.571259,105.794014,38.647377,24.299356,9.288483,14.869269,8.791433,10.633278,8.985174,10.302258,9.656937,10.030718,11.498448,12.404458,11.522633,10.771136,11.929901,11.709751
1.663,5.586502,6.308819,6.993598,6.279997,0.530105,12.058585,5.148541,14.688076,6.413444,12.230362,6.024462,10.441438,7.573751,12.599369,141.853638,106.208900,38.396748,23.877911,9.283098,14.870738,8.795208,10.627402,8.988504,10.294948,9.661652,10.027357,11.509769,12.402409,11.524218,10.775817,11.928637,11.711762
1.664,5.593721,6.309939,6.994610,6.280607,0.539492,12.055116,5.160059,14.705447,6.413949,12.224011,6.027383,10.434204,7.575270,12.591700,141.181763,106.770432,38.165413,23.594814,9.164637,14.208544,8.797678,10.621971,8.990856,10.289379,9.671052,10.026857,11.517633,12.400117,11.525587,10.775249,11.931341,11.716757
1.665,5.600940,6.311060,6.995623,6.281218,0.548878,12.051645,5.171576,14.722818,6.414455,12.217661,6.030304,10.426970,7.576789,12.584030,140.509888,107.331955,37.934074,23.311718,9.046174,13.546350,8.800148,10.616540,8.993208,10.283812,9.680452,10.026358,11.525496,12.397825,11.526956,10.774681,11.934045,11.721750
1.666,5.608159,6.312181,6.996635,6.281827,0.558265,12.048176,5.183095,14.740189,6.414961,12.211311,6.033225,10.419735,7.578309,12.576361,139.837997,107.893478,37.702736,23.028622,8.927711,12.884156,8.802617,10.611109,8.995560,10.278243,9.689853,10.025859,11.533360,12.395534,11.528324,10.774114,11.936749,11.726745
1.667,5.615378,6.313302,6.997647,6.282438,0.567651,12.044706,5.194612,14.757560,6.415466,12.204961,6.036145,10.412501,7.579828,12.568691,139.166122,108.455009,37.471401,22.745525,8.809250,12.221962,8.805087,10.605678,8.997911,10.272675,9.699253,10.025359,11.541224,12.393242,11.529694,10.773546,11.939453,11.731739
1.668,5.627204,6.315058,6.997691,6.283665,0.577388,12.036178,5.213220,14.771099,6.415496,12.194164,6.041188,10.400191,7.579885,12.559767,139.459854,108.655365,37.304367,22.274113,8.809303,12.218311,8.805727,10.597404,8.999077,10.267099,9.703641,10.020700,11.549684,12.389244,11.532017,10.773846,11.937401,11.733397
1.669,5.639030,6.316814,6.997735,6.284892,0.587124,12.027649,5.231829,14.784639,6.415526,12.183367,6.046232,10.387881,7.579942,12.550842,139.753571,108.855728,37.137337,21.802698,8.809358,12.214661,8.806368,10.589130,9.000242,10.261524,9.708029,10.016040,11.558144,12.385245,11.534341,10.774145,11.935349,11.735054
1.670,5.650856,6.318570,6.997778,6.286119,0.596861,12.019120,5.250437,14.798180,6.415557,12.172569,6.051275,10.375571,7.579999,12.541917,140.047302,109.056084,36.970306,21.331284,8.809412,12.211011,8.807008,10.580856,9.001407,10.255949,9.712418,10.011380,11.566605,12.381247,11.536665,10.774446,11.933298,11.736712
1.671,5.662682,6.320326,6.997822,6.287345,0.606597,12.010592,5.269045,14.811719,6.415587,12.161773,6.056318,10.363261,7.580056,12.532992,140.341034,109.256439,36.803272,20.859871,8.809465,12.207360,8.807648,10.572582,9.002572,10.250374,9.716805,10.006721,11.575065,12.377249,11.538988,10.774745,11.931246,11.738369
1.672,5.669119,6.322253,7.001091,6.288725,0.616663,12.009130,5.279700,14.833122,6.416419,12.155992,6.058538,10.356583,7.585763,12.529766,139.920578,109.700287,36.614513,20.697887,8.809455,12.213516,8.807008,10.567678,9.004528,10.243965,9.723410,10.004568,11.583319,12.374575,11.541220,10.775329,11.935016,11.739943
1.673,5.675557,6.324180,7.004360,6.290104,0.626728,12.007668,5.290355,14.854526,6.417251,12.150211,6.060759,10.349904,7.591470,12.526541,139.500122,110.144142,36.425758,20.535906,8.809444,12.219673,8.806368,10.562775,9.006483,10.237556,9.730015,10.002415,11.591574,12.371900,11.543451,10.775911,11.938786,11.741516
1.674,5.681995,6.326106,7.007630,6.291483,0.636793,12.006207,5.301010,14.875929,6.418082,12.144430,6.062980,10.343225,7.597177,12.523314,139.079666,110.587997,36.237000,20.373924,8.809433,12.225829,8.805727,10.557870,9.008439,10.231146,9.736619,10.000261,11.599829,12.369225,11.545682,10.776495,11.942554,11.743089
1.675,5.688433,6.328032,7.010899,6.292862,0.646858,12.004745,5.311665,14.897332,6.418914,12.138649,6.065200,10.336547,7.602884,12.520088,138.659210,111.031845,36.048241,20.211941,8.809422,12.231985,8.805087,10.552966,9.010395,10.224737,9.743223,9.998109,11.608083,12.366550,11.547914,10.777079,11.946324,11.744662
1.676,5.698800,6.331070,7.013477,6.295228,0.659217,12.002363,5.324544,14.909501,6.420589,12.132321,6.073055,10.329069,7.606365,12.511923,138.487045,111.565804,36.096298,20.098356,8.808240,12.232166,8.804587,10.546729,9.012052,10.217833,9.745364,9.998341,11.611571,12.367670,11.552473,10.778331,11.948483,11.747383
1.677,5.709167,6.334107,7.016056,6.297593,0.671575,11.999981,5.337424,14.921669,6.422265,12.125994,6.080911,10.321590,7.609847,12.503757,138.314880,112.099762,36.144352,19.984772,8.807057,12.232347,8.804087,10.540492,9.013708,10.210927,9.747505,9.998573,11.615061,12.368789,11.557033,10.779583,11.950640,11.750103
1.678,5.719535,6.337145,7.018634,6.299959,0.683934,11.997598,5.350304,14.933838,6.423940,12.119666,6.088767,10.314112,7.613328,12.495592,138.142731,112.633720,36.192406,19.871187,8.805875,12.232530,8.803587,10.534255,9.015365,10.204021,9.749646,9.998806,11.618549,12.369907,11.561592,10.780835,11.952797,11.752824
1.679,5.729902,6.340182,7.021213,6.302324,0.696292,11.995215,5.363183,14.946007,6.425615,12.113338,6.096622,10.306634,7.616810,12.487427,137.970566,113.167679,36.240463,19.757603,8.804692,12.232711,8.803087,10.528018,9.017021,10.197117,9.751787,9.999038,11.622038,12.371027,11.566152,10.782087,11.954955,11.755545
1.680,5.736992,6.343496,7.022070,6.304805,0.711626,11.994562,5.374726,14.955641,6.425630,12.104575,6.099258,10.299693,7.618510,12.476394,137.434845,113.795570,36.222301,19.547344,8.813678,12.204524,8.803087,10.521891,9.018724,10.189056,9.756923,9.998256,11.630653,12.371552,11.573341,10.784842,11.958192,11.755980
1.681,5.744081,6.346810,7.022928,6.307285,0.726959,11.993910,5.386270,14.965275,6.425644,12.095812,6.101894,10.292751,7.620211,12.465361,136.899109,114.423462,36.204140,19.337088,8.822664,12.176337,8.803087,10.515763,9.020428,10.180996,9.762058,9.997473,11.639269,12.372078,11.580530,10.787595,11.961428,11.756415
1.682,5.751171,6.350124,7.023786,6.309765,0.742292,11.993258,5.397812,14.974908,6.425659,12.087049,6.104530,10.285810,7.621912,12.454328,136.363373,115.051353,36.185974,19.126831,8.831650,12.148150,8.803087,10.509636,9.022132,10.172936,9.767195,9.996691,11.647883,12.372604,11.587719,10.790348,11.964664,11.756851
1.683,5.758261,6.353438,7.024643,6.312245,0.757625,11.992604,5.409356,14.984542,6.425673,12.078286,6.107166,10.278870,7.623612,12.443295,135.827652,115.679245,36.167812,18.916573,8.840635,12.119964,8.803087,10.503509,9.023835,10.164876,9.772330,9.995909,11.656499,12.373130,11.594909,10.793102,11.967901,11.757286
1.684,5.762720,6.357325,7.026727,6.315245,0.773959,11.978916,5.412491,14.985945,6.425659,12.066074,6.112949,10.272866,7.627795,12.434003,135.759827,116.012909,36.164169,18.835171,8.877356,12.976763,8.803560,10.498548,9.027153,10.158840,9.775251,9.994248,11.661291,12.372184,11.599115,10.793339,11.972770,11.762210
1.685,5.767180,6.361213,7.028811,6.318244,0.790293,11.965227,5.415627,14.987349,6.425644,12.053862,6.118732,10.266863,7.631978,12.424711,135.692001,116.346573,36.160530,18.753769,8.914077,13.833562,8.804034,10.493587,9.030470,10.152803,9.778173,9.992588,11.666082,12.371238,11.603323,10.793575,11.977638,11.767134
1.686,5.771640,6.365100,7.030895,6.321243,0.806627,11.951539,5.418763,14.988751,6.425630,12.041649,6.124516,10.260859,7.636161,12.415419,135.624176,116.680237,36.156891,18.672367,8.950798,14.690361,8.804508,10.488626,9.033788,10.146767,9.781096,9.990929,11.670874,12.370292,11.607531,10.793812,11.982507,11.772057
1.687,5.776099,6.368987,7.032979,6.324242,0.822961,11.937851,5.421898,14.990154,6.425615,12.029437,6.130300,10.254855,7.640344,12.406127,135.556351,117.013901,36.153248,18.590965,8.987518,15.547160,8.804981,10.483665,9.037106,10.140731,9.784017,9.989268,11.675666,12.369346,11.611737,10.794048,11.987375,11.776980
1.688,5.781686,6.373488,7.034458,6.327820,0.839949,11.936972,5.428078,14.988216,6.425206,12.022384,6.135293,10.249880,7.643710,12.392204,136.085098,117.194702,36.095875,18.556547,8.959901,15.534527,8.805205,10.476568,9.042071,10.135195,9.785994,9.986026,11.682573,12.367654,11.615753,10.796159,11.993068,11.779490
1.689,5.787272,6.377990,7.035937,6.331397,0.856938,11.936092,5.434257,14.986279,6.424797,12.015330,6.140287,10.244904,7.647077,12.378281,136.613831,117.375504,36.038502,18.522129,8.932283,15.521894,8.805429,10.469471,9.047037,10.129659,9.787970,9.982782,11.689480,12.365962,11.619769,10.798269,11.998760,11.782001
