"Time","59 Left DS","60 Right DS","37a CoMy (cm)","v5 L COP","28 HLy (cm)","33 FLy (cm)","67 xCoM","v3 R COP","35 FRy (cm)","30 HRy (cm)"
0.887,0,0,5.857002,0.000000,6.837136,6.586256,5.961576,0.000000,4.651202,4.012860
0.888,0,0,5.856474,0.000000,6.837427,6.584048,5.959778,0.000000,4.650885,4.020224
0.889,0,0,5.856361,0.000000,6.837667,6.581846,5.958387,0.000000,4.650587,4.027535
0.890,0,0,5.858881,0.000000,6.837582,6.579682,5.959575,0.000000,4.650409,4.034518
0.891,0,0,5.861402,0.000000,6.837497,6.577518,5.960763,0.000000,4.650230,4.041501
0.892,0,0,5.863923,0.000000,6.837412,6.575355,5.961951,0.000000,4.650052,4.048483
0.893,0,0,5.866218,0.000000,6.837310,6.573276,5.962907,0.000000,4.649893,4.055503
0.894,0,0,5.867076,0.000000,6.837104,6.571738,5.962391,0.000000,4.649858,4.062762
0.895,0,0,5.867934,0.000000,6.836898,6.570199,5.961875,0.000000,4.649822,4.070022
0.896,0,0,5.868793,0.000000,6.836692,6.568662,5.961360,0.000000,4.649786,4.077281
0.897,0,0,5.869890,0.000000,6.836453,6.567121,5.961076,0.000000,4.649734,4.084664
0.898,0,0,5.872503,0.000000,6.836010,6.565561,5.962268,0.000000,4.649580,4.092833
0.899,0,0,5.875117,0.000000,6.835565,6.564002,5.963460,0.000000,4.649425,4.101002
0.900,0,0,5.877730,0.000000,6.835121,6.562443,5.964653,0.000000,4.649271,4.109170
0.901,0,0,5.879963,0.000000,6.834666,6.560503,5.965453,0.000000,4.649178,4.117159
0.902,0,0,5.879778,0.000000,6.834139,6.556148,5.963767,0.000000,4.649474,4.124005
0.903,0,0,5.879593,0.000000,6.833613,6.551793,5.962080,0.000000,4.649770,4.130850
0.904,0,0,5.879407,0.000000,6.833086,6.547437,5.960393,0.000000,4.650066,4.137696
0.905,0,0,5.879187,0.000000,6.832561,6.543180,5.958671,0.000000,4.650364,4.144315
0.906,0,0,5.878738,0.000000,6.832043,6.539549,5.956719,0.000000,4.650669,4.149497
0.907,0,0,5.878289,0.000000,6.831525,6.535918,5.954768,0.000000,4.650974,4.154679
0.908,0,0,5.877840,0.000000,6.831007,6.532288,5.952817,0.000000,4.651278,4.159861
0.909,0,0,5.877665,0.000000,6.830458,6.528759,5.951143,0.000000,4.651609,4.164787
0.910,0,0,5.879230,0.000000,6.829703,6.525882,5.951231,0.000000,4.652102,4.168091
0.911,0,0,5.880795,0.727329,6.828949,6.523005,5.951320,0.000000,4.652596,4.171395
0.912,1,0,5.882360,4.063699,6.828195,6.520128,5.951408,0.000000,4.653089,4.174700
0.913,1,0,5.883879,6.672349,6.827401,6.517302,5.951445,0.000000,4.653604,4.177961
0.914,1,0,5.885107,6.670559,6.826356,6.514802,5.951154,0.000000,4.654256,4.180947
0.915,1,0,5.886335,6.668776,6.825313,6.512302,5.950863,0.000000,4.654910,4.183933
0.916,1,0,5.887562,6.667019,6.824268,6.509802,5.950572,0.000000,4.655562,4.186920
0.917,1,0,5.888759,6.665293,6.823264,6.507391,5.950248,0.000000,4.656221,4.189614
0.918,1,0,5.889759,6.663677,6.822514,6.505552,5.949712,0.000000,4.656914,4.190454
0.919,1,0,5.890759,6.662190,6.821763,6.503712,5.949176,0.000000,4.657608,4.191295
0.920,1,0,5.891759,6.661167,6.821012,6.501873,5.948641,0.000000,4.658301,4.192135
0.921,1,0,5.892989,6.660347,6.820275,6.500401,5.948338,0.000000,4.659004,4.193006
0.922,1,0,5.895674,6.660261,6.819628,6.501275,5.949516,0.000000,4.659771,4.194072
0.923,1,0,5.898359,6.660255,6.818981,6.502149,5.950694,0.000000,4.660539,4.195137
0.924,1,0,5.901044,6.660539,6.818334,6.503022,5.951871,0.000000,4.661306,4.196203
0.925,1,0,5.903214,6.660772,6.817688,6.503906,5.952549,0.000000,4.662074,4.197134
0.926,1,0,5.902112,6.660825,6.817054,6.504858,5.950052,0.000000,4.662841,4.197208
0.927,1,0,5.901010,6.660921,6.816420,6.505809,5.947556,0.000000,4.663608,4.197282
0.928,1,0,5.899908,6.661168,6.815785,6.506760,5.945058,0.000000,4.664375,4.197357
0.929,1,0,5.899471,6.661563,6.815182,6.507910,5.943255,0.000000,4.665164,4.197429
0.930,1,0,5.903267,6.662490,6.814772,6.510324,5.945861,0.000000,4.666087,4.197487
0.931,1,0,5.907062,6.663448,6.814362,6.512736,5.948467,0.000000,4.667010,4.197546
0.932,1,0,5.910857,6.664514,6.813951,6.515150,5.951073,0.000000,4.667933,4.197605
0.933,1,0,5.914677,6.665482,6.813495,6.517520,5.953727,0.000000,4.668835,4.197579
0.934,1,0,5.918651,6.666102,6.812742,6.519625,5.956694,0.000000,4.669594,4.197021
0.935,1,0,5.922624,6.666745,6.811988,6.521729,5.959661,0.000000,4.670354,4.196464
0.936,1,0,5.926598,6.667466,6.811235,6.523834,5.962627,0.000000,4.671113,4.195906
0.937,1,0,5.930018,6.668334,6.810501,6.526101,5.965059,0.000000,4.671857,4.195054
0.938,1,0,5.929923,6.669727,6.809889,6.529402,5.964087,0.000000,4.672504,4.192333
0.939,1,0,5.929827,6.671101,6.809278,6.532703,5.963116,0.000000,4.673150,4.189613
0.940,1,0,5.929731,6.672405,6.808666,6.536004,5.962144,0.000000,4.673796,4.186892
0.941,1,0,5.929913,6.673513,6.808090,6.538975,5.961438,0.000000,4.674403,4.184236
0.942,1,0,5.931854,6.673916,6.807747,6.539852,5.962416,0.000000,4.674763,4.181988
0.943,1,0,5.933795,6.674263,6.807404,6.540730,5.963393,0.000000,4.675122,4.179739
0.944,1,0,5.935737,6.674414,6.807061,6.541607,5.964371,0.000000,4.675481,4.177491
0.945,1,0,5.937346,6.674682,6.806745,6.542581,5.964958,0.000000,4.675842,4.175173
0.946,1,0,5.936844,6.675368,6.806602,6.544166,5.963057,0.000000,4.676212,4.172409
0.947,1,0,5.936342,6.676068,6.806460,6.545752,5.961155,0.000000,4.676582,4.169644
0.948,1,0,5.935840,6.676821,6.806318,6.547337,5.959255,0.000000,4.676952,4.166880
0.949,1,0,5.935163,6.677442,6.806209,6.548644,5.957095,0.000000,4.677238,4.164113
0.950,1,0,5.933379,6.677589,6.806309,6.548186,5.953294,0.000000,4.676985,4.161326
0.951,1,0,5.931594,6.677605,6.806409,6.547728,5.949493,0.000000,4.676732,4.158538
0.952,1,0,5.929810,6.677149,6.806509,6.547269,5.945692,0.000000,4.676480,4.155751
0.953,1,0,5.928523,6.676607,6.806630,6.546588,5.942272,0.000000,4.676208,4.152997
0.954,1,0,5.930394,6.675756,6.806883,6.544491,5.941278,0.000000,4.675811,4.150456
0.955,1,0,5.932266,6.674876,6.807136,6.542394,5.940283,0.000000,4.675414,4.147915
0.956,1,0,5.934138,6.673893,6.807389,6.540297,5.939288,0.000000,4.675018,4.145373
0.957,1,0,5.935734,6.672924,6.807653,6.538174,5.937896,0.000000,4.674583,4.142852
0.958,1,0,5.935578,6.672005,6.807990,6.535887,5.933979,0.000000,4.673912,4.140457
0.959,1,0,5.935423,6.671063,6.808327,6.533601,5.930062,0.000000,4.673241,4.138062
0.960,1,0,5.935267,6.670042,6.808664,6.531315,5.926145,0.000000,4.672569,4.135667
0.961,1,0,5.934929,6.668966,6.808977,6.528990,5.921959,0.000000,4.671735,4.133563
0.962,1,0,5.933428,6.667690,6.809134,6.526417,5.916066,0.000000,4.669868,4.133306
0.963,1,0,5.931926,6.666442,6.809292,6.523843,5.910173,0.000000,4.668000,4.133049
0.964,1,0,5.930425,6.665290,6.809449,6.521270,5.904280,0.000000,4.666133,4.132793
0.965,1,0,5.928948,6.664242,6.809635,6.518815,5.898367,0.000000,4.664289,4.132655
0.966,1,0,5.927622,6.663563,6.810004,6.517110,5.892333,0.000000,4.662592,4.133268
0.967,1,0,5.926297,6.662889,6.810372,6.515405,5.886298,0.000000,4.660895,4.133881
0.968,1,0,5.924971,6.662230,6.810740,6.513700,5.880263,0.000000,4.659198,4.134494
0.969,1,0,5.923556,6.661477,6.811094,6.511913,5.874127,0.000000,4.657601,4.135134
0.970,1,0,5.921570,6.660383,6.811353,6.509609,5.867345,0.000000,4.656635,4.135946
0.971,1,0,5.919584,6.659317,6.811612,6.507304,5.860563,0.000000,4.655670,4.136758
0.972,1,0,5.917599,6.658354,6.811871,6.505000,5.853781,0.000000,4.654704,4.137571
0.973,1,0,5.915800,6.657535,6.812080,6.502903,5.847206,0.000000,4.653762,4.138468
0.974,1,0,5.915189,6.657235,6.811970,6.502118,5.841940,0.000000,4.652966,4.139905
0.975,1,0,5.914579,6.656876,6.811861,6.501334,5.836674,0.000000,4.652170,4.141343
0.976,1,0,5.913968,6.656306,6.811750,6.500549,5.831409,0.000000,4.651373,4.142780
0.977,1,0,5.913676,6.655482,6.811617,6.499434,5.826515,0.000000,4.650483,4.144219
0.978,1,0,5.915403,6.653749,6.811338,6.496213,5.823988,0.000000,4.648993,4.145669
0.979,1,0,5.917130,6.652008,6.811059,6.492993,5.821460,0.000000,4.647503,4.147120
0.980,1,0,5.918857,6.650242,6.810780,6.489772,5.818933,0.000000,4.646013,4.148570
0.981,1,0,5.920667,6.648730,6.810429,6.486945,5.816547,0.000000,4.644526,4.150089
0.982,1,0,5.923007,6.648130,6.809623,6.486618,5.815059,0.000000,4.643054,4.152042
0.983,1,0,5.925345,6.647543,6.808817,6.486290,5.813571,0.000000,4.641581,4.153996
0.984,1,0,5.927685,6.647007,6.808011,6.485961,5.812083,0.000000,4.640109,4.155949
0.985,1,0,5.929453,6.646213,6.807185,6.485312,5.810085,0.000000,4.638642,4.157898
0.986,1,0,5.927600,6.644490,6.806234,6.482624,5.804842,0.000000,4.637213,4.159827
0.987,1,0,5.925746,6.642727,6.805284,6.479936,5.799599,0.000000,4.635784,4.161756
0.988,1,0,5.923892,6.640823,6.804333,6.477247,5.794355,0.000000,4.634355,4.163684
0.989,1,0,5.922433,6.639152,6.803451,6.474840,5.789565,0.000000,4.632953,4.165619
0.990,1,0,5.923481,6.638319,6.803003,6.474219,5.787649,0.000000,4.631720,4.167592
0.991,1,0,5.924530,6.637608,6.802555,6.473599,5.785734,0.000000,4.630486,4.169565
0.992,1,0,5.925578,6.637328,6.802107,6.472978,5.783818,0.000000,4.629253,4.171537
0.993,1,0,5.926391,6.637005,6.801676,6.472393,5.781731,0.000000,4.627969,4.173453
0.994,1,0,5.925706,6.636526,6.801354,6.472028,5.778559,0.000000,4.626363,4.175007
0.995,1,0,5.925022,6.636101,6.801033,6.471663,5.775386,0.000000,4.624757,4.176561
0.996,1,0,5.924337,6.635872,6.800712,6.471298,5.772214,0.000000,4.623152,4.178115
0.997,1,0,5.922992,6.635803,6.800416,6.471108,5.768424,0.000000,4.621469,4.179723
0.998,1,0,5.917452,6.636303,6.800287,6.472026,5.760709,0.000000,4.619300,4.181673
0.999,1,0,5.911912,6.636762,6.800158,6.472944,5.752994,0.000000,4.617132,4.183623
1.000,1,0,5.906373,6.637068,6.800028,6.473862,5.745279,0.000000,4.614963,4.185573
1.001,1,0,5.900663,6.637142,6.799960,6.474422,5.737425,0.000000,4.612829,4.187390
1.002,1,0,5.893878,6.636385,6.800276,6.472713,5.728686,0.000000,4.610910,4.188365
1.003,1,0,5.887092,6.635652,6.800593,6.471004,5.719947,0.000000,4.608993,4.189339
1.004,1,0,5.880306,6.635005,6.800910,6.469296,5.711208,0.000000,4.607074,4.190313
1.005,1,0,5.872849,6.634650,6.801233,6.467992,5.701817,0.000000,4.605088,4.191317
1.006,1,0,5.861127,6.635345,6.801600,6.469264,5.688285,0.000000,4.602668,4.192514
1.007,1,0,5.849405,6.636090,6.801967,6.470535,5.674752,0.000000,4.600248,4.193711
1.008,1,0,5.837684,6.637018,6.802333,6.471806,5.661220,0.000000,4.597827,4.194909
1.009,1,0,5.826898,6.637712,6.802761,6.472716,5.648612,0.000000,4.595308,4.196035
1.010,1,0,5.822061,6.637567,6.803576,6.471332,5.641876,0.000000,4.592159,4.196711
1.011,1,0,5.817223,6.637365,6.804390,6.469947,5.635140,0.000000,4.589009,4.197388
1.012,1,0,5.812385,6.636959,6.805205,6.468563,5.628404,0.000000,4.585860,4.198064
1.013,1,0,5.807318,6.636733,6.806114,6.467343,5.621408,0.000000,4.582690,4.198735
1.014,1,0,5.800797,6.637151,6.807621,6.467167,5.612754,0.000000,4.579392,4.199373
1.015,1,0,5.794277,6.637670,6.809128,6.466990,5.604101,0.000000,4.576094,4.200012
1.016,1,0,5.787756,6.638546,6.810635,6.466815,5.595448,0.000000,4.572796,4.200650
1.017,1,0,5.781570,6.639389,6.812174,6.466624,5.587103,0.000000,4.569501,4.201155
1.018,1,0,5.777511,6.640114,6.813915,6.466346,5.580719,0.000000,4.566226,4.200818
1.019,1,0,5.773451,6.640841,6.815657,6.466067,5.574335,0.000000,4.562950,4.200481
1.020,1,0,5.769391,6.641578,6.817398,6.465788,5.567951,0.000000,4.559674,4.200144
1.021,1,0,5.765479,6.642375,6.819037,6.465697,5.561718,0.000000,4.556476,4.199856
1.022,1,0,5.762511,6.643392,6.820027,6.466798,5.556449,0.000000,4.553769,4.199872
1.023,1,0,5.759542,6.644420,6.821016,6.467898,5.551180,0.000000,4.551063,4.199889
1.024,1,0,5.756573,6.645490,6.822006,6.468999,5.545911,0.000000,4.548356,4.199906
1.025,1,0,5.753313,6.646511,6.823093,6.469934,5.540383,0.000000,4.545673,4.199771
1.026,1,0,5.748201,6.647357,6.824802,6.469816,5.533214,0.000000,4.543141,4.198669
1.027,1,0,5.743090,6.648181,6.826510,6.469697,5.526045,0.000000,4.540609,4.197567
1.028,1,0,5.737978,6.648933,6.828219,6.469578,5.518876,0.000000,4.538078,4.196465
1.029,1,0,5.732737,6.649712,6.829814,6.469628,5.511657,0.000000,4.535575,4.195498
1.030,1,0,5.726672,6.650588,6.830686,6.470757,5.504126,0.000000,4.533256,4.195386
1.031,1,0,5.720607,6.651515,6.831557,6.471886,5.496594,0.000000,4.530937,4.195274
1.032,1,0,5.714542,6.652619,6.832429,6.473014,5.489063,0.000000,4.528617,4.195163
1.033,1,0,5.708415,6.653787,6.833588,6.474004,5.481581,0.000000,4.526350,4.195060
1.034,1,0,5.701891,6.655178,6.836572,6.474114,5.474419,0.000000,4.524406,4.195009
1.035,1,0,5.695368,6.656632,6.839556,6.474224,5.467256,0.000000,4.522464,4.194959
1.036,1,0,5.688844,6.658311,6.842539,6.474334,5.460093,0.000000,4.520521,4.194909
1.037,1,0,5.682948,6.660060,6.845716,6.474461,5.453700,0.000000,4.518624,4.194753
1.038,1,0,5.681036,6.662061,6.850112,6.474696,5.452192,0.000000,4.517020,4.193927
1.039,1,0,5.679125,6.664189,6.854509,6.474931,5.450684,0.000000,4.515415,4.193102
1.040,1,0,5.677213,6.666771,6.858906,6.475166,5.449176,0.000000,4.513811,4.192276
1.041,1,0,5.675150,6.669510,6.863455,6.475512,5.447642,0.000000,4.512289,4.191474
1.042,1,0,5.672128,6.672805,6.868969,6.476560,5.445941,0.000000,4.511292,4.190819
1.043,1,0,5.669105,5.947766,6.874483,6.477607,5.444241,0.000000,4.510295,4.190163
1.044,0,0,5.666082,2.610075,6.879996,6.478655,5.442540,0.000000,4.509298,4.189508
1.045,0,0,5.663041,0.000000,6.885355,6.479566,5.440923,0.000000,4.508510,4.188900
1.046,0,0,5.659883,0.000000,6.889733,6.479603,5.439833,0.000000,4.509048,4.188601
1.047,0,0,5.656725,0.000000,6.894112,6.479640,5.438743,0.000000,4.509587,4.188300
1.048,0,0,5.653567,0.000000,6.898490,6.479677,5.437653,0.000000,4.510125,4.188000
1.049,0,0,5.650824,0.000000,6.902820,6.479664,5.437033,0.000000,4.510691,4.187719
1.050,0,0,5.650712,0.000000,6.906841,6.479333,5.439405,0.000000,4.511425,4.187556
1.051,0,0,5.650601,0.000000,6.910862,6.479002,5.441777,0.000000,4.512160,4.187394
1.052,0,0,5.650490,0.000000,6.914884,6.478671,5.444149,0.000000,4.512895,4.187231
1.053,0,0,5.649556,0.000000,6.918807,6.478301,5.445740,0.000000,4.513560,4.187150
1.054,0,0,5.643395,0.000000,6.922106,6.477689,5.442378,0.000000,4.513777,4.187588
1.055,0,0,5.637234,0.000000,6.925405,6.477077,5.439016,0.000000,4.513994,4.188025
1.056,0,0,5.631073,0.000000,6.928703,6.476464,5.435653,0.000000,4.514211,4.188463
1.057,0,0,5.624859,0.000000,6.931925,6.475738,5.432256,0.000000,4.514361,4.188894
1.058,0,0,5.618311,0.000000,6.934661,6.474291,5.428637,0.000000,4.514084,4.189283
1.059,0,0,5.611763,0.000000,6.937397,6.472844,5.425018,0.000000,4.513807,4.189672
1.060,0,0,5.605215,0.000000,6.940134,6.471397,5.421399,0.000000,4.513530,4.190062
1.061,0,0,5.599393,0.000000,6.942742,6.469926,5.418505,0.000000,4.513304,4.190470
1.062,0,0,5.598190,0.000000,6.944541,6.468304,5.420217,0.000000,4.513397,4.191002
1.063,0,0,5.596987,0.000000,6.946339,6.466681,5.421928,0.000000,4.513491,4.191534
1.064,0,0,5.595784,0.000000,6.948137,6.465059,5.423640,0.000000,4.513585,4.192066
1.065,0,0,5.594324,0.000000,6.949929,6.463590,5.425103,0.000000,4.513736,4.192525
1.066,0,0,5.591236,0.000000,6.951684,6.463093,5.424978,0.000000,4.514252,4.192522
1.067,0,0,5.588148,0.000000,6.953440,6.462597,5.424854,0.000000,4.514769,4.192519
1.068,0,0,5.585060,0.000000,6.955195,6.462101,5.424730,0.000000,4.515285,4.192516
1.069,0,0,5.581558,0.000000,6.956912,6.461718,5.424196,0.000000,4.515806,4.192586
1.070,0,0,5.575426,0.000000,6.958385,6.462054,5.421059,0.000000,4.516362,4.193128
1.071,0,0,5.569294,0.000000,6.959857,6.462390,5.417922,0.000000,4.516918,4.193670
1.072,0,0,5.563162,0.000000,6.961329,6.462727,5.414785,0.000000,4.517473,4.194211
1.073,0,0,5.557411,0.000000,6.962935,6.462910,5.412022,0.000000,4.518050,4.194840
1.074,0,0,5.554080,0.000000,6.965386,6.462124,5.411632,0.000000,4.518762,4.196020
1.075,0,0,5.550750,0.000000,6.967837,6.461338,5.411242,0.000000,4.519473,4.197200
1.076,0,0,5.547420,0.000000,6.970287,6.460552,5.410851,0.000000,4.520184,4.198380
1.077,0,0,5.543995,0.000000,6.972659,6.459901,5.410353,0.000000,4.520921,4.199554
1.078,0,0,5.539974,0.000000,6.974526,6.460107,5.409167,0.000000,4.521821,4.200692
1.079,0,0,5.535953,0.000000,6.976393,6.460313,5.407982,0.000000,4.522722,4.201829
1.080,0,0,5.531931,0.000000,6.978260,6.460519,5.406796,0.000000,4.523623,4.202967
1.081,0,0,5.528398,0.000000,6.980330,6.460754,5.406104,0.000000,4.524578,4.204121
1.082,0,0,5.527968,0.000000,6.983689,6.461167,5.408541,0.000000,4.525877,4.205376
1.083,0,0,5.527538,0.000000,6.987047,6.461580,5.410979,0.000000,4.527176,4.206631
1.084,0,0,5.527109,0.000000,6.990406,6.461994,5.413416,0.000000,4.528476,4.207886
1.085,0,0,5.526484,0.000000,6.993536,6.462379,5.415651,0.000000,4.529755,4.208968
1.086,0,0,5.524623,0.000000,6.995208,6.462581,5.416596,0.000000,4.530908,4.208951
1.087,0,0,5.522762,0.000000,6.996881,6.462783,5.417541,0.000000,4.532061,4.208933
1.088,0,0,5.520902,0.000000,6.998554,6.462986,5.418486,0.000000,4.533215,4.208916
1.089,0,0,5.518849,0.000000,7.000111,6.463194,5.419231,0.000000,4.534466,4.208959
1.090,0,0,5.515577,0.000000,7.000930,6.463440,5.418707,0.000000,4.536345,4.209388
1.091,0,0,5.512305,0.000000,7.001750,6.463686,5.418184,0.000000,4.538225,4.209817
1.092,0,0,5.509033,0.000000,7.002570,6.463931,5.417660,0.000000,4.540104,4.210247
1.093,0,0,5.505731,0.000000,7.003251,6.464417,5.417130,0.000000,4.542082,4.210679
1.094,0,0,5.502236,0.000000,7.003047,6.466424,5.416552,0.000000,4.544687,4.211128
1.095,0,0,5.498742,0.000000,7.002843,6.468433,5.415975,0.000000,4.547293,4.211578
1.096,0,0,5.495247,0.000000,7.002639,6.470441,5.415397,0.000000,4.549898,4.212027
1.097,0,0,5.492251,0.000000,7.002629,6.472239,5.415348,0.000000,4.552495,4.212563
1.098,0,0,5.492420,0.000000,7.003856,6.472699,5.418659,0.000000,4.555050,4.213644
1.099,0,0,5.492589,0.000000,7.005083,6.473160,5.421970,0.000000,4.557604,4.214725
1.100,0,0,5.492758,0.000000,7.006310,6.473620,5.425282,0.000000,4.560158,4.215806
1.101,0,0,5.492594,0.000000,7.007538,6.474088,5.428273,0.000000,4.562690,4.216800
1.102,0,0,5.490311,0.000000,7.008768,6.474600,5.429232,0.000000,4.565083,4.217236
1.103,0,0,5.488029,0.000000,7.009999,6.475112,5.430192,0.000000,4.567474,4.217671
1.104,0,0,5.485746,0.000000,7.011229,6.475624,5.431151,0.000000,4.569867,4.218107
1.105,0,0,5.484024,0.000000,7.012510,6.476051,5.432656,0.000000,4.572190,4.218583
1.106,0,0,5.485861,0.000000,7.014114,6.475938,5.437630,0.000000,4.574075,4.219307
1.107,0,0,5.487698,0.000000,7.015718,6.475825,5.442603,0.000000,4.575961,4.220032
1.108,0,0,5.489535,0.000000,7.017321,6.475712,5.447576,0.000000,4.577846,4.220756
1.109,0,0,5.490849,0.000000,7.018927,6.475592,5.452009,0.000000,4.579779,4.221472
1.110,0,0,5.488841,0.000000,7.020542,6.475431,5.453014,0.000000,4.582016,4.222134
1.111,0,0,5.486832,0.000000,7.022157,6.475271,5.454020,0.000000,4.584252,4.222795
1.112,0,0,5.484824,0.000000,7.023772,6.475110,5.455025,0.000000,4.586489,4.223456
1.113,0,0,5.483539,0.000000,7.025401,6.474830,5.456727,0.000000,4.588769,4.224146
1.114,0,0,5.486847,0.000000,7.027113,6.473797,5.462851,0.000000,4.591327,4.225018
1.115,0,0,5.490156,0.000000,7.028825,6.472763,5.468976,0.000000,4.593884,4.225890
1.116,0,0,5.493464,0.000000,7.030537,6.471730,5.475100,0.000000,4.596442,4.226761
1.117,0,0,5.495926,0.000000,7.032108,6.470849,5.480313,0.000000,4.599044,4.227626
1.118,0,0,5.493014,0.000000,7.032784,6.470937,5.479735,0.000000,4.601926,4.228448
1.119,0,0,5.490102,0.000000,7.033461,6.471025,5.479157,0.000000,4.604808,4.229270
1.120,0,0,5.487190,0.000000,7.034137,6.471113,5.478579,0.000000,4.607690,4.230092
1.121,0,0,5.485088,0.000000,7.034703,6.471175,5.478739,0.000000,4.610530,4.230944
1.122,0,0,5.488131,0.000000,7.034564,6.471071,5.483584,0.000000,4.613103,4.231985
1.123,0,0,5.491174,0.000000,7.034424,6.470968,5.488430,0.482608,4.615676,4.233025
1.124,0,0,5.494217,0.000000,7.034285,6.470865,5.493275,2.696404,4.618248,4.234066
1.125,0,1,5.497041,0.000000,7.034030,6.470823,5.497862,4.427884,4.620777,4.234984
1.126,0,1,5.498476,0.000000,7.033039,6.471175,5.500809,4.429215,4.623025,4.235121
1.127,0,1,5.499911,0.000000,7.032048,6.471527,5.503755,4.430491,4.625272,4.235258
1.128,0,1,5.501346,0.000000,7.031056,6.471879,5.506701,4.431565,4.627520,4.235395
1.129,0,1,5.502450,0.000000,7.029971,6.472211,5.509318,4.432616,4.629673,4.235528
1.130,0,1,5.501457,0.000000,7.028287,6.472415,5.509845,4.433587,4.631227,4.235629
1.131,0,1,5.500463,0.000000,7.026603,6.472620,5.510372,4.434500,4.632781,4.235730
1.132,0,1,5.499469,0.000000,7.024919,6.472824,5.510899,4.435206,4.634335,4.235831
1.133,0,1,5.498584,0.000000,7.023064,6.473095,5.511549,4.435820,4.635821,4.235824
1.134,0,1,5.498389,0.000000,7.020120,6.473788,5.512978,4.436099,4.636883,4.235130
1.135,0,1,5.498193,0.000000,7.017175,6.474481,5.514407,4.436339,4.637944,4.234435
1.136,0,1,5.497997,0.000000,7.014231,6.475173,5.515836,4.436441,4.639006,4.233741
1.137,0,1,5.498257,0.000000,7.011294,6.475938,5.517757,4.436567,4.640022,4.233109
1.138,0,1,5.501408,0.000000,7.008407,6.477157,5.522805,4.436781,4.640752,4.232874
1.139,0,1,5.504559,0.000000,7.005519,6.478377,5.527854,4.437008,4.641481,4.232638
1.140,0,1,5.507710,0.000000,7.002632,6.479596,5.532902,4.437284,4.642210,4.232403
1.141,0,1,5.510673,0.000000,6.999723,6.480790,5.537847,4.437548,4.642981,4.232116
1.142,0,1,5.512445,0.000000,6.996677,6.481821,5.542131,4.437771,4.644016,4.231495
1.143,0,1,5.514217,0.000000,6.993631,6.482851,5.546415,4.437988,4.645051,4.230874
1.144,0,1,5.515989,0.000000,6.990585,6.483882,5.550699,4.438181,4.646087,4.230253
1.145,0,1,5.517793,0.000000,6.987601,6.485033,5.555104,4.438375,4.647135,4.229600
1.146,0,1,5.519794,0.000000,6.985009,6.486952,5.560277,4.438570,4.648268,4.228746
1.147,0,1,5.521796,0.000000,6.982416,6.488871,5.565451,4.438743,4.649401,4.227892
1.148,0,1,5.523798,0.000000,6.979824,6.490789,5.570624,4.438835,4.650534,4.227037
1.149,0,1,5.525384,0.000000,6.977144,6.492861,5.575428,4.438882,4.651624,4.226137
1.150,0,1,5.524328,0.000000,6.973910,6.495903,5.577887,4.438769,4.652442,4.224946
1.151,0,1,5.523273,0.000000,6.970676,6.498945,5.580345,4.438625,4.653261,4.223754
1.152,0,1,5.522216,0.000000,6.967443,6.501987,5.582802,4.438376,4.654079,4.222563
1.153,0,1,5.521787,0.000000,6.964300,6.504930,5.585912,4.438120,4.654849,4.221387
1.154,0,1,5.525339,0.000000,6.961740,6.507242,5.593161,4.437835,4.655313,4.220312
1.155,0,1,5.528890,0.000000,6.959180,6.509554,5.600410,4.437542,4.655778,4.219236
1.156,0,1,5.532441,0.000000,6.956620,6.511866,5.607659,4.437219,4.656243,4.218161
1.157,0,1,5.535401,0.000000,6.954105,6.514179,5.614343,4.436883,4.656699,4.217065
1.158,0,1,5.534605,0.000000,6.951879,6.516498,5.617441,4.436499,4.657094,4.215837
1.159,0,1,5.533808,0.000000,6.949651,6.518816,5.620538,4.436102,4.657489,4.214609
1.160,0,1,5.533012,0.000000,6.947424,6.521135,5.623635,4.435658,4.657884,4.213380
1.161,0,1,5.532878,0.000000,6.945225,6.523366,5.627375,4.435209,4.658304,4.212130
1.162,0,1,5.536958,0.000000,6.943201,6.525040,5.635201,4.434738,4.658882,4.210735
1.163,0,1,5.541037,0.000000,6.941177,6.526714,5.643026,4.434293,4.659461,4.209340
1.164,0,1,5.545116,0.000000,6.939153,6.528388,5.650851,4.433937,4.660038,4.207945
1.165,0,1,5.548144,0.000000,6.937231,6.529881,5.657571,4.433632,4.660635,4.206630
1.166,0,1,5.544494,0.000000,6.935954,6.530226,5.657265,4.433512,4.661352,4.205824
1.167,0,1,5.540844,0.000000,6.934677,6.530571,5.656960,4.433423,4.662069,4.205019
1.168,0,1,5.537194,0.000000,6.933401,6.530915,5.656654,4.433443,4.662786,4.204214
1.169,0,1,5.533792,0.000000,6.932254,6.531250,5.656555,4.433459,4.663476,4.203423
1.170,0,1,5.531960,0.000000,6.931931,6.531522,5.657769,4.433461,4.663999,4.202726
1.171,0,1,5.530128,0.000000,6.931608,6.531793,5.658982,4.433428,4.664522,4.202029
1.172,0,1,5.528296,0.000000,6.931285,6.532064,5.660196,4.433266,4.665045,4.201333
1.173,0,1,5.527078,0.000000,6.931113,6.532166,5.661977,4.433047,4.665515,4.200583
1.174,0,1,5.529764,0.000000,6.931898,6.531190,5.667359,4.432628,4.665650,4.199491
1.175,0,1,5.532451,0.000000,6.932684,6.530214,5.672742,4.432185,4.665785,4.198399
