"Time","64 sinus3","63 Ramp down","62 Ramp up","61 right DS","60 left DS","59 rHL swoff","58 rHL swon","57 lHL swoff","56 lHL swon","55 rFL swoff","54 rFL swon","53 lFL swoff","52 lFL swon","51 sinus2","50 sinus","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","32 FLx (cm)","31 Keyboard","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","v2 Virtual","v1 Virtual"
4.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.338562,72.134819,78.182716,98.847427,4.702296,17.001881,3.992974,19.832022,5.443245,18.212132,0,3.851036,14.558091,6.224869,14.568678,8.296563,20.180044,7.848314,14.772583,8.264441,14.379792,8.935282,14.270777,8.730131,15.647786,10.128129,15.561607,10.361082,16.635674,0,0.00155,0.00124,0.00070,0.00129,0.00101,0.00081,0.00097,0.00056,-1.47926,0.09933,3.27836,,
4.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.109192,71.879997,78.035889,98.927383,4.696380,17.000471,4.004638,19.854145,5.441715,18.200949,0,3.849187,14.544016,6.208171,14.605247,8.291006,20.194792,7.847578,14.735831,8.288509,14.379884,8.959339,14.273598,8.729476,15.644547,10.127292,15.561490,10.359769,16.634375,0,0.00152,0.00123,0.00070,0.00129,0.00102,0.00082,0.00097,0.00057,-1.47866,0.09963,3.27813,,
4.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.753937,71.986382,78.139641,98.959076,4.692245,17.001677,4.014615,19.868641,5.442101,18.189703,0,3.847975,14.534479,6.197348,14.642104,8.285439,20.202473,7.851758,14.720144,8.274921,14.379446,8.961061,14.270106,8.729336,15.641403,10.126913,15.561152,10.358409,16.633381,0,0.00141,0.00120,0.00069,0.00127,0.00102,0.00081,0.00097,0.00058,-1.47961,0.09947,3.27800,,
4.020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.106735,72.312271,78.395683,98.961433,4.689192,17.004473,4.023566,19.878498,5.443651,18.178417,0,3.847150,14.527701,6.190094,14.679135,8.279864,20.205860,7.858927,14.717259,8.238450,14.378685,8.949207,14.262778,8.729509,15.638318,10.126814,15.560681,10.357020,16.632570,0,0.00125,0.00117,0.00068,0.00123,0.00102,0.00083,0.00099,0.00057,-1.47508,0.09929,3.27792,,
4.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.459534,72.638161,78.651726,98.963799,4.686140,17.007269,4.032517,19.888355,5.445201,18.167131,0,3.846325,14.520924,6.182841,14.716167,8.274291,20.209246,7.866096,14.714375,8.201978,14.377924,8.937354,14.255450,8.729683,15.635232,10.126714,15.560209,10.355632,16.631762,0,0.00105,0.00116,0.00068,0.00125,0.00100,0.00084,0.00100,0.00058,-1.47771,0.09952,3.27761,,
4.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.812332,72.964050,78.907768,98.966156,4.683087,17.010065,4.041468,19.898212,5.446751,18.155848,0,3.845500,14.514146,6.175587,14.753199,8.268717,20.212633,7.873264,14.711490,8.165505,14.377163,8.925501,14.248122,8.729856,15.632146,10.126615,15.559738,10.354243,16.630951,0,0.00098,0.00119,0.00070,0.00126,0.00100,0.00084,0.00103,0.00059,-1.48065,0.09962,3.27715,,
4.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.127258,73.823235,78.911697,98.965881,4.679575,17.010799,4.053415,19.910076,5.449090,18.144400,0,3.846058,14.506225,6.168324,14.783315,8.264043,20.219454,7.883443,14.720763,8.163395,14.371463,8.922706,14.245193,8.729763,15.631830,10.127092,15.560421,10.353584,16.630859,0,0.00096,0.00114,0.00072,0.00129,0.00111,0.00086,0.00101,0.00060,-1.47676,0.09942,3.27726,,
4.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.026886,75.006508,78.762405,98.963997,4.675786,17.010279,4.067183,19.923157,5.451908,18.132853,0,3.847456,14.497610,6.161053,14.809228,8.259914,20.228363,7.895452,14.737426,8.182166,14.362761,8.925414,14.244937,8.729509,15.633198,10.127923,15.561805,10.353369,16.631203,0,0.00096,0.00113,0.00071,0.00129,0.00129,0.00091,0.00101,0.00060,-1.48010,0.09949,3.27772,,
4.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.926529,76.189781,78.613113,98.962120,4.671996,17.009760,4.080952,19.936239,5.454726,18.121305,0,3.848853,14.488996,6.153783,14.835142,8.255786,20.237270,7.907461,14.754087,8.200937,14.354061,8.928123,14.244680,8.729256,15.634565,10.128753,15.563189,10.353153,16.631544,0,0.00098,0.00111,0.00070,0.00132,0.00135,0.00125,0.00099,0.00060,-1.48026,0.09973,3.27780,,
4.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.826157,77.373055,78.463829,98.960236,4.668205,17.009239,4.094720,19.949320,5.457544,18.109758,0,3.850250,14.480381,6.146513,14.861055,8.251657,20.246180,7.919469,14.770750,8.219708,14.345360,8.930831,14.244425,8.729002,15.635933,10.129582,15.564572,10.352938,16.631887,0,0.00099,0.00116,0.00069,0.00136,0.00137,0.00237,0.00098,0.00062,-1.47916,0.09973,3.27765,,
4.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.080963,78.653969,78.394104,99.013107,4.667015,17.012390,4.100278,19.957716,5.460034,18.100618,0,3.851877,14.470098,6.136761,14.886468,8.248588,20.264570,7.917871,14.756186,8.226437,14.327878,8.933716,14.246754,8.728523,15.637085,10.129034,15.565320,10.352757,16.632175,0,0.00100,0.00114,0.00069,0.00132,0.00137,0.00243,0.00101,0.00061,-1.48112,0.09969,3.27745,,
4.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.551636,79.994209,78.372742,99.099258,4.667403,17.017771,4.100847,19.963261,5.462325,18.092941,0,3.853642,14.458803,6.125501,14.911575,8.246160,20.288725,7.908002,14.722646,8.225847,14.305059,8.936707,14.250654,8.727909,15.638105,10.127647,15.565681,10.352600,16.632431,0,0.00101,0.00114,0.00070,0.00133,0.00137,0.00244,0.00090,0.00061,-1.47885,0.09981,3.27722,,
4.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.022293,81.334457,78.351379,99.185410,4.667792,17.023151,4.101416,19.968807,5.464616,18.085264,0,3.855407,14.447508,6.114240,14.936683,8.243731,20.312881,7.898134,14.689105,8.225258,14.282242,8.939697,14.254554,8.727295,15.639126,10.126261,15.566041,10.352443,16.632687,0,0.00101,0.00114,0.00069,0.00140,0.00137,0.00244,0.00088,0.00060,-1.48014,0.10004,3.27708,,
4.030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.492950,82.674698,78.330009,99.271561,4.668180,17.028532,4.101985,19.974354,5.466907,18.077587,0,3.857172,14.436213,6.102980,14.961790,8.241303,20.337036,7.888266,14.655564,8.224669,14.259423,8.942688,14.258454,8.726681,15.640146,10.124875,15.566401,10.352285,16.632942,0,0.00098,0.00115,0.00069,0.00138,0.00136,0.00245,0.00092,0.00058,-1.47766,0.10003,3.27701,,
4.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.037766,83.436058,78.409271,99.427444,4.665707,17.028000,4.105625,19.984669,5.466689,18.067511,0,3.858526,14.422299,6.095284,14.985230,8.235780,20.356823,7.882407,14.638685,8.226320,14.244378,8.943081,14.259061,8.725661,15.637811,10.124387,15.566395,10.351936,16.633377,0,0.00098,0.00114,0.00068,0.00136,0.00136,0.00246,0.00091,0.00059,-1.47805,0.09995,3.27707,,
4.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.627640,83.845619,78.549675,99.625717,4.661495,17.023874,4.111131,19.997881,5.464947,18.055973,0,3.859631,14.406796,6.089754,15.007658,8.228374,20.373957,7.878985,14.631930,8.229335,14.234056,8.941894,14.257666,8.724395,15.633436,10.124445,15.566164,10.351471,16.633919,0,0.00098,0.00117,0.00068,0.00137,0.00140,0.00356,0.00096,0.00060,-1.47848,0.10013,3.27722,,
4.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.217514,84.255180,78.690079,99.823982,4.657283,17.019751,4.116637,20.011095,5.463205,18.044436,0,3.860736,14.391293,6.084224,15.030086,8.220968,20.391088,7.875564,14.625176,8.232348,14.223736,8.940706,14.256270,8.723129,15.629062,10.124504,15.565934,10.351006,16.634462,0,0.00104,0.00111,0.00069,0.00128,0.00134,0.00376,0.00099,0.00060,-1.47894,0.10028,3.27705,,
4.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.807388,84.664734,78.830490,100.022255,4.653070,17.015625,4.122143,20.024307,5.461463,18.032898,0,3.861841,14.375789,6.078694,15.052513,8.213562,20.408222,7.872142,14.618422,8.235363,14.213414,8.939519,14.254875,8.721863,15.624687,10.124562,15.565703,10.350540,16.635004,0,0.00102,0.00113,0.00069,0.00123,0.00131,0.00374,0.00100,0.00061,-1.47831,0.10006,3.27667,,
4.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.415215,85.002953,78.925194,100.278191,4.650811,17.013521,4.129882,20.030090,5.460912,18.018948,0,3.862449,14.361681,6.071584,15.074734,8.207953,20.415316,7.868866,14.611523,8.234621,14.203588,8.938983,14.249890,8.720046,15.619480,10.123204,15.565183,10.349451,16.633776,0,0.00105,0.00112,0.00071,0.00122,0.00126,0.00372,0.00096,0.00059,-1.47850,0.10003,3.27685,,
4.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.033951,85.297813,78.992126,100.569183,4.649739,17.012646,4.138978,20.031359,5.461085,18.003527,0,3.862756,14.348422,6.063514,15.096828,8.203437,20.416309,7.865678,14.604536,8.231595,14.194065,8.938845,14.242725,8.717896,15.613768,10.120986,15.564485,10.347982,16.631470,0,0.00108,0.00107,0.00069,0.00119,0.00125,0.00373,0.00091,0.00059,-1.47755,0.10030,3.27738,,
4.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.652687,85.592667,79.059059,100.860168,4.648666,17.011770,4.148074,20.032625,5.461258,17.988108,0,3.863062,14.335163,6.055444,15.118923,8.198920,20.417301,7.862490,14.597549,8.228569,14.184541,8.938705,14.235559,8.715745,15.608055,10.118768,15.563787,10.346513,16.629162,0,0.00111,0.00109,0.00070,0.00124,0.00125,0.00384,0.00092,0.00059,-1.48389,0.10025,3.27731,,
4.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.271431,85.887527,79.125999,101.151161,4.647593,17.010895,4.157170,20.033894,5.461432,17.972689,0,3.863369,14.321903,6.047374,15.141018,8.194404,20.418295,7.859302,14.590563,8.225543,14.175017,8.938566,14.228394,8.713594,15.602342,10.116549,15.563088,10.345044,16.626856,0,0.00117,0.00116,0.00070,0.00135,0.00126,0.00447,0.00092,0.00058,-1.47857,0.10002,3.27685,,
4.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.066521,86.251198,79.156631,101.413376,4.650609,17.011051,4.163139,20.038210,5.460212,17.961643,0,3.857563,14.312330,6.042856,15.166238,8.193336,20.420343,7.855867,14.579221,8.223235,14.163847,8.940627,14.223802,8.711991,15.597694,10.114658,15.563353,10.344873,16.626249,0,0.00127,0.00120,0.00069,0.00149,0.00125,0.00452,0.00094,0.00059,-1.47578,0.10016,3.27681,,
4.040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.968788,86.656693,79.165215,101.658112,4.656107,17.011835,4.167207,20.044382,5.458147,17.953257,0,3.848043,14.304996,6.040497,15.193356,8.194363,20.423033,7.852282,14.565232,8.221363,14.151675,8.944025,14.220773,8.710719,15.593695,10.112967,15.564201,10.345491,16.626678,0,0.00132,0.00126,0.00070,0.00155,0.00125,0.00451,0.00093,0.00062,-1.47861,0.10037,3.27704,,
4.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.871056,87.062180,79.173790,101.902840,4.661607,17.012619,4.171275,20.050552,5.456080,17.944870,0,3.838522,14.297662,6.038137,15.220474,8.195391,20.425724,7.848697,14.551243,8.219491,14.139504,8.947423,14.217745,8.709448,15.589695,10.111275,15.565050,10.346109,16.627106,0,0.00130,0.00127,0.00070,0.00152,0.00133,0.00451,0.00093,0.00060,-1.47964,0.10015,3.27713,,
4.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.773315,87.467674,79.182365,102.147575,4.667106,17.013405,4.175344,20.056723,5.454015,17.936483,0,3.829002,14.290328,6.035778,15.247592,8.196418,20.428413,7.845111,14.537254,8.217619,14.127333,8.950821,14.214716,8.708176,15.585695,10.109583,15.565899,10.346727,16.627533,0,0.00130,0.00123,0.00069,0.00147,0.00146,0.00454,0.00094,0.00059,-1.47769,0.10012,3.27713,,
4.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.705299,87.855965,79.215942,102.328125,4.671475,17.012295,4.184259,20.062664,5.451853,17.926964,0,3.824959,14.280554,6.032455,15.269979,8.198111,20.431681,7.840518,14.522238,8.216018,14.116422,8.953182,14.211310,8.706903,15.582010,10.108518,15.566114,10.346934,16.627644,0,0.00131,0.00125,0.00066,0.00138,0.00144,0.00498,0.00094,0.00060,-1.47891,0.10042,3.27713,,
4.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.655342,88.233810,79.264709,102.469673,4.675157,17.010035,4.196121,20.068464,5.449633,17.916756,0,3.824244,14.269297,6.028546,15.289491,8.200209,20.435299,7.835311,14.506597,8.214581,14.106277,8.954914,14.207676,8.705628,15.578517,10.107834,15.565944,10.346891,16.627560,0,0.00133,0.00122,0.00066,0.00124,0.00127,0.00541,0.00094,0.00061,-1.47867,0.10037,3.27713,,
4.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.605385,88.611649,79.313477,102.611229,4.678840,17.007774,4.207983,20.074265,5.447413,17.906546,0,3.823528,14.258039,6.024637,15.309002,8.202307,20.438915,7.830104,14.490955,8.213143,14.096131,8.956645,14.204041,8.704354,15.575023,10.107150,15.565773,10.346848,16.627476,0,0.00144,0.00121,0.00066,0.00122,0.00122,0.00615,0.00100,0.00059,-1.47861,0.10020,3.27718,,
4.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.555428,88.989494,79.362244,102.752777,4.682522,17.005514,4.219844,20.080065,5.445194,17.896338,0,3.822813,14.246782,6.020729,15.328513,8.204404,20.442533,7.824897,14.475314,8.211707,14.085986,8.958377,14.200406,8.703080,15.571529,10.106466,15.565603,10.346805,16.627392,0,0.00156,0.00121,0.00067,0.00122,0.00121,0.00508,0.00102,0.00059,-1.47294,0.10038,3.27725,,
4.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.372200,89.426910,79.431046,102.880394,4.684086,17.005306,4.227315,20.088619,5.445915,17.886007,0,3.823390,14.237499,6.013264,15.351939,8.202777,20.452888,7.820786,14.463176,8.208215,14.077020,8.957707,14.197189,8.702108,15.568824,10.105079,15.564498,10.346778,16.626286,0,0.00157,0.00125,0.00066,0.00125,0.00122,0.00494,0.00097,0.00057,-1.47805,0.10048,3.27747,,
4.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.107986,89.900528,79.512024,102.999542,4.684363,17.006346,4.232119,20.098848,5.448423,17.875603,0,3.824751,14.229416,6.003640,15.377743,8.198886,20.467339,7.817341,14.453165,8.203473,14.068769,8.955580,14.194227,8.701322,15.566599,10.103262,15.562825,10.346761,16.624557,0,0.00156,0.00126,0.00067,0.00128,0.00123,0.00492,0.00099,0.00058,-1.48041,0.10028,3.27778,,
4.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.843765,90.374146,79.593010,103.118690,4.684640,17.007385,4.236923,20.109077,5.450931,17.865200,0,3.826113,14.221333,5.994015,15.403547,8.194995,20.481789,7.813895,14.443154,8.198732,14.060520,8.953451,14.191266,8.700534,15.564373,10.101446,15.561152,10.346744,16.622831,0,0.00154,0.00120,0.00070,0.00122,0.00122,0.00493,0.00100,0.00058,-1.47850,0.10027,3.27757,,
4.050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.579552,90.847763,79.673988,103.237846,4.684917,17.008425,4.241727,20.119308,5.453440,17.854795,0,3.827474,14.213249,5.984390,15.429351,8.191103,20.496237,7.810450,14.433144,8.193991,14.052270,8.951324,14.188304,8.699746,15.562147,10.099630,15.559479,10.346726,16.621103,0,0.00156,0.00118,0.00070,0.00122,0.00138,0.00492,0.00095,0.00058,-1.47813,0.10043,3.27703,,
4.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.335655,91.423676,79.708046,103.345306,4.689808,17.009710,4.244581,20.125412,5.456179,17.844780,0,3.828043,14.203957,5.979219,15.450466,8.189542,20.509789,7.812950,14.421392,8.196065,14.044070,8.950831,14.186252,8.699312,15.559648,10.099100,15.558976,10.346831,16.620111,0,0.00155,0.00120,0.00069,0.00120,0.00151,0.00490,0.00097,0.00057,-1.47923,0.10043,3.27687,,
4.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.104103,92.061737,79.713585,103.445671,4.697503,17.011145,4.246252,20.129007,5.459058,17.835003,0,3.828131,14.193928,5.976755,15.468732,8.189395,20.522791,7.819063,14.408584,8.202280,14.035902,8.951335,14.184753,8.699094,15.556980,10.099352,15.559186,10.347011,16.619564,0,0.00147,0.00118,0.00072,0.00116,0.00151,0.00389,0.00093,0.00057,-1.47903,0.10031,3.27695,,
4.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.872559,92.699806,79.719124,103.546028,4.705198,17.012579,4.247921,20.132605,5.461938,17.825226,0,3.828218,14.183900,5.974291,15.486998,8.189249,20.535795,7.825175,14.395775,8.208496,14.027734,8.951838,14.183254,8.698875,15.554314,10.099604,15.559395,10.347189,16.619017,0,0.00137,0.00117,0.00076,0.00116,0.00134,0.00358,0.00087,0.00058,-1.47960,0.10035,3.27688,,
4.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.641006,93.337875,79.724663,103.646393,4.712893,17.014013,4.249591,20.136200,5.464818,17.815449,0,3.828306,14.173872,5.971827,15.505263,8.189103,20.548800,7.831288,14.382966,8.214711,14.019566,8.952342,14.181755,8.698657,15.551646,10.099855,15.559604,10.347368,16.618469,0,0.00138,0.00118,0.00077,0.00116,0.00129,0.00403,0.00088,0.00057,-1.48022,0.10051,3.27673,,
4.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.797935,93.999916,79.723526,103.761696,4.716971,17.016033,4.252376,20.137560,5.465720,17.803093,0,3.831425,14.162485,5.968164,15.522549,8.188338,20.556030,7.835143,14.364776,8.218913,14.007442,8.953880,14.179162,8.698136,15.548738,10.099520,15.558481,10.347651,16.618168,0,0.00136,0.00125,0.00077,0.00120,0.00128,0.00502,0.00098,0.00057,-1.47820,0.10041,3.27719,,
4.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.190948,94.676521,79.718330,103.886086,4.718852,17.018408,4.255838,20.137560,5.465421,17.789173,0,3.836385,14.150274,5.963773,15.539239,8.187199,20.559753,7.837624,14.343314,8.221889,13.992915,8.956048,14.175903,8.697433,15.545681,10.098826,15.556548,10.347999,16.618013,0,0.00139,0.00131,0.00078,0.00135,0.00147,0.00535,0.00100,0.00057,-1.47834,0.10023,3.27803,,
4.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.583961,95.353127,79.713135,104.010483,4.720732,17.020784,4.259300,20.137560,5.465122,17.775251,0,3.841345,14.138062,5.959382,15.555928,8.186058,20.563477,7.840105,14.321853,8.224867,13.978388,8.958215,14.172645,8.696729,15.542624,10.098133,15.554616,10.348345,16.617859,0,0.00139,0.00134,0.00078,0.00138,0.00153,0.00537,0.00101,0.00057,-1.47907,0.10038,3.27807,,
4.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.976974,96.029732,79.707939,104.134872,4.722612,17.023159,4.262763,20.137560,5.464822,17.761332,0,3.846305,14.125851,5.954991,15.572618,8.184918,20.567200,7.842586,14.300391,8.227843,13.963861,8.960382,14.169387,8.696025,15.539568,10.097441,15.552683,10.348692,16.617704,0,0.00138,0.00138,0.00076,0.00134,0.00152,0.00468,0.00100,0.00055,-1.47432,0.10049,3.27761,,
4.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.541687,96.562469,79.705421,104.275932,4.725178,17.025703,4.270548,20.137560,5.463678,17.749849,0,3.845998,14.116395,5.951609,15.591525,8.184993,20.569948,7.842655,14.278625,8.233410,13.952419,8.961909,14.166941,8.695593,15.537683,10.096707,15.552867,10.349011,16.618109,0,0.00128,0.00135,0.00076,0.00121,0.00151,0.00458,0.00099,0.00054,-1.48062,0.10025,3.27744,,
4.060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.210732,97.007767,79.704544,104.427132,4.728161,17.028349,4.280962,20.137560,5.462019,17.739847,0,3.842489,14.108615,5.948841,15.611779,8.185804,20.572102,7.841259,14.256673,8.240550,13.942852,8.963048,14.164988,8.695327,15.536508,10.095949,15.554338,10.349314,16.618855,0,0.00123,0.00125,0.00075,0.00116,0.00152,0.00460,0.00097,0.00053,-1.48012,0.10022,3.27744,,
4.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.879784,97.453072,79.703667,104.578323,4.731145,17.030994,4.291376,20.137560,5.460361,17.729847,0,3.838981,14.100834,5.946072,15.632033,8.186617,20.574257,7.839862,14.234721,8.247691,13.933284,8.964188,14.163035,8.695061,15.535333,10.095191,15.555807,10.349617,16.619600,0,0.00124,0.00123,0.00075,0.00114,0.00145,0.00458,0.00096,0.00054,-1.47865,0.10050,3.27720,,
4.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.548836,97.898369,79.702789,104.729515,4.734128,17.033640,4.301789,20.137560,5.458702,17.719845,0,3.835473,14.093054,5.943304,15.652287,8.187428,20.576410,7.838466,14.212770,8.254831,13.923717,8.965326,14.161083,8.694795,15.534159,10.094433,15.557278,10.349920,16.620346,0,0.00129,0.00125,0.00075,0.00115,0.00130,0.00459,0.00095,0.00053,-1.48011,0.10051,3.27682,,
4.063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,127.963310,98.312317,79.714851,104.916595,4.732874,17.040150,4.310196,20.137560,5.456930,17.709236,0,3.834225,14.084482,5.939085,15.669323,8.185433,20.562172,7.836008,14.198838,8.259213,13.916932,8.967620,14.160673,8.694453,15.532825,10.094243,15.558344,10.350469,16.620548,0,0.00128,0.00125,0.00080,0.00121,0.00141,0.00421,0.00103,0.00052,-1.47946,0.10031,3.27663,,
4.064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.223083,98.707199,79.734772,105.125473,4.729044,17.049011,4.317384,20.137560,5.455088,17.698257,0,3.834350,14.075430,5.933986,15.684402,8.181732,20.537973,7.832904,14.189780,8.261919,13.911839,8.970614,14.161201,8.694066,15.531393,10.094399,15.559164,10.351165,16.620420,0,0.00126,0.00128,0.00081,0.00126,0.00150,0.00381,0.00104,0.00052,-1.47933,0.10044,3.27655,,
4.065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.482849,99.102081,79.754700,105.334358,4.725215,17.057871,4.324572,20.137560,5.453246,17.687279,0,3.834476,14.066378,5.928886,15.699482,8.178030,20.513773,7.829801,14.180723,8.264625,13.906746,8.973610,14.161730,8.693678,15.529963,10.094555,15.559983,10.351862,16.620291,0,0.00120,0.00129,0.00087,0.00131,0.00150,0.00282,0.00097,0.00052,-1.48047,0.10065,3.27652,,
4.066,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.742615,99.496964,79.774628,105.543243,4.721386,17.066730,4.331760,20.137560,5.451404,17.676302,0,3.834602,14.057325,5.923787,15.714561,8.174329,20.489574,7.826698,14.171665,8.267331,13.901652,8.976604,14.162258,8.693291,15.528531,10.094711,15.560803,10.352559,16.620163,0,0.00114,0.00126,0.00090,0.00124,0.00151,0.00316,0.00094,0.00051,-1.47772,0.10041,3.27652,,
4.067,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.893921,99.833328,79.857658,105.793976,4.722136,17.067528,4.344615,20.137560,5.449497,17.666315,0,3.833371,14.046747,5.916082,15.721431,8.168772,20.478130,7.820626,14.161270,8.271556,13.893551,8.978757,14.161042,8.693121,15.525007,10.094146,15.560995,10.353453,16.620266,0,0.00113,0.00127,0.00094,0.00124,0.00149,0.00329,0.00093,0.00051,-1.47919,0.10035,3.27666,,
4.068,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.979324,100.134125,79.979050,106.070152,4.725670,17.063427,4.360916,20.137560,5.447550,17.656931,0,3.831316,14.035241,5.906795,15.723310,8.162086,20.474436,7.812750,14.150063,8.276706,13.883622,8.980398,14.158767,8.693085,15.520211,10.093141,15.560806,10.354467,16.620510,0,0.00112,0.00136,0.00094,0.00130,0.00149,0.00426,0.00093,0.00051,-1.47924,0.10060,3.27689,,
4.069,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.064713,100.434929,80.100441,106.346321,4.729204,17.059324,4.377215,20.137560,5.445603,17.647547,0,3.829262,14.023736,5.897508,15.725189,8.155401,20.470743,7.804874,14.138855,8.281855,13.873693,8.982039,14.156491,8.693048,15.515414,10.092136,15.560616,10.355481,16.620754,0,0.00115,0.00139,0.00092,0.00131,0.00149,0.00455,0.00098,0.00053,-1.47781,0.10052,3.27698,,
