"Time","v1 xCoMy","v3 Left CoP","28a CoMy (cm)","v2 Right CoP","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
0.335,6.006443,4.837353,5.949937,6.666529,1.093398,12.697252,6.955865,10.535033,5.356450,11.485258,6.377193,14.774045,4.318255,15.128535,126.673622,19.320715,17.503773,148.967606,8.782618,11.364972,8.712790,14.252586,9.844754,15.492905,10.453509,15.432023,9.986690,15.650022,11.410033,14.344135,11.661706,13.490777
0.336,6.008491,4.839020,5.952687,6.665728,1.079805,12.694988,6.954895,10.509904,5.356519,11.494785,6.376562,14.785003,4.321520,15.100246,130.296555,17.772289,20.384901,148.398499,8.780933,11.384447,8.719346,14.277509,9.881574,15.475842,10.479725,15.434441,9.990234,15.626051,11.416124,14.341284,11.667025,13.488182
0.337,6.010539,4.840687,5.955438,6.664927,1.066213,12.692723,6.953924,10.484774,5.356588,11.504313,6.375932,14.795961,4.324784,15.071958,133.919495,16.223864,23.266029,147.829376,8.779249,11.403921,8.725903,14.302431,9.918394,15.458778,10.505939,15.436857,9.993778,15.602081,11.422216,14.338432,11.672343,13.485587
0.338,6.012587,4.842353,5.958188,6.664127,1.052621,12.690458,6.952953,10.459644,5.356658,11.513842,6.375301,14.806919,4.328049,15.043669,137.542435,14.675437,26.147158,147.260269,8.777565,11.423395,8.732458,14.327354,9.955214,15.441714,10.532154,15.439274,9.997323,15.578111,11.428308,14.335582,11.677662,13.482992
0.339,6.014634,4.844020,5.960938,6.663327,1.039029,12.688194,6.951983,10.434515,5.356727,11.523369,6.374671,14.817877,4.331314,15.015380,141.165375,13.127011,29.028286,146.691162,8.775881,11.442870,8.739014,14.352277,9.992033,15.424651,10.558370,15.441691,10.000868,15.554140,11.434400,14.332730,11.682981,13.480397
0.340,6.016472,4.852086,5.963511,6.662096,1.024792,12.685754,6.946369,10.411371,5.356757,11.535284,6.377822,14.824372,4.347414,14.987057,143.265106,15.647953,28.116037,146.766937,8.774033,11.450566,8.742743,14.359342,9.994298,15.406057,10.558945,15.437084,10.009643,15.558489,11.440775,14.331244,11.687796,13.478398
0.341,6.018310,4.860151,5.966084,6.660864,1.010556,12.683313,6.940754,10.388227,5.356788,11.547199,6.380974,14.830868,4.363514,14.958735,145.364838,18.168894,27.203789,146.842712,8.772185,11.458261,8.746471,14.366406,9.996563,15.387463,10.559520,15.432476,10.018417,15.562838,11.447151,14.329756,11.692610,13.476398
0.342,6.020147,4.868216,5.968658,6.659633,0.996319,12.680874,6.935140,10.365082,5.356818,11.559115,6.384125,14.837362,4.379614,14.930411,147.464554,20.689837,26.291538,146.918488,8.770338,11.465958,8.750199,14.373471,9.998828,15.368869,10.560095,15.427869,10.027191,15.567186,11.453526,14.328269,11.697424,13.474400
0.343,6.021985,4.876281,5.971231,6.658401,0.982082,12.678433,6.929526,10.341938,5.356848,11.571031,6.387277,14.843858,4.395714,14.902088,149.564285,23.210777,25.379290,146.994263,8.768490,11.473654,8.753928,14.380536,10.001093,15.350275,10.560670,15.423262,10.035966,15.571535,11.459902,14.326782,11.702239,13.472401
0.344,6.023523,4.878440,5.973510,6.658173,0.967771,12.675869,6.926865,10.321069,5.356848,11.580404,6.389481,14.850745,4.400032,14.877078,152.100220,27.530487,22.475660,147.373093,8.768662,11.484489,8.940601,14.534732,9.991402,15.332619,10.546192,15.413998,10.042798,15.586947,11.464287,14.322538,11.705635,13.465525
0.345,6.025062,4.880599,5.975788,6.657945,0.953459,12.673305,6.924205,10.300200,5.356848,11.589777,6.391685,14.857633,4.404350,14.852068,154.636139,31.850197,19.572033,147.751923,8.768835,11.495325,9.127274,14.688928,9.981711,15.314963,10.531713,15.404734,10.049630,15.602360,11.468673,14.318295,11.709030,13.458649
0.346,6.026601,4.882758,5.978066,6.657716,0.939148,12.670740,6.921544,10.279330,5.356848,11.599151,6.393889,14.864520,4.408669,14.827058,157.172073,36.169907,16.668404,148.130737,8.769008,11.506160,9.313947,14.843123,9.972021,15.297308,10.517236,15.395469,10.056462,15.617771,11.473059,14.314052,11.712426,13.451774
0.347,6.028140,4.884917,5.980345,6.657488,0.924837,12.668176,6.918883,10.258461,5.356848,11.608524,6.396093,14.871408,4.412986,14.802048,159.708008,40.489616,13.764775,148.509567,8.769180,11.516995,9.500620,14.997319,9.962330,15.279652,10.502758,15.386205,10.063294,15.633183,11.477444,14.309808,11.715822,13.444898
0.348,6.029343,4.888874,5.982298,6.651904,0.910330,12.665111,6.904174,10.238188,5.357524,11.618191,6.399634,14.881649,4.420223,14.769261,160.130844,45.832825,10.543884,148.972000,8.766737,11.525258,9.489244,14.960129,9.940752,15.249630,10.491299,15.376341,10.073575,15.646683,11.481769,14.307984,11.721326,13.439805
0.349,6.030546,4.892830,5.984251,6.646320,0.895824,12.662046,6.889465,10.217915,5.358200,11.627858,6.403175,14.891890,4.427459,14.736475,160.553680,51.176037,7.322994,149.434433,8.764293,11.533520,9.477869,14.922937,9.919174,15.219608,10.479839,15.366476,10.083855,15.660182,11.486094,14.306162,11.726830,13.434711
0.350,6.031750,4.896786,5.986204,6.640737,0.881317,12.658981,6.874757,10.197641,5.358876,11.637526,6.406716,14.902131,4.434695,14.703689,160.976501,56.519249,4.102104,149.896866,8.761848,11.541782,9.466495,14.885746,9.897595,15.189586,10.468379,15.356612,10.094135,15.673681,11.490417,14.304338,11.732333,13.429619
0.351,6.032953,4.900742,5.988157,6.635153,0.866811,12.655916,6.860048,10.177368,5.359552,11.647192,6.410257,14.912373,4.441932,14.670902,161.399338,61.862457,0.881213,150.359299,8.759405,11.550045,9.455119,14.848556,9.876018,15.159564,10.456920,15.346748,10.104416,15.687181,11.494742,14.302515,11.737837,13.424526
0.352,6.033939,4.902702,5.989906,6.631057,0.852057,12.653006,6.854214,10.156553,5.359702,11.656128,6.407900,14.922365,4.445704,14.642620,160.922455,66.626465,3.285088,150.689484,8.757227,11.557748,9.458485,14.813187,9.869513,15.140364,10.439440,15.340687,10.105451,15.702634,11.498035,14.297230,11.740409,13.419464
0.353,6.034925,4.904663,5.991654,6.626962,0.837302,12.650095,6.848380,10.135739,5.359851,11.665064,6.405543,14.932359,4.449475,14.614339,160.445557,71.390472,5.688962,151.019669,8.755049,11.565451,9.461851,14.777818,9.863008,15.121162,10.421959,15.334624,10.106485,15.718087,11.501328,14.291945,11.742981,13.414402
0.354,6.035911,4.906624,5.993402,6.622867,0.822547,12.647185,6.842546,10.114925,5.360000,11.673999,6.403187,14.942352,4.453248,14.586058,159.968658,76.154472,8.092836,151.349854,8.752870,11.573153,9.465218,14.742449,9.856504,15.101962,10.404479,15.328562,10.107519,15.733541,11.504620,14.286660,11.745552,13.409339
0.355,6.036897,4.908584,5.995151,6.618771,0.807793,12.644275,6.836712,10.094110,5.360149,11.682935,6.400830,14.952345,4.457019,14.557775,159.491776,80.918480,10.496710,151.680038,8.750691,11.580855,9.468583,14.707080,9.849999,15.082762,10.386999,15.322500,10.108554,15.748994,11.507913,14.281375,11.748124,13.404277
0.356,6.037729,4.910941,5.996754,6.615209,0.792886,12.640539,6.829069,10.073242,5.360234,11.689532,6.401349,14.961258,4.461648,14.523622,162.867386,87.642281,14.028770,152.193970,8.750055,11.587558,9.460136,14.676764,9.854187,15.055332,10.366173,15.311255,10.115733,15.766740,11.511349,14.277311,11.751653,13.401375
0.357,6.038562,4.913298,5.998356,6.611647,0.777979,12.636803,6.821425,10.052374,5.360320,11.696129,6.401868,14.970171,4.466276,14.489468,166.242996,94.366074,17.560831,152.707886,8.749418,11.594261,9.451691,14.646446,9.858376,15.027904,10.345347,15.300008,10.122913,15.784486,11.514784,14.273249,11.755181,13.398473
0.358,6.039394,4.915655,5.999959,6.608085,0.763073,12.633066,6.813781,10.031507,5.360405,11.702726,6.402388,14.979083,4.470905,14.455314,169.618607,101.089874,21.092892,153.221802,8.748782,11.600964,9.443245,14.616130,9.862564,15.000475,10.324522,15.288761,10.130093,15.802232,11.518220,14.269186,11.758710,13.395571
0.359,6.040226,4.918012,6.001561,6.604522,0.748166,12.629331,6.806138,10.010638,5.360490,11.709324,6.402907,14.987996,4.475533,14.421160,172.994217,107.813675,24.624952,153.735733,8.748146,11.607666,9.434798,14.585814,9.866752,14.973045,10.303696,15.277515,10.137272,15.819978,11.521656,14.265122,11.762239,13.392669
0.360,6.040772,4.917110,6.002916,6.599843,0.732511,12.623253,6.797770,9.998242,5.360518,11.720483,6.401917,14.995687,4.473703,14.384572,174.720123,112.357605,26.604513,154.214539,8.747223,11.620002,9.434912,14.548520,9.863539,14.938823,10.291762,15.263439,10.145720,15.825768,11.522943,14.260195,11.765172,13.389893
0.361,6.041318,4.916209,6.004272,6.595164,0.716857,12.617176,6.789402,9.985847,5.360545,11.731642,6.400926,15.003380,4.471873,14.347984,176.446014,116.901543,28.584072,154.693329,8.746300,11.632338,9.435024,14.511227,9.860326,14.904600,10.279829,15.249363,10.154169,15.831557,11.524231,14.255268,11.768106,13.387117
0.362,6.041864,4.915307,6.005627,6.590485,0.701202,12.611099,6.781034,9.973452,5.360572,11.742801,6.399935,15.011071,4.470043,14.311397,178.171921,121.445480,30.563633,155.172134,8.745378,11.644673,9.435137,14.473934,9.857113,14.870377,10.267895,15.235286,10.162619,15.837347,11.525519,14.250340,11.771039,13.384342
0.363,6.042410,4.914406,6.006982,6.585805,0.685548,12.605021,6.772666,9.961056,5.360600,11.753960,6.398945,15.018763,4.468213,14.274809,179.897827,125.989410,32.543194,155.650940,8.744454,11.657009,9.435250,14.436641,9.853900,14.836154,10.255961,15.221210,10.171067,15.843137,11.526807,14.245413,11.773973,13.381566
0.364,6.042662,4.913285,6.008089,6.580964,0.668984,12.604294,6.763742,9.956993,5.360572,11.760137,6.398187,15.030745,4.465998,14.242371,178.943100,129.264725,33.778545,155.903381,8.746058,11.670454,9.444464,14.403416,9.855977,14.807310,10.251161,15.211044,10.182299,15.848251,11.530205,14.244366,11.777296,13.379629
0.365,6.042913,4.912164,6.009197,6.576123,0.652419,12.603567,6.754818,9.952930,5.360545,11.766314,6.397429,15.042727,4.463783,14.209932,177.988373,132.540039,35.013901,156.155838,8.747662,11.683899,9.453676,14.370192,9.858053,14.778465,10.246360,15.200880,10.193529,15.853367,11.533602,14.243318,11.780621,13.377692
0.366,6.043165,4.911043,6.010304,6.571282,0.635855,12.602840,6.745893,9.948867,5.360518,11.772491,6.396670,15.054708,4.461569,14.177493,177.033630,135.815353,36.249252,156.408295,8.749266,11.697345,9.462890,14.336967,9.860130,14.749621,10.241559,15.190715,10.204760,15.858481,11.536999,14.242270,11.783944,13.375755
0.367,6.043416,4.909922,6.011412,6.566441,0.619291,12.602113,6.736969,9.944804,5.360490,11.778667,6.395912,15.066689,4.459354,14.145055,176.078903,139.090668,37.484604,156.660736,8.750869,11.710790,9.472103,14.303742,9.862207,14.720778,10.236758,15.180550,10.215991,15.863596,11.540397,14.241222,11.787268,13.373818
0.368,6.043360,4.909225,6.012231,6.559822,0.602348,12.600288,6.721845,9.941214,5.360490,11.794752,6.397799,15.075352,4.457960,14.113907,176.375183,141.052109,38.540787,157.085602,8.752251,11.720048,9.480419,14.284878,9.862159,14.706218,10.228860,15.166310,10.225020,15.865341,11.542119,14.235808,11.790643,13.370955
0.369,6.043304,4.908528,6.013051,6.553203,0.585405,12.598465,6.706721,9.937624,5.360490,11.810837,6.399685,15.084013,4.456566,14.082758,176.671448,143.013550,39.596966,157.510452,8.753632,11.729305,9.488735,14.266014,9.862110,14.691658,10.220961,15.152071,10.234049,15.867086,11.543841,14.230394,11.794018,13.368093
0.370,6.043248,4.907831,6.013870,6.546584,0.568463,12.596641,6.691597,9.934034,5.360490,11.826921,6.401572,15.092674,4.455172,14.051610,176.967728,144.974976,40.653145,157.935303,8.755013,11.738564,9.497051,14.247149,9.862061,14.677098,10.213062,15.137831,10.243078,15.868833,11.545564,14.224981,11.797394,13.365231
0.371,6.043192,4.907134,6.014690,6.539966,0.551520,12.594816,6.676472,9.930444,5.360490,11.843006,6.403459,15.101336,4.453778,14.020462,177.264008,146.936417,41.709328,158.360168,8.756394,11.747822,9.505367,14.228285,9.862012,14.662539,10.205164,15.123591,10.252108,15.870578,11.547286,14.219567,11.800769,13.362368
0.372,6.042978,4.907853,6.015360,6.531393,0.534400,12.592621,6.661109,9.925838,5.360490,11.849028,6.401677,15.108332,4.455215,13.993105,177.545792,149.997620,42.987751,158.819611,8.758492,11.757062,9.510769,14.188890,9.857218,14.637572,10.189613,15.107777,10.263102,15.879195,11.550446,14.214698,11.804547,13.359138
0.373,6.042764,4.908572,6.016031,6.522820,0.517280,12.590425,6.645746,9.921233,5.360490,11.855050,6.399895,15.115326,4.456654,13.965747,177.827576,153.058807,44.266174,159.279053,8.760591,11.766302,9.516170,14.149494,9.852425,14.612606,10.174063,15.091961,10.274096,15.887812,11.553606,14.209827,11.808326,13.355907
0.374,6.042550,4.909291,6.016702,6.514248,0.500161,12.588229,6.630383,9.916628,5.360490,11.861073,6.398112,15.122320,4.458092,13.938389,178.109360,156.120010,45.544598,159.738495,8.762689,11.775543,9.521570,14.110098,9.847631,14.587640,10.158512,15.076146,10.285089,15.896429,11.556766,14.204958,11.812104,13.352678
0.375,6.042336,4.910010,6.017372,6.505675,0.483041,12.586034,6.615021,9.912023,5.360490,11.867094,6.396330,15.129315,4.459529,13.911032,178.391144,159.181213,46.823021,160.197937,8.764787,11.784783,9.526972,14.070703,9.842836,14.562674,10.142962,15.060331,10.296083,15.905046,11.559925,14.200089,11.815883,13.349448
0.376,6.042063,4.913372,6.017990,6.502632,0.465803,12.585936,6.605865,9.910364,5.360490,11.873893,6.399400,15.137062,4.466253,13.887115,178.742126,160.332199,47.310688,160.353790,8.760003,11.795785,9.534737,14.056367,9.842422,14.553375,10.138419,15.053782,10.304343,15.909851,11.564619,14.198711,11.820396,13.347594
0.377,6.041790,4.916734,6.018608,6.499589,0.448565,12.585836,6.596708,9.908707,5.360490,11.880692,6.402470,15.144810,4.472978,13.863197,179.093124,161.483185,47.798355,160.509628,8.755219,11.806787,9.542501,14.042030,9.842010,14.544078,10.133877,15.047231,10.312603,15.914657,11.569313,14.197333,11.824911,13.345739
0.378,6.041517,4.920096,6.019226,6.496546,0.431326,12.585737,6.587553,9.907048,5.360490,11.887489,6.405540,15.152557,4.479702,13.839281,179.444122,162.634186,48.286018,160.665466,8.750436,11.817788,9.550265,14.027695,9.841597,14.534781,10.129335,15.040680,10.320864,15.919462,11.574008,14.195955,11.829426,13.343885
0.379,6.041244,4.923458,6.019844,6.493503,0.414088,12.585639,6.578396,9.905390,5.360490,11.894288,6.408609,15.160304,4.486425,13.815364,179.795105,163.785172,48.773685,160.821320,8.745652,11.828790,9.558030,14.013359,9.841183,14.525482,10.124793,15.034130,10.329123,15.924267,11.578702,14.194578,11.833940,13.342031
0.380,6.040863,4.923290,6.020372,6.486524,0.396495,12.580667,6.564718,9.904664,5.360490,11.901762,6.408329,15.166430,4.486090,13.798432,179.611816,164.946899,49.191704,160.965759,8.743577,11.836935,9.562984,13.990908,9.839531,14.505709,10.122076,15.023721,10.340714,15.926745,11.582559,14.193127,11.836972,13.338625
0.381,6.040481,4.923122,6.020900,6.479545,0.378902,12.575696,6.551041,9.903938,5.360490,11.909237,6.408050,15.172558,4.485754,13.781501,179.428528,166.108627,49.609718,161.110214,8.741501,11.845079,9.567936,13.968456,9.837880,14.485935,10.119360,15.013311,10.352305,15.929224,11.586414,14.191675,11.840005,13.335218
0.382,6.040100,4.922955,6.021427,6.472567,0.361309,12.570724,6.537363,9.903212,5.360490,11.916711,6.407770,15.178684,4.485419,13.764569,179.245224,167.270355,50.027737,161.254669,8.739426,11.853224,9.572889,13.946004,9.836229,14.466163,10.116643,15.002903,10.363896,15.931702,11.590271,14.190223,11.843038,13.331812
0.383,6.039718,4.922787,6.021955,6.465588,0.343715,12.565753,6.523685,9.902486,5.360490,11.924185,6.407490,15.184811,4.485084,13.747638,179.061935,168.432083,50.445755,161.399109,8.737350,11.861369,9.577843,13.923553,9.834578,14.446389,10.113926,14.992494,10.375487,15.934180,11.594128,14.188771,11.846070,13.328405
0.384,6.039269,4.926301,6.022439,6.457954,0.325651,12.563530,6.510886,9.910378,5.360405,11.935027,6.405022,15.195373,4.492198,13.733041,179.179550,169.387497,50.708046,161.599594,8.736151,11.869187,9.583195,13.910692,9.837172,14.430494,10.113639,14.982199,10.387476,15.935106,11.596985,14.188175,11.848342,13.328358
0.385,6.038819,4.929816,6.022923,6.450321,0.307586,12.561308,6.498088,9.918271,5.360320,11.945869,6.402554,15.205935,4.499312,13.718443,179.297180,170.342911,50.970337,161.800079,8.734952,11.877005,9.588547,13.897831,9.839766,14.414599,10.113352,14.971905,10.399464,15.936032,11.599842,14.187579,11.850613,13.328310
0.386,6.038370,4.933331,6.023408,6.442688,0.289521,12.559085,6.485290,9.926164,5.360234,11.956711,6.400086,15.216496,4.506427,13.703846,179.414795,171.298325,51.232624,162.000565,8.733753,11.884823,9.593899,13.884970,9.842360,14.398705,10.113065,14.961611,10.411452,15.936958,11.602698,14.186983,11.852884,13.328261
0.387,6.037921,4.936845,6.023892,6.435055,0.271457,12.556862,6.472491,9.934056,5.360149,11.967553,6.397618,15.227057,4.513541,13.689249,179.532410,172.253738,51.494915,162.201050,8.732553,11.892641,9.599251,13.872109,9.844954,14.382810,10.112778,14.951316,10.423441,15.937884,11.605556,14.186387,11.855156,13.328214
0.388,6.037557,4.937690,6.024493,6.427214,0.252773,12.553695,6.457195,9.939968,5.360000,11.974930,6.397231,15.234856,4.515380,13.671757,179.535645,172.839890,51.656006,162.185577,8.732030,11.899514,9.602388,13.856468,9.846487,14.371216,10.111925,14.942826,10.429941,15.935837,11.608639,14.182062,11.856289,13.323513
0.389,6.037192,4.938535,6.025095,6.419372,0.234090,12.550528,6.441899,9.945880,5.359851,11.982307,6.396844,15.242654,4.517219,13.654264,179.538879,173.426056,51.817101,162.170120,8.731506,11.906387,9.605527,13.840827,9.848021,14.359621,10.111073,14.934337,10.436441,15.933789,11.611721,14.177736,11.857423,13.318813
0.390,6.036828,4.939379,6.025696,6.411530,0.215407,12.547359,6.426604,9.951792,5.359702,11.989685,6.396458,15.250452,4.519057,13.636773,179.542130,174.012207,51.978195,162.154663,8.730982,11.913260,9.608665,13.825186,9.849554,14.348027,10.110222,14.925847,10.442942,15.931742,11.614804,14.173410,11.858557,13.314113
0.391,6.036463,4.940224,6.026297,6.403689,0.196724,12.544192,6.411308,9.957704,5.359552,11.997062,6.396071,15.258250,4.520896,13.619281,179.545364,174.598358,52.139286,162.139191,8.730458,11.920133,9.611803,13.809545,9.851087,14.336433,10.109369,14.917357,10.449442,15.929694,11.617887,14.169086,11.859690,13.309412
0.392,6.035494,4.941705,6.026297,6.401672,0.177962,12.541902,6.405804,9.971848,5.359200,12.007163,6.397540,15.267319,4.524210,13.599598,179.567169,175.070541,52.358704,162.191330,8.731109,11.928827,9.614049,13.798803,9.850994,14.328026,10.107071,14.906623,10.457958,15.928263,11.621946,14.164062,11.862228,13.303905
0.393,6.034524,4.943185,6.026297,6.399654,0.159200,12.539610,6.400300,9.985991,5.358846,12.017264,6.399009,15.276386,4.527524,13.579916,179.588959,175.542725,52.578117,162.243469,8.731758,11.937523,9.616295,13.788061,9.850901,14.319617,10.104772,14.895888,10.466474,15.926831,11.626005,14.159039,11.864767,13.298397
0.394,6.033554,4.944665,6.026297,6.397637,0.140438,12.537319,6.394795,10.000134,5.358493,12.027366,6.400478,15.285455,4.530837,13.560234,179.610748,176.014908,52.797535,162.295624,8.732409,11.946218,9.618540,13.777319,9.850808,14.311209,10.102472,14.885154,10.474989,15.925400,11.630063,14.154015,11.867305,13.292891
0.395,6.032585,4.946146,6.026297,6.395619,0.121676,12.535028,6.389291,10.014277,5.358140,12.037467,6.401947,15.294523,4.534151,13.540551,179.632553,176.487091,53.016953,162.347763,8.733059,11.954913,9.620786,13.766578,9.850716,14.302801,10.100174,14.874419,10.483505,15.923968,11.634122,14.148991,11.869843,13.287383
0.396,6.031614,4.946752,6.026297,6.396468,0.102886,12.534171,6.387634,10.024985,5.357817,12.044755,6.405302,15.304044,4.535686,13.515348,179.571411,177.349075,53.361576,162.449539,8.735528,11.964848,9.623097,13.758220,9.849208,14.293174,10.094260,14.861008,10.497749,15.927479,11.640198,14.146244,11.873805,13.281888
0.397,6.030643,4.947358,6.026297,6.397317,0.084097,12.533314,6.385977,10.035693,5.357494,12.052042,6.408656,15.313564,4.537221,13.490145,179.510284,178.211060,53.706200,162.551315,8.737997,11.974782,9.625410,13.749862,9.847700,14.283546,10.088346,14.847597,10.511994,15.930989,11.646273,14.143497,11.877768,13.276393
0.398,6.029672,4.947964,6.026297,6.398165,0.065308,12.532457,6.384320,10.046401,5.357171,12.059330,6.412010,15.323085,4.538756,13.464941,179.449142,179.073044,54.050819,162.653091,8.740466,11.984716,9.627722,13.741504,9.846192,14.273919,10.082434,14.834186,10.526239,15.934500,11.652348,14.140750,11.881729,13.270898
0.399,6.028701,4.948570,6.026297,6.399014,0.046518,12.531600,6.382663,10.057109,5.356848,12.066618,6.415365,15.332605,4.540291,13.439738,179.388000,179.935028,54.395443,162.754868,8.742935,11.994651,9.630033,13.733146,9.844685,14.264292,10.076520,14.820774,10.540483,15.938010,11.658423,14.138003,11.885691,13.265403
0.400,6.027729,4.945126,6.026297,6.398253,0.027711,12.530451,6.380168,10.068388,5.356283,12.073416,6.416339,15.338235,4.533968,13.418246,178.737534,179.737625,54.559525,162.933853,8.744516,12.006349,9.625137,13.708344,9.835938,14.238916,10.073587,14.800472,10.558538,15.936036,11.661692,14.133760,11.886172,13.259499
0.401,6.026757,4.941682,6.026297,6.397493,0.008904,12.529303,6.377673,10.079668,5.355719,12.080214,6.417313,15.343864,4.527645,13.396754,178.087067,179.540222,54.723602,163.112839,8.746097,12.018046,9.620242,13.683542,9.827192,14.213541,10.070656,14.780171,10.576593,15.934062,11.664959,14.129519,11.886654,13.253593
0.402,6.025784,4.938238,6.026297,6.396733,-0.009903,12.528153,6.375178,10.090947,5.355154,12.087011,6.418287,15.349494,4.521321,13.375262,177.436615,179.342819,54.887680,163.291824,8.747677,12.029744,9.615347,13.658741,9.818446,14.188165,10.067723,14.759871,10.594647,15.932088,11.668226,14.125277,11.887136,13.247688
0.403,6.024813,4.934793,6.026297,6.395972,-0.028710,12.527004,6.372683,10.102226,5.354589,12.093809,6.419261,15.355124,4.514998,13.353770,176.786148,179.145416,55.051762,163.470810,8.749258,12.041442,9.610451,13.633939,9.809700,14.162789,10.064791,14.739569,10.612702,15.930114,11.671494,14.121034,11.887617,13.241784
0.404,6.023841,4.932296,6.026297,6.397351,-0.047520,12.526653,6.374801,10.115812,5.353812,12.101152,6.419902,15.361774,4.510778,13.324396,177.147766,178.121399,55.172607,163.944580,8.746633,12.052221,9.606625,13.596509,9.808590,14.136411,10.059580,14.717409,10.631491,15.928257,11.674513,14.116418,11.891790,13.236414
0.405,6.022869,4.929798,6.026297,6.398731,-0.066331,12.526302,6.376918,10.129398,5.353036,12.108496,6.420544,15.368424,4.506559,13.295021,177.509369,177.097366,55.293449,164.418335,8.744007,12.063002,9.602798,13.559079,9.807480,14.110033,10.054368,14.695250,10.650278,15.926399,11.677530,14.111802,11.895964,13.231043
0.406,6.021896,4.927299,6.026297,6.400110,-0.085142,12.525950,6.379035,10.142985,5.352260,12.115840,6.421185,15.375074,4.502340,13.265647,177.870972,176.073334,55.414291,164.892090,8.741383,12.073782,9.598970,13.521649,9.806369,14.083654,10.049156,14.673091,10.669066,15.924541,11.680548,14.107186,11.900138,13.225673
0.407,6.020925,4.924802,6.026297,6.401489,-0.103952,12.525599,6.381153,10.156571,5.351484,12.123183,6.421826,15.381725,4.498120,13.236273,178.232590,175.049316,55.535137,165.365860,8.738757,12.084561,9.595144,13.484220,9.805259,14.057276,10.043945,14.650931,10.687855,15.922685,11.683566,14.102571,11.904311,13.220303
0.408,6.019962,4.925720,6.026297,6.401419,-0.122578,12.523207,6.379891,10.163324,5.351031,12.123183,6.422946,15.391204,4.500409,13.208075,176.391876,174.241425,55.586708,166.253540,8.736615,12.090502,9.594924,13.419174,9.787500,14.003310,10.031675,14.610613,10.719627,15.918308,11.686655,14.094680,11.908490,13.216499
0.409,6.018999,4.926638,6.026297,6.401348,-0.141203,12.520815,6.378630,10.170076,5.350579,12.123183,6.424066,15.400682,4.502697,13.179877,174.551147,173.433533,55.638283,167.141235,8.734473,12.096441,9.594704,13.354130,9.769742,13.949345,10.019405,14.570293,10.751400,15.913931,11.689743,14.086790,11.912669,13.212696
0.410,6.018037,4.927556,6.026297,6.401278,-0.159829,12.518423,6.377369,10.176829,5.350126,12.123183,6.425186,15.410160,4.504985,13.151680,172.710419,172.625656,55.689854,168.028915,8.732331,12.102382,9.594483,13.289085,9.751984,13.895378,10.007134,14.529975,10.783174,15.909554,11.692832,14.078899,11.916848,13.208893
0.411,6.017074,4.928473,6.026297,6.401207,-0.178454,12.516030,6.376107,10.183582,5.349674,12.123183,6.426306,15.419639,4.507274,13.123482,170.869705,171.817764,55.741425,168.916595,8.730189,12.108322,9.594263,13.224040,9.734225,13.841413,9.994864,14.489656,10.814946,15.905177,11.695921,14.071009,11.921027,13.205090
0.412,6.016112,4.929211,6.026297,6.400564,-0.197065,12.513556,6.375572,10.191275,5.347554,12.123183,6.425556,15.427824,4.510868,13.095251,171.152863,170.143112,55.733562,170.047134,8.729683,12.115539,9.586784,13.196925,9.719360,13.800288,9.967139,14.437282,10.854319,15.902250,11.698446,14.065842,11.925138,13.202581
0.413,6.015151,4.929948,6.026297,6.399922,-0.215675,12.511080,6.375037,10.198966,5.345434,12.123183,6.424807,15.436010,4.514462,13.067020,171.436035,168.468460,55.725700,171.177673,8.729176,12.122755,9.579306,13.169809,9.704496,13.759165,9.939415,14.384907,10.893692,15.899323,11.700973,14.060675,11.929247,13.200073
0.414,6.014189,4.930686,6.026297,6.399280,-0.234286,12.508605,6.374502,10.206657,5.343314,12.123183,6.424057,15.444196,4.518056,13.038789,171.719193,166.793808,55.717842,172.308212,8.728669,12.129971,9.571827,13.142694,9.689631,13.718040,9.911690,14.332531,10.933064,15.896395,11.703499,14.055507,11.933357,13.197565
0.415,6.013227,4.931423,6.026297,6.398637,-0.252897,12.506130,6.373967,10.214350,5.341195,12.123183,6.423307,15.452381,4.521651,13.010558,172.002350,165.119156,55.709980,173.438751,8.728163,12.137187,9.564348,13.115580,9.674767,13.676916,9.883965,14.280156,10.972437,15.893468,11.706024,14.050340,11.937468,13.195057
0.416,6.012286,4.933847,6.026297,6.397437,-0.271101,12.503918,6.373211,10.223481,5.339412,12.123183,6.421663,15.460607,4.528284,12.993002,170.559387,164.709549,55.715370,174.146988,8.730270,12.140862,9.558168,13.092936,9.656010,13.656574,9.861367,14.243720,10.995144,15.885770,11.706327,14.046975,11.940138,13.191244
0.417,6.011345,4.936273,6.026297,6.396237,-0.289305,12.501704,6.372456,10.232613,5.337629,12.123183,6.420019,15.468832,4.534916,12.975447,169.116425,164.299927,55.720757,174.855225,8.732378,12.144537,9.551989,13.070292,9.637254,13.636232,9.838770,14.207283,11.017851,15.878071,11.706632,14.043610,11.942809,13.187431
