"Time","28a CoMy (cm)","v1 xCoMy","v3 Left CoP","v2 Right CoP","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
4.504,6.283909,6.241348,5.135461,6.711069,-0.784139,4.899394,6.341246,2.086880,5.422781,4.143801,7.080893,6.719522,4.848140,7.109848,168.656799,118.899315,38.120255,155.712784,8.296145,3.672905,8.957289,6.759601,9.373949,7.093826,9.926836,7.384883,9.949161,8.348690,11.367359,6.461588,11.577465,5.524470
4.505,6.282771,6.239080,5.136790,6.708615,-0.804962,4.897424,6.335430,2.079782,5.421860,4.152857,7.081800,6.727707,4.851719,7.079283,167.815796,122.162125,39.227261,156.215118,8.295176,3.681169,8.977430,6.720334,9.362947,7.057381,9.913225,7.368542,9.963854,8.358150,11.365412,6.462102,11.576557,5.524039
4.506,6.281633,6.236813,5.138119,6.706161,-0.825784,4.895454,6.329615,2.072682,5.420939,4.161914,7.082706,6.735891,4.855299,7.048717,166.974792,125.424942,40.334267,156.717438,8.294205,3.689433,8.997571,6.681066,9.351946,7.020935,9.899614,7.352200,9.978547,8.367609,11.363464,6.462616,11.575648,5.523607
4.507,6.280495,6.234544,5.139448,6.703706,-0.846606,4.893485,6.323799,2.065583,5.420018,4.170970,7.083613,6.744075,4.858878,7.018152,166.133789,128.687759,41.441277,157.219757,8.293235,3.697697,9.017712,6.641798,9.340944,6.984489,9.886004,7.335858,9.993240,8.377069,11.361518,6.463130,11.574739,5.523176
4.508,6.279201,6.232135,5.140782,6.698895,-0.867148,4.894281,6.313786,2.071636,5.420651,4.179482,7.084006,6.752975,4.860912,6.986626,165.886124,130.580170,41.985233,157.651306,8.293329,3.706121,9.016316,6.605029,9.337203,6.962446,9.876769,7.325003,10.001557,8.382196,11.361203,6.461504,11.576715,5.523916
4.509,6.277907,6.229726,5.142116,6.694085,-0.887690,4.895078,6.303772,2.077689,5.421285,4.187993,7.084398,6.761874,4.862947,6.955101,165.638458,132.472565,42.529190,158.082870,8.293425,3.714545,9.014921,6.568259,9.333462,6.940403,9.867534,7.314147,10.009874,8.387323,11.360888,6.459877,11.578691,5.524656
4.510,6.276613,6.227317,5.143449,6.689275,-0.908232,4.895875,6.293759,2.083742,5.421918,4.196504,7.084790,6.770774,4.864981,6.923575,165.390793,134.364975,43.073143,158.514435,8.293519,3.722970,9.013527,6.531490,9.329720,6.918361,9.858298,7.303290,10.018191,8.392451,11.360573,6.458250,11.580666,5.525396
4.511,6.275319,6.224908,5.144783,6.684464,-0.928774,4.896671,6.283746,2.089794,5.422552,4.205015,7.085183,6.779673,4.867015,6.892050,165.143127,136.257385,43.617100,158.945984,8.293613,3.731394,9.012132,6.494720,9.325978,6.896317,9.849063,7.292435,10.026508,8.397579,11.360258,6.456623,11.582642,5.526136
4.512,6.273898,6.222359,5.145092,6.681722,-0.949561,4.894017,6.277905,2.080547,5.422026,4.213611,7.085538,6.786642,4.868159,6.868564,165.692490,137.587830,43.889050,159.225906,8.291435,3.738861,9.015776,6.477102,9.330222,6.884767,9.842544,7.285236,10.030279,8.399617,11.358696,6.455060,11.582895,5.525806
4.513,6.272476,6.219809,5.145402,6.678979,-0.970348,4.891363,6.272065,2.071301,5.421501,4.222207,7.085893,6.793610,4.869304,6.845078,166.241852,138.918259,44.161003,159.505829,8.289257,3.746329,9.019421,6.459483,9.334466,6.873216,9.836025,7.278038,10.034050,8.401655,11.357133,6.453497,11.583149,5.525476
4.514,6.271055,6.217259,5.145711,6.676236,-0.991135,4.888708,6.266225,2.062053,5.420975,4.230803,7.086247,6.800579,4.870448,6.821593,166.791214,140.248688,44.432953,159.785751,8.287080,3.753796,9.023065,6.441865,9.338710,6.861665,9.829506,7.270839,10.037821,8.403692,11.355570,6.451935,11.583403,5.525146
4.515,6.269634,6.214710,5.146021,6.673493,-1.011921,4.886054,6.260385,2.052806,5.420450,4.239399,7.086603,6.807547,4.871593,6.798108,167.340576,141.579132,44.704903,160.065674,8.284902,3.761264,9.026709,6.424246,9.342954,6.850114,9.822987,7.263640,10.041592,8.405730,11.354008,6.450372,11.583656,5.524816
4.516,6.268108,6.212062,5.146857,6.672512,-1.032594,4.884984,6.256236,2.044416,5.423091,4.247821,7.088788,6.817921,4.870624,6.773000,167.645737,143.558716,45.230659,160.356293,8.288387,3.775345,9.029864,6.398309,9.341756,6.831525,9.811399,7.252369,10.052849,8.414824,11.355674,6.450092,11.585035,5.523697
4.517,6.266582,6.209414,5.147693,6.671530,-1.053267,4.883914,6.252087,2.036026,5.425732,4.256243,7.090973,6.828294,4.869655,6.747892,167.950897,145.538300,45.756416,160.646927,8.291874,3.789426,9.033020,6.372371,9.340557,6.812936,9.799812,7.241097,10.064106,8.423916,11.357340,6.449813,11.586413,5.522578
4.518,6.265055,6.206765,5.148529,6.670548,-1.073940,4.882843,6.247937,2.027636,5.428373,4.264665,7.093158,6.838667,4.868686,6.722785,168.256073,147.517883,46.282169,160.937561,8.295361,3.803506,9.036177,6.346434,9.339359,6.794347,9.788225,7.229826,10.075364,8.433008,11.359007,6.449533,11.587791,5.521459
4.519,6.263529,6.204117,5.149365,6.669566,-1.094613,4.881773,6.243788,2.019246,5.431014,4.273087,7.095344,6.849041,4.867717,6.697677,168.561234,149.497467,46.807926,161.228180,8.298846,3.817587,9.039332,6.320496,9.338161,6.775758,9.776638,7.218554,10.086621,8.442101,11.360673,6.449254,11.589170,5.520340
4.520,6.261817,6.201286,5.149096,6.668498,-1.115236,4.883466,6.239120,2.012533,5.430954,4.281393,7.097876,6.856859,4.867237,6.676803,169.663803,151.646545,46.970669,161.415070,8.298574,3.825595,9.045216,6.280159,9.341639,6.745579,9.771308,7.210110,10.089975,8.441221,11.359633,6.445562,11.588316,5.520072
4.521,6.260106,6.198456,5.148825,6.667430,-1.135859,4.885159,6.234451,2.005820,5.430893,4.289700,7.100408,6.864677,4.866757,6.655928,170.766373,153.795624,47.133415,161.601944,8.298304,3.833602,9.051100,6.239822,9.345117,6.715400,9.765978,7.201665,10.093330,8.440341,11.358593,6.441872,11.587461,5.519803
4.522,6.258395,6.195625,5.148555,6.666361,-1.156482,4.886852,6.229783,1.999107,5.430833,4.298007,7.102940,6.872496,4.866277,6.635054,171.868942,155.944687,47.296158,161.788818,8.298033,3.841609,9.056984,6.199486,9.348595,6.685221,9.760649,7.193221,10.096685,8.439461,11.357553,6.438181,11.586605,5.519534
4.523,6.256684,6.192794,5.148285,6.665293,-1.177106,4.888545,6.225115,1.992395,5.430773,4.306313,7.105472,6.880315,4.865797,6.614180,172.971512,158.093765,47.458900,161.975708,8.297761,3.849617,9.062867,6.159149,9.352072,6.655041,9.755319,7.184776,10.100039,8.438581,11.356514,6.434490,11.585751,5.519265
4.524,6.254995,6.189985,5.148107,6.659801,-1.197755,4.887239,6.214631,1.985752,5.429296,4.313025,7.104971,6.892295,4.866918,6.595936,174.128372,160.111572,47.624435,162.224731,8.298429,3.858230,9.063871,6.132062,9.361811,6.628563,9.753009,7.175705,10.109191,8.439325,11.357458,6.433406,11.587486,5.518821
4.525,6.253306,6.187175,5.147929,6.654309,-1.218405,4.885932,6.204146,1.979109,5.427818,4.319736,7.104471,6.904275,4.868040,6.577692,175.285217,162.129364,47.789974,162.473770,8.299099,3.866843,9.064875,6.104976,9.371550,6.602085,9.750700,7.166636,10.118341,8.440071,11.358402,6.432323,11.589222,5.518376
4.526,6.251617,6.184366,5.147751,6.648817,-1.239055,4.884625,6.193662,1.972466,5.426341,4.326448,7.103971,6.916255,4.869162,6.559449,176.442078,164.147171,47.955513,162.722809,8.299767,3.875457,9.065878,6.077889,9.381289,6.575607,9.748390,7.157565,10.127493,8.440817,11.359346,6.431239,11.590958,5.517931
4.527,6.249929,6.181556,5.147573,6.643324,-1.259705,4.883318,6.183178,1.965824,5.424864,4.333159,7.103471,6.928235,4.870283,6.541205,177.598938,166.164978,48.121048,162.971832,8.300436,3.884070,9.066882,6.050803,9.391027,6.549129,9.746080,7.148495,10.136644,8.441562,11.360291,6.430155,11.592693,5.517487
4.528,6.247951,6.178465,5.146649,6.640015,-1.280205,4.880984,6.176676,1.960823,5.424214,4.340962,7.103354,6.933319,4.869084,6.520870,177.179718,167.616516,48.337242,163.311584,8.297268,3.897773,9.074602,6.031942,9.392576,6.530629,9.738118,7.136692,10.146350,8.444761,11.358238,6.430042,11.591309,5.518195
4.529,6.245973,6.175374,5.145725,6.636706,-1.300705,4.878650,6.170174,1.955823,5.423565,4.348764,7.103239,6.938404,4.867885,6.500534,176.760513,169.068054,48.553432,163.651337,8.294101,3.911477,9.082322,6.013081,9.394126,6.512129,9.730156,7.124890,10.156055,8.447962,11.356185,6.429930,11.589923,5.518904
4.530,6.243994,6.172283,5.144800,6.633397,-1.321205,4.876316,6.163671,1.950822,5.422915,4.356566,7.103123,6.943488,4.866685,6.480199,176.341309,170.519577,48.769623,163.991104,8.290934,3.925180,9.090042,5.994219,9.395676,6.493629,9.722194,7.113088,10.165760,8.451161,11.354132,6.429818,11.588537,5.519613
4.531,6.242016,6.169192,5.143876,6.630088,-1.341705,4.873981,6.157169,1.945822,5.422266,4.364369,7.103006,6.948573,4.865486,6.459864,175.922089,171.971115,48.985817,164.330856,8.287766,3.938883,9.097762,5.975358,9.397224,6.475130,9.714231,7.101285,10.175466,8.454361,11.352079,6.429705,11.587152,5.520322
4.532,6.239980,6.166093,5.145359,6.627234,-1.361293,4.873528,6.152333,1.943760,5.423487,4.374821,7.102133,6.958608,4.867230,6.434765,176.178802,173.296204,49.255981,164.603058,8.290009,3.947927,9.103535,5.952666,9.395605,6.461509,9.704135,7.092558,10.186241,8.463152,11.354925,6.430876,11.590609,5.519918
4.533,6.237944,6.162994,5.146842,6.624379,-1.380881,4.873074,6.147498,1.941699,5.424708,4.385273,7.101260,6.968643,4.868976,6.409667,176.435516,174.621292,49.526146,164.875244,8.292253,3.956970,9.109308,5.929975,9.393985,6.447887,9.694038,7.083832,10.197016,8.471944,11.357771,6.432047,11.594065,5.519515
4.534,6.235909,6.159895,5.148325,6.621525,-1.400469,4.872621,6.142663,1.939637,5.425929,4.395725,7.100387,6.978678,4.870721,6.384568,176.692215,175.946381,49.796310,165.147430,8.294497,3.966014,9.115081,5.907283,9.392365,6.434266,9.683941,7.075106,10.207790,8.480736,11.360616,6.433218,11.597521,5.519112
4.535,6.233872,6.156796,5.149808,6.618670,-1.420057,4.872167,6.137827,1.937576,5.427150,4.406177,7.099514,6.988713,4.872466,6.359470,176.948929,177.271469,50.066475,165.419632,8.296741,3.975057,9.120853,5.884592,9.390745,6.420645,9.673844,7.066379,10.218566,8.489527,11.363461,6.434390,11.600977,5.518708
4.536,6.231845,6.153750,5.148445,6.615419,-1.438822,4.871328,6.134966,1.934894,5.423606,4.413377,7.095873,6.997782,4.873283,6.335795,177.152939,176.886551,50.448711,166.022385,8.297119,3.981833,9.116364,5.854300,9.380010,6.404172,9.649408,7.043073,10.235283,8.499000,11.362104,6.432833,11.600676,5.518862
4.537,6.229818,6.150705,5.147081,6.612169,-1.457587,4.870489,6.132106,1.932212,5.420062,4.420577,7.092232,7.006851,4.874101,6.312120,177.356964,176.501617,50.830948,166.625137,8.297497,3.988607,9.111874,5.824009,9.369274,6.387700,9.624971,7.019766,10.251999,8.508472,11.360747,6.431275,11.600375,5.519015
4.538,6.227791,6.147659,5.145718,6.608918,-1.476352,4.869650,6.129245,1.929530,5.416518,4.427777,7.088591,7.015921,4.874918,6.288445,177.560974,176.116699,51.213184,167.227890,8.297875,3.995383,9.107383,5.793717,9.358539,6.371228,9.600534,6.996460,10.268716,8.517945,11.359390,6.429718,11.600075,5.519168
4.539,6.225763,6.144613,5.144355,6.605667,-1.495118,4.868812,6.126385,1.926849,5.412974,4.434977,7.084950,7.024990,4.875736,6.264771,177.764984,175.731781,51.595421,167.830643,8.298254,4.002158,9.102893,5.763426,9.347803,6.354756,9.576098,6.973154,10.285433,8.527418,11.358033,6.428162,11.599773,5.519322
4.540,6.223645,6.141504,5.146344,6.602544,-1.513378,4.868468,6.122511,1.929382,5.413886,4.442984,7.082577,7.034710,4.878802,6.239665,178.146500,174.425674,51.846344,168.142700,8.298175,4.010669,9.103868,5.732648,9.338489,6.336753,9.558846,6.962401,10.291991,8.533646,11.358173,6.427728,11.601468,5.519461
4.541,6.221527,6.138394,5.148334,6.599420,-1.531638,4.868124,6.118637,1.931916,5.414798,4.450991,7.080204,7.044431,4.881869,6.214559,178.528015,173.119568,52.097267,168.454758,8.298096,4.019180,9.104843,5.701870,9.329174,6.318749,9.541595,6.951649,10.298550,8.539873,11.358313,6.427293,11.603163,5.519600
4.542,6.219409,6.135285,5.150323,6.596296,-1.549898,4.867780,6.114762,1.934449,5.415710,4.458998,7.077831,7.054152,4.884935,6.189453,178.909546,171.813446,52.348194,168.766815,8.298017,4.027691,9.105818,5.671092,9.319860,6.300746,9.524343,6.940897,10.305107,8.546100,11.358453,6.426859,11.604857,5.519739
4.543,6.217290,6.132176,5.152312,6.593173,-1.568158,4.867436,6.110888,1.936982,5.416622,4.467005,7.075458,7.063873,4.888002,6.164347,179.291061,170.507339,52.599117,169.078873,8.297937,4.036202,9.106793,5.640314,9.310545,6.282743,9.507092,6.930144,10.311666,8.552327,11.358593,6.426425,11.606552,5.519878
4.544,6.215097,6.129006,5.150600,6.589891,-1.586140,4.868027,6.105802,1.940428,5.418541,4.475956,7.073981,7.073056,4.882660,6.137375,178.903259,169.922211,52.637848,169.582001,8.295828,4.048420,9.103384,5.599833,9.299437,6.252587,9.497536,6.909749,10.331065,8.553923,11.358715,6.426618,11.608074,5.519003
4.545,6.212903,6.125837,5.148889,6.586610,-1.604122,4.868618,6.100716,1.943873,5.420460,4.484908,7.072504,7.082239,4.877318,6.110403,178.515442,169.337067,52.676575,170.085144,8.293718,4.060638,9.099976,5.559351,9.288328,6.222431,9.487980,6.889353,10.350464,8.555518,11.358837,6.426810,11.609596,5.518128
4.546,6.210710,6.122667,5.147178,6.583328,-1.622103,4.869209,6.095629,1.947318,5.422379,4.493859,7.071027,7.091422,4.871976,6.083432,178.127640,168.751938,52.715302,170.588287,8.291609,4.072856,9.096566,5.518870,9.277220,6.192275,9.478424,6.868957,10.369864,8.557114,11.358959,6.427003,11.611118,5.517254
4.547,6.208517,6.119498,5.145466,6.580047,-1.640085,4.869800,6.090542,1.950763,5.424298,4.502811,7.069551,7.100605,4.866634,6.056460,177.739838,168.166809,52.754032,171.091415,8.289499,4.085074,9.093157,5.478389,9.266111,6.162119,9.468868,6.848561,10.389263,8.558709,11.359081,6.427196,11.612640,5.516379
4.548,6.206380,6.116397,5.142104,6.575585,-1.657855,4.870403,6.084615,1.961558,5.423970,4.510159,7.066556,7.109545,4.860238,6.027569,176.331665,168.175980,52.573051,171.779266,8.293380,4.094306,9.093553,5.450341,9.254644,6.131039,9.464505,6.818814,10.420474,8.556536,11.359518,6.427472,11.613833,5.514593
4.549,6.204244,6.113297,5.138742,6.571124,-1.675625,4.871006,6.078687,1.972353,5.423642,4.517507,7.063561,7.118485,4.853842,5.998678,174.923492,168.185150,52.392075,172.467133,8.297260,4.103537,9.093948,5.422293,9.243178,6.099957,9.460142,6.789067,10.451685,8.554363,11.359956,6.427748,11.615026,5.512806
4.550,6.202107,6.110196,5.135380,6.566663,-1.693396,4.871610,6.072759,1.983148,5.423314,4.524855,7.060566,7.127426,4.847445,5.969787,173.515320,168.194336,52.211094,173.154999,8.301141,4.112769,9.094344,5.394245,9.231712,6.068877,9.455778,6.759321,10.482896,8.552191,11.360394,6.428024,11.616220,5.511020
4.551,6.199971,6.107095,5.132018,6.562201,-1.711166,4.872213,6.066832,1.993943,5.422986,4.532203,7.057572,7.136366,4.841050,5.940896,172.107147,168.203506,52.030113,173.842850,8.305021,4.122000,9.094740,5.366197,9.220245,6.037796,9.451415,6.729574,10.514107,8.550017,11.360830,6.428300,11.617413,5.509234
4.552,6.197825,6.103994,5.129416,6.559038,-1.728746,4.872138,6.061996,2.000399,5.422015,4.541050,7.056080,7.145060,4.836817,5.908882,171.007904,168.337158,51.765846,175.073486,8.305239,4.138338,9.084284,5.347528,9.204208,6.014380,9.439169,6.691372,10.547461,8.544622,11.357897,6.427207,11.621116,5.509276
4.553,6.195679,6.100894,5.126814,6.555874,-1.746326,4.872063,6.057160,2.006855,5.421044,4.549897,7.054588,7.153753,4.832584,5.876869,169.908661,168.470795,51.501575,176.304138,8.305457,4.154675,9.073828,5.328859,9.188172,5.990963,9.426922,6.653172,10.580814,8.539228,11.354963,6.426114,11.624819,5.509319
4.554,6.193533,6.097794,5.124212,6.552710,-1.763906,4.871987,6.052324,2.013311,5.420073,4.558744,7.053096,7.162446,4.828351,5.844855,168.809402,168.604446,51.237305,177.534790,8.305676,4.171012,9.063372,5.310190,9.172136,5.967547,9.414676,6.614970,10.614167,8.533834,11.352029,6.425021,11.628522,5.509362
4.555,6.191387,6.094693,5.121611,6.549546,-1.781487,4.871912,6.047489,2.019767,5.419102,4.567591,7.051604,7.171140,4.824119,5.812842,167.710159,168.738098,50.973038,178.765427,8.305893,4.187349,9.052916,5.291522,9.156099,5.944131,9.402430,6.576769,10.647521,8.528439,11.349095,6.423928,11.632225,5.509405
4.556,6.189174,6.091516,5.122008,6.544858,-1.799240,4.873380,6.041441,2.029088,5.420108,4.574623,7.048276,7.177853,4.823909,5.778424,166.644302,169.147339,50.776379,178.497284,8.304754,4.195822,9.028649,5.264273,9.131215,5.919337,9.382866,6.536005,10.678452,8.519828,11.347316,6.422143,11.631977,5.509258
4.557,6.186961,6.088340,5.122406,6.540171,-1.816993,4.874847,6.035393,2.038410,5.421114,4.581655,7.044949,7.184566,4.823699,5.744005,165.578430,169.556564,50.579720,178.229156,8.303615,4.204295,9.004383,5.237024,9.106331,5.894543,9.363302,6.495240,10.709383,8.511217,11.345537,6.420358,11.631729,5.509112
4.558,6.184748,6.085164,5.122804,6.535483,-1.834747,4.876314,6.029346,2.047731,5.422120,4.588686,7.041621,7.191280,4.823488,5.709587,164.512573,169.965790,50.383057,177.961014,8.302475,4.212769,8.980118,5.209775,9.081448,5.869749,9.343738,6.454475,10.740314,8.502606,11.343758,6.418573,11.631482,5.508966
4.559,6.182535,6.081987,5.123202,6.530796,-1.852500,4.877781,6.023298,2.057053,5.423125,4.595718,7.038293,7.197993,4.823278,5.675169,163.446716,170.375031,50.186398,177.692871,8.301336,4.221241,8.955852,5.182527,9.056563,5.844955,9.324174,6.413711,10.771244,8.493996,11.341978,6.416788,11.631234,5.508820
4.560,6.180284,6.078786,5.121803,6.524971,-1.870010,4.876514,6.012563,2.061568,5.420666,4.607424,7.037380,7.207706,4.822940,5.651080,164.780579,169.388580,50.095047,176.979965,8.297751,4.227475,8.932631,5.162554,9.038592,5.804628,9.303371,6.381776,10.791821,8.484430,11.339223,6.417703,11.631640,5.509306
4.561,6.178032,6.075584,5.120404,6.519147,-1.887520,4.875247,6.001827,2.066083,5.418207,4.619131,7.036466,7.217419,4.822602,5.626991,166.114441,168.402145,50.003693,176.267059,8.294167,4.233708,8.909410,5.142581,9.020622,5.764302,9.282568,6.349840,10.812396,8.474865,11.336468,6.418617,11.632046,5.509792
4.562,6.175781,6.072382,5.119006,6.513322,-1.905029,4.873981,5.991092,2.070599,5.415749,4.630837,7.035552,7.227131,4.822264,5.602901,167.448318,167.415710,49.912342,175.554153,8.290583,4.239941,8.886189,5.122609,9.002651,5.723976,9.261765,6.317905,10.832972,8.465301,11.333713,6.419532,11.632452,5.510278
4.563,6.173530,6.069180,5.117607,6.507498,-1.922539,4.872714,5.980357,2.075114,5.413290,4.642544,7.034638,7.236844,4.821925,5.578813,168.782181,166.429260,49.820992,174.841248,8.286998,4.246174,8.862967,5.102636,8.984680,5.683649,9.240962,6.285970,10.853548,8.455735,11.330957,6.420447,11.632858,5.510765
4.564,6.171230,6.065930,5.115246,6.505242,-1.940055,4.873651,5.975900,2.087372,5.409239,4.652309,7.034585,7.245917,4.821255,5.557115,168.775421,166.108063,49.913845,174.436752,8.281737,4.252494,8.843769,5.078309,8.964483,5.657010,9.223807,6.267795,10.860119,8.446750,11.328522,6.420830,11.634048,5.511871
4.565,6.168931,6.062680,5.112885,6.502987,-1.957572,4.874588,5.971442,2.099629,5.405188,4.662075,7.034532,7.254991,4.820584,5.535417,168.768677,165.786880,50.006699,174.032257,8.276476,4.258815,8.824572,5.053982,8.944286,5.630371,9.206652,6.249619,10.866689,8.437765,11.326086,6.421212,11.635237,5.512977
4.566,6.166632,6.059431,5.110525,6.500732,-1.975088,4.875525,5.966985,2.111886,5.401137,4.671840,7.034479,7.264065,4.819913,5.513719,168.761932,165.465698,50.099552,173.627762,8.271215,4.265135,8.805374,5.029655,8.924089,5.603732,9.189497,6.231444,10.873259,8.428780,11.323649,6.421595,11.636426,5.514083
4.567,6.164333,6.056180,5.108164,6.498477,-1.992605,4.876463,5.962528,2.124143,5.397086,4.681605,7.034425,7.273138,4.819242,5.492021,168.755173,165.144501,50.192406,173.223267,8.265955,4.271455,8.786176,5.005328,8.903893,5.577093,9.172342,6.213269,10.879829,8.419794,11.321214,6.421978,11.637615,5.515190
4.568,6.161907,6.052808,5.109808,6.494722,-2.010052,4.876253,5.954791,2.134225,5.395754,4.689092,7.034655,7.280758,4.823863,5.475930,167.787354,165.724304,50.156925,172.687607,8.262947,4.277405,8.765122,4.990282,8.881544,5.560209,9.156851,6.186403,10.891447,8.403349,11.317749,6.420409,11.636789,5.516243
4.569,6.159481,6.049435,5.111452,6.490969,-2.027500,4.876043,5.947053,2.144307,5.394422,4.696579,7.034884,7.288378,4.828483,5.459839,166.819519,166.304123,50.121445,172.151947,8.259939,4.283356,8.744068,4.975236,8.859196,5.543325,9.141359,6.159536,10.903065,8.386903,11.314283,6.418840,11.635963,5.517296
4.570,6.157055,6.046062,5.113096,6.487215,-2.044947,4.875833,5.939316,2.154388,5.393090,4.704065,7.035113,7.295999,4.833103,5.443748,165.851700,166.883942,50.085964,171.616302,8.256930,4.289306,8.723015,4.960190,8.836846,5.526442,9.125868,6.132669,10.914681,8.370457,11.310818,6.417271,11.635138,5.518350
4.571,6.154630,6.042689,5.114740,6.483460,-2.062395,4.875623,5.931579,2.164470,5.391757,4.711552,7.035343,7.303618,4.837723,5.427657,164.883881,167.463745,50.050484,171.080643,8.253922,4.295257,8.701962,4.945144,8.814498,5.509558,9.110376,6.105803,10.926299,8.354012,11.307353,6.415702,11.634312,5.519403
4.572,6.152020,6.039144,5.118735,6.480868,-2.079627,4.875966,5.928054,2.177127,5.391098,4.718476,7.033682,7.310377,4.846373,5.411927,165.509232,167.206573,49.949371,170.612991,8.254742,4.305964,8.684318,4.923319,8.800581,5.477901,9.100738,6.083708,10.937776,8.339648,11.304945,6.415962,11.634682,5.519049
4.573,6.149409,6.035598,5.122731,6.478275,-2.096859,4.876308,5.924529,2.189784,5.390439,4.725401,7.032022,7.317135,4.855023,5.396198,166.134583,166.949402,49.848255,170.145340,8.255560,4.316672,8.666674,4.901495,8.786663,5.446243,9.091099,6.061613,10.949253,8.325285,11.302536,6.416221,11.635052,5.518694
4.574,6.146799,6.032053,5.126726,6.475683,-2.114091,4.876650,5.921005,2.202440,5.389779,4.732326,7.030362,7.323893,4.863673,5.380468,166.759918,166.692215,49.747139,169.677689,8.256378,4.327380,8.649031,4.879671,8.772745,5.414586,9.081461,6.039518,10.960730,8.310921,11.300128,6.416481,11.635421,5.518340
4.575,6.144189,6.028507,5.130721,6.473091,-2.131324,4.876993,5.917480,2.215097,5.389120,4.739251,7.028701,7.330651,4.872323,5.364738,167.385269,166.435043,49.646027,169.210037,8.257197,4.338088,8.631387,4.857846,8.758828,5.382929,9.071822,6.017423,10.972206,8.296557,11.297720,6.416740,11.635791,5.517986
4.576,6.141380,6.024775,5.135418,6.473952,-2.148345,4.874848,5.918402,2.230570,5.389168,4.744120,7.029504,7.338534,4.881669,5.349676,167.694244,165.918030,49.722404,168.777054,8.263031,4.349208,8.619568,4.831924,8.746904,5.355962,9.058896,5.996861,10.976751,8.278550,11.294618,6.415242,11.636611,5.519581
4.577,6.138571,6.021042,5.140115,6.474814,-2.165367,4.872704,5.919323,2.246042,5.389215,4.748989,7.030306,7.346417,4.891015,5.334614,168.003204,165.401001,49.798786,168.344070,8.268864,4.360328,8.607749,4.806002,8.734982,5.328995,9.045969,5.976300,10.981297,8.260544,11.291515,6.413744,11.637432,5.521176
4.578,6.135762,6.017309,5.144813,6.475677,-2.182388,4.870560,5.920244,2.261515,5.389263,4.753859,7.031108,7.354300,4.900361,5.319551,168.312164,164.883987,49.875168,167.911087,8.274696,4.371448,8.595930,4.780079,8.723058,5.302028,9.033043,5.955739,10.985843,8.242537,11.288412,6.412246,11.638252,5.522771
4.579,6.132954,6.013577,5.149509,6.476538,-2.199409,4.868415,5.921166,2.276988,5.389311,4.758728,7.031910,7.362183,4.909707,5.304489,168.621140,164.366974,49.951546,167.478104,8.280530,4.382568,8.584111,4.754157,8.711134,5.275061,9.020117,5.935177,10.990388,8.224529,11.285310,6.410748,11.639072,5.524366
4.580,6.130235,6.009940,5.153879,6.474417,-2.216324,4.868525,5.918585,2.285863,5.388917,4.763857,7.030249,7.368846,4.918840,5.301680,169.381027,164.117096,49.847309,167.222137,8.306832,4.400647,8.574690,4.742408,8.706168,5.259947,9.015799,5.927786,10.991678,8.219851,11.280991,6.410759,11.637625,5.521969
4.581,6.127516,6.006303,5.158248,6.472295,-2.233238,4.868634,5.916003,2.294738,5.388523,4.768987,7.028587,7.375510,4.927973,5.298871,170.140900,163.867218,49.743073,166.966156,8.333134,4.418726,8.565268,4.730659,8.701202,5.244832,9.011480,5.920395,10.992968,8.215172,11.276672,6.410771,11.636177,5.519571
4.582,6.124797,6.002666,5.162617,6.470173,-2.250153,4.868744,5.913422,2.303613,5.388129,4.774116,7.026925,7.382174,4.937105,5.296062,170.900787,163.617355,49.638840,166.710190,8.359436,4.436806,8.555845,4.718910,8.696237,5.229718,9.007162,5.913004,10.994258,8.210494,11.272353,6.410783,11.634728,5.517173
4.583,6.122078,5.999029,5.166986,6.468052,-2.267067,4.868853,5.910841,2.312488,5.387735,4.779245,7.025263,7.388837,4.946238,5.293253,171.660675,163.367477,49.534603,166.454224,8.385738,4.454885,8.546424,4.707161,8.691271,5.214603,9.002844,5.905613,10.995548,8.205815,11.268034,6.410794,11.633281,5.514776
4.584,6.119337,5.995397,5.167169,6.467095,-2.283470,4.872343,5.909345,2.323956,5.388644,4.788885,7.024846,7.398876,4.945694,5.298689,171.527649,164.176743,49.680229,166.589478,8.382450,4.473032,8.531012,4.718360,8.679420,5.217706,9.002419,5.908371,10.990159,8.205263,11.268877,6.406655,11.633188,5.514709
4.585,6.116595,5.991765,5.167352,6.466139,-2.299873,4.875834,5.907849,2.335424,5.389553,4.798525,7.024428,7.408916,4.945151,5.304125,171.394638,164.986008,49.825859,166.724747,8.379162,4.491179,8.515599,4.729560,8.667571,5.220808,9.001995,5.911129,10.984770,8.204712,11.269720,6.402516,11.633096,5.514644
