"Time","28a CoMy (cm)","v1 xCoMy","v3 Left CoP","v2 Right CoP","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
6.549,6.075821,6.012530,5.023365,6.523437,-1.166089,4.634840,6.123917,2.465675,4.966769,4.787274,6.922956,6.985667,5.079960,5.291419,160.806366,177.941650,52.003189,172.360931,8.315809,4.349193,8.544010,4.659079,8.692655,5.140118,9.164828,5.781227,10.902287,7.970870,11.379284,5.995344,11.714781,5.130959
6.550,6.073627,6.009468,5.027409,6.524880,-1.182070,4.632500,6.125258,2.475015,4.965434,4.786065,6.924502,6.992497,5.089384,5.291258,161.063156,177.825470,51.935390,172.039856,8.325470,4.352232,8.535858,4.650666,8.685242,5.127397,9.159742,5.772409,10.905856,7.966332,11.376188,5.995399,11.714832,5.130457
6.551,6.071432,6.006405,5.031453,6.526324,-1.198051,4.630160,6.126600,2.484356,4.964099,4.784855,6.926049,6.999328,5.098807,5.291097,161.319946,177.709305,51.867592,171.718796,8.335130,4.355272,8.527707,4.642254,8.677828,5.114675,9.154656,5.763591,10.909425,7.961794,11.373094,5.995455,11.714884,5.129955
6.552,6.069054,6.003199,5.031661,6.525899,-1.213323,4.624902,6.125676,2.494833,4.960313,4.786483,6.926123,7.010947,5.103008,5.294580,161.675934,177.436447,52.199425,171.676727,8.343680,4.349520,8.511950,4.637359,8.665593,5.112752,9.136240,5.755087,10.901001,7.950601,11.367536,5.993230,11.712384,5.128055
6.553,6.066676,5.999991,5.031868,6.525474,-1.228596,4.619644,6.124752,2.505311,4.956527,4.788111,6.926196,7.022567,5.107209,5.298064,162.031921,177.163605,52.531254,171.634644,8.352232,4.343767,8.496193,4.632464,8.653358,5.110829,9.117824,5.746583,10.892576,7.939408,11.361979,5.991006,11.709885,5.126155
6.554,6.064298,5.996785,5.032075,6.525049,-1.243868,4.614386,6.123828,2.515788,4.952741,4.789739,6.926269,7.034186,5.111409,5.301548,162.387894,176.890747,52.863083,171.592560,8.360783,4.338014,8.480436,4.627569,8.641123,5.108906,9.099407,5.738079,10.884152,7.928216,11.356421,5.988781,11.707384,5.124254
6.555,6.061920,5.993578,5.032282,6.524623,-1.259141,4.609128,6.122904,2.526266,4.948955,4.791367,6.926342,7.045805,5.115610,5.305032,162.743881,176.617889,53.194916,171.550491,8.369333,4.332262,8.464679,4.622674,8.628888,5.106983,9.080991,5.729575,10.875729,7.917023,11.350863,5.986557,11.704885,5.122354
6.556,6.059508,5.990377,5.036689,6.524703,-1.273668,4.604195,6.123886,2.534884,4.949848,4.794948,6.925519,7.051034,5.123531,5.311769,163.549347,176.984116,53.314896,171.514130,8.382401,4.315901,8.434629,4.617625,8.616690,5.115731,9.069568,5.730307,10.865524,7.915823,11.342878,5.987344,11.699521,5.121627
6.557,6.057096,5.987177,5.041097,6.524781,-1.288195,4.599262,6.124868,2.543503,4.950741,4.798528,6.924695,7.056263,5.131452,5.318505,164.354828,177.350342,53.434875,171.477768,8.395468,4.299540,8.404581,4.612575,8.604492,5.124478,9.058146,5.731039,10.855320,7.914623,11.334895,5.988131,11.694159,5.120899
6.558,6.054684,5.983977,5.045504,6.524860,-1.302722,4.594330,6.125850,2.552122,4.951633,4.802109,6.923871,7.061493,5.139373,5.325241,165.160309,177.716568,53.554859,171.441406,8.408534,4.283179,8.374533,4.607525,8.592295,5.133226,9.046722,5.731771,10.845116,7.913423,11.326912,5.988917,11.688795,5.120172
6.559,6.052272,5.980776,5.049911,6.524940,-1.317249,4.589397,6.126832,2.560740,4.952527,4.805689,6.923047,7.066722,5.147294,5.331977,165.965775,178.082794,53.674839,171.405045,8.421601,4.266819,8.344483,4.602476,8.580096,5.141973,9.035299,5.732503,10.834911,7.912222,11.318928,5.989704,11.683432,5.119445
6.560,6.049707,5.977463,5.050004,6.525167,-1.331043,4.585783,6.126442,2.570742,4.949687,4.767395,6.923891,7.075861,5.150321,5.330916,165.013474,178.549011,53.982780,171.718109,8.424313,4.243568,8.334636,4.619052,8.562862,5.150745,9.022142,5.734562,10.821639,7.908059,11.313021,5.988650,11.674803,5.121359
6.561,6.047143,5.974150,5.050098,6.525394,-1.344838,4.582169,6.126053,2.580743,4.946848,4.729102,6.924735,7.085001,5.153347,5.329855,164.061188,179.015228,54.290718,172.031158,8.427023,4.220319,8.324788,4.635629,8.545628,5.159517,9.008986,5.736622,10.808367,7.903895,11.307114,5.987597,11.666174,5.123273
6.562,6.044579,5.970836,5.050192,6.525622,-1.358633,4.578554,6.125664,2.590744,4.944009,4.690808,6.925580,7.094141,5.156374,5.328794,163.108887,179.481461,54.598660,172.344208,8.429734,4.197069,8.314940,4.652205,8.528394,5.168289,8.995830,5.738681,10.795095,7.899732,11.301207,5.986544,11.657546,5.125188
6.563,6.042014,5.967523,5.050285,6.525849,-1.372428,4.574940,6.125274,2.600745,4.941169,4.652514,6.926424,7.103280,5.159401,5.327732,162.156586,179.947678,54.906601,172.657272,8.432446,4.173819,8.305093,4.668782,8.511160,5.177061,8.982673,5.740740,10.781823,7.895569,11.295300,5.985490,11.648917,5.127102
6.564,6.039389,5.964186,5.043614,6.525741,-1.385539,4.572815,6.122887,2.611186,4.932407,4.604622,6.928595,7.114008,5.154822,5.334085,162.726456,179.812363,54.971794,172.444916,8.449999,4.143162,8.300570,4.698888,8.506651,5.192304,8.972340,5.747520,10.765213,7.899054,11.284115,5.985047,11.641409,5.131714
6.565,6.036763,5.960849,5.036944,6.525633,-1.398649,4.570691,6.120500,2.621626,4.923644,4.556730,6.930766,7.124736,5.150243,5.340437,163.296326,179.677048,55.036987,172.232544,8.467552,4.112504,8.296047,4.728994,8.502141,5.207548,8.962008,5.754301,10.748602,7.902539,11.272929,5.984604,11.633902,5.136326
6.566,6.034138,5.957512,5.030273,6.525524,-1.411760,4.568566,6.118112,2.632067,4.914882,4.508838,6.932937,7.135463,5.145664,5.346789,163.866180,179.541733,55.102184,172.020187,8.485106,4.081846,8.291525,4.759100,8.497631,5.222792,8.951674,5.761081,10.731992,7.906024,11.261744,5.984161,11.626394,5.140938
6.567,6.031513,5.954175,5.023602,6.525416,-1.424870,4.566442,6.115725,2.642508,4.906119,4.460945,6.935107,7.146191,5.141086,5.353141,164.436050,179.406418,55.167377,171.807831,8.502660,4.051189,8.287003,4.789206,8.493122,5.238035,8.941341,5.767861,10.715382,7.909509,11.250559,5.983718,11.618886,5.145550
6.568,6.028654,5.950660,5.009722,6.526134,-1.436980,4.564164,6.116492,2.651141,4.887463,4.426162,6.935774,7.155166,5.131981,5.356997,163.567169,178.961212,55.235493,172.062546,8.511886,4.016120,8.287008,4.803024,8.490237,5.255980,8.936987,5.777341,10.703372,7.915051,11.244914,5.984643,11.611389,5.146086
6.569,6.025795,5.947144,4.995841,6.526851,-1.449090,4.561886,6.117260,2.659775,4.868807,4.391379,6.936441,7.164141,5.122876,5.360851,162.698303,178.516022,55.303612,172.317261,8.521111,3.981050,8.287014,4.816842,8.487352,5.273925,8.932632,5.786821,10.691362,7.920594,11.239269,5.985568,11.603893,5.146623
6.570,6.022937,5.943627,4.981961,6.527568,-1.461199,4.559608,6.118028,2.668409,4.850151,4.356596,6.937108,7.173116,5.113770,5.364706,161.829422,178.070816,55.371727,172.571976,8.530336,3.945981,8.287020,4.830659,8.484467,5.291870,8.928277,5.796301,10.679353,7.926137,11.233624,5.986492,11.596397,5.147159
6.571,6.020078,5.940112,4.968080,6.528286,-1.473309,4.557331,6.118796,2.677042,4.831494,4.321813,6.937775,7.182091,5.104666,5.368561,160.960541,177.625610,55.439842,172.826691,8.539562,3.910912,8.287025,4.844477,8.481582,5.309815,8.923923,5.805780,10.667343,7.931680,11.227980,5.987417,11.588901,5.147695
6.572,6.017161,5.936605,4.960568,6.529619,-1.484178,4.553495,6.119448,2.685047,4.819088,4.296005,6.939791,7.186018,5.102048,5.378116,160.738098,177.483704,55.320244,172.903000,8.555582,3.869967,8.287624,4.857678,8.477768,5.316020,8.921143,5.812169,10.659979,7.938976,11.220581,5.990535,11.579564,5.150903
6.573,6.014245,5.933098,4.953055,6.530953,-1.495046,4.549661,6.120099,2.693051,4.806682,4.270197,6.941807,7.189945,5.099430,5.387670,160.515656,177.341797,55.200649,172.979309,8.571603,3.829021,8.288222,4.870879,8.473953,5.322226,8.918364,5.818558,10.652615,7.946272,11.213182,5.993653,11.570228,5.154110
6.574,6.011328,5.929592,4.945543,6.532287,-1.505915,4.545826,6.120751,2.701055,4.794275,4.244389,6.943823,7.193872,5.096812,5.397224,160.293198,177.199905,55.081055,173.055618,8.587624,3.788076,8.288820,4.884079,8.470140,5.328432,8.915585,5.824947,10.645251,7.953568,11.205784,5.996771,11.560891,5.157318
6.575,6.008411,5.926085,4.938031,6.533621,-1.516784,4.541991,6.121403,2.709059,4.781869,4.218581,6.945839,7.197799,5.094194,5.406778,160.070755,177.057999,54.961456,173.131927,8.603643,3.747131,8.289419,4.897280,8.466326,5.334637,8.912805,5.831336,10.637887,7.960865,11.198385,5.999889,11.551555,5.160526
6.576,6.005198,5.922355,4.941217,6.530953,-1.526297,4.541529,6.121349,2.717977,4.787526,4.170576,6.940557,7.205856,5.094909,5.421412,159.694305,176.444870,54.766083,173.141983,8.610627,3.707645,8.289433,4.911672,8.467126,5.348695,8.915544,5.839336,10.633596,7.970242,11.193447,6.003361,11.547146,5.159715
6.577,6.001984,5.918625,4.944403,6.528286,-1.535810,4.541068,6.121296,2.726894,4.793182,4.122571,6.935275,7.213914,5.095623,5.436044,159.317841,175.831741,54.570709,173.152039,8.617611,3.668159,8.289448,4.926064,8.467926,5.362754,8.918282,5.847336,10.629306,7.979619,11.188509,6.006832,11.542738,5.158904
6.578,5.998770,5.914895,4.947589,6.525618,-1.545323,4.540606,6.121243,2.735812,4.798840,4.074566,6.929993,7.221971,5.096338,5.450677,158.941376,175.218613,54.375336,173.162079,8.624595,3.628673,8.289461,4.940456,8.468727,5.376812,8.921021,5.855336,10.625015,7.988997,11.183570,6.010303,11.538330,5.158092
6.579,5.995556,5.911164,4.950775,6.522950,-1.554836,4.540144,6.121190,2.744729,4.804496,4.026561,6.924710,7.230029,5.097053,5.465310,158.564926,174.605484,54.179962,173.172134,8.631578,3.589187,8.289475,4.954848,8.469527,5.390870,8.923759,5.863336,10.620725,7.998374,11.178632,6.013775,11.533921,5.157281
6.580,5.992110,5.907289,4.958665,6.522199,-1.562747,4.538685,6.119495,2.753396,4.819448,3.971081,6.924903,7.238989,5.097882,5.475908,157.555618,174.155472,54.169575,173.202484,8.630483,3.532366,8.290632,4.961837,8.466575,5.402586,8.923003,5.871670,10.611141,8.003529,11.174004,6.014014,11.530869,5.156445
6.581,5.988664,5.903414,4.966557,6.521448,-1.570659,4.537227,6.117801,2.762063,4.834401,3.915601,6.925096,7.247950,5.098712,5.486506,156.546295,173.705444,54.159187,173.232819,8.629387,3.475544,8.291790,4.968826,8.463623,5.414301,8.922247,5.880003,10.601558,8.008684,11.169374,6.014252,11.527819,5.155608
6.582,5.985218,5.899538,4.974447,6.520697,-1.578570,4.535768,6.116106,2.770730,4.849353,3.860121,6.925289,7.256910,5.099542,5.497104,155.536987,173.255432,54.148800,173.263153,8.628292,3.418723,8.292947,4.975816,8.460670,5.426017,8.921491,5.888336,10.591974,8.013839,11.164745,6.014490,11.524767,5.154772
6.583,5.981772,5.895663,4.982338,6.519946,-1.586482,4.534308,6.114411,2.779397,4.864305,3.804640,6.925481,7.265870,5.100371,5.507702,154.527679,172.805420,54.138412,173.293503,8.627196,3.361902,8.294104,4.982805,8.457718,5.437732,8.920734,5.896670,10.582391,8.018994,11.160117,6.014729,11.521715,5.153935
6.584,5.978240,5.891794,4.982335,6.519889,-1.592680,4.534577,6.112255,2.786764,4.865609,3.761358,6.927523,7.272237,5.099061,5.516249,154.070068,172.416504,54.105438,173.403671,8.676020,3.264817,8.295198,4.989790,8.457748,5.447538,8.924816,5.906734,10.573476,8.024365,11.157930,6.013551,11.519018,5.154625
6.585,5.974707,5.887925,4.982333,6.519832,-1.598878,4.534846,6.110099,2.794131,4.866914,3.718076,6.929565,7.278605,5.097752,5.524796,153.612457,172.027603,54.072464,173.513840,8.724842,3.167733,8.296293,4.996776,8.457779,5.457344,8.928898,5.916800,10.564562,8.029737,11.155745,6.012373,11.516321,5.155314
6.586,5.971174,5.884056,4.982330,6.519775,-1.605076,4.535116,6.107943,2.801498,4.868218,3.674794,6.931607,7.284971,5.096442,5.533343,153.154846,171.638702,54.039494,173.624008,8.773664,3.070649,8.297387,5.003761,8.457809,5.467150,8.932979,5.926864,10.555647,8.035109,11.153559,6.011195,11.513624,5.156004
6.587,5.967642,5.880187,4.982327,6.519718,-1.611274,4.535385,6.105786,2.808866,4.869523,3.631512,6.933649,7.291338,5.095132,5.541890,152.697235,171.249786,54.006519,173.734177,8.822488,2.973565,8.298482,5.010746,8.457840,5.476955,8.937060,5.936929,10.546732,8.040480,11.151372,6.010017,11.510927,5.156694
6.588,5.964067,5.876365,4.981400,6.520230,-1.615833,4.535896,6.104557,2.818797,4.863975,3.589275,6.935904,7.301084,5.098825,5.553206,152.255737,170.588562,53.941273,173.861298,8.819115,2.944397,8.296949,5.023331,8.456929,5.488690,8.940176,5.943832,10.540968,8.044724,11.148924,6.010142,11.507477,5.156137
6.589,5.960492,5.872542,4.980472,6.520742,-1.620392,4.536407,6.103328,2.828728,4.858427,3.547039,6.938158,7.310830,5.102517,5.564522,151.814240,169.927353,53.876026,173.988434,8.815741,2.915229,8.295418,5.035914,8.456018,5.500425,8.943291,5.950737,10.535203,8.048966,11.146476,6.010267,11.504025,5.155581
6.590,5.956917,5.868719,4.979545,6.521255,-1.624951,4.536918,6.102098,2.838660,4.852879,3.504802,6.940412,7.320575,5.106210,5.575839,151.372742,169.266144,53.810780,174.115570,8.812367,2.886061,8.293885,5.048499,8.455107,5.512160,8.946406,5.957641,10.529438,8.053209,11.144028,6.010391,11.500574,5.155025
6.591,5.953341,5.864897,4.978617,6.521768,-1.629510,4.537429,6.100869,2.848591,4.847331,3.462566,6.942667,7.330321,5.109903,5.587155,150.931244,168.604919,53.745533,174.242691,8.808994,2.856893,8.292353,5.061083,8.454196,5.523895,8.949522,5.964544,10.523674,8.057453,11.141580,6.010516,11.497124,5.154468
6.592,5.949730,5.861085,4.975935,6.520800,-1.633190,4.538157,6.098840,2.857041,4.842100,3.425618,6.942760,7.337481,5.109770,5.594955,150.781631,168.047073,53.620605,174.260010,8.807904,2.823489,8.290453,5.069691,8.455313,5.534134,8.954393,5.971684,10.518653,8.062261,11.138547,6.011222,11.494565,5.154107
6.593,5.946118,5.857274,4.973253,6.519832,-1.636870,4.538884,6.096810,2.865490,4.836869,3.388670,6.942853,7.344643,5.109637,5.602755,150.632019,167.489227,53.495682,174.277313,8.806814,2.790084,8.288554,5.078300,8.456429,5.544374,8.959265,5.978825,10.513632,8.067068,11.135513,6.011929,11.492006,5.153747
6.594,5.942506,5.853463,4.970572,6.518864,-1.640550,4.539611,6.094780,2.873940,4.831639,3.351722,6.942947,7.351804,5.109504,5.610555,150.482422,166.931381,53.370754,174.294632,8.805723,2.756680,8.286655,5.086908,8.457544,5.554613,8.964137,5.985966,10.508612,8.071877,11.132481,6.012634,11.489448,5.153386
6.595,5.938895,5.849651,4.967890,6.517896,-1.644230,4.540338,6.092751,2.882389,4.826408,3.314774,6.943040,7.358964,5.109371,5.618355,150.332809,166.373535,53.245827,174.311951,8.804633,2.723275,8.284756,5.095517,8.458661,5.564853,8.969008,5.993106,10.503591,8.076684,11.129448,6.013340,11.486889,5.153025
6.596,5.935386,5.845985,4.965549,6.519287,-1.647130,4.542746,6.093942,2.893687,4.822239,3.286849,6.944632,7.369674,5.108859,5.626060,150.088593,165.820587,53.216751,174.250381,8.793610,2.669069,8.282995,5.104573,8.459846,5.575544,8.971139,5.997298,10.500906,8.079068,11.128592,6.014049,11.487025,5.155353
6.597,5.931877,5.842319,4.963208,6.520678,-1.650030,4.545153,6.095132,2.904984,4.818070,3.258924,6.946223,7.380383,5.108346,5.633766,149.844391,165.267639,53.187675,174.188812,8.782587,2.614863,8.281235,5.113629,8.461033,5.586236,8.973270,6.001490,10.498220,8.081452,11.127737,6.014756,11.487162,5.157681
6.598,5.928368,5.838652,4.960867,6.522069,-1.652930,4.547561,6.096323,2.916282,4.813901,3.231000,6.947815,7.391093,5.107833,5.641472,149.600189,164.714676,53.158596,174.127228,8.771564,2.560656,8.279473,5.122686,8.462219,5.596928,8.975401,6.005682,10.495535,8.083837,11.126881,6.015464,11.487298,5.160010
6.599,5.924859,5.834986,4.958526,6.523459,-1.655830,4.549968,6.097513,2.927580,4.809731,3.203075,6.949406,7.401803,5.107320,5.649178,149.355972,164.161728,53.129520,174.065659,8.760540,2.506450,8.277713,5.131742,8.463405,5.607619,8.977531,6.009874,10.492850,8.086221,11.126025,6.016172,11.487434,5.162338
6.600,5.921293,5.831307,4.957260,6.522546,-1.657905,4.553440,6.096084,2.936130,4.809160,3.170910,6.949009,7.407403,5.105361,5.658072,149.575333,164.166916,53.155975,174.212952,8.747450,2.494758,8.278291,5.140901,8.463070,5.612053,8.980423,6.018599,10.485575,8.089483,11.125271,6.016309,11.486456,5.162686
6.601,5.917727,5.827629,4.955995,6.521633,-1.659979,4.556911,6.094654,2.944680,4.808589,3.138746,6.948611,7.413003,5.103401,5.666965,149.794693,164.172104,53.182430,174.360260,8.734361,2.483065,8.278869,5.150060,8.462735,5.616487,8.983315,6.027323,10.478300,8.092747,11.124517,6.016445,11.485476,5.163034
6.602,5.914161,5.823950,4.954730,6.520720,-1.662054,4.560383,6.093225,2.953230,4.808018,3.106582,6.948214,7.418603,5.101441,5.675859,150.014053,164.177292,53.208885,174.507553,8.721272,2.471373,8.279447,5.159218,8.462400,5.620920,8.986208,6.036047,10.471025,8.096010,11.123764,6.016582,11.484497,5.163383
6.603,5.910595,5.820272,4.953465,6.519806,-1.664129,4.563854,6.091795,2.961780,4.807446,3.074417,6.947816,7.424203,5.099482,5.684752,150.233414,164.182480,53.235340,174.654846,8.708181,2.459681,8.280025,5.168377,8.462066,5.625353,8.989100,6.044771,10.463749,8.099273,11.123010,6.016718,11.483519,5.163731
6.604,5.906991,5.816588,4.953647,6.519311,-1.665570,4.565162,6.091197,2.971046,4.809318,3.052087,6.947424,7.430652,5.097976,5.696003,150.288635,163.808716,53.223957,174.659927,8.710643,2.450091,8.278398,5.180140,8.463431,5.635656,8.990129,6.049916,10.461460,8.102922,11.122227,6.019427,11.483460,5.165770
6.605,5.903385,5.812905,4.953829,6.518816,-1.667011,4.566469,6.090599,2.980312,4.811189,3.029757,6.947033,7.437100,5.096470,5.707254,150.343872,163.434937,53.212578,174.665009,8.713104,2.440501,8.276770,5.191905,8.464797,5.645959,8.991158,6.055061,10.459171,8.106573,11.121445,6.022136,11.483402,5.167808
6.606,5.899780,5.809222,4.954012,6.518321,-1.668452,4.567776,6.090001,2.989578,4.813059,3.007427,6.946641,7.443549,5.094964,5.718505,150.399109,163.061172,53.201195,174.670074,8.715566,2.430911,8.275143,5.203669,8.466163,5.656262,8.992187,6.060207,10.456883,8.110224,11.120662,6.024844,11.483345,5.169847
6.607,5.896175,5.805539,4.954194,6.517826,-1.669893,4.569084,6.089403,2.998844,4.814930,2.985097,6.946249,7.449998,5.093457,5.729756,150.454330,162.687408,53.189812,174.675156,8.718027,2.421321,8.273516,5.215432,8.467528,5.666565,8.993216,6.065352,10.454595,8.113873,11.119879,6.027553,11.483287,5.171885
6.608,5.892570,5.801920,4.953283,6.519044,-1.670137,4.574919,6.091028,3.009670,4.814114,2.967904,6.947061,7.454457,5.092453,5.738023,150.221725,162.442535,53.258377,174.827454,8.731052,2.409662,8.274218,5.226042,8.467575,5.676548,8.994060,6.073190,10.449604,8.117565,11.120340,6.029644,11.483541,5.173224
6.609,5.888965,5.798302,4.952373,6.520263,-1.670380,4.580754,6.092652,3.020497,4.813297,2.950711,6.947873,7.458917,5.091449,5.746289,149.989136,162.197678,53.326946,174.979736,8.744078,2.398002,8.274920,5.236651,8.467621,5.686530,8.994904,6.081028,10.444614,8.121258,11.120803,6.031734,11.483795,5.174562
6.610,5.885359,5.794683,4.951463,6.521481,-1.670624,4.586590,6.094276,3.031323,4.812480,2.933518,6.948685,7.463377,5.090446,5.754556,149.756531,161.952820,53.395515,175.132034,8.757104,2.386342,8.275622,5.247260,8.467668,5.696512,8.995747,6.088865,10.439625,8.124949,11.121265,6.033825,11.484049,5.175901
6.611,5.881754,5.791065,4.950552,6.522699,-1.670867,4.592425,6.095901,3.042150,4.811663,2.916325,6.949497,7.467836,5.089441,5.762823,149.523926,161.707947,53.464081,175.284332,8.770129,2.374682,8.276324,5.257870,8.467714,5.706495,8.996591,6.096703,10.434634,8.128641,11.121727,6.035915,11.484303,5.177240
6.612,5.878212,5.787573,4.948263,6.521476,-1.669936,4.593278,6.094133,3.052265,4.806651,2.900965,6.948819,7.473221,5.089876,5.774992,149.220627,161.359375,53.530190,175.392685,8.744576,2.282780,8.274133,5.268833,8.465406,5.717666,8.996786,6.105693,10.427932,8.132883,11.121046,6.038366,11.484282,5.179178
6.613,5.874670,5.784081,4.945975,6.520253,-1.669006,4.594131,6.092366,3.062381,4.801639,2.885606,6.948140,7.478606,5.090312,5.787161,148.917328,161.010818,53.596298,175.501038,8.719025,2.190879,8.271941,5.279797,8.463099,5.728836,8.996981,6.114682,10.421228,8.137125,11.120365,6.040818,11.484262,5.181116
6.614,5.871128,5.780590,4.943686,6.519030,-1.668075,4.594985,6.090599,3.072496,4.796626,2.870246,6.947462,7.483991,5.090747,5.799330,148.614014,160.662262,53.662411,175.609390,8.693472,2.098977,8.269750,5.290760,8.460793,5.740007,8.997175,6.123672,10.414526,8.141366,11.119683,6.043269,11.484241,5.183054
