"Time","60 Right DS","59 Left DS","v6 L Mos","67 xCoM","37a CoMy (cm)","v4 R Mos","v7 xCoM","v3 R COP","v5 L COP"
7.225,0,0,-6.171902,6.172214,5.887686,6.171902,6.172214,0.000000,0.000000
7.226,0,0,-6.179964,6.180417,5.898695,6.179964,6.180417,0.000000,0.000000
7.227,0,0,-6.187445,6.189507,5.910205,6.187445,6.189507,0.000000,0.000000
7.228,0,0,-6.195958,6.198597,5.921716,6.195958,6.198597,0.000000,0.000000
7.229,0,0,-6.206405,6.207687,5.933226,6.206405,6.207687,0.000000,0.000000
7.230,0,0,-6.219058,6.218836,5.946661,6.219058,6.218836,0.000000,0.000000
7.231,0,0,-6.235844,6.235664,5.965405,6.235844,6.235664,0.000000,0.000000
7.232,0,0,-6.252663,6.252493,5.984150,6.252663,6.252493,0.000000,0.000000
7.233,0,0,-6.269542,6.269322,6.002894,6.269542,6.269322,0.000000,0.000000
7.234,0,0,-6.284057,6.283746,6.019135,6.284057,6.283746,0.000000,0.000000
7.235,0,0,-6.294144,6.291535,6.028465,6.294144,6.291535,0.000000,0.000000
7.236,0,0,-6.302750,6.299324,6.037795,6.302750,6.299324,0.000000,0.000000
7.237,0,0,-6.308581,6.307113,6.047125,6.308581,6.307113,0.000000,0.000000
7.238,0,0,-6.314318,6.314055,6.055644,6.314318,6.314055,0.000000,0.000000
7.239,0,0,-6.319879,6.318659,6.061922,6.319879,6.318659,0.000000,0.000000
7.240,0,0,-6.324826,6.323264,6.068200,6.324826,6.323264,0.000000,0.000000
7.241,0,0,-6.328624,6.327868,6.074477,6.328624,6.327868,0.000000,0.000000
7.242,0,0,-6.331067,6.330953,6.079341,6.331067,6.330953,0.000000,0.000000
7.243,0,0,-6.330973,6.329846,6.080302,6.330973,6.329846,0.000000,0.000000
7.244,0,0,-6.330226,6.328739,6.081263,6.330226,6.328739,0.000000,0.000000
7.245,0,0,-6.328254,6.327631,6.082224,6.328254,6.327631,0.000000,0.000000
7.246,0,0,-6.326456,6.326318,6.083149,5.543487,6.326318,0.782969,0.000000
7.247,1,0,-6.324986,6.324439,6.083975,3.292105,6.324439,3.032881,0.000000
7.248,1,0,-6.323253,6.322558,6.084801,1.824187,6.322558,4.499066,0.000000
7.249,1,0,-6.321030,6.320679,6.085628,1.824138,6.320679,4.496891,0.000000
7.250,1,0,-6.317940,6.317796,6.085659,1.823048,6.317796,4.494892,0.000000
7.251,1,0,-6.313230,6.312147,6.083497,1.820007,6.312147,4.493223,0.000000
7.252,1,0,-6.307915,6.306499,6.081335,1.816164,6.306499,4.491750,0.000000
7.253,1,0,-6.301467,6.300849,6.079173,1.810820,6.300849,4.490648,0.000000
7.254,1,0,-6.294878,6.294931,6.077043,1.805155,6.294931,4.489723,0.000000
7.255,1,0,-6.288023,6.288270,6.075001,1.798892,6.288270,4.489131,0.000000
7.256,1,0,-6.281292,6.281609,6.072960,1.792616,6.281609,4.488676,0.000000
7.257,1,0,-6.274794,6.274947,6.070918,1.786318,6.274947,4.488476,0.000000
7.258,1,0,-6.268467,6.268240,6.069088,1.780095,6.268240,4.488372,0.000000
7.259,1,0,-6.262460,6.261407,6.067838,1.774012,6.261407,4.488448,0.000000
7.260,1,0,-6.255924,6.254575,6.066588,1.767315,6.254575,4.488609,0.000000
7.261,1,0,-6.248395,6.247742,6.065339,1.759466,6.247742,4.488929,0.000000
7.262,1,0,-6.239834,6.240070,6.063439,1.750489,6.240070,4.489346,0.000000
7.263,1,0,-6.229342,6.230083,6.059748,1.739396,6.230083,4.489945,0.000000
7.264,1,0,-6.219170,6.220095,6.056056,1.728446,6.220095,4.490724,0.000000
7.265,1,0,-6.209602,6.210107,6.052364,1.717764,6.210107,4.491839,0.000000
7.266,1,0,-6.201698,6.201739,6.050417,1.708477,6.201739,4.493221,0.000000
7.267,1,0,-6.196908,6.197843,6.053284,1.701806,6.197843,4.495103,0.000000
7.268,1,0,-6.192697,6.193947,6.056151,1.695419,6.193947,4.497278,0.000000
7.269,1,0,-6.189566,6.190051,6.059019,1.689564,6.190051,4.500001,0.000000
7.270,1,0,-6.185563,6.185336,6.061156,1.682554,6.185336,4.503009,0.000000
7.271,1,0,-6.179926,6.178364,6.061278,1.673377,6.178364,4.506549,0.000000
7.272,1,0,-6.173429,6.171391,6.061400,1.663139,6.171391,4.510291,0.000000
7.273,1,0,-6.165322,6.164419,6.061522,1.650914,6.164419,4.514409,0.000000
7.274,1,0,-6.156896,6.157208,6.061314,1.638266,6.157208,4.518630,0.000000
7.275,1,0,-6.147871,6.149340,6.060195,1.624827,6.149340,4.523044,0.000000
7.276,1,0,-6.139589,6.141471,6.059076,1.612100,6.141471,4.527489,0.000000
7.277,1,0,-6.132695,6.133602,6.057957,1.600704,6.133602,4.531991,0.000000
7.278,1,0,-6.127343,6.127380,6.058287,1.590883,6.127380,4.536461,0.000000
7.279,1,0,-6.124883,6.125703,6.062617,1.584011,6.125703,4.540872,0.000000
7.280,1,0,-6.122929,6.124026,6.066947,1.577724,6.124026,4.545205,0.000000
7.281,1,0,-6.121923,6.122349,6.071277,1.572532,6.122349,4.549391,0.000000
7.282,1,0,-6.120209,6.120151,6.074879,1.566725,6.120151,4.553483,0.000000
7.283,1,0,-6.117166,6.116516,6.076471,1.559766,6.116516,4.557400,0.000000
7.284,1,0,-6.113741,6.112880,6.078063,1.552410,6.112880,4.561330,0.000000
7.285,1,0,-6.109600,6.109245,6.079656,1.544312,6.109245,4.565288,0.000000
7.286,1,0,-6.105711,6.105793,6.081176,1.536351,6.105793,4.569359,0.000000
7.287,1,0,-6.102293,6.102844,6.082496,1.528648,6.102844,4.573644,0.000000
7.288,1,0,-6.099177,6.099896,6.083815,1.521230,6.099896,4.577947,0.000000
7.289,1,0,-6.096628,6.096948,6.085135,1.514345,6.096948,4.582283,0.000000
7.290,1,0,-6.094249,6.094219,6.086412,1.507728,6.094219,4.586521,0.000000
7.291,1,0,-6.092189,6.092093,6.087574,1.501613,6.092093,4.590577,0.000000
7.292,1,0,-6.090088,6.089969,6.088737,1.495503,6.089969,4.594585,0.000000
7.293,1,0,-6.087909,6.087844,6.089898,1.489401,6.087844,4.598507,0.000000
7.294,1,0,-6.085610,6.085829,6.090967,1.483146,6.085829,4.602464,0.000000
7.295,1,0,-6.083090,6.084119,6.091776,1.476604,6.084119,4.606486,0.000000
7.296,1,0,-6.081089,6.082408,6.092587,1.470538,6.082408,4.610551,0.000000
7.297,1,0,-6.080062,6.080698,6.093396,1.465367,6.080698,4.614695,0.000000
7.298,1,0,-6.080094,6.080076,6.095172,1.461245,6.080076,4.618850,0.000000
7.299,1,0,-6.082111,6.082460,6.099616,1.459085,6.082460,4.623026,0.000000
7.300,1,0,-6.084366,6.084845,6.104058,1.457261,6.084845,4.627105,0.000000
7.301,1,0,-6.087068,6.087229,6.108501,1.456067,6.087229,4.631001,0.000000
7.302,1,0,-6.089120,6.089161,6.112394,1.454421,6.089161,4.634699,0.000000
7.303,1,0,-6.089956,6.089847,6.114769,1.451931,6.089847,4.638026,0.000000
7.304,1,0,-6.090694,6.090532,6.117145,1.449504,6.090532,4.641190,0.000000
7.305,1,0,-6.091247,6.091217,6.119520,1.447197,6.091217,4.644049,0.000000
7.306,1,0,-6.092349,6.092204,6.122172,1.445535,6.092204,4.646814,0.000000
7.307,1,0,-6.094481,6.094024,6.125584,1.445078,6.094024,4.649402,0.000000
7.308,1,0,-6.096413,6.095844,6.128997,1.444473,6.095844,4.651940,0.000000
7.309,1,0,-6.097974,6.097664,6.132410,1.443590,6.097664,4.654384,0.000000
7.310,1,0,-6.098475,6.098338,6.134690,1.441671,6.098338,4.656804,0.000000
7.311,1,0,-6.096990,6.095850,6.133847,1.437810,6.095850,4.659180,0.000000
7.312,1,0,-6.094858,6.093361,6.133004,1.433351,6.093361,4.661507,0.000000
7.313,1,0,-6.091515,6.090873,6.132161,1.427773,6.090873,4.663742,0.000000
7.314,1,0,-6.088249,6.088453,6.131417,1.422361,6.088453,4.665888,0.000000
7.315,1,0,-6.085127,6.086222,6.130949,1.417258,6.086222,4.667869,0.000000
7.316,1,0,-6.082577,6.083992,6.130481,1.412857,6.083992,4.669720,0.000000
7.317,1,0,-6.081101,6.081761,6.130013,1.409771,6.081761,4.671330,0.000000
7.318,1,0,-6.080256,6.079800,6.129839,1.407492,6.079800,4.672764,0.000000
7.319,1,0,-6.080594,6.078586,6.130476,1.406725,6.078586,4.673869,0.000000
7.320,1,0,-6.079937,6.077371,6.131114,1.405212,6.077371,4.674725,0.000000
7.321,1,0,-6.077414,6.076156,6.131751,1.402299,6.076156,4.675115,0.000000
7.322,1,0,-6.072549,6.072698,6.130207,1.397342,6.072698,4.675207,0.000000
7.323,1,0,-6.063298,6.063050,6.122647,1.388557,6.063050,4.674741,0.000000
7.324,1,0,-6.053787,6.053401,6.115087,1.379712,6.053401,4.674074,0.000000
7.325,1,0,-6.043788,6.043754,6.107526,1.370758,6.043754,4.673030,0.000000
7.326,1,0,-6.035733,6.035625,6.101558,1.363817,6.035625,4.671915,0.000000
7.327,1,0,-6.031317,6.031691,6.099983,1.360651,6.031691,4.670666,0.000000
7.328,1,0,-6.027215,6.027757,6.098407,1.357777,6.027757,4.669439,0.000000
7.329,1,0,-6.023702,6.023823,6.096832,1.355447,6.023823,4.668255,0.000000
7.330,1,0,-3.670167,6.018567,6.093974,1.351350,6.018567,4.667165,2.348349
7.331,1,1,3.086282,6.009665,6.087575,1.343945,6.009665,4.666250,9.096477
7.332,1,1,7.494239,6.000764,6.081176,1.336060,6.000764,4.665436,13.495736
7.333,1,1,7.502149,5.991862,6.074777,1.327280,5.991862,4.664812,13.494241
7.334,1,1,7.508940,5.983993,6.069432,1.319697,5.983993,4.664281,13.492918
7.335,1,1,7.513638,5.978972,6.066995,1.314358,5.978972,4.663923,13.491919
7.336,1,1,7.517905,5.973950,6.064559,1.309372,5.973950,4.663649,13.490926
7.337,1,1,7.521366,5.968929,6.062122,1.305050,5.968929,4.663530,13.489945
7.338,1,1,7.525505,5.963152,6.058944,1.299821,5.963152,4.663498,13.488825
7.339,1,1,7.530918,5.955289,6.053719,1.292894,5.955289,4.663628,13.487440
7.340,1,1,7.536917,5.947426,6.048494,1.285141,5.947426,4.663897,13.485955
7.341,1,1,7.544015,5.939563,6.043270,1.275841,5.939563,4.664428,13.484284
7.342,1,1,7.551309,5.931368,6.037663,1.266157,5.931368,4.665148,13.482614
7.343,1,1,7.558966,5.922258,6.031004,1.255754,5.922258,4.666224,13.480944
7.344,1,1,7.566617,5.913147,6.024344,1.245332,5.913147,4.667458,13.479406
7.345,1,1,7.574255,5.904037,6.017685,1.234876,5.904037,4.668986,13.478117
7.346,1,1,7.581608,5.895859,6.011837,1.224825,5.895859,4.670611,13.477044
7.347,1,1,7.588427,5.890254,6.008229,1.215536,5.890254,4.672416,13.476378
7.348,1,1,7.594091,5.884649,6.004621,1.207451,5.884649,4.674224,13.475766
7.349,1,1,7.597592,5.879045,6.001012,1.201622,5.879045,4.676040,13.475254
7.350,1,1,7.599433,5.874959,5.998774,1.197408,5.874959,4.677787,13.474628
7.351,1,1,7.598164,5.875067,6.000316,1.196219,5.875067,4.679409,13.473791
7.352,1,1,7.597126,5.875174,6.001859,1.194831,5.875174,4.681024,13.472980
7.353,1,1,7.596519,5.875282,6.003401,1.193071,5.875282,4.682626,13.472216
7.354,1,1,7.597970,5.873822,6.003151,1.189403,5.873822,4.684301,13.471674
7.355,1,1,7.603274,5.868040,5.997956,1.182164,5.868040,4.686112,13.471549
7.356,1,1,7.609102,5.862258,5.992761,1.174637,5.862258,4.687978,13.471717
7.357,1,1,7.615911,5.856476,5.987566,1.166574,5.856476,4.689948,13.472433
7.358,1,1,7.621283,5.852373,5.983801,1.160220,5.852373,4.691927,13.473429
7.359,1,1,7.623960,5.852907,5.983982,1.157066,5.852907,4.693921,13.474948
7.360,1,1,7.625592,5.853440,5.984163,1.155060,5.853440,4.695859,13.476511
7.361,1,1,7.625263,5.853973,5.984344,1.155201,5.853973,4.697692,13.478157
7.362,1,1,7.624770,5.854718,5.984476,1.155388,5.854718,4.699419,13.479577
7.363,1,1,7.623971,5.856048,5.984470,1.155656,5.856048,4.700948,13.480576
7.364,1,1,7.623104,5.857377,5.984466,1.155691,5.857377,4.702409,13.481205
7.365,1,1,7.622107,5.858706,5.984460,1.155287,5.858706,4.703746,13.481140
7.366,1,1,7.621010,5.859550,5.983730,1.154590,5.859550,4.705078,13.480678
7.367,1,1,7.619727,5.859053,5.981000,1.153342,5.859053,4.706401,13.479469
7.368,1,1,7.618754,5.858555,5.978269,1.151679,5.858555,4.707772,13.478205
7.369,1,1,7.618367,5.858058,5.975539,1.149237,5.858058,4.709231,13.476835
7.370,1,1,7.618573,5.857304,5.972338,1.146383,5.857304,4.710773,13.475728
7.371,1,1,7.619889,5.855839,5.967841,1.142758,5.855839,4.712469,13.475116
7.372,1,1,7.620914,5.854375,5.963343,1.139371,5.854375,4.714225,13.474510
7.373,1,1,7.621396,5.852911,5.958846,1.136431,5.852911,4.716090,13.473917
7.374,1,1,7.620668,5.852410,5.955183,1.134355,5.852410,4.717966,13.472989
7.375,1,1,7.617677,5.854568,5.953821,1.133896,5.854568,4.719861,13.471434
7.376,1,1,7.613885,5.856725,5.952460,1.133976,5.856725,4.721682,13.469543
7.377,1,1,7.608595,5.858882,5.951098,1.135067,5.858882,4.723363,13.467026
7.378,1,1,7.603200,5.861054,5.949687,1.136187,5.861054,4.724911,13.464297
7.379,1,1,7.597608,5.863266,5.948135,1.137360,5.863266,4.726205,13.461172
7.380,1,1,7.592206,5.865478,5.946583,1.138410,5.865478,4.727458,13.458074
7.381,1,1,7.587161,5.867689,5.945032,1.139229,5.867689,4.728632,13.455023
7.382,1,1,7.582485,5.869681,5.943253,1.139886,5.869681,4.729861,13.452232
7.383,1,1,7.578501,5.871067,5.940845,1.140239,5.871067,4.731191,13.449930
7.384,1,1,7.575045,5.872452,5.938438,1.140431,5.872452,4.732489,13.447966
7.385,1,1,7.572579,5.873838,5.936030,1.140325,5.873838,4.733730,13.446634
7.386,1,1,7.570655,5.875114,5.933594,1.140142,5.875114,4.734845,13.445642
7.387,1,1,7.569746,5.876087,5.931079,1.139814,5.876087,4.735723,13.445283
7.388,1,1,7.568759,5.877059,5.928563,1.139792,5.877059,4.736566,13.445118
7.389,1,1,7.567627,5.878032,5.926048,1.140343,5.878032,4.737343,13.445314
7.390,1,1,7.565942,5.879344,5.923996,1.141402,5.879344,4.738194,13.445538
7.391,1,1,7.563220,5.881590,5.923224,1.143411,5.881590,4.739180,13.445810
7.392,1,1,7.560925,5.883836,5.922452,1.144924,5.883836,4.740182,13.446031
7.393,1,1,7.559431,5.886083,5.921681,1.145509,5.886083,4.741215,13.446155
7.394,1,1,7.559267,5.887071,5.919798,1.144741,5.887071,4.742187,13.446195
7.395,1,1,7.561594,5.884586,5.914848,1.141438,5.884586,4.743047,13.446078
7.396,1,1,7.563931,5.882101,5.909898,1.138127,5.882101,4.743884,13.445942
7.397,1,1,7.566287,5.879616,5.904948,1.134802,5.879616,4.744680,13.445768
7.398,1,1,7.567147,5.878660,5.901670,1.132973,5.878660,4.745507,13.445627
7.399,1,1,7.565207,5.881924,5.903005,1.133948,5.881924,4.746390,13.445545
7.400,1,1,7.562263,5.885187,5.904340,1.135831,5.885187,4.747272,13.445367
7.401,1,1,7.557443,5.888451,5.905674,1.139413,5.888451,4.748151,13.445007
7.402,1,1,7.552596,5.891606,5.907059,1.142850,5.891606,4.748981,13.444427
7.403,1,1,7.547699,5.894461,5.908581,1.146014,5.894461,4.749719,13.443431
7.404,1,1,7.543374,5.897316,5.910103,1.148569,5.897316,4.750392,13.442335
7.405,1,1,7.540120,5.900172,5.911625,1.149982,5.900172,4.750948,13.441051
7.406,1,1,7.537764,5.901913,5.912141,1.150606,5.901913,4.751432,13.439802
7.407,1,1,7.537090,5.900582,5.909880,1.149752,5.900582,4.751781,13.438622
7.408,1,1,7.536891,5.899250,5.907619,1.148469,5.899250,4.752026,13.437386
7.409,1,1,7.537582,5.897919,5.905359,1.146384,5.897919,4.752076,13.436043
7.410,1,1,7.538105,5.896754,5.903359,1.144438,5.896754,4.751995,13.434538
7.411,1,1,7.538310,5.896049,5.902080,1.142752,5.896049,4.751668,13.432731
7.412,1,1,7.537658,5.895346,5.900801,1.142016,5.895346,4.751232,13.430906
7.413,1,1,7.535400,5.894641,5.899522,1.143061,5.894641,4.750589,13.429049
7.414,1,1,7.531884,5.895436,5.899837,1.145581,5.895436,4.749868,13.427334
7.415,1,1,7.526013,5.900367,5.904552,1.150865,5.900367,4.749002,13.425880
7.416,1,1,7.519842,5.905298,5.909266,1.156542,5.905298,4.748075,13.424459
7.417,1,1,7.513109,5.910230,5.913981,1.162955,5.910230,4.747036,13.423100
7.418,1,1,7.507135,5.914388,5.918008,1.168568,5.914388,4.745936,13.421638
7.419,1,1,7.502584,5.916416,5.920137,1.172681,5.916416,4.744723,13.419988
7.420,1,1,7.498573,5.918444,5.922266,1.176356,5.918444,4.743385,13.418314
7.421,1,1,7.495573,5.920472,5.924394,1.179213,5.920472,4.741813,13.416598
7.422,1,1,7.492605,5.922380,5.926451,1.182285,5.922380,4.740067,13.414957
7.423,1,1,7.489698,5.923962,5.928308,1.185761,5.923962,4.737994,13.413454
7.424,1,1,7.486651,5.925543,5.930165,1.189426,5.925543,4.735847,13.411924
7.425,1,1,7.483340,5.927125,5.932022,1.193444,5.927125,4.733562,13.410346
7.426,1,1,7.479842,5.928767,5.934025,1.197449,5.928767,4.731329,13.408621
7.427,1,1,7.475994,5.930578,5.936429,1.201431,5.930578,4.729194,13.406619
7.428,1,1,7.472055,5.932389,5.938834,1.205286,5.932389,4.727163,13.404504
7.429,1,1,7.467945,5.934200,5.941238,1.208904,5.934200,4.725327,13.402175
7.430,1,1,7.463888,5.935906,5.943590,1.212357,5.935906,4.723578,13.399824
7.431,1,1,7.459931,5.937319,5.945798,1.215502,5.937319,4.721997,13.397430
7.432,1,1,7.456203,5.938733,5.948006,1.218683,5.938733,4.720284,13.395170
7.433,1,1,7.452905,5.940146,5.950214,1.221931,5.940146,4.718322,13.393158
7.434,1,1,7.449920,5.941558,5.952424,1.225407,5.941558,4.716071,13.391397
7.435,1,1,7.447522,5.942965,5.954636,1.229309,5.942965,4.713279,13.390111
7.436,1,1,7.445067,5.944372,5.956848,1.233294,5.944372,4.710596,13.388956
7.437,1,1,7.442503,5.945778,5.959061,1.237430,5.945778,4.708115,13.388048
7.438,1,1,7.439586,5.947411,5.961524,1.241542,5.947411,4.706001,13.387128
7.439,1,1,7.436008,5.949667,5.964677,1.245606,5.949667,4.704571,13.386184
7.440,1,1,7.432711,5.951923,5.967832,1.250148,5.951923,4.702421,13.385280
7.441,1,1,7.429942,5.954180,5.970986,1.255588,5.954180,4.698920,13.384450
7.442,1,1,7.428109,5.955517,5.973267,1.261402,5.955517,4.694219,13.383729
7.443,1,1,7.428031,5.954317,5.973137,1.267917,5.954317,4.687266,13.383213
7.444,1,1,7.428452,5.953118,5.973008,1.271166,5.953118,4.683088,13.382706
7.445,1,1,7.429808,5.951918,5.972878,1.268296,5.951918,4.684109,13.382214
7.446,1,1,7.431111,5.950563,5.972614,1.259479,5.950563,4.691081,13.381671
7.447,1,1,7.432313,5.948780,5.971978,1.239519,5.948780,4.709201,13.381034
7.448,1,1,7.433791,5.946997,5.971341,1.219792,5.946997,4.727125,13.380708
7.449,1,1,7.435782,5.945213,5.970705,1.200499,5.945213,4.744683,13.380964
7.450,1,1,7.438369,5.943297,5.969977,1.187562,5.943297,4.755814,13.381745
7.451,1,1,7.442072,5.941015,5.968996,1.186534,5.941015,4.754904,13.383510
7.452,1,1,7.445538,5.938732,5.968015,1.186404,5.938732,4.752874,13.384816
7.453,1,1,7.448560,5.936450,5.967034,1.187958,5.936450,4.748746,13.385264
7.454,1,1,7.451020,5.933688,5.965718,1.183588,5.933688,4.750192,13.384800
7.455,1,1,7.452427,5.929604,5.963478,1.168119,5.929604,4.762080,13.382626
7.456,1,1,7.456721,5.925519,5.961237,1.148531,5.925519,4.777764,13.383016
7.457,1,1,7.466427,5.921435,5.958996,1.121226,5.921435,4.800557,13.388209
7.458,1,1,7.480328,5.917069,5.956644,1.093837,5.917069,4.823210,13.397375
7.459,1,1,7.502091,5.911925,5.953983,1.066290,5.911925,4.845601,13.413981
7.460,1,1,7.514842,5.906781,5.951323,1.041741,5.906781,4.865001,13.421583
7.461,1,1,7.510708,5.901637,5.948662,1.022807,5.901637,4.878799,13.412314
7.462,1,1,7.486702,5.896784,5.946473,1.008739,5.896784,4.887967,13.383409
7.463,1,1,7.425467,5.892735,5.945587,1.003786,5.892735,4.888457,13.317711
7.464,1,1,7.362691,5.888686,5.944700,1.001291,5.888686,4.886756,13.250738
7.465,1,1,7.297025,5.884637,5.943814,1.003397,5.884637,4.880951,13.181374
7.466,1,1,7.250228,5.880272,5.942802,1.004805,5.880272,4.875891,13.130923
7.467,1,1,7.238783,5.875038,5.941446,1.004902,5.875038,4.872224,13.115910
7.468,1,1,7.238709,5.869803,5.940091,1.003231,5.869803,4.869257,13.111197
7.469,1,1,7.259939,5.864569,5.938735,0.998245,5.864569,4.867601,13.125786
7.470,1,1,7.279846,5.857401,5.935587,0.991391,5.857401,4.865920,13.137156
7.471,1,1,7.297276,5.844898,5.927494,0.981035,5.844898,4.864188,13.142499
7.472,1,1,7.312876,5.832395,5.919401,0.970432,5.832395,4.862432,13.145741
7.473,1,1,7.325050,5.819891,5.911308,0.959367,5.819891,4.860631,13.145048
7.474,1,1,7.337323,5.808762,5.904624,0.949659,5.808762,4.858969,13.145951
7.475,1,1,7.349781,5.801423,5.901832,0.942497,5.801423,4.857567,13.149845
7.476,1,1,7.359697,5.794085,5.899039,0.936026,5.794085,4.856266,13.151988
7.477,1,1,7.364852,5.786746,5.896247,0.930847,5.786746,4.855151,13.150850
7.478,1,1,7.366490,5.779543,5.893477,0.925381,5.779543,4.854045,13.145916
7.479,1,1,7.361540,5.772717,5.890771,0.919376,5.772717,4.852954,13.133870
7.480,1,1,7.365471,5.765892,5.888064,0.913613,5.765892,4.851794,13.130877
7.481,1,1,7.386039,5.759066,5.885358,0.908301,5.759066,4.850504,13.144844
7.482,1,1,7.425507,5.752952,5.883135,0.903868,5.752952,4.849115,13.178491
7.483,1,1,7.500386,5.748805,5.882247,0.901082,5.748805,4.847540,13.249007
7.484,1,1,7.576333,5.744657,5.881360,0.898374,5.744657,4.846025,13.320732
7.485,1,1,7.654282,5.740509,5.880472,0.895814,5.740509,4.844624,13.394719
7.486,1,1,7.713675,5.736059,5.878968,0.892528,5.736059,4.843403,13.449605
7.487,1,1,7.738303,5.730776,5.875763,0.887881,5.730776,4.842521,13.468704
7.488,1,1,7.752262,5.725493,5.872558,0.883516,5.725493,4.841514,13.477291
7.489,1,1,7.746231,5.720210,5.869352,0.879680,5.720210,4.840270,13.466181
7.490,1,1,7.742363,5.715930,5.866824,0.877092,5.715930,4.838748,13.458203
7.491,1,1,7.742552,5.714418,5.866163,0.876840,5.714418,4.836705,13.456097
7.492,1,1,7.744944,5.712907,5.865502,0.876284,5.712907,4.835471,13.456699
7.493,1,1,7.751465,5.711395,5.864841,0.875158,5.711395,4.835754,13.462377
7.494,1,1,7.757274,5.709953,5.863930,0.872617,5.709953,4.837307,13.467198
7.495,1,1,7.761746,5.708704,5.862328,0.867428,5.708704,4.841240,13.470414
7.496,1,1,7.765581,5.707455,5.860726,0.864934,5.707455,4.842482,13.472998
7.497,1,1,7.768223,5.706206,5.859125,0.867491,5.706206,4.838680,13.474394
7.498,1,1,7.770904,5.705335,5.857638,0.876216,5.705335,4.829022,13.476143
7.499,1,1,7.773658,5.705510,5.856469,0.896498,5.705510,4.808394,13.478551
7.500,1,1,5.429698,5.705685,5.855300,0.916862,5.705685,4.788020,11.134580
7.501,1,0,-1.310979,5.705860,5.854131,0.937378,5.705860,4.768121,4.394519
7.502,1,0,-5.706380,5.706410,5.853184,0.951724,5.706410,4.754656,0.000000
7.503,1,0,-5.707755,5.707998,5.852848,0.954511,5.707998,4.753244,0.000000
7.504,1,0,-5.709268,5.709586,5.852512,0.956359,5.709586,4.752908,0.000000
7.505,1,0,-5.711036,5.711174,5.852176,0.956449,5.711174,4.754588,0.000000
7.506,1,0,-5.712767,5.712632,5.851597,0.962158,5.712632,4.750608,0.000000
7.507,1,0,-5.714425,5.713730,5.850348,0.978398,5.713730,4.736026,0.000000
7.508,1,0,-5.715724,5.714829,5.849100,0.998147,5.714829,4.717577,0.000000
7.509,1,0,-5.716350,5.715928,5.847851,1.024469,5.715928,4.691880,0.000000
7.510,1,0,-5.716282,5.715999,5.845480,1.050007,5.715999,4.666275,0.000000
7.511,1,0,-5.714915,5.713230,5.840014,1.074074,5.713230,4.640841,0.000000
7.512,1,0,-5.712647,5.710462,5.834547,1.094281,5.710462,4.618366,0.000000
7.513,1,0,-5.708690,5.707693,5.829080,1.107258,5.707693,4.601432,0.000000
7.514,1,0,-5.703855,5.703948,5.822598,1.114729,5.703948,4.589126,0.000000
7.515,1,0,-5.697373,5.697510,5.813316,1.111884,5.697510,4.585490,0.000000
7.516,1,0,-5.690918,5.691072,5.804035,1.106787,5.691072,4.584132,0.000000
7.517,1,0,-5.684512,5.684635,5.794753,1.097471,5.684635,4.587041,0.000000
7.518,1,0,-5.678937,5.678866,5.786174,1.089564,5.678866,4.589374,0.000000
7.519,1,0,-5.674922,5.674946,5.779538,1.084297,5.674946,4.590625,0.000000
7.520,1,0,-5.670969,5.671026,5.772902,1.878440,5.671026,3.792530,0.000000
7.521,1,0,-5.667135,5.667106,5.766265,4.170326,5.667106,1.496809,0.000000
7.522,0,0,-5.662474,5.662470,5.758922,5.662474,5.662470,0.000000,0.000000
7.523,0,0,-5.656263,5.655862,5.749630,5.656263,5.655862,0.000000,0.000000
7.524,0,0,-5.649795,5.649255,5.740337,5.649795,5.649255,0.000000,0.000000
7.525,0,0,-5.642847,5.642647,5.731045,5.642847,5.642647,0.000000,0.000000
7.526,0,0,-5.636587,5.637080,5.722833,5.636587,5.637080,0.000000,0.000000
7.527,0,0,-5.631619,5.634387,5.717601,5.631619,5.634387,0.000000,0.000000
7.528,0,0,-5.628113,5.631693,5.712369,5.628113,5.631693,0.000000,0.000000
7.529,0,0,-5.627346,5.629000,5.707138,5.627346,5.629000,0.000000,0.000000
7.530,0,0,-5.628300,5.628079,5.703794,5.628300,5.628079,0.000000,0.000000
7.531,0,0,-5.632477,5.632049,5.705661,5.632477,5.632049,0.000000,0.000000
7.532,0,0,-5.636525,5.636018,5.707527,5.636525,5.636018,0.000000,0.000000
7.533,0,0,-5.640328,5.639987,5.709394,5.640328,5.639987,0.000000,0.000000
7.534,0,0,-5.642326,5.642534,5.709921,5.642326,5.642534,0.000000,0.000000
7.535,0,0,-5.640939,5.641158,5.706752,5.640939,5.641158,0.000000,0.000000
7.536,0,0,-5.639555,5.639782,5.703583,5.639555,5.639782,0.000000,0.000000
7.537,0,0,-5.638175,5.638406,5.700414,5.638175,5.638406,0.000000,0.000000
7.538,0,0,-5.638897,5.639071,5.699258,5.638897,5.639071,0.000000,0.000000
7.539,0,0,-5.643556,5.645366,5.703656,5.643556,5.645366,0.000000,0.000000
7.540,0,0,-5.649271,5.651662,5.708055,5.649271,5.651662,0.000000,0.000000
7.541,0,0,-5.656964,5.657958,5.712453,5.656964,5.657958,0.000000,0.000000
7.542,0,0,-5.664078,5.663826,5.716337,5.664078,5.663826,0.000000,0.000000
7.543,0,0,-5.670106,5.668511,5.718803,5.670106,5.668511,0.000000,0.000000
7.544,0,0,-5.675270,5.673196,5.721270,5.675270,5.673196,0.000000,0.000000
