"Time","60 Right DS","67 xCoM","37a CoMy (cm)","v4 R Mos","v3 R COP","35 FRy (cm)","30 HRy (cm)","59 Left DS","v7 xCoM","v6 L Mos","v5 L COP","28 HLy (cm)","33 FLy (cm)","37b CoMy (cm)","37 CoMy (cm)"
0.686,1,5.441677,5.389847,1.344000,4.097826,4.092579,4.102930,0,5.441677,5.441826,0.000000,6.809667,5.806880,5.389847,0.975381
0.687,1,5.442680,5.389651,1.345704,4.097993,4.093198,4.101902,0,5.442680,5.443696,0.000000,6.809636,5.797169,5.389651,0.997950
0.688,1,5.443683,5.389454,1.347088,4.097921,4.093817,4.100873,0,5.443683,5.445008,0.000000,6.809605,5.787458,5.389454,1.020518
0.689,1,5.444685,5.389258,1.347873,4.097401,4.094436,4.099845,0,5.444685,5.445273,0.000000,6.809573,5.777748,5.389258,1.043086
0.690,1,5.445335,5.388814,1.348599,4.096664,4.095010,4.098258,0,5.445335,5.445263,0.000000,6.809586,5.768571,5.388814,1.063665
0.691,1,5.445012,5.387689,1.349214,4.095523,4.095461,4.095132,0,5.445012,5.444736,0.000000,6.809720,5.760867,5.387689,1.078754
0.692,1,5.444689,5.386564,1.350085,4.094254,4.095911,4.092005,0,5.444689,5.444340,0.000000,6.809854,5.753163,5.386564,1.093843
0.693,1,5.444366,5.385439,1.351439,4.092749,4.096362,4.088878,0,5.444366,5.444188,0.000000,6.809988,5.745460,5.385439,1.108932
0.694,1,5.444649,5.385117,1.353323,4.091198,4.096850,4.085484,0,5.444649,5.444521,0.000000,6.810183,5.738473,5.385117,1.120320
0.695,1,5.446605,5.387011,1.356203,4.089562,4.097444,4.081350,0,5.446605,5.445765,0.000000,6.810549,5.733465,5.387011,1.121495
0.696,1,5.448561,5.388905,1.359627,4.087841,4.098037,4.077216,0,5.448561,5.447467,0.000000,6.810915,5.728458,5.388905,1.122670
0.697,1,5.450517,5.390798,1.364072,4.085957,4.098630,4.073082,0,5.450517,5.450028,0.000000,6.811282,5.723450,5.390798,1.123845
0.698,1,5.452762,5.393186,1.368916,4.083940,4.099186,4.068679,0,5.452762,5.452855,0.000000,6.811847,5.719234,5.393186,1.121157
0.699,1,5.455802,5.396935,1.374509,4.081671,4.099636,4.063531,0,5.455802,5.456180,0.000000,6.812962,5.717204,5.396935,1.107810
0.700,1,5.458842,5.400685,1.379972,4.079351,4.100086,4.058383,0,5.458842,5.459322,0.000000,6.814076,5.715173,5.400685,1.094463
0.701,1,5.461883,5.404434,1.385191,4.076933,4.100536,4.053235,0,5.461883,5.462124,0.000000,6.815190,5.713143,5.404434,1.081115
0.702,1,5.464405,5.407897,2.098148,3.366245,4.100970,4.048198,0,5.464405,5.464392,0.000000,6.816249,5.711956,5.407897,1.063411
0.703,0,5.465497,5.410568,4.137096,1.328566,4.101360,4.043465,0,5.465497,5.465662,0.000000,6.817154,5.713098,5.410568,1.033685
0.704,0,5.466588,5.413239,5.466817,0.000000,4.101749,4.038733,0,5.466588,5.466817,0.000000,6.818060,5.714239,5.413239,1.003959
0.705,0,5.467680,5.415911,5.467754,0.000000,4.102139,4.034000,0,5.467680,5.467754,0.000000,6.818965,5.715381,5.415911,0.974233
0.706,0,5.468663,5.418633,5.468938,0.000000,4.102559,4.029373,0,5.468663,5.468938,0.000000,6.819774,5.716866,5.418633,0.941510
0.707,0,5.469346,5.421494,5.470585,0.000000,4.103063,4.025034,0,5.469346,5.470585,0.000000,6.820314,5.719299,5.421494,0.900515
0.708,0,5.470028,5.424355,5.471613,0.000000,4.103567,4.020695,0,5.470028,5.471613,0.000000,6.820854,5.721732,5.424355,0.859520
0.709,0,5.470711,5.427216,5.471484,0.000000,4.104070,4.016356,0,5.470711,5.471484,0.000000,6.821394,5.724165,5.427216,0.818525
0.710,0,5.470233,5.429011,5.470019,0.000000,4.104558,4.011992,0,5.470233,5.470019,0.000000,6.821854,5.726107,5.429011,0.775749
0.711,0,5.466554,5.427866,5.466052,0.000000,4.104999,4.007554,0,5.466554,5.466052,0.000000,6.822089,5.726692,5.427866,0.728062
0.712,0,5.462874,5.426721,5.462267,0.000000,4.105440,4.003117,0,5.462874,5.462267,0.000000,6.822324,5.727278,5.426721,0.680374
0.713,0,5.459195,5.425575,5.458822,0.000000,4.105882,3.998680,0,5.459195,5.458822,0.000000,6.822559,5.727864,5.425575,0.632686
0.714,0,5.456806,5.425790,5.457012,0.000000,4.106287,3.994577,0,5.456806,5.457012,0.000000,6.822919,5.728414,5.425790,0.583688
0.715,0,5.457977,5.429757,5.458268,0.000000,4.106595,3.991396,0,5.457977,5.458268,0.000000,6.823623,5.728866,5.429757,0.531072
0.716,0,5.459149,5.433725,5.459473,0.000000,4.106902,3.988216,0,5.459149,5.459473,0.000000,6.824327,5.729317,5.433725,0.478456
0.717,0,5.460320,5.437692,5.460585,0.000000,4.107210,3.985035,0,5.460320,5.460585,0.000000,6.825031,5.729769,5.437692,0.425840
0.718,0,5.459763,5.439940,5.459778,0.000000,4.107567,3.981966,0,5.459763,5.459778,0.000000,6.825767,5.729619,5.439940,0.373039
0.719,0,5.454435,5.437446,5.455376,0.000000,4.108061,3.979205,0,5.454435,5.455376,0.000000,6.826590,5.727809,5.437446,0.319727
0.720,0,5.449107,5.434951,5.450375,0.000000,4.108555,3.976444,0,5.449107,5.450375,0.000000,6.827413,5.726000,5.434951,0.266416
0.721,0,5.443779,5.432456,5.444252,0.000000,4.109049,3.973683,0,5.443779,5.444252,0.000000,6.828236,5.724190,5.432456,0.213105
0.722,0,5.439561,5.431138,5.439315,0.000000,4.109510,3.970869,0,5.439561,5.439315,0.000000,6.829070,5.722250,5.431138,0.158532
0.723,0,5.438405,5.433065,5.436601,0.000000,4.109880,3.967909,0,5.438405,5.436601,0.000000,6.829934,5.719948,5.433065,0.100480
0.724,0,5.437248,5.434994,5.434890,0.000000,4.110250,3.964950,0,5.437248,5.434890,0.000000,6.830799,5.717647,5.434994,0.042428
0.725,0,5.436091,5.436922,5.435058,0.000000,4.110620,3.961991,0,5.436091,5.435058,0.000000,6.831663,5.715345,5.436922,-0.015624
0.726,0,5.434975,5.438937,5.435398,0.000000,4.110983,3.959180,0,5.434975,5.435398,0.000000,6.832511,5.712792,5.438937,-0.074569
0.727,0,5.433968,5.441194,5.436058,0.000000,4.111325,3.956780,0,5.433968,5.436058,0.000000,6.833315,5.709548,5.441194,-0.135980
0.728,0,5.432961,5.443450,5.435648,0.000000,4.111667,3.954380,0,5.432961,5.435648,0.000000,6.834119,5.706304,5.443450,-0.197390
0.729,0,5.431954,5.445706,5.433232,0.000000,4.112008,3.951980,0,5.431954,5.433232,0.000000,6.834923,5.703060,5.445706,-0.258801
0.730,0,5.429324,5.446422,5.429016,0.000000,4.112398,3.949224,0,5.429324,5.429016,0.000000,6.835654,5.700004,5.446422,-0.321764
0.731,0,5.422215,5.442886,5.421424,0.000000,4.112920,3.945488,0,5.422215,5.421424,0.000000,6.836183,5.697469,5.442886,-0.389010
0.732,0,5.415106,5.439351,5.414139,0.000000,4.113442,3.941751,0,5.415106,5.414139,0.000000,6.836712,5.694934,5.439351,-0.456256
0.733,0,5.407997,5.435815,5.407426,0.000000,4.113965,3.938015,0,5.407997,5.407426,0.000000,6.837241,5.692399,5.435815,-0.523502
0.734,0,5.402917,5.434338,5.403043,0.000000,4.114498,3.934317,0,5.402917,5.403043,0.000000,6.837854,5.689776,5.434338,-0.591300
0.735,0,5.403440,5.438544,5.403025,0.000000,4.115062,3.930729,0,5.403440,5.403025,0.000000,6.838702,5.686911,5.438544,-0.660621
0.736,0,5.403962,5.442750,5.403359,0.000000,4.115625,3.927140,0,5.403962,5.403359,0.000000,6.839549,5.684045,5.442750,-0.729942
0.737,0,5.404483,5.446955,5.404353,0.000000,4.116189,3.923552,0,5.404483,5.404353,0.000000,6.840396,5.681180,5.446955,-0.799263
0.738,0,5.403537,5.449747,5.403439,0.000000,4.116755,3.920577,0,5.403537,5.403439,0.000000,6.841215,5.678207,5.449747,-0.869621
0.739,0,5.398539,5.448640,5.398949,0.000000,4.117330,3.919297,0,5.398539,5.398949,0.000000,6.841953,5.674941,5.448640,-0.942839
0.740,0,5.393541,5.447532,5.394128,0.000000,4.117905,3.918017,0,5.393541,5.394128,0.000000,6.842691,5.671674,5.447532,-1.016058
0.741,0,5.388543,5.446425,5.388687,0.000000,4.118480,3.916737,0,5.388543,5.388687,0.000000,6.843429,5.668407,5.446425,-1.089276
0.742,0,5.384438,5.446174,5.384758,0.000000,4.119096,3.917228,0,5.384438,5.384758,0.000000,6.844093,5.664586,5.446174,-1.161801
0.743,0,5.382796,5.448285,5.383662,0.000000,4.119823,3.922607,0,5.382796,5.383662,0.000000,6.844556,5.659238,5.448285,-1.232414
0.744,0,5.381155,5.450396,5.382220,0.000000,4.120551,3.927985,0,5.381155,5.382220,0.000000,6.845018,5.653889,5.450396,-1.303027
0.745,0,5.379514,5.452507,5.380129,0.000000,4.121278,3.933363,0,5.379514,5.380129,0.000000,6.845480,5.648540,5.452507,-1.373639
0.746,0,5.375824,5.452488,5.375682,0.000000,4.122056,3.938613,0,5.375824,5.375682,0.000000,6.845907,5.643117,5.452488,-1.442725
0.747,0,5.366482,5.446593,5.366820,0.000000,4.122973,3.943512,0,5.366482,5.366820,0.000000,6.846235,5.637487,5.446593,-1.507595
0.748,0,5.357140,5.440698,5.357644,0.000000,4.123890,3.948410,0,5.357140,5.357644,0.000000,6.846562,5.631857,5.440698,-1.572466
0.749,0,5.347798,5.434803,5.347880,0.000000,4.124807,3.953308,0,5.347798,5.347880,0.000000,6.846890,5.626227,5.434803,-1.637337
0.750,0,5.339991,5.430334,5.340107,0.000000,4.125742,3.958118,0,5.339991,5.340107,0.000000,6.847187,5.620356,5.430334,-1.700144
0.751,0,5.336422,5.429800,5.336066,0.000000,4.126726,3.962682,0,5.336422,5.336066,0.000000,6.847399,5.613815,5.429800,-1.757256
0.752,0,5.332854,5.429266,5.332333,0.000000,4.127710,3.967247,0,5.332854,5.332333,0.000000,6.847611,5.607275,5.429266,-1.814368
0.753,0,5.329285,5.428732,5.329178,0.000000,4.128695,3.971812,0,5.329285,5.329178,0.000000,6.847824,5.600735,5.428732,-1.871480
0.754,0,5.324493,5.426859,5.324322,0.000000,4.129644,3.976083,0,5.324493,5.324322,0.000000,6.848070,5.594321,5.426859,-1.926414
0.755,0,5.316323,5.421289,5.316279,0.000000,4.130497,3.979546,0,5.316323,5.316279,0.000000,6.848410,5.588254,5.421289,-1.975335
0.756,0,5.308154,5.415719,5.308150,0.000000,4.131349,3.983008,0,5.308154,5.308150,0.000000,6.848749,5.582187,5.415719,-2.024257
0.757,0,5.299984,5.410149,5.299861,0.000000,4.132202,3.986471,0,5.299984,5.299861,0.000000,6.849089,5.576120,5.410149,-2.073178
0.758,0,5.293327,5.406012,5.293390,0.000000,4.133096,3.989728,0,5.293327,5.293390,0.000000,6.849428,5.569579,5.406012,-2.120615
0.759,0,5.290842,5.405829,5.290321,0.000000,4.134104,3.992420,0,5.290842,5.290321,0.000000,6.849768,5.561728,5.405829,-2.163954
0.760,0,5.288356,5.405647,5.287632,0.000000,4.135113,3.995113,0,5.288356,5.287632,0.000000,6.850107,5.553878,5.405647,-2.207294
0.761,0,5.285871,5.405465,5.285652,0.000000,4.136122,3.997805,0,5.285871,5.285652,0.000000,6.850446,5.546029,5.405465,-2.250633
0.762,0,5.282380,5.404190,5.282306,0.000000,4.137040,4.000250,0,5.282380,5.282306,0.000000,6.850649,5.538443,5.404190,-2.292319
0.763,0,5.276115,5.399897,5.276398,0.000000,4.137708,4.002015,0,5.276115,5.276398,0.000000,6.850478,5.531589,5.399897,-2.329440
0.764,0,5.269851,5.395605,5.270257,0.000000,4.138376,4.003779,0,5.269851,5.270257,0.000000,6.850306,5.524735,5.395605,-2.366560
0.765,0,5.263586,5.391313,5.263681,0.000000,4.139043,4.005544,0,5.263586,5.263681,0.000000,6.850134,5.517881,5.391313,-2.403681
0.766,0,5.258158,5.387815,5.258269,0.000000,4.139603,4.006908,0,5.258158,5.258269,0.000000,6.849894,5.510589,5.387815,-2.440007
0.767,0,5.255038,5.386509,5.255040,0.000000,4.139863,4.007167,0,5.255038,5.255040,0.000000,6.849465,5.502090,5.386509,-2.474141
0.768,0,5.251918,5.385203,5.251884,0.000000,4.140124,4.007427,0,5.251918,5.251884,0.000000,6.849037,5.493590,5.385203,-2.508275
0.769,0,5.248799,5.383897,5.248865,0.000000,4.140385,4.007686,0,5.248799,5.248865,0.000000,6.848609,5.485090,5.383897,-2.542408
0.770,0,5.244440,5.381262,5.244559,0.000000,4.140599,4.007789,0,5.244440,5.244559,0.000000,6.848246,5.476856,5.381262,-2.574840
0.771,0,5.236661,5.374957,5.237842,0.000000,4.140686,4.007462,0,5.236661,5.237842,0.000000,6.848063,5.469357,5.374957,-2.602575
0.772,0,5.228882,5.368652,5.230439,0.000000,4.140773,4.007134,0,5.228882,5.230439,0.000000,6.847881,5.461857,5.368652,-2.630310
0.773,0,5.221104,5.362347,5.221756,0.000000,4.140861,4.006807,0,5.221104,5.221756,0.000000,6.847699,5.454357,5.362347,-2.658045
0.774,0,5.213655,5.356301,5.213411,0.000000,4.140999,4.006538,0,5.213655,5.213411,0.000000,6.847526,5.446367,5.356301,-2.684434
0.775,0,5.207120,5.350971,5.205703,0.000000,4.141282,4.006429,0,5.207120,5.205703,0.000000,6.847380,5.437025,5.350971,-2.707111
0.776,0,5.200585,5.345641,5.198749,0.000000,4.141563,4.006320,0,5.200585,5.198749,0.000000,6.847233,5.427681,5.345641,-2.729787
0.777,0,5.194050,5.340310,5.193208,0.000000,4.141846,4.006211,0,5.194050,5.193208,0.000000,6.847087,5.418339,5.340310,-2.752464
0.778,0,5.188031,5.335382,5.188368,0.000000,4.142110,4.005929,0,5.188031,5.188368,0.000000,6.846925,5.409798,5.335382,-2.772999
0.779,0,5.183436,5.331565,5.184843,0.000000,4.142326,4.005170,0,5.183436,5.184843,0.000000,6.846716,5.403472,5.331565,-2.787626
0.780,0,5.178842,5.327748,5.180633,0.000000,4.142543,4.004410,0,5.178842,5.180633,0.000000,6.846507,5.397146,5.327748,-2.802253
0.781,0,5.174248,5.323931,5.175139,0.000000,4.142759,4.003651,0,5.174248,5.175139,0.000000,6.846298,5.390821,5.323931,-2.816880
0.782,0,5.168175,5.318503,5.167882,0.000000,4.143016,4.002739,0,5.168175,7.293865,2.125983,6.846029,5.384504,5.318503,-2.829023
0.783,0,5.158021,5.308631,5.157321,0.000000,4.143384,4.001410,1,5.158021,13.392451,8.235129,6.845592,5.378213,5.308631,-2.834311
0.784,0,5.147868,5.298759,5.147018,0.000000,4.143753,4.000081,1,5.147868,17.363134,12.216116,6.845156,5.371922,5.298759,-2.839599
0.785,0,5.137714,5.288886,5.137197,0.000000,4.144121,3.998751,1,5.137714,17.347061,12.209863,6.844720,5.365631,5.288886,-2.844887
0.786,0,5.129907,5.281221,5.129764,0.000000,4.144533,3.996220,1,5.129907,17.334530,12.204765,6.844299,5.360481,5.281221,-2.847582
0.787,0,5.128570,5.279648,5.126805,0.000000,4.145065,3.990372,1,5.128570,17.328636,12.201833,6.843920,5.358480,5.279648,-2.843124
0.788,0,5.127234,5.278075,5.124893,0.000000,4.145598,3.984524,1,5.127234,17.324150,12.199258,6.843542,5.356479,5.278075,-2.838665
0.789,0,5.125898,5.276502,5.124945,0.000000,4.146130,3.978677,1,5.125898,17.322298,12.197353,6.843163,5.354478,5.276502,-2.834207
0.790,0,5.124155,5.274423,5.124209,0.000000,4.146675,3.972889,1,5.124155,17.319109,12.194899,6.842851,5.352150,5.274423,-2.827881
0.791,0,5.121288,5.270947,5.121998,0.000000,4.147251,3.967268,1,5.121288,17.313412,12.191412,6.842720,5.348920,5.270947,-2.816404
0.792,0,5.118423,5.267470,5.119364,0.000000,4.147828,3.961647,1,5.118423,17.307369,12.188004,6.842588,5.345690,5.267470,-2.804926
0.793,0,5.115556,5.263995,5.115938,0.000000,4.148404,3.956025,1,5.115556,17.300680,12.184744,6.842457,5.342459,5.263995,-2.793448
0.794,0,5.113153,5.260913,5.112941,0.000000,4.148972,3.949087,1,5.113153,17.295225,12.182284,6.842389,5.339800,5.260913,-2.780679
0.795,0,5.112029,5.258921,5.110750,0.000000,4.149514,3.938516,1,5.112029,17.292078,12.181329,6.842494,5.338718,5.258921,-2.764348
0.796,0,5.110905,5.256929,5.109245,0.000000,4.150056,3.927944,1,5.110905,17.289606,12.180362,6.842599,5.337636,5.256929,-2.748018
0.797,0,5.109780,5.254937,5.109025,0.000000,4.150598,3.917373,1,5.109780,17.288397,12.179372,6.842704,5.336554,5.254937,-2.731687
0.798,0,5.109257,5.253489,5.109408,0.000000,4.151189,3.907139,1,5.109257,17.286900,12.177491,6.842700,5.334854,5.253489,-2.714307
0.799,0,5.110391,5.253546,5.110923,0.000000,4.151915,3.897837,1,5.110391,17.284863,12.173941,6.842395,5.331450,5.253546,-2.694031
0.800,0,5.111525,5.253603,5.112195,0.000000,4.152640,3.888535,1,5.111525,17.282480,12.170286,6.842090,5.328047,5.253603,-2.673756
0.801,0,5.112659,5.253659,5.113010,0.000000,4.153365,3.879234,1,5.112659,17.279448,12.166438,6.841784,5.324644,5.253659,-2.653481
0.802,0,5.112659,5.252558,5.112788,0.000000,4.154004,3.870191,1,5.112659,17.276215,12.163425,6.841526,5.321928,5.252558,-2.632740
0.803,0,5.109534,5.248262,5.110621,0.000000,4.154404,3.861866,1,5.109534,17.272600,12.161978,6.841399,5.321107,5.248262,-2.610715
0.804,0,5.106409,5.243967,5.107837,0.000000,4.154804,3.853540,1,5.106409,17.268690,12.160853,6.841271,5.320287,5.243967,-2.588690
0.805,0,5.103283,5.239671,5.103895,0.000000,4.155204,3.845214,1,5.103283,17.264229,12.160335,6.841144,5.319467,5.239671,-2.566665
0.806,0,5.100330,5.235514,5.100070,0.000000,4.155616,3.837063,1,5.100330,17.259464,12.159395,6.841052,5.318259,5.235514,-2.544012
0.807,0,5.097851,5.231739,5.096464,0.000000,4.156061,3.829394,1,5.097851,17.254133,12.157668,6.841059,5.315982,5.231739,-2.519624
0.808,0,5.095372,5.227964,5.093582,0.000000,4.156507,3.821725,1,5.095372,17.249174,12.155591,6.841065,5.313704,5.227964,-2.495237
0.809,0,5.092893,5.224189,5.092056,0.000000,4.156952,3.814056,1,5.092893,17.244913,12.152857,6.841072,5.311427,5.224189,-2.470850
0.810,0,5.091444,5.221465,5.091541,0.000000,4.157295,3.806655,1,5.091444,17.241610,12.150069,6.841041,5.309122,5.221465,-2.446858
0.811,0,5.092836,5.221641,5.092918,0.000000,4.157355,3.799992,1,5.092836,17.240099,12.147182,6.840904,5.306743,5.221641,-2.423958
0.812,0,5.094230,5.221817,5.094308,0.000000,4.157415,3.793329,1,5.094230,17.238840,12.144533,6.840767,5.304364,5.221817,-2.401058
0.813,0,5.095623,5.221993,5.095720,0.000000,4.157475,3.786666,1,5.095623,17.238052,12.142331,6.840631,5.301984,5.221993,-2.378158
0.814,0,5.095972,5.221186,5.096102,0.000000,4.157236,3.780313,1,5.095972,17.236683,12.140580,6.840711,5.299943,5.221186,-2.356396
0.815,0,5.093440,5.217664,5.094553,0.000000,4.156169,3.774816,1,5.093440,17.234226,12.139672,6.841392,5.298832,5.217664,-2.337776
0.816,0,5.090908,5.214143,5.092371,0.000000,4.155103,3.769318,1,5.090908,17.231443,12.139071,6.842072,5.297722,5.214143,-2.319155
0.817,0,5.088376,5.210622,5.089002,0.000000,4.154036,3.763821,1,5.088376,17.228050,12.139048,6.842752,5.296611,5.210622,-2.300535
0.818,0,5.085893,5.207261,5.085727,0.000000,4.152837,3.758424,1,5.085893,17.224827,12.139100,6.843446,5.295612,5.207261,-2.284012
0.819,0,5.083542,5.204340,5.082630,0.000000,4.151271,3.753307,1,5.083542,17.221924,12.139295,6.844182,5.294920,5.204340,-2.273278
0.820,0,5.081192,5.201419,5.080012,0.000000,4.149705,3.748190,1,5.081192,17.219404,12.139392,6.844917,5.294228,5.201419,-2.262544
0.821,0,5.078842,5.198499,5.078295,0.000000,4.148139,3.743072,1,5.078842,17.217602,12.139307,6.845652,5.293536,5.198499,-2.251811
0.822,0,5.077245,5.196488,5.077219,0.000000,4.146170,3.738054,1,5.077245,17.216200,12.138982,6.846414,5.292468,5.196488,-2.244030
0.823,0,5.077727,5.196990,5.077345,0.000000,4.143090,3.733308,1,5.077727,17.215549,12.138205,6.847247,5.290360,5.196990,-2.244396
0.824,0,5.078209,5.197491,5.077702,0.000000,4.140009,3.728563,1,5.078209,17.214809,12.137108,6.848080,5.288253,5.197491,-2.244763
0.825,0,5.078691,5.197992,5.078487,0.000000,4.136928,3.723817,1,5.078691,17.213900,12.135413,6.848914,5.286146,5.197992,-2.245129
0.826,0,5.078849,5.198381,5.078997,0.000000,4.133565,3.719152,1,5.078849,17.212444,12.133448,6.849630,5.283951,5.198381,-2.249455
0.827,0,5.078117,5.198459,5.078991,0.000000,4.129424,3.714712,1,5.078117,17.209967,12.130976,6.850022,5.281513,5.198459,-2.264705
0.828,0,5.077384,5.198537,5.078518,0.000000,4.125282,3.710271,1,5.077384,17.207294,12.128777,6.850414,5.279076,5.198537,-2.279954
0.829,0,5.076652,5.198615,5.077170,0.000000,4.121141,3.705830,1,5.076652,17.204260,12.127090,6.850806,5.276638,5.198615,-2.295204
0.830,0,5.075451,5.198450,5.075370,0.000000,4.116545,3.701577,1,5.075451,17.201464,12.126095,6.851105,5.274883,5.198450,-2.314696
0.831,0,5.072960,5.197617,5.072724,0.000000,4.110696,3.697839,1,5.072960,17.199121,12.126397,6.851144,5.275012,5.197617,-2.345893
0.832,0,5.070469,5.196784,5.070177,0.000000,4.104847,3.694103,1,5.070469,17.196793,12.126616,6.851184,5.275143,5.196784,-2.377090
0.833,0,5.067978,5.195951,5.067814,0.000000,4.098999,3.690365,1,5.067978,17.194492,12.126678,6.851223,5.275273,5.195951,-2.408287
0.834,0,5.065647,5.195435,5.065931,0.000000,4.093138,3.686952,1,5.065647,17.191797,12.125866,6.851267,5.274618,5.195435,-2.442463
0.835,0,5.063756,5.195796,5.064947,0.000000,4.087244,3.684430,1,5.063756,17.188362,12.123415,6.851326,5.271799,5.195796,-2.484857
0.836,0,5.061864,5.196157,5.063381,0.000000,4.081349,3.681908,1,5.061864,17.184145,12.120763,6.851383,5.268980,5.196157,-2.527250
0.837,0,5.059972,5.196518,5.060726,0.000000,4.075455,3.679387,1,5.059972,17.178459,12.117733,6.851441,5.266161,5.196518,-2.569644
0.838,0,5.056767,5.195640,5.056573,0.000000,4.069435,3.677905,1,5.056767,17.171923,12.115350,6.851494,5.263941,5.195640,-2.613437
0.839,0,5.049938,5.191343,5.049612,0.000000,4.063066,3.679292,1,5.049938,17.163788,12.114178,6.851532,5.263377,5.191343,-2.661090
0.840,0,5.043109,5.187047,5.042732,0.000000,4.056697,3.680679,1,5.043109,17.156153,12.113421,6.851569,5.262813,5.187047,-2.708743
0.841,0,5.036280,5.182749,5.036005,0.000000,4.050328,3.682066,1,5.036280,17.149448,12.113445,6.851607,5.262249,5.182749,-2.756396
0.842,0,5.030952,5.179984,5.030993,0.000000,4.043995,3.683558,1,5.030952,17.144409,12.113417,6.851635,5.261710,5.179984,-2.804621
0.843,0,5.029764,5.181443,5.029193,0.000000,4.037760,3.685338,1,5.029764,17.142483,12.113290,6.851634,5.261243,5.181443,-2.854427
0.844,0,5.028577,5.182902,5.027791,0.000000,4.031525,3.687118,1,5.028577,17.140736,12.112944,6.851634,5.260776,5.182902,-2.904233
0.845,0,5.027390,5.184361,5.027132,0.000000,4.025290,3.688898,1,5.027390,17.139320,12.112186,6.851633,5.260308,5.184361,-2.954038
0.846,0,5.025324,5.184930,5.025278,0.000000,4.019248,3.690732,1,5.025324,17.136456,12.111177,6.851618,5.259558,5.184930,-3.003613
0.847,0,5.020835,5.183042,5.021183,0.000000,4.013741,3.692717,1,5.020835,17.130877,12.109694,6.851562,5.258024,5.183042,-3.052549
0.848,0,5.016347,5.181154,5.016833,0.000000,4.008235,3.694701,1,5.016347,17.124973,12.108141,6.851506,5.256491,5.181154,-3.101485
0.849,0,5.011858,5.179265,5.012002,0.000000,4.002728,3.696686,1,5.011858,17.118464,12.106461,6.851450,5.254957,5.179265,-3.150422
0.850,0,5.008076,5.178027,5.008128,0.000000,3.997157,3.698951,1,5.008076,17.113071,12.104943,6.851444,5.253606,5.178027,-3.198305
0.851,0,5.006241,5.178583,5.006044,0.000000,3.991409,3.701989,1,5.006241,17.109774,12.103730,6.851575,5.252759,5.178583,-3.243282
0.852,0,5.004406,5.179138,5.004123,0.000000,3.985661,3.705027,1,5.004406,17.106958,12.102837,6.851706,5.251911,5.179138,-3.288258
0.853,0,5.002572,5.179694,5.002506,0.000000,3.979912,3.708065,1,5.002572,17.105047,12.102541,6.851837,5.251063,5.179694,-3.333235
0.854,0,4.999637,5.179109,4.999927,0.000000,3.974139,3.711265,1,4.999637,17.102570,12.102643,6.851959,5.250730,5.179109,-3.377466
0.855,0,4.993665,5.175378,4.995544,0.000000,3.968299,3.714910,1,4.993665,17.099033,12.103490,6.852055,5.251815,5.175378,-3.419639
0.856,0,4.987693,5.171647,4.990139,0.000000,3.962459,3.718554,1,4.987693,17.094692,12.104552,6.852151,5.252901,5.171647,-3.461812
0.857,0,4.981721,5.167916,4.982817,0.000000,3.956619,3.722199,1,4.981721,17.088837,12.106019,6.852247,5.253986,5.167916,-3.503986
0.858,0,4.975273,5.163724,4.974916,0.000000,3.950667,3.726051,1,4.975273,17.082411,12.107493,6.852329,5.255177,5.163724,-3.546451
0.859,0,4.967510,5.158261,4.965931,0.000000,3.944406,3.730473,1,4.967510,17.074917,12.108985,6.852374,5.256659,5.158261,-3.589722
0.860,0,4.959748,5.152798,4.957730,0.000000,3.938145,3.734896,1,4.959748,17.068230,12.110498,6.852418,5.258142,5.152798,-3.632993
0.861,0,4.951985,5.147335,4.950997,0.000000,3.931885,3.739318,1,4.951985,17.063053,12.112055,6.852462,5.259624,5.147335,-3.676264
0.862,0,4.945853,5.143508,4.946051,0.000000,3.925519,3.743573,1,4.945853,17.059757,12.113707,6.852625,5.261131,5.143508,-3.719644
0.863,0,4.944223,5.144198,4.944452,0.000000,3.918864,3.747365,1,4.944223,17.059990,12.115538,6.853115,5.262709,5.144198,-3.763326
0.864,0,4.942592,5.144889,4.942837,0.000000,3.912210,3.751157,1,4.942592,17.060358,12.117521,6.853605,5.264287,5.144889,-3.807009
0.865,0,4.940962,5.145580,4.941191,0.000000,3.905555,3.754949,1,4.940962,17.060980,12.119789,6.854095,5.265864,5.145580,-3.850691
0.866,0,4.937562,5.144520,4.937622,0.000000,3.898890,3.758387,1,4.937562,17.059809,12.122187,6.854588,5.267498,5.144520,-3.894715
0.867,0,4.929282,5.138628,4.930449,0.000000,3.892195,3.760846,1,4.929282,17.055279,12.124829,6.855091,5.269286,5.138628,-3.939679
0.868,0,4.921001,5.132737,4.922561,0.000000,3.885499,3.763306,1,4.921001,17.049807,12.127246,6.855594,5.271074,5.132737,-3.984644
0.869,0,4.912720,5.126846,4.913331,0.000000,3.878803,3.765766,1,4.912720,17.042572,12.129242,6.856097,5.272862,5.126846,-4.029609
0.870,0,4.904691,5.121198,4.904902,0.000000,3.871896,3.767812,1,4.904691,17.035589,12.130687,6.856483,5.274139,5.121198,-4.074419
0.871,0,4.897355,5.116220,4.897976,0.000000,3.864403,3.768719,1,4.897355,17.029079,12.131102,6.856549,5.274008,5.116220,-4.118805
0.872,0,4.890018,5.111242,4.890790,0.000000,3.856910,3.769625,1,4.890018,17.021997,12.131207,6.856614,5.273877,5.111242,-4.163191
