"Time"	"44 miry (cm)"	"43 mirx (cm)"	"42 CoMy (cm)"	"41 CoMx (cm)"	"40 FRy (cm)"	"39 FRx (cm)"	"38 FLy (cm)"	"37 FLx (cm)"	"36 HRy (cm)"	"35 HRx (cm)"	"34 HLy (cm)"	"33 HLx (cm)"	"32 MTP ang"	"31 Keyboard"	"30 ankle ang"	"29 knee ang"	"28 hip ang"	"27 FLty (cm)"	"26 FLtx (cm)"	"25 toey (cm)"	"801 toex (cm)"	"24 toex (cm)"	"23 MTPy (cm)"	"22 MTPx (cm)"	"21 anky (cm)"	"20 ankx (cm)"	"19 kny (cm)"	"18 knx (cm)"	"17 Hipy (cm)"	"16 Hipx (cm)"	"15 Cry (cm)"	"14 Crx (cm)"	"12 Sync"	"11 Gr"	"10 St"	"9 TA"	"8 Gs"	"7 VL"	"6 BF"	"5 Ip"	"4 GM"	"46 sw offset"	"45 sw onset"	"3 Platform"	"2 Trdml"	"1 Synch"
0.59	7.215791	1.034797	5.848031	16.842485	4.792644	17.858246	7.036929	18.108372	4.572196	15.213677	6.919326	14.680281	173.325134	0	32.379917	75.651657	63.703587	8.061325	18.056477	7.951052	-7.906065	15.709052	8.019300	15.159019	8.235645	14.274685	8.810752	15.980268	10.068953	15.163748	10.174382	16.063154	0	-0.01693	0.00656	-0.01925	-0.01353	0.00757	-0.01260	0.00701	0.00328	0	0	-1.28810	0.38107	3.27728
0.60	7.252131	1.032309	5.866045	16.893398	4.880161	18.621424	7.055679	18.117630	4.599216	15.155066	6.951273	15.048420	170.202789	0	31.908545	75.771904	64.083633	8.114694	18.818623	8.001485	-5.612576	15.631204	8.066648	15.064970	8.325645	14.183465	8.807538	15.917665	10.109694	15.173199	10.170987	16.086206	0	-0.01715	0.00392	-0.01951	-0.01273	0.00900	-0.01379	0.00719	-0.00604	0	0	-1.12388	0.37943	3.27789
0.61	7.272767	1.089778	5.881028	16.970795	4.831049	19.304449	7.070257	18.094501	4.618767	15.096530	6.980222	15.251122	163.272705	0	34.210129	75.406219	63.504398	4.782816	19.415337	8.072807	-2.929008	15.589153	8.106362	15.000809	8.403859	14.183030	8.846009	15.927868	10.160296	15.204930	10.197510	16.124311	0	-0.01749	0.00243	-0.03137	-0.01424	0.00873	-0.01158	0.00627	0.00298	0	0	-0.89613	0.37830	3.27820
0.62	7.294513	1.107167	5.910989	17.067854	4.865103	19.751888	6.365625	0.085137	4.647841	15.032185	6.970614	15.417446	158.262299	0	37.287243	74.850929	63.027752	6.283036	20.070896	8.102574	-4.805714	15.575388	8.134165	14.961322	8.488390	14.189446	8.882087	15.945826	10.209128	15.246653	10.222294	16.177032	0	-0.02048	0.00308	-0.01567	-0.01482	0.00795	-0.01343	0.00490	-0.01247	0	0	-0.65325	0.37372	3.27773
0.63	7.316630	1.146138	5.965959	17.162155	4.906824	19.889252	4.926999	19.926533	4.684393	14.952715	6.971312	15.697453	155.159103	0	38.510029	74.706863	64.781311	8.149505	20.579531	8.144240	-7.086994	15.481915	8.181182	14.882375	8.554530	14.190779	8.871531	15.962623	10.226114	15.318358	10.229611	16.236944	0	-0.01951	0.00262	-0.02079	-0.01394	0.00809	-0.01391	0.00474	0.00363	0	0	-0.36147	0.36728	3.27819
0.64	7.328839	1.166176	6.048204	17.234505	4.918134	19.793180	4.948510	19.847958	4.740022	14.856910	7.019239	15.928733	148.649200	0	39.752262	74.224945	69.796127	8.128680	20.503328	8.164951	-8.055935	15.433128	8.203682	14.818567	8.678000	14.141621	8.828469	15.934499	10.232438	15.407554	10.238253	16.311621	0	-0.01558	0.00457	-0.01873	-0.01706	0.00810	0.00124	0.01082	-0.09030	0	0	-0.07917	0.36523	3.27819
0.65	7.344839	1.177707	6.108738	17.300388	4.935717	19.741007	7.043693	16.606771	4.770183	14.785810	7.108876	16.508387	140.179382	0	43.503922	73.047356	73.473953	8.129807	20.401827	8.176794	-11.115006	15.320151	8.226239	14.738227	8.857956	14.099471	8.821034	15.899039	10.264493	15.491199	10.252743	16.390003	0	-0.02107	0.00340	-0.02086	0.00255	0.01013	-0.00708	0.00615	0.00385	0	0	0.22273	0.36550	3.27697
0.66	7.353853	1.195805	6.186074	17.372084	4.963371	19.694164	7.066608	16.474031	4.789982	14.710557	7.154861	16.448288	140.423264	0	45.052078	73.303261	76.117035	8.162557	20.311680	8.196108	-13.307340	15.227488	8.284934	14.687512	8.966154	14.093507	8.844738	15.889399	10.307210	15.556355	10.290452	16.467953	0	-0.01268	0.00411	-0.01984	-0.00599	0.00852	-0.01033	0.00245	0.02346	0	0	0.50689	0.36626	3.27729
0.67	7.351368	1.212646	6.270634	17.418116	4.989954	19.631586	7.148579	17.572313	4.829857	14.624454	7.163221	16.394054	142.938416	0	49.105469	74.581398	81.046867	8.124995	20.154640	8.206725	-14.157754	15.040936	8.351030	14.574152	9.012887	14.097464	8.851711	15.890225	10.327617	15.622506	10.348746	16.534088	0	-0.01719	0.00322	-0.02040	-0.01275	0.00872	-0.01100	0.00588	0.00171	0	0	0.76167	0.36777	3.27608
0.68	7.365880	1.221213	6.336001	17.441334	5.025364	19.545904	7.163856	17.565985	4.903847	14.554775	7.191358	16.306990	141.404129	0	52.719078	76.350243	84.932030	8.162405	20.206688	8.224212	-9.737837	14.945084	8.388247	14.505598	9.082563	14.089789	8.883090	15.878698	10.370892	15.688443	10.405669	16.585478	0	-0.02008	0.00670	-0.02136	-0.00306	0.00466	-0.01436	0.00425	0.00350	0	0	1.00303	0.37602	3.27668
0.69	7.378851	1.205242	6.385791	17.420664	5.065665	19.435343	7.113578	16.188354	4.919917	14.475513	7.196131	16.198019	136.614532	0	57.258690	76.362389	86.536209	8.146715	20.058935	8.235250	-6.911726	14.856123	8.417016	14.416179	9.193416	14.067735	8.925170	15.847626	10.419296	15.715142	10.444218	16.605412	0	-0.01699	0.00366	-0.02131	-0.01066	0.00510	-0.01226	0.00680	0.00218	0	0	1.19731	0.38251	3.27743
0.70	7.371835	1.226902	6.455487	17.412037	5.106534	19.361792	7.128740	16.064919	4.951182	14.413882	7.200713	16.059706	140.541367	0	60.019253	77.145439	86.004730	8.163779	19.973915	8.253323	-2.536005	14.814127	8.500144	14.367239	9.272642	14.070201	8.992675	15.848286	10.489189	15.746091	10.487816	16.637049	0	-0.01865	0.00212	-0.01968	-0.01138	0.00953	-0.01253	0.00557	0.00299	0	1	1.34153	0.39079	3.27728
0.71	7.367585	1.230956	6.520117	17.402576	5.093387	19.237671	7.135703	16.097670	4.926694	14.445783	7.210488	15.925810	152.159073	0	58.394783	78.211021	83.846352	8.161789	19.871443	8.249140	1.842708	14.803468	8.578306	14.429579	9.352630	14.096879	9.091059	15.877769	10.588365	15.787941	10.546535	16.668709	0	-0.01785	0.00184	-0.02180	-0.01246	0.00864	-0.00923	0.00877	0.00108	0	0	1.43698	0.39845	3.27729
0.72	7.357425	1.219758	6.540464	17.393333	5.113096	19.117973	7.127643	15.853854	4.929226	14.618554	7.192034	15.807096	174.992584	0	54.095219	77.027458	77.255074	8.139866	19.669291	8.317873	16.411688	14.856671	8.784814	14.506811	9.442790	14.151385	9.206071	15.935744	10.699333	15.794179	10.586910	16.668232	0	-0.01813	0.00287	-0.02151	-0.01424	0.01046	-0.01388	0.00604	0.00158	0	0	1.47958	0.40419	3.27713
0.73	7.339560	1.207850	6.518212	17.348701	5.097241	18.939699	6.611089	17.307571	4.994977	14.874938	7.192087	15.715024	175.005020	0	44.055576	74.674225	70.931023	15.058237	2.734717	8.312270	32.820282	15.127434	8.768539	14.799153	9.429541	14.229594	9.266035	16.022099	10.742660	15.758701	10.604411	16.636003	0	-0.02003	0.00490	-0.02131	-0.01164	0.00848	-0.01260	0.00599	-0.00740	0	0	1.46407	0.41015	3.27623
0.74	7.331776	1.155335	6.472139	17.287725	5.089510	18.806242	6.823285	18.621275	5.032352	15.235303	7.179917	15.591949	170.682510	0	36.613979	76.650101	64.896980	8.091457	19.819944	8.341672	37.517307	15.511575	8.754305	15.078571	9.260203	14.337057	9.329679	16.135202	10.774673	15.732770	10.625732	16.618958	0	-0.01116	0.02638	-0.03211	-0.01477	0.00757	-0.00860	0.00621	0.00108	0	0	1.39034	0.41495	3.27728
0.75	7.310821	1.130046	6.440005	17.262335	5.087179	18.684944	7.018619	19.359535	4.990048	15.568732	7.167548	15.499871	175.065277	0	36.770641	78.996872	59.055126	8.066845	19.018524	8.300107	38.115475	15.853554	8.671772	15.297159	9.028197	14.538811	9.390739	16.301435	10.774968	15.724508	10.646410	16.603624	0	-0.00702	-0.00860	-0.01978	-0.01334	0.00842	-0.01314	0.00721	0.00252	0	0	1.25703	0.41599	3.27683
0.76	7.286945	1.128438	6.432040	17.275957	5.039296	18.533943	7.041956	19.350481	4.919927	15.962811	7.152443	15.427332	173.069809	0	52.157574	82.319244	47.011246	8.065659	18.947144	8.188148	36.268959	16.359978	8.376340	15.721868	8.662357	15.039263	9.544057	16.603664	10.739393	15.700066	10.649147	16.572985	0	-0.01817	0.00302	-0.01878	-0.01458	0.00906	-0.01192	0.00549	0.00259	0	0	1.08093	0.41929	3.27683
0.77	7.259279	1.087072	6.419810	17.213116	5.042973	18.382849	7.022044	19.200991	4.874986	16.191772	7.121836	15.315742	163.869171	0	63.972580	87.251411	44.242882	8.028542	18.921289	8.013253	14.039664	16.556780	8.082176	15.985565	8.384657	15.299921	9.545074	16.675859	10.644034	15.654941	10.601038	16.513256	0	-0.01792	0.00377	-0.02131	-0.01323	0.00889	-0.01257	0.00430	0.00267	0	0	0.85512	0.42149	3.27759
0.78	7.230331	1.068601	6.428235	17.183451	5.021124	18.266768	6.987973	19.073917	4.825812	16.101938	7.095927	15.152905	166.483047	0	54.968807	85.255844	46.158234	8.008566	18.821453	8.019106	0.651607	16.623779	8.054003	16.079681	8.301064	15.254705	9.416505	16.667225	10.512788	15.643430	10.501313	16.464903	0	-0.01749	0.00427	-0.01688	-0.01454	0.00850	-0.01176	0.00579	-0.01129	1	0	0.60098	0.42669	3.27743
0.79	7.208169	1.035822	6.399503	17.120190	4.968773	18.123175	6.972485	18.951263	4.794115	15.960091	7.057866	14.987389	163.892151	0	53.194054	82.188995	46.923424	7.977757	18.578285	7.975066	-12.629557	16.578968	8.000110	15.934111	8.270135	15.119169	9.299007	16.596104	10.401856	15.579383	10.396036	16.405600	0	-0.02080	-0.00055	-0.01954	-0.01468	0.00732	-0.01055	0.00670	-0.00046	0	0	0.33394	0.42781	3.27698
0.80	7.190267	1.001995	6.357498	17.058535	4.957426	18.003754	6.711539	18.083391	4.768581	15.803325	7.038075	14.901381	162.713165	0	50.941010	79.192329	49.878078	7.955147	18.318153	7.936774	-16.444550	16.384144	7.965812	15.771469	8.256075	14.973890	9.181593	16.517687	10.300664	15.518854	10.324448	16.355206	0	-0.01754	0.00367	-0.02021	-0.01164	0.00676	-0.01230	0.00509	0.00390	0	0	0.02263	0.42727	3.27789
0.81	7.159744	0.960910	6.302698	17.001291	4.955303	17.911667	6.876831	18.552221	4.757655	15.665628	7.022432	14.747108	164.196213	0	48.741199	78.540535	51.376396	7.934300	18.252872	7.898066	-12.270447	16.242668	7.933422	15.631989	8.202634	14.855304	9.092381	16.420017	10.223009	15.434282	10.259880	16.292526	0	-0.01893	0.00235	-0.02164	-0.01624	0.00818	-0.01140	0.00466	0.00201	0	0	-0.28365	0.42923	3.27728
0.82	7.160125	0.948815	6.271531	16.967804	4.973956	17.843790	6.925473	18.492981	4.750245	15.556182	6.282785	16.925018	163.757568	0	45.922592	77.464233	53.477192	7.944762	18.232889	7.898314	-11.419819	16.141182	7.932989	15.515392	8.215961	14.712437	9.019361	16.323130	10.184327	15.378229	10.222462	16.243847	0	-0.01667	0.00232	-0.02073	-0.00921	0.00914	-0.01172	0.00623	0.00228	0	0	-0.55964	0.43482	3.27682
0.83	7.163369	0.917821	6.227400	16.952051	4.931810	17.862055	6.952370	18.349331	4.725761	15.451220	6.230936	16.902920	163.215073	0	43.908649	77.019531	55.890030	7.976193	18.144434	7.904107	-14.218590	16.006502	7.933994	15.406231	8.220008	14.604618	8.959983	16.245481	10.153915	15.337454	10.202394	16.219934	0	-0.01793	0.00125	-0.02022	-0.01486	0.00893	-0.01361	0.00544	0.00233	0	0	-0.83417	0.44404	3.27849
0.84	7.150814	0.914926	6.186687	16.931837	4.980640	17.993340	6.972915	18.181410	4.733942	15.328281	6.182760	16.893816	164.874680	0	41.182610	78.757050	58.906071	7.992860	18.192194	7.899195	-12.696682	15.868040	7.929226	15.280039	8.187329	14.488468	8.894456	16.143747	10.132494	15.296841	10.183770	16.191290	0	-0.01727	0.00370	-0.02063	-0.00916	0.00681	-0.01268	0.00648	0.00305	0	0	-1.05242	0.45443	3.27713
0.85	7.147540	0.912834	6.140300	16.939203	5.104575	18.305639	6.959653	18.116882	4.726561	15.231447	6.944728	14.382948	165.633408	0	38.220314	79.711067	61.823811	8.065640	18.642685	7.899477	-11.480837	15.757869	7.929576	15.197157	8.193815	14.356047	8.832413	16.038877	10.117168	15.264792	10.162565	16.162989	0	-0.01515	0.00201	-0.01917	-0.01989	0.01110	-0.01355	0.00452	-0.00441	0	0	-1.24782	0.46583	3.27773
0.86	7.137536	0.921190	6.097900	16.936897	5.184189	18.827230	6.963445	18.050531	4.717288	15.136786	6.103653	16.866400	167.765427	0	35.678356	79.246910	62.651829	6.715535	18.930771	7.913651	-9.912367	15.634245	7.961750	15.074106	8.210325	14.267904	8.782711	15.974450	10.090876	15.240497	10.121561	16.143358	0	-0.01901	0.00486	-0.01951	-0.01111	0.00242	-0.00709	0.00446	0.00452	0	0	-1.38892	0.48094	3.27668
0.87	7.132938	0.927572	6.051059	16.934387	5.086784	19.270700	6.970028	17.983299	4.725675	15.032495	6.056845	16.861561	167.665863	0	34.462803	79.271812	63.206093	5.020436	19.341539	7.924273	-8.408744	15.546350	7.976541	14.977775	8.228444	14.183031	8.750989	15.905497	10.080233	15.210453	10.093071	16.117935	0	-0.01616	0.00441	-0.02125	-0.01271	0.01196	-0.01044	0.00648	0.00233	0	0	-1.46524	0.49405	3.27819
0.88	7.158404	0.935809	6.008006	16.934944	5.005369	19.672430	6.958054	17.930601	4.713090	14.926101	6.412426	15.977541	166.018677	0	32.624268	78.889076	65.413658	8.182430	20.381229	7.968359	-7.044682	15.465114	8.020678	14.880437	8.301499	14.069223	8.722603	15.819188	10.086001	15.193793	10.086881	16.113739	0	-0.01840	0.00292	-0.02102	-0.01317	0.00759	-0.01025	0.00569	0.00344	0	0	-1.48642	0.50793	3.27789
0.89	7.184954	0.959588	5.958498	17.019295	4.905517	19.987869	6.969070	17.961082	4.728634	14.870623	6.937878	15.068990	158.889359	0	36.997932	76.697975	64.999245	8.129530	20.634634	7.998664	-5.220406	15.423386	8.043748	14.808458	8.388569	14.078790	8.753233	15.841463	10.112785	15.207766	10.112619	16.142004	0	-0.01609	0.00323	-0.01943	-0.01438	0.00905	-0.01295	0.00466	0.00157	0	0	-1.44542	0.51250	3.27652
0.90	7.205140	0.995011	5.938370	17.069897	4.874237	19.929379	5.468411	18.344940	4.764616	14.800721	6.867458	15.343378	154.157211	0	38.390362	75.746513	67.169296	8.084784	20.638369	8.028205	-7.983596	15.355789	8.066369	14.766737	8.465255	14.058705	8.745924	15.836579	10.124367	15.245077	10.130733	16.172079	0	-0.01870	0.00503	-0.00457	-0.01190	0.00844	-0.01542	0.00594	-0.00571	0	0	-1.34955	0.49420	3.27622
0.91	7.224703	1.021557	5.932055	17.139881	4.914016	19.856434	5.969571	17.114807	4.785760	14.714693	6.804122	15.649475	145.973557	0	41.434818	74.207520	70.050583	8.099674	20.562370	8.081011	-8.873483	15.249663	8.105309	14.672684	8.571954	14.040622	8.728727	15.833729	10.131042	15.301340	10.144404	16.212967	0	-0.01714	0.00174	-0.03203	-0.01625	0.00950	-0.01453	0.00320	-0.01679	0	0	-1.18806	0.47176	3.27804
0.92	7.265537	1.032993	5.884917	17.250134	4.936378	19.806856	6.776196	16.323423	4.808848	14.677118	6.837731	16.111568	139.667252	0	43.403488	72.210564	72.827675	8.079741	20.488249	8.122298	-8.055713	15.169925	8.151145	14.612049	8.710603	14.018492	8.714036	15.818240	10.141355	15.357264	10.152788	16.259638	0	-0.01729	0.00335	-0.02005	-0.01396	-0.00024	-0.00145	0.00021	0.00389	0	0	-0.99605	0.45515	3.27758
0.93	7.278756	1.076605	5.832939	17.332569	4.971132	19.761978	6.585032	16.800301	4.839079	14.614828	6.783226	16.464252	131.837128	0	46.857685	69.624611	77.454933	8.035903	20.452129	8.150741	-7.135359	15.090155	8.206856	14.527144	8.916002	14.009313	8.696739	15.795788	10.155978	15.448734	10.169058	16.348154	0	-0.01594	0.00219	-0.02101	-0.01374	0.00844	-0.01251	0.00544	0.00142	0	0	-0.74441	0.45066	3.27713
0.94	7.293860	1.098435	5.825063	17.395885	4.973468	19.689819	6.764466	16.930368	4.876433	14.553526	6.773314	16.594572	123.578476	0	51.100197	69.103638	80.034554	8.027528	20.387032	8.173804	-7.823562	15.031262	8.223428	14.481236	9.040129	14.039622	8.712728	15.809442	10.187841	15.538292	10.194905	16.436821	0	-0.01967	0.00037	-0.02123	-0.01399	0.00844	-0.01461	0.00515	0.00687	0	0	-0.48630	0.44480	3.27788
0.95	7.303846	1.135624	5.879721	17.450481	5.002200	19.613894	6.413276	0.123711	4.920268	14.507686	6.788794	16.585546	118.256149	0	54.120949	70.122849	84.790619	8.033632	20.290525	8.204396	-10.818032	14.948071	8.260299	14.408222	9.132418	14.049773	8.711161	15.799761	10.201943	15.634060	10.219584	16.526012	0	-0.02100	0.00376	-0.01777	-0.01267	0.00212	-0.01270	0.00560	0.00302	0	0	-0.18365	0.43863	3.27774
0.96	7.322975	1.150175	5.964443	17.483402	5.002040	19.548807	6.837132	17.404797	4.944988	14.409520	6.825564	16.534588	117.511620	0	57.068665	70.022781	89.192703	8.077706	20.186590	8.199699	-10.429137	14.815126	8.287430	14.319613	9.179541	14.039313	8.698814	15.773921	10.194201	15.656569	10.252831	16.568190	0	-0.01958	0.00288	-0.02092	-0.01616	0.00898	-0.00986	0.00574	-0.00040	0	0	0.10038	0.42904	3.27743
0.97	7.339035	1.186700	6.060546	17.514244	5.027164	19.478712	6.981213	18.570852	4.996909	14.326588	6.866966	16.482508	119.897377	0	59.884502	71.011108	92.091980	8.099625	20.156120	8.203519	-6.390835	14.722641	8.326329	14.262845	9.184905	14.033671	8.713790	15.770923	10.210464	15.671092	10.305192	16.586397	0	-0.01723	0.00410	-0.02283	0.00477	0.01727	-0.01680	0.00331	-0.00211	0	0	0.38134	0.42129	3.27758
0.98	7.354994	1.202185	6.142828	17.509039	5.044457	19.399624	6.141375	17.549372	5.040299	14.263163	6.897836	16.395660	117.029633	0	65.128265	72.896881	92.784882	8.123503	20.095991	8.239964	-3.410377	14.691531	8.378329	14.197608	9.201600	14.031609	8.782120	15.782047	10.279110	15.687164	10.381580	16.598969	0	-0.01813	0.00232	-0.01995	-0.01280	0.00828	-0.01102	0.00402	0.00189	0	0	0.67022	0.41627	3.27728
0.99	7.364406	1.202935	6.234762	17.482533	5.061957	19.319506	6.241773	17.537300	5.051768	14.189029	6.933464	16.324377	118.755661	0	67.683395	73.451797	93.710434	8.147914	19.936398	8.267156	-2.763266	14.658083	8.442739	14.148411	9.276778	14.021852	8.850838	15.770729	10.348969	15.695880	10.452888	16.598063	0	-0.01708	0.00409	-0.01965	-0.01418	0.00749	-0.01060	0.00294	0.00379	0	0	0.91029	0.41680	3.27714
1.00	7.379520	1.208387	6.321947	17.442509	5.116616	19.201578	5.112961	19.190323	5.035574	14.201398	6.937183	16.203514	133.836044	0	63.379700	72.411140	92.108482	8.194324	19.865675	8.264524	1.505259	14.625610	8.541063	14.213209	9.434467	14.032904	8.960201	15.769299	10.458939	15.708785	10.527329	16.595375	0	-0.01653	0.00323	-0.01950	-0.00484	0.00810	-0.01453	0.00549	0.00692	0	0	1.11794	0.41236	3.27743
1.01	7.365660	1.221340	6.393985	17.380634	5.143016	19.103434	6.429300	17.405628	4.992371	14.350433	6.943656	16.076826	176.740906	0	56.143188	69.299583	86.567551	8.176659	19.780029	8.310120	-0.522575	14.689331	8.825882	14.345208	9.569556	14.108470	9.069582	15.837537	10.564804	15.717951	10.582688	16.615908	0	-0.01912	0.00363	-0.02139	-0.01335	0.00862	-0.01096	0.00402	-0.00032	0	0	1.29629	0.40815	3.27759
1.02	7.374734	1.202633	6.443587	17.372538	5.159372	18.974216	6.497970	17.413374	5.044525	14.699107	6.944839	15.993630	164.514648	0	45.330742	68.282852	81.133476	8.133844	19.622362	8.353100	-5.188365	14.610846	8.904926	14.598494	9.594392	14.182418	9.171988	15.931948	10.656600	15.719506	10.645144	16.627024	0	-0.01930	-0.00451	-0.03235	-0.00597	0.00911	-0.01248	0.00681	0.00244	0	1	1.40702	0.40703	3.27712
1.03	7.363394	1.212209	6.462924	17.352495	5.153292	18.889280	6.524310	17.413170	5.136003	15.095026	6.947539	15.875998	166.640930	0	71.810791	65.652840	71.472778	8.146907	19.545305	8.343285	23.883518	14.596478	8.818731	14.461697	9.543678	14.332387	9.287325	16.113894	10.727701	15.696544	10.690442	16.597368	0	-0.01973	0.00401	-0.00741	-0.01456	0.00891	-0.01204	0.00531	0.00207	0	0	1.46862	0.41020	3.27683
1.04	7.349575	1.189363	6.464610	17.314383	5.166585	18.768749	6.524103	17.384987	5.097249	15.472023	6.946108	15.762494	167.472656	0	59.658573	72.765213	67.875153	8.148854	19.468325	8.419552	92.351921	15.147067	8.742184	14.795041	9.214067	14.377845	9.326749	16.172203	10.727780	15.639210	10.707458	16.536674	0	-0.01831	0.00367	-0.02054	-0.01366	0.00789	-0.01338	0.00507	0.00217	0	0	1.47529	0.40911	3.27803
1.05	7.330112	1.153170	6.434422	17.266363	5.107581	18.641163	6.490949	17.357590	5.059296	15.848991	6.929698	15.642501	175.167465	0	34.282242	78.886017	57.184288	8.136340	19.375242	8.364493	64.317986	16.161997	8.601787	15.555564	8.802903	14.708203	9.446170	16.387779	10.716406	15.591889	10.704727	16.486979	0	-0.01823	0.00351	-0.02084	-0.01319	0.00829	-0.01304	0.00696	0.00284	0	0	1.42286	0.40845	3.27683
1.06	7.306469	1.126163	6.432076	17.243006	5.104746	18.504042	6.495656	17.319696	5.046177	16.133211	6.927465	15.515765	170.273880	0	55.479958	82.747910	43.670315	8.117602	19.229498	8.200034	21.438471	16.587902	8.282554	16.030205	8.533180	15.225047	9.644101	16.637341	10.695987	15.569121	10.682212	16.457211	0	-0.01369	-0.00278	-0.02178	-0.01198	0.01233	-0.00735	0.00428	0.00094	1	0	1.31952	0.40390	3.27788
1.07	7.279051	1.098038	6.435345	17.186274	5.081035	18.376310	6.487916	17.257418	4.979424	16.193756	6.900591	15.400494	166.882111	0	63.902569	85.975021	43.297604	8.080276	19.053785	8.051628	-1.050270	16.587902	8.117481	16.075478	8.388248	15.346132	9.627961	16.651167	10.640283	15.544297	10.652964	16.397564	0	-0.01859	0.00596	-0.02031	-0.01968	0.00870	-0.01193	0.00347	0.00371	0	0	1.15339	0.40480	3.27759
1.08	7.268581	1.069270	6.449135	17.120213	5.046786	18.248842	6.495515	17.179417	4.909891	16.078976	6.877733	15.270225	166.404480	0	61.619751	84.944977	45.480515	8.080925	18.901136	8.005260	-4.915289	16.556879	8.074115	15.944114	8.327107	15.248962	9.522470	16.594625	10.551769	15.503506	10.583190	16.339663	0	-0.01872	0.00338	-0.01517	-0.00963	0.00622	-0.01539	0.00434	0.00150	0	0	0.95078	0.40615	3.27744
1.09	7.261043	1.056225	6.447394	17.037670	5.043721	18.093227	6.499304	17.088152	4.890045	15.922730	6.856959	15.133850	166.205170	0	58.069164	82.484421	46.145004	8.047341	18.742630	7.980556	-8.607614	16.484663	8.038127	15.841248	8.289893	15.106244	9.426572	16.501915	10.455756	15.410687	10.497668	16.261246	0	-0.01684	0.00569	-0.01719	-0.01502	0.00880	-0.01233	0.00377	0.00283	0	0	0.71739	0.40764	3.27683
