"Time"	"44 miry (cm)"	"43 mirx (cm)"	"42 CoMy (cm)"	"41 CoMx (cm)"	"40 FRy (cm)"	"39 FRx (cm)"	"38 FLy (cm)"	"37 FLx (cm)"	"36 HRy (cm)"	"35 HRx (cm)"	"34 HLy (cm)"	"33 HLx (cm)"	"32 MTP ang"	"31 Keyboard"	"30 ankle ang"	"29 knee ang"	"28 hip ang"	"27 FLty (cm)"	"26 FLtx (cm)"	"25 toey (cm)"	"801 toex (cm)"	"24 toex (cm)"	"23 MTPy (cm)"	"22 MTPx (cm)"	"21 anky (cm)"	"20 ankx (cm)"	"19 kny (cm)"	"18 knx (cm)"	"17 Hipy (cm)"	"16 Hipx (cm)"	"15 Cry (cm)"	"14 Crx (cm)"	"12 Sync"	"11 Gr"	"10 St"	"9 TA"	"8 Gs"	"7 VL"	"6 BF"	"5 Ip"	"4 GM"	"46 sw offset"	"45 sw onset"	"3 Platform"	"2 Trdml"	"1 Synch"
3.07	7.127223	0.919504	6.081038	16.281294	4.753733	18.200872	6.658557	16.988993	4.916183	14.133581	7.034795	15.028999	154.934601	0	49.797466	89.676003	72.535713	8.017218	18.625410	7.946022	-8.407562	14.640800	8.016948	14.026679	8.391758	13.418653	8.952351	15.129131	10.375085	14.653918	10.390345	15.523147	0	-0.01805	0.00291	-0.02112	-0.00714	0.00814	-0.01339	0.00479	0.00178	0	0	-1.42151	0.40781	3.27744
3.08	7.142925	0.905143	6.059286	16.237631	4.739702	18.237888	6.645685	16.895969	4.913428	14.044771	7.020651	14.997789	150.829666	0	49.142742	87.603531	73.236824	8.056106	18.691925	7.989469	-9.260594	14.565335	8.032540	13.961248	8.441757	13.337055	8.934667	15.068205	10.358884	14.597475	10.382072	15.467095	0	-0.01671	0.00352	-0.02062	-0.01253	0.00940	-0.01238	0.00580	0.00286	0	0	-1.47796	0.40772	3.27834
3.09	7.139632	0.905276	6.040907	16.210915	4.736661	18.301332	6.632095	16.790174	4.924520	13.941610	7.007527	14.925967	146.983398	0	50.774418	86.951645	73.931976	8.081650	18.759703	7.998201	-11.339432	14.451100	8.032813	13.841531	8.476546	13.236718	8.927459	14.979312	10.357594	14.526856	10.380042	15.391131	0	-0.01777	0.00410	-0.01976	-0.01307	0.00851	-0.01472	0.00396	0.00251	0	0	-1.47874	0.40836	3.27668
3.10	7.148201	0.905058	6.037294	16.146320	4.720098	18.384569	6.644880	16.696259	4.918300	13.839861	7.009854	14.952888	144.662354	0	52.621284	87.080444	73.498840	8.040884	18.938074	7.997088	-12.390529	14.342735	8.031094	13.745982	8.494843	13.165063	8.930992	14.911420	10.365877	14.474315	10.372535	15.339070	0	-0.01727	0.00379	-0.02026	-0.01477	0.00850	-0.01355	0.00357	0.00229	0	0	-1.41505	0.40729	3.27682
3.11	7.133010	0.919869	6.038576	16.095188	4.724386	18.367870	6.630664	16.590460	4.914618	13.736331	7.002193	14.990127	143.021362	0	52.990406	87.425011	74.047836	7.930173	19.017160	8.014565	-12.611024	14.206583	8.042199	13.650122	8.511977	13.086707	8.922053	14.839373	10.365775	14.432371	10.362658	15.289506	0	-0.02111	-0.00909	-0.01809	-0.01362	0.00904	-0.01181	0.00509	0.00264	0	0	-1.30082	0.40580	3.27713
3.12	7.148181	0.916911	6.021487	16.058304	4.732135	18.249516	6.633796	16.484838	4.926155	13.632473	7.001546	15.031157	134.913788	0	57.192406	84.954140	75.735077	7.909689	18.870382	8.002134	-11.715718	14.076895	8.028444	13.528195	8.602166	13.008541	8.894923	14.784509	10.347738	14.411313	10.349786	15.252779	0	-0.01715	0.00339	-0.01226	-0.01233	0.00773	-0.01247	0.00281	0.00814	0	0	-1.12265	0.40439	3.27775
3.13	7.154079	0.902225	6.009003	16.005056	4.728129	18.160553	6.638784	16.390524	4.931024	13.557198	7.001025	15.033073	133.558777	0	56.765022	84.186951	78.229103	7.886898	18.784861	8.023196	-11.331053	13.974276	8.053715	13.440683	8.644654	12.939804	8.865593	14.726154	10.327941	14.392206	10.343912	15.229464	0	-0.01855	0.00322	-0.02399	-0.01090	0.00747	-0.00926	0.00753	0.21292	0	0	-0.91627	0.40183	3.27728
3.14	7.138659	0.910184	5.990113	15.973135	4.730896	18.045267	6.617720	16.283428	4.917555	13.429487	6.997251	15.112921	126.963051	0	60.518940	82.230064	80.495056	7.894245	18.650160	8.024993	-12.692373	13.849957	8.065187	13.281145	8.732280	12.849421	8.840193	14.646139	10.311586	14.354608	10.336930	15.207262	0	-0.01781	0.00363	-0.02104	-0.01937	0.00741	-0.00999	0.00889	0.01821	0	0	-0.65857	0.39900	3.27774
3.15	7.127650	0.923031	5.987866	15.926394	4.730429	17.965099	6.619083	16.173115	4.918826	13.333734	6.989929	15.091051	123.721992	0	63.226536	81.561996	81.893875	7.879837	18.501678	8.004951	-11.599724	13.723977	8.055202	13.183297	8.778763	12.791909	8.830200	14.591162	10.307065	14.328742	10.336564	15.186572	0	-0.01321	0.00152	-0.02073	-0.01374	0.01246	-0.00205	0.01420	0.00831	0	0	-0.38674	0.40001	3.27682
3.16	7.134724	0.906361	5.980100	15.897550	4.721239	17.860664	6.621901	16.094465	4.922255	13.239958	6.980639	14.935391	119.814514	0	64.807465	81.441330	84.007996	7.856718	18.408108	8.028932	-10.936539	13.612596	8.069046	13.087727	8.811834	12.734324	8.819779	14.534278	10.302063	14.304502	10.344217	15.160429	0	0.00538	-0.00518	-0.03112	-0.01509	0.00923	-0.01082	0.00488	0.00167	0	0	-0.08691	0.39897	3.27744
3.17	7.129336	0.906694	5.977897	15.878676	4.727612	17.763914	6.609790	16.007847	4.920210	13.130867	6.989842	14.846859	117.122055	0	67.801628	81.371147	85.911491	7.853024	18.332973	8.029038	-10.701272	13.515673	8.082486	12.985766	8.837318	12.690506	8.811076	14.490314	10.297216	14.286910	10.352503	15.140693	0	-0.01332	0.01998	-0.02172	-0.01813	0.01622	-0.00365	0.00952	0.01015	0	0	0.20471	0.39779	3.27789
3.18	7.123011	0.910976	5.977269	15.827493	4.724601	17.656443	6.602074	15.970596	4.932122	13.020085	6.985113	14.762109	113.514771	0	70.320747	81.849083	87.478348	7.859540	18.255497	8.030422	-11.109881	13.397135	8.084060	12.873608	8.868005	12.623846	8.804915	14.422713	10.296286	14.262218	10.350383	15.117162	0	-0.02219	0.00186	-0.01801	-0.01708	0.00948	-0.01287	0.00664	0.00378	0	0	0.47786	0.40240	3.27819
3.19	7.148821	0.894465	5.977037	15.802795	4.720787	17.550945	6.601253	15.944972	4.936124	12.931212	6.976410	14.674583	111.333809	0	69.985031	81.887848	88.835823	7.852684	18.145182	8.039915	-11.225589	13.284436	8.087687	12.779774	8.926929	12.540339	8.798606	14.335739	10.294896	14.230479	10.338050	15.094331	0	-0.01746	0.00533	-0.02198	-0.01215	-0.00817	-0.01275	0.00340	0.00282	0	0	0.76110	0.40177	3.27698
3.20	7.146495	0.898742	5.970663	15.790211	4.725766	17.442211	6.620701	16.000387	4.933826	12.840677	6.983014	14.549715	110.369865	0	71.360390	81.764694	90.503098	7.848085	18.032803	8.044270	-10.247881	13.172185	8.105821	12.677854	8.959742	12.476405	8.791399	14.268485	10.289515	14.193410	10.341088	15.068583	0	-0.01974	0.00122	-0.02194	-0.01382	-0.01553	-0.01124	0.00627	0.00468	0	0	0.98458	0.39812	3.27699
3.21	7.141847	0.894562	5.977047	15.757807	4.715538	17.345463	6.650122	16.219992	4.962828	12.754725	6.981859	14.450690	106.353951	0	74.941383	81.374481	91.086494	7.856594	17.910353	8.058655	-8.424449	13.086043	8.126563	12.579051	8.997033	12.445470	8.798460	14.234484	10.297254	14.174500	10.348927	15.049842	0	-0.01937	0.00487	-0.02015	-0.01322	0.00851	-0.01048	0.00648	0.00272	0	0	1.18365	0.39737	3.27683
3.22	7.139357	0.890584	5.979644	15.745266	4.724016	17.247934	6.703187	16.627583	4.957840	12.655963	6.958191	14.331644	105.732384	0	77.348541	81.260223	91.768677	7.865588	17.817451	8.056652	-8.371722	12.995467	8.148947	12.494737	9.032690	12.412933	8.802132	14.198074	10.301668	14.161936	10.349691	15.034758	0	-0.01617	0.03859	-0.02092	-0.01143	0.00758	-0.01231	0.00458	0.01075	0	0	1.33740	0.40051	3.27760
3.23	7.137345	0.898430	5.980633	15.787827	4.731422	17.154505	6.697783	16.994146	4.946430	12.573281	6.971801	14.240491	103.730881	0	78.497002	81.642624	92.310524	7.865543	17.732599	8.068037	-7.534458	12.919320	8.166101	12.415729	9.094506	12.371768	8.819397	14.150619	10.319353	14.161983	10.347976	15.035673	0	-0.01224	0.00450	-0.01666	-0.01233	0.00764	-0.01221	0.00386	0.00215	0	0	1.43704	0.40103	3.27788
3.24	7.143778	0.902644	5.977311	15.815899	4.731998	17.050631	6.615516	17.274971	4.950302	12.494253	6.966392	14.138527	101.419579	0	82.081512	81.666542	91.581528	7.876061	17.631176	8.076055	-5.419746	12.844558	8.192727	12.339424	9.147723	12.365885	8.850481	14.141170	10.350161	14.171841	10.356444	15.050276	0	-0.01766	-0.00279	-0.02294	-0.01256	0.00849	-0.01140	0.00541	0.00200	0	0	1.47689	0.39605	3.27788
3.25	7.151824	0.893684	5.982677	15.836787	4.745834	16.937096	6.573327	17.556276	4.940473	12.428239	6.968824	14.026835	100.697380	0	86.156517	82.080727	90.316086	7.890674	17.555733	8.080784	-1.123550	12.813644	8.235306	12.277132	9.195329	12.376123	8.891114	14.150229	10.390366	14.197629	10.367396	15.078033	0	-0.01894	0.00532	-0.01517	-0.01320	0.00842	-0.01352	0.00294	0.00160	0	1	1.46854	0.39747	3.27834
3.26	7.140937	0.902301	5.989852	15.878697	4.756087	16.842205	6.568101	17.838881	4.886226	12.456671	6.969266	13.928265	117.270454	0	77.831497	79.926987	91.354843	7.898437	17.499300	8.083155	2.307999	12.818684	8.299809	12.401855	9.329699	12.421165	8.916694	14.172358	10.414347	14.256019	10.386581	15.119232	0	-0.01834	0.00422	-0.02192	-0.01138	0.00797	-0.01246	0.00519	0.00325	0	0	1.39203	0.40044	3.27743
3.27	7.115122	0.925258	5.988029	15.921618	4.770175	16.734108	6.602153	18.034754	4.748785	12.651707	6.974652	13.861319	147.392105	0	69.346207	70.119949	88.261383	7.884407	17.380915	8.041754	17.306879	12.846078	8.463116	12.585361	9.608196	12.600241	8.952109	14.276411	10.451593	14.315580	10.402470	15.184631	0	-0.01648	0.00289	-0.02148	-0.01993	0.00772	-0.01296	0.00565	0.00309	0	0	1.26798	0.39960	3.27743
3.28	7.138658	0.893915	5.987886	15.968352	4.753990	16.642389	6.605452	18.277813	4.762164	12.963218	6.974644	13.780025	167.750244	0	54.090790	70.140251	86.074768	7.896780	17.302151	8.102311	28.780214	13.210990	8.667763	12.959750	9.609138	12.694645	8.988719	14.383916	10.488446	14.391953	10.425220	15.246154	0	-0.01792	0.00440	-0.02061	-0.01677	0.00845	-0.01418	0.00472	0.00072	0	0	1.08821	0.40247	3.27698
3.29	7.133675	0.896017	5.992076	16.046637	4.759076	16.570557	6.556283	18.616844	4.920988	13.333026	6.975420	13.722776	161.881042	0	45.587658	73.411842	80.077515	7.900822	17.189312	8.177141	35.652359	13.438989	8.688694	13.298271	9.379396	12.841769	9.038829	14.608783	10.531230	14.460381	10.467061	15.325150	0	-0.01456	0.00960	-0.01943	-0.01795	0.00618	-0.00801	0.01290	0.00238	0	0	0.87009	0.40312	3.27819
3.30	7.137029	0.894979	6.007835	16.122902	4.767365	16.477594	6.519439	18.913895	4.891679	13.829360	6.962909	13.604738	164.439789	0	40.829487	77.588402	77.804314	7.895724	17.080021	8.056272	62.335072	13.939881	8.586647	13.624125	9.173663	13.009048	9.085314	14.805956	10.564118	14.555919	10.525290	15.411219	0	-0.01957	0.00351	-0.01640	-0.01609	0.00822	-0.01080	0.00610	0.00322	0	0	0.62380	0.39881	3.27728
3.31	7.151816	0.910277	6.014795	16.212400	4.776214	16.362436	6.493160	18.962841	4.792631	14.366449	6.956991	13.448266	178.622650	0	36.440361	83.722549	74.039574	7.877497	16.951458	8.139731	66.835678	14.652320	8.446849	14.151266	8.985596	13.219639	9.184940	15.008286	10.648598	14.680139	10.600020	15.516557	0	-0.01588	0.00290	-0.01537	-0.01467	0.00746	-0.01025	0.00934	0.00341	0	0	0.33067	0.39604	3.27804
3.32	7.153767	0.915416	5.999549	16.321888	4.757577	16.314034	6.499978	18.827787	4.716260	14.806380	6.957409	13.358982	178.166992	0	41.232315	90.804680	64.841789	7.887217	16.856922	8.133772	56.369717	15.288795	8.306607	14.754039	8.633159	13.748079	9.342990	15.399454	10.727915	14.827058	10.688387	15.664639	0	-0.01669	0.00347	-0.01877	-0.00253	0.00854	-0.01402	0.00466	0.00233	0	0	0.04819	0.39714	3.27774
3.33	7.141316	0.912708	5.984620	16.414442	4.755120	16.223703	6.523010	18.717308	4.753109	15.276969	6.918083	13.270406	163.249176	0	53.259285	92.241066	60.014320	7.879476	16.704153	8.082920	31.469570	15.775023	8.129581	15.214051	8.536543	14.181292	9.483788	15.711747	10.789110	14.972826	10.782055	15.830626	0	-0.01700	0.00381	-0.02145	-0.01103	0.00850	-0.01276	0.00480	0.00179	0	0	-0.26146	0.39869	3.27668
3.34	7.129717	0.924465	5.998333	16.525206	4.764920	16.178127	6.552368	18.636101	4.791622	15.390880	6.834730	13.190441	157.750946	0	58.214268	94.809685	62.261204	7.890507	16.597383	7.984586	4.019468	15.897671	8.014121	15.365561	8.492894	14.336702	9.479062	15.842369	10.798019	15.128797	10.808060	15.984428	0	-0.01747	0.00575	-0.02464	-0.01455	0.00722	-0.01133	0.00601	0.01245	1	0	-0.56083	0.40363	3.27759
3.35	7.134729	0.909133	6.011181	16.636944	4.719307	16.353971	6.570650	18.545385	4.806552	15.253635	6.793478	13.170187	155.622787	0	57.248211	95.146591	66.799179	8.064238	16.562586	7.952672	-7.119977	15.854957	7.996113	15.220910	8.490188	14.303102	9.361511	15.878111	10.733876	15.272668	10.742825	16.120750	0	-0.01693	-0.00415	-0.01018	-0.01411	0.00974	-0.01045	0.00585	-0.00470	0	0	-0.81245	0.40328	3.27759
3.36	7.135168	0.898749	6.006944	16.715441	4.855356	16.893436	6.564262	18.431929	4.793300	15.165717	6.816765	13.264436	152.367599	0	56.073669	94.377357	66.649895	8.037204	17.102009	7.944724	-9.613675	15.764257	7.987936	15.132307	8.537374	14.237144	9.284615	15.874536	10.692704	15.357779	10.645520	16.202103	0	-0.01752	0.00487	-0.02130	-0.01278	0.00833	-0.01266	0.00510	0.00113	0	0	-1.05128	0.40355	3.27759
3.37	7.138084	0.908907	5.989435	16.811720	4.878616	17.463310	6.572643	18.352873	4.813645	15.073471	6.899891	13.527896	151.494919	0	54.524448	93.171272	66.675461	7.956814	17.781939	7.940235	-10.294337	15.669880	7.989325	15.034992	8.542997	14.180009	9.205545	15.853608	10.628627	15.379481	10.555135	16.237013	0	-0.01659	0.00547	-0.01857	-0.01317	0.00772	-0.01279	0.00526	0.00023	0	0	-1.23276	0.40265	3.27714
3.38	7.146184	0.927332	5.945289	16.846453	4.779228	18.092211	6.561800	18.248587	4.814253	14.975780	6.595822	18.246490	147.495239	0	53.728409	90.784836	68.561043	8.025686	18.367357	7.952507	-11.647051	15.554177	7.989142	14.937138	8.586624	14.111115	9.137794	15.824488	10.571878	15.384744	10.504866	16.257397	0	-0.01656	0.00438	-0.01448	-0.00892	0.00734	-0.01126	0.00470	0.03793	0	0	-1.37846	0.40440	3.27622
3.39	7.141604	0.936385	5.921443	16.891491	4.695236	18.657162	6.565881	18.159521	4.802273	14.889701	4.051061	6.703312	142.522049	0	56.440350	87.821251	69.794868	8.418462	14.435799	7.962464	-10.741945	15.439488	8.008985	14.814369	8.651513	14.094008	9.108458	15.835024	10.543793	15.399351	10.492602	16.281736	0	-0.01647	0.00499	-0.01981	-0.01480	0.00649	-0.01201	0.00458	0.00385	0	0	-1.46559	0.40253	3.27758
3.40	7.128987	0.933730	5.925660	16.931772	4.686922	18.973108	6.588827	18.064384	4.818834	14.790356	5.933332	16.847610	139.996887	0	56.957649	86.369499	70.802391	8.341396	16.489693	7.970013	-9.854119	15.339732	8.014600	14.770701	8.691071	14.081885	9.079854	15.839311	10.520937	15.423234	10.473004	16.310335	0	-0.01777	0.00577	-0.01931	-0.01083	0.00906	-0.02406	0.00869	-0.00106	0	0	-1.48634	0.39871	3.27654
3.41	7.109944	0.950107	5.955127	16.957504	4.686279	19.220976	6.582201	17.954700	4.814050	14.674375	6.559102	17.867056	131.960480	0	60.957314	85.968124	71.952194	7.970322	19.798502	7.997904	-10.561149	15.256528	8.019491	14.649223	8.720242	14.062858	9.059864	15.830523	10.509373	15.444633	10.460645	16.332832	0	-0.01790	0.00351	-0.01996	-0.01015	0.03372	0.00115	0.00350	-0.00439	0	0	-1.44914	0.39767	3.27743
3.42	7.125863	0.927817	5.963526	17.016207	4.624418	19.359869	6.575437	17.861065	4.818354	14.587527	6.127187	14.918616	130.282715	0	63.782784	85.106537	74.327080	7.983261	19.873966	7.984083	-12.991660	15.125500	8.042080	14.542843	8.775041	14.038019	9.036133	15.818926	10.496250	15.475545	10.458775	16.355335	0	-0.01585	0.00562	-0.02008	-0.00545	0.01791	-0.01234	0.00305	0.00421	0	0	-1.34769	0.39815	3.27743
3.43	7.145456	0.909975	5.954306	17.086716	4.531363	19.407892	6.589336	17.769581	4.813265	14.474359	6.554154	17.403540	129.316467	0	64.484955	84.729370	77.256508	8.038097	20.054392	7.988935	-12.533386	14.989849	8.064581	14.449743	8.807875	13.997002	8.990681	15.787679	10.462615	15.498907	10.437601	16.370504	0	-0.01749	0.00193	-0.02115	-0.01263	0.00748	-0.00762	0.01079	0.00298	0	0	-1.20117	0.40077	3.27744
3.44	7.123778	0.940408	5.964357	17.125484	4.447108	19.396757	6.576196	17.686314	4.814762	14.390954	6.862007	10.365193	122.691902	0	69.018600	83.211975	79.538818	8.036266	20.090567	7.991237	-12.544150	14.868850	8.068370	14.341888	8.845376	13.989964	8.951679	15.786708	10.428087	15.521753	10.423707	16.396692	0	-0.01561	0.00488	-0.01854	-0.01255	0.04164	-0.01161	0.00660	0.00298	0	0	-0.99590	0.40340	3.27743
3.45	7.107997	0.955565	5.957926	17.187616	4.400503	19.361326	6.548202	17.602657	4.851428	14.282848	4.434238	19.307285	113.678093	0	74.367577	80.332848	82.551598	7.906069	20.074268	8.013049	-10.260636	14.735942	8.095932	14.212946	8.937904	13.992462	8.907866	15.792142	10.390551	15.564970	10.409823	16.439529	0	-0.01899	0.00484	-0.01998	-0.01068	0.00868	-0.01134	0.00487	0.00308	0	0	-0.76777	0.40421	3.27743
3.46	7.122876	0.938929	5.930574	17.217329	4.394791	19.249893	6.561935	17.552177	4.877165	14.179041	7.014184	16.264675	112.140793	0	77.108002	79.947823	86.123619	7.834681	20.018532	8.001121	-8.492321	14.660255	8.127307	14.133979	8.999223	14.001308	8.866569	15.796291	10.358672	15.644056	10.388193	16.511545	0	-0.01431	0.00512	-0.01956	-0.01548	0.00869	-0.01262	0.00512	0.00115	0	0	-0.48657	0.40125	3.27699
3.47	7.132388	0.919958	5.903327	17.247400	4.403172	19.130592	6.570868	17.479013	4.873092	14.111355	6.999249	16.140209	110.331367	0	79.199394	78.337837	87.422722	7.820310	19.901260	8.002733	-6.187238	14.568825	8.171935	14.048480	9.114570	14.010350	8.849082	15.790635	10.346757	15.707417	10.355913	16.577206	0	-0.01686	-0.00067	-0.01055	-0.01103	0.00750	-0.01351	0.00588	0.00145	0	0	-0.20735	0.40286	3.27804
3.48	7.139582	0.908759	5.894591	17.263357	4.404879	19.051579	6.552357	17.504082	4.847528	14.056759	6.984972	16.082577	110.408051	0	79.760117	78.815628	86.578529	7.799997	19.783617	8.017344	-1.350742	14.536474	8.201907	14.027254	9.179957	14.023358	8.867138	15.795962	10.366821	15.765173	10.332742	16.634092	0	-0.01756	0.00410	-0.01841	-0.01409	0.00836	-0.01385	0.00480	0.00159	0	1	0.09072	0.40307	3.27667
3.49	7.133704	0.903140	5.900871	17.289585	4.425220	18.945814	6.583733	17.654240	4.829988	14.046297	6.987106	15.980922	114.132065	0	79.199379	79.256950	84.789284	7.784853	19.648779	8.028834	3.080799	14.536474	8.246461	14.038700	9.241592	14.037127	8.907091	15.805774	10.407089	15.804902	10.328983	16.666960	0	-0.01613	0.00260	-0.01493	-0.01377	0.00899	-0.01052	0.00630	0.02003	0	0	0.37999	0.39869	3.27728
3.50	7.128777	0.904066	5.880309	17.270954	4.436686	18.852554	6.614719	18.000202	4.712114	14.176391	6.979060	15.884245	123.766144	0	71.437584	76.565529	82.423965	7.806606	19.544024	8.025907	6.086265	14.597877	8.234740	14.214120	9.304070	14.094866	8.921711	15.853365	10.421387	15.822808	10.324080	16.688953	0	-0.01783	0.00441	-0.01874	-0.01406	0.00916	-0.01753	0.00740	-0.00763	0	0	0.64650	0.39442	3.27698
3.51	7.128122	0.909632	5.842337	17.277905	4.429041	18.753185	6.501162	18.421953	4.676057	14.388863	6.969307	15.810586	174.781158	0	56.746868	73.392403	79.200165	7.811898	19.457256	8.022161	17.654684	14.655643	8.561852	14.452324	9.354411	14.166533	8.938561	15.917820	10.436145	15.832784	10.321262	16.699554	0	-0.01858	0.00270	-0.01960	-0.01351	0.00848	-0.01160	0.00513	0.02179	0	0	0.90436	0.36548	3.27714
3.52	7.129051	0.903623	5.829608	17.315483	4.439745	18.656040	6.404272	18.811459	4.722883	14.681848	6.968119	15.711101	177.169662	0	48.960892	73.359589	77.362793	7.822477	19.355076	8.013263	25.633612	14.964518	8.493255	14.692770	9.260041	14.240269	8.931948	16.010082	10.423170	15.849716	10.325349	16.708244	0	-0.01713	0.00461	-0.01857	-0.02245	0.00871	-0.01010	0.00217	-0.00063	0	0	1.11766	0.39837	3.27668
3.53	7.139555	0.897904	5.824904	17.336664	4.433007	18.546438	6.342478	19.151962	4.813667	14.920175	6.997358	15.621922	178.712753	0	48.580009	74.130211	75.183701	7.832381	19.257030	7.962519	15.075609	15.144556	8.408873	14.812032	9.097095	14.319178	8.914811	16.109913	10.391754	15.847960	10.320998	16.697857	0	-0.01509	0.00019	-0.02045	-0.01642	0.00793	-0.00402	0.00734	0.00680	0	0	1.28359	0.40257	3.27698
3.54	7.123368	0.904216	5.835753	17.351255	4.427046	18.447628	6.470543	19.539288	4.857737	15.155342	6.998335	15.480317	175.321762	0	43.145107	74.606468	73.868889	7.848077	19.197916	7.946842	26.000744	15.311777	8.351660	14.975853	8.974241	14.369042	8.892073	16.167105	10.354928	15.835369	10.305133	16.685026	0	-0.01666	0.00333	-0.02106	-0.01317	0.00327	-0.01414	0.00488	0.00227	0	0	1.39924	0.40622	3.27744
3.55	7.114448	0.913446	5.840968	17.377169	4.460502	18.305485	6.483925	19.623190	4.858617	15.323024	7.028354	15.414696	179.765503	0	34.849449	74.535156	72.931900	7.823484	19.052938	8.003961	24.371492	15.660534	8.361731	15.146967	8.859957	14.425509	8.866562	16.225481	10.310766	15.820211	10.290055	16.671947	0	-0.01770	0.00095	-0.02009	-0.01810	0.00721	-0.01320	0.00498	0.00227	0	0	1.47006	0.41075	3.27774
3.56	7.127400	0.912335	5.835666	17.393761	4.470827	18.198708	6.196978	18.676811	4.846942	15.440757	6.500341	16.242926	178.980682	0	31.343475	77.491997	74.803658	7.827884	18.959103	8.006669	16.051447	15.794503	8.282821	15.274766	8.724191	14.443619	8.830050	16.240494	10.272808	15.830070	10.282792	16.669632	0	-0.01713	0.00353	-0.01992	-0.01161	0.01099	-0.01132	0.00466	0.00379	0	0	1.47822	0.41085	3.27880
3.57	7.135848	0.909160	5.829472	17.408171	4.472383	18.109182	6.418720	19.517481	4.828266	15.637711	5.884947	17.201036	179.006348	0	31.234625	76.816910	72.994270	7.825401	18.834566	7.995314	21.963449	15.968963	8.236202	15.420407	8.632459	14.558947	8.837256	16.347174	10.249180	15.841174	10.288484	16.671318	0	-0.01542	0.00397	-0.02028	-0.02616	0.00892	-0.01045	0.00656	0.00238	0	0	1.43495	0.41041	3.27622
3.58	7.115733	0.929537	5.829470	17.426285	4.475201	18.004606	6.458096	19.688080	4.794191	15.881814	5.819885	17.357384	176.762192	0	32.258854	79.192741	66.035629	7.827941	18.722208	8.011616	25.238865	16.225519	8.176265	15.648140	8.403582	14.821399	8.925364	16.542658	10.252224	15.846889	10.306140	16.679014	0	-0.01769	0.00332	-0.01955	-0.01747	0.00519	-0.01347	0.01170	0.00292	0	0	1.32018	0.40353	3.27712
3.59	7.128276	0.927469	5.841294	17.433662	4.472162	17.925817	6.461181	19.720852	4.785726	16.060778	5.822656	17.369722	174.798401	0	39.936966	80.750832	55.507507	7.817839	18.598654	8.043674	31.571848	16.480686	8.082254	15.969995	8.204019	15.243041	9.115579	16.795048	10.270030	15.837398	10.346628	16.681597	0	-0.01175	0.03103	-0.01922	-0.01618	0.00190	-0.01583	0.00063	0.00559	0	0	1.16589	0.40341	3.27668
3.60	7.133084	0.917788	5.827497	17.438541	4.482818	17.825319	6.461105	19.662544	4.763616	16.294100	5.155438	11.229633	174.144394	0	45.407749	83.017715	51.788502	7.791224	18.435522	7.999985	21.883472	16.855366	8.027813	16.283867	8.156242	15.438640	9.233321	16.880259	10.316843	15.843125	10.400076	16.701998	0	-0.01969	0.00141	-0.02747	-0.01244	0.00871	-0.01263	0.00623	0.00368	0	0	0.95923	0.40060	3.27713
3.61	7.122030	0.956412	5.771485	17.442200	4.475921	17.749868	6.439640	19.571478	4.751513	16.397701	4.690109	7.178676	172.085480	0	49.933998	84.344818	50.969280	7.782233	18.311283	7.960176	1.887190	16.918669	7.985479	16.450045	8.151323	15.554425	9.295015	16.944376	10.353753	15.881799	10.444421	16.734003	0	-0.01899	0.00659	-0.01744	-0.01327	0.00760	-0.01503	0.00419	0.00185	1	0	0.71673	0.39670	3.27683
3.62	7.124548	0.984020	5.700007	17.449751	4.451794	17.676092	6.392560	19.514490	4.735826	16.282158	6.996934	14.551415	166.996399	0	50.873116	85.383926	54.345730	7.793939	18.206545	7.947119	-5.058726	16.899582	7.952600	16.353374	8.156506	15.509198	9.247136	16.941135	10.363366	15.939223	10.455308	16.777925	0	-0.01818	0.00391	-0.02135	-0.01397	0.00833	-0.01300	0.00648	0.00166	0	0	0.45644	0.40027	3.27744
3.63	7.158136	0.988483	5.662682	17.480701	4.470318	17.660219	6.396801	19.503786	4.758981	16.240150	6.999804	14.581760	167.277451	0	49.662285	85.557098	57.576023	7.811175	18.178011	7.971197	-7.050162	16.821411	7.997437	16.260498	8.218511	15.457948	9.231824	16.945595	10.402382	16.007677	10.495275	16.851830	0	-0.01786	0.00324	-0.01599	-0.01259	0.00906	-0.01162	0.00571	-0.00921	0	0	0.15308	0.40191	3.27758
3.64	7.184662	1.007327	5.629191	17.491631	4.496572	17.588278	6.393501	19.490168	4.772430	16.162136	6.932199	14.698141	164.957321	0	46.871140	86.620384	62.178879	7.838026	18.095369	7.988642	-7.725204	16.751289	7.998516	16.177803	8.244992	15.319892	9.167782	16.865305	10.408021	16.021753	10.502711	16.865829	0	-0.01772	0.00395	-0.02125	-0.01271	0.00891	-0.01321	0.00693	-0.00648	0	0	-0.14877	0.40276	3.27653
3.65	7.216367	1.019473	5.606874	17.491789	4.524024	17.537598	6.383532	19.455948	4.792960	16.110794	6.981111	15.071388	166.401688	0	44.136696	85.507095	63.140522	7.884864	18.042000	8.023009	-6.072190	16.672573	8.045346	16.128996	8.303658	15.225497	9.153747	16.812113	10.416368	16.002312	10.503227	16.855198	0	-0.01683	0.00751	-0.01561	-0.00900	0.00900	-0.01280	0.00826	0.00131	0	0	-0.43781	0.39865	3.27774
