"Time","46 sw offset","45 sw onset","23 toex (cm)","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
1.90,0,0,13.177328,-0.01598,0.00285,-0.01918,-0.01294,0.00584,-0.00918,0.00620,0.00206,-1.47820,0.09883,3.27637
1.91,0,0,13.106347,-0.01641,0.00316,-0.01938,-0.01453,0.00872,-0.01279,0.00357,0.00435,-1.47854,0.09891,3.27638
1.92,0,0,12.989926,-0.01380,0.00121,-0.02126,-0.01345,0.01260,-0.01534,0.01291,0.00170,-1.47941,0.09925,3.27727
1.93,0,0,12.892079,-0.01969,0.00518,-0.02020,-0.01315,0.00933,-0.03022,0.00466,0.00273,-1.47781,0.09979,3.27702
1.94,0,0,12.833385,-0.01877,0.00224,-0.02100,-0.01302,0.00972,-0.00338,0.00576,0.00291,-1.48087,0.09973,3.27648
1.95,0,1,14.312864,-0.01711,0.00236,-0.02109,-0.01479,0.00818,-0.01316,0.00455,0.00071,-1.47947,0.09958,3.27719
1.96,0,0,12.254997,-0.01851,0.00572,-0.01304,-0.01204,0.00832,-0.01318,0.04515,0.00359,-1.47831,0.09886,3.27684
1.97,0,0,13.112462,-0.01892,0.00084,-0.02356,-0.01617,0.00809,-0.01299,-0.00072,-0.00833,-1.47827,0.09785,3.27751
1.98,0,0,14.082033,-0.01744,0.00270,-0.02272,-0.01347,0.00835,-0.01365,0.00995,-0.00892,-1.47945,0.09700,3.27744
1.99,0,0,14.935606,-0.01545,0.00236,-0.02004,-0.01438,0.00819,-0.01181,0.00793,-0.00275,-1.47858,0.09801,3.27788
2.00,1,0,15.374955,-0.01844,0.00316,-0.02318,-0.01124,0.00864,-0.01268,0.00567,0.00577,-1.47853,0.09813,3.27655
2.01,0,0,15.368557,-0.01866,0.00360,-0.01902,-0.01497,0.00792,-0.01238,0.00648,0.00275,-1.47846,0.09892,3.27704
2.02,0,0,14.993292,-0.01779,0.00421,-0.02227,-0.02010,0.00768,-0.01375,0.00454,0.00284,-1.47573,0.09946,3.27678
2.03,0,0,14.854065,-0.01831,0.00353,-0.02055,-0.01380,0.00785,-0.01077,0.00539,0.00374,-1.47910,0.09930,3.27757
2.04,0,0,14.655053,-0.02098,0.00555,-0.02081,-0.01789,0.00844,-0.01201,0.00536,0.00159,-1.48021,0.09985,3.27707
2.05,0,0,14.620504,-0.01761,0.00313,-0.01958,-0.01400,0.00831,-0.01218,0.00592,0.00289,-1.48118,0.10050,3.27696
2.06,0,0,14.467608,-0.01740,0.00350,-0.02115,-0.01399,0.00870,-0.01304,0.00446,0.00202,-1.47778,0.10123,3.27679
2.07,0,0,14.387837,-0.01814,0.00431,-0.02204,-0.01307,0.00782,-0.01303,0.00514,0.00233,-1.48142,0.10109,3.27634
2.08,0,0,14.334161,-0.01407,0.00381,-0.01968,-0.01301,0.00765,-0.01196,0.00589,0.00333,-1.48015,0.09983,3.27666
2.09,0,0,14.172781,-0.02022,0.00516,-0.02066,-0.01485,0.00874,-0.01299,0.00537,0.00121,-1.47855,0.09972,3.27719
2.10,0,0,13.982531,-0.01751,0.00330,-0.02121,-0.01258,0.00826,-0.01272,0.00515,0.00326,-1.48076,0.10012,3.27740
2.11,0,0,13.878361,-0.01818,0.00363,-0.02000,-0.01390,0.00752,-0.01244,0.00555,0.00400,-1.48029,0.10069,3.27584
2.12,0,0,13.761968,-0.01962,0.00450,-0.02015,-0.01458,0.00823,-0.01311,0.00547,0.00157,-1.47971,0.10109,3.27704
2.13,0,0,13.688227,-0.02076,0.00254,-0.02049,-0.01440,0.00813,-0.01171,0.00352,0.00542,-1.48180,0.10056,3.27699
2.14,0,0,13.648163,-0.01392,0.00383,-0.01978,-0.01400,0.00812,-0.01270,0.00584,0.00087,-1.48045,0.10005,3.27718
2.15,0,0,13.482135,-0.01655,0.00310,-0.02065,-0.01324,0.00771,-0.00956,0.00634,0.00283,-1.47951,0.10030,3.27596
2.16,0,0,13.313709,-0.01840,0.00372,-0.02126,-0.01426,0.00750,-0.01318,0.00589,0.00222,-1.48058,0.09985,3.27713
2.17,0,0,13.183048,-0.01882,0.00282,-0.01958,-0.01445,0.00899,-0.00914,0.00347,0.00320,-1.47896,0.09983,3.27782
2.18,0,0,13.058845,-0.01672,0.00527,-0.02065,-0.01453,0.00829,-0.01179,0.00391,0.00229,-1.48146,0.10065,3.27678
2.19,0,0,12.936379,-0.01879,0.00463,-0.01984,-0.01422,0.00843,-0.01322,0.00363,0.00270,-1.47876,0.10096,3.27693
2.20,0,0,12.880409,-0.01702,0.00355,-0.02050,-0.01300,0.00862,-0.01172,0.00598,0.00369,-1.48138,0.09998,3.27711
2.21,0,0,12.815192,-0.01757,0.00372,-0.01985,-0.01461,0.01015,-0.01276,0.00289,0.00261,-1.47704,0.09903,3.27619
2.22,0,0,12.758074,-0.01805,0.00396,-0.02105,-0.01461,0.00699,-0.00991,0.00691,0.00292,-1.47912,0.09893,3.27754
2.23,0,1,12.699973,-0.01912,-0.00057,-0.02018,-0.01720,0.00755,-0.01136,-0.00249,0.00181,-1.48094,0.09827,3.27678
2.24,0,0,12.674498,-0.01781,0.00403,-0.02050,-0.01214,0.00916,-0.01194,0.00660,0.00329,-1.47940,0.09864,3.27710
2.25,0,0,12.787521,-0.01936,0.01021,-0.02624,-0.00865,0.00744,-0.01227,0.00786,0.00901,-1.48022,0.09810,3.27696
2.26,0,0,13.268100,-0.02608,0.00247,-0.01878,-0.01150,0.00869,-0.01165,0.00332,0.00413,-1.47787,0.09939,3.27693
2.27,0,0,13.783464,-0.02037,0.00596,-0.02013,-0.01530,0.00805,-0.01109,0.00805,0.00398,-1.47960,0.10017,3.27812
2.28,0,0,14.070494,-0.01729,0.00339,-0.01989,-0.01266,0.00858,-0.01156,0.00545,0.00277,-1.47941,0.10000,3.27713
2.29,0,0,14.405858,-0.01842,0.00328,-0.01828,-0.01438,0.00824,-0.01132,-0.00224,0.00205,-1.47973,0.09966,3.27715
2.30,0,0,14.861774,-0.01702,0.00319,-0.01963,-0.01404,0.00723,-0.01241,-0.00182,0.00186,-1.47982,0.10051,3.27740
2.31,0,0,15.324931,-0.01729,0.00313,-0.02015,-0.01380,0.00714,-0.01035,0.02457,0.00119,-1.47882,0.10086,3.27710
2.32,0,0,15.752474,-0.01663,0.00266,-0.02045,-0.01337,0.00792,-0.01167,0.00695,-0.00687,-1.47779,0.09903,3.27782
2.33,0,0,16.238605,-0.01754,0.00299,-0.01728,-0.01353,0.00910,-0.01288,0.00584,0.00328,-1.47809,0.09797,3.27706
2.34,1,0,16.552891,-0.01258,0.00345,-0.01726,-0.01395,0.00822,-0.01155,-0.01142,0.00390,-1.48334,0.09716,3.27737
2.35,0,0,16.635957,-0.01836,0.00390,-0.02074,-0.01400,0.00808,-0.01265,0.00522,0.00322,-1.47716,0.09772,3.27667
2.36,0,0,16.462703,-0.01707,0.00530,-0.02126,-0.01694,0.00929,-0.01146,0.00659,0.00259,-1.48038,0.09839,3.27753
2.37,0,0,16.354824,-0.02066,0.00332,-0.01812,-0.01539,0.00705,-0.01247,0.00541,0.00285,-1.47857,0.09931,3.27784
2.38,0,0,16.122841,-0.02923,0.00209,-0.02004,-0.01172,0.00809,-0.01157,0.00584,0.00355,-1.47798,0.09907,3.27682
2.39,0,0,15.949144,-0.01807,0.00282,-0.02146,-0.01467,0.00914,-0.01124,0.00486,0.00221,-1.47975,0.09940,3.27760
2.40,0,0,15.897151,-0.01585,0.00560,-0.02034,-0.01538,0.00778,-0.01243,0.00591,0.00283,-1.47959,0.09983,3.27701
2.41,0,0,16.023088,-0.01537,0.00200,-0.02079,-0.01380,0.00791,-0.01113,0.00507,0.00274,-1.47688,0.10096,3.27715
2.42,0,0,16.119770,-0.02281,0.00293,-0.02116,-0.01357,0.00827,-0.01299,0.00659,0.00273,-1.48012,0.10219,3.27681
2.43,0,0,16.206148,-0.01724,0.00260,-0.02008,-0.01385,0.00802,-0.01279,0.00633,0.00357,-1.47936,0.10177,3.27657
2.44,0,0,16.206895,-0.02016,0.00381,-0.01973,-0.01219,0.00838,-0.01194,0.00700,0.00405,-1.47734,0.10006,3.27791
2.45,0,0,16.108636,-0.01726,0.00328,-0.02000,-0.01299,0.00790,-0.01346,0.00788,0.00153,-1.47860,0.09973,3.27696
2.46,0,0,16.019360,-0.01663,0.00311,-0.02024,-0.01336,0.00893,-0.01316,0.00631,0.00250,-1.48050,0.10036,3.27622
2.47,0,0,15.428949,-0.01755,0.00376,-0.01993,-0.01285,0.00858,-0.01216,0.00519,0.00256,-1.47939,0.10126,3.27748
2.48,0,0,14.947492,-0.01726,0.00356,-0.01989,-0.01439,0.00852,-0.01190,0.00572,0.00170,-1.47929,0.10179,3.27765
2.49,0,0,14.874284,-0.02735,0.00447,-0.02030,-0.01614,0.00876,-0.01193,0.00540,0.00144,-1.47723,0.10165,3.27673
2.50,0,0,14.725848,-0.01707,0.00312,-0.02050,-0.01315,0.00777,-0.01276,0.00650,0.00307,-1.47781,0.10168,3.27698
2.51,0,0,14.580429,-0.01770,0.00323,-0.02030,-0.01469,0.00887,-0.01177,0.00663,0.00295,-1.48012,0.10170,3.27585
2.52,0,0,14.474011,-0.02043,0.00307,-0.02131,-0.01312,0.00853,-0.01344,0.00328,0.00167,-1.47990,0.10208,3.27756
2.53,0,0,14.290707,-0.01753,0.00404,-0.01985,-0.01464,0.00744,-0.01198,0.00623,0.00129,-1.47946,0.10166,3.27704
2.54,0,0,14.113181,-0.01848,0.00446,-0.02044,-0.01296,0.00763,-0.00687,0.00651,0.00248,-1.47967,0.09986,3.27749
2.55,0,0,13.977545,-0.01796,0.00302,-0.01892,-0.01385,0.00820,-0.01248,0.00514,0.00236,-1.47924,0.09943,3.27738
2.56,0,0,13.854503,-0.01689,0.00423,-0.02141,-0.01298,0.00856,-0.01737,0.00295,0.00303,-1.47852,0.09953,3.27715
2.57,0,0,13.721620,-0.01530,0.00408,-0.01978,-0.01576,0.01098,-0.00922,0.00180,0.00645,-1.47959,0.09992,3.27742
2.58,0,0,13.606302,-0.01665,0.00307,-0.02070,-0.01527,0.00613,-0.01355,0.00458,0.00374,-1.47891,0.10005,3.27711
2.59,0,0,13.527086,-0.01502,0.00379,-0.02035,-0.01362,0.00923,-0.01162,0.00547,0.00316,-1.47850,0.09897,3.27763
2.60,0,1,13.437230,-0.01743,-0.00078,-0.02050,-0.01532,0.00770,-0.01235,0.01220,-0.00332,-1.47876,0.09906,3.27782
2.61,0,0,13.340046,-0.01962,0.00864,-0.02024,-0.01198,0.00809,-0.01107,0.00547,0.00278,-1.47881,0.09850,3.27734
2.62,0,0,13.920904,-0.01676,0.00148,-0.02187,-0.01009,0.00794,-0.01265,0.00496,0.00357,-1.47854,0.09831,3.27677
2.63,0,0,14.022410,-0.01499,0.00497,-0.02018,-0.01531,0.00791,-0.01237,0.03219,0.01458,-1.47796,0.09866,3.27763
2.64,0,0,14.579684,-0.01808,0.00310,-0.02211,-0.01421,0.00855,-0.01399,0.00983,0.00430,-1.47991,0.09875,3.27692
2.65,0,0,14.948037,-0.01779,0.00421,-0.01653,-0.01357,0.00905,-0.01320,-0.00822,-0.00071,-1.48048,0.09912,3.27903
2.66,0,0,15.249909,-0.01685,0.00294,-0.01943,-0.01346,0.00823,-0.01194,0.00543,0.00282,-1.47873,0.09976,3.27768
2.67,0,0,15.447868,-0.02034,0.00264,-0.02005,-0.01407,0.00807,-0.01266,0.03701,0.00788,-1.47894,0.09993,3.27753
2.68,1,0,15.424606,-0.01830,0.00443,-0.01918,-0.01281,0.00813,-0.01186,0.00466,0.00278,-1.47832,0.10033,3.27670
2.69,0,0,15.508865,-0.01825,0.00378,-0.02147,-0.01371,0.00861,-0.01236,0.00388,0.00389,-1.47644,0.10055,3.27661
2.70,0,0,15.375249,-0.01530,0.00264,-0.02000,-0.01321,0.00708,-0.01160,0.00354,0.00290,-1.47718,0.10033,3.27782
2.71,0,0,15.229495,-0.01949,0.00318,-0.01983,-0.01289,0.00894,-0.01323,0.00511,0.00274,-1.47863,0.09974,3.27815
2.72,0,0,15.080077,-0.01700,0.00549,-0.01993,-0.01524,0.00786,-0.01192,0.00705,0.00269,-1.47946,0.09958,3.27704
2.73,0,0,14.982573,-0.01556,0.00251,-0.01978,-0.01328,0.00776,-0.01323,0.00508,0.00390,-1.47964,0.09896,3.27716
2.74,0,0,14.836040,-0.01787,0.00347,-0.02146,-0.01368,0.00842,-0.01241,0.00579,0.00236,-1.47824,0.09879,3.27737
2.75,0,0,14.716753,-0.01781,0.00459,-0.02034,-0.01246,0.00947,-0.01299,0.00632,0.00305,-1.48003,0.09888,3.27778
2.76,0,0,14.558447,-0.01740,0.00213,-0.02045,-0.01146,0.00852,-0.01119,0.00493,0.00285,-1.47873,0.09875,3.27713
2.77,0,0,14.441667,-0.01679,0.00281,-0.01886,-0.01220,0.00948,-0.01293,0.00558,0.00259,-1.47973,0.09963,3.27774
2.78,0,0,14.335295,-0.01622,0.00249,-0.02044,-0.01462,0.00925,-0.01222,0.00582,0.00239,-1.48032,0.10084,3.27715
2.79,0,0,14.156705,-0.02237,0.00735,-0.02111,-0.01224,0.00973,-0.01313,0.00427,0.00214,-1.47990,0.10122,3.27711
2.80,0,0,13.993035,-0.01779,0.00230,-0.01924,-0.01143,0.00725,-0.01277,0.00511,0.00266,-1.48408,0.10164,3.27631
2.81,0,0,14.006880,-0.01700,0.00443,-0.02030,-0.01261,0.01527,-0.01135,0.00622,0.00142,-1.48019,0.10192,3.27780
2.82,0,0,13.859749,-0.01836,0.00336,-0.01928,-0.01570,0.00762,-0.01292,0.00540,0.00341,-1.47944,0.10129,3.27698
2.83,0,0,13.752555,-0.01539,0.00525,-0.01998,-0.01435,0.01007,-0.01199,0.00657,0.00388,-1.47797,0.10065,3.27702
2.84,0,0,13.604826,-0.01777,0.00371,-0.02013,-0.01417,0.00879,-0.01183,0.00461,0.00317,-1.47873,0.10019,3.27664
2.85,0,0,13.465420,-0.01696,0.00316,-0.02105,-0.01253,0.00798,-0.01179,0.00942,0.00203,-1.47807,0.10043,3.27670
2.86,0,0,13.350502,-0.01711,0.00314,-0.01888,-0.01303,0.00871,-0.01242,0.00527,0.00218,-1.48031,0.10104,3.27719
2.87,0,0,13.279261,-0.01818,0.00306,-0.01923,-0.01262,0.02042,-0.00699,0.00661,0.00366,-1.48095,0.10080,3.27763
2.88,0,0,13.144743,-0.01681,0.00382,-0.02004,-0.01435,0.00696,-0.00615,0.00384,0.00319,-1.47990,0.10037,3.27710
2.89,0,0,13.077765,-0.01733,0.00388,-0.02116,-0.01460,0.00841,-0.00980,0.00600,0.00308,-1.47978,0.10042,3.27646
2.90,0,0,12.976793,-0.01722,0.00168,-0.02003,-0.01414,0.00880,-0.01210,0.00454,0.00323,-1.47869,0.10168,3.27742
2.91,0,1,12.901367,-0.01930,0.00858,-0.02264,-0.01802,0.00807,-0.01153,-0.02959,0.00118,-1.47980,0.10144,3.27680
2.92,0,0,12.956974,-0.01377,0.00838,-0.01761,-0.01213,0.00796,-0.01247,0.00694,0.00309,-1.47711,0.10148,3.27797
2.93,0,0,13.409448,-0.02026,0.00357,-0.02029,-0.01337,0.00897,-0.01343,-0.00305,0.01357,-1.47760,0.10170,3.27672
2.94,0,0,13.899356,-0.01639,0.00488,-0.01989,-0.01271,0.00867,-0.01237,0.01747,0.00308,-1.48022,0.10277,3.27704
2.95,0,0,14.089933,-0.01824,0.00241,-0.01721,-0.01379,0.00777,-0.01235,-0.00879,0.00192,-1.47853,0.10284,3.27585
2.96,0,0,14.388185,-0.01824,0.00046,-0.02208,-0.01262,0.00815,-0.01122,0.00338,0.00020,-1.47970,0.10297,3.27772
2.97,0,0,14.644192,-0.01774,0.00209,-0.02725,-0.01198,0.00760,-0.01155,-0.00999,0.00257,-1.48107,0.10237,3.27782
2.98,0,0,14.855486,-0.01735,0.00320,-0.02435,-0.01384,0.00741,-0.01153,0.00492,-0.00250,-1.47781,0.10193,3.27713
2.99,0,0,15.100066,-0.01863,0.00199,-0.02427,-0.01606,0.00912,-0.01218,0.00251,0.01025,-1.47714,0.10166,3.27748
3.00,0,0,15.281803,-0.01894,0.00365,-0.02059,-0.01191,0.00844,-0.01241,0.00659,0.00393,-1.48087,0.10112,3.27724
3.01,1,0,15.490223,-0.01905,0.00404,-0.02106,-0.01382,0.00780,-0.01245,0.00520,0.00302,-1.47786,0.10061,3.27664
3.02,0,0,15.521349,-0.01692,0.00247,-0.02132,-0.01554,0.00756,-0.01181,0.00728,0.00331,-1.48050,0.10067,3.27731
3.03,0,0,15.425326,-0.01838,0.00311,-0.01642,-0.01409,0.00866,-0.01277,0.00728,0.00236,-1.48004,0.10043,3.27692
3.04,0,0,15.212571,-0.01918,0.00380,-0.01994,-0.01247,0.00939,-0.01279,0.00710,0.00331,-1.47800,0.10097,3.27844
3.05,0,0,15.053103,-0.01732,0.00385,-0.02065,-0.01475,0.00745,-0.01278,0.01790,0.00238,-1.47888,0.10063,3.27617
3.06,0,0,14.828206,-0.01859,0.00441,-0.01979,-0.01507,0.00844,-0.01187,0.00663,0.00239,-1.47641,0.10082,3.27658
3.07,0,0,14.731887,-0.01646,0.00250,-0.01973,-0.01021,0.00839,-0.01516,0.00530,0.00240,-1.47817,0.10203,3.27667
3.08,0,0,14.549117,-0.01665,0.00646,-0.02034,-0.01412,0.00796,-0.01268,0.00594,0.00250,-1.47719,0.10293,3.27833
3.09,0,0,14.474634,-0.01755,0.00326,-0.01934,-0.01382,0.00968,-0.01191,0.00510,0.00127,-1.47835,0.10255,3.27753
3.10,0,0,14.346910,-0.01713,0.00324,-0.01994,-0.01180,0.00811,-0.01196,0.00529,0.00438,-1.47909,0.10114,3.27612
3.11,0,0,14.225632,-0.01707,0.00320,-0.02101,-0.01445,0.00864,-0.01246,0.00531,0.00213,-1.47950,0.10026,3.27670
3.12,0,0,14.123175,-0.01694,0.00339,-0.01959,-0.01301,0.00772,-0.01248,0.00490,0.00269,-1.47965,0.10008,3.27681
3.13,0,0,13.969622,-0.01759,0.00515,-0.01952,-0.01377,0.00793,-0.01202,0.00568,0.00247,-1.47951,0.10040,3.27638
3.14,0,0,13.872865,-0.01798,0.00350,-0.02115,-0.01450,0.00951,-0.01215,0.00303,0.00293,-1.48495,0.10198,3.27739
3.15,0,0,13.737155,-0.01495,0.00668,-0.02024,-0.01814,0.00935,-0.01298,0.00362,0.00338,-1.47812,0.10279,3.27606
3.16,0,0,13.582188,-0.01780,0.00359,-0.02107,-0.01259,0.00774,-0.01188,0.00615,0.00366,-1.47792,0.10235,3.27628
3.17,0,0,13.409698,-0.01862,0.00325,-0.01963,-0.01191,0.00859,-0.01320,0.00474,0.00264,-1.47871,0.10110,3.27754
3.18,0,0,13.284114,-0.01754,0.00369,-0.02004,-0.01307,0.00804,-0.01190,0.00667,0.00322,-1.47942,0.10035,3.27709
3.19,0,0,13.144411,-0.01849,0.00490,-0.02110,-0.01662,0.00748,-0.01171,0.00393,0.00187,-1.48321,0.10111,3.27714
3.20,0,0,13.010886,-0.01801,0.00488,-0.01852,-0.01448,0.00852,-0.01292,0.00627,0.00205,-1.48000,0.10274,3.27740
3.21,0,0,12.877949,-0.01731,0.00334,-0.02069,-0.01349,0.00886,-0.01207,0.00482,0.00297,-1.47859,0.10322,3.27751
3.22,0,0,12.757438,-0.01750,0.00398,-0.01867,-0.01345,0.00809,-0.01299,0.00598,0.00298,-1.47870,0.10281,3.27776
3.23,0,0,12.615575,-0.01687,0.00392,-0.02049,-0.01290,0.00833,-0.01144,0.00596,0.00226,-1.47949,0.10185,3.27713
3.24,0,0,12.586992,-0.01522,0.00516,-0.01887,-0.01423,0.00927,-0.01441,0.00594,0.00142,-1.48015,0.10094,3.27708
3.25,0,0,12.487423,-0.01720,0.00442,-0.02034,-0.01288,0.00834,-0.00938,0.00751,0.00127,-1.47818,0.10085,3.27702
3.26,0,0,12.448484,-0.01765,-0.00055,-0.02075,-0.01322,0.00861,-0.01250,0.00332,0.00339,-1.47924,0.10110,3.27686
3.27,0,0,11.937738,-0.01440,0.00524,-0.02142,-0.01614,0.00734,0.00699,0.00941,0.00255,-1.47781,0.10101,3.27698
3.28,0,0,12.164195,-0.01633,0.00377,-0.01943,-0.01342,-0.00322,-0.01564,0.00081,0.00220,-1.47962,0.10073,3.27794
3.29,0,0,12.128714,-0.01497,0.00400,-0.02177,-0.01382,0.03616,0.03348,0.00657,0.00343,-1.47994,0.09969,3.27772
3.30,0,0,12.067065,-0.01974,0.00844,-0.02060,-0.01218,0.00817,-0.02244,0.00297,0.00211,-1.48224,0.09980,3.27754
3.31,0,0,11.924509,-0.02082,-0.00479,-0.02833,-0.00461,-0.00898,-0.00779,0.01035,0.00689,-1.47444,0.10090,3.27644
3.32,0,1,11.821030,-0.01650,0.00757,-0.01135,-0.02120,0.01472,-0.01567,-0.00679,-0.00228,-1.47888,0.10095,3.27695
3.33,0,0,11.871213,-0.01736,0.00546,-0.02182,-0.01168,0.00484,-0.01266,0.02220,-0.01453,-1.47748,0.10007,3.27715
3.34,0,0,12.554554,-0.01726,0.00163,-0.02152,-0.01486,0.00727,-0.01138,0.01302,0.00151,-1.47865,0.10009,3.27826
3.35,0,0,13.168767,-0.01637,0.00821,-0.01776,-0.01874,0.01306,-0.01312,0.00086,0.00381,-1.47835,0.10066,3.27681
3.36,0,0,13.388332,-0.02314,0.00124,-0.02654,-0.01180,0.00558,-0.01203,0.01035,0.00900,-1.47846,0.10090,3.27695
3.37,0,0,13.518998,-0.01759,0.00975,-0.01663,-0.01473,0.00952,-0.01454,0.01358,-0.00400,-1.47944,0.10049,3.27681
3.38,0,0,13.649545,-0.02262,0.00386,-0.02136,-0.01139,0.00702,-0.01152,0.02865,0.00466,-1.47877,0.10012,3.27699
3.39,0,0,13.583967,-0.02280,0.00344,-0.02192,-0.01322,0.00818,-0.01243,0.02502,0.00366,-1.47949,0.09977,3.27753
3.40,0,0,13.539469,-0.01755,0.00475,-0.02462,-0.01536,0.00953,-0.01181,0.00207,-0.00177,-1.47851,0.10062,3.27693
3.41,0,0,13.597325,-0.01750,0.00258,-0.02717,-0.01498,0.00760,-0.01215,0.00892,0.00044,-1.47919,0.10106,3.27792
3.42,0,0,13.604039,-0.01778,0.00510,-0.01458,-0.01396,0.00948,-0.01277,-0.00340,0.00107,-1.47503,0.10082,3.27745
3.43,0,0,13.771330,-0.01731,0.00173,-0.01725,-0.01104,0.00869,-0.01221,0.00477,-0.00018,-1.48017,0.09979,3.27768
3.44,0,0,13.759373,-0.01596,0.00294,-0.02281,-0.01401,0.00879,-0.01243,0.00094,-0.01376,-1.47833,0.09952,3.27763
3.45,0,0,13.771878,-0.01412,0.00405,-0.02141,-0.01494,0.00782,-0.01368,0.00447,0.00293,-1.47964,0.09948,3.27749
3.46,0,0,13.883520,-0.01733,0.00425,-0.01904,-0.01276,0.00793,-0.01263,-0.03565,-0.01481,-1.47384,0.09955,3.27713
3.47,0,0,14.027361,-0.01770,0.00375,-0.01963,-0.01429,0.00786,-0.01249,0.01423,0.00121,-1.48056,0.10003,3.27713
3.48,0,0,14.284597,-0.01768,0.00500,-0.02054,-0.01284,0.00926,-0.01255,0.00824,-0.00615,-1.47806,0.09992,3.27753
3.49,0,0,14.565872,-0.01724,0.00336,-0.02217,-0.01436,0.00966,-0.01319,0.00906,0.00195,-1.47606,0.09924,3.27702
3.50,0,0,15.068592,-0.01890,0.00466,-0.02030,-0.01411,0.00837,-0.01174,0.00615,0.00344,-1.48072,0.09943,3.27591
3.51,0,0,15.519721,-0.01844,0.00334,-0.02338,-0.01332,0.00862,-0.01244,0.00628,0.00309,-1.47892,0.09997,3.27713
3.52,1,0,15.809923,-0.01678,0.00450,-0.01481,-0.01494,0.00785,-0.01169,0.00657,0.00219,-1.48139,0.09955,3.27785
3.53,0,0,15.914731,-0.01755,0.00493,-0.02119,-0.01405,0.00958,-0.01146,0.00505,0.00326,-1.47857,0.09959,3.27681
3.54,0,0,15.766470,-0.01881,0.00366,-0.02040,-0.01349,0.00846,-0.01315,0.00427,0.00217,-1.47854,0.09988,3.27660
3.55,0,0,15.635144,-0.01733,0.00366,-0.01978,-0.01276,0.00820,-0.01199,0.00519,0.00245,-1.47842,0.09956,3.27789
3.56,0,0,15.489580,-0.01689,0.00358,-0.02050,-0.01351,0.01494,-0.01257,0.00547,0.00267,-1.48021,0.09924,3.27693
3.57,0,0,15.314707,-0.01447,0.00626,-0.02035,-0.01577,0.00761,-0.01296,0.00319,0.00305,-1.47825,0.09952,3.27835
3.58,0,0,15.150304,-0.01646,0.00388,-0.02038,-0.01349,0.00824,-0.01198,0.00473,0.00310,-1.47843,0.09918,3.27728
3.59,0,0,15.043371,-0.01755,0.00877,-0.02003,-0.02062,0.00867,-0.01205,0.00683,0.00269,-1.47698,0.09899,3.27775
3.60,0,0,14.922227,-0.02227,0.00344,-0.02060,-0.01552,0.00681,-0.01143,0.00484,0.00392,-1.48465,0.09942,3.27733
3.61,0,0,14.692315,-0.01543,0.00406,-0.02024,-0.01526,0.00751,-0.01177,0.00596,0.00313,-1.47756,0.09937,3.27780
3.62,0,0,14.637466,-0.01761,0.00377,-0.02095,-0.01297,0.00876,-0.01318,0.00608,0.00234,-1.47699,0.09992,3.27701
3.63,0,0,14.559227,-0.01924,0.00339,-0.02040,-0.01188,0.00823,-0.01183,0.00580,0.00316,-1.47986,0.10033,3.27713
3.64,0,0,14.427296,-0.01761,0.00403,-0.01939,-0.01331,0.00742,-0.01205,0.00414,0.00232,-1.47965,0.10046,3.27684
3.65,0,0,14.238742,-0.01575,0.00482,-0.01974,-0.01453,0.00782,-0.01146,0.00354,0.00318,-1.47972,0.10040,3.27736
3.66,0,0,14.121148,-0.01637,0.00306,-0.02076,-0.01355,0.00768,-0.01147,0.00503,0.00234,-1.47653,0.10020,3.27701
3.67,0,0,14.049072,-0.01772,0.00661,-0.01974,-0.01633,0.00890,-0.01263,0.00647,0.00254,-1.48078,0.10038,3.27658
3.68,0,0,13.945109,-0.01788,0.00317,-0.02050,-0.01312,0.00826,-0.01175,0.00555,0.00395,-1.47876,0.10061,3.27635
3.69,0,0,13.853240,-0.01808,0.00560,-0.01979,-0.01426,0.00970,-0.03137,0.00207,0.00267,-1.48016,0.10058,3.27631
3.70,0,0,13.777052,-0.02101,0.00222,-0.02060,-0.01397,0.00797,-0.01215,0.00529,0.00480,-1.47997,0.10005,3.27728
3.71,0,0,13.655548,-0.01778,0.00314,-0.02066,-0.01469,0.00917,-0.01226,0.00555,0.00195,-1.47846,0.09995,3.27704
3.72,0,0,13.604953,-0.01654,0.00445,-0.02024,-0.01331,0.00843,-0.01315,0.00563,-0.00208,-1.47816,0.10058,3.27719
3.73,0,1,13.521287,-0.00992,-0.02003,-0.02122,-0.01934,0.00745,-0.01240,-0.00630,0.00167,-1.47898,0.10105,3.27832
3.74,0,0,13.477804,-0.02194,0.00097,-0.01977,-0.01138,0.00868,-0.01261,0.00135,0.00338,-1.47827,0.10104,3.27775
3.75,0,0,13.761776,-0.02062,0.00852,-0.02219,-0.01204,0.00914,-0.01163,-0.02873,-0.00397,-1.47723,0.10076,3.27803
3.76,0,0,14.131939,-0.01914,0.00223,-0.02019,-0.01222,0.00896,-0.01117,-0.03963,0.00283,-1.47777,0.10017,3.27747
3.77,0,0,14.403517,-0.01728,0.00765,-0.02191,-0.01336,0.00850,-0.01098,0.00702,0.00359,-1.48095,0.10018,3.27640
3.78,0,0,14.840660,-0.01907,0.00419,-0.01852,-0.01251,0.00849,-0.01253,-0.00299,0.00201,-1.47773,0.10010,3.27719
3.79,0,0,15.098121,-0.01774,0.00312,-0.02130,-0.01302,0.00896,-0.01251,-0.00361,0.00380,-1.47554,0.09965,3.27759
