"Time","61 right DS","60 left DS","37a CoMy (cm)","37 CoMy (cm)","v5 L COP","v4 R COP","v3 xCoM","35 FRy (cm)","30 HRy (cm)","3 Platform"
1.342,1,0,2.105210,4.610423,0.000000,3.517413,4.709337,4.125153,2.909219,-1.48060
1.343,1,0,2.003793,4.612466,0.000000,3.514972,4.707657,4.121961,2.907057,-1.48487
1.344,1,0,1.902375,4.614509,0.000000,3.511989,4.705991,4.118770,2.904895,-1.48018
1.345,1,0,1.801832,4.616561,0.000000,3.509663,4.704340,4.115592,2.903849,-1.48104
1.346,1,0,1.709718,4.618707,0.000000,3.510411,4.702756,4.112554,2.913550,-1.47963
1.347,1,0,1.617604,4.620853,0.000000,3.511999,4.701197,4.109515,2.923251,-1.47957
1.348,1,0,1.525490,4.622999,0.000000,3.517522,4.699749,4.106476,2.932952,-1.47982
1.349,1,0,1.434894,4.625133,0.000000,3.523770,4.698336,4.103711,2.943574,-1.47921
1.350,1,0,1.358920,4.627142,0.000000,3.533417,4.697083,4.103592,2.963076,-1.48114
1.351,1,0,1.282946,4.629151,0.000000,3.543079,4.695876,4.103472,2.982578,-1.47925
1.352,1,0,1.206973,4.631161,0.000000,3.552816,4.694876,4.103353,3.002080,-1.48033
1.353,1,0,1.134139,4.633149,0.000000,3.561993,4.693924,4.103370,3.020990,-1.47869
1.354,1,0,1.091564,4.634931,0.000000,3.568548,4.693199,4.104712,3.034196,-1.47934
1.355,1,0,1.048989,4.636713,0.000000,3.575336,4.692522,4.106053,3.047401,-1.48359
1.356,1,0,1.006413,4.638495,0.000000,3.583208,4.692064,4.107394,3.060607,-1.48050
1.357,1,0,0.965674,4.640275,0.474233,3.592061,4.691648,4.108313,3.075273,-1.48198
1.358,1,0,0.942627,4.642032,3.168741,3.605508,4.691429,4.105165,3.104015,-1.48025
1.359,1,1,0.919580,4.643789,5.388619,3.618747,4.691246,4.102018,3.132757,-1.48082
1.360,1,1,0.896533,4.645546,5.386370,3.631008,4.691231,4.098870,3.161500,-1.48093
1.361,1,1,0.874925,4.647274,5.383646,3.641783,4.691249,4.096349,3.187536,-1.47938
1.362,1,1,0.867191,4.648713,5.378696,3.645600,4.691422,4.099863,3.187496,-1.47969
1.363,1,1,0.859457,4.650153,5.374001,3.648739,4.691626,4.103377,3.187456,-1.48139
1.364,1,1,0.851724,4.651593,5.370496,3.648698,4.691972,4.106891,3.187416,-1.48161
1.365,1,1,0.843842,4.653009,5.367880,3.649084,4.692342,4.109899,3.188127,-1.47900
1.366,1,1,0.834536,4.654208,5.369428,3.651466,4.692823,4.108030,3.196073,-1.48054
1.367,1,1,0.825231,4.655406,5.370910,3.654062,4.693320,4.106161,3.204020,-1.48032
1.368,1,1,0.815925,4.656605,5.372084,3.657664,4.693886,4.104292,3.211966,-1.48215
1.369,1,1,0.806319,4.657778,5.372176,3.661012,4.694460,4.102500,3.219558,-1.48091
1.370,1,1,0.793825,4.658705,5.367195,3.663175,4.695074,4.101456,3.223732,-1.48118
1.371,1,1,0.781330,4.659632,5.361860,3.665144,4.695691,4.100412,3.227906,-1.48093
1.372,1,1,0.768836,4.660558,5.354867,3.666199,4.696322,4.099368,3.232079,-1.48089
1.373,1,1,0.756722,4.661470,5.348518,3.667222,4.696950,4.098189,3.236222,-1.47960
1.374,1,1,0.748283,4.662238,5.345190,3.668098,4.697561,4.095719,3.240060,-1.47958
1.375,1,1,0.739844,4.663006,5.342492,3.668912,4.698163,4.093250,3.243899,-1.47924
1.376,1,1,0.731405,4.663774,5.342747,3.669435,4.698722,4.090780,3.247738,-1.47963
1.377,1,1,0.723293,4.664536,5.343317,3.669855,4.699269,4.088531,3.251251,-1.47875
1.378,1,1,0.718334,4.665227,5.345360,3.669795,4.699760,4.088419,3.251631,-1.48224
1.379,1,1,0.713374,4.665919,5.347331,3.669799,4.700239,4.088307,3.252012,-1.47943
1.380,1,1,0.708414,4.666611,5.348965,3.670095,4.700657,4.088195,3.252392,-1.47952
1.381,1,1,0.704127,4.667294,5.350245,3.670566,4.701063,4.088347,3.252603,-1.48013
1.382,1,1,0.706320,4.667890,5.349868,3.671858,4.701405,4.091039,3.251190,-1.48152
1.383,1,1,0.708513,4.668485,5.349420,3.672938,4.701734,4.093731,3.249776,-1.47997
1.384,1,1,0.710706,4.669081,5.348635,3.673029,4.701999,4.096424,3.248363,-1.47908
1.385,1,1,0.712442,4.669676,5.348120,3.672578,4.702248,4.098906,3.246491,-1.47939
1.386,1,1,0.709772,4.670261,5.348870,3.669592,4.702426,4.099367,3.240201,-1.48011
1.387,1,1,0.707102,4.670847,5.349781,3.666628,4.702583,4.099828,3.233911,-1.47969
1.388,1,1,0.704432,4.671432,5.351447,3.663767,4.702642,4.100290,3.227620,-1.47711
1.389,1,1,0.701430,4.671997,5.353025,3.661523,4.702673,4.101045,3.221829,-1.48047
1.390,1,1,0.695224,4.672364,5.354190,3.662170,4.702570,4.104635,3.220842,-1.48179
1.391,1,1,0.689017,4.672731,5.354958,3.663030,4.702432,4.108225,3.219854,-1.48019
1.392,1,1,0.682811,4.673098,5.353863,3.664893,4.702128,4.111814,3.218867,-1.48074
1.393,1,1,0.675812,4.673449,5.352221,3.666438,4.701783,4.115045,3.217915,-1.48026
1.394,1,1,0.661169,4.673642,5.348022,3.666492,4.701240,4.114806,3.217296,-1.48022
1.395,1,1,0.646526,4.673836,5.343932,3.666388,4.700647,4.114566,3.216677,-1.48375
1.396,1,1,0.631883,4.674029,5.340359,3.665546,4.699821,4.114327,3.216058,-1.48045
1.397,1,1,0.616417,4.674212,5.337542,3.664814,4.698941,4.113872,3.215676,-1.47932
1.398,1,1,0.593015,4.674287,5.338261,3.664592,4.697803,4.111324,3.217574,-1.48111
1.399,1,1,0.569612,4.674362,5.339294,3.664336,4.696608,4.108777,3.219472,-1.48037
1.400,1,1,0.546210,4.674438,5.341803,3.663927,4.695145,4.106229,3.221370,-1.47917
1.401,1,1,0.521124,4.674504,5.344033,3.663298,4.693624,4.103756,3.222893,-1.48088
1.402,1,1,0.479805,4.674481,5.344965,3.661640,4.691829,4.102001,3.220803,-1.48095
1.403,1,1,0.438487,4.674459,5.345727,3.659895,4.689975,4.100245,3.218713,-1.47751
1.404,1,1,0.397168,4.674437,5.345697,3.657746,4.687845,4.098490,3.216623,-1.47948
1.405,1,1,0.354500,4.674399,5.345744,3.655699,4.685658,4.096927,3.214483,-1.48082
1.406,1,1,0.298822,4.674224,5.346149,3.654129,4.683197,4.097216,3.211860,-1.48248
1.407,1,1,0.243144,4.674048,5.346602,3.652691,4.680678,4.097504,3.209237,-1.47809
1.408,1,1,0.187466,4.673872,5.347278,3.651865,4.677888,4.097793,3.206614,-1.48011
1.409,1,1,0.130773,4.673678,5.347922,3.651344,4.675038,4.098048,3.205189,-1.48175
1.410,1,1,0.064301,4.673310,5.348412,3.652251,4.671906,4.097989,3.215300,-1.47987
1.411,1,1,-0.002170,4.672941,5.348904,3.654495,4.668711,4.097929,3.225411,-1.47861
1.412,1,1,-0.068642,4.672572,5.349406,3.663005,4.665222,4.097869,3.235523,-1.48168
1.413,1,1,-0.135384,4.672166,5.349955,3.673491,4.661669,4.098036,3.248016,-1.47960
1.414,1,1,-0.204729,4.671402,5.350723,3.693233,4.657817,4.100391,3.283466,-1.47961
1.415,1,1,-0.274074,4.670639,5.351479,3.712706,4.653900,4.102746,3.318916,-1.48143
1.416,1,1,-0.343419,4.669876,5.352174,3.730924,4.649675,4.105102,3.354366,-1.47843
1.417,1,1,-0.412776,4.669070,5.352769,3.746589,4.645379,4.107171,3.386482,-1.48006
1.418,1,1,-0.482247,4.667861,5.352892,3.750305,4.640753,4.106482,3.386475,-1.47736
1.419,1,1,-0.551719,4.666651,5.352832,3.752695,4.636053,4.105793,3.386468,-1.48085
1.420,1,1,-0.621191,4.665442,5.351919,3.748880,4.631008,4.105105,3.386460,-1.47943
1.421,1,1,-0.691643,4.664205,5.350848,3.745561,4.625892,4.104229,3.386823,-1.48051
1.422,1,1,-0.771543,4.662702,5.349040,3.744570,4.620438,4.101545,3.390752,-1.47937
1.423,1,1,-0.851443,4.661199,5.347574,3.744105,4.614916,4.098861,3.394681,-1.47904
1.424,1,1,-0.931343,4.659697,5.347709,3.746101,4.609078,4.096178,3.398609,-1.48003
1.425,1,1,-1.013016,4.658186,5.348541,3.748200,4.603180,4.093588,3.402778,-1.47974
1.426,1,1,-1.111778,4.656600,5.352634,3.750787,4.596996,4.091902,3.409261,-1.48022
1.427,1,1,-1.210541,4.655013,5.356517,3.753312,4.590760,4.090216,3.415743,-1.47951
1.428,1,1,-1.309303,4.653426,5.359418,3.755552,4.584278,4.088531,3.422226,-1.47979
1.429,1,1,-1.410283,4.651804,5.361226,3.757591,4.577751,4.087067,3.427923,-1.48040
1.430,1,1,-1.532639,4.649848,5.357921,3.758693,4.571020,4.087742,3.426049,-1.48149
1.431,1,1,-1.654995,4.647892,5.354364,3.759243,4.564256,4.088417,3.424176,-1.48032
1.432,1,1,-1.777351,4.645936,5.349626,3.757204,4.557342,4.089092,3.422302,-1.47871
1.433,1,1,-1.900552,4.643967,5.345625,3.754461,4.550410,4.089421,3.419946,-1.47899
1.434,1,1,-2.031893,4.641866,5.345077,3.748427,4.543399,4.086417,3.412941,-1.48044
1.435,1,1,-2.163234,4.639766,5.344734,3.742725,4.536386,4.083414,3.405935,-1.47827
1.436,1,1,-2.294576,4.637665,5.345348,3.738582,4.529366,4.080410,3.398930,-1.47900
1.437,1,1,-2.425220,4.635564,5.345467,3.735651,4.522358,4.077729,3.392976,-1.47991
1.438,1,1,-2.549145,4.633460,5.343272,3.738394,4.515409,4.078163,3.397162,-1.48034
1.439,1,1,-2.673071,4.631356,5.341084,3.741000,4.508486,4.078597,3.401348,-1.48005
1.440,1,1,-2.796996,4.629251,5.338925,3.742960,4.501684,4.079031,3.405534,-1.48139
1.441,1,1,-2.918752,4.627134,5.337397,3.743322,4.494924,4.079070,3.407938,-1.47853
1.442,1,1,-3.019596,4.624894,5.338819,3.736207,4.488359,4.075302,3.393173,-1.47870
1.443,1,1,-3.120440,4.622653,5.340517,3.728389,4.481854,4.071533,3.378409,-1.47932
1.444,1,1,-3.221283,4.620413,5.343503,3.717283,4.475626,4.067764,3.363644,-1.47898
1.445,1,1,-3.318775,4.618155,5.346211,3.706714,4.469470,4.063500,3.349784,-1.48198
1.446,1,1,-3.383968,4.615738,5.347609,3.698653,4.463649,4.054458,3.344635,-1.48156
1.447,1,1,-3.449161,4.613320,5.348514,3.690907,4.457908,4.045416,3.339487,-1.47926
1.448,1,1,-3.514353,4.610903,5.347114,3.684637,4.452538,4.036374,3.334338,-1.48016
1.449,1,1,-3.577008,4.608482,5.345188,3.678275,4.447253,4.027477,3.329407,-1.47982
1.450,1,1,-3.615205,4.606033,5.340805,3.671484,4.442361,4.019974,3.326578,-1.48104
1.451,1,1,-3.653401,4.603584,5.336241,3.665221,4.437554,4.012472,3.323748,-1.48065
1.452,1,1,-3.691598,4.601135,5.330831,3.661425,4.433150,4.004970,3.320918,-1.47961
1.453,1,1,-3.727717,4.598682,5.325656,3.658728,4.428832,3.998443,3.318631,-1.48015
1.454,1,1,-3.743810,4.596193,5.321590,3.661180,4.424921,4.001323,3.321581,-1.48082
1.455,1,1,-3.759903,4.593705,5.318026,3.663784,4.421096,4.004203,3.324531,-1.48084
1.456,1,1,-3.775997,4.591216,5.316811,3.667104,4.417682,4.007082,3.327481,-1.47830
1.457,1,1,-3.790597,4.588720,5.316193,3.669467,4.414355,4.008109,3.330834,-1.48090
1.458,1,1,-3.790808,4.586148,5.318371,3.667344,4.411437,3.991275,3.338072,-1.48087
1.459,1,1,-3.791019,4.583577,5.320665,3.664349,4.408603,3.974440,3.345310,-1.48018
1.460,1,1,-3.791230,4.581006,5.323502,3.657277,4.406166,3.957605,3.352548,-1.48018
1.461,1,1,-3.789949,4.578421,5.326009,3.649771,4.403811,3.940959,3.358739,-1.48029
1.462,1,1,-3.774286,4.575714,5.326980,3.640234,4.401840,3.926130,3.354841,-1.48107
1.463,1,1,-3.758622,4.573006,5.328084,3.630753,4.399951,3.911301,3.350942,-1.47911
1.464,1,1,-3.742958,4.570298,5.329811,3.621532,4.398438,3.896472,3.347044,-1.47960
1.465,1,1,-3.725272,4.567572,5.332150,3.612774,4.397005,3.881929,3.343631,-1.48110
1.466,1,1,-3.688089,4.564662,5.337351,3.606183,4.395936,3.870137,3.344890,-1.47911
1.467,1,1,-3.650905,4.561753,5.342561,3.600023,4.394938,3.858346,3.346149,-1.47928
1.468,1,1,-3.613722,4.558844,5.347810,3.595882,4.394276,3.846555,3.347408,-1.48804
1.469,1,1,-3.574366,4.555945,5.352398,3.592009,4.393675,3.835708,3.348253,-1.48000
1.470,1,1,-3.514071,4.553144,5.353899,3.589384,4.393364,3.833959,3.345112,-1.48079
1.471,1,1,-3.453776,4.550344,5.355163,3.586818,4.393107,3.832210,3.341971,-1.48032
1.472,1,1,-3.393481,4.547544,5.355322,3.584527,4.393105,3.830462,3.338830,-1.48049
1.473,1,1,-3.330944,4.544742,5.355806,3.582197,4.393150,3.828582,3.336041,-1.47903
1.474,1,1,-3.246802,4.541919,5.357812,3.579678,4.393420,3.825436,3.336646,-1.47589
1.475,1,1,-3.162660,4.539095,5.359931,3.577564,4.393731,3.822291,3.337250,-1.47755
1.476,1,1,-3.078519,4.536272,5.362577,3.577348,4.394228,3.819146,3.337855,-1.47571
1.477,1,1,-2.993680,4.533473,5.364987,3.577801,4.394756,3.816942,3.338088,-1.48071
1.478,1,1,-2.902127,4.530914,5.366285,3.581383,4.395423,3.823812,3.334741,-1.48199
1.479,1,1,-2.810575,4.528355,5.367361,3.584376,4.396111,3.830682,3.331395,-1.47833
1.480,1,1,-2.719022,4.525795,5.367395,3.584607,4.396897,3.837551,3.328048,-1.47993
1.481,1,1,-2.628128,4.523230,5.367300,3.583095,4.397696,3.842005,3.324692,-1.47955
1.482,1,1,-2.543589,4.520600,5.366605,3.573421,4.398555,3.823175,3.321250,-1.47946
1.483,1,1,-2.459050,4.517970,5.365768,3.563267,4.399416,3.804344,3.317809,-1.48024
1.484,1,1,-2.374511,4.515340,5.364269,3.550874,4.400288,3.785514,3.314367,-1.48157
1.485,1,1,-2.291012,4.512719,4.891087,3.539470,4.401150,3.767357,3.311231,-1.48055
1.486,1,0,-2.217544,4.510180,2.209570,3.532695,4.401970,3.755691,3.311046,-1.47883
1.487,1,0,-2.144077,4.507642,0.000000,3.526198,4.402772,3.744025,3.310861,-1.47947
1.488,1,0,-2.070609,4.505103,0.000000,3.521005,4.403491,3.732359,3.310676,-1.47990
1.489,1,0,-1.998584,4.502567,0.000000,3.515093,4.404185,3.720181,3.310238,-1.47933
1.490,1,0,-1.940462,4.500056,0.000000,3.505812,4.404767,3.703072,3.307358,-1.47561
1.491,1,0,-1.882340,4.497546,0.000000,3.496298,4.405318,3.685963,3.304477,-1.48134
1.492,1,0,-1.824218,4.495035,0.000000,3.485689,4.405728,3.668854,3.301597,-1.48502
1.493,1,0,-1.767206,4.492549,0.000000,3.475612,4.406105,3.652276,3.299022,-1.48038
1.494,1,0,-1.720893,4.490312,0.000000,3.468025,4.406324,3.640815,3.299394,-1.47629
1.495,1,0,-1.674580,4.488075,0.000000,3.461102,4.406513,3.629354,3.299765,-1.47958
1.496,1,0,-1.628268,4.485837,0.000000,3.457290,4.406559,3.617893,3.300136,-1.47923
1.497,1,0,-1.583217,4.483628,0.000000,3.454022,4.406579,3.607342,3.300550,-1.48069
1.498,1,0,-1.550327,4.481689,0.000000,3.453299,4.406476,3.605570,3.301378,-1.48068
1.499,1,0,-1.517438,4.479750,0.000000,3.452658,4.406349,3.603797,3.302206,-1.47947
1.500,1,0,-1.484548,4.477811,0.000000,3.452404,4.406104,3.602025,3.303034,-1.47845
1.501,1,0,-1.452457,4.475905,0.000000,3.451870,4.405834,3.600060,3.303937,-1.48085
1.502,1,0,-1.428062,4.474319,0.000000,3.450030,4.405447,3.596247,3.305572,-1.48028
1.503,1,0,-1.403666,4.472732,0.000000,3.448433,4.405038,3.592434,3.307206,-1.48018
1.504,1,0,-1.379270,4.471145,0.000000,3.447974,4.404517,3.588621,3.308840,-1.48023
1.505,1,0,-1.355258,4.469550,0.000000,3.448265,4.403971,3.585750,3.310489,-1.48002
1.506,1,0,-1.334940,4.467874,0.000000,3.452072,4.403306,3.591959,3.312282,-1.47824
1.507,1,0,-1.314623,4.466198,0.000000,3.455944,4.402606,3.598169,3.314074,-1.47939
1.508,1,0,-1.294305,4.464522,0.000000,3.460118,4.401746,3.604378,3.315866,-1.48112
1.509,1,0,-1.273857,4.462840,0.000000,3.463526,4.400840,3.609568,3.317473,-1.47768
1.510,1,0,-1.252159,4.461102,0.000000,3.463347,4.399715,3.604945,3.317283,-1.47981
1.511,1,0,-1.230460,4.459363,0.000000,3.462443,4.398533,3.600321,3.317093,-1.47946
1.512,1,0,-1.208762,4.457624,0.000000,3.458144,4.397079,3.595698,3.316904,-1.47894
1.513,1,0,-1.187583,4.455863,0.000000,3.453410,4.395554,3.590023,3.316868,-1.48068
1.514,1,0,-1.171412,4.453890,0.000000,3.446639,4.393699,3.574212,3.318317,-1.48053
1.515,1,0,-1.155242,4.451918,0.000000,3.138246,4.391757,3.558402,3.319766,-1.48446
1.516,1,0,-1.139072,4.449945,0.000000,1.417717,4.389410,3.542592,3.321215,-1.48159
1.517,0,0,-1.124182,4.447944,0.000000,0.000000,4.386959,3.527585,3.322275,-1.48106
1.518,0,0,-1.121631,4.445669,0.000000,0.000000,4.384028,3.520324,3.319595,-1.47918
1.519,0,0,-1.119081,4.443393,0.000000,0.000000,4.380980,3.513064,3.316914,-1.48253
1.520,0,0,-1.116530,4.441118,0.000000,0.000000,4.377386,3.505803,3.314234,-1.48040
1.521,0,0,-1.117039,4.438802,0.000000,0.000000,4.373659,3.498815,3.312292,-1.48062
1.522,0,0,-1.147035,4.436100,0.000000,0.000000,4.369317,3.494449,3.317476,-1.47821
1.523,0,0,-1.177031,4.433397,0.000000,0.000000,4.364830,3.490084,3.322659,-1.47964
1.524,0,0,-1.207027,4.430694,0.000000,0.000000,4.359663,3.485719,3.327843,-1.47995
1.525,0,0,-1.240693,4.427965,0.000000,0.000000,4.354343,3.481339,3.332591,-1.48182
1.526,0,0,-1.309733,4.424981,0.000000,0.000000,4.348310,3.476823,3.333133,-1.48167
1.527,0,0,-1.378772,4.421996,0.000000,0.000000,4.342125,3.472306,3.333676,-1.48004
1.528,0,0,-1.447812,4.419012,0.000000,0.000000,4.335229,3.467790,3.334218,-1.47979
1.529,0,0,-1.521477,4.416015,0.000000,0.000000,4.328189,3.464375,3.334678,-1.47915
1.530,0,0,-1.639725,4.412893,0.000000,0.000000,4.320473,3.471575,3.334342,-1.48301
1.531,0,0,-1.757973,4.409771,0.000000,0.000000,4.312624,3.478775,3.334006,-1.47872
1.532,0,0,-1.876222,4.406649,0.000000,0.000000,4.304157,3.485975,3.333670,-1.47989
1.533,0,0,-1.998673,4.403517,0.000000,0.000000,4.295578,3.492978,3.333211,-1.48077
1.534,0,0,-2.161634,4.400282,0.000000,0.000000,4.286475,3.498073,3.331576,-1.47858
1.535,0,0,-2.324596,4.397048,0.000000,0.000000,4.277282,3.503167,3.329941,-1.47960
1.536,0,0,-2.487558,4.393813,0.000000,0.000000,4.267669,3.508262,3.328306,-1.47935
1.537,0,0,-2.652082,4.390543,0.000000,0.000000,4.257985,3.512937,3.326539,-1.47922
1.538,0,0,-2.831676,4.386930,0.000000,0.000000,4.247970,3.513556,3.323499,-1.47748
1.539,0,0,-3.011270,4.383317,0.000000,0.000000,4.237902,3.514176,3.320459,-1.47684
1.540,0,0,-3.190864,4.379704,0.000000,0.000000,4.227582,3.514796,3.317419,-1.47818
1.541,0,0,-3.369326,4.376074,0.000000,0.000000,4.217225,3.515333,3.314395,-1.47449
1.542,0,0,-3.536877,4.372267,0.000000,0.000000,4.206698,3.515070,3.311519,-1.47355
1.543,0,0,-3.704428,4.368461,0.000000,0.000000,4.196154,3.514806,3.308643,-1.47086
1.544,0,0,-3.871979,4.364654,0.000000,0.000000,4.185528,3.514543,3.305767,-1.47163
1.545,0,0,-4.036942,4.360847,0.000000,0.000000,4.174903,3.514386,3.302986,-1.46678
1.546,0,0,-4.176966,4.357040,0.000000,0.000000,4.164285,3.515254,3.301118,-1.45997
1.547,0,0,-4.316990,4.353234,0.000000,0.000000,4.153689,3.516122,3.299251,-1.45776
1.548,0,0,-4.457014,4.349427,0.000000,0.000000,4.143198,3.516990,3.297383,-1.45124
1.549,0,0,-4.595397,4.345611,0.000000,0.000000,4.132751,3.518616,3.295650,-1.44781
1.550,0,0,-4.717972,4.341711,0.000000,0.000000,4.122509,3.527545,3.295211,-1.43715
1.551,0,0,-4.840546,4.337810,0.000000,0.000000,4.112333,3.536474,3.294772,-1.43741
1.552,0,0,-4.963120,4.333909,0.000000,0.000000,4.102458,3.545403,3.294334,-1.42311
1.553,0,0,-5.084888,4.329999,0.000000,0.000000,4.092665,3.552512,3.294104,-1.41547
1.554,0,0,-5.198880,4.326003,0.000000,0.000000,4.083255,3.542070,3.295886,-1.40931
1.555,0,0,-5.312871,4.322006,0.000000,0.000000,4.073940,3.531629,3.297668,-1.39373
1.556,0,0,-5.426863,4.318009,0.000000,0.000000,4.065071,3.521187,3.299449,-1.38157
1.557,0,0,-5.539618,4.313993,0.000000,0.000000,4.056306,3.511627,3.300510,-1.37184
1.558,0,0,-5.640462,4.309787,0.000000,0.000000,4.048032,3.510564,3.294623,-1.36240
1.559,0,0,-5.741305,4.305582,0.000000,0.000000,4.039869,3.509500,3.288735,-1.35330
1.560,0,0,-5.842149,4.301375,0.000000,0.000000,4.032225,3.508437,3.282848,-1.34279
1.561,0,0,-5.939937,4.297150,0.000000,0.000000,4.024698,3.506854,3.277588,-1.32958
1.562,0,0,-6.008276,4.292732,0.000000,0.000000,4.017725,3.500268,3.278368,-1.30795
1.563,0,0,-6.076615,4.288315,0.000000,0.000000,4.010875,3.493681,3.279150,-1.29651
1.564,0,0,-6.144955,4.283898,0.000000,0.000000,4.004609,3.487094,3.279930,-1.28239
1.565,0,0,-6.209201,4.279485,0.000000,0.000000,3.998472,3.480943,3.280321,-1.26924
1.566,0,0,-6.233999,4.275112,0.000000,0.000000,3.992940,3.478993,3.276947,-1.25378
1.567,0,0,-6.258797,4.270740,0.000000,0.000000,3.987545,3.477043,3.273573,-1.24225
1.568,0,0,-6.283595,4.266367,0.000000,0.000000,3.982788,3.475093,3.270199,-1.21681
1.569,0,0,-6.303530,4.261992,0.000000,0.000000,3.978177,3.473024,3.266674,-1.19875
1.570,0,0,-6.276588,4.257590,0.000000,0.000000,3.974244,3.469804,3.261699,-1.18309
1.571,0,0,-6.249647,4.253188,0.000000,0.000000,3.970458,3.466584,3.256723,-1.16599
1.572,0,0,-6.222706,4.248786,0.000000,0.000000,3.967360,3.463364,3.251748,-1.15140
1.573,0,0,-6.191834,4.244397,0.000000,0.000000,3.964401,3.460654,3.247026,-1.13391
1.574,0,0,-6.123077,4.240120,0.000000,0.000000,3.962092,3.462859,3.244750,-1.10731
1.575,0,0,-6.054321,4.235843,0.000000,0.000000,3.959909,3.465064,3.242475,-1.08289
1.576,0,0,-5.985565,4.231567,0.000000,0.000000,3.958319,3.467269,3.240199,-1.06448
1.577,0,0,-5.913410,4.227253,0.000000,0.000000,3.956841,3.469007,3.238158,-1.04731
1.578,0,0,-5.808498,4.222581,0.000000,0.000000,3.955886,3.466243,3.238380,-1.02930
1.579,0,0,-5.703587,4.217909,0.000000,0.000000,3.955022,3.463480,3.238601,-1.00883
1.580,0,0,-5.598675,4.213237,0.000000,0.000000,3.954585,3.460716,3.238822,-0.98768
1.581,0,0,-5.491285,4.208561,0.000000,0.000000,3.954214,3.458074,3.239001,-0.95668
1.582,0,0,-5.360008,4.203855,0.000000,0.000000,3.954152,3.456608,3.238772,-0.93277
1.583,0,0,-5.228731,4.199149,0.000000,0.000000,3.954133,3.455142,3.238542,-0.91172
1.584,0,0,-5.097455,4.194442,0.000000,0.000000,3.954314,3.453676,3.238313,-0.88974
1.585,0,0,-4.966416,4.189728,0.000000,0.000000,3.954520,3.452169,3.237894,-0.87273
1.586,0,0,-4.837683,4.184940,0.000000,0.000000,3.954840,3.450276,3.235645,-0.84825
1.587,0,0,-4.708949,4.180152,0.000000,0.000000,3.955171,3.448383,3.233396,-0.83174
1.588,0,0,-4.580215,4.175364,0.000000,0.000000,3.955546,3.446489,3.231147,-0.79153
1.589,0,0,-4.452852,4.170589,0.000000,0.000000,3.955922,3.444547,3.229364,-0.76169
1.590,0,0,-4.338697,4.165937,0.000000,0.000000,3.956297,3.442139,3.232072,-0.73655
1.591,0,0,-4.224542,4.161285,0.000000,0.000000,3.956665,3.439730,3.234780,-0.71550
1.592,0,0,-4.110386,4.156633,0.000000,0.000000,3.957000,3.437322,3.237487,-0.69374
1.593,0,0,-3.998504,4.151980,0.000000,0.000000,3.957322,3.435554,3.240136,-0.67244
1.594,0,0,-3.908529,4.147319,0.000000,0.000000,3.957576,3.439960,3.242219,-0.65001
1.595,0,0,-3.818553,4.142658,0.000000,0.000000,3.957812,3.444367,3.244303,-0.60886
1.596,0,0,-3.728577,4.137997,0.000000,0.000000,3.957965,3.448774,3.246386,-0.57820
1.597,0,0,-3.640597,4.133396,0.000000,0.000000,3.958107,3.452593,3.248613,-0.55345
1.598,0,0,-3.571853,4.129384,0.000000,0.000000,3.958204,3.450747,3.252229,-0.53002
1.599,0,0,-3.503109,4.125371,0.000000,0.000000,3.958307,3.448900,3.255845,-0.50627
1.600,0,0,-3.434365,4.121358,0.000000,0.000000,3.958436,3.447054,3.259461,-0.48033
1.601,0,0,-3.366525,4.117403,0.000000,0.000000,3.958587,3.445326,3.263431,-0.45653
1.602,0,0,-3.307400,4.113994,0.000000,0.000000,3.958839,3.444739,3.270815,-0.41134
1.603,0,0,-3.248275,4.110585,0.000000,0.000000,3.959127,3.444153,3.278200,-0.38112
1.604,0,0,-3.189149,4.107177,0.000000,0.000000,3.959591,3.443566,3.285585,-0.35764
1.605,0,0,-3.130684,4.103839,0.000000,0.000000,3.960113,3.442919,3.292342,-0.32977
1.606,0,0,-3.078585,4.101184,0.000000,0.000000,3.960908,3.441687,3.293059,-0.30594
1.607,0,0,-3.026486,4.098529,0.000000,0.000000,3.961788,3.440456,3.293775,-0.27984
1.608,0,0,-2.974386,4.095874,0.000000,0.000000,3.963064,3.439225,3.294492,-0.25514
1.609,0,0,-2.920465,4.093286,0.000000,0.000000,3.964451,3.438118,3.295014,-0.20833
1.610,0,0,-2.848979,4.091335,0.000000,0.000000,3.966350,3.438215,3.293665,-0.17753
1.611,0,0,-2.777493,4.089384,0.000000,0.000000,3.968372,3.438312,3.292316,-0.15283
1.612,0,0,-2.706007,4.087432,0.000000,0.000000,3.970969,3.438409,3.290967,-0.12626
1.613,0,0,-2.631928,4.085535,0.000000,0.000000,3.973693,3.438175,3.289841,-0.09937
1.614,0,0,-2.532861,4.084157,0.000000,0.000000,3.977010,3.434752,3.290869,-0.07767
1.615,0,0,-2.433793,4.082780,0.000000,0.000000,3.980458,3.431329,3.291896,-0.04906
1.616,0,0,-2.334725,4.081402,0.000000,0.000000,3.984518,3.427905,3.292924,-0.00265
1.617,0,0,-2.231992,4.080060,0.000000,0.000000,3.988714,3.424765,3.293948,0.02637
1.618,0,0,-2.093935,4.079056,0.000000,0.000000,3.993552,3.424353,3.294949,0.05177
1.619,0,0,-1.955878,4.078053,0.000000,0.000000,3.998530,3.423942,3.295949,0.07720
1.620,0,0,-1.817822,4.077049,0.000000,0.000000,4.004167,3.423530,3.296949,0.10617
