"Time","57 lHL swoff","64 sinus3","63 Ramp down","62 Ramp up","61 right DS","60 left DS","59 rHL swoff","58 rHL swon","55 rFL swoff","56 lHL swon","54 rFL swon","53 lFL swoff","52 lFL swon","51 sinus2","50 sinus","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37a CoMy (cm)","37 CoMy (cm)","v3 xCoM","v4 R COP","36 CoMx (cm)","35 FRy (cm)","67 RDS cle","65 R mark","34 FRx (cm)","33 FLy (cm)","29 HRx (cm)","v5 L COP","68 LDS cle","66 L mark","32 FLx (cm)","31 Keyboard","30 HRy (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","v2 Virtual","v1 Virtual"
1.050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.688896,64.249275,68.223831,113.991112,0.234622,4.049253,4.060440,3.529831,16.119585,3.686182,1,0,18.119678,5.315901,13.617962,0.000000,0,0,15.695395,0,3.373506,5.351258,15.480533,7.972852,18.504068,7.891696,13.815598,8.163622,13.372534,9.029013,13.360038,8.423748,14.625934,9.833268,14.715316,10.228201,15.791249,0,0.00240,0.00103,0.00080,0.00131,0.00058,0.00233,0.00095,0.00052,0.10590,0.09545,3.27669,,
1.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.959534,64.457520,68.376472,114.163124,0.408025,4.049756,4.069300,3.531665,16.122429,3.687675,1,0,18.109474,5.319599,13.617511,0.000000,0,0,15.674399,0,3.375659,5.358064,15.480030,7.975128,18.495176,7.893013,13.806042,8.162072,13.371831,9.018254,13.353601,8.417553,14.624013,9.826430,14.717235,10.225495,15.790629,0,0.00238,0.00098,0.00077,0.00125,0.00058,0.00117,0.00093,0.00052,0.13016,0.09561,3.27646,,
1.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.768341,64.916000,68.425629,114.224937,0.579358,4.050796,4.078395,3.533451,16.122984,3.689019,1,0,18.099588,5.326232,13.615328,0.000000,0,0,15.648913,0,3.377845,5.364965,15.478950,7.974334,18.485359,7.887946,13.798522,8.159740,13.367058,9.012256,13.352333,8.412771,14.623510,9.820192,14.717499,10.220943,15.790573,0,0.00230,0.00096,0.00073,0.00114,0.00057,0.00079,0.00084,0.00055,0.15839,0.09550,3.27688,,
1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.291672,65.529152,68.410812,114.218628,0.749412,4.052167,4.087591,3.535216,16.122124,3.690272,1,0,18.089899,5.334679,13.612073,0.000000,0,0,15.620650,0,3.380053,5.371926,15.477513,7.971642,18.474972,7.878932,13.792259,8.156924,13.359769,9.009200,13.354263,8.408861,14.623884,9.814324,14.716740,10.215250,15.790866,0,0.00210,0.00099,0.00073,0.00111,0.00057,0.00077,0.00085,0.00064,0.18173,0.09507,3.27772,,
1.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.815010,66.142303,68.395996,114.212326,0.919467,4.053538,4.097144,3.536936,16.121265,3.691525,1,0,18.080210,5.343126,13.608818,0.000000,0,0,15.592387,0,3.382261,5.378887,15.476077,7.968951,18.464584,7.869918,13.785996,8.154108,13.352480,9.006145,13.356193,8.404952,14.624258,9.808457,14.715981,10.209556,15.791158,0,0.00208,0.00100,0.00075,0.00104,0.00058,0.00075,0.00085,0.00067,0.20859,0.09482,3.27781,,
1.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.338341,66.755455,68.381187,114.206017,1.089522,4.054910,4.106850,3.538637,16.120407,3.692779,1,0,18.070520,5.351573,13.605564,0.000000,0,0,15.564124,0,3.384469,5.385848,15.474640,7.966259,18.454195,7.860905,13.779734,8.151292,13.345191,9.003090,13.358122,8.401043,14.624631,9.802589,14.715223,10.203862,15.791451,0,0.00223,0.00100,0.00075,0.00104,0.00061,0.00075,0.00084,0.00068,0.26138,0.09496,3.27743,,
1.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.767563,67.389061,68.425766,114.206612,1.265975,4.056614,4.116900,3.540312,16.121986,3.694079,1,0,18.062050,5.370957,13.595162,0.000000,0,0,15.555357,0,3.386530,5.400447,15.473671,7.962246,18.442852,7.856385,13.776691,8.150741,13.336920,9.000536,13.358860,8.398685,14.625785,9.799129,14.716075,10.200319,15.791308,0,0.00229,0.00099,0.00075,0.00099,0.00062,0.00077,0.00083,0.00069,0.28656,0.09503,3.27705,,
1.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.138611,68.035301,68.507057,114.211487,1.446383,4.058524,4.127097,3.541975,16.125074,3.695408,1,0,18.054337,5.397101,13.580343,0.000000,0,0,15.558640,0,3.388499,5.419768,15.472990,7.957416,18.430918,7.854643,13.775641,8.151590,13.328042,8.998293,13.358862,8.397287,14.627420,9.797154,14.717922,10.198108,15.790898,0,0.00228,0.00099,0.00075,0.00100,0.00062,0.00078,0.00080,0.00068,0.31021,0.09497,3.27667,,
1.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.509659,68.681549,68.588348,114.216354,1.626791,4.060433,4.137523,3.543620,16.128162,3.696737,1,0,18.046621,5.423245,13.565525,0.000000,0,0,15.561924,0,3.390468,5.439089,15.472309,7.952585,18.418983,7.852901,13.774591,8.152439,13.319163,8.996049,13.358864,8.395888,14.629056,9.795180,14.719769,10.195895,15.790488,0,0.00202,0.00099,0.00071,0.00099,0.00062,0.00077,0.00075,0.00066,0.33340,0.09475,3.27661,,
1.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.880699,69.327797,68.669647,114.221222,1.807200,4.062343,4.148047,3.545257,16.131250,3.698066,1,0,18.038908,5.449389,13.550706,0.000000,0,0,15.565207,0,3.392437,5.458410,15.471628,7.947754,18.407049,7.851159,13.773541,8.153289,13.310286,8.993806,13.358865,8.394490,14.630692,9.793207,14.721616,10.193683,15.790078,0,0.00165,0.00094,0.00069,0.00098,0.00063,0.00075,0.00077,0.00066,0.36087,0.09465,3.27677,,
1.060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.575226,69.887054,68.716461,114.198845,1.990033,4.064382,4.158741,3.546877,16.134998,3.699490,1,0,18.032234,5.472816,13.537869,0.000000,0,0,15.566387,0,3.394234,5.478954,15.470787,7.947580,18.398075,7.851648,13.770296,8.155693,13.303798,8.991319,13.360281,8.394055,14.632300,9.791938,14.723290,10.191578,15.789968,0,0.00176,0.00088,0.00069,0.00099,0.00061,0.00073,0.00078,0.00065,0.38498,0.09485,3.27701,,
1.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.469704,70.392548,68.741974,114.159622,2.174366,4.066499,4.169508,3.548489,16.139156,3.700973,1,0,18.026201,5.494565,13.526259,0.000000,0,0,15.566268,0,3.395923,5.500254,15.469847,7.950283,18.390928,7.853517,13.765696,8.159059,13.298787,8.988681,13.362570,8.394215,14.633893,9.791105,14.724858,10.189540,15.790045,0,0.00170,0.00088,0.00066,0.00094,0.00060,0.00071,0.00078,0.00064,0.41183,0.09510,3.27732,,
1.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.364182,70.898041,68.767487,114.120407,2.358698,4.068617,4.180532,3.550067,16.143314,3.702456,1,0,18.020170,5.516315,13.514649,0.000000,0,0,15.566148,0,3.397612,5.521555,15.468906,7.952987,18.383783,7.855386,13.761094,8.162425,13.293776,8.986044,13.364860,8.394375,14.635485,9.790273,14.726425,10.187501,15.790121,0,0.00162,0.00083,0.00064,0.00088,0.00061,0.00069,0.00078,0.00065,0.45532,0.09514,3.27716,,
1.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.258659,71.403534,68.792999,114.081184,2.543030,4.070735,4.191668,3.551631,16.147472,3.703939,1,0,18.014139,5.538064,13.503039,0.000000,0,0,15.566028,0,3.399301,5.542855,15.467967,7.955690,18.376637,7.857255,13.756494,8.165791,13.288765,8.983406,13.367148,8.394535,14.637077,9.789440,14.727993,10.185463,15.790197,0,0.00183,0.00082,0.00065,0.00085,0.00062,0.00068,0.00076,0.00063,0.48615,0.09500,3.27670,,
1.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.248711,71.776566,68.808990,114.077217,2.734949,4.073206,4.203176,3.553149,16.150553,3.705199,1,0,18.006424,5.551394,13.493846,0.000000,0,0,15.564755,0,3.401082,5.555787,15.466821,7.952204,18.362301,7.856886,13.748608,8.169129,13.283221,8.983261,13.368125,8.394957,14.636783,9.789942,14.727960,10.183990,15.787802,0,0.00198,0.00081,0.00066,0.00088,0.00061,0.00064,0.00075,0.00065,0.50934,0.09522,3.27694,,
1.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.297844,72.067719,68.819092,114.095047,2.931557,4.075897,4.214844,3.554646,16.152964,3.706323,1,0,17.997667,5.559521,13.486145,0.000000,0,0,15.562770,0,3.402920,5.563545,15.465548,7.944891,18.343519,7.855134,13.738692,8.172453,13.277348,8.984655,13.368291,8.395539,14.635322,9.791266,14.726936,10.182865,15.783878,0,0.00203,0.00085,0.00066,0.00087,0.00060,0.00064,0.00072,0.00066,0.53375,0.09565,3.27763,,
1.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.346985,72.358871,68.829201,114.112877,3.128166,4.078588,4.226873,3.556122,16.155376,3.707446,1,0,17.988911,5.567648,13.478445,0.000000,0,0,15.560785,0,3.404757,5.571303,15.464274,7.937579,18.324739,7.853382,13.728776,8.175776,13.271474,8.986051,13.368457,8.396122,14.633861,9.792591,14.725914,10.181742,15.779956,0,0.00207,0.00086,0.00067,0.00082,0.00058,0.00065,0.00070,0.00067,0.55893,0.09570,3.27780,,
1.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.396118,72.650024,68.839302,114.130699,3.324774,4.081279,4.239057,3.557587,16.157789,3.708569,1,0,17.980156,5.575775,13.470744,0.000000,0,0,15.558800,0,3.406594,5.579062,15.463001,7.930267,18.305958,7.851630,13.718861,8.179098,13.265601,8.987445,13.368623,8.396705,14.632400,9.793916,14.724891,10.180617,15.776032,0,0.00219,0.00090,0.00067,0.00077,0.00058,0.00065,0.00069,0.00067,0.58060,0.09547,3.27765,,
1.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.303673,72.825539,68.895775,114.237251,3.523246,4.084308,4.251499,3.559065,16.157444,3.709632,1,0,17.970913,5.579051,13.466337,0.000000,0,0,15.555120,0,3.408538,5.581100,15.460955,7.931032,18.297918,7.853954,13.709056,8.181870,13.259948,8.987539,13.366639,8.396670,14.630098,9.794318,14.723422,10.180137,15.772117,0,0.00253,0.00097,0.00067,0.00074,0.00058,0.00067,0.00068,0.00068,0.60135,0.09551,3.27722,,
1.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.123711,72.929573,68.980911,114.398636,3.722869,4.087547,4.264050,3.560547,16.155396,3.710659,1,0,17.961370,5.579327,13.463965,0.000000,0,0,15.550393,0,3.410547,5.579603,15.458431,7.936789,18.296518,7.858797,13.699321,8.184299,13.254432,8.986830,13.363329,8.396255,14.627278,9.794149,14.721678,10.180053,15.768204,0,0.00263,0.00101,0.00068,0.00074,0.00059,0.00066,0.00063,0.00069,0.65338,0.09570,3.27661,,
1.070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.943748,73.033615,69.066048,114.560020,3.922493,4.090786,4.276789,3.562075,16.153347,3.711685,1,0,17.951828,5.579604,13.461594,0.000000,0,0,15.545667,0,3.412556,5.578105,15.455907,7.942546,18.295118,7.863639,13.689586,8.186729,13.248916,8.986120,13.360018,8.395841,14.624457,9.793981,14.719934,10.179970,15.764291,0,0.00260,0.00103,0.00066,0.00075,0.00059,0.00066,0.00061,0.00068,0.67719,0.09580,3.27646,,
1.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.763786,73.137650,69.151184,114.721405,4.122116,4.094024,4.289607,3.563622,16.151297,3.712711,1,0,17.942286,5.579880,13.459222,0.000000,0,0,15.540939,0,3.414565,5.576608,15.453382,7.948304,18.293718,7.868482,13.679851,8.189160,13.243400,8.985410,13.356707,8.395426,14.621637,9.793813,14.718190,10.179886,15.760378,0,0.00258,0.00102,0.00066,0.00077,0.00059,0.00065,0.00060,0.00068,0.69885,0.09570,3.27661,,
1.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.758987,73.267197,69.198868,114.765907,4.320162,4.097629,4.302588,3.565237,16.153139,3.713970,1,0,17.932892,5.584616,13.449752,0.000000,0,0,15.592266,0,3.416533,5.580162,15.450257,7.951815,18.295139,7.876714,13.668530,8.191077,13.239491,8.985294,13.354109,8.394974,14.617875,9.793184,14.717438,10.179930,15.758318,0,0.00239,0.00104,0.00066,0.00077,0.00059,0.00064,0.00062,0.00067,0.72083,0.09558,3.27677,,
1.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.862473,73.412514,69.223396,114.738152,4.517232,4.101460,4.315640,3.566881,16.157389,3.715374,1,0,17.923590,5.592107,13.435894,0.000000,0,0,15.678240,0,3.418477,5.586838,15.446761,7.953938,18.298304,7.887043,13.656229,8.192677,13.236573,8.985547,13.351953,8.394498,14.613531,9.792273,14.717299,10.180053,15.757404,0,0.00248,0.00104,0.00066,0.00077,0.00058,0.00063,0.00058,0.00056,0.74387,0.09586,3.27692,,
1.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.965950,73.557838,69.247925,114.710396,4.714303,4.105290,4.328815,3.568563,16.161636,3.716777,1,0,17.914288,5.599598,13.422036,0.000000,0,0,15.764214,0,3.420420,5.593514,15.443265,7.956060,18.301468,7.897371,13.643929,8.194276,13.233657,8.985799,13.349795,8.394022,14.609186,9.791361,14.717161,10.180175,15.756490,0,0.00256,0.00107,0.00065,0.00077,0.00058,0.00065,0.00059,0.00055,0.76614,0.09622,3.27670,,
1.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.069435,73.703156,69.272453,114.682648,4.911373,4.109121,4.342043,3.570261,16.165884,3.718180,1,0,17.904985,5.607089,13.408178,0.000000,0,0,15.850188,0,3.422363,5.600191,15.439769,7.958183,18.304630,7.907699,13.631629,8.195875,13.230740,8.986051,13.347639,8.393547,14.604842,9.790449,14.717023,10.180298,15.755575,0,0.00244,0.00106,0.00068,0.00077,0.00056,0.00065,0.00059,0.00059,0.78796,0.09627,3.27624,,
1.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.054871,73.942711,69.316940,114.687508,5.092368,4.113681,4.355239,3.571964,16.163740,3.719662,1,0,17.894264,5.608752,13.394573,0.000000,0,0,15.936682,0,3.424268,5.602281,15.435385,7.961092,18.304024,7.910432,13.620676,8.199091,13.224249,8.985640,13.342889,8.393345,14.600543,9.790024,14.712442,10.179090,15.753322,0,0.00255,0.00120,0.00069,0.00078,0.00054,0.00064,0.00058,0.00058,0.80994,0.09613,3.27648,,
1.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.967339,74.240509,69.373756,114.712540,5.263425,4.118690,4.368422,3.573667,16.157646,3.721193,1,0,17.882668,5.606813,13.381125,0.000000,0,0,16.023499,0,3.426150,5.601535,15.430450,7.964489,18.301088,7.908472,13.610556,8.203305,13.215549,8.984818,13.336535,8.393313,14.596272,9.789898,14.705116,10.177062,15.750239,0,0.00271,0.00141,0.00070,0.00081,0.00053,0.00064,0.00058,0.00057,0.85510,0.09632,3.27717,,
1.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.879807,74.538307,69.430580,114.737564,5.434483,4.123700,4.381332,3.575374,16.151552,3.722723,1,0,17.871071,5.604874,13.367678,0.000000,0,0,16.110313,0,3.428032,5.600790,15.425516,7.967885,18.298151,7.906510,13.600435,8.207520,13.206847,8.983996,13.330181,8.393281,14.591999,9.789772,14.697789,10.175034,15.747158,0,0.00288,0.00147,0.00071,0.00090,0.00052,0.00065,0.00083,0.00058,0.87463,0.09664,3.27730,,
1.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.792282,74.836105,69.487396,114.762596,5.605541,4.128710,4.394126,3.577082,16.145458,3.724254,1,0,17.859474,5.602934,13.354230,0.000000,0,0,16.197130,0,3.429913,5.600045,15.420582,7.971281,18.295214,7.904549,13.590316,8.211735,13.198147,8.983175,13.323827,8.393250,14.587728,9.789646,14.690463,10.173005,15.744076,0,0.00310,0.00174,0.00070,0.00092,0.00051,0.00066,0.00099,0.00059,0.89432,0.09652,3.27707,,
1.080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.559944,75.130295,69.637383,114.878281,5.753288,4.134068,4.406540,3.578806,16.142889,3.725765,1,0,17.851334,5.602701,13.347024,0.000000,0,0,16.284760,0,3.431882,5.602479,15.414828,7.972021,18.281569,7.906366,13.583281,8.215313,13.190722,8.985241,13.320942,8.394530,14.583869,9.789432,14.689675,10.172099,15.743140,0,0.00314,0.00174,0.00068,0.00090,0.00052,0.00064,0.00105,0.00058,0.91629,0.09627,3.27707,,
1.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.238098,75.422249,69.844955,115.050011,5.886626,4.139643,4.418792,3.580536,16.142498,3.727263,1,0,17.845331,5.603521,13.343678,0.000000,0,0,16.372894,0,3.433906,5.606877,15.408566,7.971119,18.261305,7.910518,13.578154,8.218499,13.184085,8.989090,13.320202,8.396624,14.580266,9.789162,14.692930,10.171886,15.743531,0,0.00316,0.00179,0.00069,0.00091,0.00053,0.00064,0.00137,0.00058,0.93643,0.09636,3.27722,,
1.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.916252,75.714211,70.052536,115.221733,6.019964,4.145217,4.430808,3.582305,16.142109,3.728761,1,0,17.839327,5.604342,13.340331,0.000000,0,0,16.461029,0,3.435929,5.611276,15.402306,7.970217,18.241039,7.914670,13.573027,8.221684,13.177448,8.992940,13.319461,8.398717,14.576663,9.788892,14.696185,10.171675,15.743921,0,0.00322,0.00192,0.00070,0.00091,0.00052,0.00064,0.00223,0.00067,0.95383,0.09656,3.27719,,
1.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.594406,76.006165,70.260109,115.393463,6.153302,4.150791,4.442722,3.584092,16.141718,3.730259,1,0,17.833324,5.605163,13.336985,0.000000,0,0,16.549164,0,3.437952,5.615674,15.396045,7.969315,18.220776,7.918822,13.567900,8.224871,13.170812,8.996790,13.318721,8.400810,14.573059,9.788622,14.699440,10.171463,15.744312,0,0.00319,0.00206,0.00067,0.00093,0.00051,0.00066,0.00276,0.00072,0.97748,0.09657,3.27704,,
1.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.649963,76.222862,70.473892,115.469620,6.266648,4.157414,4.454655,3.585933,16.138037,3.731842,1,0,17.825809,5.606310,13.333157,0.000000,0,0,16.639872,0,3.440029,5.619084,15.388701,7.972978,18.208115,7.920431,13.562904,8.229160,13.163132,8.999790,13.315068,8.404170,14.567694,9.790818,14.699649,10.171490,15.744300,0,0.00298,0.00220,0.00066,0.00093,0.00052,0.00066,0.00324,0.00083,1.01227,0.09636,3.27688,,
1.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.938812,76.393051,70.691513,115.486702,6.367636,4.164686,4.466596,3.587797,16.132322,3.733477,1,0,17.817360,5.607659,13.329033,0.000000,0,0,16.732170,0,3.442139,5.621884,15.380689,7.979462,18.200153,7.920467,13.557990,8.234132,13.154806,9.002264,13.309615,8.408313,14.561237,9.794538,14.697975,10.171664,15.744039,0,0.00293,0.00226,0.00066,0.00092,0.00052,0.00067,0.00365,0.00084,1.03256,0.09618,3.27673,,
1.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.227661,76.563232,70.909134,115.503784,6.468623,4.171958,4.478678,3.589672,16.126608,3.735111,1,0,17.808910,5.609008,13.324908,0.000000,0,0,16.824471,0,3.444249,5.624683,15.372676,7.985947,18.192194,7.920504,13.553077,8.239103,13.146482,9.004739,13.304163,8.412456,14.554782,9.798259,14.696301,10.171840,15.743778,0,0.00293,0.00224,0.00066,0.00092,0.00053,0.00068,0.00375,0.00087,1.05118,0.09636,3.27686,,
1.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.516510,76.733421,71.126755,115.520874,6.569611,4.179230,4.490821,3.591552,16.120893,3.736746,1,0,17.800459,5.610358,13.320785,0.000000,0,0,16.916769,0,3.446359,5.627482,15.364663,7.992431,18.184233,7.920540,13.548162,8.244075,13.138156,9.007214,13.298710,8.416598,14.548326,9.801980,14.694628,10.172014,15.743517,0,0.00300,0.00232,0.00067,0.00094,0.00053,0.00067,0.00375,0.00088,1.06873,0.09657,3.27716,,
1.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.803848,76.936615,71.330444,115.507423,6.655643,4.187335,4.503031,3.593388,16.117340,3.738344,1,0,17.791513,5.571343,13.314425,0.000000,0,0,17.010260,0,3.448373,5.628826,15.355889,7.994629,18.173044,7.922114,13.540565,8.250958,13.130521,9.010690,13.291515,8.421049,14.542423,9.805708,14.692377,10.172929,15.740958,0,0.00282,0.00228,0.00067,0.00097,0.00054,0.00067,0.00376,0.00088,1.08765,0.09645,3.27705,,
1.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.090256,77.160217,71.525528,115.475098,6.732431,4.195956,4.515269,3.595205,16.115124,3.739921,1,0,17.782259,5.507380,13.306683,0.000000,0,0,17.104485,0,3.450329,5.629270,15.346646,7.994176,18.159861,7.924638,13.531308,8.259025,13.123313,9.014785,13.283243,8.425689,14.536862,9.809442,14.689772,10.174301,15.736979,0,0.00289,0.00229,0.00068,0.00105,0.00053,0.00066,0.00399,0.00089,1.10443,0.09627,3.27667,,
1.090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.376656,77.383820,71.720612,115.442772,6.809220,4.204576,4.527417,3.596956,16.112906,3.741497,1,0,17.773005,5.443416,13.298940,0.000000,0,0,17.198709,0,3.452284,5.629713,15.337403,7.993724,18.146677,7.927162,13.522051,8.267092,13.116105,9.018880,13.274971,8.430328,14.531301,9.813175,14.687165,10.175673,15.733000,0,0.00316,0.00241,0.00069,0.00107,0.00053,0.00067,0.00415,0.00089,1.11893,0.09650,3.27685,,
1.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.663055,77.607422,71.915688,115.410446,6.886008,4.213197,4.539527,3.598678,16.110687,3.743074,1,0,17.763750,5.379451,13.291198,0.000000,0,0,17.292936,0,3.454239,5.630157,15.328160,7.993271,18.133493,7.929687,13.512794,8.275158,13.108896,9.022976,13.266699,8.434968,14.525740,9.816909,14.684560,10.177046,15.729021,0,0.00323,0.00249,0.00070,0.00109,0.00052,0.00068,0.00440,0.00090,1.13983,0.09677,3.27738,,
1.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.831535,77.919609,72.070549,115.283897,6.953651,4.221767,4.551375,3.600314,16.103876,3.744629,1,0,17.754238,5.361437,13.285816,0.000000,0,0,17.388521,0,3.455895,5.631511,15.318041,7.991895,18.125992,7.932556,13.502139,8.279971,13.101121,9.024798,13.260399,8.438890,14.521172,9.821346,14.682179,10.178542,15.726060,0,0.00327,0.00251,0.00070,0.00109,0.00051,0.00067,0.00454,0.00089,1.16760,0.09660,3.27763,,
1.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.927124,78.286545,72.200546,115.099121,7.015643,4.230306,4.563112,3.601913,16.094223,3.746172,1,0,17.744564,5.371825,13.281895,0.000000,0,0,17.484945,0,3.457366,5.633427,15.307379,7.989946,18.122004,7.935638,13.490619,8.282772,13.092994,9.025217,13.255317,8.442367,14.517217,9.826220,14.679938,10.180115,15.723728,0,0.00319,0.00257,0.00069,0.00109,0.00054,0.00068,0.00541,0.00104,1.18576,0.09630,3.27771,,
1.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.022713,78.653481,72.330536,114.914337,7.077634,4.238845,4.574465,3.603393,16.084572,3.747715,1,0,17.734890,5.382214,13.277972,0.000000,0,0,17.581369,0,3.458837,5.635343,15.296717,7.987998,18.118013,7.938720,13.479098,8.285574,13.084867,9.025636,13.250236,8.445845,14.513263,9.831093,14.677697,10.181687,15.721395,0,0.00311,0.00263,0.00071,0.00109,0.00055,0.00066,0.00627,0.00127,1.20224,0.09638,3.27783,,
1.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.118301,79.020416,72.460533,114.729561,7.139626,4.247384,4.585654,3.604822,16.074919,3.749258,1,0,17.725216,5.392602,13.274050,0.000000,0,0,17.677794,0,3.460308,5.637259,15.286055,7.986050,18.114025,7.941803,13.467578,8.288376,13.076740,9.026053,13.245153,8.449322,14.509309,9.835966,14.675456,10.183260,15.719064,0,0.00306,0.00269,0.00068,0.00110,0.00054,0.00066,0.00655,0.00126,1.20773,0.09657,3.27799,,
1.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.393906,79.357285,72.528305,114.473045,7.191481,4.255701,4.596461,3.606117,16.070856,3.750812,1,0,17.715839,5.401014,13.266589,0.000000,0,0,17.776693,0,3.461402,5.639872,15.275116,7.985200,18.103664,7.943501,13.456388,8.290462,13.069241,9.026012,13.239529,8.452918,14.506548,9.839135,14.670907,10.184021,15.715453,0,0.00287,0.00261,0.00067,0.00110,0.00054,0.00066,0.00778,0.00132,1.23276,0.09656,3.27791,,
