"Time","57 rm dwn st","56 rm dwn sw","55 rmp up st","54 rmp up sw","53 Ramp down","52 Ramp up","51 right DS","50 left DS","49 lHL swoff","48 lHL swon","47 rHL swoff","46 rHL swon","45 lFL swoff","44 lFL swon","43 rFL swoff","42 rFL swon","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37a CoMy (cm)","36 CoMx (cm)","37 CoMy (cm)","34 FRx (cm)","33 FLy (cm)","32 FLx (cm)","31 Keyboard","35 FRy (cm)","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
3.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.925049,42.323189,81.299164,66.115952,-0.025642,12.993173,6.576632,13.687032,7.215510,13.756262,0,5.830019,4.657784,10.636085,7.136531,9.022431,7.921305,13.860007,8.030819,10.877275,8.064590,10.136860,8.404417,9.526639,8.798799,11.154243,10.265227,10.559943,10.236386,11.635474,0,0.00101,0.00059,0.00141,0.00091,0.00087,0.00077,0.00334,0.00060,-1.47809,0.09982,3.27699
3.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.026855,42.189289,81.243896,65.969276,0.132767,12.968064,6.576916,13.670053,7.229186,13.432359,0,5.830871,4.658381,10.633109,7.139763,9.012445,7.924646,13.851168,8.031878,10.865473,8.066824,10.130975,8.408457,9.512204,8.801194,11.141150,10.269145,10.542129,10.240510,11.608123,0,0.00102,0.00059,0.00130,0.00091,0.00086,0.00077,0.00338,0.00061,-1.48237,0.09975,3.27623
3.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.128647,42.055389,81.188629,65.822594,0.291176,12.942956,6.577200,13.653073,7.242861,13.108457,0,5.831722,4.658977,10.630133,7.142995,9.002460,7.927987,13.842327,8.032936,10.853670,8.069058,10.125091,8.412497,9.497769,8.803591,11.128059,10.273064,10.524313,10.244634,11.580771,0,0.00101,0.00058,0.00155,0.00090,0.00080,0.00076,0.00307,0.00064,-1.47961,0.09933,3.27659
3.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.230453,41.921490,81.133354,65.675911,0.449585,12.917848,6.577484,13.636093,7.256537,12.784554,0,5.832574,4.659573,10.627157,7.146227,8.992475,7.931328,13.833488,8.033995,10.841867,8.071292,10.119205,8.416537,9.483335,8.805986,11.114967,10.276981,10.506498,10.248757,11.553420,0,0.00101,0.00058,0.00160,0.00090,0.00080,0.00075,0.00303,0.00065,-1.48220,0.09890,3.27697
3.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.247925,41.898106,81.161469,65.637909,0.570267,12.901091,6.578201,13.624640,7.253541,12.771891,0,5.834085,4.659965,10.613964,7.154794,8.972812,7.934251,13.826914,8.035094,10.830396,8.070773,10.106949,8.415152,9.472063,8.805198,11.103800,10.277422,10.496878,10.245747,11.526287,0,0.00100,0.00058,0.00194,0.00091,0.00080,0.00075,0.00333,0.00071,-1.47802,0.09901,3.27735
3.980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.264221,41.876286,81.190765,65.601448,0.690412,12.884454,6.578925,13.613265,7.250309,12.763645,0,5.835607,4.660355,10.600625,7.163436,8.953012,7.937168,13.820373,8.036194,10.818929,8.070215,10.094602,8.413689,9.460837,8.804365,11.092659,10.277813,10.487374,10.242635,11.499157,0,0.00100,0.00059,0.00232,0.00091,0.00082,0.00074,0.00370,0.00081,-1.47872,0.09895,3.27773
3.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.280502,41.854469,81.220062,65.564987,0.810558,12.867816,6.579648,13.601891,7.247077,12.755401,0,5.837128,4.660744,10.587287,7.172079,8.933212,7.940085,13.813831,8.037294,10.807462,8.069657,10.082254,8.412226,9.449611,8.803532,11.081518,10.278204,10.477871,10.239522,11.472028,0,0.00100,0.00060,0.00252,0.00091,0.00081,0.00075,0.00361,0.00091,-1.47766,0.09843,3.27767
3.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.296783,41.832649,81.249359,65.528526,0.930703,12.851178,6.580372,13.590516,7.243844,12.747155,0,5.838648,4.661133,10.573949,7.180721,8.913413,7.943002,13.807290,8.038394,10.795994,8.069099,10.069906,8.410763,9.438385,8.802698,11.070377,10.278595,10.468368,10.236410,11.444898,0,0.00100,0.00061,0.00286,0.00091,0.00079,0.00074,0.00372,0.00106,-1.48051,0.09820,3.27759
3.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.634125,41.747368,81.293533,65.535088,1.003101,12.840032,6.581205,13.581176,7.244199,12.745658,0,5.839959,4.661226,10.563783,7.179852,8.911329,7.944788,13.788935,8.040630,10.786091,8.072382,10.053634,8.410011,9.427453,8.803290,11.060086,10.277078,10.456823,10.238356,11.415487,0,0.00100,0.00064,0.00362,0.00090,0.00078,0.00074,0.00374,0.00114,-1.47869,0.09836,3.27699
3.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.976013,41.661186,81.337914,65.542267,1.074820,12.828962,6.582039,13.571864,7.244605,12.744257,0,5.841267,4.661315,10.553662,7.178848,8.909497,7.946558,13.770411,8.042883,10.776210,8.075720,10.037306,8.409269,9.416525,8.803903,11.049808,10.275533,10.445251,10.240374,11.386044,0,0.00099,0.00063,0.00387,0.00089,0.00078,0.00072,0.00396,0.00128,-1.47915,0.09834,3.27638
3.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.317917,41.575005,81.382294,65.549438,1.146539,12.817894,6.582874,13.562552,7.245010,12.742856,0,5.842575,4.661405,10.543542,7.177845,8.907665,7.948327,13.751887,8.045135,10.766328,8.079057,10.020977,8.408527,9.405597,8.804514,11.039529,10.273988,10.433678,10.242392,11.356601,0,0.00099,0.00063,0.00393,0.00079,0.00079,0.00072,0.00469,0.00126,-1.47989,0.09801,3.27667
3.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.659805,41.488819,81.426682,65.556618,1.218259,12.806825,6.583708,13.553241,7.245416,12.741455,0,5.843883,4.661493,10.533422,7.176840,8.905833,7.950096,13.733364,8.047388,10.756447,8.082394,10.004649,8.407785,9.394669,8.805126,11.029250,10.272443,10.422105,10.244410,11.327157,0,0.00096,0.00063,0.00436,0.00070,0.00079,0.00072,0.00554,0.00126,-1.48041,0.09780,3.27697
3.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.796890,41.536079,81.561554,65.454643,1.269281,12.802303,6.585726,13.543318,7.240600,12.743688,0,5.844863,4.661903,10.521703,7.175873,8.900913,7.948944,13.718598,8.046759,10.745824,8.084948,9.995478,8.406302,9.385840,8.807733,11.017565,10.273745,10.409792,10.244720,11.318973,0,0.00092,0.00064,0.00504,0.00064,0.00081,0.00074,0.00577,0.00126,-1.48179,0.09791,3.27713
3.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.931046,41.585232,81.697723,65.351112,1.320009,12.797874,6.587760,13.533386,7.235711,12.745973,0,5.845839,4.662317,10.509962,7.174905,8.895949,7.947749,13.703887,8.046089,10.735190,8.087490,9.986407,8.404809,9.377042,8.810367,11.005859,10.275087,10.397469,10.245006,11.311090,0,0.00089,0.00064,0.00577,0.00066,0.00087,0.00074,0.00607,0.00126,-1.48010,0.09804,3.27728
3.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.065216,41.634384,81.833885,65.247589,1.370738,12.793446,6.589795,13.523456,7.230821,12.748258,0,5.846814,4.662731,10.498221,7.173938,8.890986,7.946555,13.689175,8.045419,10.724556,8.090033,9.977338,8.403316,9.368242,8.813001,10.994154,10.276430,10.385146,10.245292,11.303206,0,0.00079,0.00066,0.00582,0.00064,0.00088,0.00072,0.00616,0.00127,-1.47877,0.09792,3.27721
3.990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.199387,41.683540,81.970047,65.144066,1.421466,12.789017,6.591829,13.513524,7.225931,12.750542,0,5.847790,4.663145,10.486481,7.172971,8.886023,7.945361,13.674463,8.044749,10.713923,8.092575,9.968267,8.401822,9.359444,8.815635,10.982449,10.277772,10.372823,10.245578,11.295323,0,0.00075,0.00067,0.00586,0.00064,0.00088,0.00072,0.00613,0.00129,-1.48015,0.09750,3.27713
3.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.104538,41.734806,82.064835,65.117119,1.430145,12.791421,6.593549,13.498150,7.232697,12.744994,0,5.848417,4.663715,10.475106,7.175389,8.875218,7.941952,13.661900,8.043480,10.707092,8.089953,9.957416,8.402183,9.346462,8.817768,10.966814,10.280482,10.358987,10.245107,11.288296,0,0.00071,0.00066,0.00586,0.00062,0.00089,0.00072,0.00615,0.00135,-1.47979,0.09744,3.27735
3.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.006439,41.786106,82.159042,65.091263,1.438226,12.793921,6.595265,13.482698,7.239629,12.739336,0,5.849040,4.664287,10.463737,7.177855,8.864332,7.938512,13.649366,8.042203,10.700316,8.087259,9.946538,8.402570,9.333422,8.819894,10.951124,10.283212,10.345130,10.244626,11.281281,0,0.00073,0.00065,0.00583,0.00063,0.00095,0.00074,0.00626,0.00136,-1.48178,0.09768,3.27758
3.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.908340,41.837402,82.253242,65.065407,1.446308,12.796423,6.596981,13.467248,7.246561,12.733677,0,5.849662,4.664859,10.452368,7.180321,8.853445,7.935072,13.636834,8.040925,10.693541,8.084564,9.935660,8.402957,9.320381,8.822020,10.935434,10.285942,10.331273,10.244144,11.274266,0,0.00072,0.00064,0.00579,0.00062,0.00091,0.00073,0.00623,0.00142,-1.47947,0.09756,3.27751
3.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.810242,41.888702,82.347443,65.039551,1.454389,12.798923,6.598697,13.451797,7.253493,12.728018,0,5.850285,4.665431,10.440998,7.182787,8.842559,7.931632,13.624301,8.039648,10.686765,8.081870,9.924783,8.403343,9.307341,8.824145,10.919744,10.288671,10.317415,10.243663,11.267252,0,0.00078,0.00063,0.00575,0.00061,0.00088,0.00072,0.00609,0.00157,-1.47827,0.09711,3.27744
3.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.207764,41.604774,82.182137,64.883102,1.464976,12.783422,6.599571,13.440109,7.251606,12.730251,0,5.851013,4.666059,10.428504,7.180664,8.831665,7.932682,13.612041,8.042665,10.670687,8.083842,9.908214,8.403717,9.289946,8.826181,10.905161,10.291443,10.302797,10.247009,11.255960,0,0.00088,0.00063,0.00586,0.00060,0.00086,0.00069,0.00610,0.00167,-1.47866,0.09705,3.27714
3.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.612335,41.316086,82.013138,64.724792,1.475598,12.767666,6.600432,13.428475,7.249595,12.732596,0,5.851743,4.666688,10.415994,7.178477,8.820772,7.933795,13.599785,8.045745,10.654476,8.085880,9.891563,8.404091,9.272488,8.828217,10.890594,10.294214,10.288169,10.250410,11.244608,0,0.00086,0.00064,0.00614,0.00060,0.00093,0.00068,0.00610,0.00169,-1.48154,0.09721,3.27683
3.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.016891,41.027397,81.844147,64.566490,1.486220,12.751909,6.601294,13.416842,7.247583,12.734941,0,5.852473,4.667317,10.403483,7.176289,8.809878,7.934909,13.587529,8.048823,10.638267,8.087919,9.874914,8.404465,9.255031,8.830251,10.876026,10.296987,10.273540,10.253811,11.233255,0,0.00086,0.00065,0.00584,0.00060,0.00093,0.00068,0.00617,0.00166,-1.48082,0.09718,3.27779
3.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.421463,40.738708,81.675148,64.408180,1.496842,12.736153,6.602156,13.405208,7.245571,12.737287,0,5.853203,4.667946,10.390974,7.174101,8.798985,7.936023,13.575274,8.051903,10.622056,8.089957,9.858264,8.404839,9.237573,8.832286,10.861459,10.299758,10.258911,10.257212,11.221904,0,0.00085,0.00065,0.00582,0.00062,0.00091,0.00070,0.00710,0.00165,-1.48000,0.09698,3.27879
3.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.367340,40.714367,81.460938,64.170425,1.501442,12.730895,6.603844,13.393794,7.247968,12.737010,0,5.853595,4.668807,10.383044,7.175702,8.788237,7.940707,13.570384,8.052920,10.607140,8.096247,9.850899,8.409400,9.225583,8.832670,10.851352,10.300172,10.242306,10.254735,11.213017,0,0.00086,0.00066,0.00552,0.00062,0.00089,0.00070,0.00735,0.00162,-1.47973,0.09677,3.27806
4.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.306702,40.693779,81.246078,63.931541,1.505957,12.725786,6.605543,13.382384,7.250428,12.736696,0,5.853983,4.669671,10.375179,7.177356,8.777490,7.945442,13.565598,8.053908,10.592242,8.102597,9.843664,8.414022,9.213670,8.833032,10.841308,10.300552,10.225673,10.252174,11.204166,0,0.00085,0.00065,0.00510,0.00064,0.00089,0.00071,0.00699,0.00153,-1.47779,0.09679,3.27730
4.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.246063,40.673187,81.031227,63.692654,1.510473,12.720678,6.607242,13.370975,7.252887,12.736382,0,5.854371,4.670535,10.367314,7.179010,8.766744,7.950177,13.560814,8.054897,10.577344,8.108947,9.836431,8.418644,9.201757,8.833392,10.831264,10.300933,10.209040,10.249614,11.195315,0,0.00086,0.00064,0.00480,0.00064,0.00088,0.00068,0.00671,0.00143,-1.47860,0.09691,3.27736
4.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.185440,40.652599,80.816368,63.453770,1.514988,12.715569,6.608942,13.359564,7.255347,12.736069,0,5.854759,4.671399,10.359449,7.180664,8.755997,7.954912,13.556028,8.055885,10.562447,8.115297,9.829196,8.423265,9.189845,8.833754,10.821220,10.301313,10.192407,10.247053,11.186464,0,0.00086,0.00064,0.00446,0.00064,0.00086,0.00068,0.00631,0.00129,-1.48026,0.09687,3.27743
4.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.866974,40.941002,80.836082,63.472347,1.512680,12.678486,6.610365,13.349585,7.258653,12.729686,0,5.855142,4.671737,10.346457,7.188394,8.741170,7.959176,13.543273,8.056161,10.549370,8.110275,9.816210,8.422239,9.180924,8.831785,10.813342,10.299505,10.183847,10.243690,11.175805,0,0.00086,0.00061,0.00369,0.00064,0.00087,0.00068,0.00693,0.00122,-1.48043,0.09643,3.27721
4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.544861,41.233791,80.859131,63.494579,1.510276,12.640947,6.611784,13.339626,7.261971,12.723217,0,5.855525,4.672068,10.333392,7.196210,8.726286,7.963433,13.530403,8.056426,10.536320,8.105092,9.803142,8.421133,9.172046,8.829784,10.805495,10.297665,10.175402,10.240314,11.165120,0,0.00087,0.00061,0.00363,0.00068,0.00085,0.00070,0.00704,0.00112,-1.47786,0.09629,3.27698
4.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.222748,41.526581,80.882172,63.516811,1.507872,12.603410,6.613203,13.329667,7.265289,12.716749,0,5.855909,4.672399,10.320328,7.204026,8.711401,7.967690,13.517534,8.056690,10.523269,8.099909,9.790074,8.420027,9.163167,8.827784,10.797647,10.295825,10.166957,10.236939,11.154435,0,0.00087,0.00061,0.00363,0.00069,0.00085,0.00071,0.00624,0.00115,-1.48038,0.09658,3.27668
4.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.900635,41.819370,80.905220,63.539043,1.505468,12.565871,6.614622,13.319708,7.268608,12.710280,0,5.856292,4.672730,10.307262,7.211842,8.696517,7.971947,13.504665,8.056955,10.510219,8.094726,9.777006,8.418921,9.154288,8.825782,10.789800,10.293984,10.158512,10.233565,11.143750,0,0.00086,0.00060,0.00321,0.00069,0.00085,0.00068,0.00535,0.00122,-1.48026,0.09665,3.27637
4.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.723587,42.167606,80.983803,63.429550,1.473096,12.558831,6.616590,13.308642,7.268584,12.706117,0,5.856913,4.672863,10.295376,7.210132,8.694061,7.970462,13.490406,8.054592,10.498672,8.095309,9.763707,8.416254,9.147392,8.827188,10.778616,10.290139,10.147447,10.233910,11.127031,0,0.00083,0.00063,0.00260,0.00070,0.00087,0.00067,0.00512,0.00122,-1.47921,0.09638,3.27659
4.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.548599,42.516628,81.063171,63.318184,1.440299,12.552224,6.618567,13.297561,7.268513,12.701985,0,5.857537,4.672993,10.283506,7.208287,8.691783,7.968896,13.476128,8.052193,10.487148,8.095974,9.750404,8.413566,9.140523,8.828643,10.767385,10.286266,10.136344,10.234307,11.110228,0,0.00083,0.00063,0.00182,0.00068,0.00080,0.00064,0.00488,0.00122,-1.47972,0.09637,3.27682
4.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.373611,42.865646,81.142540,63.206818,1.407501,12.545617,6.620543,13.286479,7.268442,12.697854,0,5.858161,4.673123,10.271637,7.206442,8.689505,7.967330,13.461849,8.049792,10.475624,8.096640,9.737102,8.410877,9.133655,8.830097,10.756153,10.282393,10.125242,10.234705,11.093424,0,0.00082,0.00061,0.00171,0.00068,0.00078,0.00064,0.00481,0.00122,-1.47840,0.09670,3.27735
4.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.198639,43.214668,81.221909,63.095451,1.374704,12.539010,6.622519,13.275397,7.268371,12.693723,0,5.858785,4.673254,10.259768,7.204597,8.687226,7.965764,13.447571,8.047392,10.464100,8.097304,9.723799,8.408189,9.126786,8.831553,10.744922,10.278520,10.114140,10.235103,11.076620,0,0.00083,0.00061,0.00165,0.00067,0.00078,0.00065,0.00484,0.00121,-1.48134,0.09671,3.27788
4.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.052261,43.385040,81.161919,62.786137,1.310210,12.506037,6.623960,13.262775,7.267847,12.693360,0,5.858772,4.673493,10.246516,7.204872,8.678454,7.964094,13.432520,8.045653,10.449541,8.093007,9.708019,8.407781,9.112808,8.835879,10.731166,10.282762,10.097491,10.234056,11.070138,0,0.00089,0.00061,0.00166,0.00068,0.00076,0.00065,0.00480,0.00118,-1.47984,0.09660,3.27722
4.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.906296,43.552876,81.099953,62.474014,1.245265,12.472690,6.625393,13.250133,7.267317,12.693052,0,5.858751,4.673734,10.233245,7.205176,8.669591,7.962422,13.417459,8.043924,10.434938,8.088639,9.692204,8.407404,9.098730,8.840247,10.717374,10.287118,10.080764,10.232987,11.063804,0,0.00095,0.00061,0.00165,0.00069,0.00073,0.00063,0.00485,0.00116,-1.47981,0.09632,3.27653
4.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.760345,43.720707,81.037979,62.161892,1.180321,12.439342,6.626827,13.237489,7.266786,12.692744,0,5.858729,4.673975,10.219975,7.205481,8.660727,7.960750,13.402396,8.042195,10.420336,8.084271,9.676390,8.407027,9.084652,8.844616,10.703582,10.291475,10.064036,10.231919,11.057468,0,0.00098,0.00061,0.00163,0.00069,0.00074,0.00062,0.00489,0.00110,-1.47954,0.09636,3.27712
4.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.614380,43.888542,80.976013,61.849770,1.115377,12.405995,6.628261,13.224846,7.266256,12.692436,0,5.858708,4.674215,10.206703,7.205786,8.651862,7.959078,13.387335,8.040466,10.405733,8.079904,9.660575,8.406651,9.070574,8.848984,10.689790,10.295832,10.047309,10.230852,11.051134,0,0.00097,0.00062,0.00176,0.00068,0.00075,0.00061,0.00506,0.00095,-1.48078,0.09656,3.27773
4.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.316559,43.396118,80.981575,61.806423,1.060588,12.398222,6.629022,13.214790,7.264949,12.686577,0,5.858932,4.674906,10.191066,7.200546,8.652635,7.956000,13.379564,8.041394,10.401554,8.082064,9.650665,8.406794,9.059389,8.849703,10.677884,10.296858,10.029119,10.230871,11.034863,0,0.00085,0.00061,0.00183,0.00067,0.00073,0.00062,0.00507,0.00084,-1.48018,0.09659,3.27759
4.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.030777,42.894321,80.988106,61.766891,1.005943,12.390812,6.629774,13.204771,7.263631,12.680639,0,5.859161,4.675604,10.175394,7.195227,8.653543,7.952902,13.371898,8.042360,10.397523,8.084316,9.640841,8.406944,9.048245,8.850369,10.666005,10.297836,10.010910,10.230906,11.018449,0,0.00087,0.00061,0.00160,0.00067,0.00070,0.00064,0.00541,0.00081,-1.47933,0.09624,3.27744
4.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.744995,42.392521,80.994629,61.727356,0.951298,12.383403,6.630526,13.194753,7.262313,12.674702,0,5.859389,4.676301,10.159723,7.189908,8.654452,7.949804,13.364230,8.043325,10.393491,8.086569,9.631015,8.407096,9.037102,8.851037,10.654126,10.298815,9.992701,10.230941,11.002036,0,0.00087,0.00061,0.00165,0.00068,0.00072,0.00065,0.00539,0.00082,-1.47925,0.09616,3.27744
4.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.459229,41.890724,81.001152,61.687824,0.896653,12.375993,6.631278,13.184733,7.260995,12.668764,0,5.859617,4.676999,10.144052,7.184589,8.655362,7.946706,13.356564,8.044291,10.389460,8.088821,9.621189,8.407247,9.025958,8.851704,10.642246,10.299794,9.974490,10.230975,10.985623,0,0.00089,0.00059,0.00199,0.00066,0.00073,0.00064,0.00447,0.00085,-1.48021,0.09651,3.27744
4.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.647522,41.699947,81.094986,61.653629,0.871229,12.352076,6.631506,13.175487,7.261067,12.667845,0,5.859393,4.677670,10.135246,7.184898,8.633629,7.949386,13.349189,8.049230,10.374604,8.098198,9.612008,8.408077,9.013454,8.851363,10.629161,10.299788,9.967977,10.230031,10.978345,0,0.00088,0.00060,0.00214,0.00066,0.00073,0.00062,0.00426,0.00085,-1.47880,0.09656,3.27744
4.020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.828339,41.513588,81.190056,61.619507,0.846220,12.327924,6.631726,13.166250,7.261158,12.666996,0,5.859162,4.678340,10.126537,7.185287,8.611574,7.952148,13.341819,8.054224,10.359595,8.107677,9.602836,8.408918,9.000933,8.851008,10.616057,10.299768,9.961628,10.229073,10.971195,0,0.00088,0.00060,0.00219,0.00064,0.00076,0.00063,0.00476,0.00086,-1.47975,0.09632,3.27744
4.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.009171,41.327232,81.285126,61.585388,0.821210,12.303772,6.631947,13.157014,7.261250,12.666148,0,5.858932,4.679011,10.117829,7.185676,8.589520,7.954910,13.334449,8.059218,10.344586,8.117154,9.593663,8.409759,8.988410,8.850654,10.602954,10.299749,9.955280,10.228113,10.964046,0,0.00087,0.00060,0.00222,0.00063,0.00076,0.00065,0.00482,0.00091,-1.48046,0.09615,3.27751
4.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.189987,41.140873,81.380196,61.551266,0.796201,12.279621,6.632167,13.147779,7.261341,12.665299,0,5.858701,4.679681,10.109121,7.186065,8.567465,7.957672,13.327079,8.064214,10.329576,8.126633,9.584491,8.410600,8.975888,8.850299,10.589850,10.299729,9.948932,10.227155,10.956898,0,0.00088,0.00060,0.00222,0.00062,0.00077,0.00064,0.00485,0.00102,-1.48001,0.09648,3.27759
4.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.761490,41.572903,81.364220,61.162243,0.807583,12.278199,6.633161,13.135857,7.258485,12.671255,0,5.857992,4.680568,10.103204,7.184716,8.558710,7.958041,13.313885,8.066897,10.316347,8.123227,9.568520,8.410013,8.961969,8.854428,10.577839,10.301212,9.933906,10.227180,10.938881,0,0.00087,0.00061,0.00205,0.00064,0.00076,0.00065,0.00426,0.00104,-1.47892,0.09642,3.27744
4.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.324341,42.013714,81.346672,60.768185,0.819482,12.277101,6.634166,13.123897,7.255587,12.677306,0,5.857275,4.681457,10.097326,7.183342,8.550145,7.958377,13.300609,8.069550,10.303143,8.119639,9.552452,8.409407,8.948030,8.858621,10.565843,10.302716,9.918756,10.227219,10.920710,0,0.00087,0.00063,0.00182,0.00058,0.00076,0.00066,0.00398,0.00100,-1.47851,0.09635,3.27729
4.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.887192,42.454521,81.329124,60.374123,0.831380,12.276001,6.635170,13.111937,7.252688,12.683358,0,5.856559,4.682346,10.091449,7.181969,8.541579,7.958712,13.287332,8.072201,10.289938,8.116052,9.536385,8.408801,8.934092,8.862813,10.553845,10.304221,9.903607,10.227258,10.902538,0,0.00085,0.00064,0.00185,0.00057,0.00077,0.00066,0.00412,0.00103,-1.48099,0.09610,3.27736
4.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.450043,42.895332,81.311577,59.980061,0.843279,12.274902,6.636175,13.099977,7.249790,12.689409,0,5.855843,4.683236,10.085570,7.180595,8.533014,7.959047,13.274055,8.074852,10.276733,8.112464,9.520317,8.408195,8.920154,8.867005,10.541849,10.305725,9.888457,10.227296,10.884367,0,0.00086,0.00065,0.00196,0.00057,0.00077,0.00068,0.00420,0.00102,-1.47963,0.09604,3.27743
4.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.465958,43.194618,81.375549,59.407524,0.858914,12.237245,6.637156,13.087997,7.263979,12.853070,0,5.855451,4.684015,10.077598,7.179579,8.523180,7.961454,13.259493,8.073406,10.260697,8.111820,9.510447,8.408831,8.912297,8.874193,10.529345,10.307837,9.869550,10.225820,10.855567,0,0.00090,0.00063,0.00208,0.00056,0.00073,0.00068,0.00412,0.00105,-1.47991,0.09633,3.27721
4.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.488297,43.491890,81.440681,58.832455,0.874603,12.199068,6.638137,13.076019,7.278410,13.018969,0,5.855063,4.684794,10.069595,7.178567,8.513329,7.963890,13.244912,8.071902,10.244621,8.111219,9.500665,8.409484,8.904529,8.881422,10.516833,10.309956,9.850589,10.224321,10.826616,0,0.00089,0.00061,0.00259,0.00055,0.00074,0.00068,0.00404,0.00104,-1.48002,0.09645,3.27698
4.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.510635,43.789165,81.505814,58.257385,0.890291,12.160892,6.639118,13.064040,7.292842,13.184867,0,5.854676,4.685572,10.061593,7.177556,8.503477,7.966326,13.230330,8.070398,10.228545,8.110618,9.490883,8.410138,8.896759,8.888652,10.504321,10.312076,9.831628,10.222824,10.797667,0,0.00088,0.00063,0.00275,0.00053,0.00074,0.00068,0.00409,0.00104,-1.48016,0.09620,3.27720
4.030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.532990,44.086437,81.570946,57.682316,0.905980,12.122714,6.640098,13.052062,7.307273,13.350765,0,5.854288,4.686350,10.053591,7.176545,8.493626,7.968762,13.215750,8.068894,10.212469,8.110017,9.481101,8.410791,8.888989,8.895882,10.491810,10.314196,9.812667,10.221326,10.768716,0,0.00089,0.00062,0.00276,0.00054,0.00074,0.00068,0.00424,0.00103,-1.48007,0.09597,3.27743
