"Time","v2 L COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","v3 R COP","60 RDS cle","58 R mark","34 FRx (cm)","29 HRx (cm)","61 LDS cle","59 L mark","32 FLx (cm)","27 HLx (cm)","3 Platform","2 Trdml"
1.850,6.500592,5.303133,-2.321831,5.426271,0.000000,0,0,15.931993,14.550484,1,0,17.888023,12.040302,-0.00006,0.10027
1.851,6.499434,5.295224,-2.423162,5.423826,0.000000,0,0,15.955282,14.535845,1,0,17.877209,12.037639,0.00006,0.10046
1.852,6.498077,5.287463,-2.524492,5.421381,0.000000,0,0,15.978571,14.521207,1,0,17.866396,12.034975,-0.00015,0.10040
1.853,6.496689,5.279726,-2.625823,5.418935,0.000000,0,0,16.001860,14.506569,1,0,17.855581,12.032311,0.00021,0.10020
1.854,6.495043,5.272386,-2.698099,5.415802,0.000000,0,0,16.027250,14.490413,1,0,17.843971,12.032765,0.00021,0.10033
1.855,6.493356,5.265110,-2.762182,5.412476,0.000000,0,0,16.053234,14.473827,1,0,17.832138,12.034099,0.00019,0.10047
1.856,6.491580,5.258713,-2.826264,5.409149,0.000000,0,0,16.079220,14.457243,1,0,17.820303,12.035431,0.00012,0.10019
1.857,6.489790,5.252458,-2.890347,5.405822,0.000000,0,0,16.105204,14.440659,1,0,17.808468,12.036764,0.00006,0.10014
1.858,6.488075,5.247518,-2.917354,5.402681,0.000000,0,0,16.133020,14.426858,1,0,17.796164,12.041492,0.00015,0.10035
1.859,6.486372,5.242787,-2.933904,5.399592,0.000000,0,0,16.161352,14.413842,1,0,17.783728,12.047178,0.00009,0.10033
1.860,6.484586,5.239275,-2.950455,5.396504,0.000000,0,0,16.189686,14.400827,1,0,17.771290,12.052865,0.00025,0.10001
1.861,6.482788,5.235958,-2.967005,5.393415,0.000000,0,0,16.218018,14.387812,1,0,17.758854,12.058551,0.00031,0.10015
1.862,6.480731,5.233609,-2.952904,5.390424,0.000000,0,0,16.248117,14.374149,1,0,17.746494,12.067720,0.00009,0.10028
1.863,6.478632,5.231416,-2.930157,5.387460,0.000000,0,0,16.278717,14.360303,1,0,17.734158,12.077871,0.00015,0.09997
1.864,6.476405,5.229917,-2.907410,5.384496,0.000000,0,0,16.309317,14.346457,1,0,17.721819,12.088023,-0.00009,0.09978
1.865,6.474156,5.228528,-2.884664,5.381532,0.000000,0,0,16.339916,14.332611,1,0,17.709482,12.098174,0.00009,0.09993
1.866,6.471959,5.227565,-2.847857,5.378592,0.000000,0,0,16.372488,14.323606,1,0,17.697134,12.110767,0.00006,0.09986
1.867,6.469770,5.226670,-2.807085,5.375659,0.000000,0,0,16.405617,14.315965,1,0,17.684782,12.124050,0.00025,0.09951
1.868,6.467655,5.225970,-2.766313,5.372725,0.000000,0,0,16.438747,14.308324,1,0,17.672430,12.137332,0.00019,0.09941
1.869,6.465552,5.225302,-2.725541,5.369791,0.000000,0,0,16.471876,14.300684,1,1,17.660080,12.150615,0.00025,0.09953
1.870,3.678734,5.224662,-2.687987,5.367177,0.000000,0,0,16.506340,14.285567,0,0,17.648006,12.165420,0.00000,0.09950
1.871,0.446103,5.224028,-2.651340,5.364653,0.000000,0,0,16.541180,14.268343,0,0,17.636011,12.180654,0.00015,0.09927
1.872,0.000000,5.223477,-2.614693,5.362129,0.000000,0,0,16.576019,14.251119,0,0,17.624016,12.195888,-0.00009,0.09924
1.873,0.000000,5.222940,-2.578046,5.359605,0.000000,0,0,16.610859,14.233893,0,0,17.612020,12.211123,-0.00004,0.09944
1.874,0.000000,5.222574,-2.540058,5.357247,0.000000,0,0,16.647661,14.215513,0,0,17.599939,12.227872,0.00025,0.09939
1.875,0.000000,5.222235,-2.501693,5.354936,0.000000,0,0,16.685015,14.196806,0,0,17.587835,12.245049,0.00000,0.09917
1.876,0.000000,5.221994,-2.463327,5.352624,0.000000,0,0,16.722368,14.178099,0,0,17.575731,12.262225,0.00019,0.09923
1.877,0.000000,5.221769,-2.424962,5.350313,0.000000,0,0,16.759722,14.159391,0,0,17.563627,12.279403,0.00013,0.09943
1.878,0.000000,5.221605,-2.377238,5.347787,0.000000,0,0,16.798307,14.148128,0,0,17.551395,12.298655,0.00025,0.09930
1.879,0.000000,5.221451,-2.326874,5.345200,0.000000,0,0,16.837240,14.138964,0,0,17.539127,12.318493,0.00000,0.09901
1.880,0.000000,5.221673,-2.276511,5.342613,0.000000,0,0,16.876173,14.129799,0,0,17.526857,12.338330,0.00000,0.09915
1.881,0.000000,5.221955,-2.226148,5.340026,0.000000,0,0,16.915106,14.120634,0,0,17.514589,12.358169,0.00021,0.09934
1.882,0.000000,5.222997,-2.154532,5.337640,0.000000,0,0,16.955257,14.113168,0,0,17.502645,12.379691,0.00012,0.09906
1.883,0.000000,5.224160,-2.076921,5.335311,0.000000,0,0,16.995754,14.106180,0,0,17.490795,12.401689,-0.00009,0.09897
1.884,0.000000,5.226314,-1.999311,5.332982,0.000000,0,0,17.036249,14.099193,0,0,17.478943,12.423687,0.00009,0.09918
1.885,0.000000,5.228625,-1.921701,5.330653,0.000000,0,0,17.076744,14.092205,0,0,17.467093,12.445684,0.00015,0.09921
1.886,0.000000,5.232059,-1.817643,5.328843,0.000000,0,0,17.118343,14.082460,0,0,17.455631,12.468803,0.00009,0.09898
1.887,0.000000,5.235672,-1.706125,5.327179,0.000000,0,0,17.160254,14.071939,0,0,17.444281,12.492237,0.00015,0.09910
1.888,0.000000,5.240295,-1.594607,5.325515,0.000000,0,0,17.202166,14.061417,0,0,17.432930,12.515672,0.00006,0.09936
1.889,0.000000,5.245080,-1.483089,5.323851,0.000000,0,0,17.244076,14.050895,0,0,17.421579,12.539105,0.00015,0.09930
1.890,0.000000,5.250713,-1.346389,5.322425,0.000000,0,0,17.286308,14.038069,0,0,17.410467,12.563791,0.00031,0.09908
1.891,0.000000,5.256482,-1.202585,5.321067,0.000000,0,0,17.328634,14.024592,0,0,17.399422,12.588830,0.00027,0.09914
1.892,0.000000,5.263039,-1.058781,5.319708,0.000000,0,0,17.370958,14.011117,0,0,17.388376,12.613870,0.00025,0.09934
1.893,0.000000,5.269722,-0.914978,5.318350,0.000000,0,0,17.413282,13.997641,0,0,17.377331,12.638908,0.00017,0.09931
1.894,0.000000,5.277147,-0.756547,5.317525,0.000000,0,0,17.455441,13.986230,0,0,17.366531,12.664453,0.00002,0.09913
1.895,0.000000,5.284690,-0.593990,5.316850,0.000000,0,0,17.497551,13.975403,0,0,17.355799,12.690139,0.00009,0.09929
1.896,0.000000,5.292869,-0.431433,5.316176,0.000000,0,0,17.539663,13.964575,0,0,17.345068,12.715825,0.00019,0.09948
1.897,0.000000,5.301148,-0.268876,5.315501,0.000000,0,0,17.581774,13.953748,0,0,17.334337,12.741511,0.00015,0.09925
1.898,0.000000,5.309940,-0.101248,5.315477,0.000000,0,0,17.622753,13.941852,0,0,17.323835,12.767880,0.00025,0.09922
1.899,0.000000,5.318814,0.067811,5.315635,0.000000,0,0,17.663416,13.929655,0,0,17.313400,12.794443,-0.00015,0.09950
1.900,0.000000,5.328079,0.236869,5.315794,0.000000,0,0,17.704077,13.917459,0,0,17.302963,12.821006,0.00000,0.09959
1.901,0.000000,5.337407,0.405928,5.315953,0.000000,0,0,17.744740,13.905262,0,0,17.292528,12.847568,-0.00015,0.09929
1.902,0.000000,5.347011,0.574417,5.316641,0.000000,0,0,17.783632,13.891431,0,0,17.281727,12.874735,-0.00023,0.09942
1.903,0.000000,5.356658,0.742745,5.317480,0.000000,0,0,17.822025,13.877139,0,0,17.270823,12.902071,-0.00009,0.09963
1.904,0.000000,5.366486,0.911074,5.318318,0.000000,0,0,17.860418,13.862848,0,0,17.259918,12.929408,0.00012,0.09940
1.905,0.000000,5.376342,1.079402,5.319157,0.000000,0,0,17.898811,13.848557,0,0,17.249016,12.956745,0.00006,0.09917
1.906,0.000000,5.386281,1.240995,5.320476,0.000000,0,0,17.934729,13.834653,0,0,17.238310,12.984731,0.00015,0.09943
1.907,0.000000,5.396233,1.400689,5.321930,0.000000,0,0,17.969948,13.820858,0,0,17.227659,13.012898,0.00004,0.09956
1.908,0.000000,5.406132,1.560382,5.323384,0.000000,0,0,18.005167,13.807064,0,0,17.217010,13.041067,0.00006,0.09928
1.909,0.000000,5.416022,1.720075,5.324838,0.000000,0,0,18.040386,13.793269,0,0,17.206360,13.069236,-0.00009,0.09930
1.910,0.000000,5.425737,1.864738,5.326816,0.000000,0,0,18.072531,13.785037,0,0,17.195486,13.098109,0.00015,0.09941
1.911,0.000000,5.435424,2.005162,5.328941,0.000000,0,0,18.103807,13.778375,0,0,17.184549,13.127182,0.00000,0.09939
1.912,0.000000,5.444921,2.145585,5.331066,0.000000,0,0,18.135086,13.771711,0,0,17.173613,13.156255,0.00028,0.09912
1.913,0.000000,5.454389,2.286009,5.333191,0.000000,0,0,18.166363,13.765048,0,0,17.162676,13.185327,0.00000,0.09902
1.914,0.000000,5.463652,2.410571,5.335707,0.000000,0,0,18.194586,13.751045,0,0,17.152023,13.216052,0.00009,0.09915
1.915,0.000000,5.472881,2.530660,5.338333,0.000000,0,0,18.221949,13.734972,0,0,17.141455,13.247244,0.00017,0.09909
1.916,0.000000,5.481731,2.650748,5.340959,0.000000,0,0,18.249310,13.718899,0,0,17.130884,13.278436,0.00000,0.09878
1.917,0.000000,5.490520,2.770837,5.343585,0.000000,0,0,18.276672,13.702826,0,0,17.120314,13.309628,0.00012,0.09875
1.918,0.000000,5.498737,2.863299,5.346687,0.000000,0,0,18.301178,13.692932,0,0,17.109880,13.340754,0.00000,0.09901
1.919,0.000000,5.506863,2.947970,5.349924,0.000000,0,0,18.324879,13.684782,0,0,17.099485,13.371861,0.00000,0.09902
1.920,0.000000,5.514350,3.032641,5.353161,0.000000,0,0,18.348579,13.676632,0,0,17.089092,13.402968,0.00006,0.09868
1.921,0.000000,5.521734,3.117312,5.356398,0.000000,0,0,18.372278,13.668482,0,0,17.078697,13.434075,0.00006,0.09881
1.922,0.000000,5.528459,3.178634,5.359706,0.000000,0,0,18.393269,13.661604,0,0,17.068596,13.463767,0.00009,0.09902
1.923,0.000000,5.535078,3.233371,5.363035,0.000000,0,0,18.413494,13.655085,0,0,17.058578,13.493060,-0.00004,0.09883
1.924,0.000000,5.541077,3.288108,5.366364,0.000000,0,0,18.433720,13.648566,0,0,17.048561,13.522352,0.00017,0.09854
1.925,0.000000,5.546977,3.342845,5.369693,0.000000,0,0,18.453945,13.642047,0,0,17.038544,13.551645,0.00006,0.09872
1.926,0.000000,5.552287,3.372054,5.373247,0.000000,0,0,18.471693,13.634770,0,0,17.028393,13.579396,0.00009,0.09883
1.927,0.000000,5.557501,3.394063,5.376863,0.000000,0,0,18.488741,13.627280,0,0,17.018204,13.606713,0.00000,0.09865
1.928,0.000000,5.562028,3.416072,5.380479,0.000000,0,0,18.505789,13.619791,0,0,17.008015,13.634030,0.00004,0.09853
1.929,0.000000,5.566446,3.438081,5.384096,0.000000,0,0,18.522837,13.612301,0,0,16.997826,13.661347,0.00009,0.09867
1.930,0.000000,5.570111,3.441463,5.387485,0.000000,0,0,18.537310,13.600506,0,0,16.987682,13.687135,0.00000,0.09880
1.931,0.000000,5.573656,3.439590,5.390809,0.000000,0,0,18.551056,13.587497,0,0,16.977552,13.712490,0.00013,0.09869
1.932,0.000000,5.576691,3.437717,5.394133,0.000000,0,0,18.564804,13.574487,0,0,16.967422,13.737846,-0.00013,0.09863
1.933,0.000000,5.579643,3.435845,5.397457,0.000000,0,0,18.578550,13.561478,0,0,16.957291,13.763202,-0.00025,0.09886
1.934,0.000000,5.582285,3.413175,5.401054,0.000000,0,0,18.590212,13.544598,0,0,16.947517,13.788519,0.00006,0.09905
1.935,0.000000,5.584877,3.384639,5.404729,0.000000,0,0,18.601286,13.526627,0,0,16.937843,13.813826,0.00006,0.09893
1.936,0.000000,5.586785,3.356104,5.408403,0.000000,0,0,18.612360,13.508656,0,0,16.928169,13.839132,0.00006,0.09909
1.937,0.000000,5.588583,3.327568,5.412078,0.000000,0,0,18.623434,13.490685,0,0,16.918495,13.864439,0.00015,0.09942
1.938,0.000000,5.589320,3.275190,5.415421,0.000000,0,0,18.632160,13.478734,0,0,16.908644,13.890132,-0.00012,0.09939
1.939,0.000000,5.589887,3.216087,5.418670,0.000000,0,1,18.640224,13.468482,0,0,16.898743,13.915934,0.00021,0.09931
1.940,0.000000,5.589736,3.156984,5.421920,1.892755,1,0,18.648289,13.458230,0,0,16.888840,13.941736,0.00002,0.09961
1.941,0.000000,5.589469,3.097881,5.425169,4.088527,1,0,18.656353,13.447978,0,0,16.878939,13.967538,0.00021,0.09982
1.942,0.000000,5.588890,3.023947,5.428355,4.392453,1,0,18.662292,13.432124,0,0,16.869076,13.993402,0.00015,0.09961
1.943,0.000000,5.588260,2.945830,5.431523,4.393509,1,0,18.667633,13.414690,0,0,16.859226,14.019282,0.00009,0.09984
1.944,0.000000,5.587086,2.867713,5.434692,4.394355,1,0,18.672976,13.397256,0,0,16.849375,14.045163,-0.00006,0.10021
1.945,0.000000,5.585824,2.789596,5.437860,4.395168,1,0,18.678316,13.379822,0,0,16.839523,14.071045,-0.00019,0.10004
1.946,0.000000,5.583760,2.700385,5.440493,4.395612,1,0,18.681995,13.368466,0,0,16.829849,14.096004,0.00009,0.10016
1.947,0.000000,5.581567,2.608045,5.442976,4.395998,1,0,18.685207,13.358826,0,0,16.820227,14.120703,-0.00013,0.10055
1.948,0.000000,5.579024,2.515705,5.445458,4.396320,1,0,18.688419,13.349184,0,0,16.810602,14.145402,0.00015,0.10053
1.949,0.000000,5.576424,2.423365,5.447940,4.396632,1,0,18.691631,13.339543,0,0,16.800978,14.170100,0.00025,0.10036
1.950,0.000000,5.574011,2.338743,5.450146,4.397214,1,0,18.692774,13.327231,0,0,16.791006,14.193580,0.00019,0.10054
1.951,0.000000,5.571629,2.256297,5.452273,4.397840,1,0,18.693335,13.314167,0,0,16.780935,14.216716,0.00004,0.10063
1.952,0.000000,5.569469,2.173852,5.454401,4.398614,1,0,18.693895,13.301102,0,0,16.770864,14.239851,0.00009,0.10041
1.953,0.000000,5.567347,2.091406,5.456529,4.399412,1,0,18.694456,13.288037,0,0,16.760796,14.262987,-0.00004,0.10043
1.954,0.000000,5.565382,2.019363,5.458470,4.400171,1,0,18.693642,13.272431,0,0,16.750519,14.285184,0.00015,0.10056
1.955,0.000000,5.563443,1.950254,5.460359,4.400923,1,0,18.692440,13.256109,0,0,16.740187,14.307116,0.00009,0.10050
1.956,0.000000,5.561766,1.881145,5.462247,4.401733,1,0,18.691238,13.239787,0,0,16.729853,14.329047,-0.00006,0.10034
1.957,0.000000,5.560131,1.812036,5.464136,4.402553,1,0,18.690037,13.223464,0,0,16.719521,14.350979,0.00002,0.10040
1.958,0.000000,5.558877,1.758281,5.465833,4.403539,1,0,18.687010,13.212847,0,0,16.709080,14.371551,-0.00009,0.10055
1.959,0.000000,5.557684,1.708856,5.467477,4.404553,1,0,18.683470,13.203837,0,0,16.698606,14.391739,-0.00006,0.10038
1.960,0.000000,5.556838,1.659431,5.469121,4.405536,1,0,18.679930,13.194829,0,0,16.688135,14.411928,0.00006,0.10020
1.961,0.000000,5.556046,1.610006,5.470765,4.406514,1,0,18.676388,13.185820,0,0,16.677664,14.432117,0.00000,0.10028
1.962,0.000000,5.555534,1.574028,5.472226,4.407226,1,0,18.671276,13.182864,0,0,16.667433,14.450967,0.00015,0.10032
1.963,0.000000,5.555067,1.541841,5.473636,4.407896,1,0,18.665720,13.181616,0,0,16.657270,14.469440,0.00000,0.10000
1.964,0.000000,5.554873,1.509655,5.475047,4.408291,1,0,18.660164,13.180367,0,0,16.647108,14.487914,-0.00004,0.09985
1.965,0.000000,5.554722,1.477468,5.476457,4.408643,1,0,18.654608,13.179118,0,0,16.636946,14.506388,-0.00006,0.10006
1.966,0.000000,5.554864,1.455721,5.477865,4.408820,1,0,18.647449,13.177915,0,0,16.626762,14.523671,0.00006,0.10002
1.967,0.000000,5.555053,1.436918,5.479271,4.408968,1,0,18.639837,13.176723,0,0,16.616571,14.540619,0.00006,0.09970
1.968,0.000000,5.555594,1.418115,5.480679,4.409238,1,0,18.632227,13.175532,0,0,16.606380,14.557567,-0.00015,0.09978
1.969,0.000000,5.556193,1.399312,5.482086,4.409527,1,0,18.624617,13.174342,0,0,16.596189,14.574514,-0.00004,0.09995
1.970,0.000000,5.557205,1.395699,5.483416,4.410185,1,0,18.615812,13.170333,0,0,16.586142,14.590564,0.00025,0.09975
1.971,0.000000,5.558284,1.396369,5.484725,4.410902,1,0,18.606670,13.165530,0,0,16.576132,14.606359,-0.00019,0.09958
1.972,0.000000,5.559786,1.397040,5.486033,4.411760,1,0,18.597528,13.160727,0,0,16.566122,14.622154,0.00006,0.09977
1.973,0.000000,5.561356,1.397711,5.487342,4.412642,1,0,18.588387,13.155923,0,0,16.556112,14.637950,0.00000,0.09978
1.974,0.000000,5.563344,1.411354,5.488722,4.413358,1,0,18.578617,13.149832,0,0,16.546463,14.652631,-0.00004,0.09949
1.975,0.000000,5.565398,1.428657,5.490121,4.414048,1,0,18.568672,13.143376,0,0,16.536917,14.666996,0.00015,0.09947
1.976,0.000000,5.567870,1.445960,5.491520,4.414503,1,0,18.558725,13.136922,0,0,16.527369,14.681362,-0.00004,0.09962
1.977,0.000000,5.570408,1.463262,5.492919,4.414919,1,0,18.548779,13.130466,0,0,16.517822,14.695728,0.00015,0.09957
1.978,0.000000,5.573376,1.496835,5.494266,4.415127,1,0,18.538157,13.122363,0,0,16.508532,14.708757,0.00009,0.09942
1.979,0.000000,5.576413,1.534997,5.495598,4.415300,1,0,18.527344,13.113794,0,0,16.499315,14.721411,0.00006,0.09951
1.980,0.000000,5.579956,1.573159,5.496930,4.415421,1,0,18.516531,13.105226,0,0,16.490097,14.734063,0.00019,0.09974
1.981,0.000000,5.583580,1.611321,5.498262,4.415533,1,0,18.505718,13.096657,0,0,16.480879,14.746716,0.00019,0.09974
1.982,0.000000,5.587780,1.661803,5.499929,4.415757,1,0,18.494482,13.089227,0,0,16.471832,14.756910,0.00006,0.09966
1.983,0.000000,5.592072,1.715760,5.501692,4.416000,1,0,18.483126,13.082118,0,0,16.462835,14.766412,0.00000,0.09989
1.984,0.000000,5.596889,1.769717,5.503454,4.416400,1,0,18.471769,13.075009,0,0,16.453836,14.775912,0.00012,0.09999
1.985,0.000000,5.601792,1.823674,5.505216,4.416826,1,0,18.460413,13.067901,0,0,16.444839,14.785414,0.00004,0.09969
1.986,0.000000,5.607132,1.890667,5.507056,4.417394,1,0,18.448971,13.061752,0,0,16.436384,14.793115,0.00013,0.09979
1.987,0.000000,5.612543,1.961335,5.508919,4.417984,1,0,18.437506,13.055876,0,0,16.428083,14.800307,-0.00004,0.10012
1.988,0.000000,5.618268,2.032004,5.510781,4.418578,1,0,18.426041,13.049999,0,0,16.419783,14.807500,0.00019,0.10006
1.989,0.000000,5.624044,2.102673,5.512644,4.419171,1,0,18.414576,13.044123,0,0,16.411482,14.814693,0.00021,0.09987
1.990,0.000000,5.629993,2.171881,5.514865,4.419638,1,0,18.402695,13.030420,0,0,16.404537,14.819966,0.00012,0.10019
1.991,0.000000,5.635970,2.240677,5.517187,4.420083,1,0,18.390696,13.014511,0,0,16.397976,14.824697,-0.00002,0.10037
1.992,0.000000,5.641934,2.309473,5.519509,4.420463,1,0,18.378695,12.998601,0,0,16.391413,14.829430,0.00021,0.10017
1.993,0.000000,5.647897,2.378270,5.521832,4.420831,1,0,18.366695,12.982692,0,0,16.384851,14.834161,0.00019,0.10037
1.994,0.000000,5.653755,2.445973,5.524250,4.421227,1,0,18.354982,12.967140,0,0,16.379541,14.836698,0.00006,0.10071
1.995,0.000000,5.659595,2.513369,5.526695,4.421628,1,0,18.343351,12.951689,0,0,16.374586,14.838614,0.00025,0.10057
1.996,0.000000,5.665717,2.580764,5.529140,4.422042,1,0,18.331720,12.936237,0,0,16.369631,14.840531,0.00015,0.10075
1.997,0.000000,5.671883,2.648160,5.531585,4.422460,1,0,18.320089,12.920786,0,0,16.364676,14.842449,0.00004,0.10116
1.998,0.000000,5.678679,2.720537,5.534555,4.422842,1,0,18.308495,12.907884,0,0,16.361835,14.842021,-0.00009,0.10112
1.999,0.000000,5.685577,2.794320,5.537673,4.423219,1,0,18.296909,12.895699,0,0,16.359596,14.840931,0.00004,0.10121
2.000,0.000000,5.692685,2.868104,5.540791,4.423478,1,0,18.285326,12.883514,0,0,16.357353,14.839842,0.00006,0.10160
2.001,0.000000,5.699826,2.941887,5.543909,4.423718,1,0,18.273741,12.871330,0,0,16.355114,14.838752,0.00009,0.10160
2.002,0.000000,5.706749,3.022630,5.546698,4.423794,1,0,18.262323,12.862608,0,0,16.356092,14.834990,0.00019,0.10163
2.003,0.000000,5.713637,3.105336,5.549393,4.423843,1,0,18.250954,12.854863,0,0,16.357979,14.830473,0.00015,0.10201
2.004,0.000000,5.720829,3.188043,5.552089,4.423884,1,0,18.239584,12.847118,0,0,16.359867,14.825956,0.00000,0.10205
2.005,0.000000,5.728069,3.270749,5.554784,4.423923,1,0,18.228214,12.839374,0,0,16.361753,14.821440,0.00015,0.10199
2.006,0.000000,5.736194,3.365822,5.558005,4.424142,1,0,18.216700,12.830209,0,0,16.367266,14.814724,0.00006,0.10234
2.007,0.000000,5.744461,3.464384,5.561373,4.424389,1,0,18.205143,12.820644,0,0,16.373798,14.807387,0.00006,0.10247
2.008,0.000000,5.753247,3.562945,5.564741,4.424889,1,0,18.193586,12.811080,0,0,16.380331,14.800052,-0.00007,0.10243
2.009,0.000000,5.762116,3.661506,5.568109,4.425428,1,0,18.182030,12.801515,0,0,16.386864,14.792715,0.00019,0.10272
2.010,0.000000,5.770959,3.751120,5.572054,4.426214,1,0,18.170485,12.792921,0,0,16.397320,14.783665,0.00009,0.10279
2.011,0.000000,5.779799,3.838210,5.576162,4.427040,1,0,18.158945,12.784601,0,0,16.408880,14.774131,0.00015,0.10257
2.012,0.000000,5.788454,3.925299,5.580269,4.427904,1,0,18.147404,12.776281,0,0,16.420441,14.764597,0.00009,0.10274
2.013,0.000000,5.797081,4.012389,5.584377,4.428775,1,0,18.135862,12.767962,0,0,16.432003,14.755063,0.00012,0.10277
2.014,0.000000,5.805458,4.086117,5.588697,4.429496,1,0,18.124020,12.754700,0,0,16.447487,14.744523,0.00006,0.10254
2.015,0.000000,5.813796,4.156075,5.593076,4.430192,1,0,18.112091,12.740043,0,0,16.464079,14.733699,-0.00004,0.10261
2.016,0.000000,5.821734,4.226034,5.597456,4.430893,1,0,18.100163,12.725387,0,0,16.480671,14.722876,-0.00006,0.10277
2.017,0.000000,5.829610,4.295992,5.601835,4.431594,1,0,18.088234,12.710730,0,0,16.497263,14.712051,0.00000,0.10255
2.018,0.000000,5.836936,4.346159,5.606310,4.432508,1,0,18.076645,12.697647,0,0,16.517326,14.700583,0.00000,0.10256
2.019,0.000000,5.844176,4.390743,5.610813,4.433456,1,0,18.065153,12.685009,0,0,16.538368,14.688931,0.00013,0.10269
2.020,0.000000,5.850821,4.435327,5.615316,4.434634,1,0,18.053661,12.672370,0,0,16.559408,14.677280,-0.00009,0.10260
2.021,0.000000,5.857370,4.479911,5.619819,4.435850,1,0,18.042170,12.659732,0,0,16.580450,14.665629,0.00015,0.10250
2.022,0.000000,5.863369,4.508679,5.624303,4.437220,1,0,18.030815,12.651689,0,0,16.604803,14.653768,-0.00009,0.10260
2.023,0.000000,5.869280,4.532985,5.628784,4.438615,1,0,18.019503,12.644943,0,0,16.630091,14.641847,0.00021,0.10260
2.024,0.000000,5.874963,4.557292,5.633264,4.439902,1,0,18.008188,12.638197,0,0,16.655378,14.629925,0.00025,0.10224
2.025,0.000000,5.880609,4.581598,5.637743,4.441173,1,0,17.996876,12.631451,0,0,16.680666,14.618004,0.00006,0.10231
2.026,0.000000,5.886328,4.603661,5.642276,4.442122,1,0,17.985685,12.622754,0,0,16.708752,14.605980,0.00006,0.10244
2.027,0.000000,5.892059,4.625091,5.646822,4.443019,1,0,17.974531,12.613507,0,0,16.737627,14.593927,-0.00004,0.10220
2.028,0.000000,5.897713,4.646522,5.651370,4.443835,1,0,17.963375,12.604260,0,0,16.766502,14.581875,0.00015,0.10208
2.029,0.000000,5.903356,4.667952,5.655916,4.444638,1,0,17.952221,12.595014,0,0,16.795376,14.569821,-0.00009,0.10216
2.030,0.000000,5.908664,4.672052,5.660792,4.445640,1,0,17.940760,12.586990,0,0,16.827639,14.558013,0.00000,0.10206
2.031,0.000000,5.913918,4.671265,5.665761,4.446673,1,0,17.929211,12.579312,0,0,16.860857,14.546272,0.00019,0.10185
2.032,0.000000,5.918651,4.670478,5.670729,4.447787,1,0,17.917664,12.571634,0,0,16.894073,14.534532,0.00015,0.10192
2.033,0.000000,5.923300,4.669691,5.675697,4.448914,1,0,17.906116,12.563955,0,0,16.927292,14.522791,0.00034,0.10199
2.034,0.000000,5.927315,4.654235,5.680410,4.449909,1,0,17.894455,12.559274,0,0,16.961651,14.511033,-0.00006,0.10166
2.035,0.000000,5.931228,4.634643,5.685051,4.450883,1,0,17.882761,12.555438,0,0,16.996332,14.499269,-0.00004,0.10167
2.036,0.000000,5.934646,4.615050,5.689692,4.451606,1,0,17.871069,12.551601,0,0,17.031013,14.487505,0.00015,0.10183
2.037,0.000000,5.937985,4.595458,5.694334,4.452288,1,0,17.859375,12.547766,0,0,17.065695,14.475741,0.00006,0.10162
2.038,0.000000,5.940933,4.556255,5.699084,4.452656,1,0,17.847582,12.541261,0,0,17.101109,14.464136,0.00015,0.10146
2.039,0.000000,5.943819,4.511522,5.703866,4.452973,1,0,17.835760,12.534003,0,0,17.136730,14.452577,0.00002,0.10169
2.040,0.000000,5.945947,4.466788,5.708646,4.453059,1,0,17.823938,12.526746,0,0,17.172352,14.441017,0.00009,0.10177
2.041,0.000000,5.947955,4.422055,5.713428,4.453107,1,0,17.812117,12.519487,0,0,17.207972,14.429458,0.00004,0.10146
2.042,0.000000,5.948874,4.357129,5.717654,4.453055,1,0,17.800314,12.516691,0,0,17.244041,14.417918,0.00012,0.10158
2.043,0.000000,5.949617,4.286508,5.721723,4.452987,1,1,17.788519,12.515153,0,0,17.280235,14.406384,0.00000,0.10169
2.044,0.000000,5.949695,4.215886,5.725792,2.533744,0,0,17.776724,12.513615,0,0,17.316431,14.394851,-0.00025,0.10134
2.045,0.000000,5.949665,4.145265,5.729862,0.307255,0,0,17.764929,12.512076,0,0,17.352625,14.383317,0.00042,0.10141
2.046,0.000000,5.949432,4.059080,5.734036,0.000000,0,0,17.753368,12.511867,0,0,17.368368,14.371669,0.00019,0.10161
2.047,0.000000,5.949167,3.968506,5.738241,0.000000,0,0,17.741873,12.512031,0,0,17.378342,14.359988,0.00000,0.10147
2.048,0.000000,5.948375,3.877931,5.742445,0.000000,0,0,17.730379,12.512196,0,0,17.388315,14.348308,0.00000,0.10136
2.049,0.000000,5.947499,3.787357,5.746649,0.000000,0,0,17.718885,12.512361,0,0,17.398291,14.336627,0.00019,0.10153
2.050,0.000000,5.945685,3.676687,5.750488,0.000000,0,0,17.707348,12.521008,0,0,17.407444,14.325251,0.00009,0.10154
2.051,0.000000,5.943720,3.560349,5.754224,0.000000,0,0,17.695799,12.532048,0,0,17.416368,14.313960,0.00000,0.10140
2.052,0.000000,5.941012,3.444010,5.757959,0.000000,0,0,17.684248,12.543089,0,0,17.425293,14.302670,-0.00009,0.10164
2.053,0.000000,5.938185,3.327672,5.761695,0.000000,0,0,17.672699,12.554129,0,0,17.434217,14.291380,0.00000,0.10171
2.054,0.000000,5.934926,3.204741,5.764904,0.000000,0,0,17.660988,12.574400,0,0,17.441341,14.280145,0.00015,0.10148
