"Time","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","v3 R COP","60 RDS cle","58 R mark","34 FRx (cm)","29 HRx (cm)","v2 L COP","61 LDS cle","59 L mark","32 FLx (cm)","27 HLx (cm)","3 Platform","2 Trdml"
4.701,6.623917,-1.010117,6.645250,0.000000,0,0,14.167238,11.582272,7.261712,1,0,14.961903,8.590268,1.82307,0.09698
4.702,6.619697,-1.150014,6.643520,0.000000,0,0,14.195439,11.568791,7.261123,1,0,14.947530,8.583160,1.34261,0.09705
4.703,6.615347,-1.219766,6.641204,0.000000,0,0,14.223345,11.552230,7.260650,1,0,14.933311,8.578293,0.22034,0.09733
4.704,6.610819,-1.289518,6.638888,0.000000,0,0,14.251251,11.535668,7.260245,1,0,14.919091,8.573425,2.12148,0.09756
4.705,6.606119,-1.359271,6.636573,0.000000,0,0,14.279158,11.519107,7.259908,1,0,14.904871,8.568559,0.29071,0.09722
4.706,6.601201,-1.405498,6.635024,0.000000,0,0,14.306993,11.503763,7.259569,1,0,14.890375,8.563793,-0.15424,0.09685
4.707,6.596072,-1.420026,6.634510,0.000000,0,0,14.334734,11.490061,7.259228,1,0,14.875506,8.559166,0.52230,0.09714
4.708,6.590788,-1.434555,6.633995,0.000000,0,0,14.362474,11.476358,7.258818,1,0,14.860637,8.554538,1.80695,0.09735
4.709,6.585354,-1.449084,6.633480,0.000000,0,0,14.390215,11.462656,7.258340,1,0,14.845768,8.549911,0.60905,0.09689
4.710,6.579881,-1.442857,6.631974,0.000000,0,0,14.417663,11.451575,7.257752,1,0,14.830600,8.544216,1.81241,0.09689
4.711,6.574368,-1.408664,6.629132,0.000000,0,0,14.444714,11.444028,7.257056,1,0,14.815030,8.537085,0.98575,0.09732
4.712,6.568892,-1.374470,6.626289,0.000000,0,0,14.471766,11.436480,7.256319,1,0,14.799461,8.529953,0.97575,0.09752
4.713,6.563452,-1.340277,6.623447,0.000000,0,0,14.498816,11.428932,7.255544,1,0,14.783892,8.522821,1.30971,0.09725
4.714,6.558054,-1.304775,6.621695,0.000000,0,0,14.525406,11.419235,7.254822,1,0,14.768127,8.515530,0.83262,0.09722
4.715,6.552698,-1.267510,6.621411,0.000000,0,0,14.551373,11.406642,7.254151,1,0,14.752102,8.508023,0.82731,0.09760
4.716,6.547341,-1.230245,6.621128,0.000000,0,0,14.577340,11.394049,7.253589,1,0,14.736076,8.500516,-0.43877,0.09759
4.717,6.541986,-1.192979,6.620845,0.000000,0,0,14.603308,11.381456,7.253132,1,0,14.720051,8.493010,1.75465,0.09736
4.718,6.536600,-1.184385,6.620289,0.000000,0,0,14.628810,11.367553,7.252808,1,0,14.704415,8.485427,-0.39827,0.09706
4.719,6.531186,-1.214423,6.619365,0.000000,0,0,14.653686,11.351885,7.252613,1,0,14.689306,8.477741,-0.15654,0.09718
4.720,6.525760,-1.244462,6.618441,0.000000,0,0,14.678561,11.336216,7.252495,1,0,14.674196,8.470056,1.59124,0.09737
4.721,6.520323,-1.274500,6.617517,0.000000,0,0,14.703437,11.320548,7.252452,1,0,14.659087,8.462370,-0.17911,0.09713
4.722,6.514875,-1.311262,6.616443,0.000000,0,0,14.727433,11.306264,7.252345,1,0,14.644155,8.453886,-0.43398,0.09670
4.723,6.509417,-1.357083,6.615164,0.000000,0,0,14.750244,11.293847,7.252176,1,0,14.629459,8.444328,0.58579,0.09658
4.724,6.503850,-1.402904,6.613886,0.000000,0,0,14.773055,11.281430,7.251522,1,0,14.614765,8.434770,1.56535,0.09659
4.725,6.498177,-1.448725,6.612608,0.000000,0,0,14.795866,11.269013,7.250398,1,0,14.600070,8.425212,-0.20912,0.09642
4.726,6.492241,-1.527707,6.611157,0.000000,0,0,14.817567,11.254086,7.248448,1,0,14.585209,8.415605,0.07365,0.09602
4.727,6.486051,-1.651372,6.609476,0.000000,0,0,14.837771,11.235774,7.245699,1,0,14.570124,8.405931,1.53633,0.09545
4.728,6.479488,-1.775037,6.607793,0.000000,0,0,14.857976,11.217463,7.242503,1,0,14.555037,8.396257,0.01747,0.09503
4.729,6.472566,-1.898702,6.606112,0.000000,0,0,14.878180,11.199153,7.238873,1,0,14.539952,8.386584,-0.70254,0.09506
4.730,6.465250,-2.017452,6.604242,0.000000,0,0,14.896935,11.181528,7.235331,1,0,14.524708,8.376995,0.18898,0.09507
4.731,6.457555,-2.129581,6.602120,0.000000,0,0,14.913734,11.164828,7.231873,1,0,14.509249,8.367517,0.28738,0.09478
4.732,6.449488,-2.241709,6.599998,0.000000,0,0,14.930534,11.148128,7.228824,1,0,14.493790,8.358040,-0.36097,0.09434
4.733,6.441062,-2.353838,6.597877,0.000000,0,0,14.947334,11.131428,7.226170,1,0,14.478331,8.348562,0.66670,0.09416
4.734,6.432242,-2.479088,6.595617,0.000000,0,0,14.962958,11.118972,7.224041,1,0,14.463099,8.339474,-0.06322,0.09427
4.735,6.423040,-2.622018,6.593172,0.000000,0,0,14.976998,11.112235,7.222420,1,0,14.448174,8.330909,-0.64920,0.09412
4.736,6.413375,-2.764947,6.590727,0.000000,0,0,14.991037,11.105498,7.220788,1,0,14.433249,8.322344,0.67694,0.09410
4.737,6.403260,-2.907876,6.588282,0.000000,0,0,15.005076,11.098762,7.219147,1,0,14.418324,8.313779,-0.87935,0.09407
4.738,6.392673,-3.059083,6.585237,0.000000,0,0,15.017718,11.088209,7.216957,1,0,14.403512,8.305664,-0.13722,0.09379
4.739,6.381629,-3.221441,6.581382,0.000000,0,0,15.028477,11.072516,7.214235,1,0,14.388854,8.298155,-0.82404,0.09387
4.740,6.370207,-3.383799,6.577528,0.000000,0,0,15.039235,11.056824,7.211245,1,0,14.374196,8.290646,-0.98461,0.09406
4.741,6.358418,-3.546157,6.573674,0.000000,0,0,15.049994,11.041131,7.207995,1,0,14.359538,8.283136,-0.51749,0.09423
4.742,6.346340,-3.711342,6.570197,0.000000,0,0,15.059484,11.022769,7.204890,1,0,14.345144,8.275411,-0.87838,0.09409
4.743,6.333981,-3.880336,6.567230,0.000000,0,0,15.067268,11.000811,7.201927,1,0,14.331105,8.267394,-1.22209,0.09370
4.744,6.321382,-4.049330,6.564263,0.000000,0,0,15.075051,10.978852,7.199087,1,0,14.317066,8.259378,-0.38212,0.09377
4.745,6.308550,-4.218324,6.561296,0.000000,0,0,15.082835,10.956893,7.196366,1,0,14.303028,8.251362,0.53691,0.09411
4.746,6.295567,-4.405234,6.557412,0.000000,0,0,15.089210,10.938614,7.193639,1,0,14.289450,8.243724,-0.82697,0.09441
4.747,6.282439,-4.616284,6.552290,0.000000,0,0,15.093683,10.925293,7.190907,1,0,14.276493,8.236594,0.93207,0.09438
4.748,6.269310,-4.827334,6.547169,0.000000,0,0,15.098158,10.911971,7.188109,1,0,14.263535,8.229465,-0.63584,0.09412
4.749,6.256181,-5.038384,6.542048,0.000000,0,0,15.102633,10.898650,7.185248,1,0,14.250579,8.222337,-0.95142,0.09436
4.750,6.243171,-5.248184,6.536572,0.000000,0,0,15.105753,10.887468,7.182281,1,0,14.237388,8.215419,0.72925,0.09468
4.751,6.230278,-5.456298,6.530618,0.000000,0,0,15.107049,10.879169,7.179209,1,0,14.223882,8.208785,0.73090,0.09467
4.752,6.217545,-5.664413,6.524664,0.000000,0,0,15.108346,10.870871,7.175972,1,0,14.210377,8.202151,-0.08839,0.09461
4.753,6.204968,-5.872528,6.518711,0.000000,0,0,15.109642,10.862572,7.172575,1,0,14.196871,8.195518,-1.07533,0.09446
4.754,6.192583,-6.085850,6.512968,0.000000,0,0,15.110033,10.851428,7.168971,1,0,14.183516,8.188499,-1.40724,0.09492
4.755,6.180383,-6.306188,6.507510,0.000000,0,0,15.109204,10.836452,7.165164,1,0,14.170363,8.180963,-0.93636,0.09501
4.756,6.168443,-6.526527,6.502053,0.000000,0,0,15.108376,10.821476,7.161199,1,0,14.157210,8.173426,-0.15308,0.09471
4.757,6.156756,-6.746865,6.496595,0.000000,0,0,15.107548,10.806500,7.157078,1,0,14.144058,8.165889,0.29243,0.09462
4.758,6.145425,-6.950388,6.490060,0.000000,0,0,15.106017,10.792650,7.152873,1,0,14.130927,8.158039,-1.48345,0.09479
4.759,6.134438,-7.131254,6.482075,0.000000,0,0,15.103540,10.780316,7.148585,1,0,14.117823,8.149766,-0.73905,0.09513
4.760,6.123875,-7.312119,6.474090,0.000000,0,0,15.101064,10.767982,7.144285,1,0,14.104719,8.141494,0.14545,0.09519
4.761,6.113722,-7.492984,6.466105,0.000000,0,0,15.098587,10.755649,7.139971,1,0,14.091616,8.133221,-0.17853,0.09498
4.762,6.103991,-7.641031,6.457905,0.000000,0,0,15.095066,10.742036,7.135705,1,0,14.078304,8.124267,-1.68314,0.09507
4.763,6.094668,-7.744857,6.449416,0.000000,0,0,15.090138,10.726703,7.131485,1,0,14.064713,8.114393,0.54827,0.09543
4.764,6.085711,-7.848683,6.440926,0.000000,0,0,15.085210,10.711369,7.127322,1,0,14.051121,8.104521,-1.53594,0.09561
4.765,6.077108,-7.952510,6.432437,0.000000,0,0,15.080282,10.696034,7.123215,1,0,14.037529,8.094647,-1.09893,0.09550
4.766,6.068851,-8.018075,6.424095,0.000000,0,0,15.074305,10.683447,7.119146,1,0,14.024007,8.084337,0.41593,0.09552
4.767,6.060926,-8.032087,6.415951,0.000000,0,0,15.066914,10.674559,7.115115,1,0,14.010578,8.073437,-0.47239,0.09585
4.768,6.053411,-8.046100,6.407807,0.000000,0,0,15.059523,10.665670,7.111032,1,0,13.997150,8.062536,-1.26035,0.09601
4.769,6.046290,-8.060111,6.399663,0.000000,0,0,15.052132,10.656782,7.106898,1,0,13.983722,8.051637,-1.80256,0.09613
4.770,6.039645,-8.020124,6.391333,0.000000,0,0,15.043111,10.644439,7.102637,1,0,13.970209,8.039067,-1.38950,0.09635
4.771,6.033460,-7.907377,6.382752,0.000000,0,0,15.031893,10.627441,7.098252,1,0,13.956584,8.024248,-0.65143,0.09662
4.772,6.027735,-7.794630,6.374170,0.000000,0,0,15.020675,10.610444,7.093812,1,0,13.942958,8.009430,-1.92966,0.09677
4.773,6.022455,-7.681882,6.365589,0.000000,0,0,15.009457,10.593447,7.089317,1,0,13.929332,7.994612,-2.10624,0.09677
4.774,6.017578,-7.548859,6.357402,0.000000,0,0,14.997667,10.577376,7.084877,1,0,13.916169,7.979684,-0.15775,0.09683
4.775,6.013089,-7.388515,6.349747,0.000000,0,0,14.985109,10.562554,7.080491,1,0,13.903631,7.964609,-1.50981,0.09737
4.776,6.008992,-7.228171,6.342092,0.000000,0,0,14.972551,10.547733,7.076246,1,0,13.891092,7.949534,-1.64791,0.09760
4.777,6.005276,-7.067827,6.334437,0.000000,0,0,14.959993,10.532911,7.072138,1,0,13.878554,7.934459,-2.17994,0.09737
4.778,6.002001,-6.887862,6.327330,0.000000,0,0,14.947336,10.515265,7.068233,1,0,13.865947,7.920385,-1.98246,0.09737
4.779,5.999154,-6.681458,6.320961,0.000000,0,0,14.934546,10.493811,7.064525,1,0,13.853248,7.907662,-2.13033,0.09769
4.780,5.996781,-6.475055,6.314593,0.000000,0,0,14.921758,10.472357,7.060991,1,0,13.840548,7.894939,-0.03795,0.09788
4.781,5.994869,-6.268651,6.308225,0.000000,0,0,14.908968,10.450903,7.057625,1,0,13.827848,7.882215,-2.05234,0.09755
4.782,5.993405,-6.074425,6.302362,0.000000,0,0,14.896077,10.434580,7.054367,1,0,13.815006,7.869627,-0.95598,0.09771
4.783,5.992376,-5.896604,6.297179,0.000000,0,0,14.883049,10.425170,7.051211,1,0,13.801973,7.857219,-1.41589,0.09806
4.784,5.991764,-5.718784,6.291996,0.000000,0,0,14.870022,10.415760,7.048031,1,0,13.788940,7.844812,-1.94222,0.09779
4.785,5.991555,-5.540963,6.286813,0.000000,0,0,14.856995,10.406351,7.044826,1,0,13.775907,7.832405,-1.56014,0.09774
4.786,5.991751,-5.377080,6.281296,0.000000,0,0,14.844095,10.394788,7.041482,1,0,13.763305,7.819973,-1.79275,0.09803
4.787,5.992339,-5.231978,6.275329,0.000000,0,0,14.831369,10.380324,7.038003,1,0,13.751282,7.807507,-1.97888,0.09821
4.788,5.993292,-5.086875,6.269362,0.000000,0,0,14.818644,10.365860,7.034434,1,0,13.739260,7.795042,-0.67409,0.09828
4.789,5.994598,-4.941772,6.263396,0.000000,0,0,14.805918,10.351397,7.030777,1,0,13.727237,7.782577,-0.62409,0.09806
4.790,5.996177,-4.814309,6.258555,0.000000,0,0,14.793265,10.338161,7.027125,1,0,13.715004,7.770814,-1.95118,0.09828
4.791,5.998021,-4.710612,6.255232,0.000000,0,0,14.780714,10.326584,7.023479,1,0,13.702489,7.760000,-2.13325,0.09842
4.792,6.000050,-4.606915,6.251909,0.000000,0,0,14.768163,10.315005,7.019948,1,0,13.689973,7.749185,-0.99329,0.09827
4.793,6.002257,-4.503217,6.248585,0.000000,0,0,14.755611,10.303428,7.016531,1,0,13.677457,7.738370,-2.04096,0.09827
4.794,6.004603,-4.409228,6.244642,0.000000,0,0,14.742996,10.290585,7.013302,1,0,13.665108,7.727499,-0.08946,0.09872
4.795,6.007086,-4.328320,6.239862,0.000000,0,0,14.730293,10.276036,7.010259,1,0,13.652984,7.716552,-2.27106,0.09887
4.796,6.009679,-4.247412,6.235083,0.000000,0,0,14.717590,10.261489,7.007306,1,0,13.640860,7.705606,-0.22878,0.09888
4.797,6.012381,-4.166503,6.230303,0.000000,0,0,14.704887,10.246942,7.004440,1,0,13.628735,7.694659,-0.87592,0.09887
4.798,6.015140,-4.076025,6.225797,0.000000,0,0,14.692249,10.232148,7.001540,1,0,13.616466,7.683684,-1.68723,0.09913
4.799,6.017955,-3.972654,6.221658,0.000000,0,0,14.679699,10.217024,6.998605,1,0,13.604002,7.672671,-2.34945,0.09926
4.800,6.020766,-3.869282,6.217520,0.000000,0,0,14.667149,10.201899,6.995608,1,0,13.591537,7.661658,-1.92897,0.09894
4.801,6.023572,-3.765910,6.213381,0.000000,0,0,14.654598,10.186774,6.992551,1,0,13.579073,7.650644,-1.17896,0.09915
4.802,6.026346,-3.664160,6.209462,0.000000,0,0,14.642097,10.174887,6.989440,1,0,13.566704,7.639269,-0.21050,0.09938
4.803,6.029090,-3.564595,6.205840,0.000000,0,0,14.629663,10.167359,6.986276,1,0,13.554462,7.627406,-0.89313,0.09911
4.804,6.031819,-3.465031,6.202218,0.000000,0,0,14.617228,10.159832,6.983084,1,0,13.542221,7.615543,-2.28320,0.09921
4.805,6.034532,-3.365466,6.198595,0.000000,0,0,14.604793,10.152305,6.979865,1,0,13.529981,7.603680,-0.86377,0.09968
4.806,6.037277,-3.251818,6.195311,0.000000,0,0,14.592313,10.144094,6.976715,1,0,13.517810,7.591663,-0.19329,0.09971
4.807,6.040051,-3.119192,6.192483,0.000000,0,0,14.579772,10.134961,6.973632,1,0,13.505735,7.579441,-0.38729,0.09959
4.808,6.042907,-2.986567,6.189654,0.000000,0,0,14.567231,10.125829,6.971013,1,0,13.493661,7.567218,-0.24874,0.09993
4.809,6.045844,-2.853942,6.186826,0.000000,0,0,14.554690,10.116696,6.968843,1,0,13.481586,7.554996,-0.21819,0.10003
4.810,6.048872,-2.726400,6.184071,0.000000,0,0,14.542300,10.105079,6.967463,1,0,13.469634,7.543070,-1.86375,0.09986
4.811,6.051989,-2.605708,6.181414,0.000000,0,0,14.530113,10.090112,6.966846,1,0,13.457846,7.531546,-2.37353,0.09962
4.812,6.055181,-2.485016,6.178757,0.000000,0,0,14.517926,10.075146,6.966657,1,0,13.446057,7.520022,-0.20412,0.09988
4.813,6.058445,-2.364324,6.176100,0.000000,0,0,14.505739,10.060180,6.966881,1,0,13.434268,7.508498,-2.13688,0.09995
4.814,6.061810,-2.243693,6.173733,0.000000,0,0,14.493690,10.045663,6.967024,1,0,13.422478,7.496739,-0.99667,0.09963
4.815,6.065271,-2.123142,6.171755,0.000000,0,0,14.481827,10.031751,6.967088,1,0,13.410684,7.484666,-1.45574,0.09970
4.816,6.068882,-2.002592,6.169778,0.000000,0,0,14.469964,10.017839,6.966783,1,0,13.398890,7.472593,-1.55035,0.09977
4.817,6.072636,-1.882041,6.167801,0.000000,0,0,14.458100,10.003927,6.966120,1,0,13.387096,7.460520,-1.58506,0.09980
4.818,6.076528,-1.769341,6.166010,0.000000,0,0,14.446341,9.990930,6.965012,1,0,13.375728,7.448190,-1.31023,0.09943
4.819,6.080552,-1.667219,6.164470,0.000000,0,0,14.434719,9.979162,6.963472,1,0,13.364932,7.435512,-1.84257,0.09966
4.820,6.084646,-1.565096,6.162930,0.000000,0,0,14.423099,9.967395,6.962080,1,0,13.354136,7.422833,-0.49069,0.09964
4.821,6.088806,-1.462973,6.161389,0.000000,0,0,14.411477,9.955627,6.960831,1,0,13.343340,7.410155,-2.20747,0.09953
4.822,6.092981,-1.361405,6.159960,0.000000,0,0,14.399879,9.944684,6.960306,1,0,13.332553,7.397888,-0.44567,0.09918
4.823,6.097173,-1.260584,6.158681,0.000000,0,0,14.388312,9.934850,6.960481,1,0,13.321777,7.386176,-2.48433,0.09947
4.824,6.101354,-1.159763,6.157403,0.000000,0,0,14.376745,9.925016,6.961011,1,0,13.311002,7.374464,-0.44572,0.09939
4.825,6.105525,-1.058941,6.156124,0.000000,0,0,14.365178,9.915182,6.961887,1,0,13.300226,7.362751,-2.32876,0.09913
4.826,6.109632,-0.955624,6.155176,0.000000,0,0,14.353610,9.905269,6.962607,1,0,13.289093,7.351217,-0.42467,0.09892
4.827,6.113680,-0.848944,6.154674,0.000000,0,0,14.342041,9.895249,6.963176,1,0,13.277477,7.339922,-2.46526,0.09916
4.828,6.117596,-0.742265,6.154172,0.000000,0,0,14.330472,9.885230,6.963622,1,0,13.265862,7.328627,-0.53182,0.09893
4.829,6.121383,-0.635585,6.153670,0.000000,0,0,14.318902,9.875211,6.963951,1,0,13.254245,7.317332,-2.47779,0.09883
4.830,6.125009,-0.524039,6.153049,0.000000,0,0,14.307329,9.867115,6.964329,1,0,13.242947,7.306673,-0.14622,0.09863
4.831,6.128481,-0.405937,6.152270,0.000000,0,0,14.295752,9.861613,6.964755,1,0,13.232075,7.296868,-2.52764,0.09883
4.832,6.131816,-0.287836,6.151490,0.000000,0,0,14.284173,9.856112,6.965328,1,0,13.221203,7.287063,-0.20140,0.09884
4.833,6.135020,-0.169734,6.150711,0.000000,0,0,14.272595,9.850610,6.966042,1,0,13.210331,7.277258,-2.49197,0.09867
4.834,6.138114,-0.053625,6.150240,0.000000,0,0,14.261215,9.840423,6.966951,1,0,13.199362,7.267418,-0.16001,0.09848
4.835,6.141102,0.059800,6.150187,0.000000,0,0,14.250101,9.823922,6.968049,1,0,13.188260,7.257530,-2.52726,0.09874
4.836,6.143985,0.173226,6.150134,0.000000,0,0,14.238988,9.807422,6.969269,1,0,13.177158,7.247643,-0.21931,0.09866
4.837,6.146766,0.286651,6.150081,0.000000,0,0,14.227875,9.790921,6.970608,1,0,13.166057,7.237755,-2.49583,0.09829
4.838,6.149452,0.377227,6.150543,0.000000,0,0,14.216836,9.775166,6.972001,1,0,13.154859,7.227873,-0.25754,0.09777
4.839,6.152045,0.437015,6.151700,0.000000,0,0,14.205899,9.760412,6.973446,1,0,13.143531,7.217999,-2.45752,0.09796
4.840,6.154559,0.496804,6.152858,0.000000,0,0,14.194962,9.745660,6.975051,1,0,13.132204,7.208124,-0.22379,0.09790
4.841,6.156997,0.556592,6.154016,0.000000,0,0,14.184025,9.730906,6.976810,1,0,13.120876,7.198250,-2.48511,0.09756
4.842,6.159362,0.593311,6.155210,0.000000,0,0,14.173261,9.718536,6.978817,1,0,13.109078,7.188645,-0.37572,0.09711
4.843,6.161656,0.598946,6.156453,0.000000,0,0,14.162730,9.709375,6.981062,1,0,13.096648,7.179402,-2.42773,0.09715
4.844,6.163868,0.604581,6.157696,0.000000,0,0,14.152200,9.700214,6.983341,1,0,13.084217,7.170159,-0.12872,0.09717
4.845,6.166000,0.610216,6.158940,0.000000,0,0,14.141669,9.691054,6.985652,1,0,13.071787,7.160917,-2.51700,0.09723
4.846,6.168029,0.600116,6.159860,0.000000,0,0,14.131016,9.680549,6.987777,1,0,13.059093,7.151752,-0.17081,0.09697
4.847,6.169959,0.568814,6.160343,0.000000,0,0,14.120195,9.668232,6.989722,1,0,13.046043,7.142691,-2.47097,0.09686
4.848,6.171775,0.537511,6.160826,0.000000,0,0,14.109375,9.655915,6.991621,1,0,13.032993,7.133630,-0.12847,0.09706
4.849,6.173483,0.506209,6.161309,0.000000,0,0,14.098555,9.643599,6.993476,1,0,13.019944,7.124569,-2.49127,0.09720
4.850,6.175093,0.474211,6.161504,0.000000,0,0,14.087755,9.633116,6.995485,1,0,13.006862,7.115593,-0.14637,0.09698
4.851,6.176607,0.441274,6.161313,0.000000,0,0,14.076982,9.625105,6.997643,1,0,12.993735,7.106730,-2.41440,0.09678
4.852,6.178035,0.408337,6.161121,0.000000,0,0,14.066209,9.617093,6.999957,1,0,12.980609,7.097868,-0.18766,0.09712
4.853,6.179379,0.375401,6.160929,0.000000,0,0,14.055436,9.609081,7.002424,1,0,12.967483,7.089005,-2.40699,0.09724
4.854,6.180626,0.350763,6.160948,0.000000,0,0,14.044595,9.600582,7.004990,1,0,12.954299,7.080116,-0.14028,0.09707
4.855,6.181779,0.337307,6.161252,0.000000,0,0,14.033661,9.591427,7.007653,1,0,12.941041,7.071191,-2.38782,0.09704
4.856,6.182816,0.323852,6.161556,0.000000,0,0,14.022727,9.582272,7.010336,1,0,12.927782,7.062266,-0.16064,0.09734
4.857,6.183741,0.310396,6.161860,0.000000,0,0,14.011793,9.573116,7.013040,1,0,12.914523,7.053340,-2.45710,0.09745
4.858,6.184546,0.302162,6.162346,0.000000,0,0,14.000776,9.563264,7.015697,1,0,12.901295,7.044518,-0.33867,0.09734
4.859,6.185236,0.300965,6.163079,0.000000,0,0,13.989649,9.552474,7.018310,1,0,12.888107,7.035834,-2.28272,0.09713
4.860,6.185831,0.299768,6.163813,0.000000,0,0,13.978521,9.541684,7.020897,1,0,12.874920,7.027150,-0.13578,0.09735
4.861,6.186332,0.298571,6.164546,0.000000,0,0,13.967394,9.530894,7.023461,1,0,12.861732,7.018466,-2.45326,0.09740
4.862,6.186779,0.300178,6.165080,0.000000,0,0,13.956200,9.518012,7.026042,1,0,12.848684,7.009666,-0.27444,0.09728
4.863,6.187172,0.305562,6.165346,0.000000,0,0,13.944914,9.502309,7.028640,1,0,12.835826,7.000712,-2.33750,0.09709
4.864,6.187550,0.310946,6.165612,0.000000,0,0,13.933628,9.486607,7.031285,1,0,12.822967,6.991757,-0.22072,0.09719
4.865,6.187911,0.316331,6.165878,0.000000,0,0,13.922342,9.470903,7.033976,1,0,12.810108,6.982802,-2.29572,0.09741
4.866,6.188292,0.321699,6.165984,0.000000,0,0,13.911209,9.456716,7.036720,1,0,12.797111,6.974008,-0.26595,0.09731
4.867,6.188693,0.327046,6.165874,0.000000,0,0,13.900283,9.444570,7.039518,1,0,12.783926,6.965429,-2.41064,0.09708
4.868,6.189167,0.332393,6.165763,0.000000,0,0,13.889357,9.432424,7.042286,1,0,12.770741,6.956851,-0.15140,0.09748
4.869,6.189713,0.337740,6.165653,0.000000,0,0,13.878429,9.420278,7.045027,1,0,12.757557,6.948272,-2.32684,0.09772
4.870,6.190394,0.350038,6.165752,0.000000,0,0,13.867298,9.410033,7.047664,1,0,12.744405,6.939594,-0.23718,0.09753
4.871,6.191207,0.371702,6.166134,0.000000,0,0,13.855891,9.402351,7.050201,1,0,12.731297,6.930785,-2.21911,0.09741
4.872,6.192183,0.393366,6.166516,0.000000,0,0,13.844483,9.394669,7.052707,1,0,12.718187,6.921975,-0.62943,0.09769
4.873,6.193316,0.415030,6.166897,0.000000,0,0,13.833076,9.386986,7.055184,1,0,12.705078,6.913165,-1.86577,0.09765
4.874,6.194596,0.432072,6.167471,0.000000,0,0,13.821674,9.378187,7.057719,1,0,12.691938,6.904193,-1.14117,0.09765
4.875,6.196018,0.442888,6.168303,0.000000,0,0,13.810278,9.367885,7.060310,1,0,12.678757,6.895005,-1.26806,0.09730
4.876,6.197556,0.453704,6.169136,0.000000,0,0,13.798882,9.357583,7.062920,1,0,12.665575,6.885817,-1.88450,0.09733
4.877,6.199208,0.464519,6.169968,0.000000,0,0,13.787486,9.347281,7.065547,1,0,12.652394,6.876629,-0.88929,0.09736
4.878,6.200951,0.476000,6.170593,0.000000,0,0,13.776164,9.338683,7.068130,1,0,12.639246,6.867581,-2.04995,0.09748
4.879,6.202782,0.488375,6.170938,0.000000,0,0,13.764942,9.332382,7.070671,1,0,12.626143,6.858724,-0.39103,0.09709
4.880,6.204668,0.500750,6.171284,0.000000,0,0,13.753720,9.326081,7.073164,1,0,12.613039,6.849867,-2.51871,0.09711
4.881,6.206605,0.513126,6.171629,0.000000,0,0,13.742497,9.319780,7.075611,1,0,12.599936,6.841010,-0.22298,0.09731
4.882,6.208549,0.526994,6.172148,0.000000,0,0,13.731324,9.308361,7.078033,1,0,12.586972,6.832085,-2.50236,0.09730
4.883,6.210500,0.542874,6.172899,0.000000,0,0,13.720215,9.290044,7.080431,1,0,12.574200,6.823070,-0.34565,0.09695
4.884,6.212436,0.558753,6.173650,0.000000,0,0,13.709105,9.271727,7.082870,1,0,12.561427,6.814055,-2.34195,0.09688
4.885,6.214358,0.574633,6.174401,0.000000,0,0,13.697996,9.253410,7.085348,1,0,12.548655,6.805040,-0.29164,0.09709
4.886,6.216276,0.600863,6.174815,0.000000,0,0,13.686867,9.239011,7.087922,1,0,12.536247,6.795916,-1.76329,0.09698
4.887,6.218190,0.641039,6.174775,0.000000,0,0,13.675709,9.229889,7.090587,1,0,12.524332,6.786645,-1.23230,0.09692
4.888,6.220124,0.681215,6.174735,0.000000,0,0,13.664551,9.220768,7.093284,1,0,12.512417,6.777374,-1.43005,0.09665
4.889,6.222076,0.721391,6.174695,0.000000,0,0,13.653394,9.211647,7.096013,1,0,12.500502,6.768102,-1.41685,0.09691
4.890,6.224059,0.771194,6.175092,0.000000,0,0,13.642281,9.200979,7.098694,1,0,12.488462,6.758641,-1.14474,0.09701
4.891,6.226072,0.833967,6.176079,0.000000,0,0,13.631228,9.188227,7.101329,1,0,12.476254,6.748925,-1.91846,0.09708
4.892,6.228110,0.896741,6.177065,0.000000,0,0,13.620175,9.175475,7.103902,1,0,12.464046,6.739208,-0.95986,0.09677
4.893,6.230171,0.959514,6.178052,0.000000,0,0,13.609123,9.162723,7.106415,1,0,12.451838,6.729492,-2.39485,0.09700
4.894,6.232259,1.017413,6.179204,0.000000,0,0,13.597986,9.153181,7.108872,1,0,12.439587,6.719615,-0.14666,0.09720
4.895,6.234375,1.068743,6.180580,0.000000,0,0,13.586736,9.147964,7.111276,1,0,12.427278,6.709521,-2.50466,0.09727
4.896,6.236547,1.120072,6.181955,0.000000,0,0,13.575484,9.142748,7.113645,1,0,12.414968,6.699427,-0.13897,0.09704
4.897,6.238776,1.171402,6.183330,0.000000,0,0,13.564234,9.137531,7.115980,1,0,12.402658,6.689333,-2.12665,0.09736
4.898,6.241106,1.214755,6.184756,0.000000,0,0,13.552994,9.130386,7.118311,1,0,12.390519,6.679047,-0.91782,0.09752
4.899,6.243534,1.247361,6.186252,0.000000,0,0,13.541768,9.120643,7.120637,1,0,12.378611,6.668499,-1.69330,0.09731
4.900,6.246100,1.279967,6.187747,0.000000,0,0,13.530542,9.110899,7.123016,1,0,12.366703,6.657951,-1.61934,0.09724
4.901,6.248801,1.312574,6.189243,0.000000,0,0,13.519317,9.101155,7.125446,1,0,12.354795,6.647403,-0.43088,0.09716
4.902,6.251654,1.326059,6.190612,0.000000,0,0,13.508008,9.090599,7.127949,1,0,12.343500,6.636891,-2.27991,0.09741
