"Time","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","50 Sinus rmp","49 St rmp dw","48 Sw rmp dw","47 St rmp up","46 Sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Rump up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","36 CoMx (cm)","60 Right DS","v3 R COP","70 RDS cle","58 FLr Sw of","57 FLr Sw on","34 FRx (cm)","34a FRx (cm)","54 HLr Sw of","53 HLr Sw on","29 HRx (cm)","29a HRx (cm)","56 FLl Sw of","v5 L COP","71 LDS cle","59 Left DS","v6 L Mos","37a CoMy (cm)","v4 R Mos","55 FLl Sw on","32a FLx (cm)","32 FLx (cm)","52 HLl Sw of","31 Keyboard","51 HLl Sw on","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","1 Synch","69 L marks","68 R marks","67 xCoM","28 HLy (cm)","33 FLy (cm)","v7 xCoM","27a HLx (cm)","3 Platform","2 Trdml","35 FRy (cm)","30 HRy (cm)","v2 Virtual","v1 Virtual","37b CoMy (cm)","37 CoMy (cm)"
0.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.775993,93.221588,89.008560,89.118263,17.016850,1,4.090898,1,0,0,19.554274,-11.319108,0,0,14.012679,-11.773572,0,0.000000,0,0,-5.394213,0.140803,1.303315,0,-7.317071,17.470863,0,0,0,16.102283,8.127519,19.610043,8.085951,13.739767,8.308004,13.276352,9.207207,13.229304,9.362351,14.813299,10.851832,14.637776,10.951978,15.759592,0,-0.01719,0.00278,-0.02057,-0.01068,0.00760,-0.01365,0.01446,0.00263,3.27678,0,0,5.394192,6.879792,6.363445,5.394192,16.102283,0.00015,0.09839,4.094313,4.087367,0.057632,-62.531788,5.376706,0.437213
0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.396378,93.531578,89.046631,89.306213,17.018265,1,4.090582,1,0,0,19.539005,-11.536585,0,0,14.001367,-11.715696,0,0.000000,0,0,-5.394041,-0.006450,1.303459,0,-7.084861,17.463385,0,0,0,16.105637,8.126945,19.599617,8.086710,13.726233,8.315288,13.265853,9.208851,13.225390,9.361701,14.809051,10.853109,14.635222,10.953928,15.757079,0,-0.01780,0.00480,-0.02082,-0.01335,0.00887,-0.01304,0.00473,0.00295,3.27662,0,0,5.394026,6.878943,6.364331,5.394026,16.105637,0.00015,0.09847,4.094945,4.086134,0.054437,-60.005867,5.375885,0.421972
0.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.016762,93.841576,89.084702,89.494164,17.019680,1,4.090253,1,0,0,19.523735,-11.754063,0,0,13.990054,-11.657820,0,0.000000,0,0,-5.393862,-0.153703,1.303609,0,-6.852652,17.455906,1,0,0,16.108992,8.126372,19.589190,8.087469,13.712698,8.322572,13.255353,9.210496,13.221477,9.361051,14.804801,10.854387,14.632668,10.955878,15.754566,0,-0.01806,0.00388,-0.01959,-0.01374,0.00904,-0.01243,0.00389,0.00249,3.27654,0,0,5.393860,6.878094,6.365216,5.393860,16.108992,0.00000,0.09860,4.095577,4.084902,0.051242,-57.479950,5.375065,0.406731
0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.802849,94.156929,89.118355,89.659485,17.015776,1,4.089824,1,0,0,19.509329,-11.941780,0,0,13.978797,-11.598920,0,0.000000,0,0,-5.393719,-0.229682,1.303895,0,-6.546689,17.449324,0,0,0,16.110645,8.124258,19.579342,8.080839,13.694688,8.324028,13.243904,9.212905,13.216701,9.359970,14.800233,10.853232,14.630400,10.955845,15.752182,0,-0.01681,0.00390,-0.01963,-0.01572,0.00862,-0.01282,0.00482,0.00246,3.27679,0,0,5.393741,6.877003,6.365612,5.393741,16.110645,0.00000,0.09851,4.096055,4.083639,0.054714,-54.157536,5.374606,0.394331
0.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.654655,94.474411,89.150253,89.815826,17.009762,1,4.089369,1,0,0,19.495262,-12.117693,0,0,13.967561,-11.539613,0,0.000000,0,0,-5.393585,-0.277391,1.304216,0,-6.211473,17.443096,0,0,0,16.111628,8.121533,19.569723,8.071278,13.674904,8.323174,13.232080,9.215617,13.211584,9.358720,14.795537,10.851112,14.628247,10.955026,15.749849,0,-0.01762,0.00374,-0.01979,-0.01458,0.00893,-0.01305,0.00504,0.00209,3.27717,0,0,5.393640,6.875814,6.365814,5.393640,16.111628,0.00015,0.09830,4.096471,4.082363,0.060829,-50.519196,5.374291,0.383056
0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.506470,94.791901,89.182152,89.972176,17.003746,1,4.088951,1,0,0,19.481195,-12.293607,0,0,13.956326,-11.480307,0,0.000000,0,0,-5.393500,-0.325100,1.304549,0,-5.876256,17.436869,0,0,0,16.112608,8.118808,19.560104,8.061716,13.655119,8.322318,13.220255,9.218329,13.206467,9.357470,14.790842,10.848992,14.626094,10.954206,15.747517,0,-0.01631,0.00372,-0.02085,-0.01229,0.00708,-0.01218,0.00583,0.00245,3.27771,0,0,5.393539,6.874626,6.366016,5.393539,16.112608,0.00016,0.09826,4.096887,4.081088,0.066945,-46.880852,5.373976,0.371782
0.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.358284,95.109383,89.214050,90.128517,16.997732,1,4.088542,1,0,0,19.467129,-12.469520,0,0,13.945090,-11.421000,0,0.000000,0,0,-5.393428,-0.372808,1.304885,0,-5.541039,17.430641,0,0,0,16.113590,8.116083,19.550484,8.052155,13.635335,8.321464,13.208429,9.221042,13.201350,9.356219,14.786146,10.846872,14.623940,10.953385,15.745184,0,-0.01713,0.00384,-0.02032,-0.01403,0.00861,-0.01088,0.00302,0.00158,3.27833,0,0,5.393438,6.873438,6.366218,5.393438,16.113590,-0.00015,0.09841,4.097303,4.079812,0.073060,-43.242512,5.373661,0.360508
0.290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.084946,95.599991,89.218170,90.247490,16.994919,1,4.088301,1,0,0,19.453220,-12.597898,0,0,13.933784,-11.374855,0,0.000000,0,0,-5.393406,-0.363342,1.305105,0,-5.071711,17.424997,0,0,0,16.113342,8.116369,19.538212,8.048730,13.614878,8.325802,13.196589,9.223558,13.196366,9.355761,14.781899,10.846602,14.623493,10.953671,15.743351,0,-0.01633,0.00278,-0.02005,-0.01725,0.00796,-0.01415,0.00524,0.00244,3.27802,0,0,5.393425,6.871466,6.365855,5.393425,16.113342,-0.00014,0.09841,4.097947,4.078658,0.089784,-38.142944,5.373094,0.352885
0.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.761978,96.159271,89.211266,90.351639,16.993376,1,4.088102,1,0,0,19.439373,-12.707421,0,0,13.922448,-11.333932,0,0.000000,0,0,-5.393398,-0.331198,1.305295,0,-4.549187,17.419582,0,0,0,16.112608,8.117849,19.524887,8.047740,13.594154,8.332201,13.184743,9.225998,13.191436,9.355615,14.777830,10.847065,14.623722,10.954392,15.741716,0,-0.01727,0.00403,-0.02043,-0.01212,0.00801,-0.01238,0.00605,0.00276,3.27733,0,0,5.393447,6.869182,6.365267,5.393447,16.112608,0.00000,0.09808,4.098680,4.077552,0.110715,-32.463787,5.372427,0.346710
0.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.439003,96.718544,89.204369,90.455780,16.991833,1,4.087923,1,0,0,19.425526,-12.816945,0,0,13.911113,-11.293008,0,0.000000,0,0,-5.393434,-0.299053,1.305511,0,-4.026662,17.414169,0,0,0,16.111874,8.119330,19.511562,8.046749,13.573431,8.338599,13.172897,9.228436,13.186505,9.355470,14.773762,10.847528,14.623951,10.955115,15.740082,0,-0.01713,0.00238,-0.02047,-0.01239,0.00858,-0.01159,0.00651,0.00259,3.27686,0,0,5.393469,6.866899,6.364679,5.393469,16.111874,0.00000,0.09801,4.099415,4.076447,0.131647,-26.784630,5.371760,0.340535
0.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.116035,97.277824,89.197472,90.559929,16.990292,1,4.087749,1,0,0,19.411678,-12.926468,0,0,13.899778,-11.252085,0,0.000000,0,0,-5.393481,-0.266909,1.305733,0,-3.504138,17.408754,0,0,0,16.111137,8.120811,19.498238,8.045758,13.552708,8.344998,13.161051,9.230876,13.181575,9.355324,14.769692,10.847991,14.624180,10.955838,15.738448,0,-0.01627,0.00363,-0.02005,-0.01767,0.00977,-0.01332,0.01348,0.00229,3.27648,0,0,5.393490,6.864616,6.364091,5.393490,16.111137,0.00015,0.09821,4.100149,4.075341,0.152578,-21.105473,5.371093,0.334360
0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.442413,97.878227,89.151215,90.647850,16.989546,1,4.087415,1,0,0,19.397360,-12.986124,0,0,13.887716,-11.224409,0,0.000000,0,0,-5.393537,-0.140618,1.306122,0,-2.801702,17.404802,0,0,0,16.108849,8.120188,19.486824,8.044915,13.533657,8.355652,13.146380,9.233213,13.177598,9.355220,14.767553,10.848251,14.624819,10.955980,15.737892,0,-0.01717,0.00339,-0.02027,-0.01227,0.00806,-0.01237,0.00056,0.00225,3.27658,0,0,5.393463,6.862249,6.362862,5.393463,16.108849,0.00016,0.09817,4.100532,4.074193,0.184373,-13.469583,5.369335,0.329714
0.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.629707,98.494949,89.089348,90.729340,16.989115,1,4.087040,1,0,0,19.382856,-13.025999,0,0,13.875365,-11.201987,0,0.000000,0,0,-5.393594,0.023017,1.306553,0,-2.027905,17.401430,0,0,0,16.105944,8.118731,19.476168,8.044131,13.515270,8.367994,13.130590,9.235511,13.173999,9.355133,14.766180,10.848431,14.625621,10.955893,15.737765,0,-0.01887,0.00259,-0.02020,-0.01389,0.01000,-0.01094,0.00428,0.00261,3.27689,0,0,5.393416,6.859849,6.361378,5.393416,16.105944,-0.00015,0.09779,4.100776,4.073030,0.220476,-5.057558,5.367143,0.325676
0.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.816994,99.111664,89.027481,90.810829,16.988686,1,4.086540,1,0,0,19.368351,-13.065875,0,0,13.863015,-11.179566,0,0.000000,0,0,-5.393498,0.186651,1.306958,0,-1.254108,17.398056,0,0,0,16.103037,8.117273,19.465511,8.043347,13.496882,8.380337,13.114800,9.237809,13.170400,9.355045,14.764807,10.848610,14.626422,10.955805,15.737638,0,-0.01781,0.00308,-0.02059,-0.01302,0.00936,-0.01166,0.00651,0.00289,3.27687,0,0,5.393370,6.857449,6.359894,5.393370,16.103037,0.00001,0.09767,4.101020,4.071867,0.256580,3.354467,5.364952,0.321638
0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.004288,99.728378,88.965614,90.892319,16.988256,1,4.086008,1,0,0,19.353848,-13.105750,0,0,13.850665,-11.157146,0,0.000000,0,0,-5.393363,0.350286,1.307355,0,-0.480310,17.394684,0,0,0,16.100132,8.115816,19.454855,8.042563,13.478496,8.392679,13.099010,9.240107,13.166800,9.354959,14.763433,10.848789,14.627224,10.955717,15.737511,0,-0.01644,0.00469,-0.02044,-0.01354,0.00885,-0.01185,0.00517,0.00309,3.27672,0,0,5.393323,6.855049,6.358410,5.393323,16.100132,-0.00015,0.09788,4.101265,4.070704,0.292683,11.766491,5.362761,0.317600
0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.730957,100.167503,88.895912,90.967590,16.987961,1,4.085451,1,0,0,19.339825,-13.116257,0,0,13.839107,-11.153303,0,0.000000,0,0,-5.392920,0.493651,1.307469,0,0.480241,17.393784,0,0,0,16.095594,8.116769,19.443146,8.040403,13.463944,8.396495,13.087939,9.242940,13.166107,9.354323,14.761911,10.848977,14.629185,10.956711,15.738483,0,-0.01705,0.00121,-0.02146,-0.01358,0.00834,-0.01300,0.00667,0.00217,3.27754,0,0,5.392799,6.852795,6.356185,5.392799,16.095594,0.00015,0.09786,4.101215,4.069781,0.338704,22.208977,5.363986,0.313791
0.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.671555,100.536186,88.823097,91.040405,16.987719,1,4.084886,1,0,0,19.325993,-13.115114,0,0,13.827862,-11.156829,0,0.000000,0,0,-5.392398,0.628976,1.307512,0,1.514869,17.393862,0,0,0,16.090410,8.118676,19.431021,8.037697,13.450916,8.396930,13.078740,9.245987,13.166568,9.353472,14.760330,10.849170,14.631605,10.958135,15.739892,0,-0.01702,0.00380,-0.02086,-0.01289,0.00778,-0.01188,0.00715,0.00203,3.27876,0,0,5.392086,6.850599,6.353667,5.392086,16.090410,0.00015,0.09756,4.101048,4.068954,0.388658,33.456841,5.366565,0.310072
0.300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.612167,100.904861,88.750282,91.113213,16.987478,1,4.084421,1,0,0,19.312162,-13.113972,0,0,13.816617,-11.160356,0,0.000000,0,0,-5.391593,0.764301,1.307172,0,2.549496,17.393940,0,0,0,16.085228,8.120584,19.418896,8.034991,13.437887,8.397365,13.069541,9.249033,13.167027,9.352620,14.758749,10.849361,14.634026,10.959558,15.741301,0,-0.01473,0.00357,-0.02084,-0.01376,0.00774,-0.01174,0.00286,0.00200,3.27841,0,0,5.391373,6.848403,6.351149,5.391373,16.085228,0.00015,0.09752,4.100882,4.068127,0.438612,44.704708,5.369145,0.306354
0.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.552765,101.273544,88.677467,91.186028,16.987236,1,4.083981,1,0,0,19.298330,-13.112829,0,0,13.805372,-11.163882,0,0.000000,0,0,-5.390718,0.899626,1.306736,0,3.584123,17.394018,0,0,0,16.080044,8.122493,19.406769,8.032286,13.424859,8.397799,13.060342,9.252080,13.167487,9.351768,14.757168,10.849554,14.636445,10.960980,15.742709,0,-0.01734,0.00405,-0.01934,-0.01391,0.00908,-0.01235,0.00349,0.00273,3.27742,0,0,5.390659,6.846206,6.348631,5.390659,16.080044,0.00015,0.09769,4.100715,4.067300,0.488566,55.952572,5.371725,0.302636
0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.053650,101.369507,88.654953,91.295311,16.983803,1,4.083721,1,0,0,19.283525,-13.097149,0,0,13.794183,-11.161715,0,0.000000,0,0,-5.389643,0.891019,1.305922,0,4.730806,17.398241,0,0,0,16.073618,8.124150,19.393459,8.028131,13.401845,8.404916,13.049979,9.256171,13.164614,9.350698,14.753406,10.848530,14.636446,10.959845,15.742579,0,-0.02017,0.00306,-0.02037,-0.01243,0.00721,-0.01304,0.00436,0.00259,3.27675,0,0,5.389609,6.843819,6.344982,5.389609,16.073618,0.00000,0.09773,4.100526,4.066926,0.543181,68.415474,5.373726,0.297765
0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.776749,101.357292,88.652390,91.419060,16.979103,1,4.083506,1,0,0,19.268333,-13.075701,0,0,13.783016,-11.157290,0,0.000000,0,0,-5.388518,0.825322,1.305012,0,5.921936,17.404108,0,0,0,16.066700,8.125709,19.379681,8.023404,13.374869,8.414683,13.039155,9.260676,13.160419,9.349543,14.748778,10.847024,14.635486,10.957694,15.741839,0,-0.01671,0.00503,-0.02100,-0.01345,0.00791,-0.01289,0.00520,0.00357,3.27622,0,0,5.388425,6.841357,6.340886,5.388425,16.066700,0.00000,0.09753,4.100327,4.066731,0.599644,81.360313,5.375499,0.292437
0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.499863,101.345078,88.649826,91.542809,16.974403,1,4.083319,1,0,0,19.253143,-13.054254,0,0,13.771850,-11.152864,0,0.000000,0,0,-5.387306,0.759626,1.303988,0,7.113065,17.409975,0,0,0,16.059782,8.127268,19.365902,8.018676,13.347895,8.424451,13.028330,9.265182,13.156223,9.348387,14.744151,10.845518,14.634526,10.955544,15.741099,0,-0.01891,0.00397,-0.02053,-0.01296,0.00749,-0.01247,0.00553,0.00126,3.27595,0,0,5.387240,6.838894,6.336789,5.387240,16.059782,0.00000,0.09723,4.100129,4.066536,0.656108,94.305153,5.377271,0.287110
0.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.222961,101.332870,88.647263,91.666557,16.969704,1,4.083138,1,0,0,19.237951,-13.032805,0,0,13.760683,-11.148438,0,0.000000,0,0,-5.386071,0.693929,1.302933,0,8.304194,17.415842,0,0,0,16.052864,8.128826,19.352123,8.013947,13.320919,8.434218,13.017506,9.269688,13.152027,9.347230,14.739524,10.844012,14.633567,10.953393,15.740359,0,-0.01520,0.00375,-0.01936,-0.01547,0.00997,-0.01248,0.00573,0.00174,3.27580,0,0,5.386056,6.836432,6.332692,5.386056,16.052864,0.00030,0.09724,4.099930,4.066342,0.712571,107.249992,5.379044,0.281782
0.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.937531,101.343056,88.653831,91.806984,16.968578,1,4.082799,1,0,0,19.223907,-13.023450,0,0,13.750002,-11.120267,0,0.000000,0,0,-5.384846,0.477648,1.302047,0,9.478950,17.426157,0,0,0,16.044773,8.129246,19.339117,8.010305,13.305071,8.440564,13.012963,9.273231,13.146858,9.346527,14.734560,10.843508,14.634016,10.952853,15.740815,0,-0.01934,0.00386,-0.01985,-0.01304,0.00867,-0.01269,0.00533,0.00084,3.27592,0,0,5.384853,6.834178,6.328039,5.384853,16.044773,-0.00000,0.09739,4.099784,4.065650,0.767418,120.020401,5.380764,0.275687
0.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.252060,101.362137,88.664024,91.954025,16.968872,1,4.082421,1,0,0,19.210316,-13.018889,0,0,13.739512,-11.082676,0,0.000000,0,0,-5.383624,0.201639,1.301203,0,10.647211,17.438232,0,0,0,16.036215,8.129214,19.326416,8.007093,13.293636,8.445552,13.010913,9.276392,13.141303,9.346004,14.729463,10.843400,14.635025,10.952951,15.741746,0,-0.01587,0.00340,-0.02024,-0.01293,0.00793,-0.01348,0.00546,0.00242,3.27615,0,0,5.383642,6.832007,6.323165,5.383642,16.036215,-0.00015,0.09728,4.099659,4.064761,0.821623,132.721619,5.382464,0.269287
0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.566589,101.381210,88.674217,92.101074,16.969166,1,4.081853,1,0,0,19.196728,-13.014330,0,0,13.729023,-11.045085,0,0.000000,0,0,-5.382418,-0.074370,1.300565,0,11.815472,17.450310,0,0,0,16.027658,8.129183,19.313717,8.003881,13.282201,8.450540,13.008862,9.279553,13.135748,9.345481,14.724364,10.843291,14.636034,10.953050,15.742676,0,-0.01952,0.00298,-0.02053,-0.01454,0.00620,-0.01093,0.00589,0.00172,3.27665,0,0,5.382431,6.829835,6.318291,5.382431,16.027658,0.00015,0.09691,4.099535,4.063872,0.875829,145.422836,5.384164,0.262888
0.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.881119,101.400291,88.684410,92.248116,16.969458,1,4.081237,1,0,0,19.183136,-13.009770,0,0,13.718534,-11.007494,0,0.000000,0,0,-5.381217,-0.350379,1.299980,0,12.983732,17.462387,0,0,0,16.019100,8.129151,19.301018,8.000669,13.270766,8.455528,13.006813,9.282715,13.130192,9.344957,14.719267,10.843184,14.637043,10.953148,15.743607,0,-0.01685,0.00278,-0.01986,-0.01277,0.00887,-0.01176,0.00536,0.00335,3.27726,0,0,5.381220,6.827664,6.313417,5.381220,16.019100,0.00030,0.09698,4.099410,4.062984,0.930034,158.124054,5.385864,0.256488
0.310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.337860,101.679535,88.724030,92.392883,16.967340,1,4.080485,1,0,0,19.169250,-13.016805,0,0,13.708244,-10.954789,0,0.000000,0,0,-5.380039,-0.706024,1.299554,1,14.034369,17.477777,0,0,0,16.008856,8.128915,19.289824,8.004245,13.262454,8.464791,12.996785,9.287683,13.125028,9.344426,14.714272,10.842880,14.635673,10.951629,15.744128,0,-0.01875,0.00366,-0.02054,-0.01375,0.00845,-0.01256,0.01042,0.00226,3.27776,0,0,5.380108,6.825641,6.308216,5.380108,16.008856,0.00016,0.09721,4.098898,4.062191,0.978232,169.544083,5.386239,0.250183
0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.454346,102.061974,88.775330,92.536736,16.964266,1,4.079700,1,0,0,19.155245,-13.028438,0,0,13.698034,-10.896089,0,0.000000,0,0,-5.378867,-1.093255,1.299168,0,15.038349,17.494480,0,0,0,15.997943,8.128595,19.279226,8.010513,13.255381,8.475750,12.983593,9.293369,13.120018,9.343892,14.709320,10.842500,14.633359,10.949468,15.744488,0,-0.01658,0.00358,-0.01980,-0.01305,0.00873,-0.01194,0.00459,0.00265,3.27822,0,0,5.379035,6.823677,6.302884,5.379035,15.997943,0.00016,0.09713,4.098234,4.061437,1.024047,180.455948,5.386089,0.243916
0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.570847,102.444405,88.826630,92.680595,16.961191,1,4.079026,1,0,0,19.141239,-13.040071,0,0,13.687823,-10.837388,0,0.000000,0,0,-5.377841,-1.480487,1.298815,0,16.042330,17.511185,0,0,0,15.987030,8.128277,19.268631,8.016781,13.248307,8.486709,12.970401,9.299055,13.115008,9.343358,14.704367,10.842119,14.631045,10.947307,15.744847,0,-0.01601,0.00336,-0.01986,-0.01325,0.00928,-0.01278,0.00581,0.00178,3.27776,0,0,5.377962,6.821712,6.297552,5.377962,15.987030,0.00000,0.09688,4.097569,4.060683,1.069862,191.367798,5.385939,0.237648
0.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.687332,102.826843,88.877930,92.824455,16.958117,1,4.078381,1,0,0,19.127234,-13.051703,0,0,13.677613,-10.778687,0,0.000000,0,0,-5.376851,-1.867718,1.298470,0,17.046310,17.527889,0,0,0,15.976117,8.127958,19.258034,8.023048,13.241234,8.497667,12.957209,9.304742,13.109999,9.342824,14.699414,10.841739,14.628732,10.945146,15.745207,0,-0.01816,0.00201,-0.02011,-0.01440,0.00733,-0.01180,0.00532,0.00142,3.27692,0,0,5.376888,6.819748,6.292220,5.376888,15.976117,0.00001,0.09690,4.096905,4.059929,1.115677,202.279648,5.385789,0.231381
0.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.037079,103.219254,89.035843,93.012260,16.958340,1,4.078066,1,0,0,19.114788,-13.073045,0,0,13.667475,-10.713105,0,0.000000,0,0,-5.376109,-2.146355,1.298042,0,17.905481,17.546728,0,0,0,15.964311,8.129375,19.247520,8.027802,13.234139,8.502551,12.945652,9.307123,13.104923,9.342385,14.694441,10.841472,14.629216,10.944530,15.743165,0,-0.01504,0.00390,-0.02053,-0.01338,0.00683,-0.01221,0.00354,0.00222,3.27689,0,0,5.376149,6.817792,6.286580,5.376149,15.964311,-0.00000,0.09704,4.096451,4.059797,1.155220,211.620468,5.382180,0.226353
0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.479355,103.615616,89.236046,93.217499,16.959871,1,4.077835,1,0,0,19.102959,-13.098238,0,0,13.657365,-10.644793,0,0.000000,0,0,-5.375428,-2.381917,1.297594,0,18.707214,17.566412,0,0,0,15.952151,8.131482,19.237040,8.031955,13.227036,8.505025,12.934745,9.308194,13.099821,9.341986,14.689459,10.841249,14.630811,10.944525,15.740170,0,-0.01709,0.00347,-0.01845,-0.01318,0.00823,-0.01161,0.00150,0.00179,3.27719,0,0,5.375543,6.815840,6.280818,5.375543,15.952151,0.00015,0.09708,4.096082,4.059913,1.192275,220.338150,5.377198,0.221817
0.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.921631,104.011978,89.436249,93.422729,16.961405,1,4.077758,1,0,0,19.091131,-13.123430,0,0,13.647255,-10.576481,0,0.000000,0,0,-5.374857,-2.617480,1.297099,0,19.508945,17.586098,0,0,0,15.939991,8.133589,19.226559,8.036108,13.219934,8.507500,12.923838,9.309264,13.094720,9.341585,14.684477,10.841026,14.632404,10.944521,15.737175,0,-0.01908,0.00421,-0.01992,-0.01322,0.00935,-0.01122,0.00605,0.00255,3.27766,0,0,5.374936,6.813887,6.275055,5.374936,15.939991,0.00015,0.09691,4.095712,4.060028,1.229330,229.055832,5.372216,0.217282
0.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.363907,104.408348,89.636452,93.627968,16.962936,1,4.077720,1,0,0,19.079302,-13.148623,0,0,13.637146,-10.508169,0,0.000000,0,0,-5.374313,-2.853042,1.296594,0,20.310678,17.605783,0,0,0,15.927831,8.135695,19.216080,8.040260,13.212831,8.509974,12.912930,9.310335,13.089618,9.341185,14.679496,10.840804,14.633999,10.944516,15.734180,0,-0.01585,0.00366,-0.02033,-0.01161,0.00750,-0.01397,0.00563,0.00106,3.27819,0,0,5.374330,6.811935,6.269293,5.374330,15.927831,0.00030,0.09684,4.095343,4.060143,1.266385,237.773514,5.367234,0.212746
0.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.847046,104.712593,89.878502,93.859596,16.963438,1,4.077609,1,0,0,19.067116,-13.180979,0,0,13.626712,-10.441927,0,0.000000,0,0,-5.373733,-2.886042,1.296124,0,21.000391,17.627312,0,0,0,15.915318,8.137968,19.207865,8.048585,13.201126,8.516052,12.902671,9.312755,13.084624,9.341599,14.672914,10.840538,14.631496,10.943233,15.731464,0,-0.01194,0.00316,-0.01992,-0.01313,0.00878,-0.01282,0.00443,0.00162,3.27786,0,0,5.373775,6.811142,6.263264,5.373775,15.915318,0.00015,0.09707,4.094959,4.060230,1.302068,245.272324,5.361555,0.212649
0.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.346390,104.980309,90.137154,94.101685,16.963531,1,4.077479,1,0,0,19.054789,-13.216175,0,0,13.616150,-10.376506,0,0.000000,0,0,-5.373142,-2.838696,1.295663,0,21.645670,17.649572,0,0,0,15.902665,8.140306,19.200548,8.058564,13.187596,8.523561,12.892669,9.315708,13.079674,9.342334,14.665697,10.840254,14.627369,10.941441,15.728858,0,-0.01996,0.00342,-0.02061,-0.01296,0.00893,-0.01357,0.00623,0.00334,3.27718,0,0,5.373240,6.810810,6.257130,5.373240,15.902665,0.00000,0.09725,4.094569,4.060306,1.337206,252.287674,5.355599,0.214313
0.320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.845734,105.248024,90.395805,94.343781,16.963625,1,4.077434,1,0,0,19.042459,-13.251371,0,0,13.605588,-10.311085,0,0.000000,0,0,-5.372634,-2.791351,1.295200,0,22.290951,17.671833,0,0,0,15.890012,8.142645,19.193232,8.068543,13.174067,8.531068,12.882666,9.318663,13.074723,9.343070,14.658481,10.839971,14.623240,10.939649,15.726253,0,-0.01840,0.00406,-0.02079,-0.01347,0.00808,-0.01107,0.00568,0.00181,3.27703,0,0,5.372706,6.810478,6.250995,5.372706,15.890012,0.00000,0.09709,4.094179,4.060381,1.372345,259.303009,5.349643,0.215977
0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.345062,105.515739,90.654457,94.585869,16.963718,1,4.077410,1,0,0,19.030132,-13.286569,0,0,13.595026,-10.245664,0,0.000000,0,0,-5.372147,-2.744005,1.294737,0,22.936230,17.694094,0,0,0,15.877359,8.144983,19.185915,8.078523,13.160537,8.538576,12.872663,9.321616,13.069772,9.343806,14.651264,10.839686,14.619113,10.937857,15.723647,0,-0.01843,0.00388,-0.01938,-0.01392,0.00865,-0.01159,0.00507,0.00233,3.27711,0,0,5.372171,6.810146,6.244860,5.372171,15.877359,0.00016,0.09697,4.093790,4.060456,1.407483,266.318359,5.343688,0.217641
