"Time","v2 Right CoP","v3 Left CoP","v1 xCoMy","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
1.310,4.597913,6.182819,5.595070,5.656260,-1.099771,15.655439,4.567574,16.279068,5.990376,17.372932,4.628253,15.044432,6.375261,12.329058,172.463043,70.474060,62.140415,52.170410,8.564978,16.757057,8.228544,15.460428,8.478643,15.013006,8.843376,14.524384,10.105013,16.413795,11.292934,14.217234,11.706535,15.156602
1.311,4.596095,6.183246,5.592885,5.654563,-1.108528,15.653667,4.563937,16.317654,5.990236,17.366024,4.628253,15.033346,6.376256,12.322003,172.085968,70.272522,61.785728,51.981972,8.560634,16.782021,8.229723,15.455814,8.476562,15.007228,8.842028,14.517542,10.100300,16.415983,11.283872,14.213019,11.699716,15.158852
1.312,4.594277,6.183673,5.590701,5.652865,-1.117286,15.651896,4.560301,16.356241,5.990096,17.359116,4.628253,15.022261,6.377251,12.314949,171.708893,70.070976,61.431038,51.793537,8.556290,16.806982,8.230902,15.451200,8.474481,15.001449,8.840680,14.510700,10.095586,16.418171,11.274809,14.208804,11.692897,15.161100
1.313,4.594277,6.183217,5.588210,5.650795,-1.124849,15.650856,4.560301,16.392384,5.987310,17.347019,4.628253,15.012154,6.379125,12.304182,171.562027,70.016754,61.274712,51.509949,7.987851,15.679891,8.231672,15.442886,8.474946,14.989713,8.838548,14.501378,10.099517,16.417557,11.270712,14.208172,11.688477,15.165257
1.314,4.594277,6.182762,5.585718,5.648725,-1.132412,15.649817,4.560301,16.428524,5.984524,17.334925,4.628253,15.002047,6.381000,12.293415,171.415161,69.962540,61.118389,51.226357,7.419412,14.552799,8.232443,15.434574,8.475412,14.977978,8.836416,14.492056,10.103449,16.416943,11.266615,14.207540,11.684056,15.169413
1.315,4.594277,6.182306,5.583227,5.646655,-1.139975,15.648776,4.560301,16.464664,5.981739,17.322830,4.628253,14.991940,6.382874,12.282648,171.268295,69.908325,60.962067,50.942768,6.850972,13.425708,8.233213,15.426262,8.475878,14.966242,8.834284,14.482735,10.107380,16.416330,11.262518,14.206907,11.679636,15.173570
1.316,4.594277,6.181850,5.580736,5.644584,-1.147538,15.647736,4.560301,16.500807,5.978953,17.310734,4.628253,14.981833,6.384748,12.271881,171.121429,69.854103,60.805740,50.659180,6.282533,12.298616,8.233984,15.417949,8.476343,14.954506,8.832151,14.473413,10.111311,16.415716,11.258421,14.206275,11.675216,15.177726
1.317,4.593438,6.182491,5.578181,5.642362,-1.153515,15.647463,4.560301,16.541336,5.978953,17.302307,4.626575,14.974650,6.386029,12.257975,170.680664,70.196541,60.528782,50.444386,6.897412,13.595147,8.233078,15.407652,8.475718,14.943790,8.834048,14.467030,10.113892,16.418171,11.254315,14.205324,11.671630,15.179980
1.318,4.592599,6.183132,5.575626,5.640140,-1.159492,15.647190,4.560301,16.581867,5.978953,17.293879,4.624897,14.967468,6.387311,12.244067,170.239883,70.538979,60.251823,50.229591,7.512291,14.891678,8.232172,15.397356,8.475092,14.933074,8.835945,14.460648,10.116472,16.420624,11.250210,14.204374,11.668044,15.182234
1.319,4.591760,6.183772,5.573071,5.637918,-1.165469,15.646918,4.560301,16.622398,5.978953,17.285450,4.623219,14.960286,6.388592,12.230160,169.799103,70.881416,59.974869,50.014793,8.127170,16.188210,8.231265,15.387060,8.474467,14.922358,8.837843,14.454266,10.119054,16.423077,11.246104,14.203424,11.664458,15.184488
1.320,4.590921,6.184413,5.570517,5.635695,-1.171445,15.646646,4.560301,16.662928,5.978953,17.277023,4.621541,14.953104,6.389873,12.216253,169.358337,71.223854,59.697910,49.799999,8.742048,17.484739,8.230359,15.376763,8.473842,14.911642,8.839740,14.447883,10.121634,16.425531,11.241999,14.202474,11.660872,15.186743
1.321,4.593458,6.183942,5.567642,5.633070,-1.175916,15.646698,4.565849,16.696239,5.978327,17.269260,4.621066,14.945404,6.389558,12.209007,168.913055,71.386879,59.516857,49.576004,8.753599,17.498833,8.230306,15.369046,8.471375,14.902548,8.840730,14.436839,10.129932,16.424179,11.240329,14.201592,11.660403,15.189770
1.322,4.595994,6.183472,5.564768,5.630444,-1.180387,15.646749,4.571397,16.729551,5.977701,17.261499,4.620590,14.937704,6.389243,12.201761,168.467789,71.549904,59.335804,49.352005,8.765150,17.512928,8.230252,15.361329,8.468908,14.893453,8.841719,14.425796,10.138229,16.422829,11.238659,14.200711,11.659935,15.192797
1.323,4.598530,6.183001,5.561894,5.627819,-1.184858,15.646801,4.576944,16.762863,5.977075,17.253738,4.620115,14.930003,6.388927,12.194515,168.022522,71.712929,59.154751,49.128010,8.776700,17.527021,8.230199,15.353612,8.466442,14.884357,8.842709,14.414752,10.146526,16.421476,11.236990,14.199830,11.659466,15.195823
1.324,4.601066,6.182530,5.559020,5.625193,-1.189330,15.646853,4.582492,16.796175,5.976449,17.245975,4.619640,14.922303,6.388612,12.187269,167.577240,71.875954,58.973698,48.904015,8.788251,17.541115,8.230145,15.345895,8.463976,14.875263,8.843699,14.403708,10.154824,16.420124,11.235320,14.198949,11.658997,15.198850
1.325,4.601867,6.184972,5.556144,5.622468,-1.192040,15.647026,4.584752,16.826521,5.975940,17.235062,4.618982,14.916765,6.394005,12.182067,166.768509,72.126411,58.779133,48.651810,8.801247,17.570913,8.231829,15.341622,8.462236,14.865995,8.845318,14.394457,10.162609,16.419937,11.233530,14.198884,11.657154,15.201225
1.326,4.602668,6.187414,5.553268,5.619743,-1.194751,15.647199,4.587011,16.856869,5.975431,17.224148,4.618324,14.911228,6.399398,12.176865,165.959778,72.376869,58.584568,48.399601,8.814241,17.600712,8.233512,15.337351,8.460497,14.856728,8.846937,14.385204,10.170395,16.419750,11.231739,14.198820,11.655312,15.203602
1.327,4.603468,6.189857,5.550392,5.617018,-1.197461,15.647371,4.589270,16.887215,5.974923,17.213236,4.617666,14.905691,6.404790,12.171661,165.151062,72.627327,58.390003,48.147392,8.827236,17.630512,8.235195,15.333078,8.458757,14.847459,8.848557,14.375953,10.178180,16.419563,11.229948,14.198755,11.653470,15.205977
1.328,4.604269,6.192298,5.547516,5.614293,-1.200172,15.647544,4.591529,16.917561,5.974414,17.202322,4.617009,14.900153,6.410183,12.166459,164.342331,72.877785,58.195438,47.895187,8.840232,17.660311,8.236878,15.328806,8.457018,14.838191,8.850177,14.366701,10.185965,16.419376,11.228158,14.198690,11.651628,15.208353
1.329,4.604607,6.192639,5.544449,5.611278,-1.201106,15.646355,4.592679,16.940985,5.974414,17.189137,4.616535,14.893697,6.410864,12.162555,163.374435,73.178238,58.050537,47.692234,8.845814,17.681385,8.240853,15.322979,8.456113,14.826564,8.851912,14.356256,10.195103,16.416964,11.227881,14.197671,11.651318,15.208054
1.330,4.604945,6.192979,5.541383,5.608263,-1.202040,15.645164,4.593828,16.964409,5.974414,17.175949,4.616062,14.887241,6.411545,12.158651,162.406540,73.478683,57.905632,47.489281,8.851397,17.702459,8.244827,15.317152,8.455208,14.814936,8.853648,14.345810,10.204241,16.414551,11.227605,14.196651,11.651009,15.207754
1.331,4.605283,6.193319,5.538316,5.605248,-1.202974,15.643975,4.594977,16.987835,5.974414,17.162762,4.615589,14.880785,6.412225,12.154747,161.438644,73.779129,57.760731,47.286327,8.856979,17.723534,8.248802,15.311324,8.454304,14.803308,8.855384,14.335363,10.213378,16.412136,11.227328,14.195631,11.650699,15.207456
1.332,4.605620,6.193660,5.535249,5.602233,-1.203908,15.642786,4.596126,17.011259,5.974414,17.149576,4.615115,14.874329,6.412906,12.150843,160.470749,74.079582,57.615829,47.083374,8.862561,17.744608,8.252777,15.305497,8.453399,14.791681,8.857120,14.324918,10.222516,16.409723,11.227052,14.194612,11.650389,15.207156
1.333,4.605496,6.193596,5.531994,5.598966,-1.203685,15.639615,4.596126,17.027561,5.972724,17.141157,4.614867,14.863894,6.414469,12.146062,159.948456,74.200928,57.454735,46.936684,8.863809,17.751022,8.256369,15.298347,8.452901,14.785271,8.859081,14.318143,10.226587,16.408365,11.225264,14.192473,11.648712,15.205933
1.334,4.605372,6.193532,5.528738,5.595698,-1.203463,15.636444,4.596126,17.043865,5.971035,17.132736,4.614618,14.853459,6.416031,12.141281,159.426178,74.322266,57.293644,46.789993,8.865057,17.757439,8.259960,15.291197,8.452403,14.778861,8.861044,14.311367,10.230659,16.407005,11.223475,14.190334,11.647036,15.204708
1.335,4.605248,6.193469,5.525483,5.592431,-1.203240,15.633273,4.596126,17.060169,5.969345,17.124317,4.614370,14.843025,6.417593,12.136501,158.903885,74.443604,57.132553,46.643299,8.866304,17.763853,8.263551,15.284046,8.451905,14.772451,8.863007,14.304592,10.234731,16.405647,11.221686,14.188196,11.645358,15.203485
1.336,4.605124,6.193405,5.522228,5.589163,-1.203017,15.630102,4.596126,17.076471,5.967655,17.115898,4.614122,14.832590,6.419156,12.131721,158.381592,74.564949,56.971458,46.496609,8.867552,17.770267,8.267142,15.276896,8.451407,14.766041,8.864968,14.297817,10.238802,16.404289,11.219898,14.186058,11.643682,15.202261
1.337,4.606408,6.193717,5.518902,5.585756,-1.201572,15.630281,4.599020,17.090588,5.966686,17.105579,4.613796,14.819801,6.420748,12.125247,158.283188,74.690002,56.774273,46.343887,8.865829,17.774490,8.268173,15.269114,8.454127,14.753387,8.868027,14.286289,10.249451,16.401690,11.219390,14.184807,11.644615,15.200591
1.338,4.607692,6.194028,5.515575,5.582349,-1.200126,15.630462,4.601913,17.104704,5.965717,17.095261,4.613470,14.807014,6.422339,12.118774,158.184784,74.815048,56.577087,46.191170,8.864107,17.778715,8.269203,15.261331,8.456847,14.740734,8.871084,14.274761,10.260099,16.399090,11.218882,14.183556,11.645549,15.198921
1.339,4.608975,6.194339,5.512249,5.578942,-1.198680,15.630642,4.604806,17.118820,5.964747,17.084940,4.613144,14.794226,6.423931,12.112301,158.086395,74.940102,56.379898,46.038452,8.862386,17.782940,8.270234,15.253548,8.459567,14.728081,8.874143,14.263233,10.270747,16.396490,11.218374,14.182303,11.646482,15.197251
1.340,4.610259,6.194651,5.508922,5.575535,-1.197234,15.630821,4.607700,17.132936,5.963778,17.074621,4.612819,14.781437,6.425523,12.105827,157.987991,75.065155,56.182713,45.885731,8.860663,17.787163,8.271265,15.245766,8.462287,14.715427,8.877201,14.251705,10.281396,16.393890,11.217866,14.181052,11.647416,15.195581
1.341,4.609375,6.195544,5.505429,5.571881,-1.194343,15.631323,4.607700,17.147703,5.963149,17.066162,4.611051,14.775295,6.427940,12.097731,156.626785,75.910980,55.922096,45.716885,8.861644,17.796375,8.275371,15.237599,8.462676,14.704982,8.886019,14.247132,10.289639,16.395367,11.219071,14.180204,11.648519,15.194124
1.342,4.608491,6.196437,5.501935,5.568227,-1.191452,15.631825,4.607700,17.162468,5.962519,17.057705,4.609282,14.769155,6.430357,12.089634,155.265579,76.756805,55.661484,45.548038,8.862623,17.805590,8.279476,15.229433,8.463065,14.694536,8.894835,14.242559,10.297880,16.396843,11.220276,14.179358,11.649620,15.192667
1.343,4.607607,6.197330,5.498442,5.564572,-1.188560,15.632328,4.607700,17.177235,5.961888,17.049246,4.607514,14.763014,6.432773,12.081537,153.904373,77.602623,55.400871,45.379192,8.863604,17.814804,8.283582,15.221266,8.463454,14.684091,8.903652,14.237986,10.306122,16.398321,11.221481,14.178510,11.650723,15.191210
1.344,4.606723,6.198224,5.494948,5.560918,-1.185669,15.632830,4.607700,17.192001,5.961258,17.040787,4.605746,14.756872,6.435190,12.073441,152.543167,78.448448,55.140255,45.210346,8.864584,17.824017,8.287687,15.213099,8.463843,14.673645,8.912470,14.233413,10.314364,16.399797,11.222687,14.177662,11.651825,15.189753
1.345,4.606008,6.198808,5.491381,5.557132,-1.181746,15.633299,4.607731,17.201931,5.961051,17.029242,4.604285,14.748464,6.436564,12.065177,152.111526,78.760849,55.101192,45.096462,8.860789,17.830978,8.287863,15.203493,8.463094,14.660353,8.912264,14.223113,10.321365,16.393883,11.223186,14.174527,11.652590,15.186967
1.346,4.605293,6.199391,5.487813,5.553346,-1.177822,15.633769,4.607763,17.211861,5.960845,17.017696,4.602824,14.740055,6.437938,12.056913,151.679871,79.073257,55.062130,44.982574,8.856995,17.837938,8.288038,15.193886,8.462345,14.647059,8.912058,14.212812,10.328365,16.387970,11.223684,14.171392,11.653355,15.184181
1.347,4.604579,6.199975,5.484244,5.549559,-1.173899,15.634239,4.607794,17.221788,5.960638,17.006149,4.601363,14.731647,6.439312,12.048650,151.248230,79.385658,55.023067,44.868690,8.853201,17.844898,8.288213,15.184278,8.461596,14.633766,8.911852,14.202513,10.335365,16.382057,11.224184,14.168258,11.654119,15.181395
1.348,4.603864,6.200559,5.480677,5.545773,-1.169976,15.634708,4.607826,17.231718,5.960431,16.994604,4.599903,14.723239,6.440687,12.040386,150.816589,79.698059,54.984005,44.754807,8.849406,17.851860,8.288388,15.174672,8.460846,14.620474,8.911646,14.192213,10.342366,16.376143,11.224683,14.165123,11.654884,15.178609
1.349,4.603580,6.201639,5.477103,5.541946,-1.165426,15.632189,4.607826,17.245779,5.960416,16.986776,4.599334,14.715590,6.442863,12.030494,150.177765,80.052620,54.890694,44.635456,8.846256,17.858934,8.289730,15.165209,8.459082,14.609151,8.912954,14.182400,10.350513,16.371632,11.225036,14.162991,11.655931,15.176393
1.350,4.603295,6.202720,5.473529,5.538119,-1.160876,15.629670,4.607826,17.259842,5.960400,16.978951,4.598765,14.707939,6.445040,12.020601,149.538956,80.407181,54.797379,44.516106,8.843105,17.866009,8.291072,15.155746,8.457316,14.597828,8.914262,14.172586,10.358659,16.367121,11.225389,14.160858,11.656980,15.174175
1.351,4.603011,6.203801,5.469955,5.534292,-1.156326,15.627151,4.607826,17.273903,5.960384,16.971123,4.598197,14.700289,6.447217,12.010710,148.900146,80.761742,54.704063,44.396759,8.839955,17.873083,8.292414,15.146283,8.455551,14.586506,8.915569,14.162773,10.366805,16.362610,11.225741,14.158726,11.658028,15.171959
1.352,4.602727,6.204882,5.466382,5.530466,-1.151776,15.624632,4.607826,17.287964,5.960369,16.963295,4.597628,14.692639,6.449394,12.000817,148.261322,81.116302,54.610752,44.277409,8.836805,17.880157,8.293756,15.136820,8.453787,14.575183,8.916878,14.152960,10.374951,16.358099,11.226094,14.156593,11.659075,15.169743
1.353,4.605126,6.204820,5.463087,5.526815,-1.145387,15.625704,4.612625,17.305964,5.959106,16.950747,4.597628,14.682976,6.450534,11.992550,147.761658,81.281662,54.479488,44.181564,8.834828,17.894348,8.296623,15.128889,8.453144,14.565766,8.919404,14.142609,10.383022,16.353115,11.226199,14.153284,11.661271,15.167821
1.354,4.607526,6.204759,5.459792,5.523165,-1.138998,15.626776,4.617423,17.323963,5.957843,16.938198,4.597628,14.673313,6.451675,11.984282,147.261978,81.447021,54.348221,44.085716,8.832851,17.908537,8.299492,15.120957,8.452500,14.556349,8.921930,14.132257,10.391092,16.348129,11.226304,14.149974,11.663467,15.165899
1.355,4.609925,6.204698,5.456497,5.519515,-1.132609,15.627847,4.622222,17.341965,5.956579,16.925650,4.597628,14.663650,6.452816,11.976015,146.762299,81.612381,54.216957,43.989868,8.830874,17.922726,8.302360,15.113026,8.451857,14.546932,8.924458,14.121906,10.399163,16.343143,11.226409,14.146664,11.665664,15.163979
1.356,4.612324,6.204636,5.453202,5.515864,-1.126220,15.628919,4.627021,17.359964,5.955316,16.913101,4.597628,14.653986,6.453956,11.967748,146.262634,81.777740,54.085693,43.894024,8.828897,17.936916,8.305227,15.105095,8.451214,14.537516,8.926984,14.111555,10.407234,16.338160,11.226514,14.143354,11.667860,15.162057
1.357,4.615336,6.203727,5.450170,5.512373,-1.117973,15.623895,4.632476,17.376358,5.954460,16.902061,4.598197,14.641318,6.452994,11.956067,146.180847,81.962502,53.897438,43.712029,8.830656,17.961048,8.305728,15.092026,8.452231,14.526559,8.930819,14.100855,10.414833,16.333015,11.225638,14.138889,11.667616,15.158682
1.358,4.618348,6.202818,5.447138,5.508882,-1.109726,15.618871,4.637931,17.392750,5.953603,16.891022,4.598765,14.628651,6.452032,11.944386,146.099075,82.147263,53.709179,43.530029,8.832415,17.985178,8.306229,15.078956,8.453249,14.515602,8.934653,14.090155,10.422432,16.327869,11.224762,14.134424,11.667372,15.155308
1.359,4.621360,6.201909,5.444105,5.505391,-1.101480,15.613847,4.643385,17.409143,5.952747,16.879982,4.599334,14.615983,6.451070,11.932706,146.017303,82.332016,53.520920,43.348034,8.834172,18.009308,8.306730,15.065886,8.454268,14.504645,8.938488,14.079454,10.430031,16.322723,11.223886,14.129959,11.667129,15.151933
1.360,4.624372,6.200999,5.441073,5.501900,-1.093233,15.608823,4.648840,17.425537,5.951890,16.868942,4.599903,14.603315,6.450108,11.921025,145.935516,82.516777,53.332664,43.166039,8.835931,18.033440,8.307231,15.052816,8.455285,14.493689,8.942323,14.068754,10.437630,16.317579,11.223011,14.125494,11.666884,15.148558
1.361,4.625873,6.199964,5.438383,5.498659,-1.083344,15.611445,4.651843,17.448761,5.951890,16.860840,4.599903,14.595777,6.448036,11.917886,145.591599,82.737366,53.281158,43.000450,8.841282,18.060650,8.308452,15.047679,8.455473,14.484998,8.943911,14.061229,10.445070,16.313568,11.224712,14.123980,11.667663,15.147486
1.362,4.627374,6.198927,5.435693,5.495419,-1.073456,15.614068,4.654845,17.471985,5.951890,16.852737,4.599903,14.588238,6.445965,11.914747,145.247681,82.957947,53.229652,42.834862,8.846634,18.087860,8.309671,15.042542,8.455662,14.476307,8.945498,14.053703,10.452510,16.309559,11.226414,14.122466,11.668441,15.146415
1.363,4.628875,6.197891,5.433002,5.492178,-1.063567,15.616691,4.657847,17.495209,5.951890,16.844635,4.599903,14.580700,6.443893,11.911608,144.903778,83.178535,53.178143,42.669277,8.851986,18.115072,8.310892,15.037405,8.455851,14.467617,8.947084,14.046177,10.459949,16.305550,11.228114,14.120953,11.669219,15.145344
1.364,4.630376,6.196856,5.430312,5.488938,-1.053679,15.619313,4.660850,17.518433,5.951890,16.836533,4.599903,14.573161,6.441821,11.908468,144.559860,83.399124,53.126637,42.503689,8.857337,18.142282,8.312113,15.032268,8.456038,14.458926,8.948672,14.038651,10.467390,16.301538,11.229815,14.119438,11.669997,15.144272
1.365,4.630889,6.196477,5.428068,5.486064,-1.042362,15.617394,4.662498,17.537176,5.951824,16.828045,4.599280,14.563377,6.441132,11.902765,144.818741,83.463684,53.009918,42.386688,8.864563,18.171904,8.310476,15.020932,8.456882,14.448132,8.949337,14.027813,10.476366,16.296356,11.229349,14.117758,11.670779,15.141680
1.366,4.631402,6.196099,5.425825,5.483191,-1.031046,15.615475,4.664146,17.555920,5.951757,16.819557,4.598658,14.553595,6.440442,11.897062,145.077621,83.528244,52.893196,42.269691,8.871789,18.201525,8.308840,15.009598,8.457726,14.437336,8.950001,14.016975,10.485341,16.291176,11.228884,14.116076,11.671560,15.139088
1.367,4.631915,6.195722,5.423581,5.480318,-1.019730,15.613556,4.665795,17.574663,5.951691,16.811068,4.598035,14.543811,6.439752,11.891360,145.336502,83.592796,52.776474,42.152695,8.879015,18.231146,8.307204,14.998262,8.458569,14.426541,8.950665,14.006137,10.494316,16.285994,11.228417,14.114395,11.672342,15.136495
1.368,4.632428,6.195343,5.421337,5.477445,-1.008414,15.611637,4.667443,17.593407,5.951624,16.802580,4.597413,14.534027,6.439063,11.885657,145.595383,83.657356,52.659756,42.035694,8.886241,18.260767,8.305568,14.986927,8.459412,14.415747,8.951330,13.995298,10.503292,16.280811,11.227951,14.112715,11.673124,15.133903
1.369,4.634049,6.196837,5.419563,5.474976,-0.995921,15.611030,4.670470,17.610842,5.951624,16.793692,4.597628,14.522531,6.442050,11.883299,145.449554,84.016159,52.499653,41.754204,8.887362,18.277216,8.303716,14.975842,8.459105,14.406210,8.955439,13.986980,10.512381,16.277395,11.228580,14.111105,11.672358,15.133640
