"Time","v2 Right CoP","v3 Left CoP","v1 xCoMy","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
1.227,4.478343,6.160460,5.713976,5.703084,0.195756,15.594784,4.783029,15.987552,5.979789,18.175303,4.173658,14.115026,6.341133,12.942487,156.283630,81.807648,32.965660,7.823431,8.231892,16.487970,9.102585,14.445740,9.303144,13.886143,9.684629,13.483133,11.691646,16.017057,11.519722,14.203433,11.756269,15.208917
1.228,4.480586,6.159388,5.712121,5.702321,0.176153,15.592417,4.782836,15.978129,5.980089,18.171066,4.178335,14.134090,6.338687,12.928506,155.365128,81.946472,33.056065,8.029129,8.231575,16.479053,9.106031,14.453468,9.298555,13.893059,9.682669,13.489624,11.686996,16.022821,11.518671,14.206902,11.756209,15.209805
1.229,4.484460,6.159805,5.710381,5.701657,0.156801,15.591370,4.782836,15.970363,5.980476,18.159294,4.186085,14.142310,6.339134,12.920679,153.775101,82.394943,33.574684,8.820271,8.231993,16.468842,9.110991,14.480606,9.297338,13.907043,9.682211,13.511991,11.663864,16.036818,11.518752,14.206105,11.756437,15.206276
1.230,4.488335,6.160223,5.708641,5.700993,0.137449,15.590323,4.782836,15.962597,5.980864,18.147522,4.193834,14.150530,6.339581,12.912853,152.185089,82.843414,34.093307,9.611413,8.232411,16.458632,9.115950,14.507744,9.296122,13.921028,9.681753,13.534357,11.640732,16.050814,11.518833,14.205309,11.756665,15.202746
1.231,4.492209,6.160640,5.706900,5.700329,0.118097,15.589277,4.782836,15.954830,5.981251,18.135748,4.201583,14.158750,6.340029,12.905026,150.595062,83.291885,34.611931,10.402555,8.232830,16.448421,9.120910,14.534883,9.294904,13.935013,9.681295,13.556725,11.617600,16.064810,11.518914,14.204514,11.756893,15.199217
1.232,4.496084,6.161057,5.705160,5.699666,0.098746,15.588230,4.782836,15.947063,5.981639,18.123976,4.209332,14.166969,6.340476,12.897200,149.005035,83.740356,35.130550,11.193697,8.233248,16.438210,9.125869,14.562020,9.293687,13.948997,9.680838,13.579091,11.594468,16.078806,11.518995,14.203717,11.757121,15.195688
1.233,4.496460,6.161228,5.703330,5.698898,0.079637,15.588768,4.782092,15.940542,5.982133,18.117407,4.210828,14.191419,6.340322,12.887046,149.389481,82.943695,35.400547,11.680740,8.235037,16.428345,9.128098,14.584903,9.294304,13.962399,9.674560,13.589844,11.583372,16.089161,11.518787,14.208053,11.758850,15.196661
1.234,4.496836,6.161398,5.701499,5.698132,0.060528,15.589307,4.781349,15.934022,5.982628,18.110836,4.212324,14.215868,6.340169,12.876892,149.773926,82.147034,35.670540,12.167785,8.236826,16.418480,9.130325,14.607784,9.294920,13.975801,9.668282,13.600597,11.572275,16.099518,11.518579,14.212388,11.760578,15.197635
1.235,4.497212,6.161569,5.699669,5.697365,0.041419,15.589846,4.780605,15.927502,5.983123,18.104267,4.213820,14.240318,6.340015,12.866739,150.158371,81.350380,35.940536,12.654829,8.238614,16.408617,9.132553,14.630667,9.295537,13.989202,9.662004,13.611351,11.561178,16.109875,11.518370,14.216723,11.762307,15.198608
1.236,4.497588,6.161739,5.697839,5.696598,0.022310,15.590384,4.779861,15.920980,5.983617,18.097698,4.215315,14.264768,6.339862,12.856586,150.542816,80.553719,36.210533,13.141872,8.240403,16.398752,9.134782,14.653549,9.296154,14.002604,9.655726,13.622104,11.550082,16.120230,11.518162,14.221059,11.764036,15.199581
1.237,4.498780,6.162023,5.696151,5.695956,0.003506,15.590050,4.779607,15.910915,5.983617,18.087595,4.217954,14.291989,6.340429,12.848986,148.993469,81.058601,36.860634,14.089048,8.239785,16.389511,9.138824,14.678152,9.293527,14.013307,9.649375,13.646012,11.520042,16.136007,11.519176,14.219774,11.765147,15.196175
1.238,4.499972,6.162306,5.694463,5.695314,-0.015299,15.589715,4.779352,15.900850,5.983617,18.077492,4.220592,14.319210,6.340996,12.841386,147.444122,81.563477,37.510731,15.036225,8.239167,16.380272,9.142864,14.702755,9.290899,14.024010,9.643024,13.669921,11.490003,16.151787,11.520189,14.218489,11.766258,15.192768
1.239,4.501163,6.162590,5.692775,5.694673,-0.034104,15.589380,4.779098,15.890784,5.983617,18.067387,4.223230,14.346432,6.341562,12.833786,145.894760,82.068359,38.160828,15.983402,8.238549,16.371031,9.146906,14.727357,9.288273,14.034713,9.636673,13.693830,11.459963,16.167564,11.521204,14.217203,11.767370,15.189363
1.240,4.502356,6.162873,5.691087,5.694031,-0.052908,15.589046,4.778843,15.880719,5.983617,18.057283,4.225868,14.373653,6.342129,12.826186,144.345413,82.573242,38.810928,16.930578,8.237931,16.361790,9.150948,14.751960,9.285645,14.045416,9.630322,13.717738,11.429923,16.183342,11.522218,14.215919,11.768481,15.185956
1.241,4.504406,6.165860,5.689463,5.693426,-0.071218,15.587400,4.777624,15.874280,5.984612,18.050131,4.231188,14.396721,6.347109,12.816338,145.614258,80.969330,39.308960,17.731604,8.236330,16.352760,9.157335,14.770676,9.288397,14.073177,9.622305,13.739883,11.406763,16.200470,11.523519,14.220756,11.770466,15.184752
1.242,4.506456,6.168847,5.687839,5.692820,-0.089527,15.585755,4.776406,15.867840,5.985605,18.042980,4.236507,14.419788,6.352089,12.806490,146.883087,79.365425,39.806988,18.532627,8.234728,16.343731,9.163723,14.789391,9.291149,14.100939,9.614289,13.762028,11.383604,16.217598,11.524819,14.225594,11.772451,15.183548
1.243,4.508507,6.171834,5.686214,5.692214,-0.107837,15.584110,4.775187,15.861401,5.986599,18.035828,4.241827,14.442855,6.357069,12.796642,148.151917,77.761520,40.305016,19.333652,8.233127,16.334703,9.170112,14.808105,9.293900,14.128699,9.606274,13.784172,11.360445,16.234724,11.526120,14.230431,11.774436,15.182344
1.244,4.510557,6.174821,5.684590,5.691608,-0.126146,15.582464,4.773969,15.854961,5.987594,18.028675,4.247146,14.465922,6.362048,12.786794,149.420761,76.157608,40.803047,20.134678,8.231525,16.325674,9.176499,14.826821,9.296652,14.156461,9.598257,13.806317,11.337285,16.251852,11.527421,14.235268,11.776421,15.181141
1.245,4.510517,6.176223,5.682993,5.691033,-0.144509,15.583116,4.773866,15.850210,5.987780,18.015976,4.247168,14.495187,6.364666,12.782981,153.741669,73.087822,41.489864,21.312359,8.234144,16.319984,9.165722,14.862097,9.299751,14.209743,9.588058,13.838070,11.300677,16.272606,11.529019,14.238234,11.780584,15.181095
1.246,4.510476,6.177625,5.681396,5.690458,-0.162871,15.583767,4.773762,15.845459,5.987966,18.003277,4.247190,14.524452,6.367284,12.779169,158.062592,70.018036,42.176682,22.490040,8.236763,16.314293,9.154945,14.897372,9.302852,14.263026,9.577858,13.869823,11.264069,16.293358,11.530617,14.241199,11.784749,15.181050
1.247,4.510436,6.179027,5.679800,5.689884,-0.181233,15.584418,4.773659,15.840708,5.988152,17.990580,4.247212,14.553717,6.369901,12.775356,162.383514,66.948242,42.863499,23.667721,8.239383,16.308601,9.144168,14.932648,9.305952,14.316309,9.567657,13.901576,11.227461,16.314110,11.532215,14.244164,11.788914,15.181005
1.248,4.510395,6.180429,5.678203,5.689309,-0.199595,15.585070,4.773556,15.835957,5.988338,17.977880,4.247234,14.582981,6.372519,12.771544,166.704422,63.878456,43.550316,24.845402,8.242002,16.302912,9.133390,14.967923,9.309052,14.369592,9.557458,13.933329,11.190853,16.334864,11.533813,14.247130,11.793077,15.180960
1.249,4.513267,6.178221,5.677042,5.689170,-0.217972,15.587776,4.771072,15.828264,5.988338,17.971825,4.255460,14.604650,6.368104,12.761417,167.698730,62.723152,43.862900,25.486094,8.242439,16.290573,9.131416,14.989868,9.306570,14.391408,9.548710,13.947085,11.172108,16.343966,11.532502,14.248901,11.794945,15.180635
1.250,4.516138,6.176014,5.675880,5.689031,-0.236349,15.590483,4.768589,15.820573,5.988338,17.965769,4.263686,14.626318,6.363689,12.751291,168.693024,61.567848,44.175484,26.126785,8.242876,16.278234,9.129443,15.011814,9.304090,14.413224,9.539961,13.960842,11.153362,16.353069,11.531191,14.250671,11.796812,15.180311
1.251,4.519009,6.173807,5.674719,5.688891,-0.254726,15.593190,4.766106,15.812881,5.988338,17.959713,4.271913,14.647986,6.359275,12.741166,169.687332,60.412544,44.488064,26.767479,8.243313,16.265896,9.127470,15.033760,9.301609,14.435040,9.531213,13.974599,11.134617,16.362171,11.529881,14.252442,11.798678,15.179987
1.252,4.521881,6.171599,5.673557,5.688753,-0.273103,15.595897,4.763622,15.805189,5.988338,17.953657,4.280139,14.669655,6.354860,12.731040,170.681641,59.257240,44.800648,27.408171,8.243751,16.253557,9.125496,15.055705,9.299128,14.456857,9.522465,13.988356,11.115871,16.371273,11.528569,14.254213,11.800546,15.179663
1.253,4.521370,6.170990,5.672316,5.688523,-0.291299,15.594282,4.761246,15.796793,5.987098,17.941334,4.281493,14.682070,6.354881,12.720717,170.626251,59.027702,45.272980,28.226727,8.244272,16.243629,9.119550,15.078662,9.292034,14.483292,9.516152,14.014059,11.085173,16.384195,11.529965,14.254249,11.802809,15.178255
1.254,4.520859,6.170380,5.671074,5.688294,-0.309496,15.592669,4.758870,15.788398,5.985857,17.929012,4.282848,14.694485,6.354901,12.710394,170.570877,58.798164,45.745316,29.045280,8.244795,16.233700,9.113604,15.101619,9.284941,14.509727,9.509840,14.039762,11.054474,16.397118,11.531363,14.254284,11.805071,15.176847
1.255,4.520348,6.169769,5.669832,5.688065,-0.327692,15.591055,4.756495,15.780003,5.984616,17.916691,4.284203,14.706901,6.354922,12.700071,170.515503,58.568626,46.217651,29.863834,8.245317,16.223770,9.107658,15.124576,9.277846,14.536161,9.503529,14.065467,11.023775,16.410040,11.532759,14.254318,11.807334,15.175439
1.256,4.519837,6.169159,5.668591,5.687836,-0.345888,15.589440,4.754118,15.771606,5.983376,17.904367,4.285557,14.719316,6.354943,12.689749,170.460114,58.339088,46.689983,30.682390,8.245839,16.213842,9.101712,15.147532,9.270753,14.562596,9.497216,14.091170,10.993076,16.422962,11.534155,14.254354,11.809597,15.174031
1.257,4.523288,6.170090,5.667832,5.688085,-0.363997,15.588832,4.754118,15.764828,5.983376,17.892612,4.292459,14.735407,6.356803,12.680544,170.952911,57.713043,47.077545,31.386206,8.248330,16.202349,9.095495,15.161963,9.264532,14.577077,9.484962,14.108231,10.967915,16.431683,11.532503,14.255007,11.810410,15.172353
1.258,4.526739,6.171020,5.667074,5.688334,-0.382106,15.588223,4.754118,15.758048,5.983376,17.880856,4.299360,14.751499,6.358664,12.671339,171.445709,57.086994,47.465111,32.090019,8.250822,16.190853,9.089277,15.176394,9.258312,14.591558,9.472709,14.125291,10.942753,16.440401,11.530851,14.255659,11.811223,15.170673
1.259,4.530190,6.171950,5.666317,5.688584,-0.400214,15.587615,4.754118,15.751268,5.983376,17.869101,4.306262,14.767591,6.360524,12.662135,171.938507,56.460945,47.852676,32.793835,8.253313,16.179359,9.083060,15.190825,9.252092,14.606038,9.460455,14.142351,10.917591,16.449120,11.529201,14.256312,11.812037,15.168995
1.260,4.533641,6.172880,5.665558,5.688834,-0.418323,15.587007,4.754118,15.744490,5.983376,17.857346,4.313163,14.783682,6.362385,12.652930,172.431305,55.834900,48.240238,33.497650,8.255804,16.167866,9.076843,15.205256,9.245872,14.620519,9.448201,14.159411,10.892429,16.457840,11.527549,14.256966,11.812849,15.167316
1.261,4.536304,6.172999,5.664845,5.689089,-0.435727,15.588340,4.754118,15.741798,5.983202,17.847961,4.318489,14.791720,6.362796,12.647785,173.453125,55.185783,48.864677,34.303169,8.260770,16.162868,9.058025,15.230480,9.231742,14.648352,9.430969,14.182525,10.859541,16.466675,11.529469,14.256563,11.815620,15.166405
1.262,4.538967,6.173118,5.664132,5.689344,-0.453132,15.589674,4.754118,15.739108,5.983027,17.838579,4.323815,14.799759,6.363208,12.642639,174.474945,54.536667,49.489113,35.108692,8.265736,16.157871,9.039207,15.255706,9.217611,14.676186,9.413736,14.205639,10.826653,16.475510,11.531390,14.256161,11.818392,15.165493
1.263,4.541630,6.173236,5.663419,5.689599,-0.470536,15.591007,4.754118,15.736418,5.982853,17.829197,4.329141,14.807797,6.363620,12.637493,175.496765,53.887547,50.113552,35.914215,8.270701,16.152872,9.020390,15.280931,9.203482,14.704020,9.396504,14.228752,10.793766,16.484343,11.533311,14.255759,11.821162,15.164582
1.264,4.544292,6.173355,5.662705,5.689854,-0.487941,15.592340,4.754118,15.733727,5.982679,17.819813,4.334466,14.815836,6.364031,12.632348,176.518585,53.238430,50.737991,36.719734,8.275667,16.147875,9.001572,15.306156,9.189352,14.731853,9.379272,14.251865,10.760878,16.493177,11.535232,14.255357,11.823934,15.163671
1.265,4.547804,6.172512,5.662189,5.690268,-0.504643,15.589470,4.754529,15.728975,5.982679,17.808151,4.341080,14.830494,6.362344,12.623941,175.212631,53.674305,51.173321,37.493839,8.276283,16.140152,8.991804,15.322624,9.167252,14.764426,9.366707,14.275753,10.731198,16.501257,11.533646,14.257046,11.824533,15.161525
1.266,4.551316,6.171668,5.661674,5.690681,-0.521345,15.586599,4.754939,15.724223,5.982679,17.796490,4.347693,14.845153,6.360657,12.615536,173.906677,54.110180,51.608650,38.267944,8.276900,16.132427,8.982037,15.339092,9.145151,14.797001,9.354141,14.299641,10.701519,16.509338,11.532060,14.258735,11.825130,15.159378
1.267,4.554828,6.170825,5.661159,5.691095,-0.538047,15.583730,4.755349,15.719471,5.982679,17.784830,4.354307,14.859812,6.358970,12.607130,172.600723,54.546055,52.043976,39.042049,8.277517,16.124704,8.972270,15.355559,9.123050,14.829575,9.341575,14.323528,10.671841,16.517418,11.530474,14.260424,11.825729,15.157232
1.268,4.558340,6.169981,5.660643,5.691508,-0.554749,15.580859,4.755760,15.714720,5.982679,17.773169,4.360920,14.874470,6.357283,12.598723,171.294769,54.981930,52.479305,39.816154,8.278133,16.116982,8.962502,15.372027,9.100949,14.862148,9.329009,14.347416,10.642161,16.525497,11.528888,14.262113,11.826328,15.155087
1.269,4.564886,6.171366,5.659995,5.691762,-0.570958,15.583962,4.757206,15.713187,5.982679,17.768332,4.372565,14.883471,6.360053,12.593761,170.631958,55.553417,52.668591,40.123158,8.280881,16.111757,8.948098,15.393726,9.086990,14.880567,9.326616,14.356150,10.633028,16.526922,11.531364,14.261515,11.830013,15.154371
1.270,4.571431,6.172750,5.659347,5.692016,-0.587167,15.587067,4.758653,15.711655,5.982679,17.763494,4.384210,14.892473,6.362822,12.588800,169.969131,56.124901,52.857872,40.430161,8.283628,16.106533,8.933695,15.415426,9.073030,14.898985,9.324224,14.364882,10.623894,16.528347,11.533842,14.260917,11.833699,15.153655
1.271,4.577977,6.174135,5.658699,5.692270,-0.603375,15.590170,4.760100,15.710121,5.982679,17.758657,4.395854,14.901476,6.365592,12.583838,169.306305,56.696388,53.047157,40.737167,8.286377,16.101307,8.919291,15.437125,9.059071,14.917402,9.321833,14.373615,10.614760,16.529770,11.536320,14.260319,11.837385,15.152939
1.272,4.584523,6.175520,5.658051,5.692524,-0.619584,15.593273,4.761547,15.708589,5.982679,17.753820,4.407499,14.910478,6.368361,12.578876,168.643494,57.267876,53.236443,41.044170,8.289124,16.096083,8.904886,15.458824,9.045112,14.935821,9.319440,14.382349,10.605627,16.531195,11.538796,14.259721,11.841070,15.152224
1.273,4.592717,6.176498,5.657221,5.692543,-0.634827,15.591465,4.763672,15.706465,5.982679,17.742565,4.421762,14.925711,6.370317,12.571583,168.648163,57.201576,53.559998,41.520622,8.294780,16.086830,8.892132,15.475011,9.032633,14.950852,9.308323,14.394429,10.583737,16.530088,11.535873,14.256168,11.840430,15.150502
1.274,4.600911,6.177476,5.656392,5.692561,-0.650071,15.589657,4.765797,15.704342,5.982679,17.731312,4.436025,14.940943,6.372273,12.564289,168.652847,57.135281,53.883553,41.997070,8.300434,16.077576,8.879378,15.491198,9.020153,14.965884,9.297207,14.406509,10.561848,16.528984,11.532951,14.252617,11.839790,15.148781
1.275,4.609105,6.178454,5.655562,5.692580,-0.665315,15.587848,4.767921,15.702219,5.982679,17.720057,4.450288,14.956176,6.374229,12.556994,168.657532,57.068985,54.207111,42.473522,8.306089,16.068321,8.866625,15.507384,9.007674,14.980916,9.286090,14.418590,10.539959,16.527878,11.530028,14.249065,11.839151,15.147058
1.276,4.617299,6.179432,5.654733,5.692598,-0.680558,15.586040,4.770047,15.700095,5.982679,17.708801,4.464551,14.971409,6.376185,12.549701,168.662201,57.002686,54.530666,42.949974,8.311745,16.059069,8.853870,15.523571,8.995195,14.995948,9.274973,14.430670,10.518069,16.526772,11.527105,14.245513,11.838511,15.145337
1.277,4.623158,6.177677,5.653635,5.692308,-0.695076,15.586774,4.772155,15.696573,5.982679,17.697771,4.474160,14.990189,6.372674,12.539345,168.443893,56.870281,54.902122,43.496197,8.314270,16.052610,8.844488,15.538510,8.981344,15.014569,9.262691,14.442307,10.498318,16.524618,11.524629,14.243148,11.839581,15.143520
1.278,4.629016,6.175921,5.652536,5.692018,-0.709595,15.587509,4.774263,15.693051,5.982679,17.686741,4.483768,15.008969,6.369164,12.528989,168.225586,56.737877,55.273575,44.042419,8.316796,16.046152,8.835106,15.553450,8.967493,15.033192,9.250409,14.453945,10.478567,16.522465,11.522152,14.240783,11.840651,15.141704
1.279,4.634874,6.174167,5.651439,5.691728,-0.724113,15.588243,4.776372,15.689529,5.982679,17.675711,4.493377,15.027750,6.365654,12.518633,168.007263,56.605476,55.645031,44.588646,8.319323,16.039694,8.825725,15.568390,8.953641,15.051813,9.238127,14.465584,10.458817,16.520311,11.519675,14.238418,11.841720,15.139887
1.280,4.640733,6.172411,5.650341,5.691437,-0.738631,15.588978,4.778480,15.686007,5.982679,17.664680,4.502985,15.046530,6.362144,12.508277,167.788956,56.473072,56.016487,45.134869,8.321848,16.033236,8.816342,15.583329,8.939790,15.070435,9.225845,14.477221,10.439065,16.518158,11.517199,14.236053,11.842789,15.138070
1.281,4.646071,6.170195,5.649072,5.690935,-0.752406,15.588701,4.782453,15.688452,5.981296,17.658472,4.509689,15.060887,6.359094,12.501799,167.591507,56.548809,56.288845,45.682030,8.321581,16.035225,8.803032,15.597064,8.923586,15.090908,9.214479,14.489214,10.422131,16.519165,11.512392,14.237572,11.842354,15.137192
1.282,4.651410,6.167978,5.647803,5.690433,-0.766181,15.588424,4.786426,15.690896,5.979912,17.652264,4.516394,15.075245,6.356045,12.495321,167.394073,56.624550,56.561203,46.229195,8.321314,16.037212,8.789722,15.610800,8.907382,15.111381,9.203113,14.501207,10.405197,16.520172,11.507586,14.239091,11.841918,15.136313
1.283,4.656748,6.165761,5.646534,5.689930,-0.779956,15.588146,4.790398,15.693340,5.978528,17.646055,4.523098,15.089602,6.352995,12.488844,167.196625,56.700287,56.833561,46.776356,8.321048,16.039202,8.776412,15.624535,8.891178,15.131853,9.191746,14.513200,10.388263,16.521181,11.502779,14.240610,11.841482,15.135435
1.284,4.662086,6.163545,5.645266,5.689428,-0.793730,15.587870,4.794371,15.695785,5.977144,17.639847,4.529802,15.103960,6.349946,12.482366,166.999176,56.776024,57.105919,47.323517,8.320781,16.041191,8.763102,15.638269,8.874974,15.152327,9.180380,14.525192,10.371328,16.522188,11.497972,14.242129,11.841047,15.134557
1.285,4.674364,6.162093,5.643763,5.688658,-0.806902,15.592720,4.803494,15.700825,5.976700,17.623363,4.545233,15.121056,6.347486,12.473827,167.234238,57.265835,57.580765,47.891819,8.343742,16.047865,8.735332,15.656926,8.851149,15.179802,9.166718,14.545878,10.344522,16.519890,11.493784,14.241052,11.838333,15.132399
1.286,4.686641,6.160641,5.642260,5.687888,-0.820073,15.597570,4.812617,15.705866,5.976255,17.606880,4.560664,15.138152,6.345027,12.465288,167.469299,57.755646,58.055611,48.460121,8.366704,16.054539,8.707563,15.675583,8.827324,15.207276,9.153056,14.566565,10.317715,16.517590,11.489594,14.239975,11.835619,15.130239
1.287,4.698918,6.159189,5.640758,5.687119,-0.833245,15.602422,4.821741,15.710906,5.975810,17.590399,4.576096,15.155249,6.342568,12.456750,167.704376,58.245453,58.530453,49.028419,8.389666,16.061213,8.679795,15.694239,8.803498,15.234751,9.139395,14.587250,10.290909,16.515289,11.485405,14.238897,11.832904,15.128081
1.288,4.711195,6.157738,5.639255,5.686348,-0.846416,15.607272,4.830864,15.715946,5.975366,17.573915,4.591527,15.172344,6.340109,12.448212,167.939438,58.735264,59.005299,49.596722,8.412627,16.067886,8.652026,15.712895,8.779673,15.262226,9.125732,14.607936,10.264102,16.512991,11.481216,14.237820,11.830190,15.125923
1.289,4.712821,6.159067,5.637566,5.685378,-0.859320,15.610794,4.830864,15.728344,5.975366,17.563011,4.594779,15.182154,6.342767,12.444881,168.627747,59.493523,59.523167,50.099396,8.446803,16.077999,8.618484,15.721512,8.756246,15.272459,9.109266,14.620076,10.247068,16.508175,11.476155,14.239281,11.828298,15.126220
1.290,4.714448,6.160396,5.635878,5.684407,-0.872224,15.614317,4.830864,15.740742,5.975366,17.552105,4.598033,15.191963,6.345425,12.441551,169.316040,60.251785,60.041035,50.602066,8.480978,16.088112,8.584942,15.730128,8.732819,15.282692,9.092800,14.632217,10.230034,16.503359,11.471094,14.240742,11.826405,15.126516
1.291,4.716075,6.161725,5.634189,5.683437,-0.885128,15.617840,4.830864,15.753139,5.975366,17.541199,4.601286,15.201773,6.348083,12.438221,170.004333,61.010048,60.558903,51.104736,8.515154,16.098225,8.551399,15.738745,8.709393,15.292926,9.076333,14.644358,10.213000,16.498543,11.466032,14.242204,11.824512,15.126814
1.292,4.717701,6.163054,5.632501,5.682467,-0.898032,15.621362,4.830864,15.765536,5.975366,17.530294,4.604539,15.211582,6.350741,12.434891,170.692642,61.768307,61.076771,51.607410,8.549330,16.108337,8.517857,15.747361,8.685966,15.303159,9.059867,14.656498,10.195967,16.493727,11.460971,14.243665,11.822620,15.127110
1.293,4.719531,6.163338,5.630758,5.681394,-0.910074,15.623546,4.830864,15.779961,5.975366,17.521135,4.608197,15.213682,6.351309,12.431104,170.990112,62.872818,61.497963,51.955944,8.542644,16.125256,8.471184,15.753975,8.647980,15.313437,9.041072,14.657551,10.182753,16.485027,11.451616,14.242397,11.816814,15.126019
1.294,4.721360,6.163621,5.629015,5.680321,-0.922115,15.625730,4.830864,15.794386,5.975366,17.511976,4.611856,15.215782,6.351877,12.427317,171.287598,63.977325,61.919151,52.304478,8.535957,16.142174,8.424511,15.760590,8.609993,15.323713,9.022276,14.658603,10.169538,16.476326,11.442263,14.241129,11.811009,15.124927
1.295,4.723189,6.163905,5.627273,5.679249,-0.934156,15.627913,4.830864,15.808810,5.975366,17.502817,4.615514,15.217883,6.352446,12.423529,171.585083,65.081841,62.340340,52.653011,8.529272,16.159090,8.377839,15.767204,8.572006,15.333991,9.003481,14.659655,10.156324,16.467627,11.432909,14.239861,11.805204,15.123835
1.296,4.725019,6.164189,5.625530,5.678176,-0.946197,15.630097,4.830864,15.823235,5.975366,17.493658,4.619173,15.219983,6.353014,12.419742,171.882553,66.186348,62.761532,53.001545,8.522586,16.176008,8.331166,15.773818,8.534020,15.344269,8.984686,14.660707,10.143110,16.458927,11.423554,14.238594,11.799398,15.122743
1.297,4.718248,6.166812,5.623469,5.676773,-0.958038,15.634684,4.815946,15.839476,5.979048,17.483185,4.620551,15.206821,6.354576,12.412625,172.548111,66.840332,62.964607,53.064201,8.520158,16.209536,8.309114,15.748041,8.524657,15.313910,8.968613,14.649780,10.140819,16.451183,11.414259,14.238047,11.793315,15.124588
1.298,4.711479,6.169435,5.621408,5.675370,-0.969879,15.639269,4.801027,15.855716,5.982731,17.472713,4.621930,15.193660,6.356139,12.405508,173.213654,67.494324,63.167679,53.126854,8.517730,16.243063,8.287063,15.722263,8.515294,15.283550,8.952539,14.638852,10.138527,16.443439,11.404964,14.237499,11.787231,15.126432
1.299,4.704709,6.172057,5.619346,5.673968,-0.981719,15.643854,4.786109,15.871956,5.986413,17.462242,4.623309,15.180498,6.357701,12.398392,173.879211,68.148308,63.370750,53.189507,8.515302,16.276590,8.265011,15.696486,8.505931,15.253190,8.936467,14.627924,10.136235,16.435698,11.395669,14.236952,11.781149,15.128277
1.300,4.697939,6.174680,5.617284,5.672565,-0.993560,15.648440,4.771191,15.888197,5.990096,17.451769,4.624688,15.167336,6.359264,12.391275,174.544769,68.802292,63.573826,53.252163,8.512874,16.310118,8.242959,15.670710,8.496568,15.222831,8.920394,14.616997,10.133944,16.427954,11.386374,14.236404,11.775065,15.130122
1.301,4.684180,6.176459,5.615048,5.670964,-1.004975,15.650781,4.741423,15.920987,5.990236,17.444220,4.626939,15.156376,6.362681,12.384981,174.923172,69.457031,63.483498,53.268017,8.520128,16.371971,8.235899,15.628054,8.495278,15.187254,8.909647,14.606414,10.132208,16.426464,11.376020,14.236566,11.768557,15.131849
1.302,4.670422,6.178238,5.612812,5.669363,-1.016390,15.653120,4.711654,15.953777,5.990376,17.436670,4.629190,15.145416,6.366099,12.378687,175.301575,70.111778,63.393173,53.283867,8.527384,16.433823,8.228839,15.585398,8.493988,15.151678,8.898901,14.595831,10.130471,16.424973,11.365668,14.236727,11.762048,15.133577
1.303,4.656664,6.180017,5.610576,5.667762,-1.027806,15.655460,4.681886,15.986567,5.990517,17.429121,4.631441,15.134456,6.369517,12.372392,175.679962,70.766525,63.302845,53.299721,8.534638,16.495676,8.221779,15.542742,8.492699,15.116102,8.888155,14.585248,10.128735,16.423481,11.355316,14.236887,11.755539,15.135304
1.304,4.642905,6.181796,5.608339,5.666161,-1.039221,15.657801,4.652118,16.019358,5.990657,17.421572,4.633692,15.123495,6.372935,12.366097,176.058365,71.421265,63.212517,53.315575,8.541893,16.557529,8.214719,15.500086,8.491409,15.080525,8.877408,14.574665,10.126999,16.421991,11.344963,14.237048,11.749030,15.137032
1.305,4.632566,6.181838,5.606114,5.664535,-1.049980,15.658096,4.632800,16.064991,5.990657,17.412865,4.632332,15.109272,6.373019,12.360365,175.348068,71.285233,63.121834,53.123501,8.549836,16.594931,8.217586,15.492479,8.489259,15.066535,8.869574,14.565516,10.123859,16.418850,11.336487,14.234202,11.741816,15.140800
1.306,4.622227,6.181880,5.603889,5.662908,-1.060738,15.658392,4.613482,16.110626,5.990657,17.404160,4.630972,15.095049,6.373104,12.354632,174.637772,71.149200,63.031155,52.931427,8.557779,16.632332,8.220453,15.484872,8.487108,15.052546,8.861740,14.556366,10.120720,16.415707,11.328011,14.231356,11.734602,15.144567
1.307,4.611888,6.181923,5.601665,5.661282,-1.071497,15.658687,4.594163,16.156260,5.990657,17.395454,4.629612,15.080826,6.373188,12.348900,173.927475,71.013176,62.940475,52.739357,8.565723,16.669731,8.223320,15.477264,8.484957,15.038555,8.853906,14.547215,10.117579,16.412563,11.319535,14.228510,11.727387,15.148335
1.308,4.601549,6.181965,5.599440,5.659656,-1.082256,15.658982,4.574845,16.201893,5.990657,17.386747,4.628253,15.066603,6.373272,12.343167,173.217178,70.877144,62.849792,52.547283,8.573667,16.707132,8.226187,15.469658,8.482806,15.024565,8.846071,14.538066,10.114440,16.409422,11.311059,14.225664,11.720173,15.152103
1.309,4.599731,6.182392,5.597255,5.657958,-1.091013,15.657211,4.571209,16.240480,5.990517,17.379839,4.628253,15.055517,6.374267,12.336113,172.840103,70.675598,62.495102,52.358849,8.569323,16.732094,8.227365,15.465043,8.480724,15.018785,8.844724,14.531224,10.109726,16.411610,11.301996,14.221449,11.713354,15.154352
