"Time","v3 Left CoP","v1 xCoMy","v2 Right CoP","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
0.017,6.161883,5.461220,4.272047,5.496306,-0.629236,15.945676,4.341062,15.950232,5.975460,17.741085,4.203032,15.213491,6.348307,13.461815,162.200653,77.921600,70.976204,38.725334,8.317618,16.434559,8.703094,15.741523,8.816044,15.279544,9.169558,14.704508,10.881526,16.336739,11.539793,14.898729,11.773750,15.828720
0.018,6.161224,5.460144,4.272366,5.495506,-0.634189,15.943673,4.341062,15.946247,5.975460,17.721922,4.203670,15.211897,6.346989,13.448654,161.770370,78.962532,71.827393,39.427208,8.321236,16.432205,8.674086,15.740664,8.787474,15.286266,9.153450,14.707328,10.866328,16.321575,11.533670,14.897663,11.770988,15.828317
0.019,6.160566,5.459068,4.272685,5.494707,-0.639143,15.941670,4.341062,15.942264,5.975460,17.702759,4.204308,15.210302,6.345672,13.435493,161.340088,80.003464,72.678589,40.129082,8.324854,16.429852,8.645078,15.739805,8.758904,15.292989,9.137341,14.710148,10.851130,16.306412,11.527549,14.896598,11.768226,15.827913
0.020,6.159907,5.457993,4.273004,5.493907,-0.644097,15.939668,4.341062,15.938279,5.975460,17.683598,4.204946,15.208707,6.344355,13.422332,160.909821,81.044403,73.529785,40.830959,8.328472,16.427500,8.616070,15.738946,8.730335,15.299711,9.121233,14.712967,10.835933,16.291248,11.521426,14.895533,11.765463,15.827509
0.021,6.159492,5.456646,4.275207,5.492839,-0.649082,15.946609,4.341062,15.941205,5.975460,17.675459,4.209353,15.204129,6.343525,13.415631,161.787689,81.547707,74.255745,41.276230,8.350958,16.422646,8.589572,15.741632,8.712481,15.303364,9.108933,14.712765,10.826542,16.276899,11.516992,14.896077,11.762209,15.830712
0.022,6.159078,5.455300,4.277411,5.491771,-0.654067,15.953549,4.341062,15.944132,5.975460,17.667320,4.213759,15.199551,6.342696,13.408932,162.665558,82.051010,74.981705,41.721504,8.373445,16.417791,8.563074,15.744318,8.694626,15.307016,9.096634,14.712564,10.817152,16.262550,11.512556,14.896622,11.758955,15.833916
0.023,6.158664,5.453955,4.279614,5.490703,-0.659051,15.960490,4.341062,15.947058,5.975460,17.659182,4.218166,15.194973,6.341867,13.402231,163.543442,82.554314,75.707657,42.166775,8.395931,16.412937,8.536576,15.747004,8.676770,15.310670,9.084333,14.712362,10.807762,16.248203,11.508121,14.897167,11.755701,15.837120
0.024,6.158249,5.452609,4.281817,5.489635,-0.664036,15.967431,4.341062,15.949984,5.975460,17.651043,4.222573,15.190395,6.341038,13.395531,164.421310,83.057617,76.433617,42.612045,8.418417,16.408083,8.510078,15.749690,8.658916,15.314322,9.072034,14.712160,10.798371,16.233854,11.503687,14.897712,11.752447,15.840323
0.025,6.157809,5.451016,4.287589,5.488318,-0.668984,15.973135,4.347513,15.960123,5.974581,17.640480,4.227666,15.184827,6.341038,13.387667,164.511246,84.143166,77.478676,43.211933,8.413897,16.417885,8.477198,15.753719,8.631479,15.320845,9.058245,14.714469,10.786192,16.215048,11.499352,14.897611,11.748739,15.843608
0.026,6.157370,5.449424,4.293361,5.487001,-0.673931,15.978838,4.353964,15.970263,5.973702,17.629919,4.232759,15.179258,6.341038,13.379803,164.601196,85.228714,78.523735,43.811821,8.409376,16.427689,8.444317,15.757748,8.604042,15.327368,9.044456,14.716778,10.774012,16.196243,11.495015,14.897510,11.745030,15.846892
0.027,6.156931,5.447831,4.299133,5.485685,-0.678878,15.984541,4.360415,15.980404,5.972824,17.619358,4.237851,15.173689,6.341038,13.371939,164.691132,86.314270,79.568794,44.411709,8.404855,16.437492,8.411435,15.761777,8.576606,15.333890,9.030667,14.719088,10.761832,16.177437,11.490679,14.897408,11.741322,15.850177
0.028,6.156491,5.446239,4.304905,5.484368,-0.683826,15.990245,4.366866,15.990543,5.971945,17.608795,4.242944,15.168120,6.341038,13.364075,164.781067,87.399818,80.613853,45.011597,8.400334,16.447294,8.378554,15.765806,8.549170,15.340412,9.016878,14.721396,10.749653,16.158630,11.486343,14.897307,11.737614,15.853461
0.029,6.156491,5.444447,4.306281,5.482852,-0.688773,15.992087,4.366866,16.002827,5.971945,17.596539,4.245695,15.161789,6.341038,13.356233,165.295959,88.822693,82.434471,45.938805,8.413316,16.479988,8.347837,15.748641,8.526204,15.328907,8.997973,14.719181,10.735157,16.122814,11.480787,14.896437,11.730375,15.855801
0.030,6.156491,5.442654,4.307656,5.481335,-0.693721,15.993929,4.366866,16.015110,5.971945,17.584284,4.248446,15.155458,6.341038,13.348391,165.810852,90.245575,84.255081,46.866013,8.426298,16.512680,8.317122,15.731476,8.503239,15.317401,8.979069,14.716967,10.720660,16.087000,11.475231,14.895566,11.723137,15.858141
0.031,6.156491,5.440861,4.309032,5.479818,-0.698668,15.995771,4.366866,16.027395,5.971945,17.572029,4.251198,15.149127,6.341038,13.340548,166.325760,91.668457,86.075699,47.793217,8.439280,16.545374,8.286406,15.714312,8.480273,15.305895,8.960164,14.714752,10.706163,16.051186,11.469676,14.894695,11.715899,15.860481
0.032,6.156491,5.439069,4.310408,5.478302,-0.703615,15.997614,4.366866,16.039679,5.971945,17.559772,4.253950,15.142796,6.341038,13.332705,166.840652,93.091331,87.896317,48.720425,8.452261,16.578068,8.255689,15.697146,8.457308,15.294390,8.941259,14.712537,10.691668,16.015369,11.464120,14.893825,11.708661,15.862821
0.033,6.156501,5.436903,4.309957,5.476416,-0.708644,15.998513,4.364292,16.066244,5.971945,17.547853,4.255622,15.131021,6.341057,13.317714,166.933655,93.530937,88.620636,49.274952,8.454790,16.615400,8.250536,15.672040,8.452804,15.265365,8.926013,14.699510,10.681953,15.993491,11.453170,14.891692,11.699334,15.859737
0.034,6.156510,5.434736,4.309505,5.474530,-0.713673,15.999413,4.361718,16.092810,5.971945,17.535934,4.257294,15.119247,6.341076,13.302723,167.026657,93.970551,89.344948,49.829479,8.457320,16.652733,8.245384,15.646934,8.448299,15.236340,8.910767,14.686482,10.672238,15.971613,11.442221,14.889560,11.690006,15.856653
0.035,6.156520,5.432570,4.309055,5.472644,-0.718702,16.000313,4.359143,16.119375,5.971945,17.524015,4.258966,15.107473,6.341095,13.287731,167.119659,94.410156,90.069260,50.384007,8.459850,16.690063,8.240232,15.621827,8.443795,15.207315,8.895521,14.673455,10.662523,15.949734,11.431271,14.887427,11.680679,15.853569
0.036,6.156529,5.430404,4.308604,5.470758,-0.723731,16.001211,4.356569,16.145941,5.971945,17.512096,4.260638,15.095699,6.341115,13.272739,167.212662,94.849762,90.793579,50.938534,8.462379,16.727396,8.235079,15.596721,8.439291,15.178290,8.880275,14.660428,10.652809,15.927855,11.420321,14.885295,11.671352,15.850486
0.037,6.156641,5.428058,4.304886,5.468685,-0.728611,15.998602,4.348081,16.188004,5.970963,17.507063,4.261691,15.086284,6.342320,13.268355,166.496918,94.291786,89.889145,50.562916,8.476527,16.757256,8.233420,15.590284,8.437521,15.165586,8.873356,14.650215,10.648819,15.936882,11.408072,14.884499,11.662018,15.849057
0.038,6.156753,5.425713,4.301168,5.466611,-0.733491,15.995992,4.339593,16.230068,5.969981,17.502029,4.262744,15.076868,6.343525,13.263971,165.781174,93.733810,88.984703,50.187294,8.490675,16.787117,8.231762,15.583847,8.435751,15.152881,8.866437,14.640002,10.644829,15.945908,11.395823,14.883702,11.652683,15.847629
0.039,6.156865,5.423367,4.297451,5.464538,-0.738371,15.993382,4.331105,16.272131,5.968999,17.496998,4.263797,15.067451,6.344731,13.259587,165.065430,93.175835,88.080261,49.811676,8.504822,16.816977,8.230103,15.577410,8.433980,15.140176,8.859518,14.629789,10.640840,15.954934,11.383574,14.882906,11.643350,15.846200
0.040,6.156977,5.421021,4.293734,5.462464,-0.743252,15.990772,4.322617,16.314194,5.968017,17.491964,4.264850,15.058036,6.345936,13.255203,164.349686,92.617859,87.175827,49.436058,8.518970,16.846836,8.228445,15.570973,8.432210,15.127471,8.852599,14.619576,10.636849,15.963961,11.371325,14.882110,11.634015,15.844771
0.041,6.156397,5.418660,4.290076,5.460373,-0.748099,15.991089,4.314919,16.360170,5.965659,17.479115,4.265233,15.050561,6.347136,13.244627,163.367050,92.418274,86.053329,48.887550,8.508381,16.871845,8.228445,15.565370,8.427315,15.112267,8.846859,14.609275,10.633009,15.976171,11.358140,14.878874,11.623387,15.840744
0.042,6.155818,5.416299,4.286419,5.458282,-0.752947,15.991406,4.307221,16.406147,5.963300,17.466265,4.265616,15.043086,6.348335,13.234051,162.384399,92.218689,84.930824,48.339043,8.497791,16.896852,8.228445,15.559767,8.422420,15.097065,8.841118,14.598972,10.629169,15.988381,11.344955,14.875637,11.612761,15.836717
0.043,6.155238,5.413937,4.282762,5.456191,-0.757794,15.991724,4.299523,16.452124,5.960942,17.453415,4.266000,15.035611,6.349534,13.223475,161.401764,92.019112,83.808319,47.790531,8.487202,16.921860,8.228445,15.554163,8.417524,15.081861,8.835377,14.588671,10.625328,16.000591,11.331770,14.872400,11.602133,15.832689
0.044,6.154658,5.411576,4.279104,5.454100,-0.762642,15.992041,4.291825,16.498100,5.958583,17.440565,4.266383,15.028136,6.350733,13.212899,160.419128,91.819527,82.685822,47.242023,8.476613,16.946869,8.228445,15.548559,8.412629,15.066658,8.829637,14.578369,10.621488,16.012802,11.318585,14.869164,11.591505,15.828662
0.045,6.152672,5.409242,4.277842,5.452009,-0.766995,15.989824,4.289355,16.547783,5.955592,17.429058,4.266329,15.018138,6.349752,13.200804,160.302063,91.521294,81.959709,46.885246,8.552624,17.076805,8.226110,15.539700,8.409142,15.056725,8.825379,14.568575,10.620872,16.019249,11.308914,14.869204,11.582564,15.824049
0.046,6.150686,5.406909,4.276580,5.449918,-0.771349,15.987609,4.286885,16.597466,5.952600,17.417551,4.266274,15.008139,6.348772,13.188707,160.184998,91.223053,81.233597,46.528473,8.628633,17.206743,8.223776,15.530840,8.405654,15.046791,8.821123,14.558781,10.620258,16.025694,11.299243,14.869244,11.573624,15.819437
0.047,6.148700,5.404575,4.275317,5.447827,-0.775703,15.985394,4.284414,16.647150,5.949608,17.406044,4.266220,14.998140,6.347791,13.176611,160.067917,90.924820,80.507477,46.171696,8.704644,17.336681,8.221441,15.521979,8.402166,15.036859,8.816866,14.548985,10.619643,16.032139,11.289572,14.869284,11.564682,15.814824
0.048,6.146713,5.402241,4.274055,5.445736,-0.780056,15.983177,4.281944,16.696833,5.946617,17.394537,4.266166,14.988142,6.346810,13.164515,159.950851,90.626587,79.781364,45.814919,8.780655,17.466618,8.219107,15.513120,8.398679,15.026925,8.812609,14.539191,10.619028,16.038586,11.279901,14.869323,11.555741,15.810211
0.049,6.144945,5.399941,4.273165,5.443631,-0.783542,15.983657,4.281944,16.740282,5.943080,17.386925,4.264385,14.978316,6.346810,13.160715,159.776443,90.302139,78.855705,45.311272,8.786763,17.505209,8.218325,15.505707,8.396748,15.015165,8.810941,14.526724,10.621801,16.046309,11.270649,14.868425,11.547964,15.807066
0.050,6.143177,5.397642,4.272275,5.441526,-0.787027,15.984137,4.281944,16.783731,5.939545,17.379311,4.262605,14.968491,6.346810,13.156915,159.602051,89.977692,77.930054,44.807625,8.792871,17.543800,8.217543,15.498295,8.394815,15.003407,8.809273,14.514256,10.624575,16.054031,11.261396,14.867529,11.540187,15.803921
0.051,6.141409,5.395343,4.271385,5.439421,-0.790513,15.984615,4.281944,16.827181,5.936008,17.371696,4.260825,14.958665,6.346810,13.153114,159.427643,89.653252,77.004395,44.303982,8.798979,17.582394,8.216761,15.490883,8.392884,14.991647,8.807604,14.501787,10.627347,16.061752,11.252145,14.866632,11.532410,15.800775
0.052,6.139641,5.393043,4.270494,5.437315,-0.793998,15.985095,4.281944,16.870630,5.932472,17.364084,4.259044,14.948839,6.346810,13.149314,159.253235,89.328804,76.078735,43.800335,8.805087,17.620985,8.215979,15.483470,8.390953,14.979887,8.805936,14.489320,10.630120,16.069475,11.242893,14.865735,11.524632,15.797629
0.053,6.138884,5.390900,4.275198,5.435312,-0.796502,15.984970,4.290490,16.904247,5.932468,17.354771,4.259906,14.935295,6.345300,13.145013,159.373352,89.089447,75.571762,43.435268,8.803965,17.635458,8.215789,15.465389,8.389193,14.970093,8.803050,14.479486,10.628934,16.070154,11.235498,14.860445,11.517761,15.795146
0.054,6.138127,5.388757,4.279902,5.433309,-0.799006,15.984846,4.299037,16.937864,5.932465,17.345455,4.260767,14.921751,6.343791,13.140713,159.493469,88.850082,75.064781,43.070198,8.802842,17.649929,8.215599,15.447308,8.387433,14.960299,8.800164,14.469652,10.627748,16.070835,11.228104,14.855154,11.510889,15.792664
0.055,6.137371,5.386614,4.284606,5.431305,-0.801509,15.984721,4.307583,16.971481,5.932460,17.336142,4.261629,14.908208,6.342281,13.136412,159.613602,88.610718,74.557800,42.705132,8.801720,17.664402,8.215408,15.429226,8.385674,14.950504,8.797278,14.459818,10.626561,16.071514,11.220710,14.849864,11.504017,15.790180
0.056,6.136614,5.384470,4.289310,5.429301,-0.804013,15.984596,4.316129,17.005098,5.932456,17.326828,4.262490,14.894664,6.340772,13.132111,159.733719,88.371361,74.050827,42.340065,8.800597,17.678875,8.215219,15.411145,8.383913,14.940710,8.794393,14.449984,10.625375,16.072193,11.213315,14.844574,11.497146,15.787697
0.057,6.134912,5.382345,4.290962,5.427270,-0.805705,15.987310,4.319234,17.033396,5.931716,17.320080,4.262690,14.889453,6.338109,13.128757,159.274902,88.424713,73.809631,42.161209,8.809971,17.709463,8.215219,15.409285,8.381610,14.935857,8.794310,14.444605,10.626969,16.072187,11.211013,14.843169,11.495486,15.788747
0.058,6.133212,5.380220,4.292614,5.425240,-0.807397,15.990025,4.322339,17.061693,5.930977,17.313330,4.262889,14.884242,6.335447,13.125402,158.816071,88.478065,73.568428,41.982349,8.819345,17.740051,8.215219,15.407425,8.379307,14.931004,8.794228,14.439227,10.628565,16.072182,11.208710,14.841764,11.493828,15.789797
0.059,6.131511,5.378095,4.294266,5.423209,-0.809089,15.992739,4.325444,17.089991,5.930237,17.306580,4.263089,14.879031,6.332785,13.122048,158.357239,88.531418,73.327225,41.803490,8.828718,17.770641,8.215219,15.405564,8.377005,14.926151,8.794146,14.433849,10.630159,16.072176,11.206408,14.840361,11.492168,15.790848
0.060,6.129809,5.375970,4.295918,5.421178,-0.810781,15.995453,4.328549,17.118288,5.929497,17.299831,4.263288,14.873820,6.330122,13.118694,157.898422,88.584770,73.086029,41.624634,8.838092,17.801229,8.215219,15.403704,8.374701,14.921298,8.794063,14.428471,10.631754,16.072170,11.204105,14.838956,11.490509,15.791898
0.061,6.128807,5.373906,4.297949,5.419155,-0.811516,15.990381,4.334023,17.134001,5.929497,17.288429,4.261875,14.863595,6.328116,13.113297,157.158020,88.981308,72.561073,41.185009,8.844687,17.820116,8.215219,15.391713,8.372286,14.909705,8.797316,14.419847,10.637369,16.074511,11.202293,14.836124,11.487871,15.790302
0.062,6.127804,5.371841,4.299979,5.417132,-0.812251,15.985310,4.339496,17.149712,5.929497,17.277027,4.260462,14.853371,6.326111,13.107900,156.417603,89.377853,72.036118,40.745384,8.851280,17.839005,8.215219,15.379723,8.369869,14.898112,8.800569,14.411224,10.642984,16.076851,11.200480,14.833292,11.485234,15.788708
0.063,6.126801,5.369777,4.302009,5.415109,-0.812986,15.980239,4.344969,17.165424,5.929497,17.265627,4.259049,14.843145,6.324105,13.102503,155.677200,89.774399,71.511162,40.305756,8.857874,17.857891,8.215219,15.367733,8.367454,14.886519,8.803822,14.402600,10.648600,16.079189,11.198668,14.830460,11.482597,15.787113
0.064,6.125798,5.367713,4.304039,5.413085,-0.813721,15.975167,4.350442,17.181137,5.929497,17.254225,4.257636,14.832920,6.322099,13.097105,154.936798,90.170937,70.986206,39.866131,8.864469,17.876778,8.215219,15.355742,8.365038,14.874927,8.807075,14.393977,10.654215,16.081530,11.196856,14.827628,11.479959,15.785518
0.065,6.126821,5.365761,4.304345,5.411115,-0.813392,15.976980,4.351775,17.195797,5.931542,17.244732,4.256916,14.826271,6.322099,13.094324,154.468857,90.375031,70.806992,39.652000,8.859966,17.897657,8.214721,15.345238,8.364913,14.863352,8.808885,14.384285,10.658729,16.076262,11.196946,14.823870,11.478991,15.782345
0.066,6.127844,5.363810,4.304651,5.409145,-0.813063,15.978794,4.353107,17.210455,5.933589,17.235237,4.256196,14.819622,6.322099,13.091543,154.000916,90.579124,70.627777,39.437866,8.855465,17.918537,8.214224,15.334734,8.364788,14.851776,8.810696,14.374594,10.663242,16.070995,11.197037,14.820112,11.478022,15.779171
0.067,6.128867,5.361857,4.304957,5.407175,-0.812733,15.980607,4.354439,17.225113,5.935635,17.225742,4.255475,14.812974,6.322099,13.088763,153.532959,90.783218,70.448570,39.223732,8.850963,17.939419,8.213726,15.324230,8.364662,14.840200,8.812506,14.364902,10.667756,16.065727,11.197127,14.816355,11.477054,15.775997
0.068,6.129889,5.359906,4.305264,5.405205,-0.812404,15.982420,4.355772,17.239773,5.937680,17.216249,4.254755,14.806325,6.322099,13.085982,153.065018,90.987312,70.269356,39.009602,8.846460,17.960299,8.213228,15.313725,8.364537,14.828626,8.814316,14.355210,10.672270,16.060459,11.197218,14.812596,11.476085,15.772824
0.069,6.130001,5.358057,4.307130,5.403234,-0.810214,15.978187,4.359659,17.263685,5.938427,17.203844,4.254600,14.796983,6.321575,13.076913,153.330719,91.187454,70.223991,38.908379,8.849244,17.976469,8.212369,15.303708,8.365429,14.818926,8.815171,14.348691,10.675508,16.055679,11.197672,14.811254,11.475813,15.772014
0.070,6.130113,5.356209,4.308996,5.401263,-0.808023,15.973953,4.363547,17.287598,5.939174,17.191439,4.254444,14.787640,6.321052,13.067842,153.596420,91.387589,70.178619,38.807159,8.852028,17.992641,8.211510,15.293690,8.366321,14.809225,8.816027,14.342173,10.678745,16.050898,11.198125,14.809912,11.475540,15.771204
0.071,6.130224,5.354361,4.310862,5.399293,-0.805832,15.969720,4.367435,17.311512,5.939921,17.179033,4.254289,14.778297,6.320528,13.058773,153.862122,91.587730,70.133255,38.705936,8.854811,18.008812,8.210651,15.283672,8.367212,14.799525,8.816881,14.335653,10.681982,16.046116,11.198578,14.808569,11.475267,15.770393
0.072,6.130336,5.352512,4.312728,5.397322,-0.803642,15.965487,4.371322,17.335424,5.940668,17.166628,4.254134,14.768955,6.320004,13.049704,154.127823,91.787872,70.087891,38.604713,8.857594,18.024982,8.209792,15.273655,8.368104,14.789825,8.817737,14.329134,10.685220,16.041336,11.199032,14.807226,11.474996,15.769583
0.073,6.130766,5.350760,4.315634,5.395352,-0.799737,15.971146,4.376830,17.356350,5.940911,17.158701,4.254438,14.758527,6.320620,13.039565,153.816589,92.084381,69.917252,38.522972,8.851168,18.053688,8.209792,15.263750,8.368742,14.780163,8.821734,14.321050,10.693399,16.037882,11.201332,14.808525,11.477732,15.767657
0.074,6.131196,5.349007,4.318540,5.393382,-0.795832,15.976805,4.382337,17.377277,5.941155,17.150776,4.254742,14.748098,6.321237,13.029427,153.505371,92.380890,69.746613,38.441231,8.844740,18.082394,8.209792,15.253846,8.369381,14.770500,8.825733,14.312965,10.701579,16.034428,11.203632,14.809824,11.480467,15.765732
0.075,6.131625,5.347254,4.321445,5.391412,-0.791927,15.982465,4.387845,17.398205,5.941399,17.142849,4.255046,14.737670,6.321853,13.019289,153.194138,92.677406,69.575981,38.359489,8.838312,18.111101,8.209792,15.243942,8.370020,14.760839,8.829731,14.304880,10.709759,16.030975,11.205933,14.811123,11.483203,15.763806
0.076,6.132055,5.345502,4.324351,5.389441,-0.788023,15.988124,4.393352,17.419130,5.941642,17.134922,4.255351,14.727242,6.322469,13.009151,152.882904,92.973915,69.405342,38.277748,8.831885,18.139807,8.209792,15.234037,8.370658,14.751176,8.833729,14.296796,10.717938,16.027521,11.208233,14.812422,11.485939,15.761881
0.077,6.131454,5.343830,4.325360,5.387451,-0.782326,15.983175,4.395802,17.442398,5.941893,17.126217,4.254918,14.717659,6.321016,12.996149,152.414612,93.269287,69.089188,37.993073,8.835356,18.162874,8.210304,15.224639,8.370613,14.740372,8.837264,14.288221,10.724436,16.025612,11.208552,14.810542,11.485754,15.760300
0.078,6.130854,5.342157,4.326369,5.385461,-0.776629,15.978227,4.398252,17.465666,5.942144,17.117514,4.254485,14.708076,6.319563,12.983148,151.946320,93.564667,68.773026,37.708397,8.838827,18.185944,8.210817,15.215240,8.370569,14.729567,8.840799,14.279646,10.730934,16.023701,11.208872,14.808662,11.485569,15.758718
0.079,6.130253,5.340485,4.327377,5.383471,-0.770932,15.973278,4.400702,17.488934,5.942395,17.108810,4.254053,14.698493,6.318110,12.970146,151.478043,93.860046,68.456871,37.423725,8.842298,18.209011,8.211329,15.205842,8.370524,14.718761,8.844336,14.271071,10.737432,16.021790,11.209191,14.806784,11.485383,15.757135
0.080,6.129652,5.338812,4.328386,5.381481,-0.765236,15.968329,4.403152,17.512201,5.942647,17.100105,4.253620,14.688910,6.316658,12.957145,151.009750,94.155418,68.140717,37.139050,8.845768,18.232079,8.211842,15.196444,8.370480,14.707957,8.847871,14.262497,10.743929,16.019880,11.209511,14.804904,11.485198,15.755554
0.081,6.129747,5.337200,4.328438,5.379482,-0.758297,15.964835,4.403152,17.523314,5.942395,17.090805,4.253723,14.678661,6.317099,12.948402,150.526962,94.551422,67.822517,36.966961,8.843686,18.246582,8.212856,15.185431,8.371077,14.697843,8.851625,14.256727,10.749449,16.020302,11.209957,14.803015,11.487303,15.754846
0.082,6.129842,5.335588,4.328489,5.377483,-0.751359,15.961340,4.403152,17.534424,5.942144,17.081505,4.253826,14.668412,6.317540,12.939659,150.044189,94.947418,67.504318,36.794872,8.841604,18.261086,8.213870,15.174417,8.371675,14.687727,8.855379,14.250957,10.754969,16.020725,11.210403,14.801126,11.489407,15.754137
0.083,6.129937,5.333977,4.328540,5.375485,-0.744420,15.957846,4.403152,17.545536,5.941893,17.072203,4.253928,14.658163,6.317982,12.930917,149.561401,95.343422,67.186111,36.622784,8.839521,18.275587,8.214884,15.163404,8.372272,14.677612,8.859133,14.245186,10.760489,16.021149,11.210850,14.799237,11.491511,15.753429
