"Time","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39 FRx (cm)","38 FLy (cm)","37 FLx (cm)","36 HRy (cm)","35 HRx (cm)","34 HLy (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","801 toex (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
1.40,0,0,7.370965,1.336592,5.647045,17.997097,4.768215,18.903011,6.828144,19.440111,4.281692,16.730450,6.728323,14.960878,164.041809,0,50.331085,89.786079,71.407784,8.122261,19.681562,8.150786,-10.011873,17.377899,8.178673,16.783112,8.491520,15.855762,9.437067,17.387403,10.710485,16.594687,10.921907,17.488312,0,-0.01733,0.00352,-0.02126,-0.01038,0.00808,-0.01436,0.00519,0.00177,1.47836,0.11042,3.27731
1.41,0,0,7.372471,1.348669,5.653813,17.976086,4.761812,18.837461,6.821191,19.371103,4.280414,16.631834,6.740862,14.879767,166.045700,0,48.517780,90.174309,74.331459,8.108563,19.534126,8.138727,-11.015203,17.264725,8.178109,16.681837,8.469193,15.777077,9.388113,17.324707,10.680197,16.562824,10.915571,17.450073,0,-0.01714,0.00286,-0.02179,-0.00859,0.00771,-0.01218,0.00417,0.00245,1.47943,0.10943,3.27728
1.42,0,0,7.366632,1.342219,5.633704,17.958845,4.754856,18.802094,6.800023,19.306118,4.281808,16.508751,6.728527,14.792046,170.835052,0,44.525150,92.509483,77.041847,8.117647,19.422668,8.130042,-9.862047,17.156879,8.189864,16.546995,8.421659,15.667592,9.315099,17.230206,10.648603,16.543413,10.875718,17.434963,0,-0.02001,0.00244,-0.01997,-0.01670,0.00809,-0.01261,0.00441,0.00195,1.47807,0.10700,3.27739
1.43,0,0,7.358114,1.348644,5.608156,17.933172,4.702137,18.885248,6.808762,19.224771,4.269388,16.405800,6.784068,14.959970,167.428970,0,43.687393,93.330566,79.041153,8.139099,19.287992,8.138355,-11.900120,17.061632,8.172507,16.476444,8.432133,15.566325,9.270858,17.158594,10.636007,16.537973,10.848713,17.424740,0,-0.01822,0.00273,-0.02075,-0.01388,0.01053,-0.01264,0.00489,0.00093,1.47786,0.10967,3.27695
1.44,0,0,7.362010,1.364884,5.590387,17.913603,4.727217,19.134150,6.825240,19.129795,4.271186,16.324823,6.851581,15.272216,163.303802,0,45.422085,92.257530,80.035423,8.291253,19.489019,8.137477,-12.206424,16.929079,8.167679,16.361019,8.477398,15.497836,9.257480,17.120014,10.633853,16.523701,10.848087,17.418793,0,-0.01826,0.00367,-0.02003,-0.00964,0.00864,-0.01393,0.00611,0.00408,1.47967,0.10880,3.27762
1.45,0,0,7.372474,1.366189,5.597601,17.922070,4.746342,19.709442,6.793395,19.008841,4.272220,16.217077,6.965464,15.899963,160.581314,0,47.466541,90.808800,80.878433,8.279469,20.079325,8.132972,-10.652228,16.824646,8.171009,16.253761,8.514060,15.454102,9.253190,17.095341,10.629452,16.498764,10.858972,17.398262,0,-0.01806,0.00401,-0.02059,-0.01422,0.00862,-0.01239,0.00558,0.00233,1.47834,0.10989,3.27702
1.46,0,0,7.387353,1.325134,5.621249,17.926605,4.811813,20.238438,6.802878,18.832258,4.263128,16.101622,6.929712,16.320065,158.340271,0,48.178574,90.773926,83.602753,8.342842,20.940277,8.135849,-11.205342,16.707886,8.180589,16.127096,8.559342,15.352770,9.236944,17.020346,10.634092,16.474501,10.873437,17.371336,0,-0.01811,0.00344,-0.02050,-0.01876,0.00862,-0.01249,0.00591,0.00346,1.47887,0.11125,3.27739
1.47,0,0,7.383018,1.306015,5.647992,17.966501,4.662283,20.406040,6.817646,18.657269,4.268074,16.020428,6.862092,16.524462,153.016800,0,49.875217,89.801483,86.184189,8.252245,21.084553,8.151905,-10.170374,16.601509,8.195201,16.004009,8.643744,15.261202,9.222223,16.965603,10.640947,16.478596,10.881178,17.367067,0,-0.01790,0.00290,-0.02278,-0.00352,0.00761,-0.01115,0.00559,0.00258,1.47951,0.10578,3.27732
1.48,0,0,7.378836,1.286745,5.650144,17.973083,4.672264,20.266191,6.836120,18.560278,4.268066,15.911141,6.868370,16.733608,145.928192,0,51.731434,88.165688,89.071297,8.140743,20.997833,8.172970,-10.850698,16.502136,8.209333,15.890175,8.761636,15.169626,9.204967,16.914173,10.646188,16.498383,10.884352,17.377151,0,-0.01675,0.00251,-0.01917,-0.01012,0.00898,-0.01216,0.00375,0.00301,1.47772,0.10808,3.27812
1.49,0,0,7.367125,1.268267,5.660517,18.018930,4.677826,20.151098,6.878115,18.480082,4.268160,15.821382,6.868814,17.287064,136.567535,0,58.442898,85.372452,90.016006,8.131104,20.853334,8.166857,-10.992936,16.386845,8.214045,15.755874,8.883486,15.148005,9.218477,16.916233,10.664907,16.519037,10.903467,17.386829,0,-0.01805,0.00229,-0.02130,-0.01132,0.00807,-0.01226,0.00441,0.00756,1.47947,0.11053,3.27785
1.50,0,0,7.357768,1.266434,5.645832,18.063362,4.682603,20.094601,6.868668,18.417955,4.267428,15.724281,6.841267,17.309252,131.851395,0,61.397099,83.681831,91.789818,8.070847,20.756151,8.147956,-12.559316,16.286667,8.213542,15.684103,9.001018,15.119509,9.221467,16.905958,10.680904,16.559536,10.913883,17.420401,0,-0.01691,0.00273,-0.01985,-0.01780,0.00828,-0.01426,0.00535,0.00148,1.47839,0.10594,3.27735
1.51,0,0,7.352529,1.265042,5.646617,18.143621,4.687757,20.006687,6.875261,18.435066,4.282063,15.609887,6.854612,17.223993,130.289429,0,66.626122,85.559998,92.257156,8.053411,20.662045,8.162447,-9.927735,16.142208,8.271660,15.567147,9.050461,15.125330,9.243771,16.914911,10.718112,16.638857,10.912866,17.491783,0,-0.02097,-0.00851,-0.01746,-0.01223,0.00812,-0.01116,0.00247,-0.00009,1.47938,0.11156,3.27717
1.52,0,1,7.354661,1.267276,5.651090,18.207609,4.684854,19.908089,6.705312,18.752048,4.306669,15.563342,6.853802,17.153696,128.826477,0,71.153511,86.275902,93.405243,8.066444,20.573765,8.180608,-4.236944,16.070789,8.314577,15.515575,9.104589,15.155478,9.282007,16.946707,10.761947,16.702217,10.953085,17.544447,0,-0.01655,0.00739,-0.02170,-0.01373,0.00795,-0.01115,0.00859,0.00211,1.47661,0.10904,3.27681
1.53,0,0,7.368491,1.232075,5.651397,18.238457,4.698765,19.807753,6.605045,19.511459,4.293221,15.664249,6.854551,17.044159,165.518829,0,57.365326,84.680717,89.885818,8.054238,20.479731,8.176122,9.664193,16.064293,8.528749,15.704815,9.203569,15.187419,9.363509,16.980282,10.838778,16.709064,10.988176,17.530745,0,-0.01740,0.00626,-0.01386,-0.01176,0.00811,-0.01295,0.00349,0.00175,1.47703,0.10464,3.27702
1.54,0,0,7.372305,1.208512,5.648987,18.235329,4.689631,19.703957,6.594431,19.216208,4.250430,16.077751,6.871776,16.949051,122.686691,0,41.861973,82.282204,82.575493,8.061590,20.349596,8.303347,45.822201,16.210009,8.755431,15.987900,9.218860,15.298071,9.467093,17.080688,10.911487,16.676170,11.030367,17.498993,0,-0.01662,0.00299,-0.02083,-0.01241,0.00765,-0.01353,0.00502,0.00346,1.47730,0.10433,3.27769
1.55,0,0,7.368024,1.230616,5.629502,18.227047,4.681775,19.584673,6.487101,0.144077,4.212640,16.611814,6.867845,16.874018,173.678406,0,34.821934,84.558479,75.468605,8.129496,20.318951,8.554236,41.174603,16.855883,8.740746,16.397560,8.976823,15.546255,9.569197,17.243250,10.931510,16.617115,11.078891,17.440281,0,-0.01859,0.00287,-0.02114,-0.01588,0.00861,-0.01117,0.00471,0.00063,1.47889,0.10810,3.27723
1.56,1,0,7.355363,1.257828,5.624009,18.180609,4.690886,19.494440,6.846585,19.968962,4.149468,16.671881,6.874385,16.744251,168.234161,0,48.851536,87.684326,70.722107,8.140577,20.216419,8.309229,10.233141,17.154953,8.391882,16.808292,8.742813,15.795719,9.635630,17.358627,10.906963,16.562571,11.087782,17.360094,0,-0.01970,0.00338,-0.02161,-0.01495,0.00806,-0.01292,0.00698,0.00247,1.47711,0.10841,3.27734
1.57,0,0,7.373672,1.244290,5.630210,18.121918,4.709620,19.368738,6.749968,19.866920,4.163208,16.375265,6.858453,16.639198,162.567856,0,59.246529,93.342842,75.885345,8.087583,20.064619,8.077314,-12.045161,17.103876,8.170732,16.504248,8.555270,15.726519,9.533217,17.237642,10.837771,16.497551,11.054498,17.281607,0,-0.01985,0.00384,-0.02136,-0.01310,0.00785,-0.01248,0.00705,0.00215,1.47805,0.10833,3.27658
1.58,0,0,7.368430,1.238956,5.637172,18.056355,4.730575,19.272518,6.701838,19.751484,4.174038,16.227304,6.845976,16.531580,159.539978,0,56.430176,91.578728,79.846527,8.068416,19.992435,8.077433,-11.156934,16.935808,8.147762,16.316517,8.535549,15.553512,9.421616,17.120317,10.747136,16.418184,10.986408,17.165356,0,-0.01652,0.00455,-0.02100,-0.02250,0.00830,-0.01253,0.00559,0.00300,1.47741,0.10799,3.27824
1.59,0,0,7.367048,1.260903,5.640835,17.991056,4.731451,19.185637,6.683413,19.718962,4.142985,16.131882,6.853148,16.410784,160.864929,0,53.444408,91.005936,78.856529,8.078712,19.906427,8.092908,-8.631683,16.864857,8.139505,16.216396,8.467423,15.453438,9.372634,17.009182,10.682111,16.277727,10.925891,17.026060,0,-0.01667,0.00381,-0.02129,-0.01031,0.00811,-0.01288,0.00469,0.00223,1.47870,0.10852,3.27713
1.60,0,0,7.379530,1.254761,5.642065,17.938234,4.735157,19.083479,6.696518,19.609816,4.150272,16.032618,6.853845,16.327042,164.348511,0,50.656509,89.402878,75.105377,8.089429,19.809763,8.102040,-12.552097,16.764854,8.149663,16.100750,8.425671,15.332053,9.350131,16.876490,10.629080,16.092726,10.854521,16.848675,0,-0.01777,0.00268,-0.02152,-0.01733,0.00916,-0.01130,0.00438,0.00281,1.47588,0.11045,3.27716
1.61,0,0,7.376996,1.266452,5.654931,17.833775,4.741527,18.951164,6.707450,19.508829,4.159177,15.900971,6.853063,16.202963,166.858109,0,46.986496,87.026314,73.533157,8.113434,19.749399,8.113209,-13.135682,16.612921,8.141959,15.993462,8.368766,15.192460,9.300886,16.732178,10.541869,15.889954,10.777466,16.627979,0,-0.01752,0.00311,-0.01968,-0.01233,0.00844,-0.01268,0.00530,0.00226,1.47836,0.10865,3.27788
1.62,0,0,7.392958,1.265163,5.663972,17.771851,4.750553,18.843857,6.683118,19.375895,4.164386,15.784898,6.853277,16.088711,166.706192,0,46.707291,83.881454,71.299919,8.085571,19.566959,8.108296,-13.692456,16.506483,8.131629,15.871801,8.349018,15.082524,9.284369,16.620417,10.475567,15.708799,10.720190,16.430407,0,-0.01856,0.00316,-0.02156,-0.01539,0.00844,-0.00947,0.00568,0.00582,1.47758,0.11244,3.27734
1.63,0,0,7.376006,1.347768,5.663755,17.684187,4.744982,18.701744,6.678134,19.233438,4.171856,15.666536,6.851933,15.962050,167.986221,0,45.839626,82.724312,70.485535,8.074993,19.430779,8.094604,-11.267470,16.342989,8.125198,15.727486,8.340268,14.917592,9.266571,16.460844,10.444493,15.532278,10.694247,16.268702,0,-0.02051,0.00403,-0.02054,-0.01360,0.00922,-0.01420,0.00527,0.00355,1.47890,0.11037,3.27841
1.64,0,0,7.372805,1.391073,5.678827,17.622551,4.761708,18.611794,6.692515,19.121885,4.163898,15.597574,6.866068,15.867287,167.125870,0,48.481956,81.990715,67.383194,8.097844,19.345848,8.105813,-8.419861,16.282646,8.132697,15.657491,8.342401,14.892865,9.326575,16.399981,10.455977,15.412844,10.703229,16.150190,0,-0.01805,0.00350,-0.02108,-0.01162,0.00839,-0.01378,0.00580,0.00186,1.47742,0.10773,3.27721
1.65,0,0,7.351310,1.382441,5.699791,17.534254,4.764424,18.516012,6.737266,18.989590,4.164570,15.510175,6.865689,15.774410,170.523270,0,45.555931,80.877380,67.602173,8.114707,19.289085,8.111704,-11.665134,16.167282,8.154205,15.548505,8.351174,14.721531,9.308989,16.245510,10.436358,15.256072,10.697696,16.020510,0,-0.01436,0.00305,-0.02025,-0.01009,0.00851,-0.01367,0.00541,0.00245,1.47893,0.10841,3.27738
1.66,0,0,7.336803,1.385579,5.708756,17.426207,4.764048,18.418159,6.729677,18.890764,4.165193,15.375390,6.877312,15.701255,169.096069,0,47.060070,79.657692,65.442131,8.091885,19.151339,8.127709,-9.485521,16.038525,8.153618,15.440726,8.339491,14.659615,9.337547,16.157576,10.416248,15.115270,10.686480,15.880136,0,-0.01696,0.00396,-0.02093,-0.01448,0.00730,-0.01317,0.00528,0.00327,1.47744,0.10803,3.27806
1.67,0,0,7.329188,1.390117,5.717220,17.302055,4.770850,18.318781,6.729586,18.800728,4.162923,15.287255,6.873328,15.569986,169.028564,0,46.985310,79.845032,66.168747,8.078984,19.017883,8.125314,-11.766221,15.962539,8.150699,15.337316,8.336523,14.550635,9.334900,16.048378,10.416770,15.009382,10.692964,15.767844,0,-0.01733,0.00294,-0.02080,-0.00947,0.00884,-0.01188,0.00699,0.00199,1.47892,0.10541,3.27737
1.68,0,0,7.349835,1.379468,5.714355,17.172821,4.755110,18.225426,6.714299,18.699970,4.169900,15.185666,6.872005,15.469534,170.593811,0,46.131313,80.712578,65.773933,8.068274,18.899181,8.135249,-11.816286,15.819875,8.162750,15.221227,8.337557,14.401320,9.346578,15.891912,10.436749,14.861618,10.705006,15.633837,0,-0.01862,0.00285,-0.02023,-0.01761,0.00891,-0.01429,0.00555,0.00135,1.47777,0.10830,3.27720
1.69,0,0,7.347985,1.369564,5.711663,17.049818,4.748599,18.117401,6.708972,18.601126,4.186268,15.067190,6.875093,15.359678,168.374786,0,49.374104,79.741287,62.678532,8.056786,18.757133,8.127133,-11.264132,15.731471,8.154558,15.113014,8.355124,14.318238,9.392967,15.788896,10.444903,14.719583,10.707239,15.520000,0,-0.01840,0.00387,-0.02130,-0.01695,0.00843,-0.01265,0.00544,0.00396,1.47913,0.11113,3.27791
1.70,0,0,7.344594,1.359636,5.721257,16.919783,4.764311,18.019083,6.701640,18.509800,4.191018,14.974541,6.882843,15.280253,169.733002,0,48.155853,79.700905,63.818485,8.064466,18.669209,8.116994,-12.701880,15.591713,8.155948,14.993668,8.369431,14.137055,9.380195,15.626468,10.450776,14.575834,10.716064,15.378944,0,-0.01896,0.00245,-0.02109,-0.01171,0.00872,-0.01324,0.00399,0.00140,1.47848,0.11236,3.27753
1.71,0,0,7.347074,1.372206,5.728779,16.792589,4.761967,17.911514,6.689657,18.407356,4.203801,14.856200,6.885493,15.190434,167.921768,0,50.434185,78.984863,61.393105,8.060779,18.558775,8.128259,-10.886415,15.480400,8.152709,14.891043,8.362728,14.076221,9.420213,15.532782,10.443226,14.435912,10.715377,15.254503,0,-0.01669,0.00322,-0.02043,-0.00996,0.00793,-0.01035,0.00577,0.00230,1.47745,0.10907,3.27806
1.72,0,0,7.349624,1.372613,5.721734,16.610798,4.764286,17.791475,6.686979,18.335770,4.201006,14.746935,6.877828,15.074845,168.958710,0,50.807365,79.458694,61.951115,8.050619,18.473894,8.114920,-12.069590,15.359054,8.156257,14.760867,8.375008,13.944088,9.428261,15.403763,10.463555,14.318335,10.733739,15.135033,0,-0.01806,0.00319,-0.02153,-0.01294,0.00889,-0.01357,0.00573,0.00214,1.47759,0.10486,3.27769
1.73,0,0,7.354682,1.368566,5.725276,16.456039,4.750683,17.724243,6.688010,18.244009,4.205666,14.664976,6.886151,14.974746,168.756363,0,51.693790,79.559242,60.420406,8.073369,18.396358,8.132964,-10.885033,15.251267,8.160642,14.674148,8.360748,13.870818,9.461537,15.294794,10.462339,14.177572,10.745978,15.022039,0,-0.01931,0.00351,-0.02065,-0.01013,0.00877,-0.01302,0.00544,0.00224,1.47927,0.10948,3.27756
1.74,0,0,7.348401,1.387451,5.724013,16.284924,4.746637,17.617311,6.716620,18.122385,4.210574,14.524635,6.872621,14.845573,166.074326,0,55.463505,80.235413,59.336590,8.069314,18.267284,8.109934,-12.651767,15.150676,8.127937,14.542543,8.333357,13.807940,9.486544,15.190025,10.458611,14.047626,10.747608,14.889693,0,-0.01818,0.00218,-0.02045,-0.01647,0.00824,-0.01190,0.00553,0.00187,1.47901,0.11028,3.27741
1.75,0,0,7.361449,1.373159,5.712217,16.116043,4.745001,17.509247,6.721902,17.980492,4.214255,14.415813,6.877654,14.741958,170.220215,0,53.030437,79.733109,59.935089,8.073369,18.185198,8.114858,-11.654984,15.004095,8.150177,14.421936,8.326858,13.671917,9.478451,15.055328,10.441790,13.905560,10.749284,14.751450,0,-0.01740,0.00325,-0.01848,-0.01249,0.00803,-0.01237,0.00576,0.00284,1.47897,0.10811,3.27660
1.76,0,0,7.391600,1.330096,5.739878,15.972622,4.745452,17.405876,6.714936,17.824154,4.216829,14.315596,6.886391,14.658150,167.508667,0,54.232800,78.933449,59.821381,8.098552,18.061195,8.108063,-10.275229,14.912748,8.132295,14.324169,8.338584,13.546107,9.480698,14.937355,10.435823,13.780748,10.751894,14.636511,0,-0.01922,0.00258,-0.02133,-0.01375,0.00818,-0.01253,0.00665,0.00594,1.47938,0.11244,3.27648
1.77,0,0,7.380907,1.281279,5.745591,15.823656,4.749191,17.300797,6.738871,17.706770,4.220864,14.205070,6.905995,14.562391,165.851486,0,53.761848,76.538742,61.953537,8.104136,17.940651,8.107331,-12.374202,14.790369,8.139912,14.184947,8.388261,13.384578,9.459617,14.830714,10.423885,13.681796,10.764157,14.526295,0,-0.01781,0.00338,-0.02066,-0.01067,0.00818,-0.01307,0.00580,0.00291,1.47777,0.11206,3.27738
1.78,0,0,7.360549,1.254185,5.772009,15.691775,4.758702,17.171253,6.757209,17.602299,4.216725,14.104866,6.901746,14.428470,163.982086,0,53.766273,75.894508,63.194759,8.132498,17.862581,8.110958,-11.929586,14.663420,8.133787,14.077730,8.394163,13.288110,9.439841,14.753221,10.411590,13.610547,10.768541,14.459023,0,-0.01567,0.00382,-0.02046,-0.01388,0.00898,-0.01350,0.00601,0.00258,1.47786,0.10847,3.27724
1.79,0,0,7.358498,1.268770,5.767791,15.584389,4.766763,17.085974,6.766397,17.479902,4.229367,13.994562,6.911308,14.344779,167.051544,0,52.446007,75.462914,63.385647,8.131842,17.825520,8.104278,-11.784257,14.551434,8.151138,13.960077,8.386689,13.212428,9.418252,14.687495,10.392303,13.546890,10.748143,14.389652,0,-0.01776,0.00355,-0.02092,-0.01085,0.00715,-0.01295,0.00519,0.00349,1.47950,0.10691,3.27685
1.80,0,0,7.340074,1.311322,5.764969,15.510850,4.766144,16.973377,6.756929,17.385708,4.227138,13.899957,6.931669,14.244739,166.063461,0,51.848572,75.893494,63.120789,8.099469,17.615625,8.115169,-10.416635,14.437668,8.149495,13.826956,8.370925,13.109614,9.395498,14.589559,10.383501,13.460909,10.721832,14.301584,0,-0.01675,0.00313,-0.02007,-0.01299,0.00925,-0.01233,0.00566,0.00296,1.47840,0.11066,3.27753
1.81,0,0,7.394281,1.286224,5.789474,15.466896,4.775434,16.876101,6.768199,17.296740,4.234742,13.816378,6.946361,14.181292,165.328354,0,52.203732,76.256569,62.404644,8.127741,17.535881,8.105669,-9.373716,14.347195,8.140316,13.748357,8.377235,13.018316,9.389565,14.506665,10.393927,13.392548,10.709019,14.241086,0,-0.01894,0.00373,-0.02000,-0.01465,0.00658,-0.01197,0.00562,0.00340,1.47860,0.10797,3.27734
1.82,0,0,7.396214,1.295722,5.794509,15.396282,4.790133,16.755510,6.771638,17.193495,4.243546,13.688172,6.945971,14.082783,166.435699,0,51.407093,76.859367,61.866325,8.123730,17.415565,8.102635,-11.540095,14.242503,8.154197,13.625104,8.390650,12.911758,9.372792,14.420199,10.410839,13.337405,10.690629,14.194693,0,-0.01717,0.00269,-0.02115,-0.01540,0.00817,-0.01331,0.00560,0.00258,1.47787,0.10904,3.27744
1.83,0,0,7.390040,1.334732,5.823813,15.369703,4.800070,16.683754,6.787871,17.114916,4.238414,13.600547,6.949501,13.966679,163.800888,0,51.587112,77.563744,62.406544,8.141137,17.304525,8.113711,-10.846734,14.117982,8.146018,13.546168,8.396023,12.837446,9.354004,14.361319,10.422140,13.308297,10.686932,14.174491,0,-0.01857,0.00427,-0.02051,-0.01239,0.00860,-0.01267,0.00634,0.00130,1.47824,0.11051,3.27660
1.84,0,0,7.371988,1.362985,5.848354,15.358797,4.796512,16.652922,6.759054,17.030067,4.248634,13.510628,6.950753,13.860418,165.387146,0,50.042995,78.236633,63.739059,8.160829,17.235537,8.102066,-11.218965,14.021914,8.144347,13.455773,8.384745,12.752888,9.316122,14.293183,10.414514,13.271649,10.675004,14.141976,0,-0.01716,0.00336,-0.02104,-0.01678,0.00805,-0.01287,0.00563,0.00246,1.47706,0.10726,3.27745
1.85,0,0,7.374499,1.359535,5.863362,15.360235,4.794036,16.620295,6.755620,16.901987,4.245650,13.381976,6.949523,13.768233,164.445419,0,48.757416,77.889381,64.228584,8.159036,17.154686,8.124536,-11.570210,13.893680,8.168371,13.324957,8.412951,12.651575,9.279860,14.228989,10.413469,13.246928,10.650662,14.124187,0,-0.01835,0.00471,-0.02024,-0.01306,0.00631,-0.01189,0.00596,0.00183,1.48219,0.10560,3.27730
1.86,0,0,7.368795,1.361060,5.872254,15.322432,4.803064,16.645309,6.768115,16.802526,4.231809,13.293583,6.951187,13.671090,166.735672,0,45.750694,78.088005,65.832176,8.193196,16.972017,8.115137,-9.339760,13.803755,8.177619,13.237636,8.432399,12.520638,9.226770,14.135869,10.407170,13.210316,10.627192,14.097229,0,-0.01869,0.00401,-0.02065,-0.01419,0.00908,-0.01188,0.00541,0.00245,1.47785,0.10611,3.27741
1.87,0,0,7.347840,1.346632,5.874282,15.324003,4.809024,16.834333,6.779462,16.689810,4.251327,13.181916,6.951442,13.587131,166.214462,0,45.182114,78.462379,65.083664,8.289085,16.990957,8.121708,-10.833485,13.700420,8.188279,13.103246,8.436377,12.426850,9.198135,14.057698,10.402749,13.163901,10.587941,14.061462,0,-0.01821,0.00222,-0.02089,-0.01612,0.00872,-0.01248,0.00657,0.00199,1.47559,0.11242,3.27719
1.88,0,0,7.341325,1.379280,5.868709,15.339165,4.823829,17.419071,6.772770,16.589634,4.242980,13.083018,6.953511,13.469995,163.659561,0,45.590736,78.030830,66.272354,8.343274,17.600843,8.126693,-12.433681,13.570624,8.200332,12.968154,8.481125,12.316646,9.163601,13.982163,10.403438,13.137943,10.569062,14.029504,0,-0.01890,0.00511,-0.02088,-0.01895,0.00914,-0.01362,0.00792,0.00300,1.47744,0.10792,3.27746
1.89,0,0,7.331830,1.389739,5.862875,15.343469,4.794361,17.789335,6.772185,16.485666,4.245441,13.011563,6.958958,13.378580,159.546066,0,46.571823,78.422409,69.639305,8.339920,18.255627,8.110852,-12.601176,13.448405,8.196852,12.839108,8.558269,12.172637,9.116966,13.883693,10.420296,13.141475,10.565276,14.026783,0,-0.01594,0.00207,-0.01929,-0.00687,0.00870,-0.01228,0.00483,0.00305,1.47816,0.11152,3.27671
1.90,0,0,7.352023,1.311238,5.854527,15.336156,4.741131,18.026346,6.758899,16.397486,4.260798,12.907826,6.955702,13.285006,151.038406,0,49.151890,78.914047,71.628891,8.339033,18.498829,8.126019,-9.579506,13.346630,8.185718,12.727640,8.629409,12.081386,9.085567,13.822613,10.436422,13.170569,10.550173,14.046983,0,-0.01758,0.00383,-0.02061,-0.01235,0.00788,-0.01358,0.00496,0.00160,1.47685,0.10792,3.27731
1.91,0,0,7.357618,1.314637,5.871723,15.364126,4.696530,18.171471,6.769813,16.306797,4.255931,12.823812,6.971047,13.199038,150.339981,0,50.492828,79.593445,73.235794,8.294912,18.744833,8.113430,-11.896407,13.246315,8.197123,12.661366,8.672630,12.048310,9.067999,13.804290,10.447741,13.215910,10.543397,14.077968,0,-0.01623,0.00375,-0.02061,-0.01283,0.00988,-0.01124,0.00540,0.00201,1.47812,0.10994,3.27781
1.92,0,0,7.357033,1.303896,5.886872,15.424554,4.642610,18.292309,6.765603,16.194553,4.263049,12.754212,6.977480,13.129992,143.511414,0,54.195778,79.786903,76.359650,8.260623,18.529982,8.121888,-12.059938,13.094803,8.205968,12.540471,8.755524,11.993167,9.039624,13.770568,10.455319,13.274951,10.541977,14.150226,0,-0.01801,0.00159,-0.02206,-0.00906,0.00830,-0.01089,0.00059,0.00271,1.47806,0.10967,3.27710
1.93,0,0,7.334184,1.372028,5.867121,15.525462,4.597255,18.426622,6.761649,16.102140,4.271094,12.669753,6.998485,13.098187,136.525177,0,55.491180,81.165154,82.427376,8.322710,18.850874,8.143137,-10.866575,12.997972,8.215030,12.446589,8.857521,11.924908,9.001366,13.718868,10.460179,13.370813,10.549791,14.246058,0,-0.02106,0.00323,-0.02028,-0.01790,0.00866,-0.01166,0.00621,0.00215,1.47839,0.10693,3.27723
1.94,0,0,7.338418,1.362200,5.848063,15.589664,4.510825,18.510611,6.767226,16.024914,4.266857,12.552406,7.039190,13.062754,126.352493,0,58.549557,80.673126,86.647942,8.256864,19.205404,8.207268,-13.109335,12.885533,8.265930,12.318668,9.013721,11.879229,8.982097,13.678924,10.466294,13.461869,10.542640,14.340137,0,-0.01765,0.00308,-0.01917,-0.01570,0.00881,-0.01202,0.00541,0.00312,1.47772,0.11051,3.27735
1.95,0,0,7.333017,1.369549,5.829518,15.642834,4.524721,18.436426,6.772012,15.918504,4.283268,12.504018,7.054749,13.224726,119.380211,0,63.646481,79.559532,90.395729,8.159854,19.172426,8.209677,-10.826664,12.732776,8.283182,12.221560,9.135962,11.890982,8.974253,13.683551,10.467854,13.545368,10.556938,14.440610,0,-0.01747,0.00272,-0.02042,-0.01614,0.00874,-0.01278,0.00544,0.00281,1.47810,0.10885,3.27687
1.96,0,0,7.329856,1.371972,5.800210,15.696341,4.518046,18.309010,6.774534,15.824022,4.294559,12.423635,7.054403,13.710295,115.871429,0,68.161598,79.334549,93.132126,8.121491,18.984522,8.195791,-5.503431,12.664165,8.301874,12.156266,9.226464,11.924934,8.982459,13.708312,10.480544,13.633090,10.575047,14.531193,0,-0.01802,0.00523,-0.01965,-0.01360,0.00830,-0.01102,0.00607,0.00385,1.47803,0.10710,3.27742
1.97,0,0,7.335957,1.379267,5.779923,15.755191,4.524340,18.226341,6.773113,15.748532,4.300403,12.287751,7.011765,14.273273,116.842606,0,70.064926,82.316917,98.918167,8.080852,18.745567,8.179278,-7.433634,12.616767,8.330534,12.094809,9.284321,11.914909,8.994972,13.691502,10.494278,13.732525,10.611148,14.638361,0,-0.01585,0.00318,-0.02124,-0.01342,0.00793,-0.01560,0.00557,0.00210,1.47899,0.10888,3.27688
1.98,0,0,7.335114,1.384452,5.740956,15.798459,4.533931,18.145227,6.757095,15.642964,4.318757,12.202261,6.954094,14.476196,113.801399,0,75.270187,85.149094,102.968399,8.069027,18.674082,8.177519,-8.159197,12.513369,8.354309,11.998546,9.338694,11.915041,9.029852,13.688346,10.524066,13.819827,10.652977,14.744110,0,-0.01681,0.00411,-0.02057,-0.01437,0.00792,-0.01339,0.00601,0.00316,1.47651,0.10865,3.27723
