"Time","28 CoMy (cm)","v1 xCOMy","28a CoMy (cm)","v2 Right CoP","v3 Left CoP","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
2.823,3.800968,6.662481,6.461968,7.253668,5.409160,4.601530,7.152685,4.390572,6.086171,2.404032,7.354652,5.736007,4.732150,6.894266,147.574402,136.301956,47.850639,174.965652,8.958881,1.770245,8.718434,6.195816,8.977032,6.644369,9.551452,6.944825,10.080532,8.508301,11.288870,6.342681,11.610474,5.624541
2.824,3.822780,6.667591,6.465928,7.254003,5.410005,4.603687,7.154974,4.381927,6.086328,2.417635,7.353031,5.748641,4.733681,6.901911,147.476334,135.951691,47.785408,174.900635,8.958720,1.778416,8.720453,6.206218,8.979414,6.655026,9.551472,6.952746,10.071037,8.508652,11.287687,6.342953,11.610004,5.626613
2.825,3.844591,6.672701,6.469887,7.254337,5.410849,4.605844,7.157264,4.373282,6.086485,2.431238,7.351411,5.761276,4.735212,6.909555,147.378265,135.601440,47.720177,174.835617,8.958559,1.786586,8.722473,6.216619,8.981796,6.665683,9.551491,6.960667,10.061542,8.509003,11.286506,6.343224,11.609534,5.628685
2.826,3.866402,6.677811,6.473846,7.254672,5.411693,4.608000,7.159554,4.364638,6.086642,2.444841,7.349791,5.773910,4.736743,6.917200,147.280197,135.251190,47.654949,174.770599,8.958399,1.794757,8.724493,6.227021,8.984179,6.676340,9.551510,6.968587,10.052047,8.509354,11.285324,6.343496,11.609064,5.630758
2.827,3.878699,6.682427,6.477814,7.255821,5.412915,4.608000,7.165504,4.343424,6.088493,2.451023,7.346140,5.778822,4.737338,6.928491,147.272156,135.022507,47.635086,174.614227,8.957984,1.804323,8.726145,6.235822,8.985651,6.682101,9.552597,6.972137,10.050471,8.510765,11.286119,6.344869,11.608702,5.631051
2.828,3.890995,6.687043,6.481782,7.256971,5.414137,4.608000,7.171453,4.322209,6.090343,2.457204,7.342489,5.783735,4.737931,6.939782,147.264099,134.793823,47.615227,174.457870,8.957569,1.813890,8.727797,6.244623,8.987123,6.687861,9.553685,6.975687,10.048895,8.512177,11.286913,6.346241,11.608339,5.631343
2.829,3.903292,6.691659,6.485749,7.258121,5.415359,4.608000,7.177402,4.300995,6.092194,2.463386,7.338838,5.788648,4.738525,6.951074,147.256058,134.565140,47.595367,174.301514,8.957155,1.823456,8.729449,6.253424,8.988594,6.693622,9.554773,6.979238,10.047319,8.513588,11.287708,6.347614,11.607976,5.631636
2.830,3.915588,6.696276,6.489717,7.259270,5.416582,4.608000,7.183352,4.279781,6.094045,2.469568,7.335187,5.793560,4.739120,6.962365,147.248016,134.336456,47.575504,174.145142,8.956740,1.833022,8.731101,6.262225,8.990066,6.699382,9.555861,6.982788,10.045744,8.514999,11.288503,6.348987,11.607614,5.631929
2.831,3.916673,6.700352,6.493736,7.265927,5.416347,4.608000,7.194752,4.243084,6.095345,2.474946,7.337103,5.807486,4.737349,6.969824,147.154510,133.906281,47.491554,173.895370,8.955864,1.847802,8.733835,6.270982,8.992942,6.705555,9.559737,6.986274,10.042951,8.513170,11.289289,6.348605,11.606133,5.631196
2.832,3.917758,6.704428,6.497754,7.272585,5.416112,4.608000,7.206151,4.206387,6.096646,2.480324,7.339019,5.821412,4.735578,6.977284,147.060989,133.476105,47.407604,173.645599,8.954987,1.862583,8.736570,6.279738,8.995817,6.711727,9.563614,6.989760,10.040157,8.511340,11.290075,6.348224,11.604654,5.630463
2.833,3.918843,6.708503,6.501773,7.279242,5.415876,4.608000,7.217549,4.169689,6.097947,2.485703,7.340935,5.835338,4.733806,6.984744,146.967468,133.045929,47.323654,173.395813,8.954110,1.877363,8.739305,6.288496,8.998693,6.717900,9.567491,6.993247,10.037363,8.509510,11.290862,6.347842,11.603174,5.629729
2.834,3.919927,6.712579,6.505792,7.285900,5.415641,4.608000,7.228949,4.132992,6.099247,2.491081,7.342851,5.849264,4.732035,6.992203,146.873962,132.615753,47.239704,173.146042,8.953234,1.892143,8.742040,6.297253,9.001570,6.724072,9.571367,6.996733,10.034570,8.507681,11.291649,6.347460,11.601694,5.628996
2.835,3.908286,6.716045,6.509871,7.299275,5.416609,4.599835,7.251593,4.108633,6.100010,2.501075,7.346958,5.865901,4.733208,7.003784,147.114777,132.129059,47.098404,173.002121,8.952980,1.899420,8.745157,6.310513,9.006144,6.731773,9.575837,7.001372,10.030141,8.505163,11.290218,6.348166,11.600080,5.628493
2.836,3.896644,6.719511,6.513951,7.312652,5.417577,4.591670,7.274238,4.084273,6.100772,2.511070,7.351066,5.882538,4.734381,7.015365,147.355591,131.642349,46.957100,172.858200,8.952725,1.906697,8.748275,6.323772,9.010717,6.739474,9.580307,7.006012,10.025713,8.502645,11.288788,6.348873,11.598467,5.627991
2.837,3.885002,6.722977,6.518031,7.326027,5.418544,4.583505,7.296882,4.059914,6.101535,2.521064,7.355173,5.899175,4.735554,7.026946,147.596420,131.155640,46.815796,172.714279,8.952471,1.913973,8.751392,6.337032,9.015290,6.747175,9.584778,7.010652,10.021284,8.500127,11.287357,6.349579,11.596852,5.627489
2.838,3.873360,6.726442,6.522111,7.339403,5.419512,4.575339,7.319527,4.035554,6.102297,2.531059,7.359280,5.915812,4.736727,7.038527,147.837234,130.668945,46.674496,172.570358,8.952217,1.921250,8.754510,6.350292,9.019864,6.754876,9.589248,7.015291,10.016855,8.497609,11.285927,6.350285,11.595239,5.626986
2.839,3.849898,6.729237,6.526143,7.344571,5.418985,4.569060,7.334718,3.999696,6.102387,2.540339,7.354424,5.932183,4.735583,7.048858,147.613129,130.061005,46.510735,172.494385,8.951614,1.933647,8.754972,6.355294,9.021284,6.759377,9.595465,7.017671,10.013874,8.492397,11.285174,6.349216,11.594367,5.626784
2.840,3.826436,6.732032,6.530176,7.349739,5.418458,4.562780,7.349910,3.963837,6.102477,2.549620,7.349568,5.948555,4.734440,7.059188,147.389038,129.453079,46.346977,172.418411,8.951011,1.946045,8.755434,6.360296,9.022704,6.763879,9.601683,7.020050,10.010892,8.487185,11.284422,6.348147,11.593494,5.626582
2.841,3.802973,6.734826,6.534208,7.354906,5.417931,4.556501,7.365101,3.927979,6.102566,2.558901,7.344712,5.964926,4.733296,7.069519,147.164948,128.845154,46.183216,172.342438,8.950407,1.958442,8.755897,6.365297,9.024124,6.768380,9.607901,7.022429,10.007910,8.481972,11.283669,6.347078,11.592623,5.626380
2.842,3.779511,6.737621,6.538240,7.360074,5.417404,4.550222,7.380292,3.892120,6.102656,2.568182,7.339856,5.981297,4.732153,7.079850,146.940842,128.237213,46.019455,172.266464,8.949804,1.970840,8.756359,6.370299,9.025544,6.772882,9.614118,7.024809,10.004929,8.476760,11.282917,6.346009,11.591751,5.626178
2.843,3.746752,6.739686,6.542034,7.369759,5.418154,4.550222,7.398615,3.848414,6.102656,2.577043,7.340903,5.990448,4.733652,7.088150,147.124313,127.682167,45.883888,172.128311,8.950255,1.978505,8.756910,6.377510,9.031324,6.780252,9.618652,7.027972,10.001016,8.472920,11.283216,6.344576,11.591425,5.625291
2.844,3.713993,6.741751,6.545827,7.379444,5.418904,4.550222,7.416937,3.804707,6.102656,2.585903,7.341950,5.999599,4.735152,7.096449,147.307800,127.127121,45.748322,171.990158,8.950706,1.986170,8.757463,6.384720,9.037104,6.787622,9.623188,7.031135,9.997103,8.469081,11.283514,6.343143,11.591099,5.624404
2.845,3.681235,6.743816,6.549621,7.389129,5.419654,4.550222,7.435259,3.761001,6.102656,2.594763,7.342998,6.008749,4.736651,7.104748,147.491272,126.572083,45.612751,171.852005,8.951159,1.993836,8.758015,6.391930,9.042883,6.794993,9.627724,7.034298,9.993190,8.465241,11.283813,6.341709,11.590773,5.623518
2.846,3.648476,6.745882,6.553414,7.398813,5.420403,4.550222,7.453582,3.717294,6.102656,2.603624,7.344045,6.017899,4.738151,7.113047,147.674744,126.017036,45.477184,171.713852,8.951610,2.001501,8.758566,6.399140,9.048663,6.802363,9.632258,7.037461,9.989277,8.461402,11.284112,6.340275,11.590446,5.622631
2.847,3.611178,6.747546,6.557045,7.401413,5.419922,4.548779,7.459507,3.669903,6.102722,2.611055,7.343319,6.029862,4.737123,7.120116,147.115738,125.160568,45.252251,171.516724,8.948088,2.009927,8.758612,6.405066,9.049929,6.812028,9.637069,7.043457,9.980272,8.455953,11.284082,6.337366,11.589727,5.621648
2.848,3.573881,6.749209,6.560677,7.404013,5.419441,4.547338,7.465432,3.622512,6.102788,2.618485,7.342594,6.041825,4.736094,7.127185,146.556732,124.304108,45.027317,171.319580,8.944567,2.018353,8.758657,6.410991,9.051193,6.821693,9.641878,7.049452,9.971268,8.450503,11.284052,6.334457,11.589009,5.620666
2.849,3.536583,6.750874,6.564309,7.406613,5.418960,4.545895,7.471357,3.575122,6.102854,2.625916,7.341868,6.053788,4.735067,7.134254,145.997726,123.447639,44.802383,171.122452,8.941046,2.026780,8.758704,6.416916,9.052458,6.831358,9.646688,7.055448,9.962263,8.445054,11.284021,6.331548,11.588291,5.619683
2.850,3.499285,6.752538,6.567940,7.409213,5.418479,4.544453,7.477283,3.527731,6.102920,2.633347,7.341143,6.065751,4.734039,7.141323,145.438721,122.591171,44.577450,170.925323,8.937524,2.035206,8.758750,6.422842,9.053723,6.841023,9.651499,7.061444,9.953259,8.439605,11.283992,6.328639,11.587572,5.618701
2.851,3.460380,6.753851,6.571306,7.409477,5.418328,4.544453,7.479949,3.477704,6.102920,2.646417,7.339005,6.072121,4.733737,7.147528,144.784134,121.618843,44.293037,170.718277,8.933985,2.043904,8.760793,6.425077,9.058475,6.849750,9.658180,7.065043,9.945702,8.431142,11.283911,6.324310,11.586424,5.616483
2.852,3.421474,6.755164,6.574671,7.409740,5.418177,4.544453,7.482615,3.427678,6.102920,2.659487,7.336866,6.078491,4.733435,7.153733,144.129547,120.646515,44.008621,170.511230,8.930447,2.052602,8.762836,6.427313,9.063227,6.858476,9.664861,7.068644,9.938145,8.422680,11.283831,6.319981,11.585275,5.614265
2.853,3.382567,6.756477,6.578037,7.410005,5.418026,4.544453,7.485281,3.377651,6.102920,2.672557,7.334728,6.084861,4.733133,7.159938,143.474945,119.674187,43.724205,170.304184,8.926908,2.061300,8.764879,6.429548,9.067979,6.867203,9.671541,7.072244,9.930589,8.414217,11.283750,6.315652,11.584126,5.612048
2.854,3.343662,6.757791,6.581402,7.410269,5.417875,4.544453,7.487947,3.327624,6.102920,2.685627,7.332590,6.091231,4.732831,7.166143,142.820358,118.701859,43.439793,170.097137,8.923368,2.069999,8.766922,6.431784,9.072731,6.875929,9.678223,7.075843,9.923032,8.405754,11.283669,6.311323,11.582977,5.609830
2.855,3.307292,6.759031,6.584562,7.412895,5.418008,4.543130,7.491296,3.267208,6.102920,2.693386,7.334495,6.100044,4.733097,7.173101,142.542526,117.830582,43.268070,170.029633,8.923507,2.080471,8.768542,6.441809,9.076033,6.883156,9.683605,7.076758,9.920768,8.400088,11.285062,6.308248,11.585135,5.606165
2.856,3.270922,6.760273,6.587722,7.415522,5.418141,4.541807,7.494644,3.206791,6.102920,2.701145,7.336400,6.108857,4.733362,7.180059,142.264679,116.959305,43.096348,169.962128,8.923645,2.090943,8.770163,6.451835,9.079334,6.890382,9.688987,7.077674,9.918505,8.394423,11.286455,6.305173,11.587292,5.602501
2.857,3.234552,6.761514,6.590881,7.418149,5.418274,4.540485,7.497993,3.146375,6.102920,2.708905,7.338305,6.117670,4.733628,7.187018,141.986847,116.088036,42.924625,169.894623,8.923783,2.101416,8.771783,6.461860,9.082637,6.897609,9.694368,7.078589,9.916241,8.388758,11.287848,6.302098,11.589450,5.598836
2.858,3.198183,6.762754,6.594041,7.420775,5.418406,4.539162,7.501341,3.085959,6.102920,2.716664,7.340210,6.126483,4.733893,7.193976,141.709015,115.216759,42.752903,169.827118,8.923922,2.111888,8.773403,6.471886,9.085938,6.904836,9.699751,7.079504,9.913977,8.383092,11.289242,6.299024,11.591607,5.595172
2.859,3.164051,6.763999,6.597085,7.421247,5.418225,4.538548,7.501341,3.040978,6.102916,2.725673,7.341153,6.134676,4.733535,7.197418,142.085632,114.281311,42.493217,169.691544,8.922431,2.127240,8.775568,6.485604,9.092019,6.909691,9.707106,7.078326,9.911209,8.372902,11.289523,6.293844,11.592102,5.589040
2.860,3.129920,6.765243,6.600130,7.421719,5.418045,4.537935,7.501341,2.995998,6.102912,2.734683,7.342097,6.142869,4.733176,7.200860,142.462234,113.345863,42.233536,169.555969,8.920940,2.142592,8.777733,6.499322,9.098100,6.914546,9.714459,7.077147,9.908442,8.362713,11.289804,6.288665,11.592598,5.582909
2.861,3.095788,6.766487,6.603175,7.422191,5.417864,4.537321,7.501341,2.951018,6.102909,2.743693,7.343040,6.151062,4.732818,7.204301,142.838837,112.410416,41.973854,169.420395,8.919450,2.157944,8.779897,6.513041,9.104180,6.919402,9.721813,7.075968,9.905675,8.352524,11.290087,6.283486,11.593093,5.576777
2.862,3.061656,6.767731,6.606219,7.422662,5.417683,4.536707,7.501341,2.906037,6.102905,2.752702,7.343984,6.159255,4.732460,7.207743,143.215454,111.474968,41.714169,169.284821,8.917959,2.173296,8.782062,6.526759,9.110261,6.924257,9.729168,7.074790,9.902907,8.342334,11.290368,6.278307,11.593588,5.570645
2.863,3.029351,6.768952,6.609145,7.423187,5.419519,4.530627,7.501341,2.871630,6.102905,2.766656,7.345034,6.170935,4.736133,7.210261,143.383957,110.379822,41.426655,169.332855,8.916334,2.182062,8.784027,6.537210,9.116757,6.928148,9.738914,7.071410,9.902712,8.329627,11.291411,6.272246,11.595667,5.567493
2.864,2.997047,6.770173,6.612070,7.423712,5.421356,4.524546,7.501341,2.837222,6.102905,2.780610,7.346083,6.182615,4.739806,7.212779,143.552460,109.284676,41.139137,169.380890,8.914709,2.190828,8.785994,6.547661,9.123255,6.932038,9.748662,7.068030,9.902517,8.316920,11.292454,6.266186,11.597747,5.564341
2.865,2.964742,6.771394,6.614995,7.424237,5.423192,4.518466,7.501341,2.802815,6.102905,2.794564,7.347133,6.194295,4.743480,7.215297,143.720963,108.189529,40.851624,169.428940,8.913083,2.199595,8.787959,6.558112,9.129751,6.935929,9.758410,7.064651,9.902322,8.304214,11.293497,6.260126,11.599827,5.561188
2.866,2.932437,6.772615,6.617921,7.424762,5.425029,4.512385,7.501341,2.768407,6.102905,2.808518,7.348183,6.205976,4.747153,7.217815,143.889465,107.094383,40.564110,169.476974,8.911458,2.208361,8.789925,6.568563,9.136248,6.939819,9.768156,7.061271,9.902126,8.291507,11.294540,6.254065,11.601906,5.558035
2.867,2.899981,6.773824,6.620842,7.419385,5.424474,4.509998,7.493375,2.731462,6.102739,2.816573,7.345394,6.216217,4.746210,7.220887,144.242828,105.835426,40.254845,169.159058,8.906458,2.220178,8.795557,6.585320,9.145327,6.945786,9.775282,7.057804,9.898783,8.278423,11.294981,6.246077,11.599348,5.551044
2.868,2.867524,6.775033,6.623763,7.414008,5.423920,4.507610,7.485410,2.694518,6.102573,2.824628,7.342606,6.226458,4.745266,7.223958,144.596191,104.576462,39.945580,168.841141,8.901459,2.231994,8.801190,6.602078,9.154406,6.951754,9.782407,7.054336,9.895440,8.265339,11.295422,6.238089,11.596790,5.544053
2.869,2.835067,6.776242,6.626684,7.408630,5.423365,4.505223,7.477444,2.657573,6.102407,2.832683,7.339817,6.236699,4.744323,7.227029,144.949539,103.317505,39.636314,168.523224,8.896460,2.243811,8.806824,6.618836,9.163485,6.957722,9.789532,7.050868,9.892097,8.252254,11.295861,6.230101,11.594234,5.537061
2.870,2.802610,6.777451,6.629605,7.403254,5.422811,4.502836,7.469479,2.620628,6.102241,2.840738,7.337028,6.246940,4.743380,7.230101,145.302902,102.058548,39.327049,168.205307,8.891459,2.255628,8.812456,6.635593,9.172564,6.963689,9.796658,7.047400,9.888754,8.239171,11.296302,6.222113,11.591676,5.530070
2.871,2.768323,6.778478,6.632442,7.400133,5.421699,4.501340,7.461950,2.597566,6.102067,2.849806,7.338315,6.256150,4.741331,7.239826,146.580002,101.361458,39.104721,168.154007,8.892142,2.267117,8.816930,6.652808,9.180431,6.966127,9.804697,7.045765,9.889614,8.231083,11.300779,6.216681,11.596594,5.525383
2.872,2.734035,6.779506,6.635278,7.397013,5.420588,4.499845,7.454422,2.574503,6.101893,2.858873,7.339602,6.265360,4.739281,7.249551,147.857117,100.664368,38.882393,168.102722,8.892825,2.278607,8.821404,6.670023,9.188299,6.968565,9.812737,7.044130,9.890474,8.222996,11.305258,6.211250,11.601513,5.520696
2.873,2.699748,6.780534,6.638114,7.393892,5.419476,4.498349,7.446894,2.551441,6.101720,2.867941,7.340890,6.274570,4.737232,7.259276,149.134216,99.967270,38.660069,168.051422,8.893508,2.290097,8.825876,6.687238,9.196166,6.971004,9.820777,7.042495,9.891335,8.214909,11.309736,6.205820,11.606431,5.516008
2.874,2.665460,6.781561,6.640951,7.390772,5.418365,4.496853,7.439366,2.528379,6.101546,2.877009,7.342177,6.283780,4.735182,7.269001,150.411316,99.270180,38.437740,168.000122,8.894191,2.301586,8.830350,6.704453,9.204034,6.973442,9.828816,7.040860,9.892196,8.206820,11.314214,6.200388,11.611349,5.511322
2.875,2.628170,6.782405,6.643762,7.391580,5.417519,4.496758,7.439366,2.507001,6.099994,2.884894,7.343793,6.292392,4.735043,7.272780,150.978210,98.679420,38.448494,167.911819,8.894407,2.309211,8.836278,6.716115,9.212241,6.975693,9.829737,7.036213,9.892984,8.202544,11.317470,6.193987,11.614480,5.502869
2.876,2.590879,6.783249,6.646572,7.392388,5.416673,4.496662,7.439366,2.485624,6.098442,2.892779,7.345409,6.301003,4.734904,7.276559,151.545105,98.088661,38.459251,167.823517,8.894625,2.316836,8.842206,6.727777,9.220448,6.977944,9.830656,7.031567,9.893772,8.198269,11.320725,6.187586,11.617611,5.494416
2.877,2.553588,6.784092,6.649383,7.393196,5.415828,4.496567,7.439366,2.464246,6.096889,2.900664,7.347026,6.309615,4.734765,7.280338,152.111984,97.497902,38.470009,167.735214,8.894842,2.324461,8.848134,6.739440,9.228656,6.980196,9.831576,7.026920,9.894561,8.193993,11.323981,6.181184,11.620741,5.485963
2.878,2.516298,6.784936,6.652194,7.394004,5.414982,4.496471,7.439366,2.442868,6.095337,2.908549,7.348642,6.318226,4.734626,7.284117,152.678879,96.907143,38.480762,167.646912,8.895059,2.332086,8.854062,6.751102,9.236863,6.982447,9.832497,7.022274,9.895350,8.189716,11.327237,6.174783,11.623872,5.477510
2.879,2.478252,6.785322,6.654587,7.393485,5.415024,4.494726,7.439366,2.424851,6.094657,2.919452,7.347604,6.328383,4.735390,7.291139,152.798981,96.374771,38.459591,167.701843,8.896240,2.345809,8.857370,6.758516,9.241436,6.984873,9.838964,7.019354,9.901502,8.186157,11.331779,6.172940,11.629334,5.475114
2.880,2.440206,6.785708,6.656980,7.392966,5.415066,4.492980,7.439366,2.406833,6.093977,2.930355,7.346566,6.338539,4.736154,7.298160,152.919083,95.842400,38.438419,167.756775,8.897423,2.359533,8.860680,6.765930,9.246010,6.987300,9.845430,7.016434,9.907654,8.182598,11.336319,6.171098,11.634796,5.472718
2.881,2.402161,6.786094,6.659373,7.392447,5.415107,4.491235,7.439366,2.388816,6.093297,2.941257,7.345528,6.348696,4.736918,7.305182,153.039185,95.310028,38.417248,167.811722,8.898605,2.373256,8.863988,6.773344,9.250584,6.989727,9.851896,7.013513,9.913805,8.179040,11.340860,6.169255,11.640259,5.470323
