"Time","28 CoMy (cm)","v1 xCOMy","28a CoMy (cm)","v2 Right CoP","v3 Left CoP","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
1.692,-0.442366,5.690138,5.713474,6.216864,4.488587,4.199647,5.525104,2.195285,4.415208,3.759301,6.908624,6.499586,4.561966,4.979342,175.601562,152.384674,46.823772,157.757141,8.778427,3.099408,9.308689,4.241627,9.350776,4.835717,9.446941,5.483166,11.143831,7.813023,11.533518,5.764410,11.956837,5.112689
1.693,-0.481806,5.687682,5.713099,6.215912,4.484420,4.200931,5.524282,2.199665,4.414576,3.767875,6.907543,6.508267,4.554264,4.962231,174.532120,152.616455,46.671112,157.356796,8.775620,3.112575,9.303766,4.225983,9.339191,4.819436,9.440404,5.467062,11.156847,7.806437,11.531727,5.766427,11.955585,5.114993
1.694,-0.521247,5.685225,5.712723,6.214961,4.480252,4.202215,5.523459,2.204046,4.413942,3.776450,6.906462,6.516948,4.546562,4.945120,173.462677,152.848236,46.518456,156.956436,8.772812,3.125741,9.298843,4.210338,9.327608,4.803155,9.433867,5.450959,11.169863,7.799850,11.529936,5.768444,11.954332,5.117297
1.695,-0.568876,5.682301,5.712310,6.213901,4.476513,4.205256,5.520926,2.205912,4.413942,3.787462,6.906875,6.527700,4.539084,4.935031,173.767532,152.635803,46.286255,156.400925,8.773233,3.137094,9.291636,4.196321,9.324181,4.794119,9.428757,5.430038,11.188231,7.789716,11.529450,5.770704,11.955013,5.119909
1.696,-0.616505,5.679375,5.711898,6.212841,4.472775,4.208298,5.518393,2.207779,4.413942,3.798475,6.907288,6.538452,4.531607,4.924942,174.072388,152.423355,46.054050,155.845398,8.773654,3.148446,9.284428,4.182305,9.320753,4.785083,9.423647,5.409117,11.206600,7.779582,11.528965,5.772965,11.955694,5.122521
1.697,-0.664134,5.676450,5.711485,6.211781,4.469036,4.211339,5.515859,2.209646,4.413942,3.809488,6.907701,6.549204,4.524129,4.914852,174.377243,152.210907,45.821846,155.289886,8.774075,3.159798,9.277221,4.168289,9.317325,4.776047,9.418536,5.388196,11.224970,7.769448,11.528479,5.775226,11.956376,5.125134
1.698,-0.711763,5.673525,5.711072,6.210720,4.465297,4.214380,5.513326,2.211512,4.413942,3.820500,6.908114,6.559956,4.516651,4.904763,174.682098,151.998474,45.589645,154.734375,8.774496,3.171150,9.270013,4.154273,9.313897,4.767010,9.413426,5.367274,11.243339,7.759314,11.527993,5.777486,11.957057,5.127746
1.699,-0.766532,5.669837,5.710274,6.210418,4.465176,4.214899,5.513326,2.217429,4.413262,3.827844,6.907509,6.565527,4.517089,4.894568,173.994324,152.511551,45.342480,154.224365,8.771966,3.180931,9.260463,4.141734,9.303725,4.753505,9.409803,5.352102,11.252968,7.750643,11.523644,5.776982,11.953955,5.128793
1.700,-0.821300,5.666149,5.709475,6.210115,4.465055,4.215418,5.513326,2.223347,4.412582,3.835188,6.906905,6.571099,4.517528,4.884373,173.306564,153.024628,45.095314,153.714355,8.769436,3.190711,9.250912,4.129195,9.293552,4.740000,9.406179,5.336930,11.262598,7.741973,11.519295,5.776478,11.950853,5.129840
1.701,-0.876069,5.662460,5.708675,6.209813,4.464934,4.215938,5.513326,2.229264,4.411901,3.842533,6.906300,6.576672,4.517966,4.874177,172.618805,153.537689,44.848148,153.204330,8.766907,3.200491,9.241362,4.116656,9.283381,4.726494,9.402555,5.321757,11.272228,7.733302,11.514946,5.775974,11.947752,5.130887
1.702,-0.930838,5.658772,5.707877,6.209511,4.464813,4.216456,5.513326,2.235182,4.411222,3.849877,6.905695,6.582243,4.518404,4.863982,171.931030,154.050766,44.600983,152.694321,8.764377,3.210272,9.231812,4.104118,9.273209,4.712989,9.398932,5.306585,11.281857,7.724632,11.510597,5.775471,11.944650,5.131934
1.703,-0.989552,5.654644,5.706846,6.208766,4.464142,4.221182,5.511615,2.245908,4.411134,3.857347,6.905918,6.589251,4.517149,4.854930,171.929276,154.552170,44.375477,152.241760,8.762062,3.215291,9.216484,4.092738,9.263191,4.692470,9.397720,5.295275,11.290589,7.718208,11.507866,5.775663,11.943836,5.132630
1.704,-1.048267,5.650516,5.705815,6.208022,4.463470,4.225908,5.509903,2.256634,4.411047,3.864818,6.906141,6.596259,4.515895,4.845879,171.927521,155.053574,44.149971,151.789215,8.759747,3.220309,9.201157,4.081359,9.253173,4.671951,9.396509,5.283965,11.299320,7.711784,11.505135,5.775856,11.943023,5.133327
1.705,-1.106982,5.646388,5.704784,6.207278,4.462800,4.230634,5.508192,2.267361,4.410959,3.872289,6.906363,6.603266,4.514640,4.836827,171.925751,155.554977,43.924461,151.336670,8.757431,3.225328,9.185830,4.069980,9.243155,4.651433,9.395298,5.272655,11.308052,7.705361,11.502403,5.776049,11.942209,5.134023
1.706,-1.165696,5.642260,5.703753,6.206533,4.462129,4.235360,5.506481,2.278087,4.410872,3.879760,6.906586,6.610274,4.513385,4.827776,171.923996,156.056381,43.698956,150.884109,8.755116,3.230347,9.170503,4.058600,9.233137,4.630914,9.394086,5.261345,11.316784,7.698937,11.499672,5.776241,11.941396,5.134719
1.707,-1.226116,5.637815,5.702496,6.208277,4.464396,4.235360,5.508192,2.285386,4.410629,3.889315,6.908362,6.617948,4.518162,4.826250,172.121796,156.057770,43.745956,150.860855,8.753040,3.234870,9.156615,4.051360,9.221337,4.615406,9.385311,5.252151,11.317864,7.692140,11.497838,5.776509,11.939268,5.134357
1.708,-1.286536,5.633370,5.701239,6.210021,4.466662,4.235360,5.509903,2.292685,4.410386,3.898870,6.910139,6.625621,4.522938,4.824724,172.319580,156.059174,43.792961,150.837601,8.750964,3.239393,9.142727,4.044120,9.209538,4.599898,9.376535,5.242958,11.318945,7.685343,11.496004,5.776776,11.937140,5.133996
1.709,-1.346957,5.628926,5.699982,6.211765,4.468929,4.235360,5.511615,2.299983,4.410143,3.908426,6.911915,6.633295,4.527714,4.823198,172.517380,156.060562,43.839966,150.814346,8.748888,3.243917,9.128839,4.036880,9.197739,4.584390,9.367761,5.233764,11.320026,7.678546,11.494171,5.777043,11.935013,5.133634
1.710,-1.407377,5.624481,5.698724,6.213509,4.471196,4.235360,5.513326,2.307282,4.409901,3.917981,6.913692,6.640968,4.532491,4.821672,172.715179,156.061951,43.886967,150.791092,8.746812,3.248440,9.114952,4.029640,9.185939,4.568882,9.358986,5.224570,11.321107,7.671749,11.492337,5.777311,11.932885,5.133272
1.711,-1.467051,5.619742,5.697133,6.212612,4.472384,4.235360,5.513821,2.317708,4.408443,3.925895,6.911402,6.648661,4.536325,4.819290,173.396393,156.496582,43.979141,150.697006,8.744452,3.250593,9.087444,4.029640,9.167962,4.556565,9.348842,5.217273,11.316732,7.664948,11.488047,5.775420,11.929428,5.132810
1.712,-1.526725,5.615003,5.695542,6.211715,4.473572,4.235360,5.514316,2.328134,4.406986,3.933809,6.909113,6.656353,4.540158,4.816907,174.077621,156.931213,44.071320,150.602921,8.742093,3.252746,9.059937,4.029640,9.149984,4.544248,9.338697,5.209976,11.312357,7.658148,11.483757,5.773529,11.925970,5.132349
1.713,-1.586400,5.610264,5.693951,6.210818,4.474761,4.235360,5.514812,2.338560,4.405529,3.941722,6.906824,6.664044,4.543992,4.814525,174.758850,157.365829,44.163498,150.508835,8.739734,3.254900,9.032429,4.029640,9.132008,4.531930,9.328553,5.202680,11.307981,7.651348,11.479467,5.771638,11.922512,5.131887
1.714,-1.646074,5.605525,5.692360,6.209921,4.475949,4.235360,5.515306,2.348986,4.404072,3.949636,6.904535,6.671737,4.547825,4.812142,175.440063,157.800461,44.255672,150.414749,8.737374,3.257053,9.004921,4.029640,9.114031,4.519613,9.318409,5.195383,11.303607,7.644548,11.475177,5.769748,11.919055,5.131426
1.715,-1.702129,5.600785,5.690578,6.214311,4.474061,4.234529,5.524540,2.370632,4.404072,3.956882,6.904080,6.680037,4.544048,4.812142,175.322708,158.433456,44.454575,150.478699,8.740053,3.261519,8.981377,4.029640,9.094975,4.517420,9.307831,5.190885,11.297547,7.638773,11.472605,5.768955,11.916948,5.131310
1.716,-1.758184,5.596045,5.688795,6.218700,4.472172,4.233698,5.533774,2.392278,4.404072,3.964129,6.903626,6.688339,4.540272,4.812142,175.205353,159.066467,44.653473,150.542648,8.742733,3.265986,8.957831,4.029640,9.075918,4.515227,9.297254,5.186386,11.291489,7.632998,11.470032,5.768163,11.914841,5.131195
1.717,-1.814239,5.591306,5.687013,6.223090,4.470284,4.232867,5.543008,2.413924,4.404072,3.971376,6.903172,6.696640,4.536495,4.812142,175.087982,159.699463,44.852371,150.606598,8.745412,3.270453,8.934286,4.029640,9.056861,4.513035,9.286676,5.181888,11.285429,7.627224,11.467460,5.767371,11.912734,5.131080
1.718,-1.870294,5.586567,5.685231,6.227480,4.468395,4.232037,5.552242,2.435570,4.404072,3.978623,6.902718,6.704941,4.532718,4.812142,174.970627,160.332458,45.051273,150.670547,8.748091,3.274920,8.910742,4.029640,9.037805,4.510842,9.276098,5.177390,11.279369,7.621449,11.464888,5.766578,11.910627,5.130964
1.719,-1.919914,5.581848,5.683129,6.227179,4.468399,4.232037,5.553319,2.446580,4.404072,3.983348,6.901039,6.712254,4.532726,4.812142,175.247757,161.419601,45.299477,150.962143,8.747066,3.283934,8.874554,4.036249,9.014483,4.518559,9.264927,5.178770,11.267037,7.619579,11.459938,5.765170,11.905043,5.128936
1.720,-1.969534,5.577128,5.681027,6.226878,4.468403,4.232037,5.554396,2.457591,4.404072,3.988073,6.899361,6.719566,4.532734,4.812142,175.524902,162.506744,45.547676,151.253738,8.746042,3.292948,8.838366,4.042858,8.991161,4.526277,9.253756,5.180149,11.254705,7.617709,11.454988,5.763761,11.899459,5.126908
1.721,-2.019154,5.572410,5.678926,6.226577,4.468408,4.232037,5.555472,2.468601,4.404072,3.992798,6.897682,6.726878,4.532742,4.812142,175.802032,163.593872,45.795876,151.545334,8.745017,3.301962,8.802176,4.049467,8.967840,4.533994,9.242584,5.181529,11.242373,7.615839,11.450039,5.762352,11.893875,5.124880
1.722,-2.068774,5.567690,5.676824,6.226276,4.468411,4.232037,5.556550,2.479610,4.404072,3.997524,6.896003,6.734191,4.532750,4.812142,176.079163,164.681015,46.044079,151.836929,8.743993,3.310976,8.765988,4.056076,8.944519,4.541711,9.231413,5.182909,11.230042,7.613968,11.445089,5.760944,11.888290,5.122852
1.723,-2.112214,5.563189,5.674614,6.226716,4.472949,4.232037,5.557931,2.495492,4.403836,4.004707,6.895500,6.741980,4.542061,4.817485,175.750839,164.817627,46.251183,151.978378,8.743364,3.318933,8.761221,4.068415,8.936911,4.551795,9.223152,5.188197,11.217335,7.615777,11.440297,5.759910,11.884691,5.122199
1.724,-2.155654,5.558686,5.672403,6.227155,4.477486,4.232037,5.559313,2.511373,4.403599,4.011891,6.894998,6.749769,4.551373,4.822827,175.422516,164.954224,46.458282,152.119843,8.742736,3.326891,8.756453,4.080753,8.929302,4.561879,9.214891,5.193486,11.204628,7.617585,11.435505,5.758876,11.881092,5.121545
1.725,-2.199094,5.554184,5.670193,6.227594,4.482023,4.232037,5.560695,2.527254,4.403362,4.019075,6.894495,6.757558,4.560684,4.828170,175.094177,165.090820,46.665382,152.261292,8.742107,3.334849,8.751684,4.093091,8.921695,4.571962,9.206630,5.198775,11.191921,7.619394,11.430713,5.757843,11.877492,5.120892
1.726,-2.242533,5.549682,5.667983,6.228034,4.486561,4.232037,5.562076,2.543135,4.403126,4.026258,6.893992,6.765347,4.569995,4.833513,174.765854,165.227432,46.872486,152.402740,8.741479,3.342806,8.746917,4.105430,8.914086,4.582047,9.198369,5.204063,11.179214,7.621202,11.425920,5.756809,11.873893,5.120239
1.727,-2.279702,5.545318,5.665579,6.236365,4.486457,4.235977,5.579323,2.592967,4.403812,4.038400,6.893407,6.775735,4.569102,4.843036,174.640259,165.564987,46.831978,152.448746,8.740671,3.354659,8.745304,4.117627,8.913400,4.593766,9.199406,5.212667,11.172950,7.628992,11.422412,5.757545,11.870102,5.121569
1.728,-2.316870,5.540954,5.663176,6.244696,4.486353,4.239917,5.596570,2.642799,4.404498,4.050541,6.892821,6.786122,4.568209,4.852560,174.514664,165.902542,46.791473,152.494751,8.739862,3.366511,8.743690,4.129825,8.912712,4.605485,9.200443,5.221269,11.166685,7.636781,11.418903,5.758282,11.866312,5.122898
1.729,-2.354039,5.536590,5.660772,6.253027,4.486250,4.243857,5.613817,2.692631,4.405184,4.062683,6.892236,6.796510,4.567315,4.862083,174.389069,166.240097,46.750969,152.540771,8.739054,3.378363,8.742077,4.142022,8.912025,4.617204,9.201480,5.229872,11.160419,7.644569,11.415394,5.759018,11.862522,5.124228
1.730,-2.391207,5.532225,5.658369,6.261358,4.486146,4.247797,5.631064,2.742463,4.405870,4.074824,6.891651,6.806898,4.566422,4.871606,174.263474,166.577652,46.710461,152.586777,8.738246,3.390215,8.740464,4.154220,8.911339,4.628923,9.202517,5.238475,11.154155,7.652359,11.411885,5.759755,11.858731,5.125558
1.731,-2.422953,5.528012,5.655830,6.263284,4.483279,4.248741,5.633561,2.757398,4.406064,4.082860,6.893007,6.814268,4.560493,4.880723,174.056229,166.823013,46.698154,152.705612,8.736115,3.393749,8.737835,4.163479,8.908754,4.639492,9.201196,5.247280,11.145988,7.659815,11.406932,5.761353,11.853318,5.126680
1.732,-2.454698,5.523799,5.653292,6.265210,4.480412,4.249684,5.636058,2.772333,4.406258,4.090896,6.894362,6.821639,4.554565,4.889841,173.848969,167.068375,46.685844,152.824432,8.733984,3.397284,8.735205,4.172739,8.906170,4.650061,9.199875,5.256084,11.137821,7.667271,11.401979,5.762950,11.847904,5.127803
1.733,-2.486444,5.519586,5.650753,6.267136,4.477544,4.250628,5.638554,2.787267,4.406452,4.098932,6.895718,6.829010,4.548637,4.898958,173.641724,167.313736,46.673538,152.943268,8.731853,3.400819,8.732575,4.181998,8.903586,4.660630,9.198553,5.264889,11.129654,7.674727,11.397026,5.764548,11.842491,5.128926
1.734,-2.518189,5.515373,5.648215,6.269062,4.474677,4.251571,5.641051,2.802202,4.406646,4.106967,6.897074,6.836380,4.542708,4.908075,173.434479,167.559097,46.661232,153.062103,8.729721,3.404353,8.729946,4.191258,8.901002,4.671199,9.197232,5.273694,11.121487,7.682183,11.392073,5.766146,11.837078,5.130048
1.735,-2.545570,5.511365,5.645651,6.269000,4.474064,4.253795,5.641051,2.809028,4.406646,4.114145,6.896950,6.843320,4.541481,4.913694,173.577499,167.733917,46.695354,153.276672,8.730110,3.410594,8.727355,4.203835,8.899651,4.680744,9.197565,5.283788,11.115673,7.690347,11.390416,5.769634,11.834881,5.131619
1.736,-2.572952,5.507357,5.643088,6.268939,4.473450,4.256018,5.641051,2.815855,4.406646,4.121324,6.896827,6.850260,4.540255,4.919312,173.720520,167.908737,46.729477,153.491257,8.730499,3.416834,8.724764,4.216412,8.898298,4.690289,9.197897,5.293882,11.109859,7.698510,11.388760,5.773123,11.832683,5.133191
1.737,-2.600333,5.503349,5.640525,6.268877,4.472836,4.258241,5.641051,2.822681,4.406646,4.128502,6.896703,6.857201,4.539028,4.924931,173.863556,168.083557,46.763603,153.705841,8.730887,3.423075,8.722174,4.228989,8.896947,4.699833,9.198230,5.303976,11.104046,7.706673,11.387104,5.776612,11.830484,5.134762
1.738,-2.627714,5.499341,5.637961,6.268815,4.472223,4.260465,5.641051,2.829507,4.406646,4.135680,6.896579,6.864141,4.537801,4.930549,174.006577,168.258377,46.797726,153.920410,8.731277,3.429315,8.719583,4.241566,8.895596,4.709377,9.198563,5.314070,11.098232,7.714837,11.385448,5.780101,11.828287,5.136333
1.739,-2.649403,5.495498,5.635262,6.269886,4.470658,4.266467,5.641051,2.835473,4.405766,4.139997,6.898722,6.872151,4.535550,4.937031,174.226044,168.349991,46.888641,153.980484,8.728420,3.436948,8.716965,4.248268,8.896048,4.718874,9.198790,5.323356,11.088711,7.720374,11.383648,5.778883,11.826298,5.138511
1.740,-2.671091,5.491655,5.632563,6.270958,4.469092,4.272469,5.641051,2.841440,4.404886,4.144316,6.900865,6.880162,4.533298,4.943513,174.445526,168.441589,46.979557,154.040558,8.725565,3.444582,8.714346,4.254970,8.896500,4.728371,9.199017,5.332643,11.079189,7.725911,11.381849,5.777664,11.824307,5.140688
1.741,-2.692779,5.487812,5.629864,6.272029,4.467527,4.278471,5.641051,2.847406,4.404006,4.148633,6.903008,6.888174,4.531048,4.949995,174.664993,168.533203,47.070473,154.100616,8.722710,3.452214,8.711727,4.261671,8.896952,4.737867,9.199244,5.341929,11.069669,7.731448,11.380051,5.776445,11.822317,5.142865
1.742,-2.714467,5.483969,5.627165,6.273101,4.465961,4.284473,5.641051,2.853373,4.403126,4.152951,6.905150,6.896184,4.528797,4.956476,174.884460,168.624817,47.161388,154.160690,8.719853,3.459848,8.709109,4.268373,8.897404,4.747364,9.199471,5.351216,11.060147,7.736985,11.378251,5.775227,11.820328,5.145043
1.743,-2.731174,5.480316,5.624393,6.271691,4.465584,4.284526,5.639032,2.858671,4.402407,4.156516,6.904350,6.904617,4.528762,4.964971,174.827057,168.656693,47.303799,154.418549,8.719459,3.464395,8.707405,4.274968,8.895891,4.756423,9.197092,5.359112,11.051408,7.741286,11.377105,5.775616,11.818039,5.145618
1.744,-2.747881,5.476663,5.621622,6.270282,4.465207,4.284579,5.637013,2.863970,4.401688,4.160080,6.903550,6.913049,4.528727,4.973465,174.769653,168.688568,47.446205,154.676407,8.719065,3.468942,8.705700,4.281562,8.894378,4.765483,9.194714,5.367009,11.042669,7.745588,11.375957,5.776005,11.815751,5.146194
1.745,-2.764589,5.473010,5.618850,6.268873,4.464830,4.284632,5.634995,2.869268,4.400969,4.163644,6.902750,6.921482,4.528692,4.981960,174.712250,168.720444,47.588615,154.934265,8.718670,3.473489,8.703996,4.288157,8.892864,4.774543,9.192334,5.374906,11.033930,7.749890,11.374811,5.776394,11.813463,5.146769
1.746,-2.781296,5.469357,5.616079,6.267463,4.464453,4.284685,5.632977,2.874567,4.400249,4.167209,6.901950,6.929914,4.528657,4.990454,174.654846,168.752319,47.731026,155.192123,8.718275,3.478035,8.702291,4.294752,8.891352,4.783603,9.189956,5.382802,11.025190,7.754192,11.373665,5.776783,11.811174,5.147345
1.747,-2.793029,5.465908,5.613248,6.265905,4.462002,4.287762,5.631327,2.883112,4.396681,4.167243,6.900485,6.936181,4.527324,5.001004,174.395996,168.947113,47.799461,155.258194,8.721392,3.483757,8.700827,4.299839,8.890160,4.791667,9.189280,5.387496,11.021611,7.757154,11.373684,5.778023,11.811665,5.148519
1.748,-2.804762,5.462459,5.610418,6.264348,4.459551,4.290839,5.629677,2.891658,4.393112,4.167276,6.899019,6.942448,4.525990,5.011554,174.137161,169.141907,47.867897,155.324249,8.724507,3.489479,8.699363,4.304925,8.888967,4.799732,9.188604,5.392190,11.018032,7.760116,11.373702,5.779264,11.812155,5.149693
1.749,-2.816495,5.459009,5.607587,6.262791,4.457100,4.293917,5.628027,2.900203,4.389543,4.167310,6.897553,6.948714,4.524657,5.022104,173.878326,169.336716,47.936329,155.390320,8.727623,3.495200,8.697899,4.310012,8.887774,4.807796,9.187929,5.396884,11.014454,7.763078,11.373720,5.780505,11.812646,5.150868
1.750,-2.828228,5.455559,5.604757,6.261233,4.454649,4.296994,5.626378,2.908748,4.385974,4.167344,6.896088,6.954981,4.523324,5.032654,173.619476,169.531509,48.004765,155.456390,8.730740,3.500921,8.696434,4.315099,8.886581,4.815861,9.187253,5.401578,11.010875,7.766039,11.373739,5.781745,11.813136,5.152043
1.751,-2.834201,5.452210,5.601723,6.258980,4.452209,4.298428,5.624409,2.916761,4.381863,4.167344,6.893552,6.964375,4.522554,5.044852,173.035278,169.961060,48.035851,155.589569,8.733601,3.503852,8.695164,4.322303,8.883900,4.825344,9.188173,5.409045,11.005333,7.771084,11.372595,5.782782,11.812129,5.152135
1.752,-2.840173,5.448861,5.598689,6.256728,4.449768,4.299862,5.622440,2.924773,4.377752,4.167344,6.891015,6.973770,4.521784,5.057051,172.451096,170.390610,48.066936,155.722733,8.736463,3.506782,8.693894,4.329507,8.881218,4.834826,9.189093,5.416512,10.999791,7.776128,11.371450,5.783818,11.811122,5.152227
1.753,-2.846146,5.445512,5.595655,6.254476,4.447328,4.301296,5.620472,2.932786,4.373641,4.167344,6.888478,6.983164,4.521014,5.069249,171.866913,170.820160,48.098022,155.855896,8.739325,3.509713,8.692625,4.336711,8.878536,4.844309,9.190012,5.423978,10.994249,7.781172,11.370305,5.784855,11.810115,5.152320
1.754,-2.852118,5.442163,5.592621,6.252223,4.444888,4.302730,5.618504,2.940799,4.369531,4.167344,6.885942,6.992558,4.520245,5.081447,171.282715,171.249710,48.129108,155.989075,8.742186,3.512643,8.691355,4.343915,8.875854,4.853792,9.190932,5.431445,10.988708,7.786216,11.369161,5.785892,11.809108,5.152412
1.755,-2.851355,5.439217,5.589634,6.250023,4.443985,4.304677,5.615734,2.948107,4.365491,4.167344,6.884312,7.003430,4.522478,5.086348,171.011047,171.585464,48.256069,156.229462,8.751513,3.514617,8.690165,4.354875,8.875395,4.866465,9.192605,5.441307,10.984167,7.792429,11.371859,5.788632,11.811127,5.154708
1.756,-2.850592,5.436270,5.586647,6.247823,4.443081,4.306623,5.612964,2.955417,4.361451,4.167344,6.882682,7.014301,4.524712,5.091249,170.739380,171.921204,48.383026,156.469849,8.760841,3.516591,8.688973,4.365835,8.874936,4.879138,9.194277,5.451169,10.979628,7.798643,11.374556,5.791372,11.813145,5.157004
1.757,-2.849829,5.433323,5.583660,6.245623,4.442178,4.308569,5.610194,2.962726,4.357410,4.167344,6.881052,7.025172,4.526946,5.096151,170.467697,172.256958,48.509987,156.710251,8.770168,3.518564,8.687782,4.376794,8.874477,4.891810,9.195950,5.461031,10.975088,7.804856,11.377253,5.794113,11.815163,5.159300
1.758,-2.849066,5.430377,5.580673,6.243423,4.441275,4.310515,5.607425,2.970035,4.353371,4.167344,6.879421,7.036044,4.529180,5.101053,170.196030,172.592712,48.636948,156.950638,8.779496,3.520538,8.686592,4.387754,8.874018,4.904483,9.197622,5.470893,10.970548,7.811069,11.379951,5.796853,11.817182,5.161596
1.759,-2.842685,5.427916,5.577876,6.239576,4.438137,4.311779,5.604885,2.976493,4.350099,4.158708,6.874267,7.041612,4.526175,5.111597,169.971893,172.895050,48.705902,157.346695,8.787390,3.517802,8.684649,4.399922,8.872475,4.916731,9.197330,5.479448,10.965739,7.817196,11.379732,5.800497,11.814205,5.162449
1.760,-2.836303,5.425456,5.575079,6.235729,4.434999,4.313043,5.602345,2.982951,4.346828,4.150072,6.869113,7.047180,4.523170,5.122141,169.747742,173.197388,48.774857,157.742752,8.795284,3.515067,8.682706,4.412090,8.870932,4.928979,9.197037,5.488002,10.960932,7.823323,11.379513,5.804141,11.811228,5.163303
1.761,-2.829921,5.422996,5.572282,6.231882,4.431860,4.314307,5.599805,2.989409,4.343555,4.141436,6.863958,7.052749,4.520166,5.132685,169.523590,173.499725,48.843811,158.138809,8.803179,3.512331,8.680763,4.424258,8.869388,4.941227,9.196745,5.496557,10.956123,7.829451,11.379294,5.807786,11.808251,5.164157
1.762,-2.823539,5.420535,5.569485,6.228035,4.428722,4.315571,5.597265,2.995867,4.340284,4.132800,6.858804,7.058317,4.517161,5.143229,169.299454,173.802063,48.912766,158.534866,8.811072,3.509595,8.678820,4.436426,8.867845,4.953475,9.196452,5.505111,10.951315,7.835578,11.379076,5.811430,11.805275,5.165010
1.763,-2.812573,5.418343,5.566714,6.228145,4.428716,4.323155,5.595879,3.003573,4.339768,4.121856,6.860411,7.068341,4.517664,5.151600,169.318283,173.894745,48.940834,158.653000,8.828125,3.500550,8.678894,4.445272,8.869221,4.963894,9.198126,5.514910,10.949049,7.843634,11.379845,5.817326,11.806271,5.169362
1.764,-2.801607,5.416150,5.563943,6.228254,4.428709,4.330740,5.594492,3.011280,4.339252,4.110912,6.862017,7.078365,4.518166,5.159970,169.337097,173.987442,48.968906,158.771118,8.845179,3.491505,8.678968,4.454120,8.870596,4.974312,9.199800,5.524708,10.946782,7.851690,11.380614,5.823222,11.807266,5.173713
1.765,-2.790641,5.413957,5.561172,6.228364,4.428702,4.338324,5.593105,3.018987,4.338737,4.099968,6.863623,7.088390,4.518668,5.168340,169.355927,174.080139,48.996979,158.889252,8.862232,3.482460,8.679043,4.462966,8.871972,4.984731,9.201473,5.534506,10.944515,7.859746,11.381384,5.829118,11.808261,5.178063
1.766,-2.779675,5.411764,5.558400,6.228474,4.428696,4.345909,5.591719,3.026694,4.338221,4.089024,6.865230,7.098414,4.519171,5.176710,169.374756,174.172821,49.025047,159.007385,8.879285,3.473415,8.679117,4.471813,8.873348,4.995150,9.203147,5.544305,10.942249,7.867802,11.382153,5.835014,11.809257,5.182415
1.767,-2.764187,5.409786,5.555605,6.227263,4.424591,4.348052,5.588582,3.031484,4.329747,4.056973,6.865945,7.105373,4.519435,5.184958,169.472809,174.305328,49.012917,159.297394,8.879675,3.432754,8.676531,4.480689,8.872291,5.003518,9.204167,5.554651,10.937789,7.876317,11.380318,5.840594,11.805141,5.185570
1.768,-2.748700,5.407808,5.552811,6.226053,4.420486,4.350195,5.585445,3.036273,4.321273,4.024920,6.866661,7.112333,4.519699,5.193205,169.570862,174.437836,49.000786,159.587387,8.880066,3.392093,8.673944,4.489564,8.871233,5.011886,9.205188,5.564997,10.933329,7.884831,11.378484,5.846173,11.801025,5.188726
1.769,-2.733213,5.405831,5.550016,6.224843,4.416381,4.352339,5.582308,3.041064,4.312799,3.992869,6.867377,7.119292,4.519963,5.201453,169.668930,174.570343,48.988651,159.877380,8.880456,3.351433,8.671357,4.498439,8.870175,5.020254,9.206208,5.575342,10.928867,7.893345,11.376650,5.851753,11.796910,5.191882
1.770,-2.717726,5.403853,5.547221,6.223632,4.412276,4.354482,5.579171,3.045854,4.304325,3.960817,6.868093,7.126251,4.520227,5.209700,169.766983,174.702850,48.976521,160.167389,8.880846,3.310772,8.668771,4.507315,8.869118,5.028623,9.207229,5.585688,10.924407,7.901860,11.374815,5.857332,11.792795,5.195038
1.771,-2.697928,5.402128,5.544452,6.225447,4.410569,4.357790,5.578336,3.053864,4.298401,3.906474,6.872558,7.133340,4.522738,5.219031,169.597168,174.723969,49.012566,160.318970,8.832516,3.612088,8.670547,4.514566,8.869369,5.036912,9.208296,5.595633,10.921980,7.910043,11.375450,5.863756,11.792828,5.200348
1.772,-2.678130,5.400403,5.541682,6.227262,4.408862,4.361097,5.577501,3.061875,4.292477,3.852130,6.877023,7.140429,4.525248,5.228362,169.427338,174.745087,49.048607,160.470551,8.784184,3.913404,8.672325,4.521817,8.869619,5.045202,9.209362,5.605577,10.919554,7.918225,11.376084,5.870179,11.792861,5.205658
1.773,-2.658332,5.398677,5.538912,6.229078,4.407155,4.364405,5.576667,3.069886,4.286553,3.797786,6.881489,7.147519,4.527757,5.237693,169.257507,174.766190,49.084652,160.622147,8.735853,4.214720,8.674103,4.529068,8.869871,5.053493,9.210429,5.615522,10.917127,7.926408,11.376719,5.876603,11.792894,5.210968
