"Time","v1 xCoMy","v2 Right CoP","v3 Left CoP","28a CoMy","28 CoMy","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
3.044,6.100986,6.996021,5.240795,6.140681,-0.701625,,6.603572,,5.251011,,7.388471,,5.230579,,,,,,,,,,,,9.961232,,,,12.017862,,,5.246280
3.045,6.101141,6.997535,5.247080,6.140301,-0.692160,,6.606469,,5.263324,,7.388601,,5.230837,,,,,,,,,,,,9.963247,,,,12.017326,,,5.251538
3.046,6.101296,6.999049,5.253366,6.139920,-0.682696,,6.609365,,5.275637,,7.388732,,5.231095,,,,,,,,,,,,9.965263,,,,12.016791,,,5.256797
3.047,6.101451,7.000563,5.259651,6.139540,-0.673232,,6.612263,,5.287949,,7.388863,,5.231353,,,,,,,,,,,,9.967279,,,,12.016256,,,5.262055
3.048,6.101563,7.000504,5.260933,6.139109,-0.663627,,6.609258,,5.290301,,7.391751,,5.231565,,,,,,,,,,,,9.969849,,,,12.016043,,,5.267241
3.049,6.101676,7.000446,5.262216,6.138678,-0.654023,,6.606254,,5.292654,,7.394639,,5.231777,,,,,,,,,,,,9.972418,,,,12.015829,,,5.272427
3.050,6.101788,7.000388,5.263498,6.138247,-0.644418,,6.603249,,5.295007,,7.397527,,5.231989,,,,,,,,,,,,9.974988,,,,12.015616,,,5.277612
3.051,6.101900,7.000329,5.264780,6.137815,-0.634814,,6.600244,,5.297359,,7.400415,,5.232201,,,,,,,,,,,,9.977557,,,,12.015403,,,5.282797
3.052,6.101816,7.001009,5.266407,6.137193,-0.625307,,6.599566,,5.298444,,7.402452,,5.234369,,,,,,,,,,,,9.979174,,,,12.015602,,,5.286821
3.053,6.101732,7.001688,5.268034,6.136571,-0.615801,,6.598887,,5.299529,,7.404488,,5.236537,,,,,,,,,,,,9.980791,,,,12.015802,,,5.290845
3.054,6.101648,7.002367,5.269660,6.135950,-0.606295,,6.598209,,5.300614,,7.406525,,5.238706,,,,,,,,,,,,9.982408,,,,12.016003,,,5.294869
3.055,6.101564,7.003046,5.271287,6.135328,-0.596789,,6.597531,,5.301700,,7.408561,,5.240874,,,,,,,,,,,,9.984024,,,,12.016202,,,5.298893
3.056,6.101571,7.003280,5.272714,6.134822,-0.587719,,6.598042,,5.302349,,7.408518,,5.243077,,,,,,,,,,,,9.988742,,,,12.018946,,,5.303225
3.057,6.101579,7.003514,5.274140,6.134316,-0.578649,,6.598553,,5.302999,,7.408475,,5.245281,,,,,,,,,,,,9.993460,,,,12.021688,,,5.307556
3.058,6.101586,7.003748,5.275566,6.133811,-0.569579,,6.599064,,5.303648,,7.408432,,5.247485,,,,,,,,,,,,9.998177,,,,12.024432,,,5.311887
3.059,6.101593,7.003982,5.276993,6.133305,-0.560510,,6.599576,,5.304297,,7.408388,,5.249689,,,,,,,,,,,,10.002894,,,,12.027176,,,5.316218
3.060,6.101500,7.003538,5.277472,6.132732,-0.552046,,6.599398,,5.305480,,7.407679,,5.249465,,,,,,,,,,,,10.003498,,,,12.027623,,,5.319397
3.061,6.101406,7.003095,5.277952,6.132159,-0.543581,,6.599221,,5.306662,,7.406970,,5.249242,,,,,,,,,,,,10.004103,,,,12.028070,,,5.322577
3.062,6.101313,7.002652,5.278431,6.131587,-0.535117,,6.599044,,5.307844,,7.406260,,5.249019,,,,,,,,,,,,10.004706,,,,12.028518,,,5.325756
3.063,6.101219,7.002209,5.278911,6.131014,-0.526653,,6.598866,,5.309027,,7.405551,,5.248795,,,,,,,,,,,,10.005310,,,,12.028965,,,5.328936
3.064,6.100969,7.003473,5.279300,6.130309,-0.518594,,6.600372,,5.306055,,7.406574,,5.252546,,,,,,,,,,,,10.010714,,,,12.030027,,,5.333950
3.065,6.100718,7.004738,5.279690,6.129602,-0.510535,,6.601878,,5.303083,,7.407598,,5.256297,,,,,,,,,,,,10.016117,,,,12.031091,,,5.338964
3.066,6.100469,7.006002,5.280079,6.128897,-0.502476,,6.603383,,5.300111,,7.408622,,5.260047,,,,,,,,,,,,10.021520,,,,12.032154,,,5.343979
3.067,6.100219,7.007267,5.280469,6.128191,-0.494417,,6.604889,,5.297140,,7.409645,,5.263798,,,,,,,,,,,,10.026923,,,,12.033216,,,5.348993
3.068,6.099845,7.007421,5.280411,6.127369,-0.486496,,6.606519,,5.298398,,7.408324,,5.262423,,,,,,,,,,,,10.029865,,,,12.033941,,,5.353306
3.069,6.099471,7.007576,5.280352,6.126546,-0.478575,,6.608149,,5.299656,,7.407002,,5.261047,,,,,,,,,,,,10.032806,,,,12.034667,,,5.357618
3.070,6.099096,7.007730,5.280293,6.125724,-0.470654,,6.609778,,5.300915,,7.405682,,5.259672,,,,,,,,,,,,10.035748,,,,12.035393,,,5.361930
3.071,6.098722,7.007884,5.280235,6.124902,-0.462733,,6.611408,,5.302173,,7.404360,,5.258297,,,,,,,,,,,,10.038691,,,,12.036118,,,5.366243
3.072,6.098125,7.008708,5.282841,6.123904,-0.455666,,6.610759,,5.306788,,7.406658,,5.258894,,,,,,,,,,,,10.042406,,,,12.037462,,,5.366843
3.073,6.097528,7.009532,5.285447,6.122907,-0.448598,,6.610109,,5.311403,,7.408956,,5.259491,,,,,,,,,,,,10.046122,,,,12.038807,,,5.367442
3.074,6.096930,7.010357,5.288053,6.121910,-0.441531,,6.609460,,5.316018,,7.411253,,5.260088,,,,,,,,,,,,10.049836,,,,12.040153,,,5.368042
3.075,6.096333,7.011181,5.290659,6.120913,-0.434463,,6.608811,,5.320633,,7.413550,,5.260685,,,,,,,,,,,,10.053552,,,,12.041497,,,5.368642
3.076,6.095695,7.011941,5.291935,6.119885,-0.427577,,6.609219,,5.323076,,7.414664,,5.260795,,,,,,,,,,,,10.057671,,,,12.041808,,,5.370434
3.077,6.095057,7.012702,5.293211,6.118858,-0.420690,,6.609627,,5.325519,,7.415777,,5.260904,,,,,,,,,,,,10.061790,,,,12.042119,,,5.372227
3.078,6.094420,7.013463,5.294488,6.117832,-0.413803,,6.610035,,5.327961,,7.416890,,5.261014,,,,,,,,,,,,10.065909,,,,12.042430,,,5.374019
3.079,6.093783,7.014224,5.295764,6.116805,-0.406916,,6.610444,,5.330404,,7.418004,,5.261124,,,,,,,,,,,,10.070028,,,,12.042741,,,5.375811
3.080,6.093115,7.012215,5.296361,6.115779,-0.400597,,6.608003,,5.334129,,7.416426,,5.258594,,,,,,,,,,,,10.074198,,,,12.045556,,,5.377870
3.081,6.092447,7.010205,5.296958,6.114754,-0.394279,,6.605563,,5.337853,,7.414848,,5.256063,,,,,,,,,,,,10.078368,,,,12.048370,,,5.379928
3.082,6.091780,7.008196,5.297555,6.113729,-0.387960,,6.603122,,5.341578,,7.413270,,5.253533,,,,,,,,,,,,10.082539,,,,12.051186,,,5.381986
3.083,6.091112,7.006187,5.298152,6.112703,-0.381641,,6.600682,,5.345303,,7.411692,,5.251002,,,,,,,,,,,,10.086708,,,,12.054001,,,5.384044
3.084,6.090363,7.007340,5.298033,6.111590,-0.375208,,6.602346,,5.347463,,7.412333,,5.248602,,,,,,,,,,,,10.087030,,,,12.056002,,,5.388531
3.085,6.089613,7.008493,5.297913,6.110477,-0.368775,,6.604012,,5.349624,,7.412975,,5.246202,,,,,,,,,,,,10.087352,,,,12.058003,,,5.393017
3.086,6.088864,7.009646,5.297793,6.109364,-0.362342,,6.605676,,5.351784,,7.413617,,5.243803,,,,,,,,,,,,10.087673,,,,12.060005,,,5.397503
3.087,6.088115,7.010799,5.297674,6.108251,-0.355909,,6.607341,,5.353945,,7.414258,,5.241403,,,,,,,,,,,,10.087996,,,,12.062006,,,5.401989
3.088,6.087332,7.008344,5.297976,6.107087,-0.349185,,6.605333,,5.354358,,7.411355,,5.241592,,,,,,,,,,,,10.089963,,,,12.063775,,,5.405479
3.089,6.086548,7.005888,5.298277,6.105923,-0.342462,,6.603326,,5.354771,,7.408451,,5.241783,,,,,,,,,,,,10.091930,,,,12.065544,,,5.408968
3.090,6.085764,7.003433,5.298578,6.104759,-0.335738,,6.601318,,5.355185,,7.405547,,5.241973,,,,,,,,,,,,10.093897,,,,12.067314,,,5.412457
3.091,6.084980,7.000978,5.298880,6.103595,-0.329015,,6.599311,,5.355597,,7.402644,,5.242163,,,,,,,,,,,,10.095864,,,,12.069083,,,5.415947
3.092,6.084267,6.999299,5.298021,6.102490,-0.322096,,6.598152,,5.355633,,7.400446,,5.240409,,,,,,,,,,,,10.097579,,,,12.070445,,,5.418710
3.093,6.083553,6.997621,5.297162,6.101385,-0.315177,,6.596993,,5.355668,,7.398248,,5.238656,,,,,,,,,,,,10.099295,,,,12.071806,,,5.421474
3.094,6.082840,6.995942,5.296303,6.100280,-0.308258,,6.595834,,5.355703,,7.396049,,5.236903,,,,,,,,,,,,10.101009,,,,12.073168,,,5.424236
3.095,6.082127,6.994264,5.295444,6.099175,-0.301339,,6.594676,,5.355739,,7.393852,,5.235149,,,,,,,,,,,,10.102724,,,,12.074530,,,5.427000
3.096,6.081565,6.995836,5.294698,6.098226,-0.294494,,6.595421,,5.353258,,7.396250,,5.236138,,,,,,,,,,,,10.104339,,,,12.078094,,,5.429459
3.097,6.081003,6.997408,5.293952,6.097277,-0.287649,,6.596167,,5.350778,,7.398649,,5.237126,,,,,,,,,,,,10.105953,,,,12.081660,,,5.431918
3.098,6.080441,6.998980,5.293206,6.096328,-0.280805,,6.596913,,5.348298,,7.401047,,5.238114,,,,,,,,,,,,10.107567,,,,12.085226,,,5.434377
3.099,6.079879,7.000552,5.292460,6.095379,-0.273960,,6.597659,,5.345818,,7.403446,,5.239103,,,,,,,,,,,,10.109181,,,,12.088791,,,5.436836
3.100,6.079199,7.000924,5.290965,6.094324,-0.267328,,6.601517,,5.344740,,7.400331,,5.237190,,,,,,,,,,,,10.112187,,,,12.090787,,,5.441255
3.101,6.078519,7.001296,5.289470,6.093268,-0.260697,,6.605375,,5.343663,,7.397216,,5.235277,,,,,,,,,,,,10.115192,,,,12.092783,,,5.445674
3.102,6.077839,7.001667,5.287975,6.092213,-0.254065,,6.609233,,5.342586,,7.394101,,5.233365,,,,,,,,,,,,10.118198,,,,12.094780,,,5.450092
3.103,6.077159,7.002039,5.286480,6.091158,-0.247433,,6.613091,,5.341508,,7.390986,,5.231452,,,,,,,,,,,,10.121204,,,,12.096776,,,5.454511
3.104,6.076492,7.001623,5.286222,6.090088,-0.240316,,6.612503,,5.341413,,7.390744,,5.231030,,,,,,,,,,,,10.121834,,,,12.099218,,,5.457468
3.105,6.075826,7.001207,5.285963,6.089019,-0.233198,,6.611914,,5.341318,,7.390501,,5.230607,,,,,,,,,,,,10.122464,,,,12.101661,,,5.460424
3.106,6.075159,7.000792,5.285704,6.087950,-0.226080,,6.611325,,5.341223,,7.390258,,5.230185,,,,,,,,,,,,10.123095,,,,12.104103,,,5.463381
3.107,6.074492,7.000376,5.285445,6.086880,-0.218963,,6.610736,,5.341127,,7.390016,,5.229763,,,,,,,,,,,,10.123724,,,,12.106545,,,5.466337
3.108,6.073832,6.995493,5.284129,6.085794,-0.211436,,6.608157,,5.340554,,7.382830,,5.227705,,,,,,,,,,,,10.125067,,,,12.107425,,,5.468485
3.109,6.073172,6.990611,5.282814,6.084708,-0.203910,,6.605577,,5.339980,,7.375644,,5.225647,,,,,,,,,,,,10.126410,,,,12.108303,,,5.470633
3.110,6.072511,6.985728,5.281498,6.083622,-0.196383,,6.602998,,5.339406,,7.368458,,5.223589,,,,,,,,,,,,10.127752,,,,12.109182,,,5.472780
3.111,6.071851,6.980845,5.280182,6.082535,-0.188856,,6.600419,,5.338832,,7.361272,,5.221532,,,,,,,,,,,,10.129095,,,,12.110062,,,5.474927
3.112,6.071100,6.978404,5.278271,6.081337,-0.180935,,6.599773,,5.338582,,7.357035,,5.217960,,,,,,,,,,,,10.128782,,,,12.109620,,,5.478966
3.113,6.070350,6.975963,5.276360,6.080138,-0.173014,,6.599128,,5.338331,,7.352798,,5.214389,,,,,,,,,,,,10.128469,,,,12.109179,,,5.483004
3.114,6.069600,6.973522,5.274449,6.078940,-0.165092,,6.598483,,5.338080,,7.348562,,5.210817,,,,,,,,,,,,10.128158,,,,12.108738,,,5.487041
3.115,6.068850,6.971081,5.272538,6.077742,-0.157171,,6.597837,,5.337830,,7.344325,,5.207246,,,,,,,,,,,,10.127845,,,,12.108296,,,5.491080
3.116,6.068078,6.969537,5.272351,6.076510,-0.149038,,6.595746,,5.338253,,7.343329,,5.206450,,,,,,,,,,,,10.131508,,,,12.111735,,,5.496092
3.117,6.067307,6.967993,5.272165,6.075278,-0.140906,,6.593655,,5.338677,,7.342333,,5.205654,,,,,,,,,,,,10.135171,,,,12.115174,,,5.501104
3.118,6.066535,6.966450,5.271979,6.074047,-0.132773,,6.591563,,5.339101,,7.341336,,5.204858,,,,,,,,,,,,10.138834,,,,12.118613,,,5.506116
3.119,6.065763,6.964906,5.271793,6.072815,-0.124640,,6.589472,,5.339524,,7.340340,,5.204062,,,,,,,,,,,,10.142497,,,,12.122052,,,5.511128
3.120,6.065001,6.964210,5.270409,6.071568,-0.116072,,6.588029,,5.339868,,7.340391,,5.200951,,,,,,,,,,,,10.145649,,,,12.124044,,,5.513856
3.121,6.064240,6.963514,5.269025,6.070322,-0.107504,,6.586586,,5.340210,,7.340443,,5.197840,,,,,,,,,,,,10.148802,,,,12.126038,,,5.516584
3.122,6.063478,6.962819,5.267641,6.069075,-0.098936,,6.585144,,5.340553,,7.340494,,5.194729,,,,,,,,,,,,10.151955,,,,12.128031,,,5.519312
3.123,6.062716,6.962123,5.266257,6.067828,-0.090368,,6.583701,,5.340897,,7.340545,,5.191618,,,,,,,,,,,,10.155107,,,,12.130023,,,5.522040
3.124,6.062157,6.960432,5.264020,6.066747,-0.081137,,6.581942,,5.340198,,7.338922,,5.187842,,,,,,,,,,,,10.157840,,,,12.130548,,,5.523227
3.125,6.061598,6.958741,5.261783,6.065666,-0.071906,,6.580183,,5.339499,,7.337299,,5.184066,,,,,,,,,,,,10.160572,,,,12.131073,,,5.524414
3.126,6.061039,6.957050,5.259545,6.064585,-0.062675,,6.578424,,5.338801,,7.335676,,5.180289,,,,,,,,,,,,10.163305,,,,12.131598,,,5.525601
3.127,6.060481,6.955359,5.257308,6.063504,-0.053444,,6.576665,,5.338103,,7.334053,,5.176513,,,,,,,,,,,,10.166039,,,,12.132124,,,5.526788
3.128,6.060305,6.954067,5.255685,6.062797,-0.044043,,6.575775,,5.338419,,7.332360,,5.172952,,,,,,,,,,,,10.164835,,,,12.133066,,,5.529291
3.129,6.060129,6.952776,5.254063,6.062089,-0.034641,,6.574884,,5.338735,,7.330667,,5.169390,,,,,,,,,,,,10.163631,,,,12.134008,,,5.531795
3.130,6.059953,6.951485,5.252439,6.061381,-0.025240,,6.573994,,5.339051,,7.328975,,5.165828,,,,,,,,,,,,10.162428,,,,12.134952,,,5.534297
3.131,6.059777,6.950193,5.250817,6.060673,-0.015839,,6.573103,,5.339367,,7.327283,,5.162267,,,,,,,,,,,,10.161224,,,,12.135894,,,5.536800
3.132,6.059817,6.946733,5.248788,6.060141,-0.005710,,6.572426,,5.340437,,7.321042,,5.157139,,,,,,,,,,,,10.162140,,,,12.135662,,,5.537500
3.133,6.059857,6.943274,5.246759,6.059608,0.004418,,6.571748,,5.341507,,7.314800,,5.152011,,,,,,,,,,,,10.163055,,,,12.135431,,,5.538201
3.134,6.059898,6.939815,5.244730,6.059074,0.014547,,6.571071,,5.342578,,7.308559,,5.146883,,,,,,,,,,,,10.163972,,,,12.135201,,,5.538901
3.135,6.059938,6.936356,5.242702,6.058542,0.024676,,6.570394,,5.343648,,7.302318,,5.141755,,,,,,,,,,,,10.164887,,,,12.134969,,,5.539601
3.136,6.060100,6.933729,5.238233,6.058103,0.035298,,6.570313,,5.342360,,7.297145,,5.134106,,,,,,,,,,,,10.164807,,,,12.135414,,,5.541260
3.137,6.060262,6.931103,5.233764,6.057664,0.045919,,6.570233,,5.341071,,7.291973,,5.126456,,,,,,,,,,,,10.164726,,,,12.135859,,,5.542918
3.138,6.060424,6.928477,5.229295,6.057225,0.056541,,6.570153,,5.339782,,7.286800,,5.118807,,,,,,,,,,,,10.164646,,,,12.136305,,,5.544577
3.139,6.060586,6.925850,5.224826,6.056786,0.067163,,6.570073,,5.338493,,7.281628,,5.111158,,,,,,,,,,,,10.164566,,,,12.136750,,,5.546235
3.140,6.060932,6.919688,5.216458,6.056532,0.077759,,6.567581,,5.336688,,7.271796,,5.096229,,,,,,,,,,,,10.162423,,,,12.135173,,,5.544994
3.141,6.061278,6.913527,5.208091,6.056279,0.088356,,6.565089,,5.334883,,7.261964,,5.081299,,,,,,,,,,,,10.160280,,,,12.133595,,,5.543753
3.142,6.061624,6.907364,5.199724,6.056026,0.098952,,6.562596,,5.333078,,7.252132,,5.066370,,,,,,,,,,,,10.158137,,,,12.132018,,,5.542512
3.143,6.061970,6.901202,5.191357,6.055772,0.109549,,6.560104,,5.331273,,7.242301,,5.051440,,,,,,,,,,,,10.155994,,,,12.130441,,,5.541271
3.144,6.062739,6.892369,5.188725,6.055909,0.120723,,6.557327,,5.332908,,7.227411,,5.044541,,,,,,,,,,,,10.154134,,,,12.128695,,,5.541167
3.145,6.063508,6.883535,5.186092,6.056046,0.131898,,6.554549,,5.334542,,7.212522,,5.037642,,,,,,,,,,,,10.152273,,,,12.126950,,,5.541062
3.146,6.064277,6.874702,5.183461,6.056183,0.143073,,6.551772,,5.336177,,7.197632,,5.030744,,,,,,,,,,,,10.150412,,,,12.125205,,,5.540958
3.147,6.065046,6.865869,5.180829,6.056320,0.154247,,6.548994,,5.337812,,7.182743,,5.023845,,,,,,,,,,,,10.148551,,,,12.123460,,,5.540854
3.148,6.066191,6.856168,5.173310,6.056833,0.165413,,6.547557,,5.336908,,7.164779,,5.009712,,,,,,,,,,,,10.146535,,,,12.121429,,,5.540509
3.149,6.067336,6.846468,5.165792,6.057346,0.176579,,6.546121,,5.336005,,7.146815,,4.995579,,,,,,,,,,,,10.144520,,,,12.119398,,,5.540165
3.150,6.068481,6.836767,5.158274,6.057859,0.187745,,6.544683,,5.335101,,7.128851,,4.981446,,,,,,,,,,,,10.142504,,,,12.117368,,,5.539822
3.151,6.069626,6.827067,5.150755,6.058373,0.198911,,6.543247,,5.334198,,7.110887,,4.967313,,,,,,,,,,,,10.140488,,,,12.115337,,,5.539477
3.152,6.071143,6.822667,5.143712,6.059194,0.211220,,6.541805,,5.332679,,7.103529,,4.954744,,,,,,,,,,,,10.133698,,,,12.110611,,,5.537511
3.153,6.072660,6.818267,5.136667,6.060014,0.223530,,6.540363,,5.331160,,7.096171,,4.942175,,,,,,,,,,,,10.126907,,,,12.105885,,,5.535545
3.154,6.074177,6.813867,5.129623,6.060834,0.235839,,6.538921,,5.329640,,7.088813,,4.929606,,,,,,,,,,,,10.120117,,,,12.101157,,,5.533579
3.155,6.075694,6.809467,5.122580,6.061655,0.248148,,6.537479,,5.328122,,7.081455,,4.917037,,,,,,,,,,,,10.113327,,,,12.096431,,,5.531613
3.156,6.077599,6.805887,5.116775,6.062877,0.260223,,6.534772,,5.327536,,7.077001,,4.906013,,,,,,,,,,,,10.106277,,,,12.090004,,,5.530807
3.157,6.079504,6.802306,5.110970,6.064099,0.272297,,6.532065,,5.326950,,7.072547,,4.894990,,,,,,,,,,,,10.099227,,,,12.083576,,,5.530000
3.158,6.081409,6.798726,5.105165,6.065321,0.284372,,6.529358,,5.326365,,7.068093,,4.883966,,,,,,,,,,,,10.092176,,,,12.077148,,,5.529193
3.159,6.083314,6.795145,5.099360,6.066543,0.296446,,6.526651,,5.325779,,7.063639,,4.872942,,,,,,,,,,,,10.085127,,,,12.070722,,,5.528387
3.160,6.085391,6.798167,5.096298,6.067955,0.308187,,6.529913,,5.326251,,7.066422,,4.866345,,,,,,,,,,,,10.079922,,,,12.066992,,,5.529434
3.161,6.087467,6.801190,5.093235,6.069367,0.319928,,6.533175,,5.326723,,7.069204,,4.859748,,,,,,,,,,,,10.074717,,,,12.063261,,,5.530480
3.162,6.089543,6.804213,5.090173,6.070779,0.331669,,6.536438,,5.327195,,7.071987,,4.853151,,,,,,,,,,,,10.069512,,,,12.059530,,,5.531528
3.163,6.091620,6.807235,5.087111,6.072191,0.343410,,6.539700,,5.327667,,7.074769,,4.846555,,,,,,,,,,,,10.064307,,,,12.055800,,,5.532575
3.164,6.093867,6.808579,5.084876,6.073822,0.354309,,6.541810,,5.325540,,7.075348,,4.844212,,,,,,,,,,,,10.061030,,,,12.048855,,,5.533402
3.165,6.096114,6.809923,5.082641,6.075452,0.365207,,6.543921,,5.323413,,7.075926,,4.841868,,,,,,,,,,,,10.057755,,,,12.041908,,,5.534229
3.166,6.098361,6.811267,5.080406,6.077082,0.376106,,6.546031,,5.321287,,7.076504,,4.839525,,,,,,,,,,,,10.054478,,,,12.034963,,,5.535057
3.167,6.100607,6.812612,5.078171,6.078712,0.387005,,6.548141,,5.319160,,7.077082,,4.837182,,,,,,,,,,,,10.051201,,,,12.028017,,,5.535884
3.168,6.102816,6.817258,5.077983,6.080381,0.396543,,6.553986,,5.321164,,7.080531,,4.834802,,,,,,,,,,,,10.056735,,,,12.021075,,,5.538593
3.169,6.105024,6.821905,5.077796,6.082049,0.406080,,6.559831,,5.323169,,7.083980,,4.832423,,,,,,,,,,,,10.062269,,,,12.014133,,,5.541303
3.170,6.107232,6.826552,5.077608,6.083718,0.415618,,6.565676,,5.325173,,7.087429,,4.830044,,,,,,,,,,,,10.067804,,,,12.007191,,,5.544012
3.171,6.109440,6.831199,5.077421,6.085387,0.425155,,6.571521,,5.327177,,7.090878,,4.827664,,,,,,,,,,,,10.073339,,,,12.000249,,,5.546721
3.172,6.111803,6.839116,5.075915,6.087254,0.433911,,6.584842,,5.327759,,7.093390,,4.824071,,,,,,,,,,,,10.079816,,,,11.992157,,,5.550168
3.173,6.114164,6.847033,5.074409,6.089120,0.442667,,6.598163,,5.328341,,7.095903,,4.820477,,,,,,,,,,,,10.086294,,,,11.984066,,,5.553615
3.174,6.116527,6.854949,5.072903,6.090987,0.451423,,6.611484,,5.328922,,7.098416,,4.816884,,,,,,,,,,,,10.092772,,,,11.975975,,,5.557061
3.175,6.118889,6.862866,5.071397,6.092854,0.460179,,6.624804,,5.329504,,7.100929,,4.813291,,,,,,,,,,,,10.099249,,,,11.967883,,,5.560508
3.176,6.121136,6.875864,5.068558,6.094601,0.469008,,6.650800,,5.330750,,7.100929,,4.806366,,,,,,,,,,,,10.107786,,,,11.961668,,,5.564900
3.177,6.123382,6.888862,5.065720,6.096348,0.477837,,6.676795,,5.331997,,7.100929,,4.799442,,,,,,,,,,,,10.116324,,,,11.955454,,,5.569292
3.178,6.125628,6.901860,5.062881,6.098095,0.486666,,6.702790,,5.333244,,7.100929,,4.792518,,,,,,,,,,,,10.124863,,,,11.949240,,,5.573684
3.179,6.127875,6.914857,5.060041,6.099843,0.495495,,6.728785,,5.334490,,7.100930,,4.785593,,,,,,,,,,,,10.133400,,,,11.943025,,,5.578076
3.180,6.130116,6.933327,5.060440,6.101628,0.503539,,6.766455,,5.335258,,7.100199,,4.785623,,,,,,,,,,,,10.129524,,,,11.936500,,,5.583415
3.181,6.132357,6.951797,5.060838,6.103414,0.511582,,6.804126,,5.336024,,7.099468,,4.785652,,,,,,,,,,,,10.125648,,,,11.929975,,,5.588754
3.182,6.134597,6.970267,5.061236,6.105199,0.519626,,6.841796,,5.336792,,7.098738,,4.785682,,,,,,,,,,,,10.121773,,,,11.923450,,,5.594092
3.183,6.136837,6.988737,5.061635,6.106984,0.527670,,6.879466,,5.337559,,7.098007,,4.785711,,,,,,,,,,,,10.117897,,,,11.916924,,,5.599431
3.184,6.139075,7.008846,5.057693,6.108811,0.534924,,6.920949,,5.337299,,7.096743,,4.778086,,,,,,,,,,,,10.117741,,,,11.910597,,,5.607073
3.185,6.141312,7.028955,5.053750,6.110638,0.542178,,6.962432,,5.337040,,7.095478,,4.770460,,,,,,,,,,,,10.117584,,,,11.904268,,,5.614716
3.186,6.143549,7.049064,5.049808,6.112465,0.549432,,7.003915,,5.336782,,7.094213,,4.762834,,,,,,,,,,,,10.117429,,,,11.897941,,,5.622358
3.187,6.145787,7.069173,5.045865,6.114292,0.556686,,7.045398,,5.336522,,7.092948,,4.755208,,,,,,,,,,,,10.117272,,,,11.891613,,,5.630000
3.188,6.148087,7.080819,5.045653,6.116219,0.563278,,7.065488,,5.337611,,7.096149,,4.753695,,,,,,,,,,,,10.120668,,,,11.888051,,,5.636821
3.189,6.150386,7.092464,5.045442,6.118145,0.569870,,7.085579,,5.338700,,7.099350,,4.752183,,,,,,,,,,,,10.124065,,,,11.884489,,,5.643641
3.190,6.152685,7.104110,5.045230,6.120071,0.576462,,7.105669,,5.339789,,7.102551,,4.750671,,,,,,,,,,,,10.127461,,,,11.880928,,,5.650462
3.191,6.154985,7.115756,5.045018,6.121998,0.583054,,7.125760,,5.340878,,7.105752,,4.749159,,,,,,,,,,,,10.130857,,,,11.877366,,,5.657282
3.192,6.157354,7.117740,5.043291,6.124013,0.589310,,7.130049,,5.338293,,7.105431,,4.748288,,,,,,,,,,,,10.127045,,,,11.871811,,,5.662600
3.193,6.159722,7.119724,5.041563,6.126028,0.595565,,7.134338,,5.335709,,7.105110,,4.747418,,,,,,,,,,,,10.123231,,,,11.866256,,,5.667916
3.194,6.162091,7.121708,5.039835,6.128043,0.601821,,7.138627,,5.333124,,7.104789,,4.746548,,,,,,,,,,,,10.119417,,,,11.860701,,,5.673234
3.195,6.164460,7.123693,5.038108,6.130058,0.608076,,7.142916,,5.330539,,7.104468,,4.745677,,,,,,,,,,,,10.115604,,,,11.855145,,,5.678551
3.196,6.166986,7.120578,5.038114,6.132260,0.613776,,7.139768,,5.329973,,7.101388,,4.746255,,,,,,,,,,,,10.139603,,,,11.849261,,,5.685419
3.197,6.169510,7.117463,5.038120,6.134463,0.619477,,7.136619,,5.329407,,7.098307,,4.746834,,,,,,,,,,,,10.163600,,,,11.843377,,,5.692286
3.198,6.172035,7.114347,5.038126,6.136666,0.625177,,7.133470,,5.328841,,7.095225,,4.747413,,,,,,,,,,,,10.187597,,,,11.837493,,,5.699155
3.199,6.174561,7.111233,5.038133,6.138868,0.630877,,7.130322,,5.328275,,7.092144,,4.747991,,,,,,,,,,,,10.211596,,,,11.831609,,,5.706023
3.200,6.177051,7.111075,5.042634,6.141071,0.635958,,7.128010,,5.329043,,7.094141,,4.756224,,,,,,,,,,,,10.229456,,,,11.827065,,,5.715979
3.201,6.179541,7.110919,5.047134,6.143273,0.641039,,7.125699,,5.329812,,7.096138,,4.764457,,,,,,,,,,,,10.247316,,,,11.822521,,,5.725935
3.202,6.182031,7.110762,5.051635,6.145476,0.646120,,7.123387,,5.330581,,7.098135,,4.772689,,,,,,,,,,,,10.265178,,,,11.817977,,,5.735890
3.203,6.184521,7.110604,5.056136,6.147678,0.651200,,7.121076,,5.331350,,7.100132,,4.780922,,,,,,,,,,,,10.283038,,,,11.813433,,,5.745846
3.204,6.187099,7.106157,5.061220,6.149996,0.655824,,7.114244,,5.330989,,7.098071,,4.791450,,,,,,,,,,,,10.286220,,,,11.810753,,,5.754026
