"Time","v1 xCoMy","v2 Right CoP","v3 Left CoP","28a CoMy","28 CoMy","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
1.881,6.306783,7.080405,5.400726,6.312469,-0.100496,,6.941432,,5.362196,,7.219378,,5.439256,,,,,,,,,,,,10.093800,,,,11.897696,,,5.389097
1.882,6.308478,7.080263,5.402724,6.314330,-0.103435,,6.941300,,5.362165,,7.219225,,5.443283,,,,,,,,,,,,10.105603,,,,11.899293,,,5.393517
1.883,6.310173,7.080120,5.404723,6.316191,-0.106373,,6.941168,,5.362135,,7.219072,,5.447311,,,,,,,,,,,,10.117406,,,,11.900890,,,5.397939
1.884,6.311587,7.081314,5.405830,6.317818,-0.110125,,6.939231,,5.363377,,7.223396,,5.448283,,,,,,,,,,,,10.130369,,,,11.905190,,,5.398843
1.885,6.313002,7.082507,5.406937,6.319445,-0.113878,,6.937295,,5.364619,,7.227719,,5.449255,,,,,,,,,,,,10.143332,,,,11.909491,,,5.399748
1.886,6.314416,7.083701,5.408043,6.321071,-0.117630,,6.935359,,5.365860,,7.232042,,5.450226,,,,,,,,,,,,10.156294,,,,11.913791,,,5.400652
1.887,6.315831,7.084894,5.409150,6.322698,-0.121382,,6.933423,,5.367102,,7.236366,,5.451198,,,,,,,,,,,,10.169257,,,,11.918091,,,5.401556
1.888,6.317000,7.083037,5.409390,6.324135,-0.126114,,6.932590,,5.367281,,7.233484,,5.451500,,,,,,,,,,,,10.204699,,,,11.921228,,,5.403656
1.889,6.318170,7.081180,5.409631,6.325572,-0.130846,,6.931758,,5.367461,,7.230602,,5.451802,,,,,,,,,,,,10.240141,,,,11.924366,,,5.405756
1.890,6.319339,7.079323,5.409872,6.327010,-0.135579,,6.930926,,5.367640,,7.227720,,5.452104,,,,,,,,,,,,10.275582,,,,11.927505,,,5.407856
1.891,6.320508,7.077466,5.410112,6.328447,-0.140311,,6.930094,,5.367819,,7.224838,,5.452406,,,,,,,,,,,,10.311024,,,,11.930642,,,5.409956
1.892,6.321360,7.075864,5.405055,6.329596,-0.145566,,6.928497,,5.362372,,7.223232,,5.447738,,,,,,,,,,,,10.353736,,,,11.933830,,,5.411314
1.893,6.322211,7.074263,5.399997,6.330744,-0.150821,,6.926900,,5.356926,,7.221625,,5.443069,,,,,,,,,,,,10.396448,,,,11.937017,,,5.412673
1.894,6.323062,7.072661,5.394939,6.331892,-0.156076,,6.925303,,5.351480,,7.220019,,5.438400,,,,,,,,,,,,10.439161,,,,11.940205,,,5.414031
1.895,6.323913,7.071059,5.389882,6.333041,-0.161331,,6.923706,,5.346033,,7.218413,,5.433732,,,,,,,,,,,,10.481874,,,,11.943393,,,5.415389
1.896,6.324301,7.070992,5.387279,6.333746,-0.166951,,6.922423,,5.347419,,7.219560,,5.427139,,,,,,,,,,,,10.484849,,,,11.946592,,,5.418352
1.897,6.324689,7.070924,5.384676,6.334453,-0.172571,,6.921141,,5.348805,,7.220707,,5.420547,,,,,,,,,,,,10.487823,,,,11.949793,,,5.421315
1.898,6.325077,7.070856,5.382072,6.335158,-0.178191,,6.919858,,5.350192,,7.221854,,5.413953,,,,,,,,,,,,10.490799,,,,11.952993,,,5.424277
1.899,6.325465,7.070788,5.379469,6.335864,-0.183811,,6.918575,,5.351578,,7.223001,,5.407361,,,,,,,,,,,,10.493774,,,,11.956193,,,5.427240
1.900,6.325916,7.069953,5.372382,6.336617,-0.189136,,6.918050,,5.351578,,7.221857,,5.393187,,,,,,,,,,,,10.492805,,,,11.959397,,,5.426896
1.901,6.326367,7.069118,5.365295,6.337369,-0.194461,,6.917524,,5.351577,,7.220714,,5.379013,,,,,,,,,,,,10.491835,,,,11.962603,,,5.426551
1.902,6.326818,7.068284,5.358208,6.338121,-0.199785,,6.916998,,5.351576,,7.219570,,5.364840,,,,,,,,,,,,10.490865,,,,11.965807,,,5.426207
1.903,6.327269,7.067450,5.351120,6.338873,-0.205110,,6.916473,,5.351575,,7.218427,,5.350666,,,,,,,,,,,,10.489895,,,,11.969011,,,5.425862
1.904,6.327471,7.068019,5.349081,6.339353,-0.210010,,6.917118,,5.351962,,7.218921,,5.346200,,,,,,,,,,,,10.495244,,,,11.971850,,,5.427084
1.905,6.327673,7.068588,5.347041,6.339831,-0.214909,,6.917762,,5.352348,,7.219415,,5.341734,,,,,,,,,,,,10.500593,,,,11.974689,,,5.428306
1.906,6.327875,7.069158,5.345001,6.340311,-0.219809,,6.918406,,5.352735,,7.219909,,5.337268,,,,,,,,,,,,10.505941,,,,11.977530,,,5.429528
1.907,6.328077,7.069727,5.342961,6.340790,-0.224708,,6.919051,,5.353121,,7.220403,,5.332802,,,,,,,,,,,,10.511291,,,,11.980369,,,5.430750
1.908,6.328192,7.068530,5.338869,6.341142,-0.228895,,6.914515,,5.353065,,7.222545,,5.324674,,,,,,,,,,,,10.508571,,,,11.981333,,,5.431002
1.909,6.328307,7.067332,5.334777,6.341494,-0.233082,,6.909978,,5.353008,,7.224687,,5.316545,,,,,,,,,,,,10.505852,,,,11.982297,,,5.431253
1.910,6.328423,7.066135,5.330685,6.341846,-0.237269,,6.905441,,5.352952,,7.226830,,5.308417,,,,,,,,,,,,10.503132,,,,11.983261,,,5.431505
1.911,6.328538,7.064938,5.326592,6.342198,-0.241456,,6.900905,,5.352895,,7.228971,,5.300289,,,,,,,,,,,,10.500412,,,,11.984225,,,5.431757
1.912,6.328514,7.060453,5.325098,6.342371,-0.244946,,6.892015,,5.353064,,7.228891,,5.297131,,,,,,,,,,,,10.494457,,,,11.985789,,,5.431818
1.913,6.328489,7.055968,5.323603,6.342545,-0.248436,,6.883126,,5.353233,,7.228811,,5.293973,,,,,,,,,,,,10.488503,,,,11.987352,,,5.431879
1.914,6.328465,7.051484,5.322108,6.342718,-0.251926,,6.874237,,5.353402,,7.228731,,5.290815,,,,,,,,,,,,10.482548,,,,11.988916,,,5.431940
1.915,6.328441,7.046999,5.320614,6.342891,-0.255416,,6.865348,,5.353570,,7.228651,,5.287657,,,,,,,,,,,,10.476593,,,,11.990480,,,5.432001
1.916,6.328152,7.044026,5.319154,6.342796,-0.258837,,6.858370,,5.352568,,7.229684,,5.285740,,,,,,,,,,,,10.476312,,,,11.994058,,,5.432682
1.917,6.327863,7.041054,5.317695,6.342701,-0.262257,,6.851392,,5.351565,,7.230717,,5.283824,,,,,,,,,,,,10.476030,,,,11.997635,,,5.433362
1.918,6.327575,7.038082,5.316235,6.342606,-0.265678,,6.844414,,5.350563,,7.231750,,5.281907,,,,,,,,,,,,10.475750,,,,12.001211,,,5.434043
1.919,6.327286,7.035110,5.314775,6.342510,-0.269099,,6.837436,,5.349560,,7.232783,,5.279990,,,,,,,,,,,,10.475469,,,,12.004788,,,5.434724
1.920,6.326938,7.032086,5.313892,6.342332,-0.272095,,6.833122,,5.349520,,7.231051,,5.278264,,,,,,,,,,,,10.469911,,,,12.007250,,,5.432814
1.921,6.326590,7.029064,5.313009,6.342154,-0.275091,,6.828809,,5.349480,,7.229319,,5.276538,,,,,,,,,,,,10.464354,,,,12.009712,,,5.430903
1.922,6.326242,7.026041,5.312126,6.341975,-0.278087,,6.824495,,5.349440,,7.227586,,5.274812,,,,,,,,,,,,10.458796,,,,12.012174,,,5.428992
1.923,6.325894,7.023018,5.311243,6.341797,-0.281084,,6.820182,,5.349400,,7.225853,,5.273086,,,,,,,,,,,,10.453238,,,,12.014635,,,5.427082
1.924,6.325602,7.021320,5.311981,6.341687,-0.284304,,6.816258,,5.348321,,7.226382,,5.275640,,,,,,,,,,,,10.445829,,,,12.017652,,,5.427113
1.925,6.325310,7.019623,5.312719,6.341577,-0.287524,,6.812335,,5.347243,,7.226911,,5.278195,,,,,,,,,,,,10.438421,,,,12.020668,,,5.427144
1.926,6.325017,7.017925,5.313457,6.341466,-0.290744,,6.808412,,5.346165,,7.227439,,5.280750,,,,,,,,,,,,10.431012,,,,12.023684,,,5.427175
1.927,6.324725,7.016228,5.314196,6.341356,-0.293965,,6.804488,,5.345086,,7.227967,,5.283305,,,,,,,,,,,,10.423604,,,,12.026700,,,5.427206
1.928,6.324389,7.015715,5.312303,6.341210,-0.297320,,6.802872,,5.345076,,7.228557,,5.279530,,,,,,,,,,,,10.409090,,,,12.029674,,,5.426672
1.929,6.324052,7.015202,5.310410,6.341063,-0.300674,,6.801256,,5.345066,,7.229147,,5.275754,,,,,,,,,,,,10.394577,,,,12.032648,,,5.426138
1.930,6.323716,7.014688,5.308518,6.340917,-0.304029,,6.799640,,5.345056,,7.229737,,5.271979,,,,,,,,,,,,10.380064,,,,12.035622,,,5.425604
1.931,6.323380,7.014175,5.306625,6.340770,-0.307384,,6.798023,,5.345046,,7.230327,,5.268204,,,,,,,,,,,,10.365550,,,,12.038595,,,5.425070
1.932,6.322836,7.012572,5.302963,6.340422,-0.310827,,6.796521,,5.344258,,7.228623,,5.261668,,,,,,,,,,,,10.350588,,,,12.038921,,,5.420761
1.933,6.322293,7.010970,5.299301,6.340074,-0.314270,,6.795019,,5.343470,,7.226921,,5.255132,,,,,,,,,,,,10.335627,,,,12.039248,,,5.416452
1.934,6.321751,7.009367,5.295638,6.339725,-0.317713,,6.793517,,5.342681,,7.225218,,5.248595,,,,,,,,,,,,10.320665,,,,12.039573,,,5.412143
1.935,6.321208,7.007765,5.291976,6.339377,-0.321156,,6.792015,,5.341893,,7.223515,,5.242059,,,,,,,,,,,,10.305703,,,,12.039899,,,5.407834
1.936,6.320689,7.007564,5.292217,6.339036,-0.324289,,6.791817,,5.343820,,7.223311,,5.240614,,,,,,,,,,,,10.294497,,,,12.040958,,,5.406941
1.937,6.320169,7.007363,5.292459,6.338694,-0.327421,,6.791619,,5.345747,,7.223107,,5.239170,,,,,,,,,,,,10.283292,,,,12.042019,,,5.406049
1.938,6.319651,7.007163,5.292699,6.338352,-0.330554,,6.791421,,5.347674,,7.222904,,5.237725,,,,,,,,,,,,10.272086,,,,12.043078,,,5.405157
1.939,6.319132,7.006962,5.292941,6.338010,-0.333686,,6.791223,,5.349601,,7.222700,,5.236280,,,,,,,,,,,,10.260880,,,,12.044138,,,5.404265
1.940,6.318487,7.008455,5.291515,6.337539,-0.336737,,6.792809,,5.347414,,7.224100,,5.235617,,,,,,,,,,,,10.256627,,,,12.045963,,,5.401090
1.941,6.317843,7.009948,5.290091,6.337067,-0.339788,,6.794396,,5.345227,,7.225499,,5.234954,,,,,,,,,,,,10.252374,,,,12.047788,,,5.397915
1.942,6.317199,7.011440,5.288666,6.336595,-0.342839,,6.795982,,5.343041,,7.226898,,5.234290,,,,,,,,,,,,10.248120,,,,12.049612,,,5.394740
1.943,6.316554,7.012933,5.287241,6.336123,-0.345891,,6.797569,,5.340854,,7.228298,,5.233627,,,,,,,,,,,,10.243867,,,,12.051437,,,5.391565
1.944,6.315877,7.012068,5.286758,6.335650,-0.349494,,6.796036,,5.338311,,7.228101,,5.235204,,,,,,,,,,,,10.238089,,,,12.052419,,,5.387071
1.945,6.315201,7.011203,5.286275,6.335177,-0.353098,,6.794503,,5.335769,,7.227903,,5.236782,,,,,,,,,,,,10.232311,,,,12.053400,,,5.382576
1.946,6.314524,7.010338,5.285792,6.334704,-0.356701,,6.792971,,5.333226,,7.227706,,5.238359,,,,,,,,,,,,10.226533,,,,12.054381,,,5.378081
1.947,6.313848,7.009473,5.285310,6.334232,-0.360305,,6.791438,,5.330683,,7.227509,,5.239937,,,,,,,,,,,,10.220755,,,,12.055363,,,5.373586
1.948,6.313189,7.001384,5.283937,6.333764,-0.363681,,6.777455,,5.329992,,7.225313,,5.237881,,,,,,,,,,,,10.215076,,,,12.055558,,,5.368292
1.949,6.312530,6.993295,5.282563,6.333296,-0.367057,,6.763473,,5.329301,,7.223117,,5.235825,,,,,,,,,,,,10.209397,,,,12.055754,,,5.362998
1.950,6.311871,6.985206,5.281189,6.332828,-0.370433,,6.749490,,5.328610,,7.220922,,5.233768,,,,,,,,,,,,10.203718,,,,12.055949,,,5.357704
1.951,6.311212,6.977117,5.279816,6.332360,-0.373809,,6.735507,,5.327919,,7.218726,,5.231712,,,,,,,,,,,,10.198040,,,,12.056145,,,5.352410
1.952,6.310534,6.972841,5.279175,6.331899,-0.377612,,6.726651,,5.329266,,7.219031,,5.229084,,,,,,,,,,,,10.190964,,,,12.058756,,,5.345012
1.953,6.309857,6.968565,5.278534,6.331437,-0.381416,,6.717795,,5.330612,,7.219336,,5.226455,,,,,,,,,,,,10.183887,,,,12.061366,,,5.337614
1.954,6.309181,6.964290,5.277893,6.330975,-0.385219,,6.708939,,5.331959,,7.219641,,5.223826,,,,,,,,,,,,10.176812,,,,12.063976,,,5.330216
1.955,6.308504,6.960014,5.277252,6.330513,-0.389022,,6.700082,,5.333305,,7.219946,,5.221198,,,,,,,,,,,,10.169736,,,,12.066587,,,5.322818
1.956,6.307883,6.954245,5.275442,6.330080,-0.392319,,6.690266,,5.331429,,7.218223,,5.219454,,,,,,,,,,,,10.162076,,,,12.065384,,,5.316442
1.957,6.307263,6.948475,5.273632,6.329646,-0.395617,,6.680450,,5.329554,,7.216499,,5.217710,,,,,,,,,,,,10.154416,,,,12.064181,,,5.310065
1.958,6.306643,6.942705,5.271822,6.329212,-0.398914,,6.670634,,5.327679,,7.214776,,5.215966,,,,,,,,,,,,10.146756,,,,12.062979,,,5.303688
1.959,6.306023,6.936935,5.270012,6.328779,-0.402211,,6.660818,,5.325803,,7.213052,,5.214222,,,,,,,,,,,,10.139096,,,,12.061775,,,5.297311
1.960,6.305713,6.936157,5.266869,6.328640,-0.405243,,6.658706,,5.326433,,7.213609,,5.207304,,,,,,,,,,,,10.134409,,,,12.063277,,,5.291659
1.961,6.305402,6.935380,5.263725,6.328501,-0.408275,,6.656593,,5.327064,,7.214166,,5.200387,,,,,,,,,,,,10.129721,,,,12.064779,,,5.286007
1.962,6.305091,6.934602,5.260582,6.328362,-0.411307,,6.654480,,5.327694,,7.214723,,5.193470,,,,,,,,,,,,10.125032,,,,12.066281,,,5.280355
1.963,6.304781,6.933824,5.257439,6.328223,-0.414339,,6.652368,,5.328325,,7.215280,,5.186552,,,,,,,,,,,,10.120345,,,,12.067783,,,5.274704
1.964,6.304452,6.933216,5.256529,6.328090,-0.417795,,6.652354,,5.328588,,7.214079,,5.184470,,,,,,,,,,,,10.112363,,,,12.068530,,,5.269179
1.965,6.304124,6.932609,5.255620,6.327957,-0.421251,,6.652340,,5.328850,,7.212878,,5.182389,,,,,,,,,,,,10.104381,,,,12.069277,,,5.263655
1.966,6.303795,6.932002,5.254710,6.327824,-0.424706,,6.652327,,5.329113,,7.211677,,5.180307,,,,,,,,,,,,10.096398,,,,12.070024,,,5.258130
1.967,6.303467,6.931395,5.253800,6.327691,-0.428162,,6.652313,,5.329375,,7.210476,,5.178226,,,,,,,,,,,,10.088416,,,,12.070771,,,5.252606
1.968,6.303104,6.930064,5.250213,6.327525,-0.431649,,6.650064,,5.327023,,7.210065,,5.173402,,,,,,,,,,,,10.089905,,,,12.071805,,,5.246315
1.969,6.302741,6.928734,5.246624,6.327359,-0.435135,,6.647814,,5.324671,,7.209653,,5.168578,,,,,,,,,,,,10.091393,,,,12.072839,,,5.240024
1.970,6.302378,6.927403,5.243036,6.327193,-0.438622,,6.645565,,5.322319,,7.209242,,5.163754,,,,,,,,,,,,10.092880,,,,12.073873,,,5.233733
1.971,6.302015,6.926073,5.239449,6.327027,-0.442109,,6.643315,,5.319966,,7.208830,,5.158930,,,,,,,,,,,,10.094369,,,,12.074906,,,5.227442
1.972,6.301619,6.922945,5.232337,6.326871,-0.446351,,6.640777,,5.318291,,7.205112,,5.146384,,,,,,,,,,,,10.089264,,,,12.077328,,,5.221910
1.973,6.301223,6.919817,5.225226,6.326715,-0.450594,,6.638239,,5.316615,,7.201395,,5.133838,,,,,,,,,,,,10.084160,,,,12.079748,,,5.216379
1.974,6.300827,6.916689,5.218115,6.326560,-0.454837,,6.635701,,5.314939,,7.197677,,5.121291,,,,,,,,,,,,10.079055,,,,12.082170,,,5.210847
1.975,6.300431,6.913561,5.211004,6.326404,-0.459079,,6.633163,,5.313264,,7.193959,,5.108745,,,,,,,,,,,,10.073950,,,,12.084591,,,5.205316
1.976,6.300000,6.912367,5.208178,6.326236,-0.463731,,6.637621,,5.312937,,7.187113,,5.103418,,,,,,,,,,,,10.072323,,,,12.085404,,,5.201192
1.977,6.299569,6.911173,5.205351,6.326068,-0.468383,,6.642079,,5.312610,,7.180267,,5.098092,,,,,,,,,,,,10.070696,,,,12.086218,,,5.197068
1.978,6.299138,6.909980,5.202525,6.325901,-0.473035,,6.646538,,5.312284,,7.173422,,5.092766,,,,,,,,,,,,10.069068,,,,12.087030,,,5.192944
1.979,6.298707,6.908786,5.199698,6.325733,-0.477687,,6.650996,,5.311956,,7.166576,,5.087440,,,,,,,,,,,,10.067441,,,,12.087844,,,5.188820
1.980,6.298399,6.907336,5.196494,6.325696,-0.482494,,6.651139,,5.310136,,7.163533,,5.082852,,,,,,,,,,,,10.055300,,,,12.088381,,,5.185366
1.981,6.298090,6.905887,5.193291,6.325660,-0.487300,,6.651282,,5.308316,,7.160491,,5.078265,,,,,,,,,,,,10.043158,,,,12.088919,,,5.181912
1.982,6.297782,6.904437,5.190087,6.325624,-0.492106,,6.651425,,5.306496,,7.157448,,5.073678,,,,,,,,,,,,10.031016,,,,12.089457,,,5.178458
1.983,6.297473,6.902987,5.186883,6.325587,-0.496913,,6.651568,,5.304676,,7.154406,,5.069091,,,,,,,,,,,,10.018875,,,,12.089993,,,5.175004
1.984,6.296803,6.899413,5.186255,6.325196,-0.501859,,6.647596,,5.305718,,7.151229,,5.066792,,,,,,,,,,,,10.000425,,,,12.088307,,,5.171316
1.985,6.296133,6.895839,5.185626,6.324806,-0.506805,,6.643624,,5.306761,,7.148053,,5.064492,,,,,,,,,,,,9.981977,,,,12.086620,,,5.167628
1.986,6.295463,6.892265,5.184998,6.324415,-0.511751,,6.639652,,5.307804,,7.144877,,5.062192,,,,,,,,,,,,9.963528,,,,12.084934,,,5.163940
1.987,6.294792,6.888691,5.184370,6.324025,-0.516697,,6.635680,,5.308846,,7.141701,,5.059893,,,,,,,,,,,,9.945078,,,,12.083248,,,5.160252
1.988,6.294134,6.884467,5.183749,6.323678,-0.522210,,6.631812,,5.309547,,7.137121,,5.057952,,,,,,,,,,,,9.932405,,,,12.081255,,,5.158036
1.989,6.293475,6.880242,5.183129,6.323332,-0.527724,,6.627944,,5.310247,,7.132541,,5.056011,,,,,,,,,,,,9.919733,,,,12.079262,,,5.155821
1.990,6.292817,6.876018,5.182509,6.322985,-0.533237,,6.624075,,5.310947,,7.127961,,5.054070,,,,,,,,,,,,9.907061,,,,12.077270,,,5.153605
1.991,6.292158,6.871794,5.181889,6.322639,-0.538750,,6.620207,,5.311648,,7.123381,,5.052130,,,,,,,,,,,,9.894388,,,,12.075276,,,5.151390
1.992,6.291228,6.871691,5.183931,6.322051,-0.544800,,6.622127,,5.311209,,7.121254,,5.056654,,,,,,,,,,,,9.888642,,,,12.074847,,,5.149605
1.993,6.290298,6.871587,5.185974,6.321463,-0.550850,,6.624046,,5.310770,,7.119128,,5.061178,,,,,,,,,,,,9.882896,,,,12.074418,,,5.147820
1.994,6.289368,6.871484,5.188017,6.320875,-0.556900,,6.625967,,5.310331,,7.117002,,5.065703,,,,,,,,,,,,9.877150,,,,12.073989,,,5.146035
1.995,6.288437,6.871381,5.190060,6.320287,-0.562950,,6.627886,,5.309892,,7.114875,,5.070227,,,,,,,,,,,,9.871404,,,,12.073560,,,5.144250
1.996,6.287491,6.871128,5.197644,6.319713,-0.569544,,6.627730,,5.310092,,7.114526,,5.085196,,,,,,,,,,,,9.865539,,,,12.072444,,,5.144310
1.997,6.286544,6.870875,5.205228,6.319139,-0.576138,,6.627574,,5.310292,,7.114176,,5.100165,,,,,,,,,,,,9.859673,,,,12.071327,,,5.144370
1.998,6.285597,6.870622,5.212812,6.318565,-0.582733,,6.627418,,5.310492,,7.113826,,5.115134,,,,,,,,,,,,9.853807,,,,12.070211,,,5.144431
1.999,6.284650,6.870369,5.220397,6.317992,-0.589327,,6.627262,,5.310692,,7.113476,,5.130103,,,,,,,,,,,,9.847942,,,,12.069096,,,5.144491
2.000,6.283642,6.869800,5.229471,6.317416,-0.596978,,6.625196,,5.310553,,7.114405,,5.148389,,,,,,,,,,,,9.838205,,,,12.067926,,,5.143694
2.001,6.282633,6.869231,5.238544,6.316840,-0.604630,,6.623130,,5.310414,,7.115333,,5.166675,,,,,,,,,,,,9.828468,,,,12.066758,,,5.142899
2.002,6.281624,6.868662,5.247618,6.316264,-0.612281,,6.621064,,5.310275,,7.116261,,5.184960,,,,,,,,,,,,9.818730,,,,12.065590,,,5.142102
2.003,6.280615,6.868093,5.256691,6.315689,-0.619932,,6.618998,,5.310136,,7.117189,,5.203247,,,,,,,,,,,,9.808993,,,,12.064421,,,5.141306
2.004,6.279434,6.868598,5.258493,6.315002,-0.628689,,6.620959,,5.311507,,7.116236,,5.205479,,,,,,,,,,,,9.797203,,,,12.063524,,,5.144115
2.005,6.278253,6.869102,5.260295,6.314317,-0.637446,,6.622921,,5.312878,,7.115282,,5.207712,,,,,,,,,,,,9.785412,,,,12.062628,,,5.146925
2.006,6.277071,6.869606,5.262097,6.313631,-0.646203,,6.624883,,5.314249,,7.114328,,5.209945,,,,,,,,,,,,9.773621,,,,12.061730,,,5.149735
2.007,6.275890,6.870110,5.263899,6.312945,-0.654960,,6.626844,,5.315620,,7.113375,,5.212177,,,,,,,,,,,,9.761830,,,,12.060834,,,5.152544
2.008,6.274303,6.870850,5.265659,6.311876,-0.664116,,6.628137,,5.313422,,7.113563,,5.217896,,,,,,,,,,,,9.752248,,,,12.057234,,,5.152488
2.009,6.272716,6.871590,5.267420,6.310807,-0.673273,,6.629429,,5.311225,,7.113750,,5.223616,,,,,,,,,,,,9.742666,,,,12.053635,,,5.152431
2.010,6.271129,6.872330,5.269181,6.309738,-0.682429,,6.630722,,5.309027,,7.113937,,5.229334,,,,,,,,,,,,9.733084,,,,12.050035,,,5.152373
2.011,6.269542,6.873070,5.270942,6.308669,-0.691586,,6.632015,,5.306829,,7.114124,,5.235054,,,,,,,,,,,,9.723501,,,,12.046434,,,5.152317
2.012,6.267699,6.872711,5.273868,6.307350,-0.700841,,6.630346,,5.306645,,7.115075,,5.241089,,,,,,,,,,,,9.715032,,,,12.044928,,,5.157441
2.013,6.265857,6.872352,5.276793,6.306031,-0.710097,,6.628677,,5.306461,,7.116026,,5.247125,,,,,,,,,,,,9.706562,,,,12.043421,,,5.162566
2.014,6.264014,6.871993,5.279719,6.304712,-0.719352,,6.627008,,5.306278,,7.116976,,5.253161,,,,,,,,,,,,9.698093,,,,12.041913,,,5.167690
2.015,6.262171,6.871634,5.282645,6.303393,-0.728607,,6.625340,,5.306094,,7.117927,,5.259197,,,,,,,,,,,,9.689624,,,,12.040406,,,5.172815
2.016,6.260063,6.870994,5.287532,6.301811,-0.737903,,6.623138,,5.303868,,7.118848,,5.271196,,,,,,,,,,,,9.680492,,,,12.036585,,,5.175364
2.017,6.257956,6.870354,5.292419,6.300229,-0.747200,,6.620938,,5.301642,,7.119770,,5.283195,,,,,,,,,,,,9.671360,,,,12.032763,,,5.177912
2.018,6.255848,6.869714,5.297306,6.298647,-0.756496,,6.618737,,5.299417,,7.120691,,5.295195,,,,,,,,,,,,9.662229,,,,12.028941,,,5.180461
2.019,6.253740,6.869074,5.302193,6.297065,-0.765792,,6.616536,,5.297192,,7.121613,,5.307195,,,,,,,,,,,,9.653097,,,,12.025120,,,5.183010
2.020,6.251392,6.869332,5.298069,6.295226,-0.774789,,6.615904,,5.289855,,7.122760,,5.306281,,,,,,,,,,,,9.639705,,,,12.023558,,,5.186743
2.021,6.249044,6.869590,5.293943,6.293387,-0.783785,,6.615273,,5.282519,,7.123907,,5.305368,,,,,,,,,,,,9.626312,,,,12.021996,,,5.190475
2.022,6.246696,6.869847,5.289819,6.291549,-0.792781,,6.614640,,5.275183,,7.125054,,5.304455,,,,,,,,,,,,9.612920,,,,12.020433,,,5.194208
2.023,6.244349,6.870105,5.285694,6.289710,-0.801777,,6.614008,,5.267847,,7.126201,,5.303541,,,,,,,,,,,,9.599527,,,,12.018871,,,5.197941
2.024,6.241929,6.871784,5.286758,6.287761,-0.810112,,6.614819,,5.266171,,7.128749,,5.307345,,,,,,,,,,,,9.587743,,,,12.012961,,,5.202312
2.025,6.239509,6.873463,5.287822,6.285813,-0.818447,,6.615630,,5.264495,,7.131296,,5.311149,,,,,,,,,,,,9.575958,,,,12.007051,,,5.206683
2.026,6.237089,6.875142,5.288886,6.283865,-0.826781,,6.616441,,5.262819,,7.133843,,5.314952,,,,,,,,,,,,9.564174,,,,12.001142,,,5.211054
2.027,6.234669,6.876822,5.289949,6.281917,-0.835116,,6.617251,,5.261143,,7.136391,,5.318756,,,,,,,,,,,,9.552389,,,,11.995232,,,5.215425
2.028,6.232170,6.879901,5.289320,6.279865,-0.843039,,6.618204,,5.260508,,7.141597,,5.318132,,,,,,,,,,,,9.548691,,,,11.989199,,,5.220709
2.029,6.229670,6.882980,5.288690,6.277814,-0.850962,,6.619157,,5.259873,,7.146802,,5.317508,,,,,,,,,,,,9.544993,,,,11.983166,,,5.225992
2.030,6.227170,6.886059,5.288060,6.275762,-0.858886,,6.620110,,5.259238,,7.152008,,5.316883,,,,,,,,,,,,9.541296,,,,11.977133,,,5.231275
2.031,6.224670,6.889138,5.287431,6.273711,-0.866809,,6.621062,,5.258603,,7.157214,,5.316259,,,,,,,,,,,,9.537598,,,,11.971100,,,5.236558
2.032,6.221886,6.888844,5.273334,6.271321,-0.873800,,6.619190,,5.239663,,7.158497,,5.307005,,,,,,,,,,,,9.535221,,,,11.963439,,,5.236662
2.033,6.219101,6.888550,5.259236,6.268932,-0.880791,,6.617319,,5.220722,,7.159781,,5.297750,,,,,,,,,,,,9.532845,,,,11.955778,,,5.236766
2.034,6.216316,6.888255,5.245139,6.266543,-0.887783,,6.615447,,5.201782,,7.161064,,5.288496,,,,,,,,,,,,9.530468,,,,11.948117,,,5.236871
2.035,6.213531,6.887961,5.231042,6.264153,-0.894774,,6.613575,,5.182842,,7.162347,,5.279242,,,,,,,,,,,,9.528091,,,,11.940456,,,5.236975
2.036,6.210647,6.890361,5.218280,6.261597,-0.900562,,6.614146,,5.162424,,7.166575,,5.274137,,,,,,,,,,,,9.523403,,,,11.936001,,,5.240945
2.037,6.207762,6.892760,5.205519,6.259040,-0.906351,,6.614717,,5.142005,,7.170804,,5.269032,,,,,,,,,,,,9.518715,,,,11.931545,,,5.244915
2.038,6.204878,6.895160,5.192757,6.256483,-0.912140,,6.615288,,5.121587,,7.175033,,5.263927,,,,,,,,,,,,9.514028,,,,11.927090,,,5.248886
2.039,6.201993,6.897560,5.179996,6.253926,-0.917928,,6.615859,,5.101169,,7.179261,,5.258822,,,,,,,,,,,,9.509339,,,,11.922634,,,5.252856
2.040,6.199008,6.896580,5.158118,6.251199,-0.922499,,6.611247,,5.060024,,7.181913,,5.256211,,,,,,,,,,,,9.509031,,,,11.914605,,,5.259877
2.041,6.196022,6.895600,5.136240,6.248471,-0.927071,,6.606635,,5.018880,,7.184566,,5.253600,,,,,,,,,,,,9.508722,,,,11.906576,,,5.266899
